Proteins,N2_d5_01,N2_d5_02, N2_d5_03,N2_d5_04,N2_d1_01,N2_d1_02,N2_d1_03,N2_d1_04,N2_d10_01,N2_d10_02,N2_d10_03,N2_d10_04,N2_d15_01,N2_d15_02,N2_d15_03,N2_d15_04
G4S1A4,21.8729,20.8104,20.7436,21.3789,20.8294,20.4775,21.1721,20.2269,20.4241,18.8863,19.0435,16.8728,21.1853,20.6856,20.357,21.3737
G4S1A4,23.0217,24.0231,22.0611,22.9017,21.5569,20.3065,20.9347,21.2242,16.4848,20.5165,20.3536,19.8431,22.4073,21.8101,23.2043,21.6621
G4S1A4,22.7148,24.3488,23.1561,24.1173,23.4812,24.0465,24.4261,23.1856,20.9534,19.4424,21.0029,19.9266,20.0327,20.1123,20.5357,19.1896
G4S1A4,26.2799,24.4639,24.9168,25.7119,25.7707,24.7677,23.7863,22.4198,23.199,22.0062,22.6135,22.3649,25.905,24.3068,23.9566,20.0154
G4S3P8,21.945,20.2932,21.4831,21.571,21.9351,20.2021,20.8136,21.1421,16.7214,19.6868,19.8559,21.0907,25.3189,26.5279,25.6915,26.0265
Q20314,22.6269,23.2927,23.319,23.1633,24.0685,21.3828,22.6398,21.7003,19.2673,18.8895,19.6331,18.9569,23.4777,24.0789,24.4995,23.3749
G4SI07,21.451,20.3222,20.2979,21.529,20.9767,20.4074,21.2345,20.2753,17.4676,16.4274,18.8624,18.5045,17.3815,18.1687,17.9217,19.6917
G4SI07,22.2103,22.8781,21.7519,23.7276,21.395,20.0739,21.0154,21.3881,20.5438,20.6796,18.3952,17.1989,19.8415,20.2842,21.4449,21.2217
G4SL51,24.2604,23.3379,23.185,23.87,21.4023,19.38,20.1024,20.8053,23.7556,22.3971,23.0408,20.7424,22.4158,23.1109,23.9931,23.6942
G4SLH0,21.6624,21.6344,21.2428,21.6071,25.2114,25.1121,23.8643,24.2915,24.0051,24.3379,23.9363,24.6248,21.0937,20.1407,19.0024,21.2089
G4SLH0,20.7307,21.3628,21.5333,21.1087,20.8738,19.851,21.0274,20.8811,21.3659,20.1069,21.2307,20.8674,20.7891,19.4975,18.3821,21.4322
G4SLH0,21.0008,20.1658,21.0661,20.4059,21.603,21.1183,20.3718,20.9219,20.7594,17.0755,17.7243,18.4891,21.9105,18.8955,19.4174,19.6534
G4SLH0,21.5501,21.2926,20.0955,21.2368,26.5536,26.0381,26.5996,25.4023,20.383,19.6142,19.0269,17.5282,20.834,21.0116,19.9613,18.7106
G4SLH0,24.6756,24.9582,23.3046,24.5267,26.0651,24.2966,23.9726,23.3204,24.4204,25.6729,25.3376,25.193,20.1276,20.231,20.2956,17.3595
G4SLH0,20.6738,21.1081,21.2375,21.2773,21.8831,20.5716,21.304,21.3045,19.9504,20.2255,20.4459,19.4228,19.526,18.0778,19.0989,21.8904
G4SPY1,23.1531,22.757,22.1267,22.4916,25.4018,22.1512,21.3906,22.2357,24.4426,24.6495,24.4191,24.0166,23.8993,23.0619,24.0711,24.1859
G4SRU7,23.7449,23.2098,23.0884,23.7137,25.1896,20.8791,22.4295,21.4787,18.0578,19.1431,20.4118,19.4304,20.4092,18.0831,21.4657,20.9197
G5EBF0,21.8743,21.0858,20.4089,20.7261,23.5275,23.9381,25.1775,24.836,18.9403,19.1827,17.6423,17.1487,18.84,20.65,17.4539,19.2496
G5EBF3,21.6222,21.728,20.5861,21.8745,25.1949,22.1236,23.502,25.8648,16.3169,21.6457,21.6868,19.3947,19.8464,20.2186,19.9733,17.6009
G5EBF3,21.0532,21.6956,20.0352,20.8398,21.306,20.4615,21.1824,20.766,21.476,18.7307,19.0431,19.2258,18.4318,19.844,21.4777,20.4537
G5EBF3,23.455,24.2373,24.7791,24.8377,25.2512,23.813,23.3523,22.7799,18.8257,20.7825,18.7132,20.9722,18.2787,20.4461,21.2092,19.072
G5EBF3,21.9611,21.3805,21.2098,21.6854,21.3801,19.4993,21.0304,21.0357,18.4149,18.3711,19.1795,19.4054,20.7327,21.6355,18.9978,20.3324
G5EBF3,21.1975,21.6511,20.5822,20.7137,22.5156,22.4318,23.595,23.8307,19.117,17.6594,21.7749,18.9948,18.9164,19.8234,19.4216,20.4987
G5EBF3,21.9252,19.6717,21.1063,21.9147,25.452,24.3663,26.5445,24.5134,17.7967,18.4189,19.6903,18.4891,18.9492,19.684,21.4813,21.0635
G5EBF3,21.7645,20.2882,21.2943,21.2632,21.9752,20.6642,21.1334,21.0899,19.0166,18.5586,20.4571,20.2653,20.4647,20.069,17.7992,18.0776
G5EBF3,20.8121,20.7529,21.4274,21.6308,25.6618,23.7541,22.6901,23.3643,19.1168,18.7039,20.8748,19.67,20.8016,19.8737,21.1281,21.3161
G5EBF3,24.4516,25.1078,22.7493,24.5943,24.3805,23.1763,25.0592,24.0078,17.9188,16.928,19.9437,19.0931,19.1335,21.2522,18.9884,19.3179
G5EBF3,22.7501,22.0748,21.4898,21.7759,23.8676,23.343,22.8281,22.8219,19.9169,19.4093,19.9123,17.8682,19.483,18.9951,20.6263,19.4154
G5EBF3,24.8074,23.0524,25.3027,24.0903,24.5088,22.4778,23.7667,22.7213,19.1554,21.4434,20.3759,20.4189,20.403,21.1487,20.2297,20.6373
G5EBF4,21.5367,21.3016,20.0446,21.4012,20.3238,20.0565,21.2469,21.0812,19.0502,17.7018,21.6477,19.6785,20.7393,18.3722,18.8534,20.2221
G5EGE0,21.2185,21.7853,20.1388,20.1428,21.363,21.1434,21.2513,21.4005,19.5547,18.57,21.0997,17.3182,20.0921,21.0957,20.3984,17.8809
G5EBI0,21.9057,21.5987,21.3714,21.2052,23.9763,24.9064,22.7327,24.5236,24.9562,23.47,23.4485,24.0175,24.9342,23.6184,23.9278,26.5276
G5EBJ9,23.1674,23.3677,23.2818,22.7638,27.1765,24.3361,24.4772,25.072,20.2711,19.2415,18.9736,19.2812,18.8404,19.6749,20.508,21.8597
G5EBJ9,21.3416,21.1391,21.48,20.0488,25.5821,24.9181,24.9403,24.5361,18.6231,17.6804,19.4102,20.0059,19.6938,19.0997,19.0914,21.8779
G5EBJ9,24.2681,23.1841,22.3947,22.4993,27.2712,25.5408,24.6572,25.3053,19.1191,20.4078,19.4019,17.1656,20.4306,17.6989,20.4288,18.9032
G5EBJ9,22.6732,21.1213,21.5895,22.9826,25.4706,24.3349,25.5543,24.5914,19.5432,17.9049,19.7496,21.562,19.5247,19.7062,20.8678,20.5808
G5EBJ9,23.5789,24.285,22.4546,23.5509,27.0179,25.849,26.1497,24.7839,20.0254,20.4752,20.7732,21.2003,21.9906,20.0712,21.4309,20.8944
G5EBK3,21.6034,19.3882,21.5096,20.6677,23.6459,21.1116,21.5881,23.2182,20.2287,20.6446,20.1502,19.6888,20.4479,21.6142,20.6203,21.4779
G5EBK3,20.5666,21.6708,19.6379,20.9876,21.9638,21.6315,22.8207,21.0284,18.9977,17.236,20.4165,19.1631,18.8732,18.403,19.5413,19.3917
G5EBK3,22.0414,22.4527,23.6491,22.9414,23.4929,23.4186,24.6097,24.2073,20.9652,19.4016,19.8572,19.1199,20.7056,17.2417,21.3314,19.6897
G5EBK3,21.0367,20.5302,20.1415,20.5028,23.0535,21.397,22.8894,22.1267,17.0262,18.8223,19.9867,19.1176,20.7719,19.8037,18.3326,19.4403
G5EBK3,21.2085,21.0591,20.9963,20.2306,21.9073,21.0996,21.1924,21.0545,18.6525,19.6118,20.9361,18.9671,20.1364,20.4175,19.3653,21.0582
G5EBK3,24.7073,23.1133,23.0435,23.5366,26.0918,21.0437,22.6222,23.4754,23.5396,23.8732,24.8231,24.0552,24.3715,24.243,24.0145,22.0918
G5EBK3,23.5875,21.9107,21.0406,20.3659,21.161,20.1602,21.0805,21.1437,17.061,20.9613,20.0991,18.3528,19.9267,19.791,20.0202,18.9135
G5EBN9,23.8659,24.7048,23.3227,24.0122,24.3504,25.0257,23.4253,23.9246,25.6401,25.1128,25.3928,24.7274,24.5384,24.4112,23.6539,24.6609
G5EBN9,25.9906,25.9242,23.6213,24.8253,21.3001,22.1373,22.1767,23.5042,18.4144,20.662,20.5008,19.5688,26.1708,23.3685,23.7665,23.8778
G5EBN9,20.8053,21.5073,20.1295,21.6281,22.9717,22.7166,21.2036,22.981,18.1026,20.2283,20.9742,20.0059,21.1614,21.112,19.9778,19.9686
G5EBN9,20.6856,20.5082,20.243,21.8276,24.3366,23.9194,24.9992,24.0501,19.2849,21.9565,20.8761,20.4336,23.9321,23.7038,23.6946,19.8164
G5EBP5,26.2538,25.577,26.0814,25.9897,26.9852,24.8134,24.0109,26.6224,25.8161,26.4069,26.1974,26.7525,24.9753,24.1424,24.1169,21.6935
G5EBP5,21.0085,21.7099,20.557,21.0506,21.8992,20.9788,20.8057,20.9281,19.9839,19.1679,18.9269,19.5435,18.5561,19.3563,21.2686,19.406
G5EBP5,25.0281,24.1843,24.95,24.304,26.1106,24.4545,24.3168,24.7015,25.7475,26.062,24.0668,25.3835,24.0705,23.7277,23.6244,20.7242
G5EBP5,26.7447,26.3103,23.9424,25.7959,21.2912,21.1562,20.9991,20.8189,27.4697,25.7621,24.4556,24.0151,20.5859,20.5746,20.1095,20.8127
G5EBP5,27.7733,27.5001,28.3887,27.8353,27.1741,26.2895,27.6001,25.9017,16.5655,20.5678,21.0006,19.2988,23.117,24.6623,22.7271,26.432
G5EBP5,21.7477,21.4868,21.4049,20.6867,21.7281,20.9055,21.3524,20.1371,18.3123,18.149,19.2924,20.7276,17.7295,19.5617,18.8673,20.3713
G5EBP5,21.288,21.417,20.6863,21.7419,20.3918,20.9002,21.1662,21.3876,18.885,21.3849,21.6015,18.5028,22.8857,23.4533,25.3079,24.5965
G5EBP5,23.3866,23.7994,22.0614,23.673,23.1221,24.2957,22.7255,25.5371,19.4002,18.216,20.4931,19.5947,20.9025,17.1138,17.6776,19.0682
G5EBP5,20.961,21.6721,21.2757,21.2733,21.1353,20.0006,21.3759,21.398,22.0452,23.7886,22.8834,22.9555,21.8229,20.6663,18.7706,21.3223
G5EBP5,28.2694,28.119,28.5132,28.1142,28.6555,26.337,25.7431,26.3853,24.0832,23.7741,25.3882,24.7869,25.1599,24.7137,24.3574,21.7608
G5EBP5,27.1332,27.3803,27.4963,28.1142,28.7875,26.1046,27.5617,27.2117,22.8781,24.4714,24.1278,24.8056,22.3202,24.9183,24.3574,21.6681
G5EBP5,26.5347,28.7308,27.0707,27.6074,21.0097,20.8309,21.3261,21.4152,18.4796,20.8881,22.0388,18.7497,21.5098,20.2862,19.9587,21.6619
G5EBR3,19.5264,21.1799,19.443,21.2497,21.3866,20.7499,20.8797,20.9047,16.9153,20.4264,19.9978,20.1918,19.3841,20.7528,20.2398,20.9472
G5EBR3,21.1427,21.4957,19.7069,21.6229,23.597,22.0205,23.5773,21.5275,20.2015,19.4337,20.8547,19.2049,19.6998,21.5165,19.8713,18.596
G5EBT8,20.8112,21.7902,20.6077,21.2483,21.536,20.3966,20.9515,20.355,24.1367,24.8969,25.2311,25.2022,19.8348,19.9084,21.2581,19.1209
G5EBV4,24.8851,23.4976,21.5339,23.4771,23.8712,22.1667,23.5326,22.3481,18.7059,21.6294,20.171,18.6633,21.1196,20.609,18.8315,19.545
Q965J2,24.3848,22.6233,23.2778,23.1648,20.506,21.0665,21.3375,21.2757,18.5345,18.7762,16.9453,18.5938,25.4417,25.3699,25.5377,25.8971
G5EBY4,21.4714,21.0593,21.2977,21.8109,24.0691,24.69,24.2913,23.6086,23.6851,24.8454,23.2549,23.4191,19.898,19.4056,19.1515,18.8752
G5EBY6,21.8599,21.6977,18.6242,20.6404,21.2183,20.9887,21.1855,20.9916,19.5745,20.0444,20.6323,19.5551,19.9684,17.8388,19.9714,18.7165
G5EBZ4,21.144,20.6935,20.6551,21.3131,21.8382,20.544,20.1535,20.1231,15.7372,19.7849,19.1242,18.3853,21.5264,20.3428,19.6379,19.8619
G5EC03,21.5194,21.779,21.3128,21.7596,22.661,22.3037,25.5461,22.4904,19.7883,20.3333,19.8713,18.2798,19.653,20.4847,20.6261,20.139
G5EC05,21.6427,21.4681,20.7721,20.5362,21.8485,19.3983,20.9675,20.3939,33.3122,35.0087,31.7252,33.0983,19.5488,19.2049,20.2526,20.0838
G5EC10,21.6074,21.689,20.9212,21.6027,21.2119,21.1578,20.6765,19.5127,19.377,21.4255,19.7303,18.7802,21.4962,18.8116,20.6911,20.2831
G5EC10,21.1133,20.9118,18.6763,21.4743,21.6229,20.6145,20.6699,20.9847,19.176,19.5829,19.162,17.8424,19.9357,21.354,19.8882,18.3009
G5EC43,19.8222,20.4283,20.4707,21.3887,21.7263,21.166,21.248,20.5462,22.7043,23.0192,23.6846,22.3038,24.081,24.1122,22.3582,23.7767
I2HAI6;X5LQ26,24.4857,23.4194,23.5799,24.5716,25.0845,24.6458,23.46,24.6719,20.6982,18.8384,18.8775,17.2759,23.1235,23.8276,20.9846,22.8769
I2HAI6;X5LQ26,21.4504,21.6637,20.3495,21.7755,21.4589,20.9029,20.3877,19.7838,18.4791,18.9426,18.826,16.8896,17.2123,19.4656,18.3833,20.1275
I2HAI6,20.9155,20.3982,20.5611,21.7866,21.5104,20.2766,20.04,21.0605,25.9775,25.863,27.2852,26.9258,21.3666,19.0989,20.8765,20.9251
G5EC78,21.0041,21.5832,19.8912,21.7884,19.9989,20.5416,20.8075,21.0417,18.5811,19.889,19.9417,19.549,21.3932,21.3369,18.8898,18.8477
G5EC78,27.0013,26.9928,27.2927,27.0071,25.6574,23.9689,26.2341,24.8657,18.7466,16.8044,20.3361,18.909,19.8604,20.1552,21.3141,19.7023
G5EC78,21.7372,20.8747,20.491,21.4311,21.7096,20.0254,20.9265,21.2151,19.8877,18.4001,17.469,18.4922,20.8576,20.0159,20.019,21.3414
G5EC86,22.6007,23.8373,23.7527,23.0802,21.5762,21.1779,21.1365,19.7786,19.7972,20.6183,21.0483,17.5191,20.8734,20.1885,21.2472,19.0985
G5EC91,23.8691,22.9328,23.3076,23.9794,26.7289,23.829,22.6689,22.3888,25.5755,25.7854,25.7303,25.4019,27.0865,26.373,25.1141,20.333
G5EC91,21.7213,20.9818,20.0789,21.1964,25.4046,24.4546,23.9513,25.5793,18.3991,19.2243,20.2961,17.7727,21.0856,20.7797,20.3832,19.6905
G5EC97,23.013,22.4674,22.7652,23.116,22.0344,23.7739,22.024,21.4592,22.3153,23.3456,23.5878,22.6769,24.862,23.8965,22.398,25.172
G5EC97,25.3914,24.7043,23.1033,24.1085,24.0232,22.0734,23.4592,24.0004,18.5083,19.5261,19.3305,19.4416,20.3394,20.2399,18.1657,19.7275
G5EC97,24.1133,24.1879,24.7665,24.2835,22.3286,22.9641,23.1261,21.9537,19.1876,17.0481,20.331,19.7076,20.3227,21.5447,20.2103,19.3182
G5EC98,20.7447,21.5255,21.4417,21.4835,21.2846,20.733,21.0978,20.4587,17.7917,18.0263,19.3407,20.6358,21.4668,20.3878,20.4505,21.3727
G5ECC7,24.1174,24.6742,24.1923,24.4453,21.1517,19.0094,21.2068,20.8362,21.1091,20.1694,20.2643,19.9489,19.9846,18.3819,20.546,19.2479
G5ECF6,24.5014,24.5954,23.9118,24.2857,23.6948,23.0271,24.6237,22.5954,22.3879,23.7218,22.7805,23.2114,20.3165,21.1472,20.436,18.754
G5ECG0,26.2574,26.0236,24.1132,24.1206,23.4317,22.7225,22.4191,22.1779,18.3455,18.2087,19.951,19.5422,19.7136,18.2525,20.4024,21.4398
G5EFK7,21.1789,19.4869,21.0346,21.6934,21.961,21.0266,20.9862,21.1007,19.205,20.381,18.1553,17.9349,21.554,19.9841,20.5894,20.7562
G5ECL1,22.5303,24.4074,23.9134,23.7803,23.7767,22.1716,21.2969,22.3161,19.2309,18.2829,18.0716,19.5492,17.6774,19.6674,19.5374,18.7976
G5ECM2,20.4708,21.7884,21.223,21.4382,21.4284,19.8362,20.8856,20.157,17.5888,19.976,17.837,18.8726,21.6076,20.1513,20.4018,21.5554
G5ECR7,25.1199,25.1213,26.5751,27.2598,24.3334,24.4985,25.5165,24.2786,19.3545,20.1591,18.6182,21.2917,18.4285,21.8567,20.0061,20.3392
G5ECT6,21.6423,21.4862,20.5827,21.2641,23.944,21.2169,22.8197,23.899,23.9007,24.6077,24.8504,25.5508,20.9616,21.1637,18.116,17.7464
G5ECT6,21.9004,22.9501,22.0196,22.2081,25.0528,24.4153,25.8045,24.4734,23.5254,21.9544,24.3107,22.0246,23.3811,24.2726,22.6513,23.8807
G5ECU1,23.9094,23.2495,21.5843,23.3457,23.5825,23.0255,24.4667,21.47,21.1056,18.1715,20.2636,20.3585,20.9126,20.628,20.5334,19.945
G5ECY0,21.0857,20.393,20.714,21.8267,23.1027,21.6646,20.3141,23.2534,21.3827,20.2932,18.8112,19.5529,21.2491,18.7055,19.5855,19.976
G5ECY0,21.9204,21.5455,20.2015,20.566,23.7975,22.3344,24.0667,22.3347,19.8153,17.9503,20.5715,16.1964,19.9647,21.4026,18.8748,19.8467
G5ECY4,27.8713,27.7166,26.1167,26.8768,28.8758,26.4713,27.4294,26.4862,18.776,18.8857,18.6993,19.8209,23.9676,23.5404,22.9013,24.5534
G5ECY4,21.4605,21.6149,21.1415,19.9882,21.8866,21.2049,20.8501,20.7176,18.6258,20.109,18.0902,18.1332,20.8547,20.2328,19.1819,21.1627
G5ECY6,21.741,21.671,21.157,21.8274,20.9928,21.2467,21.1721,20.7931,23.511,22.6531,24.3393,23.1309,21.9381,20.3203,18.9094,20.2739
G5ECY6,22.3657,24.8064,22.9634,23.6696,24.1191,23.0115,21.7203,21.0371,21.1487,18.4291,18.9778,20.1221,20.8531,21.0808,20.2746,20.5384
G5ECZ1;Q17490,21.4338,21.4811,21.5202,21.1653,24.663,22.6137,23.1763,22.8121,19.2641,19.1986,19.9667,17.3399,21.0637,19.2917,20.5778,20.8327
G5ECZ1;Q17490,21.8286,20.1331,21.3032,20.5928,22.2165,20.9149,23.5451,21.8707,20.3051,19.602,17.9731,18.9707,18.2635,19.3915,20.5172,17.6822
G5ECZ1;Q17490,21.8811,19.6889,20.4334,20.2553,21.245,18.8236,19.9734,21.1759,20.2438,17.8358,19.4185,18.8515,18.9637,21.093,20.0196,18.9784
G5ECZ1;Q17490,21.4861,21.476,21.1522,20.9949,25.1827,25.2775,24.6041,24.5134,18.0782,18.85,20.8737,18.3896,19.409,20.0851,19.4475,19.6396
H9G337,24.7596,24.6793,24.1227,24.1684,24.7698,26.1358,22.3939,24.0047,25.4724,25.2706,25.1817,24.8993,25.5486,25.2253,25.6018,23.4347
G5ED30,22.9545,22.95,23.9546,25.0148,24.2486,24.0292,23.2927,24.069,25.3681,26.0477,26.159,26.0727,25.3752,23.6189,23.664,25.5825
G5ED44,21.0709,21.2271,21.0335,21.3956,21.5965,19.8151,20.9023,20.1802,19.8675,20.8383,20.9615,18.8328,19.2386,19.4727,19.6624,20.9432
Q5FC45,23.9058,22.9586,24.4908,24.9006,24.6941,24.3866,24.8782,22.7744,24.765,23.1966,24.2629,23.9689,23.7466,24.5133,23.7632,27.0303
Q5FC45,21.6407,21.4783,20.8235,21.343,24.8273,24.4207,24.0538,23.3504,21.5375,18.6205,20.7557,18.7092,23.8528,22.6226,20.566,26.3162
Q5FC45,27.8121,28.2973,28.1796,28.141,27.4571,23.783,22.3975,24.2906,27.9375,27.8283,28.6756,27.5135,27.3849,27.6257,25.0824,27.0263
G5ED91,26.182,24.8186,25.7918,26.7345,25.6795,25.099,26.3415,27.7128,24.671,25.1791,26.9916,26.4361,22.6873,22.9863,20.3541,22.7635
G5EDB7,32.1637,30.5615,25.1662,19.4951,18.4519,19.5968,20.9366,20.8642,31.9531,32.2453,32.535,32.7899,19.9549,20.2938,20.7154,17.9126
G5EDD4;O18688;P34690;P91910,25.6935,23.1418,24.846,26.6379,24.8326,23.9641,24.711,22.8232,18.3707,21.2026,17.4639,17.7224,19.7242,20.2373,19.0999,21.19
G5EDD4;O18688;P34690;P91910,28.4432,27.7192,28.4521,28.8374,27.9662,26.7127,25.8343,26.13,19.7954,21.3879,19.6286,16.7225,26.7538,26.0746,25.2387,24.6448
G5EDD8,21.3276,18.5922,19.853,21.5714,20.6723,20.5765,21.3642,20.9149,19.2218,20.6123,18.9828,19.3717,18.4665,21.3688,19.8916,21.0021
G5EDD8,21.6335,21.6822,18.7089,20.6657,21.8943,20.3472,20.43,21.0294,19.4214,18.3156,16.5221,18.2968,19.8081,21.3227,20.17,19.9492
G5EDD8,20.6489,21.674,21.3419,21.3666,23.8582,21.2038,22.4298,21.5467,17.8936,18.8544,18.1194,17.1239,19.5576,17.2595,20.8652,18.773
Q8WSN6,21.672,21.2485,21.4145,21.8506,20.7214,20.2188,20.1531,21.3224,17.0152,19.7245,18.6459,19.6256,20.8995,20.9025,19.846,19.3019
G5EF18,21.4645,20.5575,21.3257,20.8553,24.6477,23.4102,22.8862,22.7413,18.1599,19.4661,20.5518,20.9655,21.5191,17.4997,17.929,20.3054
G5EDI0,21.7175,20.2168,21.1773,21.5002,23.2582,22.0798,21.8931,21.2614,19.5823,19.4974,19.2818,18.6964,19.6643,19.278,20.0929,20.0827
G5EDJ3,27.277,28.0024,25.1571,23.5894,25.8589,24.5541,24.6732,24.7655,28.8879,28.7659,29.035,28.3508,27.9999,26.3873,24.7685,24.3968
G5EDJ3,25.4664,25.5533,24.6309,25.7616,23.0721,23.8515,24.3582,22.3962,17.5456,20.3553,19.9732,18.5429,25.9568,24.639,24.8379,21.7028
G5EDJ3,21.5822,20.7429,20.9559,21.5031,24.471,24.1486,22.3143,22.3947,20.462,18.9801,20.0661,18.1246,26.8654,25.6967,24.4499,25.0401
G5EDJ6,20.5438,19.4529,20.367,21.4153,25.239,25.4556,24.0549,24.8424,21.3763,18.3459,18.3397,18.5126,19.4701,20.4504,17.8391,21.1974
X5LQ26,19.3353,21.3506,20.9305,21.8827,26.314,23.4348,21.9988,22.846,19.6227,19.0806,18.4823,17.3184,20.7773,21.3659,21.1179,20.9731
X5LQ26,20.7415,21.0012,20.8658,21.791,26.6399,24.9195,22.3569,24.1311,18.6842,20.1275,20.114,19.8258,19.1044,17.466,20.1345,20.4114
G5EDM5,21.8072,21.5935,20.2463,21.8914,24.5306,23.0743,24.7107,22.9135,19.6923,16.9674,19.0589,18.7725,19.8436,19.3354,19.9114,18.5109
H9G2Y1,21.4241,21.4148,20.5962,21.8158,20.6839,20.1711,20.7742,21.0555,19.0053,17.6683,19.3042,20.922,20.2894,20.6482,18.5601,18.5829
G5EDQ0,22.0681,21.7464,22.076,21.4823,19.4698,19.3364,20.3215,20.6213,22.706,24.3209,24.4725,23.4068,19.894,19.2789,20.384,18.5004
G5EDQ4,21.916,19.6329,20.8232,21.5214,20.6712,20.5947,21.3749,20.7654,19.1311,20.0589,19.6329,17.9729,24.0854,25.1522,23.3947,24.3976
G5EDQ4,23.737,23.3949,22.1143,22.0578,21.9465,20.6854,21.1639,20.6856,22.2207,20.9706,21.2282,21.2067,23.125,22.3067,21.0438,20.0738
G5EDQ7,21.5607,21.191,20.8702,20.4079,23.4099,24.3099,24.1116,25.0957,17.3341,20.0032,22.0302,16.6973,21.1849,18.2496,18.5953,20.7359
G5EDQ7,21.3061,20.6053,21.0139,20.9788,21.8251,20.4646,19.9049,20.6232,17.7957,20.2845,21.4049,20.6942,18.8238,20.0304,18.4705,19.891
G5EDR3,23.6459,23.7236,21.8289,22.7732,25.1204,24.306,24.9211,26.2517,20.4756,18.5947,19.0179,18.4854,21.9309,18.5667,20.2627,20.2426
G5EDR3,24.976,24.4959,23.0235,23.8901,25.1072,23.8089,24.0554,23.4617,25.2539,25.4809,23.2486,24.7952,18.1558,19.4946,20.868,21.1685
G5EDR3,21.1493,21.1324,20.2828,21.6778,21.1432,20.7162,20.6844,20.842,19.2712,18.4116,19.4938,19.0405,24.123,23.7546,24.0464,21.4992
G5EDT9,22.9684,23.1023,22.4209,24.2367,21.5013,20.9464,20.5559,21.38,20.4641,19.8613,21.2818,19.0389,20.666,20.5826,20.056,20.2455
G5EFK9,24.665,24.8882,20.5802,23.9474,24.2728,24.9033,24.449,24.4059,24.5493,25.6197,25.6275,25.2316,26.3132,25.5618,25.0799,24.5885
G5EDV3,20.193,20.0897,20.5058,21.8861,24.1112,21.6653,21.2339,22.0902,18.6775,20.2437,18.973,21.0142,24.9571,23.2222,22.7097,23.8054
G5EDV3,21.7115,21.4817,20.9386,20.7244,20.5602,20.75,20.773,20.5007,18.0777,21.0314,20.3326,19.4747,20.8567,17.6835,21.1891,20.952
G5EDV3,23.3068,21.2588,23.6471,24.9811,24.989,23.7892,23.3116,21.856,19.0274,20.0877,19.4578,18.7113,25.2285,25.1107,23.5339,25.5397
G5EDV3,20.8019,20.866,20.255,20.9715,21.1069,20.2334,20.2291,20.5205,19.1332,19.4405,20.2699,18.7877,24.6119,24.9317,25.7624,24.2355
G5EDV3,21.832,21.7682,20.7172,20.3653,19.7052,21.2623,20.5001,20.5275,18.5216,18.8883,19.6742,17.5778,23.5353,24.1975,23.618,25.7539
G5EDV3,21.0585,21.684,19.8207,20.8746,20.9582,20.5847,21.2603,20.5144,19.9284,20.4853,20.3539,20.5516,19.8334,18.9669,20.7983,20.2598
G5EDY3,29.1778,28.1738,28.0632,29.0038,31.6826,27.299,26.2985,27.9867,21.3609,20.1626,19.9495,19.2871,26.3892,23.8204,24.8467,25.3694
G5EDY3,20.3166,20.34,20.5127,21.4265,20.7547,20.8952,20.6669,21.3839,20.5813,17.3259,18.1055,17.5758,18.2904,20.3712,19.0035,20.2585
Q564W1,26.9137,25.8351,24.1086,25.2552,21.2579,20.6971,21.16,20.9204,17.8411,20.3686,19.0009,20.2023,20.0835,21.7752,18.9258,20.0911
G5EDY8,21.7524,21.5983,20.4837,21.8992,24.7768,23.3618,24.0984,23.5496,17.0624,18.7889,16.3779,18.8295,18.8504,18.3587,18.3285,18.8172
G5EDZ9,19.2447,21.0528,20.5307,21.5281,21.7936,20.7195,21.2782,21.408,20.4158,18.9824,21.21,20.192,21.0599,19.0577,19.4136,21.1366
G5EE04,21.175,21.3032,21.1666,21.2085,27.7417,24.7395,26.9901,27.3457,22.8265,22.0499,23.029,21.5507,24.4762,23.8823,24.9458,22.6013
G5EE04,21.8514,20.9851,21.1806,21.486,21.6375,21.212,20.7717,20.093,19.5084,18.1844,19.3103,19.2787,18.548,19.7767,20.4998,21.2019
Q8I4B4,20.7132,20.8396,20.8049,21.7472,20.9617,20.0535,21.3002,21.3058,19.4762,18.1073,19.3722,21.4224,19.224,18.913,19.9304,21.8962
G5EE13,25.2636,22.9221,22.4385,24.3153,25.4396,25.0055,27.4509,25.4177,23.847,24.4364,26.6312,24.9429,19.5703,20.9412,18.9354,19.9456
G5EE41,20.0112,20.6021,20.7217,19.3568,21.7712,21.0754,20.1635,21.6598,20.5581,19.7144,18.8691,21.1579,21.1299,19.0899,20.5811,21.1557
G5EE62,21.6649,21.4912,19.7346,20.4484,21.2167,20.643,21.0067,21.3619,18.0551,19.8148,21.427,19.6122,21.6804,20.8526,18.4009,21.7287
G5EE67,21.8946,21.7491,20.8873,20.924,19.8746,20.0441,21.0403,20.0659,21.5263,19.4384,20.711,19.8957,19.3501,19.8978,19.6137,19.4652
G5EE67,20.7315,20.6145,20.9248,21.307,21.708,21.1344,21.1777,21.3179,19.5509,18.9794,19.3437,18.3549,19.0326,20.5919,20.6005,21.4396
G5EE67;Q9U1Y9,26.2583,26.0057,25.5534,25.7192,25.386,26.0018,26.0345,25.2345,25.2944,25.3682,26.4271,25.7558,24.2528,24.115,25.3114,23.3547
G5EE88,21.136,21.7793,21.5176,20.739,20.1665,20.2499,21.3301,20.6658,19.4161,18.9857,21.5346,20.8401,21.3549,19.4851,20.2953,18.9099
