ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value N2_d15_N2_d1;Student's T-test q-value N2_d15_N2_d1; Student's T-test Difference N2_d15_N2_d1;Student's T-test Test statistic N2_d15_N2_d1;Sign p-val: 0.05 
Q25AR8;14,7188;14,1311;14,9508;14,8412;12,5882;13,3713;12,7227;12,6517;3,40563;0,00034341;1,82701;7,09699;+
Q27245;18,5024;18,5444;18,4976;18,4924;17,9078;18,2519;18,0965;18,2244;2,56827;0,00137959;0,389047;4,90316;+
Q27249;20,7342;20,8915;20,9146;21,0061;20,6803;20,795;20,7967;20,7207;1,14454;0,035112;0,1384;2,18375;+
Q27257;17,2048;17,7672;17,3498;17,8475;16,8624;17,2232;17,2191;17,3064;1,09586;0,04025;0,38954;2,10255;+
Q27274;18,2628;18,3057;18,4173;18,5171;16,6738;16,78;16,881;16,7623;6,29204;0;1,60144;22,4548;+
Q27371;18,84;18,5596;18,514;18,7808;18,8873;18,5885;18,5403;18,9222;0,187406;0,492977;-0,0609851;-0,478066;
Q27389;19,0659;19,189;19,3721;19,7156;20,4743;20,4717;20,584;20,6079;3,75623;0,000107937;-1,19881;-8,21734;+
Q27464;15,6518;15,7097;15,6646;16,0834;15,8208;15,8664;15,4241;15,443;0,386245;0,262239;0,138795;0,883595;
Q27473;18,3465;18,667;18,3656;18,6633;16,5197;16,5536;16,4902;16,6623;6,01478;0;1,95413;20,1634;+
Q27474;14,7364;13,5174;13,9595;14,7587;10,7719;10,37;10,8684;11,4691;3,94253;0,000122523;3,37315;8,87155;+
Q27476;14,1582;13,2337;10,73;15,6568;13,6526;13,2291;13,1796;13,4591;0,021142;0,918503;0,0645578;0,0621204;
Q27481;19,3058;19,0285;19,0167;19,6569;18,1038;17,952;18,0398;18,2661;3,39311;0,000338902;1,16156;7,05947;+
Q27484;20,3679;18,1432;17,2821;20,6535;20,2129;17,0237;18,2645;17,7064;0,318752;0,321342;0,809783;0,752881;
Q27487;16,3943;16,2524;17,5719;16,9602;17,0232;16,6058;16,9018;17,1857;0,159017;0,542421;-0,1344;-0,41381;
Q27488;16,0765;16,3566;16,714;15,978;17,2563;17,1726;17,1376;16,66;1,96602;0,00552502;-0,775365;-3,64164;+
Q27492;14,8426;14,1909;14,9768;15,2327;13,9355;14,0026;14,0542;13,9025;2,01094;0,00515619;0,837043;3,72873;+
Q27493;13,4158;13,8083;14,7527;13,592;14,5459;14,2018;14,5126;14,6366;0,951486;0,0569442;-0,582042;-1,86261;
Q27504;16,8074;16,184;16,1933;17,1973;16,373;15,7069;16,214;16,1062;0,873751;0,0694377;0,495448;1,73334;
Q27511;19,219;19,8691;20,1907;20,0961;18,8446;19,2509;19,2179;18,7533;1,76662;0,00850487;0,827028;3,26621;+
Q27512;16,6381;16,7505;17,3202;16,859;15,3436;15,5343;15,6839;15,9163;3,23908;0,000545455;1,27241;6,61069;+
Q27526;15,8756;16,4884;16,4021;16,1442;15,2948;16,0698;14,1869;15,55;1,19303;0,0313547;0,952177;2,26489;+
Q27527;19,2827;19,502;19,7944;19,5465;19,7899;20,2393;20,1678;20,1006;2,02932;0,0050184;-0,542996;-3,76467;+
Q27531;18,3868;18,3662;18,4003;18,8225;14,8985;14,8125;14,791;15,0473;6,95633;0;3,60662;29,0352;+
Q27532;21,419;22,9951;22,887;22,8703;21,4101;22,0946;22,0884;21,6494;0,900001;0,0650218;0,732227;1,77703;
Q27535;18,3363;18,1806;18,2525;18,5378;17,7877;17,2793;17,1366;17,7154;2,50554;0,00177574;0,847073;4,7613;+
Q27538;12,509;12,1239;12,0916;12,7996;13,2029;11,989;12,2299;13,6842;0,400216;0,251909;-0,395455;-0,909988;
Q27539;15,2457;14,5501;15,8589;14,3203;14,1981;13,7897;13,8292;14,7217;1,08959;0,0408772;0,859092;2,09212;+
Q27874;15,498;15,6332;15,3795;15,963;15,3199;15,6501;15,4712;15,8369;0,107201;0,656355;0,0489225;0,290427;
Q27888;17,5636;17,4679;17,6682;17,7596;17,7073;17,8421;17,8025;17,7063;1,0827;0,0414232;-0,149728;-2,08064;+
Q27GT6;17,0043;16,1652;16,6175;16,26;14,0374;13,9214;13,6963;13,4664;4,67788;0;2,73136;11,9311;+
Q27GU2;16,409;16,6943;16,3695;16,7207;16,5349;16,639;16,5944;16,6308;0,215112;0,448681;-0,0513906;-0,538859;
Q27GV3;12,4366;11,9245;12,3167;12,7736;10,0051;9,93444;9,88718;9,9891;5,00613;0;2,4089;13,5882;+
Q2A949;12,5523;12,0241;12,293;12,4757;12,3811;9,88366;12,732;10,8881;0,608465;0,139499;0,865078;1,28447;
Q2A956;12,5796;11,8542;12,3056;12,6378;13,7348;13,7158;13,4607;13,1875;2,76311;0,00119077;-1,18043;-5,36165;+
Q2AAB7;12,7063;13,0544;13,2182;12,6572;13,142;12,9796;13,0393;13,0999;0,510869;0,182457;-0,156157;-1,11272;
Q2EEM8;21,9572;21,5397;21,5756;21,8888;17,343;17,1001;17,2205;17,6073;6,95937;0;4,4226;29,0693;+
Q2HQJ8;15,8919;15,8961;14,9437;15,6928;15,9518;14,8223;14,6955;15,4019;0,480819;0,198482;0,388238;1,05865;
Q2HQK0;17,2889;16,6519;16,4368;17,3173;15,1708;14,9092;13,8347;15,2056;2,80715;0,00119182;2,14364;5,46924;+
Q2HQK2;17,7069;17,8333;17,4384;17,877;14,5251;14,1762;14,1208;14,8773;5,47643;0;3,28908;16,3457;+
Q2HQK3;12,4097;11,8374;12,3109;12,5147;9,13775;9,58442;9,5792;7,58694;3,24908;0,000516542;3,29611;6,63911;+
Q2HQL2;16,4626;16,2886;16,4347;16,5775;16,0933;16,4236;16,302;16,3685;0,757836;0,0940189;0,144002;1,53933;
Q2HQL8;12,4439;11,9346;12,1555;12,7167;13,4731;13,2669;13,4566;13,7436;3,00249;0,000860486;-1,17237;-5,96534;+
Q2L6T9;14,9629;14,6312;14,4758;14,9388;15,6056;15,6521;15,4928;15,3331;2,8375;0,00118436;-0,768755;-5,54428;+
Q2L6V1;16,3785;16,9442;15,6344;15,1129;15,4079;15,525;15,6424;15,5924;0,542704;0,166255;0,47559;1,16934;
Q2L6Y6;15,2392;14,8428;14,9332;15,8354;15,6599;15,1581;15,0795;15,7102;0,282649;0,360755;-0,189265;-0,680417;
Q2PJ68;15,5066;16,8861;14,9711;16,2949;14,5226;14,6445;14,5325;14,1363;1,8012;0,00802541;1,4557;3,33007;+
Q2PJ74;15,4014;15,3583;15,124;15,5535;14,9696;14,6549;14,8445;14,8569;2,51675;0,00171429;0,527825;4,78647;+
Q2PJ97;17,3753;14,5842;17,6554;17,5818;16,7235;14,9952;17,8466;14,7639;0,286379;0,356988;0,716855;0,687998;
Q2V071;12,7429;13,3343;12,83;13,9441;13,3969;13,6241;13,4099;13,2335;0,29545;0,346175;-0,203279;-0,706339;
Q2V079;14,3145;13,8434;14,4698;14,1018;15,7391;15,1161;15,478;15,3428;3,22509;0,000573822;-1,23659;-6,57107;+
Q2V4S7;15,15;14,3594;14,0179;15,5872;13,5175;12,8805;12,4881;13,1608;2,24908;0,00307922;1,7669;4,20805;+
Q2WF62;14,8276;14,0911;14,5414;15,3342;12,8232;12,4064;12,6538;13,0347;3,28171;0,000528962;1,96904;6,73253;+
Q2XN10;16,3259;14,9927;15,3958;15,5482;15,1038;13,612;14,2826;14,1861;1,65209;0,0104034;1,26952;3,05808;+
Q2XN18;17,627;17,1512;17,209;18,2613;18,2657;16,5475;16,6002;16,1916;0,587261;0,147233;0,6609;1,24759;
Q304E5;17,1851;17,1303;17,1202;17,4568;16,9315;16,9796;16,9748;16,9895;1,71366;0,00941003;0,25428;3,16934;+
Q336L1;14,2376;13,7183;14,6531;14,4559;13,148;12,709;12,8284;12,8396;3,10367;0,000682646;1,38502;6,23508;+
Q3HKC5;12,527;11,8505;11,7633;12,6561;13,3925;11,5701;11,6741;12,1141;0,00810124;0,969156;0,0115173;0,0241461;
Q3LFN1;18,8283;18,9348;18,9227;18,9224;18,0411;18,0732;17,9476;17,9303;6,1337;0;0,904;21,1168;+
Q3S1I8;17,606;17,7645;17,7321;17,8916;17,4996;17,8856;17,7805;17,4284;0,344921;0,297092;0,100008;0,804241;
Q3S1M2;12,5827;12,0745;12,1847;12,7272;15,0595;14,5641;14,7046;14,972;4,80309;0;-2,43278;-12,5395;+
Q3V5I7;14,1399;14,4963;14,5967;13,8914;13,7225;13,2931;13,1113;13,1426;2,37736;0,00232029;0,963742;4,47962;+
Q3V5J4;15,2021;13,5252;13,1719;14,056;11,3187;12,417;12,2617;11,7416;2,16311;0,00353227;2,0541;4,03145;+
Q3V5J7;12,3348;12,1295;12,2688;12,6724;13,4585;13,8236;14,8238;14,3577;2,81839;0,00119937;-1,76452;-5,49695;+
Q3Y3Z9;13,5161;14,8099;14,3827;13,3457;14,9011;15,3278;15,1718;14,7098;1,44915;0,0162463;-1,01402;-2,70053;+
Q3Y400;15,7657;15,0892;15,0321;15,5509;15,2485;15,164;15,3192;15,3073;0,219423;0,442296;0,0997002;0,548164;
Q3Y402;13,3006;14,2652;13,8445;14,7187;13,7924;13,4151;13,2978;13,7558;0,693741;0,111236;0,466952;1,43086;
Q400L6;14,0274;13,1778;14,2807;14,6868;14,0782;13,4754;13,4197;14,5869;0,137267;0,587578;0,153098;0,363058;
Q45EK1;17,8702;17,1488;17,7203;17,9326;15,8779;16,2101;16,0546;16,0196;3,84052;0,000115059;1,62744;8,50795;+
Q4PIU9;18,2787;18,007;18,0208;18,4466;16,8916;16,7227;16,7904;17,054;4,31071;0;1,3236;10,301;+
Q4R111;15,2952;15,3983;14,8443;14,8127;13,0859;15,4879;14,8469;15,6141;0,218728;0,443148;0,32891;0,546666;
Q4R127;17,146;17,0581;17,2799;18,1465;15,4288;15,8007;15,7563;15,9258;3,08193;0,000752363;1,67972;6,17635;+
Q4R148;14,0639;14,1132;13,9397;13,4151;14,1224;13,9137;14,218;14,7933;0,754185;0,0949752;-0,378909;-1,53318;
Q4R165;17,2335;17,2295;16,9695;18,6272;16,4418;16,1862;16,6474;16,7537;1,35794;0,0206489;1,00766;2,54373;+
Q4R169;17,8303;17,5803;18,6048;18,186;13,5173;13,7203;13,7412;13,6737;5,89017;0;4,38723;19,2094;+
Q4TT99;14,5141;14,0738;15,9354;15,0321;12,5773;13,8918;12,5108;15,8983;0,627112;0,133496;1,16929;1,31672;
Q4W4Y5;16,5384;16,5548;16,863;17,0053;16,9079;17,9199;17,1631;16,6931;0,721395;0,103231;-0,430649;-1,4778;
Q4W4Z2;15,0482;15,1037;15,1393;15,2419;14,1425;14,8133;14,7741;14,4547;1,95792;0,00564533;0,5871;3,62602;+
Q4W503;12,4173;12,1045;10,8612;12,7954;11,4521;11,1908;12,0795;11,1205;0,580575;0,150067;0,583863;1,23592;
Q4W5H0;12,176;12,1444;11,9493;12,7995;8,97542;8,84067;8,69307;8,67082;5,66246;0;3,47229;17,5781;+
Q4W5T0;12,4467;12,0855;12,2433;12,7588;12,8151;12,4002;12,6094;13,1647;0,833765;0,0772283;-0,363771;-1,66664;
Q4W5T6;12,9997;14,4874;14,3761;14,6805;13,7574;13,6259;13,6935;13,9342;0,439654;0,222797;0,383132;0,983445;
Q564Q6;17,9146;13,7946;17,9463;16,4664;18,1097;17,3069;16,6377;17,1609;0,320824;0,319684;-0,7733;-0,756982;
Q564S3;14,4454;13,5064;13,0191;14,8209;12,6454;12,0513;12,8573;13,974;0,940794;0,0584612;1,06596;1,84485;
Q564S8;15,4157;14,6004;14,7711;14,6464;14,1467;13,3983;13,6341;13,2362;2,42089;0,00223308;1,25457;4,57408;+
Q56VY4;13,5297;13,2464;13,1452;13,3403;14,6369;14,6182;15,0783;14,3724;3,7204;0,000104455;-1,36104;-8,0964;+
Q56VZ2;14,5733;14,2996;14,691;14,6589;15,3158;15,6276;15,6428;15,4835;3,75511;0,000107595;-0,961718;-8,21352;+
Q5CCJ2;14,6436;14,9246;14,876;15,1502;14,8393;14,9728;14,6999;15,0136;0,047864;0,8258;0,0172174;0,136824;
Q5CZ37;13,4632;14,328;13,9195;13,9249;12,9517;13,4954;13,2806;13,5465;1,42206;0,0171863;0,590373;2,65374;+
Q5DX36;15,6667;15,5691;15,1306;14,4916;15,0826;15,6473;15,2306;15,3807;0,158053;0,543975;-0,12082;-0,411588;
Q5F4U5;15,0082;14,0641;14,2061;13,7436;12,4184;14,9188;14,3483;12,5544;0,456127;0,212549;0,695574;1,01371;
Q5FC47;16,2324;14,476;13,9785;15,5954;15,1716;14,5751;14,5428;14,9568;0,189616;0,489104;0,258981;0,482982;
Q5FC67;12,5631;10,7204;10,1294;12,7956;15,7332;12,7057;13,0818;14,5067;1,36545;0,0202542;-2,45474;-2,55656;+
Q5FC69;15,1522;14,6581;14,9487;15,6182;15,3968;15,1673;15,3564;15,5398;0,590742;0,146025;-0,270832;-1,25366;
Q5FC79;13,8271;12,8526;14,9451;14,1932;14,5239;13,3275;13,2895;13,4373;0,239035;0,415181;0,309932;0,589999;
Q5FC82;14,5406;14,6705;14,7153;13,5517;13,9986;14,6873;14,1536;14,0898;0,168041;0,525476;0,137185;0,434467;
Q5H9M9;18,1122;18,1912;18,3867;18,157;18,0101;17,8915;17,7344;17,6263;2,05071;0,00458592;0,396183;3,80669;+
Q5WRN3;13,0888;12,6901;13,398;13,6892;13,5453;13,6009;14,105;13,7364;1,11569;0,0381789;-0,53039;-2,1356;+
Q5WRS4;16,9052;16,6923;16,4074;16,9769;16,398;16,5737;16,6794;16,8451;0,325142;0,315494;0,121392;0,765509;
Q5WRT8;17,7378;16,9229;16,9394;17,2115;16,2695;15,8061;15,8281;16,0241;2,85456;0,00115951;1,22095;5,58678;+
Q5WRU4;14,1248;13,1956;13,7111;13,9485;11,4942;13,0626;12,6374;12,4682;1,85198;0,00735196;1,3294;3,42478;+
Q5ZR27;15,5599;16,4096;16,8823;17,3158;14,3695;15,0622;15,1714;15,162;2,04243;0,00476741;1,6006;3,79038;+
Q629J5;15,2292;14,9673;15,1111;15,3221;14,332;14,5145;14,4354;14,515;3,70389;0,000181543;0,708197;8,04118;+
Q65XX2;13,8045;14,4295;15,1889;14,7004;13,0298;13,6489;13,6401;13,9166;1,51975;0,0139342;0,971973;2,82345;+
Q65XX4;16,6756;17,1893;16,7674;17,0216;16,2728;16,5493;16,5175;16,8355;1,18205;0,0321878;0,369665;2,24648;+
Q65XX9;12,2138;12,5778;13,7555;11,0853;12,297;12,8946;12,8449;12,8434;0,219832;0,441669;-0,311872;-0,549044;
Q65ZB1;17,2277;17,3114;17,0929;17,3499;16,9605;16,5748;16,5082;16,7305;2,51447;0,00171203;0,551942;4,78134;+
Q65ZI3;15,3614;21,1207;15,9257;15,5186;16,1048;15,9821;15,9359;16,1007;0,285499;0,357787;0,950725;0,68621;
Q65ZI4;12,302;12,2538;12,7829;13,0491;13,6581;13,1202;13,0754;13,6819;1,67628;0,00979158;-0,786963;-3,10163;+
Q688C0;12,3783;11,3612;12,1849;12,7237;16,3938;17,3448;16,7669;15,9255;4,39778;0;-4,44573;-10,6679;+
Q688Z3;12,3879;11,9986;12,3295;12,6614;12,7365;12,6842;12,9266;12,6887;1,51217;0,0142477;-0,414656;-2,81018;+
Q69YZ0;16,2513;16,0192;16,4984;16,9687;15,3654;14,8862;15,0244;15,9524;1,94785;0,00597274;1,12731;3,60667;+
Q69Z12;16,695;16,0943;16,3151;16,8517;16,0239;16,1628;16,2483;15,8616;1,12556;0,0369844;0,414843;2,15207;+
Q69ZI6;15,4838;13,8722;15,7592;16,6885;15,4565;15,7083;15,8203;15,4477;0,0969849;0,681811;-0,157235;-0,265022;
Q6A1T5;15,3448;13,9658;14,4165;13,5526;13,016;12,2011;12,0747;13,0004;2,046;0,00469592;1,74688;3,79742;+
Q6A2D2;17,023;17,1864;17,6075;17,3661;16,6369;16,8089;16,9288;16,9006;1,8223;0,00779393;0,47696;3,36929;+
Q6A573;16,2343;16,9737;15,7573;16,9402;15,1439;14,8029;14,6968;15,1119;2,56167;0,0015393;1,5375;4,88809;+
Q6A575;14,4003;13,8027;13,4329;14,1714;13,8959;13,3916;13,6789;14,0594;0,322779;0,317793;0,195365;0,760846;
Q6A583;13,46;12,7915;14,3169;14,4934;12,9163;12,6324;12,9563;11,8398;1,32926;0,0220637;1,17924;2,49486;+
Q6A589;16,607;16,3097;16,4135;16,4574;15,2572;14,9149;15,082;15,2153;4,98279;0;1,32958;13,4635;+
Q6AW03;11,8239;12,0887;12,0055;12,5325;10,0044;9,8737;9,90945;9,99464;5,09728;0;2,16711;14,0853;+
Q6AW08;12,3131;9,6913;11,6085;12,7679;10,6258;11,629;10,4412;12,8441;0,0872414;0,707619;0,210179;0,240418;
Q6AW11;12,3427;12,01;12,2159;12,6088;16,2162;14,7822;15,7562;15,0669;3,9932;0;-3,16103;-9,05719;+
Q6BES8;13,326;14,2557;14,0012;13,8646;14,7734;14,306;14,1754;14,181;1,06777;0,0429468;-0,497094;-2,0558;+
Q71UE4;18,3808;18,7494;18,6096;18,4208;14,4893;14,1938;14,6378;14,5344;7,19269;0;4,07631;31,8084;+
Q75MI6;16,538;17,4284;16,6627;16,9319;16,4499;15,6898;15,8519;15,1724;1,80784;0,00799271;1,09922;3,34239;+
Q7JKP2;12,267;12,9445;12,3096;11,8298;10,2586;12,1272;12,0884;10,2028;1,02526;0,0472401;1,16848;1,98514;+
Q7JKP6;16,3493;16,183;15,847;16,3235;15,3371;15,021;15,2109;15,3268;3,35743;0,000387543;0,951758;6,9534;+
Q7JLB1;14,2569;14,2289;12,8314;13,6393;13,3856;11,7122;12,8831;12,9059;1,08431;0,0413403;1,01738;2,08333;+
Q7JLH5;14,0693;15,022;15,8111;15,3392;13,8215;13,7805;13,6692;13,71;1,92266;0,00625458;1,3151;3,55846;+
Q7JLJ0;14,9826;14,9821;15,1929;15,2328;15,8961;15,9648;16,0137;16,0144;4,7017;0;-0,874687;-12,0447;+
Q7JLY2;12,5374;11,9518;12,314;12,5556;9,89962;9,89294;9,86628;9,74708;5,60256;0;2,48821;17,1718;+
Q7JLY3;15,9272;15,5651;16,061;15,97;13,1141;12,9599;13,1187;12,87;6,34922;0;2,86517;22,9581;+
Q7JMS5;15,0627;14,2614;15,2752;15,5642;13,7407;14,1899;14,2837;14,2051;1,65628;0,0102864;0,936015;3,06561;+
Q7JPQ6;14,8225;13,4105;14,1106;15,1577;12,6607;13,2198;12,8575;13,3993;1,71237;0,00942437;1,341;3,167;+
Q7K6X4;17,1943;16,9702;16,8167;17,2661;15,9659;16,3083;16,0884;16,2339;3,41129;0,00034466;0,912695;7,11401;+
Q7K707;16,556;17,596;16,5527;16,5436;16,4721;17,6807;16,9709;17,384;0,36874;0,276008;-0,314837;-0,850224;
Q7K711;12,529;11,4439;11,7134;12,6357;11,9763;11,3275;11,2189;11,9207;0,630571;0,13195;0,469651;1,32269;
Q7K742;12,2988;12,0735;12,0516;12,7827;13,3504;12,0033;12,6159;11,5106;0,0557986;0,798778;-0,0683923;-0,158278;
Q7K7C1;14,0842;13,2728;14,0766;14,0439;14,4932;13,0791;13,3603;12,7511;0,475313;0,201173;0,44844;1,04867;
Q7KPV0;16,9639;17,3648;16,9979;17,5796;16,0981;16,3162;16,5058;16,1783;2,81592;0,00119747;0,95195;5,49086;+
Q7KPV8;15,4839;15,0336;13,9064;15,917;15,7306;15,3724;15,7255;14,3942;0,158272;0,543735;-0,220483;-0,412092;
Q7KPW6;14,8078;15,1112;14,9402;15,9183;15,8251;14,7171;15,0647;15,2211;0,0124868;0,95181;-0,012594;-0,0370365;
Q7KPW7;13,3895;13,5413;12,9663;13,4481;14,923;15,0966;14,855;14,9713;4,66239;0;-1,62518;-11,8578;+
Q7YTG6;12,576;12,0695;12,193;12,5105;11,6004;11,0886;11,1525;11,3748;3,06173;0,000743231;1,03317;6,12217;+
Q7YTG9;12,4917;12,1593;12,1986;12,7586;12,5203;10,8648;10,7713;11,3151;1,29049;0,024474;1,03418;2,42906;+
Q7YTI4;12,884;13,7575;13,7295;13,5297;14,1518;13,887;14,3188;14,1697;1,59291;0,0121492;-0,656616;-2,95243;+
Q7YTI7;16,4952;16,2212;15,7327;16,5456;13,6016;12,5265;12,6835;12,7105;4,47;0;3,36814;10,9813;+
Q7YTK7;13,3454;12,7707;12,1844;14,2902;15,2597;14,3091;14,068;15,475;1,54961;0,0132247;-1,63029;-2,87589;+
Q7YTR9;13,864;16,815;15,6793;14,2038;16,1111;16,0761;16,1128;15,8347;0,618074;0,136397;-0,893165;-1,30111;
Q7YTU4;13,2445;13,1695;12,6853;14,2271;13,3799;13,0126;13,2766;13,346;0,0844131;0,714587;0,0778327;0,233205;
Q7YWQ8;12,4422;12,1599;12,3261;12,5402;14,2569;14,7216;15,3846;14,4284;3,95576;6,57E-05;-2,3308;-8,91969;+
Q7YWR3;12,4975;11,7665;12,2692;12,5999;10,6382;11,483;10,7154;10,2875;2,52366;0,00168854;1,50224;4,802;+
Q7YWR7;14,0916;11,6409;16,8517;13,4285;13,3487;13,0995;12,3742;13,5861;0,347791;0,295117;0,901093;0,809817;
Q7YWS5;15,8258;14,7003;15,0779;15,7916;9,94197;9,85625;9,96359;9,89535;5,93949;0;5,43462;19,5816;+
Q7YWT6;13,7539;12,6805;14,0319;12,942;13,9968;14,1429;14,6225;14,1949;1,358;0,0206565;-0,88723;-2,54385;+
Q7YWX7;14,0966;14,4351;13,9695;14,1074;13,3264;11,9672;12,2695;13,4215;1,9894;0,00533667;1,406;3,68685;+
Q7YX52;15,2733;15,2281;14,9277;16,817;15,053;15,609;15,802;15,6779;0,0193755;0,92564;0,0260425;0,0570382;
Q7YX57;15,2919;14,5566;14,3483;14,6934;14,9238;13,8668;14,0471;14,6545;0,497256;0,189315;0,349493;1,0883;
Q7YX60;15,4601;14,7192;14,9765;15,1586;10,0009;9,89926;9,86142;9,95322;7,24227;0;5,14989;32,4226;+
Q7YX71;12,5114;12,1524;12,0863;12,691;14,7534;14,655;14,8439;14,6252;5,33081;0;-2,35908;-15,4393;+
Q7YX96;18,7087;18,749;18,8919;17,5991;17,9955;18,0342;18,2135;18,3019;0,526951;0,173949;0,35085;1,1414;
Q7YXH1;13,5313;13,7932;13,1209;14,3636;13,658;14,0892;14,021;13,9382;0,347971;0,295087;-0,224379;-0,810167;
Q7YZG3;16,1482;15,4638;15,437;16,5133;13,7577;14,3815;14,4938;14,7538;2,41297;0,00225436;1,54386;4,55681;+
Q7YZH4;14,8288;14,4518;14,4909;15,059;13,9783;14,0407;14,1714;14,2139;2,10912;0,00397218;0,606555;3,92265;+
Q7YZT6;16,8857;17,3436;16,7977;16,102;14,7918;14,9179;14,6093;14,404;3,54061;0,000162162;2,10152;7,51214;+
Q7YZW5;16,607;15,6555;16,0707;16,2897;15,3704;15,17;15,4466;15,3392;2,12744;0,00369844;0,824188;3,95939;+
Q7Z072;19,6742;19,3387;19,1985;19,4497;19,6647;19,4927;19,4275;19,5181;0,440049;0,222674;-0,110465;-0,984173;
Q7Z116;12,4891;12,057;12,3296;12,7025;14,0641;13,8862;11,5293;14,9519;0,81292;0,0818228;-1,21333;-1,63179;
Q7Z139;15,0913;13,7055;14,6864;16,1924;15,4475;13,7333;13,8973;13,7963;0,483381;0,197102;0,700287;1,06328;
Q7Z145;15,3709;15,8173;15,486;16,7099;15,5817;15,8637;16,1238;15,9856;0,0459554;0,832502;-0,0426803;-0,131617;
Q7Z1Q3;16,6347;16,6521;16,6552;16,7222;17,0905;17,9444;17,6813;17,5487;2,61509;0,00138472;-0,900193;-5,0108;+
Q7Z2A6;19,081;19,1263;18,7783;19,5641;17,0518;16,3562;17,1334;16,8502;4,14239;0;2,28954;9,62378;+
Q7Z2A9;12,5553;12,1016;12,052;12,5523;12,6923;13,0048;13,4665;12,2414;0,932526;0,059646;-0,535951;-1,83111;
Q86B36;17,1072;16,4105;16,4103;15,8588;16,6065;16,9217;16,8748;16,6248;0,534744;0,169971;-0,310265;-1,15524;
Q86D15;12,4515;12,1026;11,9571;12,7074;11,9102;12,2173;11,9382;11,1454;0,887927;0,0670229;0,5019;1,75694;
Q86D99;14,1192;15,0004;13,5019;12,745;14,3182;14,777;14,8488;14,3201;0,706566;0,107504;-0,724407;-1,45266;
Q86DC6;14,5213;15,1525;16,0389;15,4464;15,9664;16,3183;16,2499;16,0952;1,42986;0,0169446;-0,8677;-2,6672;+
Q86DC9;14,6382;14,681;14,1797;15,6248;13,4426;14,1766;12,923;13,3003;1,7799;0,00831348;1,32028;3,29069;+
Q86FL8;14,5453;14,9933;15,1039;14,0102;13,8707;14,3232;15,1817;14,709;0,144394;0,572104;0,14201;0,379843;
Q86G91;13,6347;12,9499;13,6395;13,6547;12,8776;13,0024;12,5389;13,2328;1,31193;0,0232516;0,556741;2,4654;+
Q86GC2;14,5108;14,1958;14,016;14,6659;14,5254;14,2573;14,1868;14,6951;0,138122;0,585876;-0,068995;-0,36508;
Q86LS4;16,5655;17,8289;17,9083;17,5758;17,71;16,6817;17,8634;17,6624;0,00792754;0,969606;-0,00969791;-0,0236329;
Q86MI0;14,5231;13,254;14,1248;14,75;12,2981;11,3068;11,5704;12,1227;2,94047;0,000903336;2,33846;5,8044;+
Q86MI3;15,7015;15,5417;15,7993;15,738;16,1812;16,7146;16,7468;16,4845;2,97845;0,000842291;-0,83661;-5,90257;+
Q86MP1;13,9698;13,9889;13,9244;13,7886;13,179;13,9922;12,9719;12,778;1,35629;0,0207251;0,687671;2,54092;+
Q86NC1;18,5906;17,9967;17,5784;17,3659;18,3129;18,1647;17,7817;17,1512;0,027747;0,893407;0,0302925;0,0809579;
Q86NE0;18,2341;17,3097;17,7151;18,3001;18,7934;18,4604;18,6051;18,7769;1,68783;0,00968908;-0,769197;-3,12249;+
Q86NH9;19,9139;19,5385;19,3705;20,4041;16,226;16,439;15,5471;17,1777;3,84063;0,000115254;3,45929;8,50832;+
Q86S40;15,4267;14,9587;15,6561;15,5901;14,204;13,8062;14,3525;14,2939;3,10004;0,000680688;1,24375;6,22524;+
Q86S61;15,9469;15,5282;15,9634;16,1342;14,1406;14,4274;13,3192;15,3141;1,99311;0,00535005;1,59285;3,69403;+
Q86S66;19,5583;18,7735;18,4078;19,4077;19,5999;19,088;19,2402;19,5404;0,512187;0,181767;-0,330285;-1,11508;
Q86S80;12,0341;14,4184;13,5449;10,6054;12,9394;14,1567;14,2406;13,5596;0,56068;0,158825;-1,07337;-1,20104;
Q8I100;15,1186;18,0374;16,083;15,4342;16,603;19,2275;12,304;18,2919;0,0961196;0,684108;-0,438282;-0,262852;
Q8I116;16,2726;16,8771;16,8383;17,3413;14,857;15,5573;15,1401;14,985;3,15264;0,000676;1,69747;6,36894;+
Q8I136;14,8479;14,5295;14,7676;15,1699;14,2651;14,5206;14,3356;14,1892;1,80556;0,00797818;0,501093;3,33816;+
Q8I4A6;13,3483;12,5271;13,6356;12,2263;11,6771;10,4067;12,0872;11,3484;1,71964;0,00929396;1,55446;3,18023;+
Q8I4C1;16,0803;16,2024;16,1404;16,1035;16,3547;15,1269;15,3325;15,4238;1,08934;0,0409016;0,572192;2,0917;+
Q8I4C5;15,3898;15,6199;15,4675;15,6466;14,4099;15,0039;14,9556;14,8405;2,5686;0,00138053;0,728485;4,90391;+
Q8I4G3;12,5835;11,9503;12,2501;12,4601;13,0471;13,1124;13,5029;12,9583;2,43442;0,00217128;-0,844163;-4,60368;+
Q8I4H7;12,5028;12,0785;12,1744;12,3083;10,4542;10,1829;10,2895;10,8518;4,36245;0;1,82142;10,5176;+
