ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04; -Log Student's T-test p-value daf2_d15_daf2_d5;Student's T-test q-value daf2_d15_daf2_d5; Student's T-test Difference daf2_d15_daf2_d5;Student's T-test Test statistic daf2_d15_daf2_d5;Sign p-val: 0.05 
A0A061AL58;14,5355;14,6999;14,4939;14,9344;13,9607;13,9884;14,4919;13,7276;1,78116;0,00939484;0,62377;3,29301;+
A0A078BPG0;14,2578;13,9932;14,6474;15,1687;15,7667;14,3877;14,8697;13,2229;0,0261589;0,904331;-0,0449748;-0,0764519;
A0A078BPH9;12,2985;11,947;12,4792;11,8912;12,8939;13,335;13,0136;12,5557;2,00537;0,00615268;-0,795567;-3,71788;+
A0A078BPJ4;15,2263;15,4442;15,1319;15,1181;15,4011;15,9398;15,4638;14,944;0,423474;0,23114;-0,207063;-0,953487;
A0A078BQL1;14,3675;14,3236;13,5239;14,0069;13,6666;14,2938;14,4558;14,5345;0,271794;0,375179;-0,182169;-0,658226;
A0A078BQP7;14,3337;14,6362;14,8568;15,0861;15,3516;15,3146;15,5079;14,7261;1,10378;0,0376826;-0,496842;-2,11576;+
A0A0K3AQM0;13,9325;14,4416;14,4983;14,9111;15,5677;15,4778;15,6519;15,6344;2,84494;0,00172523;-1,13709;-5,5628;+
A0A0K3AQN0;13,1338;12,4764;12,0041;13,3743;15,2256;15,7982;14,7094;14,1762;2,51178;0,00224453;-2,23019;-4,77529;+
A0A0K3AQN5;15,5517;15,5128;15,1444;15,5406;15,1878;15,1079;14,3195;15,1138;1,16762;0,0319535;0,505092;2,22232;+
A0A0K3AQT9;17,5258;16,8627;17,8107;18,2929;15,7376;15,4629;15,8295;17,9221;1,13139;0,0350099;1,38503;2,16179;+
A0A0K3AQU9;14,028;14,6544;14,7886;14,9017;14,0896;14,3584;15,1304;15,6357;0,206469;0,464149;-0,21038;-0,520084;
A0A0K3AQV8;12,3222;12,2655;14,0327;12,933;14,939;15,944;15,3661;15,3956;2,81774;0,00173474;-2,52282;-5,49534;+
A0A0K3AQW8;16,4987;14,5871;16,1889;15,6524;13,0035;12,9126;12,9519;12,2116;3,1805;0,000845739;2,96184;6,44608;+
A0A0K3AQY3;11,6871;11,8917;11,7372;12,0707;13,1162;13,1696;12,9349;12,4668;2,98461;0,00142936;-1,07517;-5,91859;+
A0A0K3AR63;11,7855;12,0595;11,7779;12,0944;15,5029;16,118;14,7924;15,0596;4,56022;0,000502165;-3,43894;-11,3846;+
A0A0K3ARA8;12,1525;12,0584;11,7014;11,8513;12,8176;13,243;13,0141;12,2105;1,95182;0,00680462;-0,880424;-3,61429;+
A0A0K3ARC0;12,0055;13,1996;12,879;13,5371;18,1945;18,2566;17,6161;18,0451;5,13068;0;-5,12274;-14,2718;+
A0A0K3ARE1;12,3058;11,3864;11,6527;12,033;13,108;13,3404;12,8983;13,0307;2,85909;0,00168262;-1,24985;-5,5981;+
A0A0K3ARF3;12,2917;11,4481;11,3373;12,0885;13,1233;13,2828;12,9295;12,354;1,96726;0,00673498;-1,13101;-3,64402;+
A0A0K3ARJ1;12,0465;11,8805;11,7464;12,0446;12,8579;14,5717;13,6722;13,2409;2,34573;0,00303704;-1,65619;-4,41173;+
A0A0K3ARM6;16,8271;16,1133;16,3452;16,5303;12,9811;13,007;12,8844;12,5119;5,86948;0;3,60791;19,0553;+
A0A0K3ARN9;12,3083;12,0572;11,5711;11,9796;12,6791;13,1274;12,9582;13,0105;2,76076;0,0017237;-0,964718;-5,35596;+
A0A0K3ARX5;11,8309;11,9709;11,7413;12,0859;12,6679;13,1328;12,9236;12,858;3,71482;0,000406305;-0,98832;-8,0777;+
A0A0K3AS68;15,8318;15,248;16,804;17,2428;15,9558;16,6216;16,771;16,8865;0,22272;0,439423;-0,277038;-0,555251;
A0A0K3ASB9;15,9486;16,6889;15,6395;15,4748;14,3471;15,7522;14,8482;15,0752;1,24375;0,0274755;0,932267;2,35011;+
A0A0K3ASG4;13,241;14,1866;15,5177;11,1818;12,8568;12,9011;13,0341;12,6887;0,303862;0,337418;0,661563;0,723234;
A0A0K3ASH2;18,6079;18,7012;18,5758;18,6198;19,229;19,3653;19,1852;19,3404;4,86475;0,000311377;-0,653794;-12,8496;+
A0A0K3ASH9;14,152;14,1712;13,9178;13,872;14,882;14,4573;15,2848;15,1476;2,441;0,00269613;-0,914662;-4,61812;+
A0A0K3ASM2;11,5121;12,0259;11,6543;12,0479;13,0061;13,2643;13,0052;12,683;3,22661;0,000764904;-1,17963;-6,57536;+
A0A0K3AT36;14,846;15,3107;14,6993;14,6516;14,2026;15,0414;14,4932;15,0047;0,320054;0,320025;0,191396;0,75546;
A0A0K3ATC0;17,7529;17,8255;17,6134;17,8;17,6662;17,8817;17,5238;17,9933;0,0558671;0,807438;-0,0183296;-0,158462;
A0A0K3ATS1;22,0097;20,8857;21,353;21,3849;23,0006;22,2853;22,7563;22,5511;2,38202;0,00290801;-1,24002;-4,48967;+
A0A0K3AUD2;14,8424;15,6232;15,2432;9,27069;12,7313;12,1635;11,3552;15,0767;0,214359;0,452254;0,913197;0,53723;
A0A0K3AUJ9;21,5481;21,431;21,9352;21,9874;22,1747;22,6427;22,6826;22,4196;2,22458;0,00403235;-0,754442;-4,15729;+
A0A0K3AUW2;14,3262;14,4487;14,2435;14,1746;15,7781;15,9676;15,4427;15,4694;4,18463;0,00064986;-1,36621;-9,78986;+
A0A0K3AUZ7;12,2878;11,9467;11,7135;11,4571;12,7559;13,37;12,706;12,8845;2,44652;0,00265099;-1,07778;-4,63027;+
A0A0K3AVA9;11,8844;12,058;10,8493;11,4062;12,6024;13,4257;12,7296;13,0602;2,28655;0,00330357;-1,40502;-4,28635;+
A0A0K3AVL7;12,7838;14,2457;13,8184;11,8336;12,2343;13,2752;13,096;11,5196;0,418563;0,235372;0,63912;0,944347;
A0A0K3AVS5;17,177;17,306;17,2586;17,621;20,5728;20,4468;20,1832;20,0518;5,90667;0;-2,97303;-19,3331;+
A0A0K3AVV4;14,5049;14,2596;14,5014;15,4723;13,9687;15,669;13,6532;15,0808;0,0597291;0,796239;0,0916204;0,168792;
A0A0K3AW68;13,65;11,7346;11,3934;10,8491;12,9409;13,3299;13,0737;12,895;0,955679;0,0537647;-1,15313;-1,86957;
A0A0K3AW96;16,8634;16,9329;16,9231;17,082;17,1875;17,0114;17,0332;17,0301;0,94995;0,0545128;-0,115232;-1,86006;
A0A0K3AXM4;17,1087;16,9448;16,2745;16,4609;17,6022;17,9422;16,9657;17,3221;1,42611;0,0183739;-0,760803;-2,66072;+
A0A0K3AY44;11,1797;0;11,7027;11,9444;12,9457;13,4114;12,5344;12,7363;0,700317;0,103145;-4,20023;-1,44205;
A0A0K3AY85;11,6281;11,721;12,6924;12,1074;14,6646;14,9156;14,6061;14,6926;4,40131;0,000652174;-2,6825;-10,683;+
A0A0K3AYJ1;12,4012;13,0067;12,079;12,7615;15,4203;16,3956;15,6699;15,9709;4,54092;0,000487395;-3,30209;-11,2972;+
A0A0M7REP5;16,969;17,1551;16,6583;16,6533;17,9414;18,0534;17,6153;17,6493;2,95073;0,00139585;-0,955908;-5,83081;+
A0A0S4XR31;15,548;15,909;14,9418;15,2816;16,0681;16,9153;15,4012;16,2823;1,03401;0,0447201;-0,746597;-1,99969;+
A0A0S4XR36;12,8848;11,3349;11,9022;11,0724;14,211;14,9714;13,4002;12,3817;1,5267;0,0152179;-1,94256;-2,83563;+
A0A0S4XR43;14,3554;14,8698;15,2589;15,5152;15,9062;15,9134;15,2593;16,0242;1,3496;0,0215225;-0,77596;-2,5295;+
A0A0S4XR45;10,3791;12,9526;13,9639;12,0798;15,0984;14,8328;13,81;13,8557;1,32032;0,0231595;-2,05537;-2,47965;+
A0A0S4XR68;15,6695;15,2273;15,0333;15,8729;15,9524;16,4898;15,5611;16,1083;1,10325;0,0376589;-0,57714;-2,11486;+
A0A0T7CIX3;14,2199;14,5321;13,2238;13,2607;14,3915;14,6744;13,799;13,6058;0,312503;0,328211;-0,308525;-0,740479;
A0A0U1RML5;14,5608;13,9;15,9433;15,3709;13,0358;12,9485;12,6741;13,0336;2,35077;0,00301453;2,02076;4,4225;+
A0A131MAU8;11,9446;14,1103;12,5545;11,976;12,7838;16,1689;14,468;1,44776;0,163642;0,540422;1,42923;0,424425;
A0A131MB12;14,2522;14,2834;15,2578;15,1575;15,6361;15,9767;15,8681;16,2957;2,12746;0,0044173;-1,20643;-3,95944;+
A0A131MBA2;12,1904;11,6131;12,4417;12,0958;13,0529;13,1946;12,7602;12,9604;2,4458;0,00264935;-0,90681;-4,6287;+
A0A131MBB2;14,8595;14,4487;14,6613;15,687;14,1682;14,5332;15,989;15,5692;0,110194;0,65845;-0,15077;-0,297798;
A0A131MBC3;14,9965;15,5489;15,1183;15,4392;16,2946;16,1949;14,3355;15,2078;0,190416;0,490989;-0,232465;-0,484759;
A0A131MBF9;13,7875;14,0472;14,1074;13,9659;14,6148;14,4241;13,9407;14,3202;1,15565;0,0330672;-0,347925;-2,20231;+
A0A131MBG0;12,2141;11,9291;11,7245;12,0408;12,7888;13,4321;12,8594;12,8237;2,79096;0,00176244;-0,998875;-5,42953;+
A0A131MBG4;10,7789;10,776;11,2011;10,8951;18,1146;18,5456;18,1833;19,4207;6,48407;0;-7,65331;-24,1893;+
A0A131MBU3;18,2469;18,4921;18,0862;18,343;19,0268;19,1906;18,9814;19,0776;3,7114;0,000403478;-0,777055;-8,06626;+
A0A131MCJ0;14,1769;14,1706;13,6974;13,3656;13,1074;13,1898;12,1236;12,7781;1,82226;0,00869633;1,05291;3,36921;+
A0A131MCL1;12,2741;11,8514;11,6321;11,9399;12,8923;13,4142;12,751;13,0582;2,8801;0,00171282;-1,10452;-5,65083;+
A0A131MCL4;14,1267;14,1581;13,718;14,0143;16,3004;16,0633;16,51;16,9333;4,61763;0,000240741;-2,44746;-11,6483;+
A0A163UT65;15,2906;15,2906;14,9485;15,2859;15,0893;15,8438;14,7803;15,2094;0,0388566;0,862793;-0,0268025;-0,112081;
A0A164D380;14,6701;15,3405;14,7615;15,7224;14,8553;16,014;15,4592;16,612;0,650113;0,118184;-0,611505;-1,35631;
A0A164D3C9;15,7529;15,3083;15,6958;16,429;12,3641;13,2767;13,0265;12,8207;4,15289;0,000630435;2,92448;9,66483;+
A0A164D3G3;15,4699;14,4148;15,4962;14,9293;16,0472;16,4329;16,3972;16,8514;2,36031;0,00296495;-1,35469;-4,44294;+
A0A168H9Z7;14,0168;15,8241;14,2198;14,1418;10,2837;13,3735;13,0603;12,2659;1,52252;0,0153205;2,30478;2,82831;+
A0A1C3NSI5;15,6143;15,803;15,3881;15,7427;13,025;13,3835;13,0428;13,0373;5,9754;0;2,51487;19,857;+
A0A1C3NSL1;11,9171;12,2049;12,2413;12,078;13,1122;13,1061;12,9004;13,0015;4,32417;0,000598007;-0,919716;-10,3569;+
A0A1C3NSL5;18,7993;19,158;18,5913;18,9076;19,7955;20,1051;19,1745;19,4218;1,7388;0,010384;-0,76014;-3,21519;+
A0A1D3PCL0;11,6659;11,9376;11,7363;11,9968;13,1377;12,9324;13,0251;12,9084;4,75858;0,000288889;-1,16676;-12,32;+
A0A1D3PCL8;14,317;14,6147;14,2337;13,9844;14,9965;15,2469;14,8239;14,323;1,26643;0,0262045;-0,560137;-2,38837;+
A0A1I6CM73;12,0296;11,8316;11,6299;11,6139;13,1229;12,7546;14,8726;15,9999;1,69999;0,0113011;-2,41124;-3,14452;+
A0A1I6CM84;15,4036;15,1741;15,4845;14,2731;15,9484;16,3552;16,2828;16,632;2,10647;0,00462249;-1,22076;-3,91735;+
A0A1I6CM85;13,3827;13,5771;12,9542;11,7949;12,8972;13,1733;14,5788;13,7361;0,575838;0,143856;-0,669134;-1,22763;
A0A1I6CM94;15,0814;15,9583;15,9012;14,9412;13,0913;13,3827;12,7234;12,4017;3,54173;0,000430678;2,57079;7,51564;+
A0A1I6CM95;13,5757;0;12,8483;12,9887;14,8033;16,0039;14,9417;15,5504;0,828661;0,0738992;-5,47167;-1,65812;
A0A1I6CMC9;12,277;11,8445;11,4988;11,9791;12,9897;13,0292;12,6868;13,0329;2,89957;0,00161946;-1,03481;-5,70004;+
A0A1N7SYP3;18,6546;18,747;18,9479;19,3414;20,0954;20,2813;19,4332;19,8193;2,20462;0,00405748;-0,98456;-4,11621;+
A0A1N7SYP6;16,776;16,9279;16,7213;17,0443;17,5801;17,3923;18,2137;18,0103;2,42795;0,00270646;-0,931725;-4,58951;+
A0A1N7SYQ5;14,7991;13,8354;15,6027;14,8009;15,8287;15,5854;17,4472;17,0293;1,59504;0,013514;-1,71311;-2,95621;+
A0A1N7SYT2;12,3188;12,009;11,6344;12,0701;12,688;13,1241;13,015;12,4;1,98847;0,00645113;-0,798662;-3,68504;+
A0A1N7SYU2;12,1931;12,02;12,5006;11,8892;11,8541;13,0257;13,0141;12,9573;0,902178;0,0612546;-0,562049;-1,78066;
A0A1N7SYW5;12,2988;12,0911;11,7374;12,0829;14,524;15,5469;15,5152;14,7828;4,40755;0,000659341;-3,03966;-10,7098;+
A0A1T5HUK0;15,4607;14,5094;15,3042;16,102;12,7512;13,0022;12,845;12,9454;3,50554;0,000506401;2,45813;7,40239;+
A0A9S0;12,2833;11,8588;11,4381;11,8065;17,4587;18,1853;17,1625;18,2611;5,78317;0;-5,92024;-18,4254;+
A0A9S2;14,2153;14,5405;14,2648;14,7663;14,8264;15,6474;14,3326;14,5878;0,609686;0,131023;-0,401825;-1,28658;
A2V8C3;18,4719;18,5188;18,6231;18,8389;18,114;18,0754;18,7389;19,0724;0,170294;0,528536;0,11307;0,43959;
A2V8C8;17,4455;18,0514;18,6233;18,8419;18,7345;18,6543;19,4117;19,5639;1,14462;0,034007;-0,850555;-2,18388;+
A3FPJ3;12,3149;12,0044;11,7213;12,0181;13,0614;13,2118;12,962;13,0299;3,67792;0,000384743;-1,05157;-7,95498;+
A3FPK9;17,5609;17,4753;17,0124;16,7951;12,9425;12,8395;13,0623;12,961;6,29853;0;4,25957;22,5114;+
A3FPL3;12,606;12,878;12,2253;12,7557;12,7177;12,988;12,4982;13,0275;0,458058;0,206681;-0,191573;-1,01724;
A3QM97;15,029;14,6224;13,6074;13,6828;12,7167;13,3943;12,2106;12,8055;1,84209;0,00857719;1,45362;3,40625;+
A3QM98;16,6624;16,6246;18,0332;17,0774;13,0527;13,4347;13,0455;12,332;4,31555;0,000753247;4,13318;10,321;+
A3QMB6;12,2956;11,8041;11,475;11,9343;13,1444;13,2048;12,6314;12,7681;2,52831;0,00213316;-1,05994;-4,81248;+
A3QMB7;13,5636;12,2958;13,6018;14,0679;13,6985;15,0083;13,7606;15,2508;0,962071;0,0529161;-1,04729;-1,88019;
A3QMC2;15,5672;15,6467;15,3658;15,2903;15,1091;15,6009;14,9778;15,2949;0,673478;0,111228;0,22181;1,39632;
A3QMC5;17,512;17,0712;17,28;17,8638;17,1285;16,8625;17,655;18,0225;0,0158959;0,940926;0,0146046;0,0469717;
A3QMC6;14,8115;15,3765;14,7938;14,8954;15,6124;16,4046;16,1948;16,2143;2,68551;0,00193368;-1,13723;-5,1757;+
A3QMC8;14,6081;14,7759;14,6536;14,6401;15,3179;15,1994;15,238;14,655;1,49682;0,0159299;-0,433142;-2,78336;+
A4F303;12,2935;12,0843;11,7668;11,9464;14,0005;13,6527;13,2647;13,6851;3,89273;0,000481328;-1,62801;-8,69241;+
A4F305;15,3395;15,1347;15,7461;15,1258;12,8093;13,302;12,6293;12,6953;4,64521;0,00025;2,47756;11,777;+
A4UVK2;14,5494;14,6214;13,5333;14,217;14,3795;14,4339;13,9266;13,6695;0,159084;0,548749;0,12791;0,413962;
A4UVK9;12,105;12,051;11,7079;12,1104;12,7957;13,016;12,6351;13,0049;3,21965;0,000819709;-0,86938;-6,55574;+
A4UVL1;12,2267;11,5243;11,189;12,0329;13,0042;13,3308;13,0335;12,8024;2,60452;0,00198759;-1,29952;-4,98637;+
A4UVL9;14,4207;13,799;14,3348;14,2994;12,9708;13,156;12,8178;13,0243;3,62492;0,000368254;1,22125;7,78152;+
A4UZ35;13,8391;13,9435;13,2652;12,8191;12,5769;13,3474;12,3411;12,7264;1,10573;0,0375256;0,71876;2,119;+
A5A8P5;17,2311;16,5109;18,7434;17,6686;16,7815;16,182;15,9714;16,6896;1,1754;0,0315122;1,1324;2,23536;+
A5HU91;18,5853;17,9223;18,8035;18,8608;19,9388;20,1218;20,893;20,7351;2,99433;0,00144673;-1,87918;-5,94397;+
A5HU97;18,5305;18,4795;18,2691;18,7642;16,3293;16,4814;16,7128;16,9541;4,49862;0,000728745;1,89139;11,1078;+
A5HU98;16,2173;16,4049;16,3813;16,8139;16,2039;16,8;16,8613;17,0391;0,576068;0,143871;-0,271747;-1,22803;
A5HWA4;12,2577;11,7809;11,7758;11,8512;12,6442;12,8762;13,0543;12,9848;3,26048;0,000723502;-0,973487;-6,67164;+
A5HWA9;11,3154;11,9978;11,6782;11,8088;12,4206;12,429;12,9918;12,7778;2,50343;0,00231903;-0,954749;-4,75657;+
A5HWB2;13,6777;14,5074;13,2002;12,8784;13,722;14,2463;15,0963;14,6482;0,960313;0,0530823;-0,862282;-1,87727;
A5JYR4;14,6595;15,1608;14,8982;15,1911;15,0229;15,5429;16,5326;15,2277;0,848871;0,0704446;-0,604098;-1,69186;
A5JYS8;14,3939;12,651;13,7199;14,0018;13,0852;13,171;12,9509;12,9207;0,881091;0,0643941;0,659725;1,74556;
A5JYT2;14,8536;15,5236;14,7472;15,1124;16,1223;16,7127;15,3695;15,853;1,56492;0,0142434;-0,955203;-2,90288;+
A5JYU1;13,8901;14,4191;13,8698;13,8172;15,0436;15,5575;15,1552;15,8105;3,06707;0,00109742;-1,39271;-6,13645;+
A5JYU5;11,9391;11,6458;11,429;12,101;12,9569;13,3048;12,9959;12,9625;3,51576;0,00041954;-1,27628;-7,43422;+
A5JYW3;16,2772;16,1224;16,2639;16,5886;13,5509;14,9179;14,1587;13,9736;3,42562;0,000476573;2,16277;7,15726;+
A5JYW9;12,2229;11,8124;11,7175;11,7053;12,8229;13,3883;12,6937;12,601;2,48565;0,0025303;-1,01196;-4,71688;+
A5JYX3;17,3748;13,4242;18,5821;17,4359;15,0407;14,7433;17,0032;17,2491;0,212873;0,454391;0,695175;0,534012;
A5JYX4;16,9128;16,6235;16,857;17,0926;17,5699;17,4296;17,4031;17,6217;2,91908;0,00159507;-0,634613;-5,74965;+
A5JYX8;14,8733;14,8367;14,5416;14,6556;15,1105;15,4396;15,1025;15,2569;2,38972;0,00292363;-0,500543;-4,50631;+
A5PEY0;11,7999;11,6419;11,7698;11,7881;15,321;15,9662;15,3175;15,0593;5,81157;0;-3,66608;-18,6304;+
A5Z2S2;14,4255;14,2048;14,1811;14,5446;16,0243;16,7885;14,5097;15,507;1,51466;0,0155288;-1,3684;-2,81453;+
A5Z2S4;14,9972;14,5366;14,3054;15,2929;14,2699;14,7796;14,6508;15,8696;0,0980023;0,687858;-0,109458;-0,26757;
A5Z2S9;12,2053;12,4081;11,6583;11,705;12,9802;13,4272;12,719;13,0068;2,33945;0,00305014;-1,03911;-4,39831;+
A5Z2T6;12,2964;11,7691;11,7578;11,9621;13,1119;13,2847;12,8668;13,0715;3,52727;0,000423188;-1,13735;-7,47023;+
A5Z2T7;12,5345;14,8785;12,7149;13,0568;13,0445;13,3234;13,0667;13,0411;0,122033;0,631696;0,177292;0,326639;
A5Z2T9;15,3191;15,6358;14,5398;14,6891;14,5628;17,1171;15,6987;15,8676;0,624395;0,126148;-0,765586;-1,31203;
A5Z2U5;14,3292;14,0998;15,1131;14,8261;13,1401;12,9968;12,8392;12,3034;3,02472;0,0014029;1,7722;6,02384;+
A5Z2U8;15,6714;15,8957;15,0674;15,243;16,5538;16,5783;15,4204;15,5615;0,752543;0,0899425;-0,55909;-1,53041;
A5Z2U9;17,894;18,0955;16,8228;16,9758;17,3493;17,8046;17,959;18,1023;0,444366;0,215994;-0,356773;-0,992125;
A5Z2V2;13,642;14,4742;13,2415;14,477;13,142;13,2514;12,4691;12,4414;1,62239;0,0129485;1,1327;3,0049;+
A5Z2V3;12,243;11,7716;11,5276;11,9632;16,483;16,7528;16,2636;16,0414;6,12158;0;-4,50883;-21,0176;+
A5Z2V7;15,5466;14,894;14,7668;15,0814;14,8329;15,3626;14,7295;15,2374;0,0481892;0,832762;0,0316153;0,13771;
A5Z2W3;16,9431;16,8232;17,2015;17,5917;15,3467;14,5551;15,0076;15,0411;4,0139;0,000542056;2,15223;9,13398;+
A5Z2W6;15,5987;15,7233;14,8575;15,5995;12,9336;13,3772;12,8842;13,0426;4,36102;0,00062069;2,38535;10,5116;+
A5Z2W7;18,2381;18,2884;18,3855;18,4874;16,9592;17,3141;17,1982;17,1259;4,88976;0,000319018;1,20046;12,9774;+
A5Z2X2;15,2404;13,5892;11,8615;13,1784;16,1672;16,4317;14,8305;16,1235;1,6695;0,0119338;-2,42087;-3,0894;+
A6PVA1;14,7417;12,2599;14,0417;14,0236;13,1601;13,0714;14,5676;14,113;0,0204527;0,924819;0,0387015;0,0601396;
A6ZJ46;15,3063;16,9573;14,8622;15,3846;16,1032;17,0594;15,1026;16,064;0,316384;0,323959;-0,454675;-0,748188;
A6ZJ55;12,2225;12,0746;11,6707;12,0115;13,1318;13,1353;12,736;12,926;3,21606;0,000816964;-0,987476;-6,54562;+
A6ZJ59;12,31;12,0494;11,1482;12,0599;12,9389;13,2706;12,9413;12,8962;2,22368;0,00402583;-1,11986;-4,15543;+
A7DT38;12,1924;11,9816;11,7117;11,8277;12,7291;13,6358;14,0757;13,0755;2,43102;0,00271638;-1,45068;-4,59623;+
A7DT40;15,1597;15,9936;14,0412;14,3802;16,8063;16,5166;15,9331;15,74;1,45191;0,0174444;-1,35537;-2,70532;+
A7DT45;18,8682;19,045;18,3888;18,6401;18,813;19,1901;18,2274;18,6896;0,00755982;0,971139;0,00550556;0,022546;
A7DTF0;15,761;15,9089;15,318;15,997;15,8274;15,5545;16,0409;15,9705;0,22082;0,442401;-0,102097;-0,551169;
A7DTF2;12,0463;11,7881;11,7664;12,0141;13,0332;13,268;12,8954;12,1354;1,96221;0,00677009;-0,929297;-3,63428;+
A7LPD6;17,0974;16,8359;16,4565;17,2569;14,6854;14,9583;14,7177;15,3303;3,8845;0,000474438;1,98879;8,66309;+
A7LPE4;15,6545;15,8766;15,9252;16,2674;13,8726;13,1919;13,2512;13,7115;4,58649;0,000231111;2,42414;11,5046;+
A7LPE6;17,8342;17,9706;18,0276;18,2294;18,5633;18,4478;18,4301;18,4484;2,70335;0,00188589;-0,45694;-5,21805;+
A7LPF3;15,412;15,6111;14,7516;15,7376;16,0324;15,9459;15,162;15,3402;0,334944;0,304832;-0,242048;-0,784768;
A7LPF5;16,3979;16,3768;17,4094;16,9925;15,3762;14,8583;15,3091;15,1983;2,95736;0,00140599;1,60866;5,84791;+
A7LPG5;18,2306;18,212;18,2512;18,6388;18,9913;19,2481;19,3309;19,5815;3,01937;0,00142529;-0,954782;-6,00971;+
A7LPH5;14,6566;14,8952;14,5585;14,8311;15,4541;15,6355;16,1624;15,6997;2,98272;0,00142804;-1,00257;-5,91368;+
A7LPI4;14,9535;15,33;14,9693;15,1808;16,5937;17,897;15,7558;16,6846;1,94977;0,00682288;-1,62441;-3,61037;+
A7LPI7;11,9435;11,9813;10,6591;11,9359;13,0818;13,3426;13,0405;12,7657;2,21742;0,00401072;-1,42766;-4,14253;+
A7LPJ5;15,0074;14,6477;15,7478;15,0624;15,9852;15,4612;15,4171;15,3744;0,816475;0,0764168;-0,443152;-1,63774;
A7WK39;16,5728;17,1803;16,5096;17,0049;16,5974;17,7286;16,2115;16,4234;0,0730147;0,756804;0,0766745;0,203795;
A7WK43;12,1622;12,0831;11,7787;11,7468;12,8606;13,4104;13,0322;12,7936;3,09949;0,00102145;-1,0815;-6,22375;+
A8WFF4;14,2642;15,1898;13,9804;14,7164;15,6014;16,2499;14,8267;15,4045;1,32397;0,0230212;-0,982875;-2,48586;+
A8WFI3;14,5191;13,828;14,8666;14,1217;14,7436;13,7647;15,1409;15,6361;0,485065;0,189672;-0,487435;-1,06633;
A8WFJ8;13,304;13,5934;14,0243;13,436;14,8929;14,8659;14,961;15,5647;3,1993;0,000864388;-1,48169;-6,49857;+
A8WFK6;16,7116;17,7945;17,0093;17,2227;12,7785;13,8817;13,6017;13,7694;4,44103;0,000681818;3,67671;10,8546;+
A8WFM5;14,0738;13,4048;14,3071;14,3769;14,8782;15,9473;13,3482;16,5375;0,763554;0,0877253;-1,13717;-1,54896;
A8WHM5;15,7203;14,5106;13,8264;14,9833;15,6791;16,1589;16,4309;16,864;1,75448;0,00990962;-1,52308;-3,24392;+
A8WHN5;15,8281;16,0929;15,7194;16,7241;16,0173;16,253;17,007;17,3473;0,71523;0,0989468;-0,565034;-1,46735;
A8WHS3;12,2955;11,9865;11,5129;11,9302;13,1341;13,4257;12,696;12,8617;2,5398;0,00208421;-1,09811;-4,83845;+
A8WHT8;15,9261;15,8466;16,434;15,8211;13,0836;13,3216;12,8632;12,7979;5,42521;0;2,99039;16,0212;+
