Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value daf2_d15_N2_d15;Student's T-test q-value  daf2_d15_N2_d15; Student's T-test Difference  daf2_d15_N2_d15;Student's T-test Test statistic  daf2_d15_N2_d15;Sign p-val: 0.05 
Q17740(580);18,7812;19,3198;19,255;20,7545;19,6146;20,1563;20,5977;21,0554;0,779422;0,248506;-0,828372;-1,57564;
Q17763(17);19,8208;19,7707;19,6338;21,5875;23,2889;23,0766;24,6091;23,6788;3,02657;0,00470361;-3,46016;-6,02872;+
Q17770(440);19,9999;21,5728;20,0443;18,5694;21,417;18,9107;21,1949;18,832;0,0152339;0,974658;-0,0420756;-0,0450482;
Q17770(215);22,4655;23,3742;21,7566;23,1039;18,3378;19,1267;18,5087;19,33;3,95084;0,00155152;3,84924;8,90178;+
Q17796(204);25,0056;25,1941;26,1144;23,5572;25,275;25,1551;24,1064;22,0411;0,394024;0,48314;0,823408;0,898318;
Q17796(228);23,6717;24,0655;25,3555;23,9446;27,241;24,3549;25,0244;25,3573;0,858738;0,217224;-1,23508;-1,70832;
Q17796(229);20,2821;19,7037;17,8655;21,1603;19,5823;20,9061;20,5863;20,4493;0,360948;0,514402;-0,628106;-0,835256;
Q17796(97);22,9746;24,5792;26,1675;24,4211;25,8637;25,8836;26,2681;25,9695;1,16305;0,125338;-1,46062;-2,21468;
Q17827(8);17,9027;20,4048;18,7318;19,5844;19,0251;21,1186;17,8595;18,7025;0,00782976;0,986957;-0,020493;-0,023344;
Q17827(16);18,2268;20,4571;20,5795;21,8301;21,1829;19,645;18,5395;21,4033;0,0273963;0,955673;0,080689;0,0799643;
Q17832(409);18,9894;18,507;19,0441;17,8018;19,2169;19,1205;20,4174;18,9867;0,997102;0,167723;-0,849801;-1,93837;
Q17832(153);19,5593;20,2552;19,6841;20,5548;21,3618;21,045;19,2681;19,5216;0,194477;0,677955;-0,285756;-0,493753;
Q17832(509);21,3187;21,0927;17,8881;20,0816;20,2645;21,4904;18,5707;20,9653;0,0813881;0,849628;-0,22744;-0,225453;
Q86GU1(123);24,4939;25,3033;26,025;25,3373;26,0166;26,6174;25,2403;26,2851;0,882299;0,208746;-0,749962;-1,74757;
Q86GU1(135);24,517;23,7085;24,1962;25,3042;18,9787;20,0837;20,0554;20,2292;4,3325;0,002;4,59474;10,3917;+
Q86GU1(142);26,8092;27,0469;27,3595;27,7412;20,8427;20,2978;20,8656;21,0174;6,60323;0;6,48334;25,331;+
Q86GU1(39);20,6273;18,2958;16,854;18,0848;26,019;25,028;23,8666;23,2871;3,05798;0,00477;-6,08473;-6,11216;+
Q86GU1(117);25,3388;25,522;23,2352;26,2764;24,9876;25,6214;23,0927;22,8291;0,45476;0,435921;0,960389;1,0112;
Q17868(80);19,9756;18,2275;18,7261;19,0053;19,2388;20,3678;19,6373;20,2792;1,01584;0,162442;-0,897156;-1,9695;
Q17941(413);20,9858;21,0543;17,7417;20,2177;23,9937;23,9895;23,7469;24,701;2,65981;0,00887273;-4,10793;-5,11509;+
Q17963(129);20,0139;20,3175;20,5483;20,2393;19,9215;21,8824;20,1177;19,7042;0,0901757;0,829838;-0,126708;-0,247867;
Q17967(80);18,0277;21,2362;20,0291;20,8177;17,7934;21,0569;20,6961;18,3401;0,202446;0,67355;0,556061;0,511287;
Q18012(48);20,0714;20,7697;19,4173;18,0426;18,8639;21,0406;20,7972;20,2331;0,378514;0,496224;-0,658494;-0,8689;
Q18026(35);25,9232;26,017;27,1564;24,8196;20,5234;20,5618;19,8297;19,5237;4,43262;0,00231325;5,8694;10,818;+
Q18034(203);19,9853;20,1589;21,2537;19,8012;20,4811;17,888;19,9277;18,6617;0,777616;0,249157;1,0601;1,5726;
Q18034(179);24,3426;25,6735;23,5678;25,1206;28,2286;28,4698;27,709;28,4569;3,4354;0,00277352;-3,53996;-7,18689;+
Q18066(427);20,7029;21,227;18,3503;20,2648;20,1345;19,6457;20,1118;19,2145;0,216394;0,655226;0,359635;0,541631;
Q18066(360);20,1864;20,9785;18,508;19,7631;19,9019;18,4002;20,467;20,2931;0,0467802;0,916;0,0934539;0,13387;
Q18068(3);19,9031;18,1599;18,0811;19,6587;23,2065;23,2456;24,1939;25,4362;3,41269;0,00270748;-5,06987;-7,11823;+
Q18070(112);19,5306;17,4276;21,4662;19,0048;18,9001;19,7296;19,0904;19,0325;0,0709032;0,869914;0,169178;0,198285;
Q18091(7);17,4564;21,2403;18,4047;20,9473;21,0701;19,5933;21,6185;21,6213;0,67151;0,299042;-1,46365;-1,39296;
Q18099(303);24,2317;23,6227;25,1875;25,1054;26,9574;25,6292;25,7402;26,2789;1,81338;0,0397153;-1,61463;-3,35269;+
Q18099(32);24,7218;25,0327;24,7315;26,1968;26,3768;26,6621;24,5304;26,4152;0,656052;0,30886;-0,825457;-1,3665;
Q18099(579);22,8208;21,9693;25,2546;24,0399;24,8039;24,5257;24,9748;26,4757;1,03015;0,158733;-1,67387;-1,99326;
Q18115(444);27,2353;27,4259;26,2197;27,9434;20,7955;21,1295;21,0733;21,2704;5,4824;0;6,13894;16,3839;+
Q18124(71);17,4116;17,3726;20,3615;18,9422;24,8864;25,9175;26,3167;25,486;4,02589;0,00172973;-7,12965;-9,17873;+
Q18152(240);20,5431;20,696;19,238;19,8615;20,6733;20,319;20,8444;17,742;0,0861252;0,83896;0,18997;0,237575;
Q18202(364);18,2397;20,0849;18,2096;19,6741;21,2081;20,6732;18,6135;20,213;0,745919;0,265689;-1,12488;-1,51924;
Q18212(127);18,9193;20,2931;18,8906;20,5242;19,9834;20,1172;19,4157;19,7279;0,124683;0,775686;-0,154265;-0,333027;
Q18212(264);18,6979;18,6767;19,1695;20,2292;20,018;18,4905;17,4201;19,2178;0,251072;0,612031;0,406709;0,615299;
Q18217(259);19,7629;19,4947;18,8088;18,6147;19,1756;18,5212;20,3453;18,2747;0,0599858;0,891198;0,0910888;0,169476;
Q18231(122);24,6735;23,1693;23,475;22,8449;24,0589;25,111;24,544;24,9424;1,29024;0,0977138;-1,12338;-2,42862;
Q18231(123);18,3822;19,7181;20,8539;19,7454;24,3993;24,2289;24,3372;25,4877;3,82284;0,00133333;-4,93835;-8,44627;+
Q18286(425);20,8055;18,6404;20,8767;20,4955;23,4806;23,6147;22,4578;21,5016;1,91337;0,0327151;-2,55911;-3,54077;+
Q18336(127);19,8976;20,5644;19,9017;18,8885;18,1003;20,9141;20,241;21,0328;0,127356;0,771681;-0,258942;-0,339451;
Q18445(159);18,7486;19,4914;19,4866;19,4248;20,1466;20,7133;20,3339;19,1793;1,12933;0,133694;-0,80542;-2,15836;
Q18449(107);20,8707;22,3625;22,7188;21,9665;25,674;25,4297;24,3567;24,9919;3,14469;0,00402139;-3,13344;-6,34706;+
Q18453(64);17,8847;20,6227;18,9949;18,2623;20,926;20,4091;18,9163;21,447;0,925341;0,19526;-1,48343;-1,81917;
Q18476(980);19,1791;19,572;21,4134;19,8604;19,3878;20,6769;18,8904;20,4943;0,0794755;0,853012;0,143869;0,220533;
Q18544(477);23,3387;23,1651;24,668;23,8243;23,8272;23,5674;24,6238;21,5681;0,189024;0,685451;0,352409;0,481666;
Q18544(16);19,0799;21,7604;19,031;19,7564;18,0179;19,5453;20,0073;20,6224;0,163159;0,7228;0,358693;0,423319;
Q18545(465);20,6312;19,7843;20,178;20,2812;23,467;22,5408;24,1536;24,5199;3,49288;0,00275;-3,45164;-7,36311;+
Q18550(177);20,503;20,3238;20,1504;17,8482;19,9176;18,7547;21,3719;18,9154;0,0130691;0,979166;-0,0335693;-0,0387387;
Q18573(578);22,6056;23,4089;21,6198;24,4314;24,7263;24,2079;24,866;25,1422;1,46984;0,0722216;-1,71919;-2,7364;
Q18582(16);20,2564;19,0743;20,0808;20,434;21,4105;19,4382;18,7558;21,4202;0,150444;0,73841;-0,294797;-0,393971;
Q18582(8);23,5999;24,3154;25,1316;23,6033;19,9911;17,4156;19,2615;17,3738;3,53257;0,0023609;5,65205;7,48683;+
Q18582(221);17,4903;19,6716;20,9408;18,7802;20,837;21,5172;18,1283;21,8163;0,570217;0,357624;-1,35397;-1,21778;
Q18587(61);19,4394;20,0019;21,6349;18,7224;19,3247;18,4232;21,2995;20,276;0,0474429;0,915203;0,11881;0,135677;
Q18597(438);20,6426;19,517;17,9828;20,785;19,0178;20,6395;18,4729;21,4389;0,0599217;0,89105;-0,16042;-0,169305;
Q18597(539);21,1942;20,472;19,4834;20,0988;19,5531;20,8317;18,7429;20,5571;0,269484;0,598008;0,390863;0,653478;
Q18597(541);21,3369;18,5919;21,7123;20,0478;19,9106;20,1572;20,6362;20,4801;0,0616988;0,887884;0,126184;0,174033;
Q18604(233);17,3808;20,8138;20,2673;19,8752;23,7787;24,2127;23,9598;23,4409;2,81615;0,00728144;-4,26377;-5,49141;+
Q18610(299);19,9761;20,8774;19,5554;18,0744;20,4164;19,6482;18,1655;17,4454;0,334672;0,535854;0,701953;0,784235;
Q18620(5);20,0061;18,5292;20,0469;20,8707;18,6966;18,7309;18,6772;19,8128;0,779383;0,24834;0,88386;1,57557;
Q18650(163);17,2994;18,5703;20,2546;16,3969;20,6733;21,181;20,8474;19,4458;1,4027;0,0798821;-2,40661;-2,62042;
Q18655(499);19,0945;18,9507;18,3571;20,7209;21,9512;21,8451;20,3606;23,6574;1,7148;0,0463004;-2,67282;-3,17142;+
Q18655(511);21,8922;22,2439;21,1341;20,6575;23,505;23,5046;21,6324;25,3366;1,27575;0,100083;-2,01271;-2,40412;
Q18655(519);18,6789;20,9023;17,9496;19,3401;19,5773;20,1477;19,2894;20,5874;0,440605;0,446586;-0,682702;-0,985197;
Q18655(280);19,6225;19,4792;17,9783;20,3032;19,0336;20,589;20,5645;19,3633;0,370458;0,505023;-0,541807;-0,853515;
Q18665(203);24,6568;25,0774;25,47;24,4371;24,0657;24,4698;24,9301;25,4318;0,196609;0,678126;0,185997;0,498459;
Q18678(114);18,0003;18,8885;19,1741;17,7217;19,6601;21,5026;20,24;20,4082;2,0824;0,0245908;-2,00655;-3,86938;+
Q18680(272);19,4015;20,6786;19,2473;19,6845;18,7123;20,2502;20,1892;18,8507;0,188173;0,686676;0,252376;0,479774;
Q18688(100);21,179;19,6576;19,7022;16,2195;21,4785;21,686;20,1022;20,2973;0,741083;0,268927;-1,70139;-1,51108;
Q18688(326);18,0583;20,8156;19,0718;20,4677;25,7803;23,4533;21,7814;23,6321;2,1008;0,0241421;-4,05842;-3,90603;+
Q18688(327);16,4235;19,4663;21,1587;21,1072;20,0865;19,7553;19,0198;19,4223;0,00950106;0,984913;-0,0320506;-0,028274;
Q18688(601);18,5962;21,7544;21,7092;19,4383;18,686;18,8221;18,1844;21,701;0,399114;0,480405;1,02617;0,907914;
Q18688(227);17,7489;21,0002;21,1029;17,8623;21,047;18,7707;19,7411;21,4412;0,309006;0,560329;-0,821441;-0,733512;
Q18688(67);24,4981;25,1199;25,9788;25,6917;27,3235;27,0628;23,8757;26,7084;0,484862;0,414144;-0,920471;-1,06596;
Q18688(585);18,5953;20,6974;18,3516;19,3423;26,4218;26,3346;26,0409;24,8476;4,33467;0,00202105;-6,66457;-10,4007;+
Q18688(197);20,9174;20,5012;20,9102;18,2676;21,1279;20,1052;21,2436;20,98;0,472363;0,423903;-0,715061;-1,04331;
Q18688(627);19,5327;20,0556;19,9147;19,5381;21,0266;19,1271;17,8147;17,9345;0,468692;0,42632;0,784544;1,03664;
Q18688(62);20,4347;19,921;19,6114;20,2446;25,4794;24,4367;24,0379;21,3521;2,24734;0,0184624;-3,77358;-4,20442;+
Q18688(448);22,2107;23,1063;23,0159;22,6518;24,7101;26,1501;25,278;26,896;2,92547;0,00505122;-3,01238;-5,76597;+
W6RS06(197);20,3362;18,0368;18,6665;16,52;18,9141;19,4669;20,6395;21,2517;0,889937;0,205879;-1,67817;-1,76029;
W6RS06(275);18,72;19,1669;18,4825;19,3664;30,3458;30,9144;29,7087;27,1904;4,80406;0,00125926;-10,6059;-12,5443;+
Q18739(109);19,084;18,2201;20,3992;20,8946;17,2566;19,7236;19,1929;19,4514;0,393228;0,48399;0,743332;0,896813;
Q18739(137);19,9298;19,476;20,2052;20,1864;21,7892;18,55;21,5011;20,4132;0,350698;0,524316;-0,614052;-0,815457;
Q18739(98);17,4891;21,2188;19,1419;19,1868;21,9595;20,91;21,629;19,4293;0,924299;0,195766;-1,72277;-1,81744;
Q18742(19);19,9193;18,6817;18,664;18,4733;20,5171;19,228;19,1748;19,7113;0,788691;0,244539;-0,723204;-1,5912;
Q18742(55);21,1731;19,7756;18,3914;19,4285;22,0294;23,2496;21,9494;24,6712;2,05766;0,0260771;-3,28276;-3,8204;+
Q18771(6);24,1753;25,5915;25,2582;26,5138;26,135;25,6126;26,0926;26,1385;0,572316;0,356735;-0,609932;-1,22146;
Q18773(48);29,4046;27,468;27,4168;27,9786;20,7451;18,6596;20,9227;18,8689;4,45232;0,00153086;8,26795;10,9038;+
Q18787(108);22,1533;22,4664;22,8021;22,7128;21,7825;19,8606;20,0448;20,4277;2,32995;0,0158069;2,00474;4,37808;+
Q18787(36);21,3005;19,9655;21,2453;20,2594;23,1394;23,4628;24,807;22,7509;2,64032;0,0092093;-2,84735;-5,06947;+
Q18787(118);19,3401;18,3899;20,4697;19,2194;22,4716;22,0476;21,7519;24,5895;2,31996;0,0161196;-3,36035;-4,35687;+
Q18799(58);19,727;20,2365;20,0881;18,7555;21,3269;19,8425;19,5493;19,9172;0,385333;0,490863;-0,457215;-0,881864;
Q18799(59);18,5105;19,0918;20,9215;20,0602;20,5903;19,4638;20,7047;18,3493;0,0605283;0,890232;-0,13104;-0,17092;
Q18813(241);21,1806;19,9046;20,3302;20,9451;22,8121;20,887;20,884;20,1848;0,420379;0,461859;-0,601843;-0,947729;
Q18813(251);23,5508;22,9276;23,2229;23,0982;19,3833;20,9317;21,4485;19,5488;2,80067;0,00722376;2,87177;5,45331;+
Q18846(416);19,4213;21,0755;21,1359;18,0764;21,6425;19,9615;19,2248;20,3005;0,152328;0,736327;-0,355041;-0,398348;
Q18885(153);18,8527;21,4714;20,6072;19,0276;22,4407;24,148;22,9574;25,5532;2,16622;0,0208696;-3,78509;-4,03777;+
Q18885(25);20,1676;18,6378;20,2312;19,7026;19,9281;21,144;20,6899;20,3802;0,97171;0,177911;-0,850752;-1,8962;
Q18885(122);18,8487;19,9964;18,7648;19,8743;19,6057;20,7977;20,364;20,3432;1,16053;0,126138;-0,906597;-2,21047;
Q18885(129);20,178;20,3862;21,6963;20,3057;20,6052;18,4795;19,352;19,9957;0,909264;0,201818;1,03347;1,79244;
Q18885(12);18,1438;18,9993;17,441;20,9004;19,5607;19,0541;20,0532;20,9182;0,566549;0,359461;-1,02546;-1,21135;
Q18885(135);24,0899;25,4585;25,0765;25,5311;20,6609;20,8068;19,9017;21,4962;4,05287;0,00179021;4,32262;9,28014;+
Q18885(4);23,5222;22,1144;20,6031;22,2009;20,3842;21,6076;21,7019;23,5929;0,12079;0,780362;0,288516;0,323634;
Q18885(121);20,0572;18,6781;19,6071;17,6145;18,9916;20,2838;19,6309;20,9406;0,68785;0,292593;-0,97248;-1,42084;
Q18886(111);18,3151;19,6385;20,1991;17,8652;19,9175;21,4706;21,5959;20,2047;1,3759;0,0825353;-1,7927;-2,57445;
Q19007(210);20,3861;20,2147;18,6677;18,0068;19,5741;21,607;21,6252;19,4311;0,715872;0,281224;-1,24053;-1,46844;
Q19007(175);18,8748;21,3262;19,4652;21,1877;20,7871;21,4845;19,595;21,2404;0,320617;0,549005;-0,563278;-0,756574;
Q19015(48);21,4898;21,5764;20,5746;20,5183;23,0159;22,7717;22,2575;24,439;2,04865;0,026274;-2,08126;-3,80264;+
Q19015(54);21,4898;23,3989;24,6616;24,2024;23,0332;22,7717;23,099;23,2752;0,223057;0,647638;0,393432;0,555975;
Q19015(387);22,772;22,4558;21,7514;22,3372;22,9463;24,7563;24,7602;23,1658;1,58344;0,0587935;-1,57805;-2,93564;
Q19048(273);24,5788;24,3317;25,2906;24,7622;20,0889;19,9322;19,6757;19,4461;5,99297;0;4,95511;19,9931;+
Q19056(13);19,4664;20,0548;19,2027;16,9042;19,6574;19,7808;19,0627;21,1247;0,573637;0,356324;-0,999393;-1,22378;
Q19063(110);24,4186;24,2247;23,8512;24,6333;20,3835;19,2685;19,1949;19,027;5,02977;0,00194286;4,81349;13,7155;+
Q19064(92);20,1137;20,441;19,8553;18,3844;21,7185;21,1874;19,7868;20,9873;1,03459;0,157289;-1,22142;-2,00063;
Q19102(51);20,9745;18,4766;17,245;19,7608;19,2816;21,352;18,9315;20,0657;0,35308;0,521992;-0,79352;-0,82007;
Q19102(8);20,7775;20,046;18,8541;20,3894;21,5436;21,0742;19,2128;20,5328;0,384042;0,49207;-0,574081;-0,879414;
Q19107(554);16,3866;21,332;21,1124;19,882;24,6138;23,7373;24,4072;23,674;2,04548;0,0263448;-4,42986;-3,79638;+
Q19107(276);20,4487;20,054;21,401;21,3206;22,0311;22,4166;23,1093;25,5207;1,56249;0,0613293;-2,46333;-2,8986;
Q19162(45);19,7353;18,4086;20,6386;18,4977;22,8182;22,1474;22,2293;21,3083;2,40665;0,0135925;-2,80573;-4,54304;+
Q19162(59);18,7618;18,1485;18,7156;18,5347;25,4756;24,6327;23,1595;23,1924;4,11524;0,00192481;-5,57492;-9,51841;+
Q19162(92);22,3179;21,9929;22,8631;22,2187;24,5455;24,9269;24,2879;24,9342;4,13266;0,0019845;-2,32549;-9,5859;+
Q19162(6);20,1288;19,5769;20,9497;18,9347;22,1836;24,2985;21,7645;22,6681;2,16866;0,0209264;-2,83116;-4,04273;+
Q19162(85);20,6721;19,1877;21,5155;18,2913;24,5253;22,5202;21,9693;23,7091;1,90509;0,0330604;-3,26434;-3,52501;+
Q19188(849);23,5535;23,0698;23,7742;23,0458;25,4046;24,8519;25,9902;25,6113;3,38973;0,00304319;-2,10366;-7,04935;+
Q19209(172);20,2613;19,5133;19,4795;20,0282;26,1867;27,1469;26,3837;26,2087;6,28483;0;-6,66095;-22,3921;+
Q19240(62);23,4087;22,7855;24,9996;23,6898;26,4981;26,261;26,7085;26,3924;2,92638;0,00507383;-2,7441;-5,76828;+
Q19240(67);21,3753;19,5101;20,0519;21,2438;20,1416;19,9401;19,1681;19,4138;0,871009;0,212516;0,879384;1,72877;
Q19257(139);18,4651;18,9182;20,9795;20,5799;18,8328;20,9559;20,6245;21,2853;0,361632;0,51426;-0,688981;-0,836573;
Q19257(35);18,0763;20,6737;19,079;19,1298;20,5276;21,3435;20,7106;21,8732;1,63765;0,0537084;-1,87399;-3,03218;
Q19276(52);20,1336;18,8918;19,4939;19,0141;20,7077;20,0424;19,7693;19,8317;1,02703;0,159354;-0,704399;-1,98807;
Q19289(155);29,138;27,7127;27,3692;28,5574;29,5599;29,0007;27,7796;29,4712;0,630133;0,322897;-0,75854;-1,32194;
Q19289(303);26,8412;26,6573;26,0802;27,0067;27,236;26,5665;26,2189;25,3657;0,284091;0,585608;0,299578;0,68335;
Q19289(128);18,7142;21,3562;19,2024;21,1234;18,4806;18,9277;18,521;20,0317;0,710959;0,283438;1,1088;1,46011;
Q19289(130);22,8677;23,1942;23,3848;23,6716;23,7729;23,943;24,9489;23,2346;0,887709;0,206837;-0,695308;-1,75658;
Q19289(206);22,9727;23,9084;23,1135;24,2425;24,3473;23,8591;24,8945;24,0578;0,985002;0,172769;-0,730385;-1,91827;
Q19289(228);27,8122;27,0038;27,9162;27,5714;26,0002;26,4567;25,871;24,2267;1,97988;0,0287138;1,93724;3,66839;+
Q19289(424);18,0529;19,8854;18,8447;19,0182;17,8935;19,7861;21,4079;19,7694;0,417469;0,464215;-0,763941;-0,942307;
Q19289(83);23,7453;22,8205;21,6205;23,3245;23,329;22,1243;23,0184;23,3896;0,0567757;0,895212;-0,0876193;-0,160899;
Q19289(316);22,1311;22,1152;21,5976;20,9136;17,7529;18,714;17,8813;18,9607;3,72217;0,00204651;3,36213;8,10234;+
Q19289(364);26,554;26,6379;27,8435;26,7113;25,7093;25,7195;25,5387;26,4976;1,5503;0,062243;1,07041;2,87709;
Q19289(80);20,8628;20,2014;22,1456;21,6882;17,9652;19,5911;20,0552;19,5914;1,64963;0,0527159;1,92379;3,05366;
Q19289(82);23,0295;23,6797;22,308;21,5057;20,7067;20,3442;21,3851;23,2837;0,729962;0,275117;1,20078;1,4923;
Q19289(5);22,0592;23,2243;23,288;22,538;23,4989;24,57;23,5974;25,471;1,47572;0,0716269;-1,50695;-2,74663;
Q19289(444);25,2263;24,5694;24,2869;27,1685;17,383;20,2117;18,2936;19,3689;3,45674;0,00280282;6,49848;7,25191;+
Q19289(266);19,966;20,0493;20,7801;17,9425;19,3252;20,4126;18,9832;18,7019;0,179307;0,700452;0,328778;0,459949;
Q19289(49);19,4577;21,5754;19,6988;20,6198;18,2398;19,3484;18,7903;18,9542;1,51507;0,0659511;1,50474;2,81525;
Q19289(122);23,3591;23,1418;23,2738;22,6479;18,2673;21,1147;21,0242;20,2392;2,30699;0,016271;2,94432;4,3294;+
Q19323(9);18,4676;19,0654;19,4002;17,9163;20,528;18,6769;20,6364;21,1837;1,28802;0,0980959;-1,54388;-2,42488;
Q19325(84);18,6184;19,9312;20,8122;19,1178;20,7144;19,8757;20,0867;20,0884;0,510479;0,39485;-0,571417;-1,11202;
Q19325(86);19,9442;19,4519;18,2277;20,474;23,6428;23,0616;21,016;21,4975;1,90798;0,0328256;-2,78002;-3,53051;+
Q19335(101);21,3349;20,7885;19,3344;18,9839;21,9782;20,102;18,5498;19,6306;0,0168218;0,972052;0,0452785;0,0496577;
Q19344(543);18,521;20,7168;20,3182;18,7208;20,0088;21,8752;21,1588;19,3924;0,629072;0,322682;-1,03962;-1,32011;
Q19360(280);17,9335;20,3892;21,0099;19,5111;19,4874;18,2889;17,8676;17,9376;0,864365;0,214752;1,31555;1,7177;
Q19366(366);19,8693;21,7914;19,2947;19,4382;21,7639;19,5797;20,3016;18,8273;0,00775847;0,986963;-0,0196962;-0,0231333;
Q19376(481);24,1417;26,2669;25,4248;26,3127;26,8092;26,4569;26,5952;22,9694;0,0577324;0,894445;-0,171143;-0,16346;
Q19442(239);20,2719;20,2099;19,1857;19,2547;20,1556;21,0682;18,5684;18,2664;0,110017;0,796276;0,215867;0,297362;
Q19446(275);18,5775;20,0783;20,9831;19,9202;20,0618;18,2621;20,0464;20,0317;0,167662;0,716509;0,289324;0,433603;
Q19478(174);20,3154;19,5276;19,4996;20,2369;21,3581;20,4299;19,3075;20,9346;0,581996;0,351564;-0,612647;-1,2384;
Q19545(1077);18,4766;20,5641;20,3374;19,9617;21,552;20,2577;20,4086;19,3363;0,367224;0,50842;-0,553669;-0,847318;
Q19573(269);19,1735;19,6012;20,1187;18,5867;24,5326;23,0915;21,4298;25,0625;2,49784;0,0123661;-4,15907;-4,74407;+
Q19573(259);25,6221;25,187;23,0358;25,588;25,9923;26,2139;24,9977;26,9622;0,797473;0,24027;-1,18327;-1,60592;
Q19577(153);20,3641;21,0802;20,3835;18,3587;18,6211;19,3863;19,149;19,2351;0,767504;0,253896;0,948735;1,5556;
Q19579(333);21,0422;20,8184;21,6729;19,886;19,2629;20,7812;19,6144;19,8215;1,03401;0,157201;0,984865;1,99968;
Q19579(228);19,9402;21,7798;21,3865;19,2582;19,1846;21,676;20,329;21,7227;0,0568157;0,895632;-0,136896;-0,161006;
Q19579(219);20,6748;20,1963;20,3735;21,2744;19,7097;20,6599;20,8449;17,8861;0,555402;0,366035;0,854629;1,19175;
Q19579(243);17,3796;20,0802;19,7348;21,8335;22,0035;19,8826;20,895;20,8157;0,518767;0,38933;-1,14215;-1,12683;
Q19625(98);26,0073;24,8359;24,7082;25,3429;22,6114;25,1112;24,894;23,6644;0,89528;0,204339;1,15332;1,76918;
Q19625(105);26,0073;24,8359;24,7082;25,3429;22,6114;25,1112;25,9725;23,6644;0,503597;0,399817;0,883691;1,09969;
Q19626(14);25,4924;25,5686;24,7904;25,7531;26,42;26,6541;24,1178;23,661;0,0850846;0,840685;0,187874;0,23492;
Q19680(361);17,8031;20,3348;19,6113;17,2021;23,9273;23,3902;24,999;24,4599;3,26707;0,00332558;-5,45629;-6,69048;+
Q19680(329);20,0489;21,1307;20,6356;21,0306;23,6614;23,3057;22,4711;24,7176;2,76839;0,00768279;-2,8275;-5,37448;+
Q19680(210);20,0843;20,9105;21,2365;19,96;21,2117;20,0561;19,0724;18,7131;0,573741;0,356467;0,784513;1,22396;
Q19743(69);19,9202;19,9357;20,9959;18,5164;21,218;20,7411;19,6968;20,1549;0,45124;0,438366;-0,610641;-1,00475;
Q19746(407);18,0663;19,748;19,1543;17,66;19,3392;21,6458;20,5987;20,9392;1,56072;0,061488;-1,97356;-2,89547;
Q19746(418);19,0707;20,3685;19,711;19,4857;19,7167;20,3665;18,4527;19,1786;0,184625;0,691357;0,230354;0,471865;
Q19746(409);19,1427;21,2583;20,0285;18,9791;19,6439;21,3981;20,5295;17,5009;0,0292686;0,952914;0,0840683;0,0852614;
Q19746(326);24,689;24,6004;24,0783;25,3697;26,7244;27,4036;25,8783;24,9873;1,42872;0,0767256;-1,56406;-2,66523;
Q19767(28);24,8315;24,3183;23,9333;24,026;24,4533;23,9569;23,2015;24,9165;0,130416;0,767856;0,145255;0,346773;
Q19767(50);25,1563;24,7956;23,8914;25,9776;26,8061;26,2176;26,2996;26,224;1,70204;0,0473879;-1,43161;-3,14825;+
Q19775(175);18,4286;21,281;20,3999;18,7703;19,3226;21,3281;19,7788;19,284;0,0916619;0,827203;-0,208413;-0,251627;
Q19796(397);18,4643;19,9719;18,3875;21,3616;21,9306;19,7796;20,1645;19,4166;0,375381;0,499906;-0,776498;-0,862925;
Q19825(447);18,4685;19,6012;21,2489;20,2701;25,7003;24,3213;24,0789;24,3541;3,31698;0,00305296;-4,71646;-6,8347;+
Q19826(78);23,8649;23,6059;23,1742;23,2665;23,0814;22,5528;22,4696;20,2438;1,12053;0,135679;1,39099;2,14367;
Q19843(83);19,1436;20,21;18,8603;18,9017;20,783;19,7996;19,5012;19,6784;0,762622;0,25669;-0,661645;-1,54739;
Q19869(83);18,7281;20,4302;20,7709;20,7198;19,1898;19,2292;21,5149;21,4249;0,0786414;0,854022;-0,177462;-0,218382;
Q19872(124);23,699;24,7126;26,2158;24,2844;21,721;20,4441;21,1516;17,9663;2,37167;0,0145972;4,4072;4,46735;+
Q19895(87);17,7665;21,8237;19,7333;21,64;19,3694;20,4773;20,5021;20,6416;0,00225521;0,995771;-0,00673437;-0,00676634;
Q19895(59);20,4031;21,8102;21,8789;21,0468;20,7565;22,6565;23,3391;23,5593;0,902102;0,203789;-1,29313;-1,78053;
Q19907(224);23,6841;22,7601;24,5056;22,9731;22,4691;22,2203;24,7121;19,7892;0,500567;0,401937;1,18304;1,09425;
Q19932(435);21,0391;19,8263;21,1712;20,5371;20,8948;18,7827;20,0669;20,9278;0,347062;0,526015;0,475338;0,808402;
Q19949(8);19,2168;19,805;20,1315;19,8931;19,9652;19,7355;19,6016;20,9069;0,355011;0,520092;-0,290707;-0,823804;
Q19949(300);20,0175;20,4651;21,531;17,6722;25,0484;23,1754;22,3596;24,2836;2,03025;0,0265196;-3,79531;-3,76648;+
Q19952(56);19,0999;19,6523;21,0193;16,9205;20,9832;21,0865;21,1483;19,9933;0,92687;0,19478;-1,62985;-1,82171;
Q19952(81);18,1147;20,5441;20,3488;20,4601;19,535;19,9935;19,0636;18,7246;0,358427;0,517117;0,537771;0,830399;
