ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value N2_d15_N2_d10;Student's T-test q-value N2_d15_N2_d10; Student's T-test Difference N2_d15_N2_d10;Student's T-test Test statistic N2_d15_N2_d10;Sign p-val: 0.05 
P46563;19,9006;19,4373;19,3413;19,756;19,258;18,8575;18,2711;19,7736;0,826546;0,0484433;0,568765;1,65458;+
P46576;15,1813;14,9193;15,3666;15,8249;16,9971;16,488;16,7874;17,3055;3,05833;5,99E-05;-1,57148;-6,11308;+
P46577;15,7726;15,2291;15,307;15,4067;16,3917;15,9505;16,1236;16,4915;2,47751;0,000627027;-0,81045;-4,69878;+
P46580;14,5281;14,1447;13,9691;14,7887;17,2633;16,6412;12,8113;16,9037;0,714423;0,0678501;-1,5472;-1,46599;
P46582;12,558;11,9952;12,3438;12,7908;15,3944;15,2621;15,1764;16,255;4,31474;0;-3,10003;-10,3177;+
P46769;18,2572;17,9224;18,1842;18,1146;19,4767;18,133;19,2703;19,6363;1,56425;0,00635768;-1,00946;-2,9017;+
P46822;16,3281;16,0866;16,3191;16,6992;17,4361;17,6105;17,7415;19,181;2,08998;0,00172951;-1,63403;-3,88445;+
P46975;16,2376;16,6092;16,85;16,4491;17,4198;18,0509;17,6733;19,5424;1,7967;0,00328602;-1,6351;-3,32175;+
P47207;18,2582;18,4251;18,3004;18,7161;19,4065;19,4236;19,2882;19,2859;3,81985;0;-0,926113;-8,43588;+
P47208;16,9558;16,8096;16,9792;17,208;16,8284;16,6955;17,2195;17,9183;0,252673;0,325933;-0,177285;-0,618643;
P47209;16,4335;16,6467;16,5273;16,4393;15,9644;16,6508;16,3793;17,2441;0,0623145;0,758589;-0,0479348;-0,175667;
P47991;19,018;19,711;19,6483;19,2534;19,7947;20,1936;20,2914;19,5308;1,18655;0,0177156;-0,544922;-2,25403;+
P48053;16,6285;16,8415;16,6992;16,7569;17,7838;16,8145;16,6;18,3056;0,787724;0,0546247;-0,644413;-1,58957;
P48150;18,2262;17,2958;16,9157;17,6412;18,359;18,5293;19,2654;19,6073;1,8874;0,0027058;-1,42052;-3,49148;+
P48152;18,1225;18,4264;18,1497;18,784;19,3044;19,1861;19,5026;20,2942;2,19539;0,00123894;-1,20116;-4,09727;+
P48154;19,0707;19,7609;19,3822;19,9023;20,0246;20,0161;20,0029;19,6986;1,02947;0,0273304;-0,406555;-1,99214;+
P48156;18,1623;17,69;18,3776;18,3335;16,5277;15,8848;17,8532;17,455;1,36872;0,0107148;1,21067;2,56217;+
P48158;18,6488;19,1756;19,1732;19,3401;20,7358;21,0153;21,4662;21,7699;3,64943;0;-2,16236;-7,86133;+
P48162;17,7834;16,9452;17,5851;17,7045;17,374;14,8629;17,2939;16,0869;0,894622;0,0400529;1,10011;1,76809;+
P48166;16,5727;17,3957;17,3436;17,3887;16,0349;15,9745;15,2566;17,4591;1,01941;0,0280372;0,993883;1,97541;+
P48376;15,1125;14,7644;15,0461;15,0741;16,7839;16,8309;16,7771;17,697;3,82962;0;-2,02296;-8,46988;+
P48727;17,0266;17,0261;17,0096;16,906;18,2351;17,5724;18,0105;17,6881;2,9165;0,000148623;-0,884385;-5,74306;+
P49029;16,5203;16,6437;16,5542;16,8409;16,6351;15,4034;15,8236;19,2245;0,0539872;0,789476;-0,131878;-0,153408;
P49041;18,5462;18,5139;18,3641;18,7176;18,5634;17,5763;19,4897;19,3921;0,19196;0,421482;-0,219895;-0,488184;
P49049;16,7231;16,5873;16,096;17,1238;16,5972;17,1207;17,3947;17,1303;0,785758;0,0548233;-0,428163;-1,58627;
P49180;17,3913;17,8927;17,5945;17,3358;19,4179;19,9126;16,4635;20,1263;0,827705;0,0483503;-1,42651;-1,65652;+
P49181;18,4988;17,9242;18,014;18,0632;15,5979;16,3929;15,3488;17,042;2,60594;0,000484076;2,02966;4,98965;+
P49191;15,1548;14,4616;13,8589;14,55;14,2694;14,6564;15,265;14,7503;0,284025;0,286883;-0,228963;-0,683216;
P49196;17,0512;17,7296;16,7411;17,1876;16,5897;17,3924;17,2828;18,9464;0,290915;0,279432;-0,37543;-0,697186;
P49197;19,7558;19,138;18,6204;19,6205;20,7143;20,208;19,8405;20,7528;1,7539;0,003741;-1,09526;-3,24285;+
P49391;15,9402;14,4274;13,9621;15,4874;14,0333;14,1779;13,9707;14,5774;0,793555;0,053707;0,76441;1,59935;
P49404;15,4161;15,2897;15,799;15,6154;15,3167;16,1216;15,6685;16,2696;0,608538;0,093387;-0,314093;-1,28459;
P49405;18,5753;18,4855;18,3972;18,5103;18,6887;18,3224;18,024;19,806;0,223686;0,368851;-0,218174;-0,557324;
P49583;15,955;15,4577;15,6046;15,9152;17,5382;17,2759;17,2239;18,0367;3,70864;0;-1,78557;-8,05703;+
P49594;14,2596;14,0516;14,3556;14,7355;16,1193;15,815;16,0843;16,9633;3,23618;6,89E-05;-1,89487;-6,60246;+
P49595;17,4208;17,4041;17,504;17,7715;18,0938;18,2613;18,4566;19,1006;2,16497;0,00141941;-0,952942;-4,03523;+
P49596;17,8495;17,4717;17,6258;17,6879;18,4265;17,7768;17,873;18,4647;1,28721;0,0134704;-0,476542;-2,4235;+
P49713;15,3554;14,8201;15,4065;15,2237;15,8078;14,6509;16,083;16,2407;0,611292;0,0924107;-0,494197;-1,28937;
P49958;15,0214;14,0511;13,969;15,1853;14,5136;14,3781;14,2745;14,9942;0,0157773;0,935006;0,0165722;0,0466274;
P50093;18,5341;18,671;18,5882;18,6621;18,8827;18,8332;19,6496;19,2444;1,50843;0,00735146;-0,53864;-2,80364;+
P50140;19,0457;19,3483;19,2834;19,4741;20,595;20,9828;20,3876;21,094;3,64823;0;-1,477;-7,8574;+
P50305;17,5992;17,3226;16,7572;17,5904;17,4245;17,7619;17,9121;18,2617;1,02693;0,0275308;-0,522671;-1,98792;+
P50306;17,1488;16,1777;16,6831;16,54;19,5131;19,1101;19,5211;19,5583;4,75114;0;-2,78826;-12,2837;+
P50432;17,6594;17,9488;17,7651;18,4619;18,1971;18,0019;18,6942;18,7737;0,894463;0,0400507;-0,457913;-1,76782;+
P50464;12,3587;13,2764;13,184;13,0945;13,8487;14,0255;14,3742;15,1239;2,08766;0,00172603;-1,36468;-3,87985;+
P50880;18,6414;18,7931;19,3458;18,8947;19,0815;19,1631;19,8895;19,2333;0,894707;0,0400518;-0,4231;-1,76823;+
P51403;19,2442;19,7912;19,9011;19,9434;19,9683;20,2946;21,0404;20,5958;1,44897;0,00860742;-0,754812;-2,70021;+
P51404;18,5711;18,6913;18,6296;17,929;18,9569;19,6196;19,8906;19,2545;1,94571;0,00236384;-0,975173;-3,60256;+
P51485;11,7173;12,171;12,218;12,6857;14,3175;14,3536;14,4603;15,1276;3,87397;0;-2,36676;-8,62571;+
P51559;12,5738;12,1717;12,3391;12,4055;14,316;14,1192;14,4633;15,1402;3,98483;0;-2,13713;-9,02629;+
P51875;17,2332;17,0928;17,1719;17,528;19,3375;19,0372;19,1436;20,4248;3,26888;4,39E-05;-2,22934;-6,69567;+
P52009;17,6617;16,881;16,8741;17,6024;18,7509;18,3833;18,4927;18,8912;2,84392;0,000262614;-1,37473;-5,56024;+
P52011;17,754;18,2596;18,3964;18,101;19,9763;20,3609;19,3545;19,5481;3,15256;6,48E-05;-1,68219;-6,36872;+
P52012;13,8088;13,9199;13,7082;14,7034;14,1296;14,0842;13,6514;15,0529;0,207624;0,394424;-0,194441;-0,522603;
P52013;18,1899;18,5975;18,6316;18,4196;18,781;19,7342;18,9371;19,7399;1,64823;0,004908;-0,83841;-3,05115;+
P52014;15,3811;17,5924;17,7835;15,2017;11,7282;14,3618;14,61;14,81;1,39551;0,00991794;2,61216;2,60808;+
P52015;20,5918;20,8091;20,7878;20,7887;21,9599;22,4456;21,979;22,2388;4,51127;0;-1,4115;-11,1641;+
P52017;15,1619;14,7177;14,552;15,388;16,2992;16,1399;16,7187;15,5562;2,12907;0,00159901;-1,2236;-3,96268;+
P52018;16,103;15,3542;15,2568;15,6488;14,2374;14,3703;14,2962;15,1528;2,02472;0,00195695;1,07651;3,75565;+
P52057;15,1712;15,3666;14,8785;14,7231;17,1821;17,2602;16,8446;17,5179;4,43175;0;-2,16636;-10,8143;+
P52275;20,7096;20,9445;20,6205;20,7202;20,2141;20,4853;20,2686;19,1594;1,2458;0,0150773;0,716835;2,35357;+
P52478;14,9203;15,3159;14,9133;16,0984;14,2029;14,1622;13,9248;15,1543;1,29996;0,0130059;0,950922;2,44509;+
P52554;16,7042;16,6319;16,4954;16,9135;18,293;18,4431;18,579;18,7323;5,12651;0;-1,82559;-14,2484;+
P52652;14,861;15,0847;14,5411;15,0383;16,1602;16,6667;16,0294;17,6347;2,40028;0,000725389;-1,7415;-4,5292;+
P52709;17,1614;17,1319;17,0819;17,7018;17,982;18,1573;18,0503;18,7887;2,2205;0,00117577;-0,97531;-4,14887;+
P52713;19,3436;19,8471;19,5102;19,6961;22,1294;21,8995;20,9099;22,0532;3,39719;0;-2,14875;-7,07167;+
P52715;15,1399;15,0449;15,0093;15,3153;14,5173;13,1973;12,3372;15,0461;1,14198;0,0203556;1,35292;2,17947;+
P52716;14,6087;15,5455;15,4298;15,3769;16,795;16,8772;16,7467;17,2296;3,36435;0;-1,67192;-6,97386;+
P52717;20,1532;20,3108;20,3249;20,6744;20,0422;20,2794;20,1642;19,8469;1,01475;0,0283072;0,28267;1,96768;+
P52814;16,6495;16,7455;16,5822;16,7878;13,7134;14,0899;14,4089;14,6223;4,73506;0;2,48263;12,2055;+
P52819;18,8198;18,91;18,7809;18,5959;18,367;18,8797;18,2563;18,5734;0,850058;0,0455829;0,25757;1,69384;+
P52821;18,9855;18,746;18,4517;18,4106;14,3498;14,32;12,7292;14,4927;4,40163;0;4,67548;10,6844;+
P52872;16,5294;16,799;17,2237;17,3002;19,2686;19,0896;18,8474;19,3268;4,3026;0;-2,17004;-10,2673;+
P52879;16,0092;16,3345;14,6613;15,9039;14,3586;14,424;14,1015;14,5293;1,96201;0,00234991;1,37386;3,6339;+
P52899;17,547;17,4649;17,5632;17,6447;18,5123;18,5663;18,6331;18,893;4,67419;0;-1,09622;-11,9137;+
P53013;23,8761;23,7791;23,5294;23,6771;25,4107;25,5132;25,5752;25,0365;4,64604;0;-1,66847;-11,7809;+
P53014;21,7269;21,8169;21,8165;21,713;23,6703;23,5967;23,3155;23,4081;5,98599;0;-1,72936;-19,939;+
P53016;14,3766;14,4965;14,6286;13,3854;14,0234;14,1592;12,4211;14,7243;0,284455;0,286591;0,389752;0,68409;
P53439;15,9754;15,7214;16,4295;15,4672;17,0074;17,3893;17,1411;17,0851;2,89354;0,000187105;-1,25736;-5,68477;+
P53489;17,2042;16,6343;16,4202;16,8831;16,7625;16,4088;16,4698;16,9977;0,234059;0,352291;0,125741;0,579458;
P53585;17,6635;17,5082;17,3906;18,0906;17,8929;17,4219;17,9088;19,3805;0,49247;0,134251;-0,487807;-1,07969;
P53588;16,5662;16,3304;16,7155;16,4487;17,4735;17,4954;17,5557;18,2487;2,93648;0,000151239;-1,17815;-5,79417;+
P53589;15,7338;15,5717;15,6969;15,1741;16,061;15,964;16,2597;17,0279;1,54654;0,00666796;-0,78402;-2,87048;+
P53596;17,5993;17,668;17,6984;17,6855;18,896;19,3574;18,8738;19,6805;3,64867;0;-1,53915;-7,85885;+
P53703;14,6772;15,3118;15,2448;15,0499;17,1561;17,8185;15,4479;16,6929;1,77629;0,00356934;-1,70794;-3,28403;+
P53795;17,0955;16,8766;16,81;17,1211;15,5785;14,8961;15,0541;16,179;2,67806;0,000374589;1,54891;5,15808;+
P53993;13,7518;14,4443;13,3671;13,8523;14,4699;14,2775;14,4318;15,0999;1,32672;0,0119534;-0,715873;-2,49053;+
P54002;13,8835;13,4554;13,6253;14,5943;14,2888;14,4449;14,33;14,4457;0,986079;0,0307263;-0,487731;-1,92006;+
P54216;18,0742;17,8654;17,9426;18,0327;20,0109;19,6809;19,1705;20,6398;3,05025;5,94E-05;-1,89681;-6,09155;+
P54412;18,9476;19,8956;19,5219;19,9266;19,5561;19,344;20,1881;19,8646;0,226864;0,36353;-0,165255;-0,56413;
P54688;13,7076;15,5796;15,2143;17,4983;14,8534;14,5002;17,5806;16,3093;0,109146;0,612584;-0,310905;-0,295221;
P54811;18,6693;18,4067;18,6411;18,7665;19,6646;19,029;19,084;19,2664;2,11412;0,00173198;-0,640062;-3,93267;+
P54812;19,0177;19,0434;19,1529;19,1202;19,4419;19,8252;19,8649;19,8463;3,1022;6,21E-05;-0,66104;-6,23111;+
P54813;14,0484;14,9127;15,18;15,053;15,8044;16,1806;16,3163;18,51;1,54659;0,00667011;-1,9043;-2,87056;+
P54815;14,6389;13,1859;12,6013;14,6432;13,9449;14,4142;14,2713;15,1477;0,544798;0,112937;-0,677212;-1,17304;
P54816;14,9618;13,945;14,5531;14,5929;17,2224;16,9716;17,4282;18,8027;3,27595;0;-3,09309;-6,71597;+
P54871;13,9846;14,5598;14,1804;15,1187;14,4301;14,0841;13,5101;14,8126;0,280289;0,29121;0,25167;0,675609;
P54889;14,6705;13,1409;12,9184;14,0028;13,392;16,0101;14,8752;14,8251;0,810399;0,0508695;-1,09246;-1,62757;
P55155;17,6703;18,3523;17,6331;18,6262;20,0278;19,9529;19,7393;20,0737;3,45567;0;-1,87799;-7,24864;+
P55216;17,9921;18,0876;17,6437;18,1336;18,2999;17,9229;17,6358;19,1679;0,360051;0,214281;-0,292375;-0,83353;
P55326;18,3692;18,1579;18,3154;18,2164;19,2146;19,1292;18,6689;19,6937;2,2626;0,000967742;-0,91186;-4,2362;+
P55853;19,9939;19,6499;19,9894;20,0337;22,4916;21,5457;21,3314;22,6232;3,06767;6,02E-05;-2,08126;-6,13808;+
P55954;16,5725;17,7316;17,4522;17,4998;18,9885;18,9042;18,1088;19,7762;2,06385;0,00181731;-1,6304;-3,83263;+
P55955;22,1895;22,4956;22,2685;22,8238;24,8573;25,0331;24,5445;24,7832;4,99371;0;-2,36017;-13,5217;+
P55956;17,5184;16,9054;17,463;17,7357;16,5457;16,3822;16,1473;16,6484;2,4732;0,000651982;0,97474;4,68921;+
P58798;16,1934;16,6396;16,4289;16,5458;16,738;17,0658;17,1203;16,8613;2,0311;0,00192389;-0,4944;-3,76816;+
P61866;18,9632;19,3646;18,8683;19,3174;20,8274;21,0838;20,808;20,8428;4,80316;0;-1,7621;-12,5399;+
P62784;20,7981;21,2437;20,4835;20,66;20,3625;21,0701;20,855;20,0547;0,315678;0,25356;0,210733;0,746787;
P80361;12,8862;14,0409;13,7288;13,5905;13,8264;14,3073;14,3034;15,0797;1,21148;0,0167337;-0,817595;-2,29584;+
P83351;15,7284;15,2865;15,1709;15,6558;16,7491;16,5676;16,6046;17,004;3,54708;0;-1,27094;-7,53252;+
P83386;15,7553;15,4068;15,415;15,5712;14,0846;14,0768;14,2847;15,1328;2,30776;0,000922802;1,14236;4,33104;+
P83388;12,1455;11,8471;12,1074;12,7855;14,3639;13,9927;14,4612;13,9574;3,78738;0;-1,97243;-8,32371;+
P90731;16,836;16,5758;16,406;17,1481;18,0007;17,4104;17,9606;19,6118;1,6191;0,00530475;-1,5044;-2,99903;+
P90732;15,064;14,6113;15,4784;14,6446;14,3696;14,3684;14,0996;15,1222;0,752855;0,0608661;0,459644;1,53094;
P90735;19,1618;19,1635;19,0591;19,4111;20,888;20,9568;21,0515;20,9701;6,18666;0;-1,76768;-21,5554;+
P90747;15,9525;14,6251;15,081;15,4791;16,9659;17,102;16,2467;18,3121;1,96872;0,00232863;-1,87221;-3,64683;+
P90762;18,4275;18,8871;18,8001;18,6665;18,4132;20,0422;18,4417;20,2109;0,536962;0,115803;-0,581715;-1,15918;
P90778;14,0202;11,8147;15,4599;14,7028;16,1094;14,7266;15,4444;16,7096;1,00727;0,0287884;-1,7481;-1,95525;+
P90779;12,9608;13,9114;16,4527;13,7386;14,2476;14,2283;13,524;14,0656;0,119863;0,58258;0,249506;0,321389;
P90780;12,3463;12,0483;12,2218;12,7725;14,5094;14,1871;13,7479;15,0302;3,19879;6,69E-05;-2,02144;-6,49714;+
P90781;12,0624;12,1605;12,2335;12,7497;14,4795;14,226;14,1891;14,4887;4,65154;0;-2,04427;-11,8067;+
P90786;15,7417;15,1342;15,5035;16,1268;16,8232;16,2029;16,3109;17,9471;1,42196;0,00926004;-1,19442;-2,65357;+
P90787;15,0595;14,322;15,5591;14,7563;14,4106;13,7468;14,206;15,0123;0,776195;0,0563924;0,580285;1,57021;
P90788;12,2097;12,1427;12,206;12,2191;14,1296;14,2978;14,0121;15,1087;3,93217;0;-2,19263;-8,83404;+
P90789;17,8514;17,3034;17,3465;17,527;18,8771;18,5086;18,422;19,6889;2,31423;0,000926108;-1,3671;-4,34472;+
P90790;15,1377;13,6282;14,8868;14,8103;14,0218;13,7491;14,3756;14,6944;0,463709;0,147997;0,405513;1,02756;
P90795;16,8836;16,3746;16,158;17,1684;17,7581;17,5991;17,5923;18,6883;1,95083;0,0023683;-1,26328;-3,61239;+
P90815;12,5562;12,0961;11,9778;12,5077;14,4504;14,2212;14,1082;13,8666;4,21616;0;-1,87713;-9,91547;+
P90829;15,3286;13,8281;14,3788;15,4488;15,7149;15,0519;14,9482;15,1299;0,500979;0,130526;-0,46517;-1,095;
P90838;12,6696;13,0005;13,38;13,2132;14,3885;14,4414;13,138;15,0588;1,48554;0,00790883;-1,19085;-2,7637;+
P90841;12,036;12,6158;12,9619;12,7425;13,8892;13,0578;13,0302;14,1295;1,45807;0,00835784;-0,937671;-2,71598;+
P90847;14,9943;11,2363;12,3592;13,8962;16,9031;18,2304;15,393;17,6166;2,048;0,00182278;-3,91425;-3,80135;+
P90849;16,6819;15,9878;16,0798;16,3758;18,0819;17,9987;17,9443;18,0977;4,44047;0;-1,74932;-10,8521;+
P90850;13,3022;13,5249;14,1482;13,6755;15,3279;15,133;14,6501;16,0779;2,4856;0,000540967;-1,63452;-4,71678;+
P90860;17,0865;16,7013;16,7277;17,1809;17,7088;17,5269;17,5716;18,4675;1,92095;0,00250279;-0,894598;-3,55521;+
P90861;14,6466;13,8662;14,733;14,5052;14,5968;16,0716;12,9443;17,2493;0,35154;0,220949;-0,77776;-0,817088;
P90862;12,3546;12,0007;12,1778;12,7427;14,1246;12,0826;14,4796;15,1335;1,2831;0,0137109;-1,63614;-2,41655;+
P90867;13,531;13,6954;14,4503;12,9946;14,0815;14,2548;14,3857;14,9154;1,1042;0,0224339;-0,741532;-2,11645;+
P90868;17,9578;18,0603;17,8607;18,4439;18,3982;18,6253;18,037;18,411;0,809641;0,0509431;-0,287245;-1,6263;
P90879;15,7518;16,1172;15,8082;15,9608;15,3743;17,5603;16,5603;15,3402;0,222853;0,369878;-0,299243;-0,555537;
P90889;17,1206;18,0987;18,0952;17,4203;14,057;14,0654;14,433;15,0479;4,15825;0;3,28291;9,68584;+
P90893;15,2214;14,9854;14,4699;14,8115;17,1733;16,627;17,3542;18,3589;3,14601;6,46E-05;-2,50627;-6,35068;+
P90897;15,5763;16,4378;16,5365;16,0737;15,9685;16,5113;16,5649;16,9886;0,541621;0,114143;-0,352222;-1,16743;
P90900;18,3574;18,2522;18,1737;18,8055;19,1912;19,0452;18,9707;19,5078;2,26182;0,000966899;-0,781565;-4,23457;+
P90901;18,3554;18,8289;18,5856;18,955;19,9668;19,654;19,9974;20,2106;3,46176;0;-1,27597;-7,26726;+
P90902;16,0406;14,3559;13,2461;13,7873;16,7406;16,4417;16,3709;16,8179;1,96257;0,00235169;-2,23531;-3,63499;+
P90904;14,1431;13,6832;13,5559;13,5406;16,1474;15,2631;15,3708;16,013;3,52214;0;-1,9679;-7,45417;+
P90915;14,1527;14,0638;14,778;15,0284;14,394;15,403;16,5707;15,8861;1,06729;0,0247527;-1,05773;-2,05501;+
P90916;16,6739;16,8811;16,6766;16,1436;17,9853;18,1036;17,8453;19,0516;2,71024;0,000351697;-1,65268;-5,23445;+
P90919;15,2493;14,2633;15,3921;14,7058;17,6175;18,0093;17,2477;18,0224;3,94052;0;-2,82156;-8,86428;+
P90920;13,4705;14,0896;13,8538;13,365;14,4357;14,4154;13,7947;14,5303;1,34244;0,01148;-0,599302;-2,51729;+
P90921;17,9158;18,3452;17,7355;18,349;18,5118;18,2516;18,5619;18,479;1,12551;0,0211575;-0,364703;-2,15197;+
P90922;12,3898;12,015;12,1495;12,7776;13,6125;14,4157;14,3391;14,7915;3,22466;6,80E-05;-1,95675;-6,56987;+
P90961;17,2608;17,1781;17,3221;16,9978;18,8271;18,7286;18,5313;19,2359;4,2348;0;-1,64104;-9,99042;+
P90970;12,3347;12,0481;12,3454;12,2011;14,4871;13,8734;14,3266;14,8532;4,2441;0;-2,15274;-10,028;+
P90978;16,6005;16,2026;16,2213;16,7477;18,196;17,4467;17,6557;19,0591;2,28243;0,000975395;-1,64638;-4,27769;+
P90980;15,8202;14,2894;13,837;16,1977;16,7823;16,3194;17,2433;17,6163;1,65065;0,00487955;-1,95427;-3,05549;+
P90983;18,5725;19,1741;16,4533;19,7021;16,7312;16,8533;16,5966;18,0214;0,923929;0,0369494;1,42487;1,81682;+
P90992;15,3703;15,8241;16,0562;15,8573;16,957;16,9493;17,1064;17,7622;2,96647;0,000155184;-1,41676;-5,87148;+
P90993;15,5661;15,139;15,2203;15,8105;16,4775;17,0344;16,7977;17,1814;3,22533;6,80E-05;-1,43875;-6,57174;+
P90994;16,3947;16,6685;17,2081;17,5403;18,0204;17,9781;18,1602;18,4929;2,27624;0,000972405;-1,20998;-4,26471;+
P91001;16,4227;16,9226;16,6941;16,4261;17,2731;16,5601;17,0996;17,5628;1,08902;0,0234072;-0,507543;-2,09117;+
P91013;13,1881;14,682;13,8626;13,6464;14,3609;16,6937;16,4232;14,9305;1,45715;0,00838774;-1,75728;-2,71438;+
P91017;15,2172;15,3043;15,6645;15,3859;15,9966;16,2076;15,78;15,3377;1,08597;0,0235531;-0,437482;-2,08609;+
P91020;17,4902;17,8317;17,7596;17,5137;18,2848;18,4767;16,988;18,467;0,503975;0,129309;-0,405314;-1,10037;
P91027;18,8502;18,2219;18,3029;18,9362;20,5526;20,6245;20,6917;20,7355;4,48074;0;-2,07329;-11,0286;+
P91038;17,8268;14,0321;15,0208;15,2778;16,7948;16,4836;17,034;17,2502;0,816659;0,0498458;-1,35126;-1,63805;+
P91079;14,7691;14,44;14,5471;14,4743;16,635;17,5714;16,6329;17,3633;4,17893;0;-2,49305;-9,7673;+
P91126;12,5426;12,3468;12,5505;13,2211;14,0731;14,3605;14,4016;14,5761;3,61493;0;-1,68761;-7,74919;+
P91127;17,2596;17,3133;17,3588;17,1357;17,4066;16,8529;16,6298;17,5966;0,255852;0,321377;0,145387;0,625269;
P91128;18,2889;19,4979;19,7478;19,2814;20,3066;20,7023;18,8034;21,4604;0,872243;0,0426702;-1,11416;-1,73083;+
P91130;15,9441;15,6427;14,9328;16,1088;16,5916;17,1961;17,1165;17,5506;2,36708;0,000782971;-1,45662;-4,45748;+
P91133;15,775;14,3328;13,6536;13,8008;15,9002;15,6388;15,1035;17,1222;1,27453;0,0139506;-1,55062;-2,40206;+
P91134;18,3966;17,9992;18,0999;18,7511;19,6306;19,4852;19,7598;20,6772;2,59457;0,000481775;-1,57651;-4,96344;+
P91137;13,703;13,1688;13,347;14,8773;17,501;15,9523;15,7332;18,0798;2,33704;0,000845173;-3,04252;-4,39317;+
P91148;15,3214;14,2469;14,9831;14,4649;16,3732;16,7929;17,115;17,5174;3,15603;6,49E-05;-2,19551;-6,37829;+
P91154;15,929;15,6548;15,8698;16,4381;14,4898;14,4469;14,4616;14,8858;3,41847;0;1,40191;7,13566;+
P91155;12,5761;11,357;10,2209;12,6984;14,2456;14,3852;14,4876;14,8489;2,45958;0,000645349;-2,77873;-4,65906;+
P91156;15,846;15,1676;15,6842;16,0473;16,6911;16,3375;16,0313;17,6008;1,34425;0,0114556;-0,978915;-2,52038;+
P91175;15,6891;15,0235;14,8669;15,3538;16,4251;16,0191;16,2176;17,5699;1,82536;0,00312994;-1,32458;-3,375;+
P91177;15,4838;14,5223;14,3756;15,1594;14,1048;14,2074;14,3053;14,7955;0,885195;0,041294;0,53199;1,7524;+
P91180;16,6175;16,4885;15,9985;17,0682;17,7186;17,344;17,8472;18,7369;2,00549;0,0021109;-1,36849;-3,71811;+
P91189;15,2234;13,2653;14,5848;14,6741;17,066;15,9963;16,4129;18,3674;2,04795;0,00182206;-2,52374;-3,80125;+
P91194;16,9809;16,5211;16,5461;16,9137;18,3155;18,053;18,7281;18,9966;3,49207;0;-1,78285;-7,3606;+
P91198;15,7581;15,2497;14,9426;14,5488;15,6304;15,9136;15,2656;17,4665;0,868556;0,0430583;-0,944207;-1,72468;+
P91207;16,1794;16,1229;16,7176;16,8651;19,4828;18,91;19,1057;19,642;4,51225;0;-2,8139;-11,1685;+
P91223;15,0304;15,0806;14,7838;15,6687;17,8805;17,544;18,236;18,0128;4,63426;0;-2,77745;-11,7257;+
P91230;16,8715;16,6229;16,7531;17,0987;17,3985;17,448;17,3126;18,5646;1,44925;0,00861279;-0,844426;-2,70071;+
P91237;15,3295;14,6566;14,9335;14,3965;14,3475;14,3553;14,0092;15,1436;0,541992;0,113993;0,365108;1,16808;
P91240;16,3409;16,1957;16,3812;16,7015;17,5783;17,6772;17,4038;18,0414;3,50516;0;-1,27034;-7,40122;+
P91243;16,3444;14,8284;14,8227;13,9993;15,6959;16,064;15,5622;15,9677;0,816965;0,0498215;-0,823755;-1,63856;+
P91249;12,4994;11,7516;12,3152;12,7545;14,3401;14,2597;14,3669;14,964;3,70533;0;-2,15251;-8,046;+
P91250;16,0542;16,509;16,8951;16,0126;16,9435;17,6126;17,4164;17,9009;2,04534;0,00181919;-1,10062;-3,79611;+
P91252;15,8938;15,9566;15,4136;16,3673;17,173;17,0415;17,5118;19,233;1,82206;0,00314062;-1,83197;-3,36884;+
P91253;17,0467;16,8166;17,1492;17,2041;17,7677;16,9197;18,7598;17,9955;1,08082;0,0237786;-0,806545;-2,07752;+
P91268;15,0357;14,2814;15,4995;15,2065;14,4693;13,851;14,3937;14,8229;0,969735;0,0322638;0,621543;1,89292;+
P91270;12,5452;12,1708;12,1493;12,8012;14,156;13,7022;14,4548;14,9257;3,12102;6,28E-05;-1,89305;-6,28226;+
P91276;16,4416;16,0787;16,2521;16,4128;17,2507;17,1138;17,199;17,6852;3,25699;4,33E-05;-1,0159;-6,66167;+
P91277;16,4705;16,1537;17,0056;19,4385;17,5149;17,3153;16,7045;19,052;0,163163;0,476951;-0,37957;-0,423329;
P91280;11,6292;12,2599;12,9465;12,7646;14,4846;14,4354;13,8262;14,9401;2,78467;0,000368298;-2,0215;-5,41413;+
P91283;19,2733;19,3573;19,3211;19,3839;20,3891;20,689;20,709;21,1854;3,8305;0;-1,40924;-8,47294;+
P91284;16,5236;16,3645;16,2397;17,0009;18,8096;19,0585;18,6615;18,7756;4,75471;0;-2,29413;-12,3011;+
P91302;17,4358;17,5384;17,6772;17,6286;16,7673;16,9475;16,2919;16,1908;2,76315;0,000363636;1,02062;5,36175;+
P91303;20,1096;19,3398;19,6598;20,0539;20,2687;20,3009;20,2801;20,7318;1,53068;0,00689225;-0,604593;-2,84261;+
P91306;18,2677;18,0951;18,0942;18,6603;18,7253;18,2825;18,4942;19,47;0,789868;0,0543582;-0,463658;-1,59317;
P91318;14,2394;14,5088;14,3113;13,7481;14,372;14,3312;13,7834;14,614;0,114001;0,598504;-0,0732477;-0,307124;
P91321;15,8774;15,803;15,778;15,1645;15,0792;15,635;15,8721;16,8136;0,192163;0,421053;-0,194254;-0,488633;
