ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value N2_d15_N2_d10;Student's T-test q-value N2_d15_N2_d10; Student's T-test Difference N2_d15_N2_d10;Student's T-test Test statistic N2_d15_N2_d10;Sign p-val: 0.05 
P91340;13,6679;13,9616;14,3426;13,9987;16,4065;17,0804;16,2709;18,1618;3,23103;6,82E-05;-2,98721;-6,58788;+
P91341;13,8129;14,534;13,7399;14,8215;13,8732;13,7203;14,0875;13,8896;0,562869;0,106971;0,33442;1,20489;
P91343;15,7156;15,2335;15,9768;15,4073;14,7384;14,4346;16,4508;14,2253;0,539978;0,114753;0,621037;1,16452;
P91344;16,8294;16,2991;16,6405;16,7234;17,2368;16,307;17,099;18,3505;0,695589;0,0719344;-0,625222;-1,43401;
P91349;15,6719;15,7009;15,7552;15,9805;16,0648;15,8764;15,376;15,4695;0,175569;0,453091;0,0804524;0,451531;
P91350;14,9327;14,8658;15,0524;15,4218;17,197;17,7601;16,6298;20,2278;1,9432;0,00235763;-2,88553;-3,59775;+
P91352;20,2168;20,0568;20,9812;19,8244;23,3996;24,2067;23,6198;22,1654;3,08786;6,14E-05;-3,07807;-6,19235;+
P91353;15,2021;14,6153;15,0434;15,7269;16,5888;16,6331;16,0485;17,0169;2,47241;0,000651026;-1,42489;-4,68746;+
P91354;14,9408;14,9362;15,6382;16,2646;15,691;16,2313;16,9814;17,3431;1,20265;0,0170143;-1,11675;-2,28102;+
P91372;18,2162;17,7462;18,487;18,0949;19,2979;18,8622;19,5611;20,1982;2,25173;0,000961872;-1,34378;-4,21355;+
P91373;14,6071;14,78;14,3057;14,5735;14,3767;15,8603;15,8558;14,1066;0,452385;0,153383;-0,483258;-1,00685;
P91374;18,5851;18,5951;18,9215;18,3265;18,366;18,7242;18,3736;18,7436;0,12883;0,558751;0,055213;0,342982;
P91375;15,9517;14,6302;12,155;14,4158;14,6145;15,0026;15,4831;16,3199;0,575515;0,102797;-1,06685;-1,22707;
P91390;16,0987;16,229;16,3492;16,785;18,2825;17,7797;17,652;18,6736;3,09584;6,18E-05;-1,73146;-6,21389;+
P91398;16,9572;16,6887;16,8776;17,2192;17,5001;17,0886;16,9634;17,9337;0,897954;0,0397618;-0,435762;-1,77363;+
P91401;15,1114;14,5815;14,1811;15,8049;13,9798;14,2615;14,4531;15,0193;0,552091;0,110561;0,491267;1,18592;
P91408;14,8211;15,3105;14,9407;16,0408;14,4574;14,3303;14,4853;14,3687;1,69296;0,00432938;0,867833;3,13178;+
P91409;15,3396;15,1904;15,0715;15,3117;14,4205;13,704;14,0087;14,9779;1,81997;0,00315857;0,950531;3,36494;+
P91416;12,3275;14,285;12,3054;9,90545;13,7092;15,4684;14,4729;15,6202;1,39428;0,00990884;-2,61184;-2,60595;+
P91423;18,0583;18,1621;18,3555;18,1097;20,4927;20,2786;20,2991;20,5612;6,396;0;-2,23653;-23,3781;+
P91427;17,9494;18,0235;18,3715;18,2768;19,3075;19,3832;19,2404;19,66;4,00763;0;-1,24247;-9,11066;+
P91430;15,9178;15,7639;16,1455;15,7803;13,7378;13,4712;14,423;14,6493;3,11809;6,26E-05;1,83153;6,27429;+
P91442;15,4021;14,7193;14,5082;15,8576;17,4483;16,6892;17,6794;18,184;2,78338;0,00036787;-2,37846;-5,41099;+
P91453;13,2181;14,5274;14,0417;14,2469;14,2042;15,1713;15,3323;16,3854;1,27059;0,0141134;-1,26477;-2,39539;+
P91454;13,5539;12,7983;14,2343;13,7367;15,3999;15,2101;15,3553;16,208;2,71918;0,00035327;-1,96253;-5,25583;+
P91455;15,5983;15,5105;15,5583;15,3323;16,6268;17,2834;17,1175;17,6795;3,51437;0;-1,67698;-7,42988;+
P91457;15,281;15,15;14,8092;15,4141;17,6605;17,5161;16,6576;18,2042;3,30086;0;-2,34604;-6,78785;+
P91477;16,6986;16,006;17,4973;16,8901;15,8995;18,1005;17,4815;19,417;0,560927;0,107651;-0,951605;-1,20148;
P91478;13,5476;16,7418;15,0466;18,6793;17,0131;16,4237;15,6567;16,1713;0,100541;0,63769;-0,312362;-0,27391;
P91482;12,5597;15,559;10,2206;12,8048;14,4219;13,932;14,1084;14,366;0,613769;0,0917122;-1,42102;-1,29366;
P91491;20,0759;19,2869;19,5261;19,8436;21,4054;21,143;20,9717;21,7835;3,24652;6,94E-05;-1,64281;-6,63183;+
P91494;15,0678;14,9457;14,5705;15,8012;16,5437;17,5138;16,4213;18,0575;2,31013;0,000924452;-2,03779;-4,33605;+
P91495;16,492;16,4063;16,5054;17,0356;17,1415;16,7754;17,2794;17,4365;1,46258;0,00828562;-0,548397;-2,72381;+
P91499;15,9781;15,0168;15,9754;14,9361;16,3547;14,7033;16,7042;17,7169;0,614598;0,0915058;-0,893185;-1,29509;
P91500;14,8759;15,2823;14,8201;16,2777;14,5007;14,3163;14,1785;14,7198;1,31958;0,0122639;0,885167;2,47839;+
P91502;16,7195;16,7061;16,4343;17,2576;17,6301;17,6005;17,6045;17,9541;2,5075;0,000454636;-0,91789;-4,76571;+
P91522;14,1059;13,6756;14,1024;14,7604;14,1579;14,0843;14,3486;14,9175;0,311203;0,257656;-0,215975;-0,737892;
P91529;15,2311;14,4799;14,7156;15,9408;18,8872;16,3941;16,3037;19,2073;1,66424;0,00468165;-2,60621;-3,07993;+
P91544;14,2703;10,6835;12,9485;15,0114;15,5655;14,6052;16,8528;15,8119;1,24325;0,0151765;-2,48043;-2,34927;+
P91821;12,5414;11,9384;12,2506;12,6117;14,3691;14,0699;13,7871;14,9515;3,26698;4,38E-05;-1,95887;-6,69024;+
P91844;16,9034;16,7201;16,808;17,1159;18,0818;17,983;17,8742;19,0886;2,46675;0,000650073;-1,37008;-4,67493;+
P91856;16,2267;16,1387;16,4797;16,5817;18,0557;17,5494;17,6556;18,5466;3,16541;6,54E-05;-1,59512;-6,40422;+
P91857;16,3852;16,1352;16,3165;17,0959;18,7627;18,5183;18,5625;18,7045;4,19955;0;-2,15378;-9,84912;+
P91859;18,4694;18,0745;18,4181;18,4687;19,8323;19,6832;19,9463;19,8166;4,96514;0;-1,46193;-13,37;+
P91871;16,9569;16,8362;17,0247;16,535;17,941;17,9839;18,3978;18,1841;3,85272;0;-1,28851;-8,55075;+
P91910;16,2466;16,3071;15,9701;16,5346;17,1746;17,6578;17,2889;18,3787;2,4357;0,000679426;-1,36043;-4,60649;+
P91913;19,1203;19,9737;19,6862;19,6642;19,3903;19,4971;19,6702;19,8935;0,00268295;0,989138;-0,00168419;-0,00804575;
P91914;16,635;16,3166;16,6262;17,024;17,6803;15,8827;14,3619;21,0745;0,158671;0,487373;-0,5994;-0,413012;
P91917;17,5805;17,413;17,691;17,7259;19,1081;19,0059;19,3668;19,9915;3,5697;0;-1,76546;-7,60418;+
P91918;17,1912;16,6709;16,9131;18,2862;18,4697;18,778;18,32;18,2746;1,72725;0,00391218;-1,19521;-3,1941;+
P91982;14,1423;14,6026;14,3482;13,4934;14,4021;14,1535;14,1084;14,8328;0,33572;0,234789;-0,227625;-0,786287;
P91988;16,7603;16,3801;16,1195;16,1959;15,7538;15,5279;15,9176;15,8877;1,90196;0,00267455;0,592206;3,51907;+
P91991;20,712;21,1612;20,9876;21,1045;14,4378;14,3633;14,1851;15,1042;6,93731;0;6,46874;28,8227;+
P91997;16,0676;15,6513;16,3046;16,1021;16,3601;15,6651;17,1392;15,4485;0,111221;0,606693;-0,12185;-0,300319;
P91998;14,1942;14,6158;14,4699;14,8042;15,4679;15,9882;15,6812;15,5495;3,26586;4,38E-05;-1,1507;-6,68702;+
P92005;18,0942;17,4986;17,8866;18,3202;18,6902;18,1709;18,5063;19,1218;1,35938;0,0109827;-0,672412;-2,5462;+
P92016;12,3941;11,797;12,2653;12,5757;13,5687;14,0239;14,2927;14,9086;3,00019;0,000101162;-1,94044;-5,95933;+
P92020;15,4167;14,489;14,999;15,5829;16,758;17,4247;17,5099;18,2014;3,06819;6,03E-05;-2,35161;-6,13946;+
P92186;14,9662;14,4377;14,6823;14,7275;16,7935;17,3423;16,9385;16,6686;4,74709;0;-2,2323;-12,2639;+
P92199;13,3878;14,2281;13,9596;14,567;15,2093;14,7762;15,2881;16,5748;1,67309;0,00458661;-1,42647;-3,09588;+
P98060;15,0058;14,5693;15,1179;15,4447;16,0073;15,336;15,1981;16,7899;1,01088;0,0286245;-0,7984;-1,96126;+
P98080;19,1533;19,3806;19,4246;19,3366;20,0813;20,3153;20,0586;20,1723;4,23703;0;-0,833099;-9,99943;+
Q01630;15,022;14,964;15,2816;14,3369;16,6476;14,3922;15,5089;15,6784;0,618351;0,0904263;-0,655646;-1,30159;
Q02328;15,3425;15,1419;15,1147;15,1046;15,8728;15,8385;15,0548;16,2998;1,16945;0,0184362;-0,59054;-2,22539;+
Q02331;9,46378;12,5222;11,5511;12,5021;13,2595;14,4485;14,2742;14,7353;1,83429;0,00309728;-2,66955;-3,39165;+
Q02332;14,0082;12,9998;13,1794;13,4244;15,9484;15,1232;15,5242;15,8317;3,59466;0;-2,20392;-7,68392;+
Q02335;15,2779;14,4461;14,7843;15,8598;17,017;16,8104;16,8768;16,8478;2,92915;0,000149968;-1,79601;-5,77539;+
Q03206;16,386;17,2434;16,9036;17,1423;17,5384;18,1918;18,6376;17,4114;1,60387;0,0056273;-1,02597;-2,9719;+
Q03560;13,011;12,2653;12,3169;12,5163;14,5117;14,1915;14,1346;14,8953;3,63422;0;-1,90587;-7,81173;+
Q03564;12,8822;13,0695;13,1318;13,5288;15,2312;14,4841;13,7205;16,8688;1,50815;0,0073491;-1,9231;-2,80315;+
Q03565;18,8587;18,2635;18,2571;18,2525;19,4161;19,5188;19,4637;18,9878;2,54888;0,000465544;-0,938643;-4,85901;+
Q03567;16,2405;16,8562;16,284;16,2188;16,7837;16,9581;16,3434;18,2791;0,768807;0,0577442;-0,691187;-1,5578;
Q03569;14,7244;14,3382;13,8267;14,1771;14,3346;14,3012;14,2752;14,9703;0,35003;0,222293;-0,203723;-0,814162;
Q03575;18,2613;18,4557;18,5379;18,5678;19,9639;19,819;19,7908;19,7709;5,56211;0;-1,38048;-16,9026;+
Q03577;17,9429;17,8428;17,8791;17,787;18,3309;18,0927;18,657;19,3367;1,46308;0,00829082;-0,741398;-2,72467;+
Q03598;14,595;15,2397;15,1986;16,0198;17,3418;17,7597;17,5657;18,4016;3,29027;0;-2,50394;-6,7572;+
Q03604;17,4994;17,5211;17,5612;17,6096;17,6248;17,052;17,337;18,8928;0,170356;0,462396;-0,178809;-0,439729;
Q03606;15,7343;14,9442;14,5521;15,9842;14,4419;14,1846;14,6389;14,2635;1,41244;0,00946149;0,92148;2,63716;+
Q04457;14,6994;15,2008;14,5204;14,9381;17,9479;17,2684;18,2722;18,4178;4,38736;0;-3,13692;-10,6234;+
Q04833;15,6763;15,1026;15,6913;15,618;15,9528;16,6923;16,5713;18,0399;1,50609;0,00734676;-1,292;-2,79955;+
Q04907;12,5023;14,784;13,1787;14,3207;14,4788;14,3878;13,8689;15,17;0,635041;0,0861851;-0,779948;-1,3304;
Q04908;17,666;16,9945;16,9785;17,2604;17,3277;16,6001;16,9796;17,2116;0,373497;0,203336;0,195107;0,859327;
Q05036;18,0477;18,177;17,9466;18,5363;19,5934;19,6526;19,5833;19,8494;4,34699;0;-1,4928;-10,4524;+
Q05062;17,9137;17,3139;17,0878;17,6582;17,9463;17,0861;17,2895;17,2253;0,154358;0,496128;0,106613;0,403055;
Q06561;16,5391;16,3747;16,3695;16,7489;17,777;17,8497;17,8409;18,5415;3,51082;0;-1,49419;-7,41881;+
Q067X2;20,59;20,6743;20,8935;20,9027;20,5938;21,1811;20,6441;20,7919;0,0883944;0,673024;-0,0375948;-0,243349;
Q07085;16,6227;15,6243;13,6372;15,8702;17,433;18,778;17,4592;18,3474;1,92738;0,00248302;-2,56585;-3,56748;+
Q07749;17,2738;16,6571;16,7009;17,414;19,1592;18,9021;19,1717;19,6929;3,89229;0;-2,22002;-8,69081;+
Q07750;17,9809;18,0857;18,009;18,3951;19,6903;19,0049;18,5137;19,4574;2,04158;0,0018959;-1,04894;-3,78872;+
Q09165;17,5512;17,5523;17,5259;17,7048;19,1271;19,1563;18,9393;19,6536;4,32302;0;-1,63549;-10,3521;+
Q09214;15,0111;14,7532;14,2961;15,6656;16,4242;16,7968;15,8585;15,9601;1,99595;0,00209869;-1,32839;-3,69956;+
Q09215;12,5731;12,0851;12,2719;12,7144;14,3814;14,1761;14,0973;14,9442;3,79232;0;-1,98861;-8,34069;+
Q09216;19,2694;19,5779;19,1175;18,8128;17,9063;17,7553;17,5355;17,8448;3,69865;0;1,43393;8,02374;+
Q09217;14,9751;14,1935;14,444;15,4035;16,8802;16,4391;16,7077;17,5137;3,02133;5,86E-05;-2,13113;-6,01489;+
Q09218;14,2111;16,142;15,3063;12,7358;16,5971;16,1583;16,9975;17,0828;1,48028;0,00800758;-2,11014;-2,75455;+
Q09221;14,2412;13,6186;13,6383;14,9082;17,264;16,8234;17,1173;17,2852;4,06993;0;-3,02092;-9,34476;+
Q09225;16,0233;15,0743;15,1544;15,0453;15,6841;15,7514;15,8024;15,6391;0,834045;0,047754;-0,394942;-1,66711;+
Q09227;16,0037;16,3342;16,3895;17,0133;17,8457;17,7511;18,2922;17,2845;2,43399;0,000678452;-1,35819;-4,60275;+
Q09231;12,5039;12,1148;12,2457;12,4465;14,2302;13,4563;14,3826;15,0214;2,94814;0,000153439;-1,94489;-5,82412;+
Q09236;16,3065;16,1936;16,4458;16,8532;17,3558;17,464;17,551;18,1953;2,618;0,000467699;-1,19175;-5,01755;+
Q09237;16,8726;16,6781;16,7677;17,3339;17,4252;17,4532;17,6665;18,0352;1,95041;0,00236741;-0,731958;-3,61159;+
Q09238;16,8795;16,8225;16,8094;17,0662;17,3403;16,5513;16,2434;17,1379;0,107702;0,616975;0,0761757;0,291663;
Q09248;16,7444;16,5828;16,5001;16,8327;17,259;17,2872;17,2924;18,6886;1,43902;0,00876617;-0,966778;-2,683;+
Q09249;14,6735;15,0499;14,6703;13,2444;14,1325;13,5388;14,4669;14,7693;0,145451;0,517967;0,182669;0,382318;
Q09250;16,7059;16,8349;16,1828;16,4814;15,8743;15,7189;15,8644;17,9047;0,148235;0,510791;0,210653;0,388827;
Q09251;12,4565;12,1881;12,2455;12,49;14,3319;13,8916;13,4514;14,4006;3,43729;0;-1,67383;-7,19261;+
Q09253;15,5874;15,4241;15,9854;16,6696;16,7383;16,1758;16,6189;16,5482;1,03079;0,0271864;-0,603663;-1,99433;+
Q09254;17,2275;17,1179;16,7338;17,344;18,281;18,3834;18,5043;18,7209;3,81031;0;-1,36658;-8,40277;+
Q09261;16,0518;15,1325;13,4752;13,338;16,7692;15,9123;17,0468;17,9481;1,67437;0,00456277;-2,41974;-3,09819;+
Q09263;13,1999;13,5033;12,7342;13,8559;12,7117;14,2099;13,8294;15,0217;0,535895;0,116085;-0,61982;-1,15729;
Q09268;12,4677;12,1952;12,2724;12,7377;13,8474;14,2534;14,1773;14,9126;3,5065;0;-1,87942;-7,40539;+
Q09278;15,1005;14,6939;14,1323;15,1548;16,6594;17,3803;16,5409;16,3686;3,0387;5,91E-05;-1,9669;-6,06084;+
Q09279;12,4454;12,1761;11,7292;12,6544;14,1133;14,2993;14,4804;14,1021;4,01259;0;-1,99748;-9,12912;+
Q09285;17,3046;16,3765;16,62;16,4715;17,1809;17,6933;17,6463;18,0364;1,8686;0,00273387;-0,946125;-3,456;+
Q09289;17,6988;17,0527;17,264;17,3486;18,7655;18,788;18,5203;19,055;3,78501;0;-1,44121;-8,31557;+
Q09293;16,4491;17,7416;15,8235;16,544;14,5338;14,6983;14,6743;15,0441;2,42482;0,000676513;1,90191;4,58267;+
Q09294;12,4663;11,873;12,1406;12,7827;14,3067;14,2131;14,217;14,7807;3,87233;0;-2,06372;-8,61993;+
Q09297;14,9931;14,4185;14,2731;14,6671;17,2875;16,9422;17,2697;18,2696;3,89974;0;-2,85429;-8,71741;+
Q09299;12,4829;12,1321;10,7081;12,7029;14,5009;14,3005;13,6129;14,8798;2,36145;0,000837552;-2,31699;-4,44538;+
Q09309;12,5348;11,7477;11,6457;12,3404;14,3467;14,3283;13,9691;15,0876;3,49639;0;-2,36577;-7,37397;+
Q09313;12,5169;11,9766;11,9353;12,6571;14,1599;14,4244;14,4381;14,8516;4,0876;0;-2,19699;-9,41215;+
Q09318;14,8401;13,96;14,719;13,4996;13,3599;13,9509;14,2548;12,926;0,705177;0,0696697;0,631758;1,4503;
Q09320;13,1723;12,1906;12,8135;13,0186;14,1526;13,7254;13,0162;15,1046;1,31266;0,012524;-1,20094;-2,46664;+
Q09321;14,5176;14,8914;15,0581;15,2121;15,2452;15,9096;15,5348;17,2319;1,20708;0,0169112;-1,06059;-2,28845;+
Q09345;12,5175;11,4059;14,1187;12,7087;15,8845;16,0092;15,1175;16,3438;2,66634;0,000372955;-3,15102;-5,13045;+
Q09347;12,5281;12,1533;12,3137;12,1338;13,7297;14,1115;14,2296;15,1141;3,22386;6,79E-05;-2,01399;-6,5676;+
Q09349;14,2538;13,8458;14,2818;14,7684;13,9168;13,8192;14,4544;14,9718;0,00315403;0,987161;-0,00308776;-0,00945337;
Q09350;14,1468;13,8637;14,2471;13,8942;16,8545;16,7588;16,8119;17,564;5,07412;0;-2,95934;-13,9574;+
Q09353;14,1406;13,4121;13,4187;14,6002;15,9526;15,2811;14,3507;14,8732;1,47044;0,00817227;-1,22153;-2,73745;+
Q09359;16,404;15,5695;15,3844;16,3693;17,4599;17,7553;17,9359;17,1603;2,7042;0,000350916;-1,64603;-5,22008;+
Q09364;14,9289;15,0999;15,3401;15,2601;16,0876;16,0248;14,7024;16,3439;0,832383;0,047832;-0,632448;-1,66434;+
Q09365;16,8054;17,3739;17,3785;17,2566;19,2897;19,2835;20,4587;17,761;1,89335;0,00271276;-1,99458;-3,50276;+
Q09372;14,4548;14,818;13,889;14,4926;14,4298;14,4389;13,5646;14,3113;0,342295;0,229155;0,227415;0,799127;
Q09373;12,6904;13,2092;14,1007;14,2826;14,124;14,4165;14,1097;14,6629;0,975488;0,0315884;-0,757536;-1,90247;+
Q09374;13,2493;13,9578;13,588;14,3316;17,4058;16,3121;16,3225;17,7808;3,42885;0;-3,17364;-7,16702;+
Q09385;13,9102;13,4677;14,2257;13,614;15,686;15,5911;15,6432;15,9442;4,31414;0;-1,91172;-10,3152;+
Q09390;15,8597;15,3947;15,2157;16,341;14,685;17,1686;15,7079;17,2376;0,315631;0,253542;-0,496995;-0,746694;
Q09393;15,1879;15,0348;15,1255;15,4438;16,5015;16,493;16,3858;17,6543;2,60924;0,000485106;-1,56065;-4,99728;+
Q09395;12,4629;11,9912;10,838;12,6932;14,427;13,9855;14,157;14,9622;2,66853;0,000373362;-2,38662;-5,13561;+
Q09409;15,1859;13,1461;14,5511;13,1352;15,3215;14,5863;15,993;15,0412;1,07863;0,0239033;-1,23092;-2,07387;+
Q09411;15,0561;13,9641;14,7191;14,9054;16,0213;15,0378;15,7697;17,5777;1,30565;0,0128437;-1,44046;-2,45475;+
Q09412;13,3094;13,8684;13,8714;14,4487;16,3538;15,5222;16,0556;16,5394;3,3649;0;-2,2433;-6,9755;+
Q09422;16,6515;16,9148;17,291;15,9735;18,1917;17,6362;18,1737;18,8623;2,16207;0,00141764;-1,5083;-4,02934;+
Q09436;14,7609;14,3449;14,3881;14,8756;14,231;14,219;14,2142;15,0269;0,293911;0,27624;0,169652;0,703235;
Q09438;14,9637;15,6905;16,2443;15,3769;16,5248;17,5014;16,8203;14,8771;0,671643;0,0770879;-0,862084;-1,39319;
Q09441;12,5538;12,1908;12,3039;12,3331;14,5003;14,3315;13,7535;14,9819;3,60992;0;-2,0464;-7,73299;+
Q09442;15,9706;16,0259;16,3031;16,6752;17,8025;18,1572;17,4164;18,0326;3,3803;0;-1,60844;-7,02122;+
Q09444;17,0448;17,1658;16,6642;17,2451;18,1376;18,5312;18,7982;19,5664;2,72561;0,00035426;-1,72838;-5,27123;+
Q09450;16,5612;16,3157;15,8582;16,5325;17,477;16,5138;15,7896;17,0445;0,436577;0,162705;-0,389295;-0,977766;
Q09451;12,652;13,7538;13,6324;14,4627;14,0656;14,4282;14,0601;14,3982;0,786412;0,0547375;-0,612789;-1,58737;
Q09454;14,6474;15,1129;14,5821;14,0249;16,3356;15,2969;15,3975;16,1562;1,8898;0,00270778;-1,20475;-3,49603;+
Q09455;13,6127;14,0775;14,8599;13,8378;14,0505;14,0938;13,6782;14,857;0,0710038;0,729386;-0,072907;-0,198548;
Q09456;12,5653;11,704;12,297;12,4861;14,2351;13,9981;14,1701;14,4108;4,01274;0;-1,9404;-9,12968;+
Q09462;13,6054;13,0388;13,5426;13,5097;13,8445;13,8656;14,1687;14,8868;1,49559;0,007554;-0,767288;-2,78121;+
Q09464;15,0319;14,415;14,2308;15,5137;14,4215;14,3938;13,9699;14,5307;0,717935;0,0672743;0,468885;1,47194;
Q09474;15,4678;15,2288;15,1162;15,5154;17,1104;16,3908;16,4401;16,6079;3,3278;0;-1,30526;-6,86629;+
Q09475;17,3474;16,7437;17,1467;17,2275;17,7337;16,2785;17,0679;17,3181;0,0171141;0,93012;0,0168171;0,0505045;
Q09476;15,6688;15,5666;15,3942;16,5244;16,5422;17,2419;16,4292;17,2721;1,73805;0,0038319;-1,08286;-3,21381;+
Q09477;13,2467;13,941;13,0167;13,9585;14,0296;14,1074;14,382;15,1071;1,34275;0,0114678;-0,865793;-2,51783;+
Q09486;13,2124;14,1533;12,9974;14,423;16,9144;16,2335;16,0861;16,9674;3,3227;0;-2,8538;-6,85139;+
Q09489;16,7739;17,3155;17,0351;16,712;17,7324;19,9213;18,1865;19,7467;1,84739;0,00286597;-1,93759;-3,41617;+
Q09490;14,7654;15,6867;15,0549;15,8089;14,4163;14,2283;14,3957;14,7873;1,70471;0,00425442;0,872064;3,15308;+
Q09496;14,2497;14,513;15,3622;15,7552;15,7018;15,7611;15,5016;15,4887;0,905761;0,038974;-0,643288;-1,78662;+
Q09497;17,1505;16,176;16,1367;16,42;16,9872;17,3637;17,7772;18,1088;1,73694;0,00383058;-1,0884;-3,21178;+
Q09499;13,6474;13,1883;14,0362;13,4832;14,4948;15,0569;15,3873;14,9972;2,80488;0,000374408;-1,39528;-5,46367;+
Q09500;17,2249;17,0903;16,9588;16,7325;17,9109;18,0898;17,8282;18,0618;3,68132;0;-0,97104;-7,96622;+
Q09501;13,2139;13,3212;13,0945;13,0147;14,1723;13,247;14,2547;15,0113;1,47684;0,00803907;-1,01024;-2,74857;+
Q09508;17,6202;17,4093;17,7197;17,6626;18,5391;18,2895;18,5046;19,3789;2,29795;0,000963556;-1,07512;-4,31034;+
Q09509;13,6361;14,211;12,9282;14,9266;14,4403;13,7081;14,0952;15,0349;0,329385;0,240757;-0,394122;-0,773861;
Q09510;19,1202;18,4502;18,5937;18,9956;19,8577;19,7518;19,3646;20,3433;2,16989;0,00140008;-1,03943;-4,04522;+
Q09511;15,0209;14,7156;15,6314;15,6529;17,1026;17,5309;17,351;17,9856;3,54273;0;-2,23733;-7,5188;+
Q09512;15,647;15,446;15,2929;15,9755;16,697;16,4521;16,2922;17,6463;1,89455;0,00271376;-1,18149;-3,50503;+
Q09522;14,0482;14,7971;15,4976;13,6002;14,2558;13,5354;14,0151;15,1368;0,182174;0,439577;0,249993;0,466382;
Q09527;15,4647;15,4414;15,3032;15,8528;14,2913;13,7983;14,4343;15,0869;2,06195;0,00181586;1,11284;3,82887;+
Q09530;13,164;13,0005;13,0543;12,3815;15,7791;16,6623;15,51;15,9885;4,28457;0;-3,08495;-10,193;+
Q09531;15,5437;15,3153;15,2374;15,6053;17,4982;16,6875;16,7165;17,8133;2,98426;0,000100203;-1,75346;-5,91768;+
Q09533;19,0774;19,1226;19,0733;19,0252;19,0336;20,2812;18,8373;20,6447;0,669644;0,0775566;-0,624545;-1,38977;
Q09541;16,8069;16,6424;16,844;16,58;14,4504;14,4646;14,4234;14,5555;7,22338;0;2,24486;32,1872;+
Q09543;16,8582;17,1946;17,3988;17,489;17,714;17,6936;17,9093;19,0546;1,29025;0,0133503;-0,857708;-2,42865;+
Q09544;21,0134;21,168;21,1112;21,7054;21,1682;20,3738;21,0239;22,3987;0,00620362;0,973924;0,0083456;0,0185296;
Q09545;17,618;17,6103;17,6817;17,8058;16,9414;17,2083;17,3181;14,7391;0,940745;0,0350634;1,12722;1,84477;+
Q09551;12,4416;12,1609;12,3125;12,7309;14,382;13,9455;14,3477;14,3265;4,60933;0;-1,83894;-11,6098;+
Q09556;14,5958;13,8198;13,5315;13,4821;14,4343;14,2508;14,4722;14,8358;1,18422;0,0178188;-0,640933;-2,25011;+
Q09567;16,5695;17,0323;17,2613;17,2676;18,2932;18,8396;18,183;18,6027;3,20998;6,73E-05;-1,44693;-6,52851;+
Q09568;14,3354;14,0322;13,6519;12,8552;15,7056;15,6774;16,6664;16,7222;2,91201;0,000148433;-2,47422;-5,73164;+
Q09580;16,4704;16,6428;16,628;16,5723;17,992;17,6247;17,1391;18,2252;2,54966;0,000465781;-1,16684;-4,8608;+
Q09582;15,1515;14,7232;14,6796;15,1851;13,4161;15,4988;15,2738;17,327;0,219149;0,375184;-0,444078;-0,547573;
Q09583;17,1895;16,978;16,9258;17,4323;17,0709;16,6507;17,0565;17,4909;0,115294;0,594576;0,0641446;0,31028;
Q09584;17,6959;15,6919;15,4327;16,4316;16,562;15,6186;16,9725;18,3339;0,310636;0,258296;-0,558738;-0,736763;
Q09590;15,7618;15,6649;14,7356;15,3414;16,202;15,5809;16,4974;16,8771;1,36051;0,0109594;-0,913393;-2,54813;+
Q09591;14,4736;14,0718;14,2781;14,8491;14,3502;14,2745;13,8041;15,1327;0,0296721;0,880806;0,0277531;0,0864007;
Q09596;16,141;16,0943;16,1029;15,7093;15,5358;14,9896;15,955;15,1409;1,35471;0,0111033;0,606584;2,53822;+
Q09599;16,1771;16,256;16,3833;16,7281;17,6045;17,1944;17,3114;18,5213;2,10958;0,00172775;-1,27177;-3,92357;+
Q09600;12,4946;11,9935;12,2193;12,5805;13,9832;14,1341;14,1526;14,8164;3,84435;0;-1,94957;-8,52136;+
Q09601;15,713;15,027;15,1543;15,5017;13,7729;13,8393;14,4813;14,5728;2,39299;0,000724365;1,18244;4,5134;+
Q09603;15,6108;16,35;15,5335;16,3724;17,0531;15,15;16,7161;19,3492;0,57619;0,102661;-1,10043;-1,22825;
Q09607;17,6741;17,4432;17,6878;17,4213;17,4489;17,5193;17,2001;18,5332;0,149748;0,506974;-0,118765;-0,392351;
Q09610;18,9907;18,6515;19,0145;18,7862;15,9772;15,5381;16,1238;14,8502;4,43812;0;3,23845;10,8419;+
Q09614;12,4786;12,1302;11,9959;12,5552;14,411;13,7233;13,9554;14,9177;3,24242;6,93E-05;-1,96186;-6,62017;+
Q09622;16,4052;15,9646;15,9753;15,9693;16,7858;16,1846;16,8944;16,5907;1,51223;0,00729321;-0,535283;-2,81029;+
Q09629;15,8099;16,2985;16,3177;16,734;20,0025;18,1249;17,8218;20,8174;2,08305;0,00173934;-2,90164;-3,87068;+
Q09643;12,543;12,0273;12,2609;12,6744;14,0654;14,3303;14,3259;15,0061;3,77835;0;-2,05554;-8,29274;+
Q09644;15,2533;14,1354;13,7228;14,6026;15,2318;15,0581;15,3295;16,2866;1,29896;0,0130554;-1,04795;-2,44341;+
Q09646;13,4073;13,0887;13,2093;13,5178;14,4625;14,0086;14,2429;14,8383;2,77217;0,000365953;-1,08232;-5,38367;+
Q09652;14,8887;14,9157;14,4716;14,9463;16,5416;16,7547;16,863;17,1561;4,67239;0;-2,02328;-11,9051;+
