Proteins,eat2_d5_01,eat2_d5_02,eat2_d5_03,eat2_d5_04,eat2_d1_01,eat2_d1_02,eat2_d1_03,eat2_d1_04,eat2_d10_01,eat2_d10_02,eat2_d10_03,eat2_d10_04,eat2_d15_01,eat2_d15_02,eat2_d15_03,eat2_d15_04
G4S1A4,24.2867,23.9201,22.7945,21.9643,24.296,22.6981,23.4719,21.7269,21.4401,20.0601,21.1771,20.7819,21.0707,20.0703,21.6791,21.6224
G4S1A4,23.678,25.273,24.4337,24.7714,24.2557,25.7883,25.5714,25.1184,20.6017,20.9969,20.0707,19.232,20.8517,21.3959,21.2816,20.3051
G4S3P8,25.2203,24.4775,23.3842,25.9462,22.1278,22.9808,23.3795,23.0406,24.4314,23.938,24.1683,23.3203,21.3145,20.3924,20.6135,21.2163
Q20314,20.3129,20.4551,19.6915,21.7764,19.8769,19.8227,20.8505,21.088,20.7303,20.8137,20.6333,21.0189,21.7567,21.5087,20.7334,21.5691
G4SI07,20.2488,19.6437,21.7634,21.8999,23.5769,24.388,25.2703,23.1269,21.3425,19.9169,21.572,21.0847,21.4758,20.5714,21.023,20.5831
G4SI07,20.4669,21.6055,21.0779,19.9946,18.3496,21.4037,21.1458,20.1697,21.7031,20.217,22.6431,26.2076,21.5975,20.3775,21.3099,21.6495
G4SL51,21.02,20.7246,19.9142,20.4467,19.9513,21.9104,21.4921,20.2955,23.0649,24.0659,22.4,25.6043,20.6406,21.4308,21.3943,20.668
G4SLH0,23.6708,23.9676,23.524,24.0924,21.7835,24.5996,24.8666,23.9346,22.9139,22.476,22.9992,22.4683,19.6536,20.1357,20.188,20.6883
G4SLH0,19.8928,20.0542,20.8798,20.9977,20.4708,20.9035,21.6661,21.3508,21.4225,20.883,20.3487,21.2938,20.4811,21.1149,18.6789,21.4028
G4SLH0,21.0725,19.963,21.3875,21.2309,20.1354,21.4085,21.2647,19.6786,21.4188,21.3908,21.5906,18.9543,20.4948,21.1327,20.4976,20.7944
G4SLH0,21.0921,21.6247,21.3885,21.4803,25.8059,26.727,28.0567,27.77,20.0305,20.8962,21.5652,21.4413,21.0621,21.344,21.2815,21.2308
G4SLH0,24.2838,24.9995,24.3985,23.1974,24.2942,25.6289,26.6844,25.3033,24.0232,24.2058,25.7332,25.5777,25.8015,26.1338,27.8057,28.1513
G4SLH0,21.4082,21.5136,20.6191,19.8356,20.8491,21.6054,21.7083,20.0814,21.5074,20.5347,20.928,20.6755,22.0813,20.3171,20.6802,20.4823
G4SPY1,24.5208,24.4715,24.4088,25.9415,22.0083,23.8569,23.0159,23.4041,25.1092,23.3021,23.3497,25.9035,22.3323,24.7163,25.4314,23.9657
G4SRU7,20.5299,20.5978,21.7836,21.1957,22.8051,24.6733,23.6944,23.735,24.294,23.215,23.2031,27.3128,21.9204,20.5561,19.6473,21.6818
G5EBF0,23.9491,21.8735,23.263,23.4871,21.0169,22.8644,21.7492,21.5142,21.5645,21.0207,21.5325,21.173,21.7004,22.5378,23.341,23.3482
G5EBF3,20.425,21.061,18.9799,21.3475,22.4799,23.6809,23.7829,23.2607,20.953,21.259,21.0832,20.9878,27.3892,23.0048,22.2044,22.5566
G5EBF3,21.6074,21.567,21.0483,21.8078,20.9002,21.272,20.4751,21.4344,20.3221,21.0121,18.2571,19.2428,27.9958,29.1259,27.9943,29.1184
G5EBF3,21.018,19.8134,21.3622,21.1641,23.7034,25.4905,25.5832,25.269,20.21,20.4909,19.9259,19.3377,27.4315,27.0833,26.0691,27.699
G5EBF3,21.1373,20.816,19.9249,20.4861,20.0727,21.5761,21.0776,19.7939,21.2582,19.808,21.634,20.3556,26.8293,24.4629,24.8163,24.2459
G5EBF3,21.5021,21.8462,19.0956,21.5403,20.4578,20.576,21.6703,20.3629,21.8744,21.3014,21.0512,20.5618,22.3019,26.8085,25.9655,24.327
G5EBF3,23.6505,24.44,23.748,24.7331,20.171,20.4904,19.99,20.5098,24.7662,24.3367,24.7177,21.1204,27.4312,25.4729,25.7257,25.2647
G5EBF3,19.7654,20.0778,20.781,20.8316,19.7389,21.0516,21.8641,19.9408,21.9906,21.4411,20.2696,21.5749,22.9062,20.7042,19.3883,20.0104
G5EBF3,21.4815,24.0831,23.3699,23.6004,23.8578,24.3076,24.0987,23.4976,25.103,23.9145,24.4421,23.7156,21.4219,19.8419,21.0735,19.0517
G5EBF3,22.8804,23.1448,23.1065,24.5977,22.8904,23.3172,24.4485,23.0921,20.5829,20.2487,21.2415,20.9796,24.4716,23.2671,22.2498,23.0638
G5EBF3,22.9584,22.4429,21.9167,24.6607,22.1063,22.9959,22.7432,23.2599,22.5338,21.9166,21.2323,22.9916,26.2201,25.1668,24.6933,24.2404
G5EBF3,23.655,23.7981,23.824,24.2615,24.1621,22.9086,22.4579,23.0699,24.6522,23.1314,25.3758,23.7184,23.3287,25.3207,25.8379,24.261
G5EBF4,19.4251,19.5128,21.7319,21.8046,19.8797,21.1657,21.601,20.5923,24.0524,23.6398,23.246,20.9329,21.3204,21.101,21.485,19.6857
G5EGE0,21.4956,20.3226,21.6322,21.7666,20.2947,20.2666,20.895,21.2041,21.2036,21.5314,20.9069,20.7849,21.8123,20.4366,21.4944,20.6818
G5EBI0,22.53,25.2685,23.6602,23.6971,22.5647,21.8384,22.8298,21.2135,23.8344,22.8864,23.8078,25.7474,24.3373,25.4892,24.8489,24.4332
G5EBJ9,20.5964,21.5186,21.5156,19.1846,22.5199,24.2835,24.6204,22.076,20.8847,21.3552,21.0372,21.0042,21.3136,19.6528,21.2419,20.4213
G5EBJ9,21.3778,21.2975,21.6451,21.1418,21.0297,21.5343,21.5988,21.1243,21.0161,21.6608,22.294,22.0256,20.8737,21.1848,20.5911,21.5465
G5EBJ9,23.1115,22.3753,22.6648,22.8866,27.1258,25.5377,24.9788,24.1507,20.4075,19.4298,19.0337,21.4297,21.2497,21.4922,21.5901,21.3153
G5EBJ9,20.9768,21.6236,21.3514,20.3163,20.454,20.9897,21.4866,20.371,20.7013,20.3685,21.2592,21.3963,21.1165,21.4996,20.9996,21.6522
G5EBJ9,22.3224,22.5428,22.2775,22.4536,24.7154,25.342,25.4311,24.8503,20.5891,19.1029,20.2003,21.2874,21.1237,21.0945,20.1543,19.9623
G5EBK3,23.2904,24.9957,24.5369,25.5544,19.9665,20.7805,21.7457,20.6464,21.0461,19.3552,21.1366,20.9448,21.4374,20.2198,21.2326,20.7635
G5EBK3,20.1328,21.5526,21.2586,21.4192,21.083,23.1606,22.4863,23.451,22.9729,22.9496,24.2634,22.7268,21.965,20.403,20.8863,21.0408
G5EBK3,26.1703,23.9463,23.3969,24.5972,19.267,21.7226,20.5414,21.3299,21.047,19.458,21.4837,20.2791,21.7143,20.2563,21.8184,21.1028
G5EBK3,20.5152,20.3985,21.4987,19.9593,22.8239,22.6429,22.3694,22.352,19.8521,19.5987,21.6138,20.7857,21.3216,20.878,21.239,19.7854
G5EBK3,20.2235,20.4244,21.7729,21.6658,20.5679,21.3977,21.3494,21.281,19.4302,21.2923,21.2722,19.5308,20.2376,21.104,20.7594,19.987
G5EBK3,24.8449,24.2042,25.5465,25.1504,24.2089,24.9795,25.6138,23.6622,25.6878,23.4731,24.7889,22.7708,24.0923,25.419,26.5799,26.2978
G5EBK3,21.3515,25.157,23.2592,23.0711,24.1651,24.1078,23.0068,22.3108,23.893,22.6305,24.309,24.8158,21.3342,20.8368,21.0467,20.956
G5EBN9,25.1795,24.9133,24.205,25.2813,23.8414,24.7116,24.556,23.5842,24.3889,23.3178,24.1556,24.3386,23.7749,21.1172,22.3107,25.0444
G5EBN9,22.5823,24.0042,23.5973,23.2971,20.3232,21.3899,21.0213,20.8718,24.7458,23.9173,24.9731,24.5981,21.6838,18.9917,21.5184,20.2111
G5EBN9,20.972,20.6486,20.3666,21.7729,20.317,20.8284,21.327,21.0295,25.6538,24.9197,26.5419,22.5275,23.2847,24.937,24.6071,24.4251
G5EBN9,24.841,24.0369,23.8106,23.8297,24.6222,23.5929,24.4,24.5232,23.5808,22.0858,22.5695,23.3721,25.3754,24.7487,24.4507,24.0757
G5EBP5,22.6392,24.342,24.7237,25.2001,25.2225,23.9593,24.9783,23.5426,23.3129,24.0671,23.5841,20.8862,27.2846,24.4488,23.2448,23.7091
G5EBP5,20.5188,20.8665,21.3422,21.5227,20.0526,20.2944,20.6238,21.3019,22.9349,22.8058,23.294,22.6956,25.4307,26.8448,25.3751,26.1326
G5EBP5,19.9665,20.0136,21.2582,20.2608,20.8902,20.5215,21.4984,21.0901,20.8087,20.9487,21.3205,20.8401,27.3309,22.6377,21.8839,23.3326
G5EBP5,20.4429,20.9496,19.6412,21.2041,22.9237,24.1627,23.58,23.372,21.0811,19.8883,19.9362,20.8305,27.5481,26.0941,26.3443,25.7894
G5EBP5,23.5838,25.6524,24.8726,23.5497,26.2855,25.5856,25.9779,26.1732,25.3888,25.3318,25.2015,22.6762,25.7257,21.989,22.2642,24.1613
G5EBP5,21.3526,20.7993,21.2961,21.7813,19.6927,21.3805,20.4212,21.1022,21.6863,20.3734,20.1358,19.6781,22.0959,17.7578,21.2498,20.5691
G5EBP5,18.3247,21.6033,20.4585,21.3924,20.6485,21.4333,21.8083,21.2279,21.5438,21.5422,21.3494,20.1724,21.9839,20.3525,19.5676,21.2729
G5EBP5,21.4568,20.225,19.7712,20.9774,20.3419,20.9672,20.172,19.6891,21.705,21.0318,21.6449,21.1821,21.1162,18.3432,21.2886,20.091
G5EBP5,21.5667,21.3658,21.2258,20.729,20.9429,21.3375,20.3809,20.042,21.3027,19.9972,20.9164,20.9111,21.107,21.346,20.4688,20.1948
G5EBP5,21.3127,20.9536,21.0984,21.2279,26.0237,26.36,26.6508,26.0399,23.4071,24.8626,25.2299,23.0314,22.0151,20.7755,20.3926,20.6856
G5EBP5,24.2036,25.7339,24.5943,24.0428,24.5907,25.9343,26.8591,25.1521,24.8628,24.0739,24.5408,21.2488,21.2955,20.4363,21.0173,20.4881
G5EBP5,20.5091,20.7529,20.5961,20.2546,20.4535,19.8459,20.6635,19.6702,20.8864,20.1457,19.2162,21.5231,19.9326,20.7086,20.9762,21.029
G5EBR3,21.4441,21.6832,20.4828,20.3768,19.8031,20.8847,21.8632,20.879,21.4963,19.738,21.6086,19.8313,21.1143,20.7373,21.3124,20.511
G5EBR3,21.4653,20.942,20.6958,21.3875,20.3676,21.1691,21.3507,19.6312,21.8245,20.3763,20.308,20.7154,20.1474,20.7623,20.6718,20.8006
G5EBT8,19.743,20.177,21.474,20.8641,20.9554,22.5005,21.9052,22.5408,24.6082,24.4383,24.1686,20.6416,20.8646,20.8451,20.6565,20.5712
G5EBV4,19.4117,19.6762,21.7388,21.7328,20.5745,21.1886,20.6082,20.5299,21.6065,19.5048,20.6125,21.5497,21.5519,21.1707,21.0758,20.7535
Q965J2,25.815,24.1774,25.725,24.9856,22.5307,23.4796,23.0443,23.4913,27.0677,25.1913,26.4964,20.9211,22.2302,21.3886,22.6796,22.4806
G5EBY4,22.8157,24.0005,24.3505,24.2749,24.7549,23.8902,23.2728,22.8077,24.4757,23.6561,23.9576,25.6188,25.8533,22.8064,22.0831,22.7842
G5EBY6,20.6765,21.0747,20.5409,21.937,19.0933,21.0588,21.0646,19.0359,21.8873,20.5915,21.6154,18.3148,24.4914,23.8983,24.7535,23.1924
G5EBZ4,20.0126,21.4889,20.7612,21.4677,20.9065,21.3035,21.7079,20.6018,20.6994,21.2662,21.3937,21.4434,21.7151,21.1406,20.8314,20.9986
G5EC03,19.3198,20.7863,20.7693,21.6793,20.9433,20.6768,21.6929,20.267,21.0583,21.9525,21.4757,24.3628,20.9716,19.9314,21.1705,20.989
G5EC05,20.5312,21.6883,20.018,20.1936,19.8135,21.7262,21.4781,21.2886,34.4153,34.8092,34.2996,34.2517,21.2653,21.3987,21.0794,21.3992
G5EC10,20.8428,21.1085,20.3384,21.2828,19.525,21.5843,19.9981,20.9316,21.4433,21.163,21.8903,18.8083,22.4996,24.1121,25.2431,24.8058
G5EC10,20.3296,19.4674,20.433,21.7871,20.5993,21.521,21.0781,19.0804,20.0657,21.2359,21.7458,18.0869,22.4996,21.7245,22.9067,22.3941
G5EC43,20.6178,21.1151,20.1619,21.3471,21.0195,21.6597,21.737,20.5488,25.3832,23.9072,24.3774,23.6902,19.5951,21.5739,20.798,21.3091
I2HAI6;X5LQ26,23.888,23.8526,23.6865,24.8866,24.3962,24.9846,24.5373,23.8736,22.3683,22.9319,23.4946,23.7558,21.8264,21.1061,21.6041,21.0867
I2HAI6;X5LQ26,20.3966,21.4536,20.8186,21.0931,20.5387,20.814,21.3127,20.7688,21.3436,21.4698,21.0432,20.3718,21.3399,21.5393,21.7578,20.0374
I2HAI6,20.7014,21.2095,20.9816,21.4825,18.9052,21.6807,21.5865,20.5929,21.7048,21.0634,21.199,20.4517,20.7476,20.1316,21.7535,18.4977
G5EC78,21.4061,20.6685,20.3336,20.831,19.5352,21.4852,21.293,21.1925,26.6775,26.0341,25.9795,25.2036,19.9986,20.7351,21.304,20.4753
G5EC78,25.0533,24.2257,24.6376,24.3698,22.9508,25.4451,24.6934,24.2199,25.8113,26.0341,26.206,27.4773,26.2739,24.0925,20.8693,22.3082
G5EC78,20.9914,21.4662,21.578,19.6788,19.7793,21.3233,20.9741,19.8926,21.4715,20.6103,21.4574,20.4987,22.0602,20.2713,20.0203,21.6036
G5EC86,19.8266,20.9437,21.3185,21.1625,20.4631,19.9914,20.0053,21.3328,19.1103,20.9752,21.0936,18.4913,20.774,20.6381,21.7103,20.8804
G5EC91,23.3602,24.8377,24.4504,23.974,25.1034,24.4146,25.1481,22.8374,27.0115,26.4194,26.5894,23.9489,20.6306,20.4353,20.9478,20.6904
G5EC91,20.9908,19.563,21.2648,20.4019,26.214,23.4985,23.884,23.2736,21.2945,21.3099,21.5682,20.2852,20.05,21.2343,21.8171,21.037
G5EC97,23.9922,24.5395,24.8453,24.4605,24.7072,24.1835,23.3561,23.8785,24.7823,24.2241,24.5014,25.196,20.5483,18.9962,21.8433,20.8971
G5EC97,24.5565,24.1266,24.2754,24.7475,25.9583,23.9646,23.6982,24.8935,25.1875,24.3978,25.2708,23.493,21.4547,20.8483,21.4792,20.9937
G5EC97,20.5012,19.8179,20.2524,21.652,19.1952,19.5865,21.5585,20.7765,21.0722,20.9022,21.3118,21.5347,21.0905,19.9551,21.2834,19.9658
G5EC98,20.6106,21.4436,21.2805,20.674,19.8579,21.5983,21.5402,20.9423,21.8578,21.0123,20.2639,21.4795,19.9316,20.14,21.7791,21.2895
G5ECC7,23.5381,25.0079,23.8938,26.301,25.0048,24.6486,25.8655,24.3353,23.5901,23.214,23.3201,23.2283,21.8819,21.2084,21.6142,20.2336
G5ECF6,21.0731,21.7408,20.845,20.7158,24.2663,23.5188,22.9541,24.3812,21.4525,21.776,22.0523,23.5054,20.161,19.3868,20.7175,20.4464
G5ECG0,21.0487,21.2312,19.6553,21.7426,22.8787,20.1492,19.8849,22.3542,20.7561,21.3177,21.2904,20.8336,21.5714,21.2455,19.4916,21.5625
G5EFK7,20.5554,21.6871,21.1371,21.6814,20.1473,21.5613,20.6116,21.2969,21.9911,21.2059,21.8396,21.2019,20.7284,21.3211,21.0364,20.1078
G5ECL1,20.6029,20.5141,21.3707,21.5017,20.6915,21.7483,20.7345,20.3718,21.1503,21.1118,21.9516,23.6419,20.3621,20.5309,21.6159,20.0065
G5ECM2,19.7222,20.7773,18.8726,21.0254,20.9352,21.734,21.0992,21.1696,20.3772,20.9327,21.5547,20.6329,21.8392,19.7432,20.0423,21.3742
G5ECR7,20.2887,20.9221,21.0913,21.9439,20.5571,21.8869,19.2796,21.3577,21.4856,20.031,20.2976,21.5413,23.8603,22.1273,23.1282,24.2594
G5ECT6,20.3548,21.3814,20.4765,20.7349,20.1269,19.9663,21.8419,18.8234,21.885,21.1145,21.8105,21.5066,23.4216,22.6745,23.1698,23.2674
G5ECT6,22.1167,22.2039,23.6789,23.2878,21.4937,24.4291,23.436,22.1943,24.6957,23.8915,23.825,26.226,27.0314,26.678,27.4069,27.2013
G5ECU1,21.8915,23.0025,22.1014,23.585,22.2246,23.1844,23.3009,22.1961,22.6953,21.9539,23.2936,26.8153,23.4596,25.8796,24.9506,24.4124
G5ECY0,20.1546,21.6067,21.0274,21.6959,20.6894,21.3664,20.5708,21.2669,19.993,21.2897,20.4625,19.6121,21.6115,21.3538,20.8142,20.4348
G5ECY0,21.0918,21.3048,20.8682,20.5261,20.8214,21.7054,21.0455,20.8503,19.8621,19.9665,19.9764,20.5398,22.0737,20.5593,21.1928,20.7223
G5ECY4,24.8252,25.6926,25.8604,25.8216,26.0156,26.7172,27.3918,25.7192,26.4659,25.2101,26.0936,25.7107,28.8191,26.0162,25.1391,27.4833
G5ECY4,21.4466,19.7806,20.1648,20.5609,20.8633,20.8275,21.3031,18.9016,21.8235,20.9859,20.444,20.2743,20.9796,20.7898,19.8403,21.2406
G5ECY6,20.7907,21.1788,20.3312,21.5234,20.467,21.3938,19.5175,21.2256,23.6548,22.8556,23.6571,26.2457,23.7152,21.6081,22.5733,23.2496
G5ECY6,20.0062,20.2729,21.0384,19.7902,23.0049,24.7311,24.0495,22.766,21.9759,19.1286,19.5333,18.7519,21.1554,19.4335,21.7414,20.8522
G5ECZ1;Q17490,21.1916,20.6495,21.0576,21.9663,19.4833,20.3588,20.9357,20.9127,21.1303,19.6006,21.5162,20.6864,21.2976,18.5488,20.363,21.5579
G5ECZ1;Q17490,22.2581,21.6206,22.7443,23.5355,20.6329,21.1722,19.7912,20.2358,21.6557,20.7201,21.5661,19.441,19.8721,21.0709,21.2361,20.5676
G5ECZ1;Q17490,20.3277,20.8435,21.2788,21.9258,20.5062,21.9332,22.4395,20.9091,20.6615,20.3904,21.4673,21.0461,21.2404,20.3838,19.4098,21.5654
G5ECZ1;Q17490,21.3167,20.5307,21.3447,21.6313,22.4415,22.8606,23.2582,22.7088,23.1666,23.3769,22.121,20.7089,21.1267,20.6697,21.0621,20.3352
H9G337,25.5865,26.1248,25.6868,26.2433,23.4379,23.1766,21.9895,23.4049,25.266,24.8143,25.3294,23.9036,21.3203,21.3492,21.7101,20.1205
G5ED30,24.3648,23.7023,23.3101,23.0818,25.3755,23.3403,23.4193,23.9332,25.4063,25.1264,25.5574,24.5483,22.587,23.77,24.5403,23.3046
G5ED44,22.9641,25.6662,23.3032,23.7339,19.7025,20.501,20.1373,20.4306,21.7125,20.9593,20.8012,21.2061,20.2105,21.407,20.4742,20.2423
Q5FC45,21.0199,21.1042,20.8694,21.8652,19.9295,20.9817,21.8246,21.4189,23.6523,22.7987,23.072,22.0753,24.4164,26.3372,24.9953,25.871
Q5FC45,20.7245,21.0907,20.6478,21.1978,24.0945,24.8214,25.1016,23.018,23.623,21.7816,25.2729,24.7083,21.3633,20.9981,21.7381,21.6579
Q5FC45,24.6115,26.4367,26.3843,25.7965,27.2632,27.4559,28.4323,26.1803,27.2826,26.2944,27.3539,26.1053,26.8443,26.2936,27.4612,26.5911
G5ED91,25.5922,27.099,26.8447,27.5222,23.1963,23.9835,23.982,23.9059,21.2377,20.2472,21.5471,21.0468,20.3969,20.6913,21.4218,21.1602
G5EDB7,31.169,31.83,31.6905,32.2317,28.7332,31.8386,31.6127,30.8483,31.7257,32.7008,32.3778,28.7382,32.136,31.557,31.917,31.5749
G5EDD4;O18688;P34690;P91910,24.5006,24.6012,23.3913,24.1828,22.0773,25.271,23.6147,23.2281,26.6035,26.4235,26.9844,26.2328,25.1752,25.1372,24.8543,25.265
G5EDD4;O18688;P34690;P91910,25.3787,26.6959,26.5869,27.1791,24.9118,27.104,27.7926,26.3254,27.3576,28.1131,28.7483,27.3227,25.9112,25.2973,26.3021,25.4983
G5EDD8,20.2627,19.3832,21.0867,21.8545,20.1466,21.6994,20.1823,21.2151,21.0917,20.7865,20.8687,21.5662,22.3419,22.5791,24.3008,22.8139
G5EDD8,21.2698,21.125,20.7821,21.2739,20.2196,20.6263,20.9676,19.7811,20.7684,21.1544,21.4472,21.3658,24.7448,22.689,22.7862,21.9656
G5EDD8,19.6518,20.3359,20.3711,20.7501,22.5068,23.2878,23.2607,22.5795,22.7318,22.9267,23.119,26.2618,24.2218,24.7027,25.0843,24.4415
Q8WSN6,20.5815,21.287,21.7886,21.7028,20.284,21.5131,20.8336,21.2368,20.0409,21.2286,20.4907,20.8257,20.9332,20.1896,21.2204,21.4307
G5EF18,21.5048,20.3196,20.2641,21.2387,23.3385,25.7278,25.6056,24.5081,21.4381,21.291,21.471,19.9698,19.7567,21.005,21.7606,20.9923
G5EDI0,20.8362,20.2777,21.5391,21.8071,19.579,21.9115,21.0449,20.5618,21.3227,20.3783,19.943,20.5072,21.6522,20.9467,21.3559,19.6043
G5EDJ3,26.3139,27.4461,26.3441,29.0154,26.8239,27.0495,26.7856,27.0194,26.6972,28.0684,27.4813,24.6061,27.5816,27.0637,27.5065,26.9568
G5EDJ3,24.5301,25.9898,25.5667,24.7641,25.1295,24.3244,23.7508,23.7996,25.1169,24.0011,25.268,27.7969,21.9186,20.5561,20.067,20.4791
G5EDJ3,24.5387,25.9067,25.1458,25.3631,19.6056,21.5638,21.7223,21.3633,20.0449,20.9773,20.4324,20.918,24.6803,26.5458,25.4917,27.4958
G5EDJ6,20.7579,20.9793,21.3361,21.7879,23.8928,25.2727,24.286,23.5553,20.2928,19.6108,20.8382,20.6251,21.3651,20.1008,21.2721,20.3523
X5LQ26,19.4725,21.0735,21.6041,21.3408,19.6221,21.2409,21.0762,20.2124,22.4753,21.6621,22.4289,22.6321,23.9939,22.6359,23.8923,22.1413
X5LQ26,20.536,21.1806,20.7651,20.8879,23.354,25.6169,25.0346,23.7614,20.6267,19.2565,21.76,20.1122,25.9118,23.311,24.3764,23.5937
G5EDM5,20.1091,18.4326,20.75,21.2356,20.4668,21.1898,20.5235,20.0108,20.2962,19.68,21.879,20.7752,19.7601,20.0746,21.7373,20.072
H9G2Y1,19.6754,21.695,21.748,21.1407,20.7287,21.0864,21.3558,21.0826,21.4044,19.9295,20.3675,18.8177,25.1137,26.3285,26.2509,25.0685
G5EDQ0,20.9487,20.2703,19.6123,21.6476,20.7512,21.183,21.3496,20.7334,23.7188,22.8757,23.4166,23.6727,21.2752,20.5742,21.0077,21.5408
G5EDQ4,18.6237,21.8169,21.1443,21.8796,20.7283,21.1397,21.1056,21.395,21.5325,19.4631,21.5489,20.7611,21.2083,21.3199,20.2003,19.6697
G5EDQ4,23.619,23.6266,23.414,25.481,20.6069,21.2466,19.7479,19.9134,25.2683,25.4966,24.7689,22.6176,20.0917,19.9974,20.0178,20.2764
G5EDQ7,20.6255,20.7011,21.7964,21.2615,22.24,23.7079,23.9191,24.2924,20.708,20.2154,21.7626,20.1451,19.8701,21.5173,20.4969,21.1859
G5EDQ7,22.5851,23.8769,22.5315,21.7272,23.863,26.2148,26.1762,25.5617,19.8339,20.039,21.4677,19.4743,21.3083,20.4124,20.7416,21.5691
G5EDR3,23.5463,23.3213,23.1597,23.2298,23.3856,23.8171,24.01,22.0438,20.6505,21.3908,21.8294,20.819,22.3302,23.3121,25.9369,23.5548
G5EDR3,22.5089,23.3174,23.5206,22.7261,22.5013,22.5236,21.6352,21.1612,22.9518,23.6005,24.1519,26.4065,25.5811,23.3811,24.2671,23.3609
G5EDR3,20.4998,21.5097,21.0683,21.7566,20.9926,21.6274,21.4872,21.1683,21.1456,19.3976,21.645,20.7109,20.6566,19.6781,21.2577,21.6699
G5EDT9,21.4227,20.3395,21.1714,20.7344,20.9788,20.6676,21.7956,20.2436,21.889,19.7207,21.5907,19.3075,21.2147,21.1266,20.1313,19.9578
G5EFK9,24.3981,26.327,25.0552,23.7938,23.5189,24.8866,23.6586,23.9639,25.6336,25.5106,25.7879,21.8847,20.7034,20.8656,21.7493,20.5499
G5EDV3,25.2364,23.6248,24.203,23.7556,20.2235,21.3177,20.9693,19.8844,23.7017,22.1372,23.1877,23.1691,23.5016,24.6406,24.0328,24.4247
G5EDV3,20.3434,20.9446,20.3807,21.4466,17.7367,20.2513,21.5247,20.4705,21.0756,19.9199,21.8154,20.6252,24.0388,24.2654,24.173,25.2956
G5EDV3,25.3221,23.9699,24.6875,24.986,22.5501,24.0475,23.6307,24.7166,26.212,25.3608,25.6434,23.0777,24.3555,26.766,25.4959,23.9662
G5EDV3,18.5524,20.0895,21.3349,19.649,20.5496,21.9109,21.492,19.7483,21.8112,20.0979,21.6142,20.0425,24.0339,22.3044,23.4457,24.311
G5EDV3,23.9925,24.6602,23.8509,24.0996,20.9623,20.5888,20.0021,21.2233,19.8179,21.5573,20.6125,21.5822,24.6611,25.4635,25.6306,24.2425
G5EDV3,21.0104,20.7054,21.0406,21.4958,19.992,21.4195,21.7008,21.2996,19.9554,21.4788,21.4688,20.6166,18.8783,21.3922,19.9393,20.1592
G5EDY3,26.4619,26.9888,27.0016,26.6406,27.1624,27.4342,28.3679,26.2315,26.8096,25.1864,26.7012,22.9099,29.6761,25.181,26.9501,24.2399
G5EDY3,20.754,20.9917,21.3963,20.7387,20.4619,21.684,21.0193,19.5561,21.6885,21.0837,20.688,21.5398,20.8373,20.1951,20.7379,20.8713
Q564W1,21.5016,20.1787,20.4825,21.1189,19.8692,21.369,20.9682,19.6529,21.6953,21.4051,21.2765,21.0148,21.515,18.8268,21.5936,20.6312
G5EDY8,22.2351,24.8385,24.5139,26.117,19.9313,20.324,21.4849,21.087,21.1015,20.4918,21.1336,20.6123,21.1605,19.7509,20.3892,20.5514
G5EDZ9,21.5009,20.4737,21.2717,21.6245,19.7283,20.5371,21.3873,21.1496,21.1477,20.7115,21.4066,21.1099,22.0646,20.7352,20.8451,20.7744
G5EE04,19.5448,19.7083,21.4542,21.3325,20.9885,21.5346,20.4109,20.913,20.7487,19.2171,20.5949,21.085,20.7332,21.3741,21.4032,21.1839
G5EE04,18.3113,21.3646,20.94,20.5291,20.7415,23.9885,23.4791,22.8014,22.3536,20.7533,22.0995,24.375,22.732,23.4562,24.8735,22.9606
Q8I4B4,20.4271,21.1445,20.4845,21.5008,20.5083,21.3879,21.6638,21.2035,20.6401,21.4576,19.7424,20.6509,23.2659,21.0678,21.9884,23.0736
G5EE13,21.6301,20.3017,20.9702,20.5248,23.2446,24.2444,24.37,23.0385,21.7387,20.9848,20.1559,20.6799,21.0173,21.3063,20.5359,20.4581
G5EE41,20.6184,21.8182,19.0724,21.2347,22.2674,22.0604,22.0064,21.972,21.4048,21.4322,21.6035,21.3965,27.211,22.5627,23.409,23.3017
G5EE62,20.9241,20.7509,21.0507,18.2567,20.8131,21.1716,20.1406,21.4475,21.0222,20.888,20.4107,20.924,21.3312,20.9654,18.8024,21.2164
G5EE67,21.2612,21.4407,20.0065,20.2258,21.713,21.5917,22.0301,19.3219,21.0006,20.3493,20.5245,21.1649,20.9741,19.3171,21.8287,21.0659
G5EE67,19.6432,20.9009,21.1128,19.7282,19.0191,21.1776,19.6359,20.8936,21.1787,20.7215,21.7941,20.3806,22.6772,23.2697,23.1588,22.4544
G5EE67;Q9U1Y9,25.4709,25.3535,25.4266,25.4501,26.667,25.3909,25.7768,24.8622,25.3583,25.2565,26.0691,25.7105,26.7145,25.6483,26.1159,26.1219
G5EE88,20.2784,20.7123,21.5705,21.9703,19.4989,21.4793,21.2737,20.4023,21.7765,20.1432,21.1487,20.0507,20.8857,20.5233,21.8006,20.7137
G5EEA8,21.0087,21.1318,20.7621,19.4409,20.6846,20.7726,18.7395,21.006,20.4905,21.4558,21.4977,21.4035,21.6954,20.7466,20.3081,21.5003
G5EEA8,21.5525,22.4449,21.1793,21.2076,23.525,22.7655,23.4668,21.5753,23.5118,23.1666,22.9618,21.9793,24.3549,22.8091,22.1606,22.7513
