Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
A0A0K3AQS9(173);25,4485;22,6639;24,3064;25,0223;24,4696;24,5794;24,3204;24,1408;0,00934286;0,980382;-0,0172386;-0,0278082;
A0A0K3AQS9(21);24,2264;23,5739;24,9054;23,2206;23,444;22,7677;22,8373;25,1639;0,262392;0,529844;0,428329;0,638843;
A0A0K3AQS9(160);25,0452;23,174;22,6811;24,166;22,7873;23,9749;22,365;25,2145;0,0786407;0,833282;0,181141;0,21838;
A0A0K3AQS9(122);26,767;25,9117;25,99;26,6959;25,921;25,2815;25,9784;23,305;0,933598;0,118882;1,21968;1,83289;
A0A0K3AQS9(114);25,2813;24,0705;24,6979;22,9127;25,0553;22,8239;24,059;26,5787;0,158456;0,683918;-0,388633;-0,412518;
A0A0K3AQT4(28);23,3782;23,6285;24,0569;23,3793;21,0878;20,6431;20,3204;21,1876;4,44848;0,00103226;2,80101;10,887;+
A0A0K3AQT4(76);22,6481;25,086;25,3506;24,9068;21,9138;20,6437;20,2026;20,6163;2,62716;0,00596056;3,65378;5,03882;+
A0A0K3AQT4(15);25,216;23,437;23,4736;22,1196;23,873;24,693;25,5681;25,6736;0,928338;0,120484;-1,39033;-1,82415;
A0A0K3AUF2(802);24,6902;23,4674;22,0641;23,1463;21,7543;20,569;21,1147;23,53;0,976608;0,108858;1,6;1,90433;
A0A0K3ARB5(19);23,1416;22,6612;23,7309;23,5633;21,609;20,8408;21,8861;20,5913;2,71505;0,0050291;2,04246;5,24594;+
A0A0K3ARB5(20);23,1416;24,762;25,0833;24,8576;21,2273;20,5009;21,4646;21,4434;3,24142;0,00239401;3,30208;6,61734;+
A0A0K3ARB5(6);23,2863;21,656;20,6174;22,6982;21,937;21,1124;20,9654;20,7929;0,644167;0,218585;0,862548;1,3461;
A0A0K3AS90(1163);23,6604;22,5202;22,852;22,2183;20,9082;21,122;21,1568;20,9118;2,87004;0,00360892;1,78804;5,62554;+
A0A0K3AWX1(391);19,8885;21,5349;21,2998;21,2814;19,1487;19,1621;19,4934;21,5572;0,844582;0,142725;1,16082;1,68471;
A0A0K3AWX1(378);21,5456;21,1286;21,0404;21,5365;21,5672;21,1885;21,1196;19,909;0,425319;0,360437;0,366739;0,956916;
A0A0K3AVS5(10);21,6481;21,4494;20,6691;21,1544;21,7;21,6957;20,974;24,552;0,5709;0,257935;-1,00018;-1,21898;
A0A0K3AW96(1148);22,5114;22,1148;20,7902;22,8784;19,2831;21,4545;21,0872;20,1488;1,2539;0,0597094;1,58035;2,36722;
A0A0K3AW96(1306);20,7289;20,2022;21,8042;21,5686;21,8725;22,6179;22,3776;25,1033;1,25242;0,0598073;-1,91688;-2,36473;
A0A0K3AW96(2799);26,7722;25,6859;27,8765;27,4224;25,1462;24,6493;24,692;27,2157;1,01187;0,10091;1,51346;1,9629;
A0A0K3AW96(2725);26,696;23,4355;22,1419;22,4113;20,7563;20,4282;19,8578;20,941;1,59721;0,0289589;3,17536;2,96007;+
A0A0K3AWB0(580);25,8509;22,0571;22,9232;25,1645;25,5725;24,3052;25,0771;22,2245;0,0927233;0,806692;-0,295908;-0,254307;
A0A0K3AWB0(588);24,4604;24,1179;24,1296;24,6268;23,8979;21,6642;22,6713;24,1166;1,11273;0,0816234;1,24619;2,13067;
A0A0K3AWM6(430);21,2875;19,9649;20,0605;20,9046;24,0193;22,7022;23,4581;24,3906;3,13233;0,00266374;-3,08818;-6,31315;+
A0A0K3AXE0(11);20,4498;21,3899;20,9074;19,486;21,8016;21,4159;20,7756;20,7887;0,637786;0,221274;-0,637145;-1,33512;
A0A0K3AXT9(687);25,7905;26,8828;27,7092;25,4412;25,1956;24,653;25,5209;27,6707;0,357132;0,424422;0,695858;0,8279;
A0A0K3AXT9(697);21,9727;20,2349;20,6954;21,0619;25,0797;24,7756;24,7697;24,4968;4,18457;0,000711111;-3,78925;-9,7896;+
A0A0K3AXT9(677);24,8458;27,2829;26,6816;26,9848;26,0959;24,4763;24,2506;21,3527;1,11264;0,0815726;2,40491;2,13052;
A0A0K3AXT9(683);24,4766;26,1682;26,4029;26,1487;26,3155;25,2737;26,0163;27,2178;0,281668;0,506064;-0,406715;-0,67842;
A0A0K3AY44(449);25,3899;26,5551;26,9841;26,9997;24,2352;23,7219;23,3627;24,0361;3,10479;0,00261771;2,64325;6,23813;+
A0A0K3AY44(442);22,0035;20,5391;20,5605;20,4148;21,8303;20,0851;21,8749;20,5794;0,137207;0,718728;-0,212951;-0,362917;
A0A0K3AY85(173);24,5809;26,7236;25,768;26,3321;25,6122;25,825;26,0679;26,1032;0,0366452;0,918943;-0,0509071;-0,10594;
A0A0K3AY85(152);19,8134;20,591;20,7853;20,8305;23,7861;22,021;23,9979;24,2543;2,77071;0,00438095;-3,00974;-5,38012;+
A0A0K3AYE8(172);19,5271;20,8876;21,2137;21,3042;26,121;25,6112;25,8081;21,1966;1,72609;0,0234262;-3,95107;-3,19198;+
A0A0M7RFG7(49);22,0768;20,8755;21,3311;21,0708;21,7591;21,1896;21,4763;20,8821;0,0122819;0,972714;0,0117931;0,0364368;
A0A0S4XRR1(215);21,2132;21,1193;21,1607;21,0533;24,166;23,9745;23,9467;20,7393;1,33843;0,0502841;-2,07004;-2,51046;
A0A0T7CIX3(487);21,9368;18,5195;18,4005;21,0016;20,4987;20,0837;21,739;21,0109;0,398136;0,385889;-0,868494;-0,906072;
A0A0T7CIX3(136);19,9278;21,4489;20,543;21,0004;24,1973;23,9414;23,847;25,0905;3,75193;0,00118455;-3,53904;-8,20272;+
A0A0T7CIX3(543);21,146;20,5567;20,5375;20,7377;20,1071;21,4045;20,7955;21,4149;0,218257;0,586758;-0,186038;-0,54565;
A0A131MBQ6(32);21,7223;18,9888;20,0508;21,2503;23,0821;23,0649;23,9164;24,2107;2,38729;0,0085509;-3,06545;-4,50106;+
A0A131MCJ5(53);20,2832;19,4886;19,8333;20,2595;19,6342;20,8798;20,8945;20,8499;0,821027;0,150358;-0,598456;-1,64535;
A0A131MD51(18);21,5559;21,5134;21,337;20,255;22,2376;21,4953;21,898;21,6791;0,981963;0,107622;-0,662161;-1,91323;
O16293(195);21,9782;18,3985;20,9695;21,0961;21,883;19,9637;21,2698;21,1131;0,203889;0,609595;-0,446868;-0,514447;
O02147(540);21,4841;21,3722;20,0657;21,2176;23,2088;22,1552;23,2034;24,8589;1,93633;0,0159817;-2,32166;-3,5846;+
F3Y5Q3(84);23,8072;23,2767;21,9531;23,8411;20,5106;20,4482;21,1887;21,2719;2,52434;0,00694517;2,36467;4,80353;+
Q9N350(17);21,9322;24,0387;25,3652;24,8307;24,572;23,526;25,1125;20,0426;0,212547;0,595468;0,728441;0,533305;
Q9N350(179);24,381;27,1767;26,3585;26,0858;24,3225;24,0131;23,8334;22,6783;1,79803;0,0201874;2,28867;3,32419;+
A0A1N7SYR3(844);21,6527;18,7842;20,7236;20,6829;21,9554;20,7005;21,2447;21,1244;0,567149;0,26044;-0,795419;-1,2124;
A1IMB7(151);20,1651;21,4032;20,405;20,527;22,3304;21,6851;23,3765;20,1465;0,871822;0,135391;-1,25958;-1,73013;
A3QMB7(63);20,7373;20,1265;19,4449;20,363;21,8719;19,609;20,6555;20,5194;0,406141;0,378194;-0,496022;-0,921122;
J7SF86(65);21,6992;19,8334;20,528;19,015;19,806;19,4739;20,628;19,5981;0,257203;0,534574;0,392406;0,628078;
U4PRJ1(143);20,3424;21,1414;21,6776;21,4089;21,5834;20,6769;19,9835;20,86;0,362646;0,418335;0,366649;0,838524;
A5JYX4(101);25,0451;23,9429;23,8379;23,3846;21,6294;22,8169;21,5663;24,8026;0,803722;0,155765;1,34879;1,61639;
A5JYX4(81);25,7235;27,2136;26,6909;26,9276;25,3725;25,0324;24,7491;25,1401;2,38469;0,00861171;1,56534;4,49544;+
A5JYX4(77);21,1575;20,7076;21,5962;20,9997;20,8163;21,0768;21,1777;21,5562;0,0610467;0,870083;-0,0414658;-0,172299;
A5JYX4(130);22,7036;24,2487;23,7622;25,1969;19,8254;20,2988;21,3845;20,4238;2,89927;0,00359788;3,49473;5,69928;+
A5JYX4(131);22,7036;23,7003;24,2314;22,5855;20,5262;21,2221;21,5318;19,8052;2,42478;0,00816749;2,53387;4,58257;+
A5PEY0(153);23,403;24,0328;25,7259;23,9859;25,1976;23,7598;25,1641;22,4747;0,0593767;0,873948;0,137836;0,167852;
I2HA81(362);21,0581;20,2849;19,3281;20,9725;25,8246;25,8714;27,0083;25,9346;4,63236;0;-5,74881;-11,7169;+
A5Z2W7(48);21,1554;22,6265;22,7661;22,033;24,6619;24,5041;23,8225;20,9875;0,704939;0,191256;-1,34875;-1,4499;
A5Z2W7(56);24,0147;24,2679;25,58;22,7831;24,5632;25,1548;24,4441;20,8372;0,136653;0,719385;0,411579;0,361604;
A6PVA5(9);21,8409;23,5633;24,0965;23,1731;22,4739;20,8005;21,6686;24,5479;0,369207;0,412783;0,795737;0,851118;
Q20621(425);23,8934;23,9373;24,0824;24,923;26,0135;25,5235;25,7943;21,1307;0,128177;0,734646;-0,406507;-0,341417;
A7DT41(137);20,992;20,3824;19,657;21,681;20,9843;20,4114;19,2772;19,7172;0,456039;0,335585;0,580557;1,01354;
A7DT41(240);21,2066;20,6973;21,3437;21,2599;21,2109;21,1785;21,7718;19,4215;0,16868;0,665144;0,231211;0,435922;
A7DT41(165);20,9432;18,7387;21,3275;21,4523;21,0691;21,0397;18,0407;20,128;0,231035;0,569102;0,546055;0,573028;
A7DT41(223);20,8964;19,8609;20,8022;19,31;20,9703;21,2433;20,2388;20,764;0,641545;0,21978;-0,586739;-1,34159;
A7DT41(158);20,6043;20,8339;20,6146;21,1435;20,9853;20,5556;19,6077;20,4815;0,584115;0,250356;0,39159;1,2421;
A7DT41(262);20,8753;18,8561;21,3432;21,0917;20,6182;21,3027;21,5734;20,5954;0,329701;0,453181;-0,480837;-0,774482;
Q9XWW2(238);20,8231;21,5212;20,6574;21,6754;21,5353;21,0868;20,6244;20,2584;0,333463;0,448039;0,293045;0,781866;
Q9XWW2(276);21,3114;18,261;20,5507;20,9375;20,5101;21,3649;19,961;19,6619;0,049029;0,894752;-0,109363;-0,139994;
A7LPD6(582);25,3577;24,5915;22,9995;24,3284;20,99;20,6424;20,0063;21,5853;2,99177;0,00283041;3,51327;5,9373;+
A7LPD6(545);25,6671;23,456;21,6948;23,5304;24,1857;24,8905;25,0602;28,2262;0,825881;0,148936;-2,00354;-1,65347;
A7LPE6(329);23,2776;26,6366;26,8808;25,5553;21,4304;20,3817;21,5546;19,9708;2,70585;0,00509422;4,75324;5,224;+
Q5FC71(99);21,18;20,5198;20,3911;21,6162;20,7822;21,4339;21,8781;19,5548;0,00840582;0,981263;0,0145621;0,0250453;
Q5FC71(87);20,7639;20,5807;21,0098;19,4139;21,4626;20,0995;21,0815;20,7424;0,387003;0,395997;-0,404443;-0,885033;
Q5FC71(50);21,8289;21,485;21,1998;21,5596;27,8768;27,0131;26,4436;27,0602;5,6261;0;-5,5801;-17,3304;+
Q5FC71(63);29,9646;29,1614;28,4394;27,7251;27,6564;26,5632;27,0377;25,0677;1,65483;0,0264352;2,24137;3,063;+
Q5FC71(64);31,1305;32,3033;32,1706;23,7038;33,3555;33,4188;33,6814;28,1987;0,424274;0,361065;-2,33655;-0,954974;
Q5FC71(74);22,0454;21,1911;20,4814;21,1949;24,2607;23,9958;24,6922;27,0456;2,57336;0,00633109;-3,77038;-4,91479;+
A8WFH7(312);23,8858;24,9999;24,9737;23,5204;25,0506;25,2506;24,5741;21,1438;0,122799;0,744861;0,340187;0,328487;
A8WFH7(313);20,907;20,2394;20,6324;21,4894;25,379;25,1923;26,3474;23,1536;2,95021;0,00318505;-4,20099;-5,82945;+
A8WFH7(322);21,2492;24,6939;25,122;25,553;24,3052;24,029;24,2603;23,6969;0,0281826;0,939646;0,081696;0,0821914;
H2KYH9(63);21,2969;20,7897;20,8244;19,1231;21,5225;21,0172;20,8943;20,5508;0,418114;0,367129;-0,487689;-0,943509;
A8WHP8(79);23,1619;22,8317;22,1447;22,7106;23,025;25,3287;22,4559;24,5313;0,802049;0,1562;-1,12301;-1,61359;
A8WHP8(57);21,4583;20,6505;21,4453;21,1883;21,2604;21,5089;21,1721;21,0287;0,0974043;0,796797;-0,0569673;-0,266073;
A8WHP8(68);23,1303;22,6735;23,4692;21,9141;21,7246;21,272;21,3048;20,635;2,07921;0,0127666;1,56263;3,86305;+
A8WHP8(347);21,4823;19,5476;21,7658;21,1653;21,8548;21,3014;21,8023;21,4422;0,551953;0,27027;-0,609931;-1,18567;
A8WHP8(348);21,9637;22,0137;22,2861;22,9176;22,8721;21,7956;23,8906;22,2759;0,354949;0,425882;-0,413299;-0,823685;
A8WHP8(181);21,7561;20,04;21,5093;19,5039;20,5827;19,1302;20,1471;21,2666;0,240428;0,558595;0,420699;0,59294;
A8WHP8(154);26,4881;21,3335;23,9101;25,2886;20,0063;20,9434;21,6443;19,7249;1,66694;0,0256932;3,67534;3,08478;+
A8WHP8(295);21,0801;20,5858;21,0352;20,3379;23,6495;23,3839;23,9651;23,4029;4,81928;0;-2,8406;-12,6203;+
A8WHP8(297);22,5417;21,4511;22,0691;21,6776;22,4982;22,8863;22,7306;20,3378;0,101874;0,787009;-0,178334;-0,277228;
A8WHP8(218);24,6815;23,962;26,0082;23,7266;21,7567;20,974;21,275;21,41;3,0239;0,00275806;3,24065;6,02166;+
A9UJN7(555);23,215;23,0289;23,0514;22,1979;21,6307;21,1563;21,0618;19,4438;2,08738;0,0126854;2,05012;3,87928;+
A9UJN7(562);20,7697;21,3594;21,3015;19,535;21,7606;21,2241;20,6012;21,0253;0,365854;0,415737;-0,411415;-0,844689;
A9UJP1(38);21,5906;21,499;20,7047;21,494;20,8337;20,2516;21,7994;21,1831;0,339579;0,440012;0,305155;0,79383;
A9UJP1(71);20,2506;21,0321;20,7145;21,4523;21,6074;19,6301;21,3168;19,7908;0,190297;0,629682;0,27608;0,484495;
A9UJP1(57);21,5028;21,5451;19,4138;19,8022;25,4615;25,1134;25,633;27,1141;3,50269;0,00150162;-5,26457;-7,39352;+
A9UJP1(73);21,5209;19,799;21,7202;20,2947;25,1295;24,9643;25,4021;23,0182;2,73356;0,00470807;-3,79483;-5,29031;+
A9Z1K9(338);22,0807;20,7789;20,4122;20,0691;20,5842;20,7323;21,317;20,6205;0,015573;0,96599;0,0217147;0,046034;
B0M0L8(154);22,2482;23,2929;23,418;22,296;20,6987;20,7027;20,309;20,7099;3,27452;0,00226943;2,2087;6,71186;+
B0M0L8(179);25,0547;24,0391;23,9533;24,3759;24,7927;25,2357;25,4779;26,086;1,52558;0,0346437;-1,04233;-2,83367;+
B0M0L8(35);21,3568;20,6489;21,7948;21,1252;20,7058;19,7031;21,8011;20,5861;0,493994;0,309809;0,532403;1,08243;
B0M0L8(98);21,1448;18,6417;19,8242;20,6551;25,474;25,5772;24,6546;21,5552;2,09615;0,0124004;-4,24882;-3,89675;+
B0M0N4(102);21,0359;20,9745;19,6175;20,3549;24,719;24,5634;24,7246;22,1008;2,55943;0,00635419;-3,53125;-4,88299;+
B0M0N4(3);20,7542;20,0336;20,038;18,9517;24,0699;24,1641;24,3997;24,0027;4,48377;0,00109091;-4,21471;-11,042;+
B0M0N4(88);21,7548;20,1904;21,3833;20,5938;21,4247;20,8739;19,8761;21,0103;0,144279;0,708816;0,184301;0,379574;
B2D6M4(494);27,6548;27,3311;27,584;27,434;27,6832;26,0726;27,0805;26,0872;0,983004;0,107346;0,7701;1,91495;
B2D6M4(499);20,8768;20,2682;20,2449;20,1922;21,6725;20,2733;21,1519;20,2451;0,528332;0,286955;-0,440182;-1,14386;
B2D6P1(119);24,4981;23,0686;23,1787;23,9531;21,5443;20,3561;21,313;19,9066;2,86913;0,00359044;2,89462;5,62325;+
B2D6P1(97);24,4506;20,9849;22,1507;22,6162;21,9892;19,6764;21,8147;21,0431;0,788717;0,160347;1,41977;1,59124;
B3CKG1(24);27,2999;25,661;25,3296;26,1432;25,6141;23,7333;24,3491;24,1618;1,4962;0,0371331;1,64383;2,78229;+
B3WFT8(10);22,0012;22,6959;22,1929;22,1263;23,7266;24,2193;24,2031;23,4053;3,21747;0,00246747;-1,63448;-6,54958;+
E1B6S9(25);24,249;23,6046;24,2913;24,2745;20,866;18,9558;20,9479;20,9911;3,3761;0,00143733;3,66463;7,00873;+
G5EC65(1032);22,0556;21,381;21,2617;21,2197;21,7818;21,4303;21,2461;21,3108;0,057564;0,87806;0,0372825;0,16301;
B3WFW7(70);21,101;20,6637;21,735;20,5653;21,5579;22,4365;23,8335;22,577;1,58626;0,029761;-1,58498;-2,94064;+
B3WFY5(28);20,4862;20,2767;21,8412;21,2993;23,8415;24,5537;24,4146;25,4662;3,45903;0,00156839;-3,59316;-7,25889;+
B3WFY5(29);24,8655;21,8924;26,0785;25,781;24,9195;23,0552;21,5764;24,172;0,458782;0,333959;1,22354;1,01856;
B3WFY5(30);21,9788;21,8769;23,0364;22,7919;19,7482;18,4664;21,4804;21,3404;1,50773;0,0361249;2,16216;2,80241;+
B5BM23(908);21,4004;18,4321;21,0326;20,8444;24,0766;24,3701;23,9299;24,6628;2,82766;0,00372093;-3,8325;-5,51987;+
B5U8N2(48);25,606;24,3541;24,7975;23,9565;21,4913;21,2821;20,7489;20,5406;3,91334;0,00114894;3,66279;8,76615;+
B5U8N2(360);21,8163;18,9145;21,0268;20,94;20,4145;20,9176;21,7405;20,0991;0,0585944;0,875824;-0,118516;-0,165764;
B5U8N2(491);22,7242;23,1932;23,5548;25,4057;22,4338;22,3162;23,341;22,5443;0,841603;0,143834;1,06065;1,67973;
B6VQ78(562);25,0628;26,0294;25,7148;26,3512;23,5396;24,0538;24,027;24,4733;2,72795;0,00475425;1,76608;5,27683;+
B6VQ78(569);22,895;26,3524;26,1879;24,1823;24,0253;24,1954;23,8341;24,7094;0,361583;0,418913;0,713333;0,836479;
B6VQ78(172);21,0986;21,2985;21,5946;21,1327;21,642;20,6649;19,8164;20,3838;0,820038;0,150295;0,654356;1,6437;
B6VQ78(176);19,8899;18,6924;20,4361;21,3514;23,6822;23,377;23,6016;23,0704;2,95339;0,00306942;-3,34038;-5,83765;+
D9PTN8(403);20,9566;18,7733;20,8016;21,1581;21,3977;21,2719;21,0537;21,2828;0,724375;0,183923;-0,829145;-1,48284;
B7WN71(239);23,1489;25,845;24,9966;23,8267;23,5192;22,6347;24,6094;23,4524;0,584619;0,250146;0,90037;1,24298;
B7WN95(52);22,8597;21,9995;21,2783;20,3977;21,6393;20,813;19,4023;21,1742;0,577943;0,253629;0,876594;1,23131;
B7WNA1(64);23,4342;26,3625;27,8663;27,7608;21,2993;19,6165;20,9416;20,8479;2,68913;0,00530551;5,67962;5,18428;+
B9ZSG9(872);21,9632;20,988;21,3919;20,4921;21,1978;21,8127;22,4531;23,278;0,911874;0,124556;-0,976579;-1,79678;
C1P636(683);27,3936;22,2508;24,0562;23,2087;20,779;21,0683;20,7227;21,02;1,60257;0,0284292;3,3298;2,96959;+
C1P636(727);21,5017;20,6155;20,9376;20,8148;21,7447;20,9783;21,5709;20,5026;0,281311;0,506435;-0,231751;-0,677693;
C1P636(864);27,3016;27,091;26,9855;27,1379;30,0731;29,2611;30,0036;27,1609;1,57556;0,0302229;-1,99566;-2,92169;+
C1P636(741);20,7915;18,6303;21,4809;21,2311;20,6949;21,4646;21,6526;21,297;0,498156;0,30651;-0,743787;-1,08992;
C1P636(104);21,5846;20,2994;20,0581;19,0028;24,2267;23,6741;25,6649;25,6374;3,10553;0,00262907;-4,56455;-6,24012;+
C6KRI9(366);21,9266;19,3904;20,3025;21,3167;21,7316;22,0649;22,6537;22,0835;1,25403;0,0597488;-1,39936;-2,36744;
C6KRJ1(158);25,9445;23,7488;23,1183;23,9353;25,2667;24,4006;24,3994;21,1837;0,129204;0,733095;0,374098;0,343876;
C6KRJ1(190);20,6562;21,2023;20,4001;21,4084;20,9254;21,2201;20,9721;21,3205;0,323504;0,459485;-0,192788;-0,762276;
C6KRL2(4);22,8889;21,835;24,3561;22,8322;21,3642;20,8587;21,6605;21,4991;1,60982;0,0281062;1,63242;2,98249;+
C6KRL2(14);25,5941;21,7457;22,4191;22,735;21,518;20,5641;20,9167;19,0885;1,40107;0,0443634;2,60163;2,61763;+
C6KRL2(18);21,2868;21,1702;20,1776;21,2708;20,9206;20,205;20,5774;20,9269;0,450572;0,339862;0,318875;1,00353;
C6KRN1(3);21,2725;20,4811;20,8668;19,7007;21,484;21,5206;21,2411;20,3934;0,653165;0,213975;-0,579529;-1,36155;
C6KRN1(24);22,4722;21,5802;20,6416;21,6901;21,796;20,2897;20,8251;20,2123;0,76905;0,166605;0,81524;1,5582;
C7GIK1(69);23,2566;25,7555;25,0678;24,4368;24,5533;24,9669;24,442;23,6684;0,140918;0,71254;0,221542;0,371676;
D0IMZ5(2153);20,9664;21,1219;21,2973;20,5326;20,4063;20,9288;21,6402;21,1567;0,0623687;0,866622;-0,0534444;-0,175811;
D0IMZ5(269);21,7955;19,2461;21,4775;21,4753;21,5125;20,0789;20,6525;19,8493;0,283972;0,50398;0,475318;0,683108;
D0PV95(599);22,0229;19,7411;21,0967;21,6996;21,3794;21,5366;20,5142;21,3843;0,0396938;0,912497;-0,0635324;-0,114398;
D0Z5P0(53);21,4557;20,0335;20,3962;20,3614;20,4903;20,513;20,9884;20,1689;0,0208065;0,954824;0,021533;0,0611566;
D0Z5P0(541);20,359;19,1344;21,2743;20,7016;18,7222;20,8157;21,0419;20,9418;0,00611604;0,985491;-0,0130754;-0,0182698;
D0Z5P0(470);20,301;21,1824;21,586;21,3731;21,6657;20,9494;20,5703;20,7088;0,139193;0,714976;0,137049;0,367609;
Q22832(234);21,7678;20,4897;21,5053;21,0149;25,4476;24,7667;25,5468;27,4295;3,44927;0,00155422;-4,60324;-7,2291;+
Q22832(235);21,2276;21,5547;20,6354;20,5055;20,76;19,8659;20,4732;20,4041;1,00496;0,102743;0,604982;1,95142;
Q22832(492);25,435;25,4003;25,6343;25,4797;24,0034;23,9793;23,6716;23,3197;4,32537;0,000857143;1,74382;10,3619;+
Q8WQB8(183);22,0855;20,489;19,631;21,2149;21,8786;19,1683;20,8092;20,9791;0,0678296;0,855698;0,146332;0,190229;
D3NQB5(149);20,7621;21,519;19,6622;20,0074;25,1644;24,8759;24,9416;23,4658;3,46691;0,00159259;-4,12424;-7,28304;+
D3YT77(49);19,7032;20,6854;20,0644;20,4718;21,9817;20,6194;21,2085;20,0378;0,768302;0,16691;-0,730657;-1,55695;
D3YT77(57);19,9694;20,6495;20,7197;20,3783;21,9037;19,8792;20,6222;20,1827;0,177704;0,651315;-0,217736;-0,456343;
D4YWC3(77);23,604;24,0338;23,7666;24,081;20,4978;17,9466;19,3766;21,2841;2,85332;0,00354209;4,09505;5,58368;+
D4YWC3(78);24,4575;22,9531;21,5042;23,3842;21,9399;20,4445;21,6109;23,8536;0,554248;0,268861;1,11256;1,18972;
D4YWC3(41);29,6367;25,1263;25,927;26,0358;20,8252;19,3187;20,7424;20,6136;2,98261;0,00280309;6,30647;5,91339;+
D4YWC3(51);26,3752;24,0211;24,3202;23,3132;24,0414;23,2599;23,3684;23,8516;0,607527;0,23648;0,877129;1,28284;
