Proteins,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
P91249,20.4783,18.6946,18.6264,20.1027,25.863,22.4117,23.1074,25.4527
P91269,17.5864,20.1873,18.8025,20.6214,27.2628,26.3665,24.9881,25.6599
P91277,21.0461,18.1208,21.0828,18.4233,24.7882,25.1004,25.1607,23.7393
P91280,24.6557,26.4474,25.8663,25.4736,25.3994,21.4437,22.3999,21.9803
P91297,18.1591,19.4914,19.3737,18.1961,20.8195,20.5699,21.1246,20.0576
P91303,24.6188,24.3236,24.8363,24.461,21.9525,20.981,20.3539,21.291
P91303,19.6665,20.5246,20.3306,19.0465,25.0136,24.655,24.3149,24.971
P91303,19.0245,19.6714,21.19,16.833,21.4648,20.2382,20.5623,20.9982
P91303,19.675,20.4451,20.7278,19.6585,23.2589,22.0105,23.6897,22.5009
P91303,17.4549,18.8438,20.6171,19.0635,25.3001,23.773,25.1528,23.2437
P91306,18.6159,20.8158,19.5318,19.4037,25.5842,24.4297,25.0789,25.7461
P91306,23.0831,21.8569,22.6712,22.9132,23.9897,22.5637,22.104,23.8094
P91306,27.5097,25.275,25.7927,25.8325,21.889,20.1237,20.4133,21.2634
P91354,19.5265,20.0387,20.5673,19.6822,21.785,20.5412,21.3174,21.2861
P91359,20.267,18.4182,20.6328,17.509,21.8983,20.8514,20.0029,20.8846
P91374,24.3482,23.7885,24.6661,24.1398,26.6914,23.7713,25.135,24.3298
P91374,17.7156,21.7069,18.9041,20.4249,23.9508,22.8152,23.0284,22.9221
P91374,18.9853,20.6786,20.2835,19.1043,21.3933,20.75,20.9025,21.0803
P91374,18.1669,18.971,18.0248,20.3122,25.1956,23.4963,22.9865,24.4544
P91374,21.6054,21.3323,21.5978,21.0559,28.3319,27.2349,27.364,28.0464
P91374,22.6462,23.0634,23.6765,24.7334,27.8393,25.8857,25.9763,25.3124
P91374,18.9051,20.2136,20.3116,19.0425,23.0349,21.5766,24.4663,22.3429
P91374,20.9758,22.1402,21.5978,21.4407,23.2054,20.8054,23.6109,22.097
P91398,18.9543,19.1044,18.9483,18.6646,25.8996,23.0357,25.82,25.3097
P91423,20.6315,20.7239,21.6463,18.0322,21.517,21.264,20.9455,20.9955
P91482,23.1147,23.3953,23.2219,24.5254,22.3332,23.5259,24.7684,24.1537
P91482,17.3483,20.1202,17.4458,18.0337,22.6213,23.7247,21.8957,23.0513
P91491,33.0271,33.147,31.9955,32.963,30.1574,27.7651,27.4164,27.9297
P91502,19.1143,19.3309,19.6919,20.1738,21.6491,19.6356,21.3725,21.2459
P91502,26.1118,27.5368,27.093,27.4426,28.7738,26.4682,25.499,25.1319
P91502,19.9685,21.2985,20.9302,20.8026,25.2157,25.1848,23.6312,23.9744
P91502,18.3588,20.0629,20.6608,20.6051,21.673,19.9353,21.1537,21.1252
P91502,18.2909,18.7632,18.7947,20.4354,23.2926,23.1207,21.7655,21.311
P91502,25.54,26.1126,26.0164,26.4864,25.2426,27.1306,23.9494,26.0245
P91502,19.2681,17.8431,20.425,17.4522,21.9374,21.2363,20.6704,20.897
P91502,23.6914,24.7106,24.2115,24.1468,24.8773,22.9895,25.4873,23.9997
P91502,20.0026,17.9564,18.7775,20.8379,21.8147,20.9236,21.0228,20.988
P91821,18.0185,17.8567,20.2073,18.2068,21.5167,20.5606,20.4518,21.3944
P91856,17.7861,21.0927,19.4207,18.3075,21.4942,21.2097,21.3089,20.7795
P91857,19.5652,19.7639,19.2894,20.6663,23.265,22.5785,22.1847,22.7001
P91913,17.9804,15.9192,17.8037,16.6063,21.8462,20.2738,20.7846,19.9764
P91913,17.5918,20.4817,19.5135,19.5744,21.6155,20.5294,20.7192,21.2538
P91913,19.5515,19.2349,20.3532,20.7099,21.8494,20.5528,20.9402,20.0697
P91913,18.0902,21.1573,20.0177,21.0319,21.7698,20.9146,20.9159,21.2251
P91914,17.469,18.3225,18.5353,18.4736,21.5391,20.2047,20.7664,21.1741
P91914,19.179,17.7209,21.9159,15.4294,23.5707,22.0012,23.4248,22.7959
P91914,17.7839,19.8539,19.6037,18.8058,24.218,28.0843,26.8989,26.4979
P91917,20.089,17.9043,19.2433,16.8202,21.4567,20.1323,21.1922,20.8148
P91918,17.7449,21.2804,19.5422,18.9325,24.7366,23.5979,24.3526,24.7527
P91918,21.6512,21.7143,21.5378,22.2586,23.6137,24.183,22.9953,26.3087
Q02335,18.4425,20.8827,19.0765,19.559,21.4502,19.2257,21.3567,20.9839
Q02335,20.783,19.5508,20.0205,20.2459,24.5379,23.1298,23.867,24.7448
Q03206,18.6472,20.3172,21.1368,20.2811,21.9637,20.8951,20.1333,20.1775
Q03562,17.0558,20.2072,18.8363,19.377,21.2317,20.7158,20.1504,21.02
Q03564,22.8119,23.6101,23.2002,23.1515,21.8648,20.5821,21.2409,20.6575
Q03567,20.3559,19.8325,20.1098,18.9395,21.1465,21.0405,20.3297,21.1115
Q03567,26.3899,26.2239,26.8174,26.0772,27.1943,25.5514,24.498,26.5363
Q03601,22.4017,22.1021,22.4319,21.664,23.5761,24.1623,25.0362,23.5319
Q04833,19.9882,20.5386,17.4927,19.7853,23.7065,23.2247,22.3736,22.4862
Q05036,23.8115,23.0943,23.3635,23.0749,22.8825,23.1512,22.8564,21.3217
Q05036,18.8967,19.6356,19.5126,19.1902,24.1717,22.6449,21.2559,21.8615
Q05062,20.6581,19.7711,21.8973,19.8748,24.1441,24.5907,27.3143,24.7248
Q05062,19.7515,17.822,18.0404,20.3131,22.6185,22.7715,23.8502,22.049
Q05062,16.9478,20.4827,17.6277,17.8244,21.8965,19.9396,20.9075,20.9753
Q05062,18.1712,19.7943,19.0062,19.9266,21.7039,21.1943,21.3081,20.7338
Q067X2,17.172,20.898,15.9949,19.3161,25.4006,23.2181,23.4322,22.4652
Q07750,20.0382,18.338,18.2448,18.5689,21.1745,20.7744,21.0914,21.097
Q07750,16.5414,17.2899,20.0981,18.385,23.5686,21.0938,22.4124,21.758
Q09217,23.8781,23.993,24.4024,23.9411,21.3083,20.6497,21.1991,20.4889
Q09236,16.208,16.87,20.3394,17.7147,21.0572,20.9573,20.0542,20.4983
Q09236,21.4564,18.7185,18.1265,19.7354,21.4082,20.4659,20.9685,20.2601
Q09236,20.9019,19.3221,21.1841,19.2056,20.7227,21.1478,20.9615,20.3276
Q09237,18.7871,20.9484,19.6687,19.1535,21.5997,21.0939,21.206,20.8658
Q09237,20.7688,18.9553,21.5311,19.814,21.5805,20.8707,21.1243,21.3659
Q09248,19.3388,19.3478,21.0529,17.8563,21.7075,20.4446,19.6889,21.2133
Q09250,16.0891,20.9165,18.8099,19.832,21.7205,20.5225,20.4686,20.8785
Q09269,24.4123,24.1199,24.5868,24.0684,23.6864,21.7762,22.6682,22.2965
Q09289,27.0133,28.5551,28.381,28.4895,26.2646,24.8,24.7392,23.7369
Q09289,26.8202,26.5864,27.1217,27.2854,24.651,24.3363,22.2878,24.6745
Q09289,26.6927,26.1269,26.9155,26.4738,25.4483,23.069,25.2369,24.4829
Q09289,17.5088,20.8072,19.3759,19.3145,21.4516,20.7007,21.3692,21.2323
Q09289,24.8664,24.8491,25.5085,24.7594,22.9073,23.5665,24.0676,23.6632
Q09289,19.7799,19.7121,19.275,19.8605,24.1315,20.7301,21.1025,24.3751
Q09289,19.2442,20.8527,20.0248,19.9207,25.2535,23.6595,24.0248,24.0182
Q09289,19.7056,19.7742,19.4478,17.3607,20.7277,20.9463,20.9371,21.3307
Q09350,19.9235,19.8948,21.7504,18.0274,21.0308,20.0312,20.4782,21.1257
Q09407,18.3554,19.16,21.7329,21.2249,24.512,20.5385,20.9274,20.4961
Q09422,19.3794,18.0269,18.7712,20.9586,23.3762,23.2401,24.1974,22.0695
Q09422,18.3088,21.0648,20.5646,19.5687,25.102,22.3433,24.113,23.8372
Q09422,23.9552,24.9184,24.8815,24.6861,21.6093,19.3828,21.2232,21.4038
Q09436,18.6907,17.8463,19.4242,19.9807,22.5424,22.4017,21.4879,22.6085
Q09444,17.8433,20.1518,18.4266,19.9922,20.7582,20.7609,20.0678,20.1739
Q09444,19.3309,20.1777,20.1138,19.4194,26.6007,27.3781,24.6505,27.5832
Q09444,18.3634,18.0905,21.3542,19.1008,25.8324,25.0599,23.0177,25.5969
Q09444,21.409,17.7415,18.7628,20.7339,23.9468,23.5599,24.1922,25.3641
Q09489,20.0377,19.5921,21.3603,17.8205,20.417,21.0494,21.2091,19.741
Q09489,17.6678,18.2996,19.4866,17.2541,27.3108,22.2334,23.9462,21.786
Q09490,19.7443,19.3637,17.9829,19.5315,24.1488,23.7812,23.684,24.0104
Q09490,16.9861,18.3383,19.6315,20.3235,25.3949,25.5426,24.3808,23.0514
Q09533,17.6518,18.0475,19.6199,16.1688,22.5697,24.2385,23.0738,23.445
Q09533,24.2208,23.3426,23.6706,23.6264,24.564,23.6382,20.4333,23.4747
Q09533,18.6408,19.122,20.2161,18.2003,20.9469,21.1273,20.6588,20.1526
Q09533,18.6301,20.4365,19.3778,20.8042,25.0459,23.8839,24.1816,23.834
Q09560,21.305,19.9478,19.5515,18.1555,21.6341,20.7794,20.4328,20.5805
Q09568,22.8504,22.2529,23.381,22.4835,19.2468,22.9715,20.8018,20.8674
Q09581,19.5351,19.1393,20.1685,17.7675,25.1859,24.0435,21.4341,23.1423
Q09581,20.6125,20.1803,20.5195,19.1024,26.57,23.4126,22.5922,23.7409
Q09581,17.9058,20.5249,18.7743,19.9895,24.6027,24.4919,24.2513,25.4822
Q09581,22.3942,23.1365,22.7115,23.2585,27.4836,25.8391,23.8152,25.7289
Q09581,18.0484,19.8213,20.7366,21.1414,25.4812,21.9659,24.1612,23.9915
Q09614,23.2632,24.8405,25.6664,25.0391,27.7261,23.9747,23.83,23.2096
Q09665,21.0347,18.5528,17.9826,16.5847,21.7746,21.0042,20.892,21.1147
Q09934,18.1329,19.908,20.3096,19.3835,21.9311,20.9901,20.8553,21.3808
Q09934,27.0615,27.0454,25.168,25.1979,26.6142,24.4622,23.7807,25.0644
Q09934,19.5642,19.557,17.5735,18.5684,21.6874,21.0482,20.2449,21.1963
Q09936,20.3278,19.4144,18.9065,19.5513,21.9493,21.171,20.3008,20.4199
Q09936,20.7177,20.0022,19.6204,19.5914,21.919,21.0942,20.1581,20.6618
Q09936,16.5762,20.6205,21.0319,19.2285,20.9764,20.2446,21.29,21.2483
Q09936,18.6303,19.083,21.1638,18.8745,25.134,24.433,24.49,23.1321
Q09936,19.7139,18.725,20.7974,19.0208,20.995,19.5567,21.1805,19.8735
Q09967,19.0592,17.4324,19.1993,19.7035,25.2544,19.6185,24.085,21.4416
Q09967,24.2905,26.5393,25.5089,26.115,29.1597,27.5802,26.9283,27.5818
Q09EE6,27.4227,27.5537,27.6821,27.0747,27.3521,23.7584,26.753,25.1764
Q09EE6,18.307,19.6039,19.7302,19.8427,21.9728,21.0592,20.7497,20.378
Q09EE6,18.9398,21.4255,19.5355,15.9687,23.0426,23.6511,24.0411,22.5432
Q0G831,17.5077,18.1881,18.915,16.3714,20.5117,21.0833,21.1741,20.8535
Q0KHC0,17.3038,19.6643,20.3904,19.3628,21.5333,20.7788,20.8551,20.396
Q10010,27.2786,24.6512,23.597,23.438,21.887,22.7174,23.8121,22.5258
Q10020,18.4467,16.9503,20.2645,17.8915,22.357,22.5429,24.285,22.3965
Q10020,23.5785,22.8807,23.7341,22.7841,23.1888,23.3887,23.0225,23.6675
Q10020,24.2638,24.2035,25.057,24.0511,23.877,21.21,20.2881,22.972
Q10020,23.819,24.2035,25.057,23.5828,23.877,24.014,24.6509,22.2831
Q10033,20.7807,17.9988,21.138,16.5947,20.6334,21.1567,21.147,20.7986
Q10043,17.5165,19.7565,21.003,18.7845,23.6001,23.6219,21.9376,23.2882
Q10046,18.0609,19.8262,20.7945,20.2222,20.8039,21.0925,21.2373,20.8213
Q10121,19.0266,19.6732,20.3346,19.0151,21.3971,20.8389,21.1042,20.2955
Q10121,19.4047,18.8151,20.4643,20.9058,21.8446,21.2709,20.33,21.0325
Q10121,23.8342,25.1344,24.6626,25.4637,25.3064,23.9894,25.913,24.5866
Q10121,17.3718,20.5798,20.8305,18.5535,20.5506,21.1361,20.7751,20.5213
Q10130,16.9903,18.7062,18.7972,20.3772,21.4815,20.9604,20.9989,20.6024
Q10130,19.709,20.9395,20.0847,20.7124,21.9478,21.1547,21.2792,20.7494
Q10454,18.1354,20.4799,19.1432,18.918,21.7233,19.7491,21.1373,20.4329
Q10454,24.1675,22.7662,22.7851,23.0267,21.6247,20.4108,20.8597,21.0792
Q10454,19.5191,18.5387,18.8748,17.8281,22.3452,22.0056,22.1263,20.5063
Q10454,23.3939,24.6349,24.334,24.1156,27.918,26.5284,24.9916,26.9786
Q10454,23.4982,25.3335,24.5313,24.8587,21.6101,19.6388,21.3419,20.7477
Q10454,19.8141,19.8937,17.1805,19.0417,26.1085,25.8902,22.9565,25.8331
Q10454,19.4226,20.4412,19.0614,20.5087,22.73,22.3024,22.916,22.4061
Q10454,20.5579,21.556,21.5484,17.578,24.6141,23.1939,25.7196,23.3712
Q10454,19.8986,19.1303,20.4131,21.5409,24.1264,24.6757,23.32,24.0566
Q10457,17.5922,20.3676,19.7596,17.4665,21.4985,21.185,20.9219,21.3234
Q10578,24.77,24.5278,25.2329,24.3124,21.5018,20.2555,20.9095,20.7864
Q10578,19.5277,18.6864,18.9917,19.8768,21.6439,20.6003,20.7027,20.6937
Q10578,19.3486,19.6421,21.8381,18.7204,21.2741,21.2104,20.8054,21.3774
Q10578,18.7519,18.6709,20.4821,19.0034,23.374,22.0937,21.5551,20.6621
Q10651,18.7428,17.1287,18.3333,20.4807,25.3554,22.2051,25.2836,22.4352
Q10655,23.257,24.4281,24.4086,25.2335,21.6878,20.8685,20.5714,19.9255
Q10657,18.3661,18.8233,22.0632,17.2512,23.6532,24.2493,22.6706,22.6174
Q10901,27.057,27.7581,27.7249,26.6436,25.8126,23.9886,25.8386,26.4888
Q10943,20.0083,17.7773,20.1789,18.8502,21.3521,21.0851,21.2668,20.034
Q11080,21.0151,22.4338,21.9497,22.9498,23.9463,23.403,23.3433,23.0891
Q11101,20.2754,18.837,20.7592,19.7586,21.0817,20.7676,21.2966,21.3752
Q11176,20.4294,19.6641,19.9554,17.552,21.8146,21.254,20.8178,21.3411
Q17334,17.4639,19.028,19.2615,18.8694,21.6548,20.7333,20.5233,21.1703
Q17334,22.8295,23.2112,25.2313,22.865,27.7585,25.3423,25.4029,25.8916
Q17334,21.8678,23.5677,23.3445,23.5067,26.6781,25.3443,25.3873,24.1927
Q17339,20.5459,19.4283,18.7529,20.2602,21.5818,20.3422,21.27,20.8894
Q17348,19.6137,19.3904,19.3142,18.855,21.457,18.6791,20.4902,20.0041
Q17361,27.5108,24.069,24.7019,21.5002,25.5525,24.4405,24.1667,26.3886
Q17361,20.8996,18.9961,19.8937,19.6862,21.3828,20.6655,21.3649,20.4545
Q17361,18.841,19.1735,19.4625,18.4107,21.8515,21.2018,20.878,20.9355
Q17361,23.506,23.9456,23.9638,23.0344,20.9579,20.8564,20.9257,19.9597
Q17389,20.8687,18.1579,19.9824,19.5051,22.9601,21.7717,24.0648,21.1704
Q17405,26.4526,26.6406,27.5505,25.8701,28.1577,24.9963,22.9485,25.477
Q17405,16.9532,20.5035,17.8359,18.4384,23.7828,21.2874,22.002,22.0406
Q17405,24.3109,23.5818,24.4117,24.6615,21.9001,20.5931,21.0469,21.0239
Q17405,25.8977,26.3852,25.8035,26.1254,26.1305,25.1403,24.9825,25.4328
Q17405,25.5291,25.8213,25.9289,24.6699,29.3988,27.8014,26.5461,27.0751
Q17410,22.4926,21.0621,21.3823,21.453,21.6845,19.8018,20.8694,20.6521
Q17413,18.2569,21.4069,21.4621,16.7211,23.6955,21.7774,22.4564,22.2823
Q17430,22.4281,22.9694,23.3707,23.7196,21.7824,21.8914,22.769,23.2975
Q17435,18.9877,20.3872,21.732,21.4533,22.476,23.5138,24.0379,23.6197
Q17446,17.7647,19.4777,21.0732,17.4768,21.8192,20.343,21.2975,20.6235
Q17455,20.4991,19.167,20.3027,18.3179,24.3845,24.232,23.8634,23.957
Q17489,18.6523,20.4449,20.2725,17.8274,22.6939,20.5442,21.3272,21.2163
Q17542,28.6604,28.9296,29.3429,28.8674,28.6502,27.8187,27.2309,27.7039
Q17543,21.0595,18.1547,20.2709,18.1497,20.6928,20.5448,21.279,20.996
Q17561,17.1787,18.9782,19.0335,16.4012,21.1783,20.6932,20.4785,19.6703
Q17569,16.5116,17.7096,20.5637,19.5824,24.3497,23.7866,23.8204,24.412
Q17569,21.4757,18.8414,19.3256,17.9442,21.7169,21.1492,21.195,20.7634
Q17569,20.2126,21.1051,18.6388,18.8233,26.8909,23.701,24.0806,23.1428
Q17569,18.5997,17.4243,20.3365,18.4985,23.8497,22.9027,22.3707,21.6975
Q17569,22.0733,22.0612,23.2534,21.478,25.133,24.7589,24.2869,25.1486
Q17571,18.8981,19.2943,21.7539,19.3235,24.578,25.8998,25.3769,25.1804
Q17571,18.437,16.1672,19.8593,17.7419,21.2103,20.2028,21.2016,21.1133
Q17606,19.5802,21.1004,19.4153,18.4852,20.7312,19.8166,21.0524,21.0905
Q17624,29.1389,29.6294,28.0998,27.4113,28.7183,26.8979,27.2493,27.1654
Q17624,23.5159,24.0899,25.5247,23.2231,26.2672,24.4585,25.9761,25.6683
Q17624,25.3064,25.3654,25.4852,26.3587,25.4903,23.2528,24.3341,22.06
Q17624,23.6102,23.8496,23.9288,24.2416,24.7739,24.2817,25.4853,24.0814
Q17624,18.6126,17.6788,17.9589,19.8311,21.7402,19.6506,21.0946,21.2
Q17624,23.8454,23.4763,23.4165,23.6204,21.6395,20.9303,20.5165,20.0453
Q17624,24.6923,24.4571,25.8515,25.1966,21.5931,21.2329,21.2681,19.7703
Q17644,22.4197,25.3711,24.5713,23.9571,24.346,23.3509,22.7539,23.4963
Q17649,18.8819,19.5227,18.319,18.6277,24.7149,24.8932,25.2503,25.4563
Q17649,22.0131,22.6365,24.5089,22.5813,26.0891,23.1577,25.014,24.1247
Q17649,16.8609,20.0853,19.3248,20.4042,21.7243,20.9923,21.2057,21.289
Q17663,18.9653,19.109,20.0999,17.2115,21.7186,19.8741,21.2521,19.1815
Q17663,18.7632,18.4857,20.9901,19.7801,25.6203,22.7818,23.4325,24.3115
Q17693,19.1051,21.3279,19.0986,18.6353,23.1561,24.242,23.5087,24.9373
Q17698,24.5889,22.4492,23.9676,21.4924,25.5653,26.2059,26.1802,25.167
Q17698,17.6814,20.099,19.1807,18.8744,26.575,25.3731,24.12,25.0976
Q17698,19.8231,19.2533,20.445,18.7406,20.7092,20.6718,21.1544,20.9019
Q17698,19.7778,19.7936,18.9936,18.9199,23.8591,22.2249,22.3372,22.7181
Q17698,19.8405,20.3247,20.3162,18.1587,21.7605,20.9324,20.2827,20.796
Q17698,19.5534,19.6057,20.464,18.3395,25.2256,22.9082,23.0626,24.8084
Q17698,19.2657,19.0364,20.3199,18.6206,21.941,21.2346,21.3415,21.3062
Q17740,18.9333,20.0127,19.645,20.9478,21.4795,20.5642,21.1431,19.6737
Q17763,18.4717,20.2289,20.1232,21.4802,20.6095,20.9184,21.1915,20.1114
Q17770,18.5494,18.6564,19.8275,20.2246,21.0417,21.1119,20.7651,21.2586
Q17770,23.0217,23.8332,25.8398,23.5902,21.6123,20.9036,21.2307,20.3092
Q17796,22.1659,23.7169,23.0909,23.258,25.506,22.661,22.4059,23.6697
Q17796,26.0026,28.2737,27.3946,26.6479,26.2823,24.4497,26.1834,24.3857
Q17796,18.5488,17.8637,19.4771,20.3452,24.6716,26.1461,25.2928,25.8544
Q17796,25.5137,25.4334,26.4325,25.2988,27,25.1546,25.5025,25.1174
Q17827,17.8102,15.3722,20.9609,18.0953,22.5613,22.141,22.8004,21.1966
Q17827,19.2246,20.832,19.422,18.6454,21.3687,20.8108,21.3049,19.6008
Q17832,19.3039,18.6905,20.7496,19.6678,22.766,21.3968,21.397,22.1658
Q17832,19.8961,18.167,21.7646,18.2915,22.0864,22.0252,22.115,23.7359
Q17832,19.7218,21.1263,18.1135,19.4952,21.0585,19.7095,20.575,21.1195
Q86GU1,26.8668,26.9286,27.8019,26.9898,26.3904,25.4566,26.0746,24.3933
Q86GU1,17.8188,20.6317,20.6954,20.2086,24.8114,22.643,22.8519,24.2827
Q86GU1,19.5545,19.6061,18.2178,17.9215,26.1767,24.3344,24.226,23.924
Q86GU1,26.2906,26.9668,27.3975,26.811,25.0681,26.1745,27.1774,26.5579
Q86GU1,26.1003,26.9602,26.5314,27.1617,23.8757,24.1824,24.1054,22.9068
Q17868,19.865,20.0921,20.0111,18.6563,21.1158,21.176,21.1955,20.6806
Q17941,20.2693,18.0612,18.9799,18.755,22.4408,22.3549,24.7406,23.2529
Q17963,18.8315,21.1356,20.2508,17.0923,20.7261,20.9461,20.9253,21.1914
Q17967,17.786,19.4811,19.6979,19.2057,21.1772,20.6375,20.8257,20.3262
Q18012,18.0991,19.8708,19.8218,20.3915,23.528,22.3805,22.1295,24.1254
Q18026,19.3126,21.1625,20.2179,19.2269,21.5346,20.8259,20.8744,20.2526
Q18034,24.1337,24.369,25.8218,24.6212,21.8303,21.2539,20.9319,21.3234
Q18034,22.5246,22.7131,23.6104,23.0409,25.4153,25.0253,26.5991,26.483
Q18066,19.3122,19.6543,21.0284,18.3674,23.1918,22.0982,22.0717,23.1923
Q18066,16.7244,19.0105,17.7064,18.7736,24.0721,22.5842,21.9976,22.9639
Q18068,18.46,18.8525,19.2834,19.0112,23.6879,22.9044,24.4289,22.1351
Q18070,19.3159,18.1505,19.8932,20.2168,21.9205,20.8602,20.9601,21.0029
Q18091,21.9088,23.5313,25.6537,23.8575,21.4109,20.555,20.9809,20.9876
Q18099,20.8088,19.4671,20.4247,18.8262,27.4664,27.0878,25.4818,26.0631
Q18099,25.0181,25.6221,25.2652,25.89,26.4584,24.1489,25.0211,24.868
Q18099,24.6247,24.7476,24.7656,24.7363,26.6643,25.4159,24.5745,24.5275
Q18115,19.4272,19.6771,20.6313,20.6164,29.7134,24.7282,26.6185,26.3783
Q18124,26.1669,24.5879,26.1136,25.9154,20.5242,20.3233,21.554,21.0901
Q18152,20.1306,18.3499,19.0904,18.0304,21.4947,20.8265,20.8499,20.7556
Q18202,18.4515,20.7213,21.8639,19.3621,24.2653,21.943,23.3651,23.906
Q18212,16.696,18.5611,20.5869,19.4625,21.401,20.1284,21.2673,21.3901
Q18212,19.466,19.0023,19.1228,20.0498,21.663,20.7213,21.2624,20.4936
Q18217,23.4176,23.168,22.6688,22.991,21.4097,20.6661,20.9371,21.2417
Q18231,23.8471,23.2915,24.5023,25.0945,25.2422,22.938,23.8402,21.887
Q18231,22.8569,23.4726,24.6838,23.7141,26.1025,26.4397,25.2537,25.5018
Q18286,21.3096,20.869,21.7929,22.2107,21.4099,20.8456,20.867,20.2907
Q18336,18.3246,21.1036,20.4774,20.0495,21.8018,19.676,21.3101,20.1145
Q18445,19.8085,19.4387,20.6855,20.2541,23.3634,21.9292,21.2235,23.2288
Q18449,23.4472,24.02,25.1207,23.871,26.0856,26.3346,25.1855,26.0225
Q18453,18.4794,18.3786,17.1461,20.1502,21.5594,21.0138,20.4829,21.2864
Q18476,18.2941,19.1569,19.6655,17.1049,20.9976,21.245,20.1079,20.8578
Q18544,22.4382,22.8275,22.9061,23.0413,23.4889,21.0669,21.7893,21.2475
Q18544,17.3087,18.2668,20.8017,17.6841,21.8599,21.2071,20.5875,21.1232
Q18545,23.048,23.5272,24.121,23.2403,21.6551,19.6767,20.8093,21.7028
Q18550,18.2564,20.5945,18.9922,15.3669,25.2402,23.3979,23.1526,25.1313
Q18573,23.7195,25.1092,25.5989,25.1908,26.3358,24.9397,25.152,25.6413
Q18582,18.7633,19.0806,19.4048,16.9345,26.1798,24.6709,22.367,24.0424
Q18582,18.2461,20.3797,19.9451,18.8183,23.0756,20.6413,22.3029,21.6702
Q18582,22.8802,23.2157,23.1981,23.1859,20.6473,21.0626,20.8634,20.9077
Q18587,21.4687,21.3007,21.3389,18.3652,25.3661,23.0839,24.2466,24.0334
Q18597,18.3104,19.345,19.1486,18.7212,24.1629,23.5992,23.8431,25.0643
Q18597,19.2625,19.686,20.1248,16.5759,26.6156,25.3123,24.6814,26.1734
Q18597,19.7488,19.2573,18.1546,18.5206,23.4273,23.3703,25.7332,23.9151
Q18604,16.5935,20.775,22.1074,16.9543,20.7243,20.5062,21.4994,21.2902
Q18610,20.5309,18.8391,18.8903,18.513,24.1309,24.5239,22.768,24.6958
Q18620,23.0472,23.0931,24.424,23.519,25.814,24.9976,23.6608,23.097
Q18650,20.3928,17.9887,21.836,18.7895,21.9072,20.5712,20.4089,21.2814
Q18655,26.5945,26.28,25.0776,26.3765,23.556,23.0882,22.5041,21.4211
Q18655,24.3721,24.7973,26.0814,24.887,23.8321,23.3897,23.6183,23.3916
Q18655,23.4928,24.665,24.9839,24.4015,25.4301,23.2435,22.8595,23.6985
Q18655,19.7413,20.7166,21.9891,20.6057,25.1902,23.4039,24.586,23.6455
Q18665,16.9539,19.3217,21.2017,17.5013,22.7506,22.4869,20.1655,21.0142
Q18678,17.7704,19.9247,17.9269,20.9411,21.4809,21.1272,20.7347,20.2781
Q18680,19.7592,17.443,20.201,20.5169,21.8319,21.065,20.8968,19.9268
Q18688,18.7687,19.1392,19.2461,17.1275,24.2424,24.3226,22.8829,21.9871
Q18688,24.1656,25.7503,25.8202,24.223,27.4599,24.7845,25.0215,25.2767
Q18688,18.6902,18.9202,20.2375,18.1239,27.4599,23.4992,23.4561,25.0923
Q18688,19.5397,16.1701,20.6297,21.0463,21.9134,20.9355,23.3751,23.1782
Q18688,18.9206,18.3319,19.7339,19.9062,24.7852,22.866,20.6051,22.8256
Q18688,25.4655,26.5651,26.9666,27.6542,27.1534,24.3778,23.8389,25.209
Q18688,19.4741,18.2451,20.3039,19.4559,24.9475,24.5775,25.4392,24.5464
Q18688,20.8804,19.8111,19.9515,18.5077,25.1964,24.2957,25.7031,27.2985
Q18688,18.0017,19.7921,18.4631,19.4993,24.8728,23.0648,22.4639,22.6965
Q18688,22.912,23.9529,23.8709,23.5059,24.7424,26.1048,28.967,24.6
Q18688,18.5785,18.2785,19.0121,18.7728,23.344,21.681,23.6192,22.7626
W6RS06,19.5523,19.9033,19.4526,20.5503,23.425,23.3978,20.7063,21.4262
W6RS06,24.4307,24.8482,25.7039,25.2105,21.7051,21.0442,21.0429,21.3583
Q18739,20.5525,16.6286,19.8423,19.3529,24.6877,25.4382,24.6761,24.4051
Q18739,20.5525,18.6912,19.4985,20.4617,24.8358,25.5661,23.4432,26.0346
Q18739,19.1124,17.7937,19.994,20.4721,23.8086,23.5936,24.9603,25.0831
Q18742,19.5042,19.6206,20.5942,18.4226,21.1015,21.2068,20.6774,20.3473
Q18742,18.7286,18.1513,19.0703,21.1107,23.0407,23.1119,22.4178,22.8877
Q18771,26.3514,27.6117,26.6765,28.1012,21.6095,23.3289,23.8658,22.7243
Q18773,20.2458,21.7706,20.3095,19.145,21.2885,20.993,20.4946,20.3598
Q18787,17.5132,18.4705,20.4961,21.3893,24.5569,23.8635,25.105,23.3078
Q18787,23.4257,22.0366,22.559,21.8004,25.4377,23.4657,25.4139,24.716
Q18787,19.703,21.1243,21.1425,19.0659,25.2783,23.4477,22.1417,21.8359
Q18799,19.8745,19.4178,19.6511,20.4107,22.8683,21.0064,21.3911,23.1393
Q18799,21.2772,21.9156,22.5375,21.7605,22.8683,24.1379,23.9753,22.9148
Q18813,20.1977,18.3647,20.7017,21.5823,24.9302,24.1067,25.9642,24.5283
