Leading.proteins.Positions.within.proteins;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04; -Log Student's T-test p-value eat2_d10_eat2_d5;Student's T-test q-value eat2_d10_eat2_d5; Student's T-test Difference eat2_d10_eat2_d5;Student's T-test Test statistic eat2_d10_eat2_d5;Sign p-val: 0.05 
P19625(136);28,1784;28,4651;28,4638;30,1159;28,2415;29,3606;29,0958;28,1588;0,0606362;0,902012;0,0916443;0,171208;
P19625(24);21,2995;21,2652;21,1565;20,0132;20,1837;21,6566;21,4748;21,9447;0,326382;0,561745;-0,381369;-0,767952;
P20631(6);20,8784;20,3494;21,4518;19,1542;21,5113;21,1301;21,7171;20,1909;0,526768;0,383178;-0,678912;-1,14108;
P27604(281);21,3943;20,512;21,6869;20,1728;24,5719;25,0646;24,9953;25,2562;4,34586;0,00192405;-4,03053;-10,4477;+
P27604(168);21,5614;20,4581;19,5071;20,7762;20,9093;21,7351;21,7442;20,7827;0,699367;0,276279;-0,717126;-1,44043;
P27604(47);21,9498;20,3818;21,7212;21,5652;21,208;19,1445;21,1518;21,8922;0,346308;0,542416;0,555342;0,806936;
P27604(14);21,9665;21,407;21,5229;21,0896;20,2198;21,1577;20,1966;21,5415;0,954461;0,168785;0,717616;1,86755;
P27604(188);21,5735;20,3081;20,7425;20,4216;21,3989;21,1833;20,4193;20,5649;0,132086;0,790775;-0,130184;-0,350756;
P27798(38);21,9339;19,3543;21,8503;21,3856;20,6648;21,6087;20,7566;21,0585;0,0601478;0,902715;0,108874;0,169907;
P27798(36);21,6238;20,7142;20,7715;21,3588;20,0064;21,8194;21,4541;21,5262;0,0648351;0,896419;-0,0844884;-0,18234;
P29691(50);21,7495;23,1789;23,2919;22,4233;24,7334;22,9684;23,7709;25,688;1,24944;0,0967135;-1,6293;-2,35971;
P29691(632);20,504;19,3787;19,6192;20,0152;19,9469;21,4698;21,141;20,5393;1,12262;0,122304;-0,894968;-2,14715;
P29691(305);24,5255;24,8231;24,9138;28,0685;23,4617;22,4714;24,8107;22,6204;1,19211;0,108565;2,24168;2,26333;
P29691(566);24,6746;23,485;24,5008;24,0395;24,2608;24,5484;24,9178;25,147;0,820114;0,21842;-0,543538;-1,64383;
P29691(439);23,597;24,0901;23,5323;23,0962;23,2649;24,3918;21,3391;21,649;0,579927;0,344775;0,917726;1,23478;
P29691(253);25,7578;24,6194;25,6124;26,3595;24,4536;25,8184;23,4256;24,6033;0,831503;0,214547;1,01209;1,66287;
P29691(103);25,3333;25,3966;24,2242;24,1088;19,3265;21,5099;21,6155;21,8889;2,76489;0,00995577;3,68053;5,36598;+
P29691(104);25,9898;25,4002;26,1068;25,2035;22,1502;24,008;23,5726;24,0155;2,40485;0,0144071;2,23849;4,53914;+
P29691(839);25,0068;23,9645;25,2463;30,5181;24,0426;23,9142;22,5047;23,6194;0,890568;0,189877;2,6637;1,76134;
P29691(164);25,0522;24,8532;25,0912;23,2464;21,2355;22,7672;23,0695;22,4768;1,96475;0,0281973;2,17349;3,63917;+
P29691(171);20,3637;21,5493;20,4415;20,3955;26,761;25,8981;25,8607;26,0955;5,32033;0;-5,46632;-15,376;+
P29691(327);24,9299;22,0048;22,001;23,4167;23,9667;24,0189;22,6471;23,6537;0,258025;0,637845;-0,48352;-0,629788;
P29691(316);20,9527;20,9556;21,4161;21,1854;21,0259;19,3427;20,02;21,0805;0,884805;0,192199;0,760147;1,75175;
P29691(401);20,8526;20,6444;21,566;21,5721;25,9971;23,2115;23,2939;23,304;2,07819;0,0225876;-2,79285;-3,86102;+
P29691(42);21,1778;18,8221;20,9281;21,2628;24,8937;25,0817;24,9466;25,4418;3,58935;0,00415135;-4,54324;-7,66688;+
P29691(506);20,5613;19,7286;21,5226;21,431;19,9012;20,2043;19,8155;21,6527;0,290104;0,604222;0,417461;0,695544;
P29691(492);20,8771;21,0412;22,4951;24,2544;19,6238;19,6929;21,6545;21,7928;0,732441;0,260547;1,47599;1,49649;
P29691(280);21,7988;21,4902;20,7903;20,8577;21,1432;20,7182;21,3267;21,3488;0,131816;0,791241;0,100022;0,350112;
P30625(51);26,423;25,5648;26,2762;25,5643;23,5815;25,3043;24,7381;24,1656;1,87465;0,0328114;1,50971;3,4674;+
P30625(363);21,7785;21,2362;20,1054;21,3407;20,4381;21,4434;19,5927;20,7279;0,492307;0,413614;0,564662;1,07939;
P30628(125);25,9788;24,4753;25,6531;25,0567;21,6223;18,6094;21,2923;20,9605;3,06873;0,00702222;4,66984;6,14091;+
P30642(381);24,0412;23,3258;24,3723;21,3625;21,8456;23,4121;23,8066;22,7987;0,147926;0,771283;0,309679;0,388104;
P34183(459);21,5139;21,4025;18,9095;19,3004;21,4237;21,1514;21,1362;21,5236;0,72616;0,263111;-1,02714;-1,48586;
P34285(225);25,0511;23,9496;23,1665;25,1773;24,7125;24,1687;22,7502;25,5649;0,016518;0,974702;0,037055;0,0487772;
P34322(391);20,615;21,1886;21,8238;21,5488;20,3003;20,913;20,1455;21,5201;0,679351;0,28739;0,574328;1,40635;
P34328(93);21,7519;20,7525;21,0863;20,1045;21,2768;20,7853;21,1271;21,748;0,333541;0,554216;-0,310492;-0,782019;
P34334(43);24,7993;23,5755;24,1756;23,1811;24,2206;23,915;24,023;24,2372;0,178592;0,733287;-0,166103;-0,458341;
P34334(35);20,3929;20,327;21,2922;19,8966;21,2875;20,2134;21,0539;20,3093;0,244653;0,653751;-0,238828;-0,60184;
P34334(97);25,7627;26,2279;25,7948;25,364;24,9399;24,4613;24,7985;23,6385;2,09588;0,0216842;1,32778;3,89621;+
P34339(24);22,4371;22,0455;23,3579;22,573;23,7524;22,5993;22,7835;25,0179;0,74087;0,255706;-0,934904;-1,51073;
P34339(647);22,5431;23,0513;21,3213;19,6963;23,5752;21,3938;21,7629;22,1043;0,25685;0,638782;-0,556043;-0,627346;
P34339(665);21,908;19,8865;20,5324;19,3457;20,7341;20,4904;20,776;21,3855;0,308624;0,582206;-0,42833;-0,732751;
P34345(22);21,8603;20,7418;21,0977;20,7186;20,6081;21,5878;20,602;21,7293;0,0228679;0,963096;-0,0271854;-0,0670675;
P34360(157);21,6887;20,9528;19,298;20,244;25,6005;26,5988;25,69;26,5775;4,14473;0,00165217;-5,57082;-9,63293;+
P34360(3);27,3921;27,4659;27,3956;27,5875;27,5525;28,3789;27,6896;28,0831;1,27594;0,0919523;-0,465768;-2,40443;
P34360(12);23,8434;23,9924;23,4573;23,4987;24,8405;25,2433;24,8918;24,9076;3,67935;0,00311905;-1,27287;-7,95972;+
P34360(14);20,2806;20,9241;21,1443;20,6347;21,1651;21,0445;21,3681;20,8574;0,844297;0,20917;-0,362875;-1,68423;
P34364(3);25,6234;25,7836;26,3191;25,3129;26,5904;26,5029;25,3061;25,7677;0,321282;0,567593;-0,282034;-0,757887;
P34365(148);21,464;21,5596;21,494;21,1121;20,3631;21,088;21,1309;21,624;0,604891;0,328501;0,355925;1,27827;
P34369(1418);24,1786;22,7853;23,9857;23,5111;25,442;23,2265;24,2536;23,6262;0,399384;0,48968;-0,521897;-0,908423;
P34382(172);21,0401;20,6818;20,5216;20,3833;21,1522;20,0287;19,7219;20,6514;0,325854;0,562073;0,268116;0,766912;
P34382(54);22,7363;23,1266;22,6988;22,9437;23,0068;21,1056;22,2789;22,9557;0,554141;0,362206;0,539612;1,18953;
P34382(47);20,5156;20,7088;19,8826;21,5442;20,4307;21,4884;20,7507;20,0517;0,0129314;0,977524;-0,0175843;-0,0383362;
P34383(58);21,4429;20,6418;21,9334;18,97;23,8358;25,0839;24,8058;24,5371;2,79388;0,00956743;-3,81865;-5,43668;+
P34383(90);20,3438;21,4485;21,1546;20,2086;20,4165;21,66;21,4184;20,4458;0,171583;0,742208;-0,196279;-0,442514;
P34383(54);23,9036;22,6019;22,6745;21,117;24,7638;23,437;22,8587;23,7314;0,802527;0,227014;-1,12347;-1,61439;
P34383(68);25,4494;23,4833;24,4639;23,939;23,0476;22,359;24,0972;25,0754;0,418079;0,473549;0,689096;0,943444;
P34383(47);20,6667;19,3982;21,3306;21,1918;26,1531;23,4078;23,5395;24,73;2,5728;0,0127049;-3,81078;-4,9135;+
P34419(93);25,3228;24,7566;25,7382;23,009;22,7561;24,0779;24,2604;24,96;0,403378;0,487044;0,693032;0,915935;
P34419(95);25,888;24,2174;25,778;26,1585;20,1466;21,5482;21,1255;20,7339;3,90025;0,00239394;4,62193;8,71925;+
P34453(79);20,2888;20,3502;20,0856;19,8503;22,9715;22,9331;21,7436;24,2229;2,79713;0,00959184;-2,82407;-5,44463;+
P34453(57);20,8034;21,1855;20,8977;20,4858;20,257;21,5462;19,8399;21,2678;0,09824;0,839166;0,115365;0,268165;
P34466(1014);21,8629;19,2927;20,4105;21,5209;21,0485;20,3542;21,4498;19,5513;0,0865095;0,857719;0,17083;0,238555;
P34477(99);20,7001;21,4366;19,8929;21,0783;19,5062;21,1395;19,9164;21,2323;0,244507;0,653829;0,328384;0,601535;
P34477(9);23,9924;22,4088;23,24;24,3975;24,3765;23,2716;24,2142;24,3418;0,481519;0,4213;-0,541363;-1,05991;
P34477(71);25,8754;25,1491;26,5641;20,6899;25,0354;25,2699;24,5301;24,9375;0,103001;0,832359;-0,373579;-0,28003;
P34496(110);20,0623;20,5975;21,4312;21,0743;21,0082;20,0114;19,936;21,8435;0,0598649;0,902838;0,0916014;0,169154;
P34500(38);21,796;19,3677;20,5046;20,8516;19,909;21,7501;20,2305;20,6423;0,00156036;0,997597;-0,0030098;-0,00468529;
P34501(1307);26,8138;26,6088;27,0156;26,5282;24,479;24,4187;25,0264;24,5714;4,70036;0,000928571;2,11771;12,0383;+
P34501(1294);27,9662;24,7387;28,1322;21,7778;25,931;23,6585;26,4691;26,6301;0,00371291;0,994108;-0,0184498;-0,0111214;
P34501(1286);25,4053;23,8799;24,4322;23,6546;23,2435;23,3398;24,1029;23,4688;0,942241;0,173518;0,804277;1,84725;
P34544(1114);32,1301;31,3983;31,8407;31,2342;31,3955;32,1911;30,8565;31,0623;0,325942;0,562256;0,274449;0,767085;
P34552(577);26,5702;26,6392;26,7059;26,6546;24,9193;25,1175;24,0955;23,4781;2,97289;0,00824277;2,23986;5,88812;+
P34556(148);24,3617;22,7735;22,7655;24,7222;20,802;21,3317;20,7505;20,8692;2,64914;0,0115676;2,71738;5,09008;+
P34556(219);23,9711;23,9059;24,2021;24,5292;21,2861;22,9452;24,1811;23,3849;0,985756;0,159602;1,20276;1,91953;
P34556(114);24,1622;23,8215;22,1714;25,1148;22,3573;21,5281;21,5643;23,1179;1,2301;0,100184;1,67553;2,32714;
P34560(18);19,8706;20,4825;21,0678;20,1246;20,6075;21,5179;20,2649;21,9061;0,726275;0,263276;-0,687687;-1,48606;
P34561(278);24,0788;22,7567;23,685;25,1573;21,075;21,6558;21,3506;21,1482;2,6467;0,0114899;2,61206;5,08437;+
P34574(841);24,2015;23,293;23,3358;22,5911;20,3107;20,885;21,325;21,4646;2,86803;0,00868449;2,35905;5,62049;+
P34575(339);21,3556;21,4546;21,5069;21,5074;20,3673;21,6125;20,9675;21,1929;0,797925;0,229478;0,421062;1,60668;
P34595(538);25,1528;24,5855;24,5115;26,7572;24,7559;25,5602;25,2613;24,9756;0,0739599;0,879727;0,113503;0,206255;
P34595(681);21,4773;20,0232;21,2655;19,6485;21,3915;21,7331;20,0426;21,9142;0,490844;0,414814;-0,666745;-1,07676;
P34595(662);21,9105;21,4907;22,6961;22,0593;27,2406;25,3046;25,3341;26,1818;3,58196;0,00410695;-3,9761;-7,64327;+
P34624(18);20,4763;20,0193;20,2435;19,8165;19,7952;21,599;21,4413;21,6033;1,09451;0,129822;-0,970797;-2,10031;
P34629(349);21,1322;20,7552;19,4115;20,7679;20,2084;20,8389;20,413;19,1126;0,296037;0,597006;0,373467;0,707522;
P34629(326);21,4912;20,7932;19,0516;19,9024;19,3303;21,5628;20,8289;20,9989;0,206275;0,699482;-0,370611;-0,51966;
P34647(700);21,5078;20,3699;18,976;19,6309;20,5955;21,0769;21,2107;20,7109;0,665557;0,296448;-0,777381;-1,38278;
P34654(26);20,9968;20,4217;21,8653;20,0868;20,3079;21,2715;19,673;20,7297;0,279288;0,613387;0,347116;0,673567;
P34661(79);21,8545;19,3696;20,8784;20,8589;21,4868;20,5857;21,0493;20,641;0,136736;0,783286;-0,200338;-0,361801;
P34662(77);21,2357;19,1788;21,6309;21,224;20,7107;20,219;21,8366;20,9304;0,0581146;0,904253;-0,106834;-0,164482;
P34662(79);23,2709;23,3048;24,6246;24,3626;22,7097;22,3512;24,2402;23,4997;0,592619;0,335603;0,690499;1,25693;
P34662(25);22,5942;23,0787;23,2351;21,9285;24,6384;24,8715;23,4583;24,2066;1,99923;0,0263733;-1,58459;-3,70594;+
P34662(66);21,4816;21,4984;21,7637;20,6435;20,177;20,4221;21,488;21,1712;0,649482;0,306263;0,532233;1,35523;
P34685(45);21,6353;21,044;21,0881;21,2139;20,246;20,6102;20,9854;18,7398;1,12747;0,121173;1,09998;2,15526;
P34686(92);21,8362;21,4978;21,4648;20,7659;22,0023;23,3729;24,2207;23,0624;1,87845;0,0324554;-1,77341;-3,47457;+
P34692(59);21,3987;21,2923;19,8226;24,8664;20,5844;21,3214;21,1608;20,8127;0,347167;0,541526;0,87518;0,808606;
P34696(142);26,6767;26,7092;26,1889;26,0753;24,0429;24,1279;24,1723;22,7835;3,39876;0,00448869;2,63087;7,07638;+
P34697(118);21,0303;20,8475;21,4657;20,7214;20,2227;21,1;21,3716;20,0385;0,402401;0,487693;0,333032;0,914098;
P34697(120);21,9613;18,8564;21,2602;21,1026;19,0366;21,1822;21,2487;21,2027;0,0517963;0,914071;0,127582;0,147496;
P34712(538);21,7212;21,1995;21,5818;19,3408;21,8805;21,8482;21,5457;21,9594;0,744942;0,253271;-0,847651;-1,5176;
P34712(1311);21,4781;21,334;20,1108;20,3569;20,7265;21,4363;20,3415;20,9235;0,0308729;0,951846;-0,0369973;-0,0897848;
P34712(1315);21,5897;21,3703;20,716;20,9374;21,6349;21,1146;21,2696;21,2214;0,28498;0,60872;-0,156816;-0,685158;
P34712(727);21,671;21,1178;20,6854;20,4501;22,9009;23,4614;24,1721;22,3881;2,52817;0,012792;-2,24955;-4,81217;+
P34712(535);22,6534;22,6296;22,4824;20,81;21,781;22,8368;22,9307;22,5762;0,316896;0,572507;-0,387322;-0,749204;
P34712(714);24,0138;23,5468;24,4172;24,6469;24,668;25,5132;24,5715;24,4711;0,980848;0,160378;-0,649794;-1,91137;
P34712(30);23,6419;23,1605;23,6008;23,7005;24,3072;23,8826;23,2711;24,5107;0,766683;0,242743;-0,466941;-1,55422;
P34712(47);21,7881;23,1211;22,9051;24,6714;20,4215;21,48;21,1263;19,6231;1,84262;0,0346853;2,45869;3,40723;+
P34712(26);22,9043;23,388;21,7426;24,176;26,8163;25,6797;25,2893;26,5228;2,55175;0,0125092;-3,02431;-4,86553;+
P34713(5);24,0431;23,7981;24,2185;25,4052;25,0764;23,9407;23,8734;25,4291;0,153547;0,764515;-0,213665;-0,401177;
P34713(16);22,9545;23,5761;23,5221;23,8354;20,6498;23,0541;22,8664;22,2732;1,14575;0,116939;1,26115;2,18576;
P35129(144);25,1286;25,6231;24,1841;24,5162;22,6179;24,0082;24,3026;23,7365;1,30474;0,0881498;1,1967;2,45321;
P35129(8);27,1084;27,1256;26,8507;23,8632;25,1495;25,7465;25,4972;25,8204;0,366511;0,523187;0,683578;0,84595;
P35603(229);21,844;18,6707;21,8005;20,2799;20,6052;21,6408;21,681;21,3893;0,372543;0,516095;-0,680301;-0,857503;
P36573(7);24,3371;23,0434;23,5345;23,7788;23,4746;24,449;22,8225;22,5876;0,28532;0,608343;0,340027;0,685847;
P36609(189);21,3946;20,1926;20,3623;20,091;21,2442;20,4309;19,2337;21,53;0,0591403;0,903168;-0,0995789;-0,167221;
P36609(190);20,9069;19,6935;21,7364;19,3335;23,6887;24,2267;22,6521;23,5576;2,54181;0,0129206;-3,1137;-4,84299;+
P36609(140);21,9252;19,7048;20,8584;21,1493;22,2522;23,9855;23,2465;23,6809;2,14673;0,0206009;-2,38183;-3,99829;+
P36609(121);20,0148;21,3977;19,0757;20,9576;19,8804;21,1947;20,1798;21,239;0,161947;0,753189;-0,261979;-0,420542;
P37165(107);28,0627;28,0735;28,8927;25,8356;29,0363;29,414;29,066;29,2301;1,16693;0,112947;-1,47048;-2,22117;
P37165(101);21,5915;19,2173;21,8075;20,9105;20,9955;20,2862;21,028;20,9465;0,038254;0,93932;0,0676622;0,11041;
P37806(397);21,184;21,4873;21,5116;20,7754;20,9585;20,6117;19,5937;21,483;0,635805;0,312984;0,577893;1,33171;
P37806(250);21,3818;20,6057;20,1214;18,6446;25,6213;26,1558;25,3941;25,2793;3,95509;0,00256911;-5,42426;-8,91726;+
P37806(392);24,2795;23,3472;22,978;23,0589;24,7397;23,1702;23,8437;22,686;0,136793;0,783716;-0,193999;-0,361935;
P37806(531);21,712;20,5265;20,8583;19,7713;19,4482;20,7927;21,1011;20,2622;0,236278;0,663153;0,315992;0,584164;
P37806(346);26,0932;25,262;26,2261;27,4337;21,5792;24,3036;24,3162;24,6992;1,60877;0,0521747;2,52921;2,98063;
P37806(351);21,6901;20,5459;19,9618;18,8507;20,7018;20,9436;20,3597;21,8553;0,473265;0,427551;-0,702958;-1,04495;
P37806(293);23,6;23,6582;24,6503;21,8569;20,576;20,1405;20,9074;19,8351;2,57063;0,0126245;3,07658;4,90853;+
P37806(245);26,6931;26,4363;26,7251;24,5504;26,3547;25,6647;26,2512;26,4731;0,0541021;0,910738;-0,0847039;-0,153718;
P37806(330);20,1228;20,5178;21,4132;20,262;21,1878;21,0348;19,1524;20,4866;0,0745924;0,878652;0,113534;0,207899;
P37806(266);24,257;21,6891;23,376;20,9094;19,1659;23,9594;23,8141;23,8555;0,0346018;0,944321;-0,140818;-0,100242;
P37806(525);24,3449;24,6603;24,82;20,9506;24,9838;25,4091;25,3779;25,0493;0,812608;0,222519;-1,51106;-1,63127;
P39745(274);21,2513;21,3112;21,1965;19,7284;20,611;21,4947;20,8932;20,5851;0,0187874;0,96909;-0,0241566;-0,0553422;
P41877(616);21,6571;20,8594;19,5565;20,8062;20,3091;20,8787;20,3638;20,2832;0,23072;0,670481;0,261101;0,572358;
P41931(12);20,7483;21,3231;21,2624;20,924;21,0828;21,1074;20,6258;20,5253;0,515656;0,392549;0,229119;1,12128;
P41932(148);21,5511;21,4445;21,7167;19,5988;20,7266;20,8831;20,6899;20,5274;0,312129;0,578549;0,370983;0,739734;
P41932(13);26,8266;23,3601;25,3312;24,1152;22,5197;23,7458;24,3483;24,6473;0,574649;0,349001;1,09301;1,22555;
P41932(160);25,3069;25,2936;26,904;23,2024;24,4634;24,9019;24,6265;25,6246;0,127709;0,795679;0,27264;0,340296;
P41932(30);26,2045;25,7601;24,4383;25,3977;22,0219;24,5087;23,7772;24,2482;1,44112;0,0681914;1,81113;2,68664;
P41932(124);30,137;29,4269;30,1938;24,8606;27,4229;27,7599;28,5547;27,9866;0,223612;0,680772;0,723542;0,557167;
P41932(51);22,1735;22,7868;22,0737;24,9306;27,0664;26,9236;26,6435;27,6839;2,95181;0,0079888;-4,0882;-5,83357;+
P41932(70);26,1829;25,5805;26,1699;24,4196;22,9921;24,6962;24,9896;24,0679;1,22242;0,102033;1,4018;2,31422;
P41932(29);23,4252;21,1158;22,3497;24,3064;21,5496;22,3114;22,6597;23,3733;0,159199;0,756398;0,325802;0,414228;
P41937(336);20,9331;20,864;19,9978;19,8423;20,8874;20,6336;19,2153;21,4443;0,0892666;0,852438;-0,135876;-0,245563;
P41988(190);20,841;20,9383;21,5119;20,3899;19,9706;21,4589;21,8105;21,7686;0,279969;0,612856;-0,331893;-0,674956;
P42168(8);21,0836;20,2634;21,6736;21,4714;23,14;21,8596;21,6903;21,4277;0,939345;0,174719;-0,906394;-1,84244;
P42168(224);23,3083;23,5184;24,5038;24,1775;23,8964;23,9124;24,8523;23,6351;0,201863;0,703696;-0,197042;-0,51001;
P42168(61);24,6225;24,7786;26,0682;24,4439;25,2025;26,1565;24,3331;24,8937;0,117804;0,811143;-0,168136;-0,316393;
P42168(301);23,6084;24,2432;23,6037;23,3544;20,6275;20,0608;21,7535;21,1032;3,3507;0,00490598;2,81615;6,93351;+
P42170(34);20,8442;20,3594;21,7702;20,1925;20,9453;21,1893;21,4896;20,0936;0,109876;0,824568;-0,137889;-0,297015;
P42170(30);23,6915;22,3206;23,5883;26,0655;23,1311;22,1044;22,9128;23,5582;0,548881;0,366371;0,989849;1,18026;
P42170(356);23,0062;21,8401;22,5852;25,1576;21,3986;21,4793;20,9711;20,2843;1,48982;0,0614754;2,11394;2,77116;
P46502(213);21,6952;20,9309;20,7196;18,7653;20,1283;21,1475;20,4332;21,0308;0,0850836;0,860872;-0,157229;-0,234918;
P46550(534);24,5963;24,3011;24,9311;24,9044;24,6426;24,7465;24,133;23,9725;0,609903;0,326673;0,309545;1,28696;
P46550(41);22,0516;22,271;22,9434;23,2228;20,3972;20,3517;21,3662;20,5608;2,76817;0,0100297;1,9532;5,37394;+
P46561(268);20,9813;21,3026;21,2808;21,2157;20,2268;18,6619;21,3282;20,7501;0,824522;0,216207;0,953328;1,6512;
P46561(62);21,4462;20,5855;20,2892;19,8916;21,0695;20,5418;20,4122;21,4727;0,333056;0,554729;-0,320958;-0,781067;
P46562(120);20,8452;20,3648;20,0976;21,3522;27,4222;26,3133;26,5768;26,5646;5,49708;0;-6,05427;-16,4782;+
P46563(315);21,8926;19,2031;21,1904;20,1366;21,4176;20,3396;21,6432;20,7865;0,276091;0,615278;-0,441051;-0,667034;
P46563(320);21,4332;21,559;22,7036;21,2148;21,0032;21,6564;21,5132;21,7091;0,28993;0,604141;0,257181;0,695193;
P46563(103);19,4611;21,1764;21,2309;20,5224;19,8775;21,845;19,2752;21,9139;0,0581173;0,904525;-0,130227;-0,164489;
P46563(46);22,4422;23,1592;22,3693;22,8177;23,2518;21,4215;22,5558;23,7331;0,027898;0,956757;-0,0434561;-0,0813857;
P46563(32);22,9793;23,5627;24,2913;22,4297;20,0265;19,6806;20,9142;20,5199;3,12021;0,0066;3,03041;6,28006;+
P46563(133);29,3694;28,54;30,1273;25,044;29,3603;32,035;31,6405;32,3332;1,23996;0,0984264;-3,0721;-2,34374;
P46563(300);21,8935;21,3017;19,0268;19,9988;23,1162;22,383;23,4513;21,4716;1,40699;0,0728776;-2,05031;-2,62779;
P46563(363);21,5989;20,322;21,6301;20,5636;21,9928;23,4124;22,5131;21,2201;1,1486;0,116715;-1,25598;-2,19053;
P46769(17);20,0759;21,0825;21,2354;20,8768;20,39;20,2753;21,6674;20,9817;0,00896033;0,983212;-0,0109572;-0,026681;
P46822(531);21,6169;21,1996;21,4365;20,8685;20,554;21,7465;20,6145;20,1296;0,652484;0,304029;0,519205;1,36038;
P46975(631);24,5292;23,7307;24,1437;26,58;25,6276;24,2214;25,0074;24,6832;0,071181;0,884255;-0,13897;-0,199011;
P46975(438);24,5415;22,7962;25,1177;27,3037;22,0204;24,8541;25,5251;26,0522;0,092124;0,847375;0,326817;0,252794;
P47207(8);21,6047;20,5676;21,4056;21,1917;21,8875;22,4382;21,0464;23,2412;0,956342;0,168994;-0,960917;-1,87067;
P47207(516);24,8839;22,8358;23,6182;24,7574;24,1924;21,5296;23,6769;23,4614;0,484174;0,42016;0,808754;1,06472;
P47991(63);20,7254;21,3152;20,7518;21,0515;21,3078;21,8123;20,6091;20,4664;0,0933789;0,846063;-0,0879097;-0,25596;
P47991(208);23,6084;23,8718;23,4061;20,7128;25,284;23,966;22,9;24,223;0,647195;0,307719;-1,1935;-1,3513;
P47991(214);23,9707;23,8978;26,0137;26,3363;25,6862;25,4239;25,1214;25,2577;0,188317;0,720616;-0,317644;-0,480096;
P47991(156);21,8994;19,751;21,8491;21,1395;21,4044;20,6334;20,6863;20,8118;0,206072;0,699697;0,27577;0,519218;
P47991(135);21,2594;20,0561;21,4673;21,4674;23,1695;25,0192;25,0998;24,8322;3,05101;0,00702167;-3,4676;-6,09357;+
P48150(107);20,7362;21,2029;20,6659;20,6164;21,3667;20,6118;19,2535;21,9111;0,011141;0,979048;0,0195785;0,0330941;
P48152(9);21,9661;24,0236;23,1061;21,4617;23,732;22,4277;23,4268;23,0207;0,342573;0,54496;-0,512448;-0,799669;
P48152(232);26,2058;24,9666;24,663;24,4491;25,5805;27,1606;27,1919;24,8297;0,782435;0,235688;-1,11955;-1,58069;
P48152(233);24,9292;26,0569;24,54;25,6835;27,0763;28,3613;28,0289;29,136;2,69001;0,0110164;-2,84825;-5,18636;+
P48152(77);23,9771;23,4132;24,4465;25,0737;24,2824;25,4624;24,4323;25,7434;0,724156;0,263127;-0,752514;-1,48247;
P48152(69);22,5376;22,866;23,5066;22,582;23,2483;23,6382;24,0213;24,2353;1,57854;0,0546065;-0,912733;-2,92695;
P48152(110);20,5538;20,2013;21,6908;19,4454;18,298;20,6503;21,2332;20,8338;0,0989455;0,838618;0,218978;0,269928;
P48154(185);21,877;20,1958;21,4697;21,3211;20,1459;20,3988;21,639;21,9536;0,117701;0,81104;0,181542;0,316142;
P48154(61);20,8371;21,7907;21,67;21,7158;21,4714;20,865;20,8348;21,8604;0,309458;0,581442;0,245545;0,734414;
P48154(44);22,4727;23,0417;23,412;21,0196;23,0087;23,9387;23,205;23,5895;0,841772;0,210033;-0,949008;-1,68002;
P48154(54);23,0532;21,2555;22,9015;25,0658;22,869;23,1592;23,8433;23,9086;0,178435;0,733398;-0,376075;-0,457989;
P48156(140);23,1538;22,8161;22,8307;26,1449;21,533;21,2987;20,9069;20,7187;1,71337;0,0435977;2,62207;3,16881;+
P48156(128);25,0084;23,7193;24,4173;22,8182;23,9082;24,1324;24,4128;23,5876;0,0130501;0,97744;-0,0194449;-0,0386832;
P48158(113);21,2244;19,337;21,6696;21,3381;20,641;20,7611;19,902;18,3249;0,606031;0,327998;0,985014;1,28024;
P48158(13);20,3019;21,5385;21,0677;21,0435;21,167;20,5575;20,9022;21,4322;0,0291091;0,95566;-0,0268459;-0,0848111;
P49029(120);25,1003;22,1287;24,3286;25,5556;24,0009;23,3761;24,3136;23,9272;0,18671;0,723132;0,37387;0,476516;
P49029(88);20,6171;19,5578;19,8702;21,5122;21,0117;20,9014;20,2047;20,4596;0,214421;0,689286;-0,254993;-0,537364;
P49029(7);23,9982;23,3956;25,2392;26,9319;21,3322;21,4702;21,3236;21,095;2,4185;0,0142101;3,58595;4,56886;+
P49029(47);23,9757;23,2467;25,3314;24,0707;22,0972;23,7071;23,2392;23,2929;0,995913;0,157303;1,07202;1,93639;
P49180(58);21,6861;21,331;21,6252;20,3409;25,4782;25,3517;25,7913;24,5489;4,21314;0,00178824;-4,04673;-9,90336;+
P49180(49);21,2142;21,097;21,8583;20,0292;23,8614;24,335;24,0163;24,2634;3,62354;0,00393407;-3,06932;-7,77703;+
P49181(25);21,8931;19,4797;21,395;20,8638;24,3063;22,9205;23,0199;24,0314;2,2644;0,0167707;-2,66167;-4,23996;+
P49196(139);24,2325;23,7335;24,5085;25,2206;23,9533;23,9685;24,8741;24,3432;0,139151;0,780395;0,138966;0,36751;
P49197(76);20,4844;19,9624;20,2056;20,2897;22,7657;25,086;20,5755;23,914;1,58913;0,0537551;-2,84979;-2,94573;
P49405(187);23,8518;24,9729;25,6982;23,8252;24,0442;25,3568;24,2745;24,3812;0,0470983;0,922881;0,0728736;0,134737;
P49405(241);21,8259;20,8529;20,5289;20,3929;20,027;21,4697;18,9636;21,7689;0,183945;0,728065;0,342842;0,470344;
