Proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
G4S1A4,26.5684,25.2574,24.7388,26.3982,27.8003,26.294,25.2421,21.3627
G4S1A4,21.1853,20.6856,20.357,21.3737,20.8294,20.4775,21.1721,20.2269
G4S1A4,22.4073,21.8101,23.2043,21.6621,21.5569,20.3065,20.9347,21.2242
G4S1A4,20.0327,20.1123,20.5357,19.1896,23.4812,24.0465,24.4261,23.1856
G4S1A4,25.905,24.3068,23.9566,20.0154,25.7707,24.7677,23.7863,22.4198
G4S3P8,25.3189,26.5279,25.6915,26.0265,21.9351,20.2021,20.8136,21.1421
Q20314,23.4777,24.0789,24.4995,23.3749,24.0685,21.3828,22.6398,21.7003
G4SI07,17.3815,18.1687,17.9217,19.6917,20.9767,20.4074,21.2345,20.2753
G4SI07,19.8415,20.2842,21.4449,21.2217,21.395,20.0739,21.0154,21.3881
G4SL51,22.4158,23.1109,23.9931,23.6942,21.4023,19.38,20.1024,20.8053
G4SLH0,21.0937,20.1407,19.0024,21.2089,25.2114,25.1121,23.8643,24.2915
G4SLH0,20.7891,19.4975,18.3821,21.4322,20.8738,19.851,21.0274,20.8811
G4SLH0,21.9105,18.8955,19.4174,19.6534,21.603,21.1183,20.3718,20.9219
G4SLH0,20.834,21.0116,19.9613,18.7106,26.5536,26.0381,26.5996,25.4023
G4SLH0,20.1276,20.231,20.2956,17.3595,26.0651,24.2966,23.9726,23.3204
G4SLH0,19.526,18.0778,19.0989,21.8904,21.8831,20.5716,21.304,21.3045
G4SPY1,23.8993,23.0619,24.0711,24.1859,25.4018,22.1512,21.3906,22.2357
G4SRU7,20.4092,18.0831,21.4657,20.9197,25.1896,20.8791,22.4295,21.4787
G5EBF0,18.84,20.65,17.4539,19.2496,23.5275,23.9381,25.1775,24.836
G5EBF3,19.8464,20.2186,19.9733,17.6009,25.1949,22.1236,23.502,25.8648
G5EBF3,18.4318,19.844,21.4777,20.4537,21.306,20.4615,21.1824,20.766
G5EBF3,18.2787,20.4461,21.2092,19.072,25.2512,23.813,23.3523,22.7799
G5EBF3,20.7327,21.6355,18.9978,20.3324,21.3801,19.4993,21.0304,21.0357
G5EBF3,18.9164,19.8234,19.4216,20.4987,22.5156,22.4318,23.595,23.8307
G5EBF3,18.9492,19.684,21.4813,21.0635,25.452,24.3663,26.5445,24.5134
G5EBF3,20.4647,20.069,17.7992,18.0776,21.9752,20.6642,21.1334,21.0899
G5EBF3,20.8016,19.8737,21.1281,21.3161,25.6618,23.7541,22.6901,23.3643
G5EBF3,19.1335,21.2522,18.9884,19.3179,24.3805,23.1763,25.0592,24.0078
G5EBF3,19.483,18.9951,20.6263,19.4154,23.8676,23.343,22.8281,22.8219
G5EBF3,20.403,21.1487,20.2297,20.6373,24.5088,22.4778,23.7667,22.7213
G5EBF4,20.7393,18.3722,18.8534,20.2221,20.3238,20.0565,21.2469,21.0812
G5EGE0,20.0921,21.0957,20.3984,17.8809,21.363,21.1434,21.2513,21.4005
G5EBI0,24.9342,23.6184,23.9278,26.5276,23.9763,24.9064,22.7327,24.5236
G5EBJ9,18.8404,19.6749,20.508,21.8597,27.1765,24.3361,24.4772,25.072
G5EBJ9,19.6938,19.0997,19.0914,21.8779,25.5821,24.9181,24.9403,24.5361
G5EBJ9,20.4306,17.6989,20.4288,18.9032,27.2712,25.5408,24.6572,25.3053
G5EBJ9,19.5247,19.7062,20.8678,20.5808,25.4706,24.3349,25.5543,24.5914
G5EBJ9,21.9906,20.0712,21.4309,20.8944,27.0179,25.849,26.1497,24.7839
G5EBK3,20.4479,21.6142,20.6203,21.4779,23.6459,21.1116,21.5881,23.2182
G5EBK3,18.8732,18.403,19.5413,19.3917,21.9638,21.6315,22.8207,21.0284
G5EBK3,20.7056,17.2417,21.3314,19.6897,23.4929,23.4186,24.6097,24.2073
G5EBK3,20.7719,19.8037,18.3326,19.4403,23.0535,21.397,22.8894,22.1267
G5EBK3,20.1364,20.4175,19.3653,21.0582,21.9073,21.0996,21.1924,21.0545
G5EBK3,24.3715,24.243,24.0145,22.0918,26.0918,21.0437,22.6222,23.4754
G5EBK3,19.9267,19.791,20.0202,18.9135,21.161,20.1602,21.0805,21.1437
G5EBN9,24.5384,24.4112,23.6539,24.6609,24.3504,25.0257,23.4253,23.9246
G5EBN9,26.1708,23.3685,23.7665,23.8778,21.3001,22.1373,22.1767,23.5042
G5EBN9,21.1614,21.112,19.9778,19.9686,22.9717,22.7166,21.2036,22.981
G5EBN9,23.9321,23.7038,23.6946,19.8164,24.3366,23.9194,24.9992,24.0501
G5EBP5,24.9753,24.1424,24.1169,21.6935,26.9852,24.8134,24.0109,26.6224
G5EBP5,18.5561,19.3563,21.2686,19.406,21.8992,20.9788,20.8057,20.9281
G5EBP5,24.0705,23.7277,23.6244,20.7242,26.1106,24.4545,24.3168,24.7015
G5EBP5,20.5859,20.5746,20.1095,20.8127,21.2912,21.1562,20.9991,20.8189
G5EBP5,23.117,24.6623,22.7271,26.432,27.1741,26.2895,27.6001,25.9017
G5EBP5,17.7295,19.5617,18.8673,20.3713,21.7281,20.9055,21.3524,20.1371
G5EBP5,22.8857,23.4533,25.3079,24.5965,20.3918,20.9002,21.1662,21.3876
G5EBP5,20.9025,17.1138,17.6776,19.0682,23.1221,24.2957,22.7255,25.5371
G5EBP5,21.8229,20.6663,18.7706,21.3223,21.1353,20.0006,21.3759,21.398
G5EBP5,25.1599,24.7137,24.3574,21.7608,28.6555,26.337,25.7431,26.3853
G5EBP5,22.3202,24.9183,24.3574,21.6681,28.7875,26.1046,27.5617,27.2117
G5EBP5,21.5098,20.2862,19.9587,21.6619,21.0097,20.8309,21.3261,21.4152
G5EBR3,19.3841,20.7528,20.2398,20.9472,21.3866,20.7499,20.8797,20.9047
G5EBR3,19.6998,21.5165,19.8713,18.596,23.597,22.0205,23.5773,21.5275
G5EBT8,19.8348,19.9084,21.2581,19.1209,21.536,20.3966,20.9515,20.355
G5EBV4,21.1196,20.609,18.8315,19.545,23.8712,22.1667,23.5326,22.3481
Q965J2,25.4417,25.3699,25.5377,25.8971,20.506,21.0665,21.3375,21.2757
G5EBY4,19.898,19.4056,19.1515,18.8752,24.0691,24.69,24.2913,23.6086
G5EBY6,19.9684,17.8388,19.9714,18.7165,21.2183,20.9887,21.1855,20.9916
G5EBZ4,21.5264,20.3428,19.6379,19.8619,21.8382,20.544,20.1535,20.1231
G5EC03,19.653,20.4847,20.6261,20.139,22.661,22.3037,25.5461,22.4904
G5EC05,19.5488,19.2049,20.2526,20.0838,21.8485,19.3983,20.9675,20.3939
G5EC10,21.4962,18.8116,20.6911,20.2831,21.2119,21.1578,20.6765,19.5127
G5EC10,19.9357,21.354,19.8882,18.3009,21.6229,20.6145,20.6699,20.9847
G5EC43,24.081,24.1122,22.3582,23.7767,21.7263,21.166,21.248,20.5462
I2HAI6,23.1235,23.8276,20.9846,22.8769,25.0845,24.6458,23.46,24.6719
I2HAI6,17.2123,19.4656,18.3833,20.1275,21.4589,20.9029,20.3877,19.7838
I2HAI6,21.3666,19.0989,20.8765,20.9251,21.5104,20.2766,20.04,21.0605
G5EC78,21.3932,21.3369,18.8898,18.8477,19.9989,20.5416,20.8075,21.0417
G5EC78,19.8604,20.1552,21.3141,19.7023,25.6574,23.9689,26.2341,24.8657
G5EC78,20.8576,20.0159,20.019,21.3414,21.7096,20.0254,20.9265,21.2151
G5EC86,20.8734,20.1885,21.2472,19.0985,21.5762,21.1779,21.1365,19.7786
G5EC91,27.0865,26.373,25.1141,20.333,26.7289,23.829,22.6689,22.3888
G5EC91,21.0856,20.7797,20.3832,19.6905,25.4046,24.4546,23.9513,25.5793
G5EC97,24.862,23.8965,22.398,25.172,22.0344,23.7739,22.024,21.4592
G5EC97,20.3394,20.2399,18.1657,19.7275,24.0232,22.0734,23.4592,24.0004
G5EC97,20.3227,21.5447,20.2103,19.3182,22.3286,22.9641,23.1261,21.9537
G5EC98,21.4668,20.3878,20.4505,21.3727,21.2846,20.733,21.0978,20.4587
G5ECC7,19.9846,18.3819,20.546,19.2479,21.1517,19.0094,21.2068,20.8362
G5ECF6,20.3165,21.1472,20.436,18.754,23.6948,23.0271,24.6237,22.5954
G5ECG0,19.7136,18.2525,20.4024,21.4398,23.4317,22.7225,22.4191,22.1779
G5EFK7,21.554,19.9841,20.5894,20.7562,21.961,21.0266,20.9862,21.1007
G5ECL1,17.6774,19.6674,19.5374,18.7976,23.7767,22.1716,21.2969,22.3161
G5ECM2,21.6076,20.1513,20.4018,21.5554,21.4284,19.8362,20.8856,20.157
G5ECR7,18.4285,21.8567,20.0061,20.3392,24.3334,24.4985,25.5165,24.2786
G5ECT6,20.9616,21.1637,18.116,17.7464,23.944,21.2169,22.8197,23.899
G5ECT6,23.3811,24.2726,22.6513,23.8807,25.0528,24.4153,25.8045,24.4734
G5ECU1,20.9126,20.628,20.5334,19.945,23.5825,23.0255,24.4667,21.47
G5ECY0,21.2491,18.7055,19.5855,19.976,23.1027,21.6646,20.3141,23.2534
G5ECY0,19.9647,21.4026,18.8748,19.8467,23.7975,22.3344,24.0667,22.3347
G5ECY4,23.9676,23.5404,22.9013,24.5534,28.8758,26.4713,27.4294,26.4862
G5ECY4,20.8547,20.2328,19.1819,21.1627,21.8866,21.2049,20.8501,20.7176
G5ECY6,21.9381,20.3203,18.9094,20.2739,20.9928,21.2467,21.1721,20.7931
G5ECY6,20.8531,21.0808,20.2746,20.5384,24.1191,23.0115,21.7203,21.0371
G5ECZ1,21.0637,19.2917,20.5778,20.8327,24.663,22.6137,23.1763,22.8121
G5ECZ1,18.2635,19.3915,20.5172,17.6822,22.2165,20.9149,23.5451,21.8707
G5ECZ1,18.9637,21.093,20.0196,18.9784,21.245,18.8236,19.9734,21.1759
G5ECZ1,19.409,20.0851,19.4475,19.6396,25.1827,25.2775,24.6041,24.5134
H9G337,25.5486,25.2253,25.6018,23.4347,24.7698,26.1358,22.3939,24.0047
G5ED30,25.3752,23.6189,23.664,25.5825,24.2486,24.0292,23.2927,24.069
G5ED44,19.2386,19.4727,19.6624,20.9432,21.5965,19.8151,20.9023,20.1802
Q5FC45,23.7466,24.5133,23.7632,27.0303,24.6941,24.3866,24.8782,22.7744
Q5FC45,23.8528,22.6226,20.566,26.3162,24.8273,24.4207,24.0538,23.3504
Q5FC45,27.3849,27.6257,25.0824,27.0263,27.4571,23.783,22.3975,24.2906
G5ED91,22.6873,22.9863,20.3541,22.7635,25.6795,25.099,26.3415,27.7128
G5EDB7,19.9549,20.2938,20.7154,17.9126,18.4519,19.5968,20.9366,20.8642
G5EDD4,19.7242,20.2373,19.0999,21.19,24.8326,23.9641,24.711,22.8232
G5EDD4,26.7538,26.0746,25.2387,24.6448,27.9662,26.7127,25.8343,26.13
G5EDD8,18.4665,21.3688,19.8916,21.0021,20.6723,20.5765,21.3642,20.9149
G5EDD8,19.8081,21.3227,20.17,19.9492,21.8943,20.3472,20.43,21.0294
G5EDD8,19.5576,17.2595,20.8652,18.773,23.8582,21.2038,22.4298,21.5467
Q8WSN6,20.8995,20.9025,19.846,19.3019,20.7214,20.2188,20.1531,21.3224
G5EF18,21.5191,17.4997,17.929,20.3054,24.6477,23.4102,22.8862,22.7413
G5EDI0,19.6643,19.278,20.0929,20.0827,23.2582,22.0798,21.8931,21.2614
G5EDJ3,27.9999,26.3873,24.7685,24.3968,25.8589,24.5541,24.6732,24.7655
G5EDJ3,25.9568,24.639,24.8379,21.7028,23.0721,23.8515,24.3582,22.3962
G5EDJ3,26.8654,25.6967,24.4499,25.0401,24.471,24.1486,22.3143,22.3947
G5EDJ6,19.4701,20.4504,17.8391,21.1974,25.239,25.4556,24.0549,24.8424
X5LQ26,20.7773,21.3659,21.1179,20.9731,26.314,23.4348,21.9988,22.846
X5LQ26,19.1044,17.466,20.1345,20.4114,26.6399,24.9195,22.3569,24.1311
G5EDM5,19.8436,19.3354,19.9114,18.5109,24.5306,23.0743,24.7107,22.9135
H9G2Y1,20.2894,20.6482,18.5601,18.5829,20.6839,20.1711,20.7742,21.0555
G5EDQ0,19.894,19.2789,20.384,18.5004,19.4698,19.3364,20.3215,20.6213
G5EDQ4,24.0854,25.1522,23.3947,24.3976,20.6712,20.5947,21.3749,20.7654
G5EDQ4,23.125,22.3067,21.0438,20.0738,21.9465,20.6854,21.1639,20.6856
G5EDQ7,21.1849,18.2496,18.5953,20.7359,23.4099,24.3099,24.1116,25.0957
G5EDQ7,18.8238,20.0304,18.4705,19.891,21.8251,20.4646,19.9049,20.6232
G5EDR3,21.9309,18.5667,20.2627,20.2426,25.1204,24.306,24.9211,26.2517
G5EDR3,18.1558,19.4946,20.868,21.1685,25.1072,23.8089,24.0554,23.4617
G5EDR3,24.123,23.7546,24.0464,21.4992,21.1432,20.7162,20.6844,20.842
G5EDT9,20.666,20.5826,20.056,20.2455,21.5013,20.9464,20.5559,21.38
G5EFK9,26.3132,25.5618,25.0799,24.5885,24.2728,24.9033,24.449,24.4059
G5EDV3,24.9571,23.2222,22.7097,23.8054,24.1112,21.6653,21.2339,22.0902
G5EDV3,20.8567,17.6835,21.1891,20.952,20.5602,20.75,20.773,20.5007
G5EDV3,25.2285,25.1107,23.5339,25.5397,24.989,23.7892,23.3116,21.856
G5EDV3,24.6119,24.9317,25.7624,24.2355,21.1069,20.2334,20.2291,20.5205
G5EDV3,23.5353,24.1975,23.618,25.7539,19.7052,21.2623,20.5001,20.5275
G5EDV3,19.8334,18.9669,20.7983,20.2598,20.9582,20.5847,21.2603,20.5144
G5EDY3,26.3892,23.8204,24.8467,25.3694,31.6826,27.299,26.2985,27.9867
G5EDY3,18.2904,20.3712,19.0035,20.2585,20.7547,20.8952,20.6669,21.3839
Q564W1,20.0835,21.7752,18.9258,20.0911,21.2579,20.6971,21.16,20.9204
G5EDY8,18.8504,18.3587,18.3285,18.8172,24.7768,23.3618,24.0984,23.5496
G5EDZ9,21.0599,19.0577,19.4136,21.1366,21.7936,20.7195,21.2782,21.408
G5EE04,24.4762,23.8823,24.9458,22.6013,27.7417,24.7395,26.9901,27.3457
G5EE04,18.548,19.7767,20.4998,21.2019,21.6375,21.212,20.7717,20.093
Q8I4B4,19.224,18.913,19.9304,21.8962,20.9617,20.0535,21.3002,21.3058
G5EE13,19.5703,20.9412,18.9354,19.9456,25.4396,25.0055,27.4509,25.4177
G5EE41,21.1299,19.0899,20.5811,21.1557,21.7712,21.0754,20.1635,21.6598
G5EE62,21.6804,20.8526,18.4009,21.7287,21.2167,20.643,21.0067,21.3619
G5EE67,19.3501,19.8978,19.6137,19.4652,19.8746,20.0441,21.0403,20.0659
G5EE67,19.0326,20.5919,20.6005,21.4396,21.708,21.1344,21.1777,21.3179
G5EE67,24.2528,24.115,25.3114,23.3547,25.386,26.0018,26.0345,25.2345
G5EE88,21.3549,19.4851,20.2953,18.9099,20.1665,20.2499,21.3301,20.6658
G5EEA8,24.3906,23.6886,26.2636,25.865,21.9645,20.8519,20.8824,21.3077
G5EEA8,20.0505,18.6495,20.4531,20.1603,21.5361,20.8566,21.2286,21.0646
G5EEA8,20.3781,17.891,20.322,20.1247,20.5319,20.509,20.9275,20.1902
G5EEB6,20.7003,19.7526,19.3638,20.5391,21.2539,21.147,21.2771,21.2197
G5EED5,24.373,24.9332,24.408,22.865,27.8124,26.741,27.4234,28.19
G5EED5,27.5915,27.0327,24.96,27.4432,29.1733,27.6733,26.0849,26.6389
G5EEG4,20.0967,21.1699,18.7249,20.9878,21.7829,20.0556,20.666,21.4141
G5EEP9,19.7571,19.4768,20.0813,19.0943,23.9572,24.483,23.0336,25.0558
G5EEP9,20.1937,19.841,20.6827,20.8482,21.9486,21.2274,20.6148,20.4272
G5EEP9,22.9146,22.3737,21.1718,24.6288,23.3855,22.344,24.1444,22.8304
G5EEP9,20.9239,18.7279,15.6546,18.9918,23.7767,24.9027,22.0169,24.1977
G5EEP9,20.7717,19.9644,19.9385,19.2021,20.3328,21.092,20.6048,20.6981
G5EEI9,20.3545,20.8278,20.3045,18.7727,21.2879,20.0086,21.2342,21.132
G5EEJ7,21.524,20.8152,20.2314,19.7807,21.714,20.4487,21.1233,20.8272
G5EEK1,20.5104,19.266,20.0357,18.6688,23.7111,22.1378,21.7231,22.4149
G5EEK1,25.5057,25.7369,23.8624,24.8032,24.3706,25.0122,25.1297,23.9955
G5EEK1,21.7561,23.8029,22.0726,23.6957,25.1958,24.4081,25.0519,23.1549
G5EEK9,25.5888,27.1978,23.654,26.1912,26.9601,25.7509,25.417,25.5225
G5EEK9,22.2854,22.1754,24.4694,21.5734,25.2868,24.741,24.882,24.6137
G5EEK9,23.1665,23.6616,23.231,25.4663,25.0688,22.8732,22.098,22.8897
G5EEK9,17.0484,20.4871,19.3379,19.1358,26.6409,23.514,23.5485,23.7054
G5EEL9,21.2045,21.4815,18.0793,19.0917,21.2755,20.8898,20.9473,20.9653
G5EEL9,20.2689,18.9103,19.9141,19.7134,20.5592,21.0154,21.3095,20.247
G5EEL9,19.5618,21.074,18.6279,17.8286,20.5047,20.7474,21.3824,21.0673
G5EEL9,19.7475,19.7368,20.6334,19.717,21.1308,21.0378,21.3442,21.2626
G5EEL9,22.0253,21.4282,17.4844,20.1834,21.9745,19.809,21.0858,21.2784
G5EEN7,22.3762,22.2038,22.3282,25.9089,24.0628,21.5078,24.4668,22.6128
G5EEN7,22.3762,21.3755,22.0122,22.4982,24.0628,21.305,22.0768,20.9577
G5EGR6,23.9225,22.8459,23.7845,22.8508,24.398,23.0636,23.6708,24.5406
G5EET8,19.319,19.9449,21.2461,20.6499,21.7364,21.1325,21.1536,20.6212
G5EET8,21.4023,18.3641,20.1238,21.1607,21.9426,21.2051,20.3826,21.2785
G5EET8,20.4458,20.1538,20.1193,21.1081,20.7178,24.9076,25.9117,24.6448
G5EET8,19.1467,19.7885,18.7145,20.5933,21.5875,21.0905,20.0856,21.1571
G5EET8,18.4818,20.3804,20.8506,20.4796,21.6221,20.5843,21.3833,19.8581
G5EET8,21.1177,18.7076,20.0428,20.0473,21.6498,21.2514,20.9981,20.2606
G5EET8,21.8979,17.8915,20.0381,21.4649,29.7034,26.855,26.1789,28.1525
G5EET8,18.4359,20.6382,19.3106,20.0491,21.1829,21.2636,21.1694,21.3431
G5EEU1,19.966,20.2809,20.756,20.478,21.9498,21.1283,20.5206,20.8423
G5EEU1,20.1644,20.0242,21.251,19.2844,21.5529,20.4781,20.5081,21.0535
G5EEV5,17.24,21.7671,20.721,20.2371,21.6268,21.0944,20.4427,21.1692
G5EEV9,24.711,24.765,25.1397,25.1769,25.3493,25.3801,24.7227,25.634
G5EEW9,24.8839,25.509,27.5581,23.2316,23.2083,29.2145,27.3128,28.1211
G5EGD5,20.8027,19.9213,23.3646,20.2147,26.5472,22.3404,23.6604,24.7786
G5EGD5,21.3048,19.7008,17.9247,20.4153,22.8193,20.4458,21.622,20.8654
G5EGD5,19.0889,21.5723,21.4641,19.4503,21.1302,20.7364,20.4365,21.1784
G5EGD5,21.9992,20.2648,20.4936,18.3661,21.5943,20.4929,20.9524,21.4078
G5EF05,28.8038,28.4197,27.7514,28.1462,24.5781,24.7574,24.4399,24.379
G5EF32,20.8678,19.3918,19.6785,20.3006,21.6814,20.7161,20.7829,20.8533
G5EF32,20.4011,21.2416,19.3364,21.8011,21.9746,21.2596,20.5329,21.1684
G5EF37,21.7191,20.3103,19.044,20.447,26.3397,25.0248,26.2106,24.8213
G5EF37,24.2387,25.0747,22.4155,22.3113,26.8256,25.0058,26.2924,26.209
G5EF82,20.5859,20.9879,20.6605,20.4035,21.7384,20.2252,21.2326,21.1181
G5EF87,19.2885,18.3703,18.9291,19.6688,21.3127,19.3194,20.3411,21.2836
G5EFC4,19.3558,20.1239,18.3539,21.5987,21.963,21.0057,21.1435,20.8786
G5EFD7,22.6523,21.9387,22.1637,22.516,21.7244,20.1662,21.3533,21.1624
G5EFD7,23.5465,23.1949,22.4404,25.0434,20.572,20.9974,21.3117,20.2948
G5EFE3,20.3979,20.1453,20.4897,18.8039,21.5885,19.56,21.3752,21.1401
G5EFF2,23.5035,23.8085,22.9057,23.5567,21.3261,20.9722,20.1799,21.1866
G5EFF2,16.4248,18.5635,19.1525,18.5369,21.9422,20.0364,21.2006,20.9248
G5EFI4,18.3836,19.2112,20.1204,18.4737,21.1456,20.1659,21.1155,20.2577
G5EFI4,18.7919,18.8433,21.1323,18.2927,21.2508,20.9141,20.8468,20.6401
G5EFK4,21.7669,20.9112,19.9839,19.7805,21.8006,20.2048,21.0417,21.1039
G5EFK4,19.8716,18.9969,20.2208,19.9476,21.0422,21.0762,20.4227,21.374
G5EFM0,22.318,23.0995,22.731,24.1027,23.3932,21.1446,22.6807,23.0046
G5EFP2,20.3145,19.7492,18.7402,20.6072,20.8423,19.5614,20.5571,20.7992
G5EFP2,22.1998,20.7101,22.0724,23.2888,21.6771,20.9777,20.2027,21.1289
G5EFP2,19.4978,20.7144,19.8483,21.5561,21.1828,21.1104,21.1181,20.6544
G5EFQ4,17.7857,21.0742,20.659,20.8898,21.1789,19.5096,21.0073,20.9413
G5EFQ4,20.4396,19.7115,19.3865,19.2526,20.4293,20.4427,21.37,21.3833
G5EFS0,24.2801,23.8763,25.383,24.6373,23.2422,24.1496,24.575,24.4985
G5EFS0,24.2801,23.8763,22.5512,27.7008,23.2422,20.8544,20.6134,19.977
G5EFS1,24.6175,23.34,23.6115,25.202,24.778,23.9434,24.1544,23.6117
G5EFS1,18.9815,20.0703,19.2215,19.0514,23.9305,23.8291,22.9266,22.3883
G5EFS5,19.3409,21.5021,19.8647,21.3059,21.8382,19.4624,21.1358,19.66
G5EFS5,19.7949,20.6246,19.5389,20.3133,21.0866,21.0709,21.1779,21.3911
G5EFS5,22.0115,19.8397,20.5786,17.0279,21.9504,20.7019,20.9366,19.2724
G5EFS5,19.2312,19.9123,17.9654,20.0645,21.8918,20.468,20.9383,20.3609
G5EFS5,20.7218,20.3106,19.3121,18.7303,24.0506,23.3593,22.2357,23.4777
G5EFS5,19.7778,20.0604,20.8689,21.4514,21.7155,20.0262,21.3474,20.2153
G5EFV4,21.7224,21.0468,19.6568,19.6867,24.3257,23.0942,24.3658,24.8894
G5EFV4,20.9054,21.7323,20.9213,20.2761,21.0098,18.8997,21.1168,21.2595
G5EFZ1,18.3624,17.8045,18.7402,20.1781,25.2442,23.947,23.6367,24.9377
G5EFZ2,27.1085,27.2467,25.5719,28.4348,21.611,19.8357,20.6978,21.2827
G5EG03,27.2433,26.6511,25.3869,22.5387,22.2365,23.0993,23.2183,24.1763
G5EG03,27.2433,26.6511,25.3869,22.5387,22.2365,21.6841,23.267,23.8987
G5EG03,27.6618,27.5769,27.979,28.0796,20.625,21.244,21.2531,21.2201
G5EG11,18.4432,20.3342,20.9929,21.4636,21.477,21.0115,21.3757,20.2087
G5EG39,21.3837,20.541,20.7579,19.5739,21.5995,20.6532,20.9696,21.1686
G5EG58,19.8002,21.0626,20.0203,20.4035,24.0265,24.2433,24.4473,23.3523
G5EG58,21.6277,20.7949,19.0171,21.5437,21.7616,20.4889,21.2354,20.3406
G5EG58,19.8483,20.8005,19.6781,20.0193,24.5432,21.2814,23.6199,24.0964
G5EG58,19.277,19.501,19.8173,19.1658,24.6772,23.3842,25.4764,24.5279
G5EGA5,19.9319,20.8212,18.7496,21.0029,25.8581,23.5469,22.836,23.7985
G5EGA5,20.9147,19.9831,19.4044,19.2853,25.986,21.5306,21.9685,22.3858
G5EGA5,20.02,20.3451,19.9955,20.628,24.5035,23.5657,24.3213,24.2294
G5EGA5,18.5533,20.1274,20.2357,18.035,25.5532,24.7549,23.9393,24.2402
G5EGA5,19.6527,19.3856,20.718,18.6169,27.7794,23.703,24.6294,23.9484
G5EGA5,19.0499,19.4904,19.2081,19.9613,24.9442,22.4157,23.7429,24.1207
G5EGA5,19.5563,18.2428,20.9422,20.8988,27.6695,25.6306,23.1977,23.3651
G5EGA5,20.9017,17.7415,20.4484,20.7128,26.9211,25.0524,25.0934,24.7583
G5EGB1,29.338,29.1668,28.9156,28.0344,27.8147,26.2017,24.8112,25.8382
G5EGB1,23.9933,25.0059,23.7398,23.6061,26.6961,24.6108,22.2114,21.5464
G5EGB1,18.7997,19.5329,20.0509,20.1747,21.1709,20.3508,21.0157,20.9914
G5EGB1,20.0137,18.3334,19.4377,21.1997,22.6244,22.7531,25.0819,24.8811
G5EGB1,20.0993,20.2915,18.8158,19.182,24.7505,21.9117,23.9137,23.019
G5EGB1,22.6387,22.6563,22.8134,23.7615,21.7829,20.6068,21.1482,20.8621
G5EGB1,25.4028,24.8593,24.2414,21.9672,26.2467,24.4761,25.5257,23.5876
G5EGB3,21.4391,20.6166,20.3931,20.606,22.8018,21.8382,24.8743,23.381
G5EGD4,19.8947,21.1111,21.4083,19.947,22.8164,21.9898,19.6973,21.2273
G5EGE9,20.2448,19.2732,20.3127,19.8604,21.1651,21.163,20.7481,20.1919
G5EGF1,19.9107,21.6303,20.3633,19.7803,21.2168,20.6971,21.3124,19.7636
G5EGJ5,19.55,19.5685,18.8174,21.0252,21.9444,21.1784,20.9662,20.9725
G5EGJ5,24.454,24.7266,24.9861,25.1535,25.7391,26.9873,26.9285,25.6589
G5EGK8,24.4267,23.3008,22.4356,23.7965,24.0054,24.3893,24.8519,22.23
G5EGN2,19.9092,19.0466,19.33,20.1058,23.3012,22.7479,22.3969,21.8178
G5EGP4,25.5488,25.7835,24.3954,26.1121,25.9099,24.8282,23.8869,24.0333
G5EGP4,24.1101,24.3246,25.9179,24.5008,24.7132,24.3377,23.6476,23.5195
G5EGP4,18.4514,19.7455,19.8026,18.5292,24.992,24.1384,22.8722,23.1932
G5EGP4,26.8265,27.3063,22.7461,27.1175,28.4432,25.9829,25.067,22.9162
G5EGP4,23.8437,22.5529,24.4085,22.4386,26.446,26.6151,25.1986,24.8099
G5EGP4,20.1321,19.3123,18.0778,19.4276,23.9628,21.5044,22.4734,24.6255
G5EGP4,19.0865,19.7223,21.2266,21.6361,25.2478,23.4862,23.2015,24.3802
G5EGP4,20.1339,18.7196,18.7443,19.7753,23.9482,24.9803,25.2889,25.717
G5EGT4,20.3697,20.0625,21.0643,21.6234,21.8902,20.8381,20.6072,21.3312
G8JXY5,20.3822,20.6697,19.6604,18.9888,25.7264,20.6392,22.9296,21.5722
G8JXY9,21.1089,19.6898,18.6272,18.9668,24.3444,23.5426,22.3472,23.4198
G8JXY9,20.1707,19.501,20.1473,19.4349,24.9095,24.9015,22.3335,25.4984
G8JXY9,20.8738,21.5632,21.7548,21.6552,20.4674,19.7949,20.9351,20.5289
G8JXY9,25.2012,24.869,24.2657,25.5825,24.5402,24.1828,27.6787,25.5046
G8JY31,17.4423,20.1189,17.5998,19.385,24.1804,22.4184,21.0911,23.2694
G8JY31,24.0109,22.9947,22.1982,21.7765,24.1976,20.6881,19.5291,21.2548
G8JY40,24.3983,24.3362,24.7847,24.6193,22.3166,19.1488,22.3127,21.8318
G8JY63,18.9838,21.8456,20.5498,20.4692,20.9167,20.6551,21.1582,21.2963
G8JY83,24.6039,24.6673,25.3623,24.5224,25.6889,24.0285,25.2739,25.8952
G8JY83,26.6424,26.4483,24.1816,27.3845,26.3621,25.066,23.772,24.7312
G8JY83,36.7533,36.5035,35.5543,34.6399,36.9294,35.1498,34.5973,34.4961
G8JY83,29.3765,29.4475,29.2238,25.7998,34.4174,32.9922,32.4605,32.5338
G8JY83,31.6871,31.6063,29.643,27.4696,32.8355,29.2036,29.2332,28.8531
G8JY83,30.9889,30.6883,28.4718,27.4293,31.5809,28.6836,25.706,27.4416
G8JY83,26.4014,26.4056,26.6977,21.539,28.499,25.0549,26.5878,24.2137
