Proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
P34662,20.7082,18.8656,19.3603,19.9004,24.0317,22.7805,23.0285,24.5556
P34662,18.6458,21.1732,20.7454,21.1445,26.284,24.5593,25.0134,24.6019
P34662,19.2592,19.4649,18.3533,19.5294,21.8005,21.0263,20.3691,20.4534
P34685,19.8597,20.5958,20.998,20.4987,21.2022,21.0525,19.8125,19.8411
P34686,20.2141,21.4074,18.929,20.3003,21.8472,20.2553,20.9923,20.8831
P34692,21.0516,18.1734,18.7463,21.2362,21.3609,20.9221,21.3247,21.2565
P34696,27.1776,26.3897,25.6293,25.6206,23.3498,23.2009,23.1003,22.654
P34697,20.7342,21.0911,19.6707,20.7032,21.7415,20.6276,21.299,20.716
P34697,19.7208,21.4757,18.3648,20.3822,21.6158,20.7541,20.893,21.2676
P34712,19.7259,19.8766,19.3321,20.5315,26.4108,25.0662,25.089,24.8862
P34712,21.1971,20.0193,19.8441,18.2975,22.0143,23.6762,24.6972,22.709
P34712,19.5582,20.2939,17.905,20.1386,21.7449,21.1812,20.8366,21.2483
P34712,19.4924,19.1156,19.4041,19.8214,21.6086,19.9109,21.0484,21.262
P34712,19.8175,21.295,20.5719,19.1583,23.9522,22.4933,21.3984,24.1479
P34712,21.6669,22.6939,23.3976,21.2869,26.4157,24.5079,24.5929,25.1851
P34712,22.7858,21.8149,22.8192,24.5525,26.8325,23.4802,22.8607,24.8548
P34712,20.9126,20.792,19.7799,18.768,20.4199,21.1617,21.014,20.1457
P34712,19.779,19.1983,19.2562,20.3681,24.684,23.1152,25.2691,26.0518
P34713,23.5549,23.9528,27.69,24.7923,25.1222,24.1595,23.2215,23.8013
P34713,19.9999,20.9724,19.9337,18.4284,19.9488,20.7288,20.8897,20.7326
P35129,24.5529,23.5509,22.1819,25.2119,21.0021,21.0744,21.028,20.7761
P35129,24.2771,24.5961,26.0609,25.9686,26.598,26.0053,24.374,24.4938
P35603,23.7976,22.9275,22.9657,24.6285,24.877,22.6168,22.3186,21.2954
P36573,23.3589,22.382,24.6139,23.8097,25.0194,23.7561,23.3793,23.3593
P36609,21.131,19.459,17.3377,20.9365,25.5308,23.4746,24.6883,23.7401
P36609,21.9391,21.4985,21.5627,22.6709,21.2977,20.9314,20.1312,21.2789
P36609,20.2348,19.3374,19.1025,21.4876,21.3019,20.6246,21.1463,20.9296
P36609,20.9247,19.8051,19.4006,20.1766,20.2153,20.4815,21.0691,21.1395
P37165,27.9155,27.7465,23.3384,27.4161,31.2672,30.926,31.1741,30.3741
P37165,19.9764,19.5562,20.4187,20.5795,23.3361,22.0118,22.0919,23.1069
P37806,19.9792,20.9135,20.127,19.9436,23.8342,25.4899,23.5838,22.5517
P37806,26.1266,26.8151,25.1863,25.8848,28.9383,28.8172,26.7133,27.9058
P37806,19.8609,21.2948,20.6796,21.4678,24.065,25.2449,24.4874,24.0777
P37806,19.985,20.6,19.8082,19.2494,21.2333,20.7632,20.6837,21.2927
P37806,24.3546,23.7263,22.6809,26.4251,26.1458,24.3837,26.1269,24.2594
P37806,21.8631,19.8332,20.5812,19.5112,21.2456,20.8791,20.7913,21.1865
P37806,19.6863,20.5932,21.0451,18.2308,21.5657,20.8326,20.7942,20.9619
P37806,26.2735,25.4792,25.0712,25.9653,29.0881,26.9306,26.611,26.0707
P37806,19.7427,20.1733,18.696,19.1791,23.8248,23.3537,23.4513,24.0134
P37806,20.0356,17.8665,18.7376,18.9898,24.2093,21.9748,23.9127,23.7701
P37806,24.7831,25.1766,24.1853,24.7422,20.7993,21.042,21.2363,21.4082
P39745,18.5404,19.6456,20.7132,18.9476,22.7906,20.6091,23.8042,23.132
P41877,19.058,19.7664,19.9055,19.4553,20.4615,19.9624,20.9572,20.0147
P41931,21.0327,18.8174,20.7539,21.2337,21.6596,19.9811,21.3817,21.1379
P41932,21.8087,19.7605,19.011,20.7185,21.8426,20.7826,20.5498,20.9048
P41932,24.6647,24.6231,26.2244,24.892,25.4168,23.8044,22.1881,25.6229
P41932,25.0494,24.9048,25.5339,20.8037,26.6422,26.9511,26.5729,25.892
P41932,25.0067,24.7621,22.3789,25.8404,24.5261,22.7832,21.6032,22.4224
P41932,27.5602,26.9028,27.3753,27.8433,27.4988,28.1924,26.4795,26.9792
P41932,25.537,25.9362,25.4202,23.0954,28.0117,25.5217,24.1462,25.3651
P41932,25.6597,24.9526,23.7962,25.8162,25.8267,23.0284,22.3925,22.7754
P41932,20.0786,20.204,19.7827,18.6728,22.8608,24.1236,24.7897,22.9628
P41937,19.8208,20.1398,19.1443,20.6975,21.5031,20.3706,20.1741,20.1393
P41988,19.4046,21.5196,19.7653,18.7259,26.5739,23.2866,23.0308,24.0907
P42168,17.7307,20.8107,18.7167,19.8033,21.7118,20.1671,20.1596,19.3924
P42168,25.1552,25.4175,23.7299,25.9631,25.6654,24.804,21.9476,24.127
P42168,25.4445,25.5205,25.8487,26.1654,24.5273,21.983,24.1935,24.1037
P42168,21.2071,18.5365,17.7152,18.3475,24.2144,24.0929,25.2972,24.7039
P42170,22.1763,22.2794,23.9452,21.8943,21.9018,20.6693,20.8623,21.3965
P42170,24.2106,22.256,24.6789,24.5286,21.9343,20.8223,20.4505,21.3786
P42170,19.5195,20.1479,18.8044,19.9375,20.6791,21.2418,20.9789,20.9097
P46502,26.1595,26.7479,26.1898,21.1753,21.8392,19.9926,20.8297,20.382
P46550,24.5681,25.2269,24.3626,24.39,25.5196,24.8556,24.3709,25.3559
P46550,20.4913,18.2344,20.253,19.1613,21.1953,20.7443,21.2633,20.4324
P46561,20.5091,20.2542,19.1936,19.321,20.9307,20.5543,20.1453,21.0925
P46561,19.2445,18.4745,19.0825,18.7945,23.4356,23.5813,22.3158,22.0808
P46562,25.3817,25.116,24.0739,22.5051,27.2122,23.4328,25.6445,23.1897
P46563,19.4061,19.9506,18.8424,18.8232,21.8341,20.4431,20.7076,21.0997
P46563,18.6765,19.1107,21.114,19.2383,21.8598,19.3654,21.3194,19.2881
P46563,21.0144,20.2886,18.9892,19.4716,21.3311,20.9922,19.2575,21.0862
P46563,22.0433,22.8708,21.8173,23.1636,22.4753,22.7454,22.7584,22.4748
P46563,21.9945,19.9259,21.6082,18.7047,23.743,23.0713,24.0185,21.8337
P46563,28.8547,30.118,29.3587,29.5071,31.6414,28.0782,26.0918,26.5799
P46563,19.3953,19.9884,19.1787,19.8893,23.4152,24.2679,23.9508,23.9012
P46563,20.0764,20.4987,18.5119,19.2709,24.3662,23.5715,22.6695,24.1603
P46769,18.769,20.1715,18.3872,20.8902,20.9745,20.4206,20.6293,20.7845
P46822,20.3582,20.7134,21.2568,20.6094,21.4844,20.9817,21.28,20.5568
P46975,18.8857,19.2259,20.6789,20.1607,21.078,21.0302,21.2655,20.6089
P46975,21.172,19.653,19.1959,19.1209,25.0988,25.9481,25.8573,26.375
P47207,20.3514,19.0736,20.6127,18.9035,21.4748,21.132,21.2226,19.6419
P47207,24.1905,23.858,21.7759,24.4147,24.9679,24.4252,22.6404,20.9453
P47991,21.3811,20.0543,19.5555,20.4206,22.4109,20.9119,23.2452,21.4715
P47991,21.4237,21.404,14.2844,21.2908,26.2917,24.6379,24.4181,25.1094
P47991,23.0227,22.5597,22.6688,23.5163,26.0073,27.0864,24.671,26.8569
P47991,20.8277,19.3722,18.5561,19.6208,21.2876,20.3959,20.811,20.9557
P47991,18.8881,19.1753,19.0592,21.369,21.3868,20.2338,21.288,20.545
P48150,20.6055,20.0875,17.5496,20.7928,23.7633,22.2077,20.9187,22.8093
P48152,23.5822,23.9978,23.1449,24.3863,25.1388,25.6091,24.2757,24.9259
P48152,25.7871,26.1453,23.8798,27.3435,30.2918,28.7179,27.1408,28.3202
P48152,26.9454,26.1876,25.2419,25.4141,29.806,28.2642,26.4992,28.3329
P48152,23.3356,21.5434,20.8004,22.1424,25.4908,25.9151,26.2302,26.111
P48152,20.6711,18.8119,18.8577,19.7704,23.4475,22.9635,23.4937,21.4737
P48152,20.1782,19.9617,19.7783,20.8035,23.9722,24.9749,24.5632,24.8975
P48154,22.1336,21.923,22.7,24.4289,21.5539,21.2222,20.9962,20.1737
P48154,18.4023,19.1496,20.8699,19.7766,21.8222,20.6133,21.0509,20.9952
P48154,23.9069,23.9555,21.1388,24.7734,26.1759,24.348,21.8597,24.1238
P48154,18.9918,19.0973,20.0102,21.1219,25.2324,25.758,25.3387,24.5592
P48156,19.8819,20.3431,20.1035,20.2037,21.7496,21.2029,21.0672,21.0301
P48156,20.9864,20.1141,20.2359,20.2161,26.097,23.1327,22.6963,24.9566
P48158,19.9333,19.0214,17.4549,20.9566,24.4751,25.0875,26.0187,24.7831
P48158,18.6561,21.6152,19.6093,19.828,21.1152,21.1303,20.8198,21.2044
P49029,25.0146,24.6417,25.9068,23.362,26.2789,22.4803,22.9924,23.2443
P49029,19.1771,19.9498,20.1638,20.7793,21.9043,20.6802,21.1518,20.6497
P49029,23.0174,25.0498,23.4224,25.7181,24.3956,24.6416,22.5493,24.5883
P49029,19.1899,19.3313,19.4728,19.0291,25.7021,22.9714,24.0797,23.0146
P49180,28.252,26.9322,22.827,25.097,24.1498,23.3158,23.4552,24.2046
P49180,18.3631,20.9261,19.2977,17.5498,24.7162,23.6822,23.7608,25.8787
P49181,19.944,20.9701,19.4761,19.7152,21.8958,20.4809,21.2113,21.1906
P49196,24.4947,23.477,24.3075,21.5256,27.0361,26.5927,25.6576,25.7941
P49197,24.2348,24.4854,22.398,24.5177,27.2822,25.5557,25.9451,26.3047
P49405,24.0751,22.702,22.4769,22.2579,25.2522,23.5487,24.4312,22.7722
P49405,19.4459,17.5306,19.7938,19.2336,21.4167,20.682,21.3089,21.1869
P49405,19.761,20.0664,21.1158,20.4239,23.5465,21.8084,22.6783,25.9174
Q3HKC4,20.035,19.7374,18.5814,21.0557,21.829,20.2295,20.6436,19.8216
Q3HKC4,23.205,23.2634,20.8529,24.2341,23.9399,23.7837,22.7725,24.5249
Q3HKC4,19.9923,16.4079,19.1964,18.8232,27.2296,24.8936,25.5551,26.3946
Q3HKC4,18.5075,21.6151,18.1367,17.841,21.8152,21.1473,21.2591,20.4303
Q8MNS3,21.0402,21.1037,20.7942,20.6957,22.7359,22.462,23.6675,22.4517
P49596,18.9007,18.6941,18.4834,19.8674,21.4598,20.9254,20.8094,20.9946
P50140,20.9323,20.0017,20.3112,21.7407,25.3905,25.1698,25.2488,24.9491
P50432,19.6009,20.465,21.226,21.6175,21.295,20.2523,20.9087,21.3568
P50432,19.9014,19.3845,20.059,18.5906,21.8286,20.5087,21.1,20.2967
Q8I4H9,21.7593,20.0063,19.2869,20.1857,23.8191,23.1012,23.2448,21.1658
P50880,21.558,19.27,19.6272,18.163,21.7396,20.7514,20.7512,21.113
P50880,21.5559,21.0894,17.7781,18.6487,21.436,20.8298,20.8157,21.3913
P50880,20.0176,17.9842,20.6722,19.764,21.6274,20.9206,21.3905,20.482
P50880,20.0223,19.2263,19.9294,21.2968,23.0956,20.5233,20.8637,22.3929
P50880,19.045,20.4575,18.2978,18.6974,23.5843,24.7275,23.1965,24.846
P50880,24.6548,20.839,21.1135,25.2206,27.3003,26.2771,25.0503,26.9746
P50880,20.7796,21.4972,19.8443,20.2885,20.459,20.9391,20.8979,20.7282
P50880,19.6726,21.5995,21.5381,18.6678,21.9101,20.5081,20.6681,20.9582
P51403,24.2287,22.8582,22.2355,24.7326,23.5652,22.1917,21.3254,23.7431
P51403,26.1357,26.475,25.8598,24.8524,28.206,27.238,26.1902,27.1789
P51403,22.8309,22.2615,21.9225,22.8177,23.4405,23.6871,23.6497,23.4096
P51403,26.0115,25.6687,27.0267,26.7429,26.881,24.3585,24.7262,25.8344
P51403,21.3701,19.5728,19.4735,18.4641,21.5587,20.8027,20.6123,21.1022
P51403,25.2567,24.6874,24.2484,25.7692,27.328,29.4219,26.1237,26.1312
P51403,22.3206,22.1323,23.8029,21.1346,24.8131,24.9961,27.0294,26.0774
P51404,20.6665,18.8115,18.4467,20.1237,21.8565,20.9549,20.9944,21.3124
P51404,20.9587,20.9285,18.7513,21.4885,23.8859,21.63,21.4877,20.5643
P52011,25.4829,23.869,24.0649,25.6704,27.2499,24.0211,24.8461,24.5319
P52011,24.5184,23.8152,25.0802,24.3412,24.1715,21.958,22.7912,22.7218
P52011,20.6736,19.2362,19.75,21.5137,21.5161,21.255,21.3245,21.055
P52011,21.3845,21.2623,19.2448,20.2114,26.1095,24.786,24.7463,24.845
P52011,20.1206,21.2231,20.5935,19.8687,21.439,21.1126,21.1215,20.1834
P52015,21.2529,20.0588,20.2271,19.4552,20.7365,21.2074,21.0923,20.5476
P52015,24.5437,23.6605,23.6919,27.7875,26.5647,24.2224,24.2113,24.057
P52015,18.995,21.0716,21.4462,21.1746,28.0159,26.7754,27.1147,26.7484
P52015,21.1665,18.1616,18.9048,20.2948,21.9602,21.052,21.1321,21.0062
P52017,20.3339,19.1726,20.5469,21.0388,22.415,21.5199,24.0203,21.725
P52018,18.9325,19.2895,17.6282,19.492,21.6585,19.9457,19.2761,20.3565
P52275,19.9905,18.5559,19.9417,18.7215,21.739,20.1993,21.0005,20.5354
P52275,18.9256,18.3805,18.0027,20.0874,21.4156,20.7833,21.3341,21.1428
P52478,19.9407,20.1759,19.2063,20.5009,20.9196,20.9623,20.9359,20.9486
P52554,18.6026,19.7369,20.5485,19.6927,21.5585,20.2252,21.388,20.3488
P52554,20.9321,19.2357,19.5238,20.0984,21.3297,20.6917,21.3429,20.4814
P52652,20.4578,19.8771,19.2808,20.8965,22.3088,23.4439,24.0061,22.5048
Q86D21,19.6931,19.3945,21.2749,19.5689,24.1679,23.2325,21.024,24.0842
Q86D21,28.4814,27.6203,20.917,27.6221,29.8043,30.0202,20.6434,30.1378
P52717,18.6833,19.6305,19.5004,19.2297,20.7296,21.0152,20.365,20.7377
P52819,24.1562,23.7743,23.2109,24.3543,25.7637,25.1045,21.8143,24.5821
P52819,20.4585,20.3619,20.3266,20.4306,24.2835,24.1408,26.9791,25.5709
P52819,19.4771,19.5825,20.4949,20.8502,23.9118,22.2104,24.4706,22.9031
P52819,19.2597,19.8668,17.5194,20.7809,24.9677,23.7065,24.314,23.9699
P52819,19.6942,19.3435,19.3287,21.8491,23.2804,21.3913,22.4285,20.9588
P52819,21.0055,21.0353,17.9983,19.8011,24.8356,22.8867,23.5891,23.2008
P52819,20.0117,21.3534,19.3331,21.4619,28.0144,25.4131,24.0881,26.0731
P52819,19.7526,19.4632,19.521,20.8636,21.8316,19.15,20.8976,19.7145
P52821,25.165,25.1412,24.1361,26.1046,27.8431,27.2866,28.112,27.6805
P52872,18.7066,17.6899,18.8185,21.3697,25.0272,21.7493,23.8179,22.3127
P52879,19.7324,18.901,17.4434,20.518,24.8284,22.576,24.2635,25.3935
P53013,27.2471,27.8449,26.6019,26.817,25.4432,25.4216,24.3658,24.5547
P53013,24.1298,24.0925,24.8966,23.8323,24.4126,24.2781,25.024,24.5461
P53013,27.2477,25.8859,26.4781,24.8843,28.1732,25.141,25.2435,25.465
P53013,26.0782,26.2716,25.6524,26.8361,22.5918,21.8044,22.2821,22.3028
P53013,25.5474,26.0253,26.0048,25.8516,24.9564,26.3079,26.1907,24.839
P53013,29.114,28.3281,27.9599,25.5442,27.657,24.5963,24.6534,25.6627
P53013,27.7361,28.7858,26.8741,28.8125,24.947,25.8366,24.1833,25.5482
P53013,19.6866,21.6092,18.2083,21.6403,22.8003,24.013,24.3301,23.9629
P53014,21.9116,20.9557,18.9011,19.6864,23.2087,22.2618,21.0162,22.0012
P53014,20.027,19.5851,19.3699,21.4177,24.9708,24.3606,23.0473,23.226
P53014,20.6857,20.92,17.6514,20.5726,21.401,21.659,19.9381,20.722
P53014,20.3229,19.8092,19.7529,20.5612,21.5135,25.2465,24.1284,24.7651
P53014,18.0529,18.8724,20.2994,20.0684,24.1937,25.7423,24.9027,24.621
P53585,21.4142,21.079,20.1253,20.1248,21.2334,20.783,20.767,20.7974
P53588,19.5397,21.2697,20.8692,21.3889,23.2838,24.9729,24.159,23.5816
P53795,20.3611,19.2079,17.7391,20.7772,24.2602,23.0299,22.5124,23.186
P53795,21.0308,20.9877,20.8056,19.3343,21.3974,20.9631,21.3789,21.3307
P54073,21.0176,22.3877,21.759,24.9267,23.3713,23.2925,24.1079,23.395
P54216,21.339,18.6846,20.7378,21.8362,23.159,22.547,23.1026,21.6794
P54216,22.0352,20.5919,17.2845,20.2432,21.5928,20.8768,20.6657,21.3399
P54216,18.7339,19.9029,20.5163,20.9585,24.6665,23.3276,22.9422,22.8768
P54216,19.5142,20.9252,17.9039,21.3915,21.1147,21.0325,21.2992,20.5307
P54811,22.1555,22.9228,23.2736,24.101,23.2931,22.4032,24.3083,24.3286
P54811,20.8092,19.8197,19.9008,16.4536,26.1534,21.6673,23.4326,23.3853
P54811,21.0299,19.0825,18.4518,21.1078,24.1132,24.0468,22.8924,24.5938
P54811,19.9841,20.4321,19.2582,19.0978,25.6028,22.9977,25.2127,24.6128
P54811,20.9353,22.2174,22.4368,24.7838,20.6905,20.6133,19.1483,21.2581
P54811,19.2964,17.5094,20.9605,19.2761,26.0951,24.7214,22.3746,24.7148
P54811,20.0304,19.7363,21.3324,19.4774,21.6325,19.1207,21.2653,20.6157
P54811,19.98,20.5143,18.5404,20.1701,22.9478,21.8166,22.4273,22.2379
P55155,19.7083,18.6399,19.5086,20.3773,24.8443,23.6959,23.4401,22.0803
P55216,20.9325,20.5349,19.8283,19.0923,28.4464,27.0942,27.0963,27.6647
P55216,25.2618,23.9076,26.0083,23.6855,24.331,24.0721,24.47,22.4352
P55216,19.5035,18.5561,18.3571,19.5833,23.5594,23.901,22.5924,21.1126
P55216,19.5626,19.3901,19.2214,20.086,26.3095,26.6624,25.054,27.2942
P55216,25.1952,23.6489,25.8089,24.6407,28.097,25.294,25.3197,25.516
P55216,20.8684,20.4322,20.91,19.3762,19.763,21.0299,20.2664,20.4819
P55326,26.4663,25.8393,25.0769,26.1953,26.7914,25.2052,25.0651,25.4618
P55326,21.0483,19.931,21.5632,19.8689,21.8445,22.4032,22.4199,22.7507
P55326,19.5833,22.7589,19.908,26.9143,27.1361,24.0072,24.7799,24.6009
P55326,20.4757,19.0994,20.1011,19.9925,21.8835,20.9898,21.1768,20.9445
P55326,20.5331,20.7643,19.4741,20.2707,21.8791,21.1881,20.6586,21.3701
P55326,21.5672,20.0069,19.9094,20.4772,24.153,22.5971,22.2775,21.1331
P55326,18.9946,20.7126,19.6291,18.4704,24.7579,23.822,25.0922,22.245
P55326,23.7732,22.0984,23.7123,24.2046,25.0958,23.1858,22.3477,23.2413
P55326,24.1163,24.7503,23.4094,26.4614,30.4078,25.4606,26.5643,27.6417
P55326,21.3858,18.2546,20.44,20.4064,24.2256,21.8179,21.909,20.599
P55853,22.0104,20.0141,21.0673,19.1037,23.3968,22.0904,21.3276,21.1682
P55853,20.8052,18.9509,19.8425,19.0571,22.9111,21.1615,22.2837,21.2698
P55853,19.124,19.6814,19.1889,19.1988,23.4121,22.7669,22.2828,20.8467
P61866,21.6441,19.1951,20.5068,18.1773,23.711,25.4915,25.2537,24.4425
P61866,21.6989,20.283,20.3175,19.8819,20.471,20.7483,20.4662,19.9756
P61866,20.3454,20.1061,19.1399,20.8604,22.418,20.9374,20.4023,21.3178
P61866,19.8554,21.593,21.5411,17.9653,22.3976,21.5512,23.4415,23.3734
P62784,27.0103,26.4443,24.4386,27.19,25.6684,25.7051,25.3213,25.9977
P62784,20.4411,19.3839,18.3545,20.1833,21.0391,20.3031,21.3454,21.2743
P90731,24.7262,25.3606,23.8062,25.4608,22.7069,23.478,20.8393,23.0145
P90735,20.6275,20.7779,19.0158,19.2707,25.0333,25.4318,26.6582,25.0044
P90735,18.3511,19.6606,19.7495,17.9384,21.5713,20.6658,20.8957,20.3578
P90746,21.721,19.2789,21.2966,21.9352,23.2833,25.3281,23.2802,22.7364
P90862,20.8822,20.1426,19.4011,19.1054,22.92,24.4651,25.2444,26.1644
P90868,18.7145,18.2597,21.3123,20.3173,24.4632,21.0006,21.1247,22.3309
P90879,23.9472,23.4841,22.3849,22.8041,22.9846,23.7552,24.7796,23.2532
P90900,19.0637,18.934,20.0028,19.4206,24.8257,22.6562,23.4808,23.8854
P90900,24.3058,23.0982,24.3434,25.4571,24.3171,21.2156,23.9911,21.9181
P90900,21.4495,20.5516,21.3404,20.4125,25.7315,24.6877,23.8358,23.4595
P90900,21.2274,19.2882,18.7981,18.5273,23.5596,24.9569,24.6836,25.102
P90961,20.2429,20.0966,20.778,21.142,21.6638,20.2457,21.0064,19.7631
P90961,18.3308,19.814,17.8909,20.215,22.2987,25.1497,23.2761,25.1621
P90961,18.5935,20.6352,21.0371,18.1268,21.4053,20.2985,20.3935,19.8464
P90961,19.7563,19.9375,20.459,19.3579,20.209,19.9329,21.1887,20.7799
P90961,20.2042,20.8438,21.6244,19.8682,21.8477,20.8537,20.7091,20.9525
P90961,18.6967,19.4164,21.1557,20.402,20.13,20.1338,19.867,20.6909
P90961,21.5917,20.2786,20.8831,21.1318,21.1673,19.727,21.2584,19.2317
P91001,21.2621,21.4844,19.2632,18.6815,24.896,25.7166,23.1935,24.1908
P91020,18.507,19.6228,19.501,18.6855,23.0959,24.0379,22.652,24.1535
P91027,19.9226,20.5211,19.8339,20.4183,21.611,21.1567,19.9356,21.3568
P91027,18.2174,20.0722,20.9625,21.2816,21.5876,21.2566,20.9273,21.1814
P91027,19.9789,19.087,19.1015,17.9231,22.9694,23.1021,24.0135,21.2604
P91027,19.7299,21.4926,20.7604,20.3373,22.7037,23.8754,24.2804,22.8298
P91027,18.9479,19.8257,19.8591,19.928,20.959,20.6031,20.2682,20.7678
P91027,19.5862,19.3226,18.5216,18.8956,21.4496,21.0314,20.8939,20.308
P91027,24.753,23.811,24.3989,23.1652,25.4297,25.5063,25.4115,23.1457
P91027,20.3504,20.3971,19.6154,18.0977,21.5871,20.4174,21.1176,20.585
P91027,18.4945,18.68,19.2036,20.7136,21.0775,20.025,19.5331,20.377
P91027,20.3116,18.2376,17.6101,19.1727,21.0867,20.9364,21.2932,21.4142
P91055,19.4579,20.1034,18.073,18.5742,23.8115,24.0279,25.1869,24.7551
P91116,22.162,21.9851,24.9029,22.3386,25.2646,25.2893,25.8905,25.3545
P91128,21.8688,20.6085,17.3551,21.5827,26.4814,25.7931,23.7644,25.8634
P91128,21.6254,19.6411,19.4987,20.5296,20.9848,20.8394,20.9411,21.0192
P91128,17.3795,20.5568,20.1139,21.1983,21.2894,20.6911,20.7743,21.1139
P91128,26.4579,24.5592,25.211,26.6195,25.6122,26.2705,24.4174,24.4905
P91128,20.9176,19.965,21.6345,21.8554,20.9508,21.2298,21.2463,20.8953
P91128,25.5846,24.8638,22.5612,27.0343,25.4207,25.7887,24.5425,28.0388
P91129,21.9013,22.5046,22.8098,22.7534,21.1988,20.7464,20.3053,20.411
P91249,26.1835,26.6251,25.0757,25.8867,30.7024,29.5002,29.9921,28.5657
P91249,21.1111,21.0708,19.516,20.9318,25.863,22.4117,23.1074,25.4527
P91269,25.605,25.9656,22.7265,25.4651,27.2628,26.3665,24.9881,25.6599
P91277,20.1645,19.6608,19.6602,18.1416,24.7882,25.1004,25.1607,23.7393
P91280,27.7008,26.3937,25.9957,26.0652,25.3994,21.4437,22.3999,21.9803
P91297,19.7685,20.1933,18.004,18.9659,20.8195,20.5699,21.1246,20.0576
P91303,20.5427,20.0011,20.49,20.3241,21.9525,20.981,20.3539,21.291
P91303,20.8824,21.0297,19.5814,21.7445,25.0136,24.655,24.3149,24.971
P91303,17.323,21.5354,17.5861,19.452,21.4648,20.2382,20.5623,20.9982
P91303,20.0395,20.1094,19.1691,17.9794,23.2589,22.0105,23.6897,22.5009
P91303,20.1506,20.577,21.144,19.2879,25.3001,23.773,25.1528,23.2437
P91306,22.4526,22.2954,22.0114,23.8064,25.5842,24.4297,25.0789,25.7461
P91306,24.2416,22.5475,24.0319,24.3564,23.9897,22.5637,22.104,23.8094
P91306,18.7316,20.8922,20.361,18.6344,21.889,20.1237,20.4133,21.2634
P91354,23.2506,23.0107,23.031,23.895,21.785,20.5412,21.3174,21.2861
P91359,24.1465,23.7244,22.8347,24.9567,21.8983,20.8514,20.0029,20.8846
P91374,24.6934,24.7294,24.2074,24.493,26.6914,23.7713,25.135,24.3298
P91374,21.867,21.1156,19.9926,20.2196,23.9508,22.8152,23.0284,22.9221
P91374,22.283,23.6434,25.1424,22.1904,21.3933,20.75,20.9025,21.0803
P91374,19.9865,20.6523,19.6805,19.8508,25.1956,23.4963,22.9865,24.4544
P91374,25.3452,25.4118,23.5796,25.5054,28.3319,27.2349,27.364,28.0464
P91374,21.0654,20.1868,20.3634,19.6026,27.8393,25.8857,25.9763,25.3124
P91374,21.3868,21.8687,19.9087,18.2612,23.0349,21.5766,24.4663,22.3429
P91374,20.6612,20.6116,20.9473,19.4912,23.2054,20.8054,23.6109,22.097
P91398,18.4495,20.6783,19.7928,19.1019,25.8996,23.0357,25.82,25.3097
P91423,20.0621,19.3205,18.8235,19.4783,21.517,21.264,20.9455,20.9955
P91482,21.1879,19.9461,19.5078,20.566,22.3332,23.5259,24.7684,24.1537
P91482,17.9789,19.7701,19.548,20.869,22.6213,23.7247,21.8957,23.0513
P91491,32.1038,31.8702,30.5679,24.2893,30.1574,27.7651,27.4164,27.9297
P91502,21.9005,18.9249,18.6808,20.3512,21.6491,19.6356,21.3725,21.2459
P91502,27.2588,28.5804,25.6343,24.1847,28.7738,26.4682,25.499,25.1319
P91502,20.3825,19.7038,19.9677,21.1307,25.2157,25.1848,23.6312,23.9744
P91502,20.8366,20.028,19.2542,19.1937,21.673,19.9353,21.1537,21.1252
P91502,20.4095,19.5598,19.0787,20.1002,23.2926,23.1207,21.7655,21.311
P91502,25.7358,25.4598,24.687,26.6953,25.2426,27.1306,23.9494,26.0245
P91502,20.2553,21.275,20.4524,20.6135,21.9374,21.2363,20.6704,20.897
P91502,24.6952,24.2762,22.7138,21.4293,24.8773,22.9895,25.4873,23.9997
P91502,19.726,18.1242,19.393,21.2923,21.8147,20.9236,21.0228,20.988
P91821,20.1025,18.651,16.7131,21.3018,21.5167,20.5606,20.4518,21.3944
P91856,21.2205,18.6972,19.0601,21.2443,21.4942,21.2097,21.3089,20.7795
P91857,19.4404,20.675,17.8663,19.4702,23.265,22.5785,22.1847,22.7001
P91913,20.0782,21.3056,20.5844,19.1422,21.8462,20.2738,20.7846,19.9764
P91913,20.2992,21.6411,18.7891,20.2278,21.6155,20.5294,20.7192,21.2538
P91913,23.5644,23.3328,24.2114,23.7948,21.8494,20.5528,20.9402,20.0697
P91913,22.3965,23.3328,23.2856,23.4324,21.7698,20.9146,20.9159,21.2251
P91914,21.0689,21.0447,18.7194,21.3274,21.5391,20.2047,20.7664,21.1741
P91914,19.9836,20.1776,17.9112,21.3866,23.5707,22.0012,23.4248,22.7959
P91914,18.3547,20.0292,19.4676,20.7334,24.218,28.0843,26.8989,26.4979
P91917,19.7454,20.8388,18.2265,20.827,21.4567,20.1323,21.1922,20.8148
P91918,19.5454,17.5398,18.0582,21.2439,24.7366,23.5979,24.3526,24.7527
P91918,21.694,18.3445,19.933,19.4605,23.6137,24.183,22.9953,26.3087
Q02335,19.2756,20.1113,19.5102,21.0023,21.4502,19.2257,21.3567,20.9839
Q02335,22.829,22.5364,20.9024,21.1069,24.5379,23.1298,23.867,24.7448
Q03206,19.4973,17.9485,19.8693,19.2399,21.9637,20.8951,20.1333,20.1775
Q03562,21.1331,20.2702,18.929,21.8058,21.2317,20.7158,20.1504,21.02
