geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
vha-10;P91303,20.0395,20.1094,19.1691,17.9794,19.675,20.4451,20.7278,19.6585
vha-10;P91303,20.1506,20.577,21.144,19.2879,17.4549,18.8438,20.6171,19.0635
cey-2;P91306,22.4526,22.2954,22.0114,23.8064,18.6159,20.8158,19.5318,19.4037
cey-2;P91306,24.2416,22.5475,24.0319,24.3564,23.0831,21.8569,22.6712,22.9132
cey-2;P91306,18.7316,20.8922,20.361,18.6344,27.5097,25.275,25.7927,25.8325
;P91354,23.2506,23.0107,23.031,23.895,19.5265,20.0387,20.5673,19.6822
cpd-1;P91359,24.1465,23.7244,22.8347,24.9567,20.267,18.4182,20.6328,17.509
rpl-15;P91374,24.6934,24.7294,24.2074,24.493,24.3482,23.7885,24.6661,24.1398
rpl-15;P91374,21.867,21.1156,19.9926,20.2196,17.7156,21.7069,18.9041,20.4249
rpl-15;P91374,22.283,23.6434,25.1424,22.1904,18.9853,20.6786,20.2835,19.1043
rpl-15;P91374,19.9865,20.6523,19.6805,19.8508,18.1669,18.971,18.0248,20.3122
rpl-15;P91374,25.3452,25.4118,23.5796,25.5054,21.6054,21.3323,21.5978,21.0559
rpl-15;P91374,21.0654,20.1868,20.3634,19.6026,22.6462,23.0634,23.6765,24.7334
rpl-15;P91374,21.3868,21.8687,19.9087,18.2612,18.9051,20.2136,20.3116,19.0425
rpl-15;P91374,20.6612,20.6116,20.9473,19.4912,20.9758,22.1402,21.5978,21.4407
cey-3;P91398,18.4495,20.6783,19.7928,19.1019,18.9543,19.1044,18.9483,18.6646
;P91423,20.0621,19.3205,18.8235,19.4783,20.6315,20.7239,21.6463,18.0322
;P91482,21.1879,19.9461,19.5078,20.566,23.1147,23.3953,23.2219,24.5254
;P91482,17.9789,19.7701,19.548,20.869,17.3483,20.1202,17.4458,18.0337
;P91491,32.1038,31.8702,30.5679,24.2893,33.0271,33.147,31.9955,32.963
usp-5;P91502,21.9005,18.9249,18.6808,20.3512,19.1143,19.3309,19.6919,20.1738
usp-5;P91502,27.2588,28.5804,25.6343,24.1847,26.1118,27.5368,27.093,27.4426
usp-5;P91502,20.3825,19.7038,19.9677,21.1307,19.9685,21.2985,20.9302,20.8026
usp-5;P91502,20.8366,20.028,19.2542,19.1937,18.3588,20.0629,20.6608,20.6051
usp-5;P91502,20.4095,19.5598,19.0787,20.1002,18.2909,18.7632,18.7947,20.4354
usp-5;P91502,25.7358,25.4598,24.687,26.6953,25.54,26.1126,26.0164,26.4864
usp-5;P91502,20.2553,21.275,20.4524,20.6135,19.2681,17.8431,20.425,17.4522
usp-5;P91502,24.6952,24.2762,22.7138,21.4293,23.6914,24.7106,24.2115,24.1468
usp-5;P91502,19.726,18.1242,19.393,21.2923,20.0026,17.9564,18.7775,20.8379
set-18;P91821,20.1025,18.651,16.7131,21.3018,18.0185,17.8567,20.2073,18.2068
F26H9.5;P91856,21.2205,18.6972,19.0601,21.2443,17.7861,21.0927,19.4207,18.3075
rab-5;P91857,19.4404,20.675,17.8663,19.4702,19.5652,19.7639,19.2894,20.6663
rla-1;P91913,20.0782,21.3056,20.5844,19.1422,17.9804,15.9192,17.8037,16.6063
rla-1;P91913,20.2992,21.6411,18.7891,20.2278,17.5918,20.4817,19.5135,19.5744
rla-1;P91913,23.5644,23.3328,24.2114,23.7948,19.5515,19.2349,20.3532,20.7099
rla-1;P91913,22.3965,23.3328,23.2856,23.4324,18.0902,21.1573,20.0177,21.0319
rpl-27;P91914,21.0689,21.0447,18.7194,21.3274,17.469,18.3225,18.5353,18.4736
rpl-27;P91914,19.9836,20.1776,17.9112,21.3866,19.179,17.7209,21.9159,15.4294
rpl-27;P91914,18.3547,20.0292,19.4676,20.7334,17.7839,19.8539,19.6037,18.8058
ola-1;P91917,19.7454,20.8388,18.2265,20.827,20.089,17.9043,19.2433,16.8202
snr-2;P91918,19.5454,17.5398,18.0582,21.2439,17.7449,21.2804,19.5422,18.9325
snr-2;P91918,21.694,18.3445,19.933,19.4605,21.6512,21.7143,21.5378,22.2586
ZK370.8;Q02335,19.2756,20.1113,19.5102,21.0023,18.4425,20.8827,19.0765,19.559
ZK370.8;Q02335,22.829,22.5364,20.9024,21.1069,20.783,19.5508,20.0205,20.2459
ced-10;rac-2;Q03206,19.4973,17.9485,19.8693,19.2399,18.6472,20.3172,21.1368,20.2811
bre-3;Q03562,21.1331,20.2702,18.929,21.8058,17.0558,20.2072,18.8363,19.377
B0464.6;Q03564,21.9467,18.957,20.5149,21.1926,22.8119,23.6101,23.2002,23.1515
C38C10.2;Q03567,24.3462,22.7439,21.996,24.6428,20.3559,19.8325,20.1098,18.9395
C38C10.2;Q03567,28.5565,27.1956,27.4209,28.1592,26.3899,26.2239,26.8174,26.0772
nhl-1;Q03601,20.365,18.3892,19.0156,18.0647,22.4017,22.1021,22.4319,21.664
lrp-1;Q04833,21.6812,19.4431,20.6861,19.7177,19.9882,20.5386,17.4927,19.7853
C30C11.4;Q05036,19.442,18.5543,19.9584,20.459,23.8115,23.0943,23.3635,23.0749
C30C11.4;Q05036,21.0486,21.4707,19.9875,19.6988,18.8967,19.6356,19.5126,19.1902
cdc-42;Q05062,23.2186,25.8048,24.6192,24.1202,20.6581,19.7711,21.8973,19.8748
cdc-42;Q05062,20.4579,18.1394,20.4607,21.4794,19.7515,17.822,18.0404,20.3131
cdc-42;Q05062,21.6471,19.0237,20.5843,19.3854,16.9478,20.4827,17.6277,17.8244
cdc-42;Q05062,19.762,19.4384,21.586,19.5808,18.1712,19.7943,19.0062,19.9266
;Q067X2,19.5729,18.1841,19.2905,21.359,17.172,20.898,15.9949,19.3161
unc-60;Q07750,19.6275,21.7706,19.5052,20.7653,20.0382,18.338,18.2448,18.5689
unc-60;Q07750,19.4467,19.2592,19.6899,21.0717,16.5414,17.2899,20.0981,18.385
B0495.8;Q09217,19.139,20.2102,21.1584,20.0389,23.8781,23.993,24.4024,23.9411
C13B9.3;Q09236,19.606,19.7712,18.0633,20.6413,16.208,16.87,20.3394,17.7147
C13B9.3;Q09236,19.4872,20.7434,18.4042,20.7717,21.4564,18.7185,18.1265,19.7354
C13B9.3;Q09236,18.6239,21.5802,19.7521,21.0133,20.9019,19.3221,21.1841,19.2056
C18H9.3/C18H9.2;Q09237,21.4806,18.9117,19.3592,19.3978,18.7871,20.9484,19.6687,19.1535
C18H9.3/C18H9.2;Q09237,20.3995,19.818,20.1727,18.2589,20.7688,18.9553,21.5311,19.814
dnc-2;Q09248,18.4489,19.3965,20.1832,20.5994,19.3388,19.3478,21.0529,17.8563
C16C10.4;Q09250,18.3263,21.7281,19.6804,20.6362,16.0891,20.9165,18.8099,19.832
C34C12.4;Q09269,23.2435,24.4114,24.792,24.5468,24.4123,24.1199,24.5868,24.0684
C56G2.7;Q09289,26.0821,24.8962,24.0096,27.0612,27.0133,28.5551,28.381,28.4895
C56G2.7;Q09289,23.3493,23.86,23.8649,24.1672,26.8202,26.5864,27.1217,27.2854
C56G2.7;Q09289,26.6628,25.9846,24.6079,26.8781,26.6927,26.1269,26.9155,26.4738
C56G2.7;Q09289,18.9295,21.1933,19.0141,20.4199,17.5088,20.8072,19.3759,19.3145
C56G2.7;Q09289,24.2432,24.1364,25.0218,24.6434,24.8664,24.8491,25.5085,24.7594
C56G2.7;Q09289,20.5014,20.672,21.0986,17.4112,19.7799,19.7121,19.275,19.8605
C56G2.7;Q09289,23.4856,23.2087,24.4015,22.8287,19.2442,20.8527,20.0248,19.9207
C56G2.7;Q09289,19.7545,21.5147,20.292,18.6971,19.7056,19.7742,19.4478,17.3607
T09B9.4;Q09350,20.2681,17.4138,21.011,21.739,19.9235,19.8948,21.7504,18.0274
K07E1.1;Q09407,22.0466,21.0142,18.961,20.9783,18.3554,19.16,21.7329,21.2249
pgam-5;Q09422,24.708,24.6976,25.2424,21.5455,19.3794,18.0269,18.7712,20.9586
pgam-5;Q09422,20.1447,19.2746,20.0261,20.6522,18.3088,21.0648,20.5646,19.5687
pgam-5;Q09422,18.3925,19.8827,20.3676,20.2555,23.9552,24.9184,24.8815,24.6861
mex-6;mex-5;Q09436;Q9XUB2,19.1002,19.918,19.8427,19.872,18.6907,17.8463,19.4242,19.9807
ubh-4;Q09444,20.8804,21.6655,20.0105,17.8677,17.8433,20.1518,18.4266,19.9922
ubh-4;Q09444,19.7137,20.6731,17.4009,19.6511,19.3309,20.1777,20.1138,19.4194
ubh-4;Q09444,21.3161,20.8469,19.9923,20.7713,18.3634,18.0905,21.3542,19.1008
ubh-4;Q09444,20.7579,19.9537,21.5225,18.0002,21.409,17.7415,18.7628,20.7339
;Q09489,19.3151,20.9534,18.2707,20.1468,20.0377,19.5921,21.3603,17.8205
;Q09489,20.4352,20.4902,20.8033,20.8765,17.6678,18.2996,19.4866,17.2541
lgg-1;Q09490,19.9092,19.5205,21.3468,19.1125,19.7443,19.3637,17.9829,19.5315
lgg-1;Q09490,19.1122,18.4139,18.721,20.8399,16.9861,18.3383,19.6315,20.3235
rpl-10;Q09533,20.1012,18.9414,18.4568,18.4853,17.6518,18.0475,19.6199,16.1688
rpl-10;Q09533,20.2558,21.1203,20.9943,19.4291,24.2208,23.3426,23.6706,23.6264
rpl-10;Q09533,20.5575,21.6223,18.5383,20.2126,18.6408,19.122,20.2161,18.2003
rpl-10;Q09533,19.0598,20.8927,20.8796,21.6057,18.6301,20.4365,19.3778,20.8042
F36G3.1;Q09560,21.3292,18.4688,21.4632,18.3341,21.305,19.9478,19.5515,18.1555
F48E8.6;Q09568,25.4964,24.9161,23.8969,23.4082,22.8504,22.2529,23.381,22.4835
lec-3;Q09581,21.4838,19.725,19.6504,19.6735,19.5351,19.1393,20.1685,17.7675
lec-3;Q09581,20.5439,19.8449,21.0377,18.9887,20.6125,20.1803,20.5195,19.1024
lec-3;Q09581,19.7022,21.7267,20.3433,20.4697,17.9058,20.5249,18.7743,19.9895
lec-3;Q09581,25.8132,25.6169,24.3843,25.4069,22.3942,23.1365,22.7115,23.2585
lec-3;Q09581,20.457,20.4955,20.7762,19.4014,18.0484,19.8213,20.7366,21.1414
ptc-1;Q09614,25.9523,24.724,23.6258,25.3625,23.2632,24.8405,25.6664,25.0391
tnc-2;Q09665,21.1571,19.7458,19.0513,19.2214,21.0347,18.5528,17.9826,16.5847
ptr-13;Q09934,19.4314,16.5488,20.7658,20.6088,18.1329,19.908,20.3096,19.3835
ptr-13;Q09934,19.802,21.4708,19.1231,20.2765,27.0615,27.0454,25.168,25.1979
ptr-13;Q09934,21.666,21.0287,22.9095,22.66,19.5642,19.557,17.5735,18.5684
C53C9.2;Q09936,20.1985,20.2855,19.5501,19.069,20.3278,19.4144,18.9065,19.5513
C53C9.2;Q09936,20.1692,20.4218,19.9491,18.1928,20.7177,20.0022,19.6204,19.5914
C53C9.2;Q09936,18.6224,18.5542,20.5798,21.467,16.5762,20.6205,21.0319,19.2285
C53C9.2;Q09936,20.1131,21.2208,20.0718,21.0187,18.6303,19.083,21.1638,18.8745
C53C9.2;Q09936,20.8108,20.8721,20.8598,19.7125,19.7139,18.725,20.7974,19.0208
egg-1;Q09967,24.6558,23.494,22.9039,20.5928,19.0592,17.4324,19.1993,19.7035
egg-1;Q09967,26.6956,26.655,25.338,21.5907,24.2905,26.5393,25.5089,26.115
;Q09EE6,27.511,27.502,26.2555,27.5602,27.4227,27.5537,27.6821,27.0747
;Q09EE6,18.0445,19.5551,18.1975,19.5136,18.307,19.6039,19.7302,19.8427
;Q09EE6,23.4994,23.6566,23.5587,21.6121,18.9398,21.4255,19.5355,15.9687
F13H10.3;Q0G831,18.5944,21.4031,19.7787,20.7469,17.5077,18.1881,18.915,16.3714
mdt-9;Y62E10A.11;Q0KHC0,20.3158,21.1993,19.9871,18.9906,17.3038,19.6643,20.3904,19.3628
T19C3.4;Q10010,24.6404,24.8113,28.0567,23.764,27.2786,24.6512,23.597,23.438
T28D9.1;Q10020,20.829,20.3455,17.8878,18.6832,18.4467,16.9503,20.2645,17.8915
T28D9.1;Q10020,20.4639,21.5532,21.3635,18.8138,23.5785,22.8807,23.7341,22.7841
T28D9.1;Q10020,24.1028,23.5255,21.8359,23.0616,24.2638,24.2035,25.057,24.0511
T28D9.1;Q10020,23.5843,23.7531,22.3992,23.0616,23.819,24.2035,25.057,23.5828
F15G9.1;Q10033,20.3795,19.4346,20.0077,18.4131,20.7807,17.9988,21.138,16.5947
R10H1.1;Q10043,20.482,19.5233,18.8516,20.895,17.5165,19.7565,21.003,18.7845
vglu-3;Q10046,19.7188,19.9382,19.4028,20.2576,18.0609,19.8262,20.7945,20.2222
C23G10.2;Q10121,20.4546,18.7546,18.5496,18.9787,19.0266,19.6732,20.3346,19.0151
C23G10.2;Q10121,20.8267,19.8613,19.6067,21.0757,19.4047,18.8151,20.4643,20.9058
C23G10.2;Q10121,21.7492,22.4412,21.4592,24.9076,23.8342,25.1344,24.6626,25.4637
C23G10.2;Q10121,20.5542,18.9083,18.3945,20.6799,17.3718,20.5798,20.8305,18.5535
dhs-5;Q10130,20.022,19.4274,21.6647,20.9357,16.9903,18.7062,18.7972,20.3772
dhs-5;Q10130,20.7917,21.6891,21.6196,17.3884,19.709,20.9395,20.0847,20.7124
F46H5.3;Q10454,18.0317,20.2793,21.1104,20.1506,18.1354,20.4799,19.1432,18.918
F46H5.3;Q10454,21.8609,19.8273,19.7229,20.0665,24.1675,22.7662,22.7851,23.0267
F46H5.3;Q10454,19.4226,20.4165,17.7997,20.3234,19.5191,18.5387,18.8748,17.8281
F46H5.3;Q10454,26.2043,24.6483,23.9477,25.8478,23.3939,24.6349,24.334,24.1156
F46H5.3;Q10454,20.1529,17.8073,18.7569,19.1232,23.4982,25.3335,24.5313,24.8587
F46H5.3;Q10454,18.3763,19.9098,19.4263,19.9141,19.8141,19.8937,17.1805,19.0417
F46H5.3;Q10454,19.4353,21.4814,20.3527,20.6249,19.4226,20.4412,19.0614,20.5087
F46H5.3;Q10454,18.8703,19.9384,18.8168,18.6709,20.5579,21.556,21.5484,17.578
F46H5.3;Q10454,19.7681,19.9292,19.3502,18.0719,19.8986,19.1303,20.4131,21.5409
B0286.3;Q10457,18.3216,20.4712,19.53,20.9764,17.5922,20.3676,19.7596,17.4665
rpb-2;Q10578,20.4824,20.2448,19.5945,20.2851,24.77,24.5278,25.2329,24.3124
rpb-2;Q10578,20.2459,20.3879,19.265,19.0166,19.5277,18.6864,18.9917,19.8768
rpb-2;Q10578,20.3741,21.31,20.1154,21.5412,19.3486,19.6421,21.8381,18.7204
rpb-2;Q10578,18.0994,17.6938,17.9345,19.2791,18.7519,18.6709,20.4821,19.0034
apl-1;Q10651,17.7458,19.5248,18.9248,18.9219,18.7428,17.1287,18.3333,20.4807
elt-2;Q10655,20.082,21.38,19.8341,21.5717,23.257,24.4281,24.4086,25.2335
tpi-1;Q10657,24.1007,26.0132,25.0216,25.7043,18.3661,18.8233,22.0632,17.2512
glt-1;Q10901,27.1903,26.5578,27.7211,26.4585,27.057,27.7581,27.7249,26.6436
arf-1.2;Q10943,19.7356,19.4227,19.4137,21.2046,20.0083,17.7773,20.1789,18.8502
tmbi-4;Q11080,24.3149,24.2449,24.218,24.9205,21.0151,22.4338,21.9497,22.9498
C02F12.5;Q11101,21.1977,20.2492,19.8259,17.106,20.2754,18.837,20.7592,19.7586
unc-78;Q11176,21.884,18.7645,19.3391,19.4615,20.4294,19.6641,19.9554,17.552
sodh-1;Q17334,21.3495,19.4091,18.8623,20.1267,17.4639,19.028,19.2615,18.8694
sodh-1;Q17334,22.3682,21.5991,22.1296,24.6283,22.8295,23.2112,25.2313,22.865
sodh-1;Q17334,20.3542,17.6985,21.156,18.0746,21.8678,23.5677,23.3445,23.5067
gld-1;Q17339,20.1671,21.4287,21.2317,20.7797,20.5459,19.4283,18.7529,20.2602
snr-1;Q17348,17.3806,19.1889,20.8773,20.2,19.6137,19.3904,19.3142,18.855
usp-14;Q17361,24.6636,24.601,24.5327,23.9304,27.5108,24.069,24.7019,21.5002
usp-14;Q17361,25.1529,24.2859,25.4392,20.7086,20.8996,18.9961,19.8937,19.6862
usp-14;Q17361,24.9873,25.6637,25.1384,26.6926,18.841,19.1735,19.4625,18.4107
usp-14;Q17361,23.4284,23.9893,22.4125,24.5472,23.506,23.9456,23.9638,23.0344
cul-1;Q17389,18.5038,17.8952,19.6524,19.2086,20.8687,18.1579,19.9824,19.5051
AC3.5;Q17405,26.9155,26.8573,25.5422,26.1551,26.4526,26.6406,27.5505,25.8701
AC3.5;Q17405,20.4551,21.0873,20.652,17.3094,16.9532,20.5035,17.8359,18.4384
AC3.5;Q17405,18.3992,20.215,20.8544,19.8642,24.3109,23.5818,24.4117,24.6615
AC3.5;Q17405,25.9144,24.9009,26.3973,25.0328,25.8977,26.3852,25.8035,26.1254
AC3.5;Q17405,27.1944,27.338,27.112,27.4506,25.5291,25.8213,25.9289,24.6699
lin-24;Q17410,24.8451,24.9169,25.9909,24.1222,22.4926,21.0621,21.3823,21.453
B0001.4;Q17413,19.2583,17.9331,20.8763,18.9389,18.2569,21.4069,21.4621,16.7211
;Q17430,23.6434,22.6599,22.8415,22.8901,22.4281,22.9694,23.3707,23.7196
pfd-4;Q17435,21.0686,18.749,20.6779,18.4658,18.9877,20.3872,21.732,21.4533
pmk-1;Q17446,19.6759,21.0054,21.1139,19.7677,17.7647,19.4777,21.0732,17.4768
pitr-3;Q17455,25.2243,24.5027,23.8625,25.9601,20.4991,19.167,20.3027,18.3179
unc-44;Q17489,21.2838,21.0052,20.8134,18.8504,18.6523,20.4449,20.2725,17.8274
;Q17542,28.6923,27.3321,26.4569,28.1551,28.6604,28.9296,29.3429,28.8674
;Q17543,25.5296,26.0161,25.7794,25.6328,21.0595,18.1547,20.2709,18.1497
aly-1;Q17561,19.3019,21.0881,19.9542,20.969,17.1787,18.9782,19.0335,16.4012
;Q17569,25.4603,25.4088,25.3588,25.0873,16.5116,17.7096,20.5637,19.5824
;Q17569,24.3204,23.5499,22.1506,22.6528,21.4757,18.8414,19.3256,17.9442
;Q17569,20.9431,20.0236,21.3717,20.2268,20.2126,21.1051,18.6388,18.8233
;Q17569,24.8256,24.8452,25.6526,24.8812,18.5997,17.4243,20.3365,18.4985
;Q17569,24.5951,25.0989,24.8574,26.5858,22.0733,22.0612,23.2534,21.478
aqp-2;Q17571,20.1287,19.9121,20.591,20.6305,18.8981,19.2943,21.7539,19.3235
aqp-2;Q17571,19.5858,19.5384,20.2825,21.511,18.437,16.1672,19.8593,17.7419
rpl-24.2;Q17606,21.8936,20.9889,21.0317,20.5705,19.5802,21.1004,19.4153,18.4852
arrd-25;Q17624,27.9825,26.7302,25.1304,24.8994,29.1389,29.6294,28.0998,27.4113
arrd-25;Q17624,22.3674,22.3524,21.9361,23.726,23.5159,24.0899,25.5247,23.2231
arrd-25;Q17624,27.6927,27.0065,26.3126,24.0815,25.3064,25.3654,25.4852,26.3587
arrd-25;Q17624,26.4395,24.5517,25.5504,25.7174,23.6102,23.8496,23.9288,24.2416
arrd-25;Q17624,22.989,24.5385,23.1191,24.5969,18.6126,17.6788,17.9589,19.8311
arrd-25;Q17624,20.4185,19.0324,19.6291,21.9538,23.8454,23.4763,23.4165,23.6204
arrd-25;Q17624,24.3203,25.0744,24.1845,25.6499,24.6923,24.4571,25.8515,25.1966
;Q17644,21.1174,20.8486,19.3571,19.6293,22.4197,25.3711,24.5713,23.9571
;Q17649,17.7151,20.9012,20.8021,19.858,18.8819,19.5227,18.319,18.6277
;Q17649,24.1845,23.942,21.7326,25.1921,22.0131,22.6365,24.5089,22.5813
;Q17649,18.9756,20.2307,21.6895,19.2009,16.8609,20.0853,19.3248,20.4042
amt-4;Q17663,19.1915,19.2997,19.6569,19.8615,18.9653,19.109,20.0999,17.2115
amt-4;Q17663,23.1396,24.4309,27.0594,23.3491,18.7632,18.4857,20.9901,19.7801
mthf-1;Q17693,21.5695,21.3251,19.556,20.4845,19.1051,21.3279,19.0986,18.6353
;Q17698;Q23683,23.2249,21.6715,26.999,23.4325,24.5889,22.4492,23.9676,21.4924
;Q17698,19.6891,19.663,19.4901,20.2445,17.6814,20.099,19.1807,18.8744
;Q17698,18.4588,19.9591,20.4782,20.9909,19.8231,19.2533,20.445,18.7406
;Q17698,21.8985,19.0675,20.0455,18.1099,19.7778,19.7936,18.9936,18.9199
;Q17698,20.532,20.0433,19.4282,19.0891,19.8405,20.3247,20.3162,18.1587
;Q17698,20.1858,21.8565,21.3033,19.3282,19.5534,19.6057,20.464,18.3395
;Q17698,20.3783,19.3226,20.0064,19.0255,19.2657,19.0364,20.3199,18.6206
ain-1;Q17740,19.6146,20.1563,20.5977,21.0554,18.9333,20.0127,19.645,20.9478
atp-5;Q17763,23.2889,23.0766,24.6091,23.6788,18.4717,20.2289,20.1232,21.4802
pdi-2;Q17770,21.417,18.9107,21.1949,18.832,18.5494,18.6564,19.8275,20.2246
pdi-2;Q17770,18.3378,19.1267,18.5087,19.33,23.0217,23.8332,25.8398,23.5902
hgrs-1;Q17796,25.275,25.1551,24.1064,22.0411,22.1659,23.7169,23.0909,23.258
hgrs-1;Q17796,27.241,24.3549,25.0244,25.3573,26.0026,28.2737,27.3946,26.6479
hgrs-1;Q17796,19.5823,20.9061,20.5863,20.4493,18.5488,17.8637,19.4771,20.3452
hgrs-1;Q17796,25.8637,25.8836,26.2681,25.9695,25.5137,25.4334,26.4325,25.2988
pfd-1;Q17827,19.0251,21.1186,17.8595,18.7025,17.8102,15.3722,20.9609,18.0953
pfd-1;Q17827,21.1829,19.645,18.5395,21.4033,19.2246,20.832,19.422,18.6454
;Q17832,19.2169,19.1205,20.4174,18.9867,19.3039,18.6905,20.7496,19.6678
;Q17832,21.3618,21.045,19.2681,19.5216,19.8961,18.167,21.7646,18.2915
;Q17832,20.2645,21.4904,18.5707,20.9653,19.7218,21.1263,18.1135,19.4952
hsp-25;Q86GU1,26.0166,26.6174,25.2403,26.2851,26.8668,26.9286,27.8019,26.9898
hsp-25;Q86GU1,18.9787,20.0837,20.0554,20.2292,17.8188,20.6317,20.6954,20.2086
hsp-25;Q86GU1,20.8427,20.2978,20.8656,21.0174,19.5545,19.6061,18.2178,17.9215
hsp-25;Q86GU1,26.019,25.028,23.8666,23.2871,26.2906,26.9668,27.3975,26.811
hsp-25;Q86GU1,24.9876,25.6214,23.0927,22.8291,26.1003,26.9602,26.5314,27.1617
cks-1;Q17868,19.2388,20.3678,19.6373,20.2792,19.865,20.0921,20.0111,18.6563
akt-1;Q17941,23.9937,23.9895,23.7469,24.701,20.2693,18.0612,18.9799,18.755
wdr-5.1;Q17963,19.9215,21.8824,20.1177,19.7042,18.8315,21.1356,20.2508,17.0923
pdi-1;Q17967,17.7934,21.0569,20.6961,18.3401,17.786,19.4811,19.6979,19.2057
;Q18012,18.8639,21.0406,20.7972,20.2331,18.0991,19.8708,19.8218,20.3915
flu-2;Q18026,20.5234,20.5618,19.8297,19.5237,19.3126,21.1625,20.2179,19.2269
nfx-1;Q18034,20.4811,17.888,19.9277,18.6617,24.1337,24.369,25.8218,24.6212
nfx-1;Q18034,28.2286,28.4698,27.709,28.4569,22.5246,22.7131,23.6104,23.0409
dim-1;Q18066,20.1345,19.6457,20.1118,19.2145,19.3122,19.6543,21.0284,18.3674
dim-1;Q18066,19.9019,18.4002,20.467,20.2931,16.7244,19.0105,17.7064,18.7736
;Q18068,23.2065,23.2456,24.1939,25.4362,18.46,18.8525,19.2834,19.0112
;Q18070,18.9001,19.7296,19.0904,19.0325,19.3159,18.1505,19.8932,20.2168
;Q18091,21.0701,19.5933,21.6185,21.6213,21.9088,23.5313,25.6537,23.8575
;Q18099,26.9574,25.6292,25.7402,26.2789,20.8088,19.4671,20.4247,18.8262
;Q18099,26.3768,26.6621,24.5304,26.4152,25.0181,25.6221,25.2652,25.89
;Q18099,24.8039,24.5257,24.9748,26.4757,24.6247,24.7476,24.7656,24.7363
rpn-2;Q18115,20.7955,21.1295,21.0733,21.2704,19.4272,19.6771,20.6313,20.6164
;Q18124,24.8864,25.9175,26.3167,25.486,26.1669,24.5879,26.1136,25.9154
;Q18152,20.6733,20.319,20.8444,17.742,20.1306,18.3499,19.0904,18.0304
;Q18202,21.2081,20.6732,18.6135,20.213,18.4515,20.7213,21.8639,19.3621
hel-1;Q18212,19.9834,20.1172,19.4157,19.7279,16.696,18.5611,20.5869,19.4625
hel-1;Q18212,20.018,18.4905,17.4201,19.2178,19.466,19.0023,19.1228,20.0498
ula-1;Q18217,19.1756,18.5212,20.3453,18.2747,23.4176,23.168,22.6688,22.991
rps-30;Q18231,24.0589,25.111,24.544,24.9424,23.8471,23.2915,24.5023,25.0945
rps-30;Q18231,24.3993,24.2289,24.3372,25.4877,22.8569,23.4726,24.6838,23.7141
sec-15;Q18286,23.4806,23.6147,22.4578,21.5016,21.3096,20.869,21.7929,22.2107
hil-1;Q18336,18.1003,20.9141,20.241,21.0328,18.3246,21.1036,20.4774,20.0495
cyn-12;Q18445,20.1466,20.7133,20.3339,19.1793,19.8085,19.4387,20.6855,20.2541
C34D4.4;Q18449,25.674,25.4297,24.3567,24.9919,23.4472,24.02,25.1207,23.871
rsd-3;Q18453,20.926,20.4091,18.9163,21.447,18.4794,18.3786,17.1461,20.1502
;Q18476,19.3878,20.6769,18.8904,20.4943,18.2941,19.1569,19.6655,17.1049
;Q18544,23.8272,23.5674,24.6238,21.5681,22.4382,22.8275,22.9061,23.0413
;Q18544,18.0179,19.5453,20.0073,20.6224,17.3087,18.2668,20.8017,17.6841
spin-2;Q18545,23.467,22.5408,24.1536,24.5199,23.048,23.5272,24.121,23.2403
;Q18550,19.9176,18.7547,21.3719,18.9154,18.2564,20.5945,18.9922,15.3669
;Q18573,24.7263,24.2079,24.866,25.1422,23.7195,25.1092,25.5989,25.1908
;Q18582,21.4105,19.4382,18.7558,21.4202,18.7633,19.0806,19.4048,16.9345
;Q18582,19.9911,17.4156,19.2615,17.3738,18.2461,20.3797,19.9451,18.8183
;Q18582,20.837,21.5172,18.1283,21.8163,22.8802,23.2157,23.1981,23.1859
;Q18587,19.3247,18.4232,21.2995,20.276,21.4687,21.3007,21.3389,18.3652
pmp-1;Q18597,19.0178,20.6395,18.4729,21.4389,18.3104,19.345,19.1486,18.7212
pmp-1;Q18597,19.5531,20.8317,18.7429,20.5571,19.2625,19.686,20.1248,16.5759
pmp-1;Q18597,19.9106,20.1572,20.6362,20.4801,19.7488,19.2573,18.1546,18.5206
;Q18604,23.7787,24.2127,23.9598,23.4409,16.5935,20.775,22.1074,16.9543
C44C1.5;Q18610,20.4164,19.6482,18.1655,17.4454,20.5309,18.8391,18.8903,18.513
col-180;Q18620,18.6966,18.7309,18.6772,19.8128,23.0472,23.0931,24.424,23.519
;Q18650,20.6733,21.181,20.8474,19.4458,20.3928,17.9887,21.836,18.7895
;Q18655,21.9512,21.8451,20.3606,23.6574,26.5945,26.28,25.0776,26.3765
;Q18655,23.505,23.5046,21.6324,25.3366,24.3721,24.7973,26.0814,24.887
;Q18655,19.5773,20.1477,19.2894,20.5874,23.4928,24.665,24.9839,24.4015
;Q18655,19.0336,20.589,20.5645,19.3633,19.7413,20.7166,21.9891,20.6057
;Q18665,24.0657,24.4698,24.9301,25.4318,16.9539,19.3217,21.2017,17.5013
srs-2;Q18678,19.6601,21.5026,20.24,20.4082,17.7704,19.9247,17.9269,20.9411
pyp-1;Q18680,18.7123,20.2502,20.1892,18.8507,19.7592,17.443,20.201,20.5169
daf-21;Q18688,21.4785,21.686,20.1022,20.2973,18.7687,19.1392,19.2461,17.1275
