geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
syx-7;O62236,18.9718,20.3151,19.7531,19.28,17.8921,18.858,18.6774,18.0452
syx-7;O62236,23.7895,24.7935,23.9062,24.9612,18.2915,18.9044,20.4541,18.8792
syx-7;O62236,21.0916,20.8736,18.1431,18.1318,16.5852,18.096,18.0088,18.5141
syx-7;O62236,22.0486,20.8286,20.2787,20.0227,17.2119,19.4685,21.8796,17.2347
tim-16;O62250,20.0114,20.5933,21.5565,21.6647,21.2097,18.9809,18.8044,19.4237
;O62261,25.4639,25.1266,24.9608,25.0869,20.2109,22.0822,22.4655,22.975
dct-18;O62277,21.8901,18.5816,21.0668,19.4387,19.2014,19.3288,20.4373,17.9613
;O62317,19.4847,19.0289,19.7168,18.3937,18.393,18.946,19.1402,17.4133
;O62317,21.7168,19.8036,19.7552,19.1972,16.9491,20.5483,21.0843,20.9388
;O62317,19.4055,19.7449,18.9679,19.016,19.9142,18.7248,19.0332,18.9146
;O62317,21.3434,17.9332,21.2861,21.2283,17.199,21.5561,21.0149,18.7607
;O62317,20.4142,21.2025,19.2817,18.7507,17.7329,18.8637,19.4945,19.3984
;O62317,19.6441,18.0867,18.7687,19.5253,23.3557,24.3699,25.8182,24.4539
;O62317,20.8583,20.8498,18.9191,18.7827,23.3706,24.8965,24.2243,25.1144
;O62317,20.7695,21.1572,20.0821,19.8561,18.463,18.3924,20.8983,17.622
gpx-2;O62327,19.5477,20.7836,20.2354,21.3568,16.976,18.0642,18.1206,20.1147
gpx-2;O62327,19.1152,18.9174,18.6009,19.061,20.947,21.426,18.875,17.6831
cdh-7;O62328,19.743,18.488,18.8852,20.2015,17.9672,20.3223,19.5954,20.2752
;O62344,19.9286,19.817,18.7064,18.5315,19.5081,18.1077,19.68,20.1547
;O62344,20.0014,21.6828,17.4184,19.7849,19.214,21.5861,19.5296,18.172
;O62347,18.7373,20.5834,19.1028,21.8981,15.8686,20.4636,18.234,16.624
;O62347,21.8238,18.5051,20.2719,19.2671,20.1829,19.8961,19.1042,18.2182
lys-1;O62415,19.0155,20.2367,18.7879,20.579,19.8863,21.1938,20.6556,19.1899
;O62421,20.8911,17.3696,18.3538,18.1922,19.6156,17.2009,19.9536,19.3382
dpy-4;col-119;O62432;Q18799,26.9477,26.2695,26.1769,25.344,28.8562,29.0513,29.5429,27.9064
dpy-4;col-119;O62432;Q18799,20.3502,19.925,20.2121,19.2178,16.8929,18.4606,17.4002,19.5441
tsg-101;O76258,23.2977,22.9952,22.7255,22.1031,20.3693,19.1069,19.4881,19.3455
egl-4;O76360,21.8233,20.0587,19.1677,20.9382,17.7667,20.9584,19.8262,20.6014
rpt-5;O76371,20.7091,19.1408,21.0885,20.2336,19.0927,16.7671,20.0313,17.4204
rpt-5;O76371,19.3344,19.3804,20.2673,21.5826,18.2336,17.648,20.4596,19.3169
rpt-5;O76371,22.3124,22.8371,22.7026,24.2582,26.3048,27.1718,26.1553,27.3196
rpt-5;O76371,18.6938,19.5326,20.7146,19.669,18.7364,20.0816,19.3362,18.8524
rpt-5;O76371,20.3025,17.9866,20.772,19.4331,18.1443,18.7137,19.8274,16.7835
rpt-5;O76371,25.0865,24.3896,25.7023,23.7799,18.895,18.2082,19.9899,20.9326
C24G6.8;O76387,23.6066,22.3523,22.19,24.9647,19.4134,19.7192,20.691,19.8978
C24G6.8;O76387,18.6434,19.9436,19.7735,17.8359,17.8848,20.6758,20.0778,20.0398
F13C5.5;O76565,23.2427,22.365,21,23.9386,25.1884,24.5345,26.8816,26.4817
;O76651,24.4905,23.6598,22.6467,23.5842,18.6142,18.6643,18.6555,19.2818
;O76651,18.8695,20.2804,20.4576,17.8018,18.0411,18.8437,20.7084,17.8985
glh-4;O76743,21.2208,21.6973,19.2297,21.2572,18.6059,19.1376,19.5282,16.5136
;O76837,19.9445,18.7192,20.5392,20.2656,21.3038,21.3712,22.6787,22.4366
hsp-16.48;P02513,21.3139,20.2009,19.7154,20.6723,19.1872,18.7143,17.5069,20.5852
hsp-16.48;P02513,24.9163,24.7532,23.9951,23.5107,24.3178,24.5893,25.1435,24.5233
hsp-16.48;hsp-16.41;P02513;P06581,21.881,21.4225,20.7723,21.997,19.4607,21.4295,17.7422,17.0986
unc-54;P02566,19.9196,20.4501,20.3269,21.1193,21.6545,22.6528,21.3428,21.6748
unc-54;P02566,24.1019,23.5465,23.3429,24.2046,18.9961,20.0906,19.2015,16.3584
unc-54;P02566,19.8479,19.6401,21.6494,19.971,21.7814,21.9097,22.8627,22.4585
unc-54;P02566,21.4696,21.8797,21.6343,21.257,19.6571,19.3977,19.7734,19.4475
unc-54;P02566,19.076,18.9016,21.6339,21.3066,23.6941,25.5635,24.1522,25.1356
unc-54;P02566,20.7237,21.0442,21.2615,20.0627,24.1321,21.8561,23.0403,23.1804
unc-54;P02566,24.6957,24.0243,24.8057,24.8919,21.0193,19.1115,18.373,18.4705
unc-54;P02566,18.8487,21.326,19.4615,21.4833,18.6853,20.2606,20.0619,20.4747
unc-54;P02566,20.8622,19.2283,19.9743,20.4132,19.7653,17.8324,21.0046,21.1647
unc-54;P02566,27.9673,27.9377,27.6313,21.7315,24.6798,25.3771,24.8544,24.3554
unc-54;P02566,19.4319,18.7536,19.6246,20.5953,17.918,21.1602,20.2508,19.5518
unc-54;P02566,26.8197,27.303,26.2618,26.7161,19.4089,20.538,21.9883,17.4589
unc-54;P02566,17.8429,17.674,21.1577,20.1761,25.5584,24.7515,24.6596,25.5753
unc-54;P02566,20.6697,18.9345,21.0483,19.6428,20.1402,20.7439,20.9286,19.4076
unc-54;P02566,29.0496,28.796,28.8929,28.7641,30.4605,30.9103,30.1424,30.534
unc-54;P02566,24.3047,24.963,23.781,25.0697,24.7337,25.2986,25.8306,26.1351
unc-54;P02566,19.945,20.2332,21.2551,21.2366,19.7482,19.699,18.5189,19.4699
unc-54;P02566,20.1501,19.815,20.1531,18.3572,19.6063,20.2838,21.231,20.8623
unc-54;P02566,17.6558,19.771,19.8536,21.9327,24.3047,22.3619,22.799,22.1972
unc-54;P02566,27.9991,26.8897,26.5415,25.758,25.8912,25.9821,19.0865,25.494
unc-54;P02566,21.179,18.063,21.5084,21.4901,19.1673,17.8942,20.0235,19.8427
unc-54;P02566,18.5993,21.5636,17.6403,21.1601,19.235,18.6364,18.489,20.3527
unc-54;P02566,19.4993,20.3108,20.4254,19.6682,17.5191,19.6055,20.2712,20.4294
unc-54;P02566,20.1782,21.1466,20.2932,17.8743,20.3342,19.0753,20.7972,20.8273
unc-54;P02566,22.5809,22.7697,22.4818,26.0589,18.9171,17.9304,19.4555,20.7868
unc-54;P02566,22.7977,22.8276,24.555,24.0624,20.2021,19.6098,18.8417,20.1653
unc-54;P02566,20.1713,20.3001,18.9328,21.4845,23.4484,24.0679,22.9706,22.217
unc-54;P02566,19.4452,21.79,19.4036,18.4222,17.5662,21.5269,20.4018,19.1819
unc-54;P02566,24.9956,22.8033,21.1838,24.7389,20.1267,19.217,20.0297,18.9792
unc-54;P02566,24.9956,22.8033,22.901,23.6458,18.2812,20.8107,17.5889,19.2312
unc-54;P02566,21.0381,20.4007,19.7531,20.4881,16.994,17.5368,19.7256,18.6415
unc-54;P02566,20.6217,21.8597,24.5089,22.2297,19.5838,25.3692,23.5561,26.7932
unc-54;P02566,19.2895,20.8999,18.0403,21.377,19.2486,20.1821,19.8545,18.2082
unc-54;P02566,23.4215,22.44,22.2517,25.3364,19.5355,15.5911,20.5826,19.4053
unc-54;P02566,26.2621,27.1782,25.5136,26.9686,27.4651,27.8876,29.2871,27.6395
unc-54;P02566,23.6486,22.4541,25.1982,24.8211,18.4993,18.1028,19.6563,18.9016
unc-54;P02566,24.3385,22.595,25.5155,24.1474,18.958,16.9078,21.0818,18.4905
unc-54;P02566,21.8624,21.595,18.3251,19.914,19.288,19.7354,18.3444,17.774
unc-54;P02566,25.3112,24.4163,23.1031,22.1125,17.1368,18.9693,19.6196,19.9702
unc-54;P02566,19.6733,20.0537,19.4402,19.0176,23.9077,20.3025,25.6896,23.1297
unc-54;P02566,20.4334,20.9499,21.1335,20.4747,19.5085,20.1639,20.9566,18.5147
unc-54;P02566,20.8216,20.0852,19.7483,19.2667,20.0579,19.0328,20.9269,18.609
unc-54;P02566,21.5267,22.1875,21.7571,21.5828,22.7469,22.3335,22.0436,22.7841
unc-54;P02566,18.7324,19.7066,18.595,19.9514,23.9818,22.5225,24.4237,22.5028
unc-54;P02566,20.6229,19.863,21.6505,19.0365,24.2474,25.5228,25.4623,25.5638
unc-54;P02566,19.4291,20.2001,20.102,20.0425,24.4499,23.8011,24.2614,22.2455
unc-54;P02566,22.528,22.3897,26.3688,22.2627,22.5062,22.5736,23.6422,22.0181
unc-54;P02566,25.6901,22.8024,23.4921,23.2129,18.1999,18.576,20.8337,17.787
unc-54;P02566,19.2176,18.6432,19.1141,19.2714,20.4912,21.3158,20.5314,17.3825
unc-54;P02566,21.6435,19.8424,17.5842,19.0752,19.2775,18.8485,21.3101,20.3514
unc-54;P02566,20.01,19.616,20.3564,19.283,18.4305,20.2671,18.7309,17.2863
unc-54;P02566,20.1941,21.0928,19.9443,21.4807,18.609,19.6695,20.7431,21.0751
unc-54;P02566,25.4724,25.8339,26.046,26.0123,16.0804,17.7362,17.7322,18.5457
unc-54;P02566,17.4441,20.9254,19.1671,20.4661,27.4177,24.769,25.3519,25.6459
unc-54;P02566,19.5613,21.3427,19.1524,19.8793,21.0421,19.3745,18.8155,18.7817
unc-54;P02566,22.285,22.4342,21.0026,23.4931,19.9149,19.3386,21.4023,18.2014
unc-54;P02566,21.0192,19.6465,18.4375,18.2034,20.1372,18.6706,21.3314,19.0894
unc-54;P02566,20.4437,19.2492,20.6988,20.2347,17.5308,19.6655,20.416,15.4509
unc-54;P02566,21.1167,20.1104,19.0316,19.565,22.7055,23.7332,25.0599,23.7308
unc-54;P02566,23.4271,22.1038,22.6966,24.6002,24.7991,24.5758,25.935,26.0003
unc-54;P02566,19.5232,19.7984,18.5998,20.9501,18.3291,19.2382,20.2925,19.085
unc-54;myo-1;P02566;P02567,19.7718,20.6632,19.924,20.9803,19.4028,17.4174,19.1148,17.4089
myo-1;P02567,23.4413,23.4122,23.1252,22.5957,22.3914,23.1027,22.5324,22.6958
myo-1;P02567,20.5211,18.7554,17.6037,19.5299,17.4707,20.6361,21.5126,17.1796
myo-1;P02567,21.5906,19.0328,17.8343,20.374,19.559,18.9224,19.3887,18.0315
myo-1;P02567,18.6234,20.2763,20.8405,18.5831,17.542,19.2006,21.275,18.3181
myo-1;P02567,22.1959,22.2094,23.0221,23.6361,18.4754,20.915,21.9035,17.9597
myo-1;P02567,25.077,24.1519,25.7835,25.9913,18.7345,17.7102,19.6824,20.8968
his-11;his-4;his-48;his-41;his-39;P04255,33.7859,34.5,30.76,31.743,25.9646,26.6744,25.8387,26.2265
his-11;his-4;his-48;his-41;P04255,21.656,20.4103,20.4522,24.9383,19.7707,18.7672,20.2959,19.6346
his-11;his-4;his-48;his-41;P04255,21.0043,20.0413,20.687,19.3813,19.5504,19.9346,17.9124,19.5138
his-11;his-4;his-48;his-41;his-39;P04255,21.5453,21.5486,20.9069,19.5493,18.162,18.5523,19.6298,19.6262
his-11;his-4;his-48;his-41;P04255,25.7528,24.9703,23.1474,21.9829,21.1446,21.2053,21.9931,20.8267
his-11;his-4;his-48;his-41;his-39;P04255,27.5868,27.7593,27.0347,26.497,19.3013,18.9726,18.7905,18.7169
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,19.127,20.1902,20.8359,19.8167,20.7593,18.2675,18.765,19.4191
gpd-4;gpd-1;P17331,18.021,20.0399,19.3467,18.1047,18.9103,19.0906,18.8257,18.8136
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,20.9741,20.2914,21.2995,18.0665,17.1872,20.4855,17.8841,20.1618
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,21.4613,19.5298,18.8016,21.1977,20.4299,17.2601,19.9785,18.0082
msp-10;msp-49;msp-19;msp-152;msp-33;msp-32;msp-55;msp-3;msp-78;msp-77;P05634;Q18461;Q17856;Q19832;Q94053;Q9TVW5,18.2865,19.5436,19.7065,20.9078,18.8903,21.2255,18.7111,20.1445
msp-10;msp-49;msp-19;msp-152;msp-33;msp-32;msp-63;msp-38;msp-74;msp-58;msp-55;msp-77;P05634;Q18461;Q17856;Q9TVW5,20.2903,21.7476,20.1953,19.2559,19.6136,19.932,21.3204,18.5891
vit-2;P05690,19.9944,19.3746,20.1173,19.4443,21.0208,19.6118,18.5742,20.5843
vit-2;P05690,20.5585,20.8301,19.0226,20.6695,19.7257,18.7272,18.2049,17.8162
vit-2;vit-1;P05690;P55155,21.6433,17.7341,20.6296,20.1112,21.1565,21.3019,21.8137,20.953
vit-2;vit-1;P05690;P55155,21.2171,20.8848,19.2112,19.4651,18.817,18.6551,18.657,21.3659
vit-2;vit-1;P05690;P55155,17.4575,19.1066,18.944,17.7514,24.2348,22.9661,23.1265,22.5841
vit-2;P05690,20.8002,19.6905,19.8422,19.5851,21.3144,22.5944,22.3152,21.6644
vit-2;P05690,18.6322,19.4631,20.0128,20.0946,22.6083,22.8222,21.6263,22.9315
vit-2;P05690,21.7713,19.8737,21.5436,20.251,24.1105,23.9218,24.5637,23.7544
vit-2;vit-1;P05690;P55155,24.0283,23.5243,22.5584,26.2692,23.7684,25.9326,24.5503,25.0233
vit-2;vit-1;P05690;P55155,23.9543,22.7991,22.6107,21.3995,19.6081,17.7588,21.1903,18.1845
vit-2;P05690,24.5079,23.1705,22.5411,25.2936,20.8227,17.248,19.3975,18.4382
vit-2;P05690,19.6683,20.0454,21.577,21.8886,18.9858,19.8948,19.2095,19.3919
vit-2;vit-1;P05690;P55155,17.9155,19.8566,19.6934,19.9594,19.4301,18.1345,20.0911,20.3941
vit-2;vit-1;P05690;P55155,18.3876,20.324,21.0919,19.1352,19.2057,21.1144,19.5227,20.2394
vit-2;vit-1;P05690;P55155,22.0843,22.2734,22.7486,22.7901,18.2017,18.5321,19.7706,17.5127
vit-2;vit-1;P05690;P55155,20.3216,21.7347,19.0393,21.5248,17.969,21.5743,19.6021,18.1804
vit-2;P05690,18.9438,20.8614,20.0729,20.8552,17.8566,20.0022,18.4544,19.2866
vit-2;vit-1;P05690;P55155,25.6898,23.1468,22.7638,26.8501,25.1649,26.5241,24.2237,25.4189
vit-2;P05690,21.1061,21.3278,22.1814,22.1192,19.8045,18.8418,18.3209,20.102
vit-2;vit-1;P05690;P55155,24.1132,23.2178,24.2044,25.512,23.4477,24.5272,23.651,23.8669
vit-2;P05690,19.4222,21.0576,18.3143,21.3426,18.8564,18.3885,19.7594,20.0215
vit-2;vit-1;P05690;P55155,24.5471,24.4133,24.0579,24.5153,25.3627,23.8256,25.8993,25.2432
vit-2;P05690,24.7744,24.3027,24.4332,25.2678,21.6531,22.1145,22.1283,21.4053
vit-2;P05690,20.4836,21.4529,20.9855,19.8027,19.9364,18.9486,20.558,20.5263
vit-2;vit-1;P05690;P55155,18.7639,21.2748,19.9567,18.0609,20.5797,19.1899,20.7001,18.3994
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,23.4689,23.2362,23.0484,25.5157,23.5554,23.5423,23.5287,22.911
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.3928,23.1776,24.2013,23.2721,20.8857,20.1105,22.7533,20.7532
vit-5;vit-4;P06125;P18947,23.9215,25.7572,22.513,26.0549,19.5263,18.7839,19.8932,18.1488
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,19.7646,20.9095,17.5243,19.453,21.5913,22.5236,23.3696,22.6751
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,19.955,19.0332,19.4177,22.2445,17.0606,17.7453,19.9202,17.8511
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.3482,19.9224,18.4974,21.0536,20.3314,18.5729,18.4986,18.7403
vit-5;P06125,22.0181,20.9075,20.8087,20.735,17.6374,21.5691,19.1141,21.3109
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,25.9373,24.5787,23.0494,23.5608,21.4813,18.8871,20.7132,17.3892
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,24.7528,23.3574,21.6553,23.4031,22.3674,24.4582,23.5296,24.096
vit-5;vit-3;P06125;Q9N4J2,18.7515,19.5086,21.376,21.7502,19.9655,19.4218,17.7536,21.3079
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.5833,19.7146,20.1646,20.9571,18.8253,21.3035,19.2585,19.9642
vit-5;vit-3;P06125;Q9N4J2,21.9437,22.8426,21.8334,26.6658,24.083,25.1463,24.5379,24.7417
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,19.3602,19.1795,19.2496,17.054,20.6799,20.5715,21.8874,20.3515
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.6505,19.2093,20.9902,20.1038,17.0058,18.3042,21.3928,19.2728
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,20.0518,20.4268,20.0104,21.0847,19.2165,19.1102,20.1092,20.2843
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,23.1123,23.1552,22.1143,24.4081,24.0861,25.1684,25.4576,23.9912
hsp-16.41;P06581,24.9163,27.1205,25.3543,23.5107,24.3178,24.5893,25.1435,24.5233
hsp-16.2;P06582,23.7005,25.1006,25.4261,27.4025,22.9955,23.4573,23.2621,23.6728
hsp-16.2;P06582,19.8147,19.9654,21.09,19.5681,20.1436,20.7844,17.1643,19.4585
hsp-1;P09446,23.644,22.5264,20.6841,23.2823,20.2206,21.5941,20.2645,20.7867
hsp-1;P09446,23.4769,23.8494,23.6434,25.3088,24.4381,24.705,25.1541,23.6525
hsp-1;P09446,21.8927,18.3375,20.4236,21.8767,23.8676,25.5075,23.2712,25.1646
hsp-1;P09446,24.2169,25.6313,24.4741,25.5864,18.7222,19.5889,18.7394,17.5315
hsp-1;P09446,24.0441,23.2767,22.249,24.0214,17.7242,19.061,19.2573,20.1847
hsp-1;P09446,19.8254,20.2475,19.2607,20.7976,19.9673,21.2768,21.4464,19.6969
hsp-1;hsp-4;hsp-3;P09446;P20163;P27420,19.161,21.3013,20.9241,19.0803,17.857,18.4743,19.478,19.1804
hsp-1;hsp-4;hsp-3;P09446;P20163;P27420,19.9652,21.3036,21.6655,21.0864,18.8086,18.1146,20.3583,20.438
hsp-1;P09446,27.0695,26.5827,26.5217,23.3202,24.1121,22.3564,25.6154,21.8323
hsp-1;P09446,18.9387,20.6483,20.8956,21.8263,19.851,18.4482,20.5607,19.8523
hsp-1;P09446,19.3484,18.4412,19.1801,20.9271,16.6942,18.4828,21.8935,19.7933
hsp-1;P09446,26.7714,25.6348,23.7796,24.9038,19.5437,19.1847,17.914,19.2553
hsp-1;P09446,26.4887,27.6718,26.2734,26.9652,28.4613,29.7005,30.0335,29.0515
hsp-1;P09446,26.9694,26.551,23.3441,25.753,27.7227,26.6266,27.6897,25.9545
hsp-1;P09446,19.6658,18.5838,18.9204,20.0943,19.0876,20.5388,19.3363,20.2621
hsp-1;P09446,19.6455,18.7411,20.46,20.7969,24.9545,27.2535,26.36,25.9234
hsp-1;P09446,24.4084,25.7033,25.6231,24.7343,26.1337,24.0286,24.3593,23.3002
hsp-1;P09446,20.3029,18.8118,19.7584,21.4691,17.5283,19.4839,19.2411,19.1041
hsp-1;P09446,19.1385,19.0367,19.0416,19.7267,20.9478,18.456,19.4942,20.1404
hsp-1;P09446,22.3091,23.0621,22.6647,23.011,18.7207,18.3679,20.1694,20.3786
hsp-1;P09446,18.2292,21.2506,19.5201,18.7981,18.621,20.3301,21.2564,18.3924
hsp-1;P09446,20.6702,18.3634,21.0148,19.0884,19.6055,19.8501,21.2575,19.3002
hsp-1;P09446,26.3674,25.3857,25.1612,26.5177,25.8265,25.3413,27.0311,25.1852
hsp-1;P09446,22.0509,22.7827,25.2288,22.4435,20.4329,19.805,19.2416,19.8386
hsp-1;P09446,25.0343,24.5559,25.9253,25.0499,23.3495,22.4356,23.6561,21.8077
unc-15;P10567,23.1031,23.0352,23.1854,23.7169,21.2568,22.3011,22.293,21.4007
unc-15;P10567,29.4351,31.8272,30.4924,30.3139,30.016,30.6831,30.2826,29.583
unc-15;P10567,24.0261,23.1402,24.9843,25.3837,27.5592,26.2276,27.6453,28.1236
unc-15;P10567,21.2555,19.9805,19.7889,21.6211,22.1648,21.8661,22.9495,21.1128
unc-15;P10567,20.6088,18.2619,21.4393,19.1677,24.5092,25.5086,25.4969,26.0255
unc-15;P10567,24.5786,24.5397,25.8573,25.7458,27.2583,25.5853,26.116,24.8751
unc-15;P10567,21.1528,21.0993,20.9723,21.6877,19.3627,20.1023,20.8303,20.4888
unc-15;P10567,21.0687,18.9037,20.0685,19.2589,17.2983,20.5537,20.4278,17.6803
unc-15;P10567,20.0142,18.6562,19.2904,18.6379,19.1563,17.541,21.1429,19.4815
unc-15;P10567,22.7169,22.5162,21.7234,24.2453,19.5732,17.488,18.99,19.8209
unc-15;P10567,25.3375,25.4979,25.3593,25.2139,24.7243,24.6669,23.9812,24.9988
unc-15;P10567,20.6234,20.4386,17.0443,20.4537,18.9919,21.4094,20.241,17.0646
unc-15;P10567,20.3545,26.4035,26.0802,26.6378,23.8247,24.4818,24.6801,23.629
unc-15;P10567,21.5266,21.186,20.0214,20.1925,21.6456,23.3012,20.9384,21.5238
unc-15;P10567,26.0966,26.7766,27.2764,28.6051,24.7475,20.8788,24.3518,22.3508
unc-15;P10567,23.3312,23.6041,24.3231,23.2727,22.7228,24.4135,22.5728,23.3273
unc-15;P10567,28.2714,28.4482,29.4968,26.4932,21.2569,20.224,20.8303,18.8262
unc-15;P10567,26.3005,24.7338,23.6034,25.0737,23.9108,25.8485,26.2018,24.7815
unc-15;P10567,23.5,24.6675,25.3503,23.1648,21.4048,21.2957,20.7081,21.4945
unc-15;P10567,28.6291,28.5945,24.6907,28.6569,28.8964,30.9918,28.4583,29.5345
unc-15;P10567,24.5299,26.4591,24.1199,25.565,26.2097,26.3089,25.3099,25.7678
unc-15;P10567,21.1048,20.2003,18.3033,18.4438,16.7176,20.517,19.2822,20.8751
unc-15;P10567,24.4779,23.9404,21.8967,21.3189,23.3056,24.2239,23.5308,24.7825
unc-15;P10567,21.4694,21.5453,21.8961,23.3883,22.3476,24.3627,22.0493,23.395
unc-15;P10567,23.8367,22.2282,22.8935,22.9762,18.068,16.0189,20.0254,21.3339
unc-15;P10567,21.8395,21.5508,21.3525,21.4206,19.4775,20.7075,19.4385,18.927
unc-15;P10567,21.5449,19.3415,18.1436,19.4055,17.9342,20.0164,18.8424,20.8937
unc-15;P10567,24.0931,25.2175,22.8648,23.0373,19.5929,19.5072,21.0316,20.4587
unc-15;P10567,28.3376,28.4649,27.7172,28.1283,21.8204,21.7877,21.0978,19.8951
unc-15;P10567,25.8917,24.9849,25.4848,25.0293,17.6489,19.4011,19.4552,21.2842
unc-15;P10567,19.1192,20.7292,19.5824,17.3974,18.0499,17.4127,21.1143,17.9776
unc-15;P10567,20.7882,21.7023,17.7884,20.1089,24.1821,25.0141,24.1351,24.0716
unc-15;P10567,23.4142,22.2366,23.0724,22.2403,15.6968,19.749,20.0232,19.3031
unc-15;P10567,20.0443,20.4807,19.9298,20.5893,20.0186,20.205,18.9986,17.4077
his-24;P10771,20.2583,21.1552,20.2561,20.1828,19.4071,18.8442,19.6766,19.4862
his-24;P10771,21.8455,18.4436,18.6241,19.8004,18.1191,19.5777,20.9198,19.09
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,23.8964,23.423,23.5529,27.4638,17.8829,17.9348,21.1075,20.5031
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,25.574,26.3765,24.4341,25.7664,21.0703,20.33,19.4972,21.4274
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,25.6082,27.1648,24.3331,26.0397,27.3223,26.2318,27.5252,24.7746
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,21.3654,18.3424,20.006,20.1818,18.9419,19.9325,19.6866,18.3529
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,23.9997,23.9687,25.1728,24.158,20.015,20.781,19.2647,17.4476
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,27.0985,25.3612,26.4152,21.3987,26.117,26.3278,26.7382,25.83
myo-3;P12844,20.0576,18.4453,17.5102,20.3038,21.1044,18.9575,20.8595,17.9989
myo-3;P12844,18.9705,20.3701,19.7949,19.0825,19.4107,17.5918,20.0549,18.9007
myo-3;P12844,24.6522,25.1676,23.1477,24.4818,23.3843,24.0777,22.4069,23.7631
myo-3;P12844,23.6809,24.4215,24.5258,24.1026,25.0734,24.938,26.1788,25.1227
myo-3;P12844,23.1005,22.733,22.7102,23.2105,22.2544,24.8343,24.1548,23.2521
myo-3;P12844,21.372,18.8206,19.7212,21.165,19.4786,21.4003,18.9711,19.2565
myo-3;P12844,19.9106,18.0974,20.2702,20.8089,19.4257,21.0041,20.4735,20.1364
myo-3;P12844,24.8066,26.0195,25.543,25.0509,24.4399,24.8617,25.3749,24.6479
myo-3;P12844,21.2448,22.2161,21.5668,22.7017,23.3453,22.3722,22.9812,22.6656
myo-3;P12844,20.5808,20.6762,20.8217,19.5771,17.766,21.6932,20.2237,20.359
myo-3;P12844,21.1425,21.0647,18.9772,21.3544,21.1573,20.2649,19.2945,21.4032
myo-3;P12844,19.4941,20.2899,19.5831,21.173,22.8896,23.4349,22.2762,22.7713
myo-3;P12844,18.0691,21.5062,19.8178,20.9138,25.6495,25.5117,25.2212,25.0918
myo-3;P12844,24.3088,23.515,21.8839,25.6469,18.3103,18.4657,18.2402,20.361
myo-3;P12844,21.3028,19.3566,20.8053,19.4984,19.3104,19.8047,20.2839,21.0666
myo-2;P12845,21.3438,20.594,19.9428,19.9461,19.407,18.9797,21.0667,19.6547
myo-2;P12845,19.7011,20.9231,19.6258,18.347,19.8148,17.7296,19.0448,19.5135
myo-2;P12845,21.8264,21.8733,22.4782,22.1298,19.0904,20.6387,16.4712,19.4431
myo-2;P12845,24.8552,23.9176,23.8297,25.0565,26.5988,26.4274,26.3498,27.1827
myo-2;P12845,23.4727,24.8121,23.8346,24.6397,17.9976,19.2938,21.1288,18.5081
myo-2;P12845,23.4727,22.883,25.4178,22.8565,18.2395,17.1889,19.7544,18.5192
myo-2;P12845,19.059,19.2247,18.8388,20.0185,18.3448,19.5042,21.5261,18.9688
myo-2;P12845,22.1356,21.2868,20.0202,19.3899,19.9131,20.4322,21.0012,19.3888
myo-2;P12845,18.7287,20.4305,19.9146,20.2616,18.4577,19.3362,22.115,18.6943
myo-2;P12845,20.2908,20.3751,19.482,18.1737,20.0983,18.777,20.2099,18.7927
myo-2;P12845,20.0634,19.7662,19.0855,18.1993,20.7154,16.8596,18.6424,19.4958
myo-2;P12845,24.7722,23.5908,24.192,24.4415,19.5955,18.5865,19.7709,18.3908
myo-2;P12845,17.991,19.2263,18.8105,20.3855,22.7597,21.8435,22.4724,22.0267
hil-2;P15796,20.7291,19.7697,20.3092,21.2929,19.0524,17.8063,18.4666,19.3707
gpd-2;gpd-3;P17329;P17330,19.2495,17.6705,21.2014,19.8935,22.8762,23.475,24.3361,22.3595
gpd-2;gpd-3;P17329;P17330,25.6133,27.1796,24.4137,25.7827,17.3273,20.6766,21.7381,18.8471
gpb-1;P17343,20.2996,20.8223,19.395,17.3717,19.5126,19.4374,18.8294,19.5027
