geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
rpt-3;P46502,20.1283,21.1475,20.4332,21.0308,21.7558,21.1206,19.1805,21.4756
cct-6;P46550,24.6426,24.7465,24.133,23.9725,24.791,24.9373,21.9609,25.6538
cct-6;P46550,20.3972,20.3517,21.3662,20.5608,22.4049,22.297,22.3551,20.9994
atp-2;P46561,20.2268,18.6619,21.3282,20.7501,21.9059,19.7282,20.9261,20.2521
atp-2;P46561,21.0695,20.5418,20.4122,21.4727,21.5942,21.0754,20.3644,20.3857
alh-9;P46562,27.4222,26.3133,26.5768,26.5646,27.2891,25.7579,25.9567,27.7027
aldo-2;P46563,21.4176,20.3396,21.6432,20.7865,20.7519,21.2496,19.8071,21.2546
aldo-2;P46563,21.0032,21.6564,21.5132,21.7091,21.9633,20.5044,20.9887,21.3994
aldo-2;P46563,19.8775,21.845,19.2752,21.9139,21.7781,21.5794,20.5435,21.5334
aldo-2;P46563,23.2518,21.4215,22.5558,23.7331,21.9618,23.6143,23.5458,23.6379
aldo-2;P46563,20.0265,19.6806,20.9142,20.5199,21.8691,22.5736,22.3969,22.4392
aldo-2;P46563,29.3603,32.035,31.6405,32.3332,30.7443,31.4596,31.4274,32.6715
aldo-2;P46563,23.1162,22.383,23.4513,21.4716,21.2538,20.9493,19.9877,21.1626
aldo-2;P46563,21.9928,23.4124,22.5131,21.2201,21.8159,20.9413,21.1303,20.8456
rps-0;P46769,20.39,20.2753,21.6674,20.9817,20.8722,20.753,20.8855,21.8343
klc-2;P46822,20.554,21.7465,20.6145,20.1296,21.4459,21.786,19.8548,21.3092
T12A2.2;P46975,25.6276,24.2214,25.0074,24.6832,24.431,25.1914,23.3607,24.3155
T12A2.2;P46975,22.0204,24.8541,25.5251,26.0522,24.731,25.1952,24.2464,25.0357
cct-2;P47207,21.8875,22.4382,21.0464,23.2412,21.2463,21.3903,20.0471,21.6031
cct-2;P47207,24.1924,21.5296,23.6769,23.4614,24.7226,23.0391,23.5485,23.3633
rpl-6;P47991,21.3078,21.8123,20.6091,20.4664,21.7057,20.459,20.4571,22.3423
rpl-6;P47991,25.284,23.966,22.9,24.223,25.7426,25.2557,25.4682,24.9395
rpl-6;P47991,25.6862,25.4239,25.1214,25.2577,25.0222,25.2472,24.4214,24.7851
rpl-6;P47991,21.4044,20.6334,20.6863,20.8118,22.3561,22.9676,23.5084,23.953
rpl-6;P47991,23.1695,25.0192,25.0998,24.8322,21.4551,20.1571,20.9703,20.5601
rps-14;P48150,21.3667,20.6118,19.2535,21.9111,21.9352,21.4901,21.355,21.8016
rps-3;P48152,23.732,22.4277,23.4268,23.0207,21.7969,24.3355,22.3366,23.1184
rps-3;P48152,25.5805,27.1606,27.1919,24.8297,27.7608,28.1942,25.502,28.0462
rps-3;P48152,27.0763,28.3613,28.0289,29.136,28.529,28.2793,27.9589,28.0217
rps-3;P48152,24.2824,25.4624,24.4323,25.7434,24.6154,23.6424,22.9687,24.179
rps-3;P48152,23.2483,23.6382,24.0213,24.2353,22.4257,24.9538,23.2532,24.4475
rps-3;P48152,18.298,20.6503,21.2332,20.8338,21.5906,21.5987,19.8868,21.6509
rps-1;P48154,20.1459,20.3988,21.639,21.9536,22.1027,22.5831,22.396,23.429
rps-1;P48154,21.4714,20.865,20.8348,21.8604,21.818,20.0169,19.978,21.9026
rps-1;P48154,23.0087,23.9387,23.205,23.5895,25.2311,24.0079,24.6006,24.917
rps-1;P48154,22.869,23.1592,23.8433,23.9086,22.3643,23.6903,21.4481,21.5622
rps-8;P48156,21.533,21.2987,20.9069,20.7187,20.8389,21.4197,20.5422,21.3799
rps-8;P48156,23.9082,24.1324,24.4128,23.5876,22.8895,25.0755,22.4236,22.4982
rpl-23;P48158,20.641,20.7611,19.902,18.3249,22.9013,24.5632,23.1344,23.6464
rpl-23;P48158,21.167,20.5575,20.9022,21.4322,21.6316,19.5947,19.6542,20.7746
mag-1;P49029,24.0009,23.3761,24.3136,23.9272,25.2006,24.6077,23.8134,24.0636
mag-1;P49029,21.0117,20.9014,20.2047,20.4596,21.3805,20.91,20.8953,21.6112
mag-1;P49029,21.3322,21.4702,21.3236,21.095,25.567,25.7336,22.1916,23.9596
mag-1;P49029,22.0972,23.7071,23.2392,23.2929,23.6039,23.5416,22.2354,23.7059
rpl-33;P49180,25.4782,25.3517,25.7913,24.5489,23.6582,24.3629,22.6261,24.2512
rpl-33;P49180,23.8614,24.335,24.0163,24.2634,21.3687,20.7487,21.0641,20.7454
rpl-36;P49181,24.3063,22.9205,23.0199,24.0314,22.9941,21.7855,21.281,22.0976
rps-12;P49196,23.9533,23.9685,24.8741,24.3432,20.8704,21.0614,20.3692,21.9254
rps-21;P49197,22.7657,25.086,20.5755,23.914,27.0375,26.2062,25.5281,26.2641
rpl-5;P49405,24.0442,25.3568,24.2745,24.3812,24.3206,23.8412,24.1326,23.7372
rpl-5;P49405,20.027,21.4697,18.9636,21.7689,20.3228,19.8928,21.2304,20.6514
rpl-5;P49405,21.2518,21.6034,20.8959,20.8203,21.3834,21.2399,21.1104,19.8385
pcyt-1;F08C6.2;Q3HKC4,20.9443,21.4339,20.7701,21.5945,21.3165,20.3163,21.2856,21.4826
pcyt-1;F08C6.2;Q3HKC4,21.2277,19.2468,21.476,21.8065,25.8827,25.7051,23.9633,24.2382
pcyt-1;F08C6.2;Q3HKC4,25.8365,25.6054,26.101,27.24,27.916,27.864,27.8453,29.9773
pcyt-1;F08C6.2;Q3HKC4,21.1444,20.9918,20.7508,21.5182,21.2261,21.1971,21.1134,20.2652
F42G9.1;Q8MNS3,20.2654,19.7513,21.2738,21.794,22.1691,22.6032,21.4328,21.8586
ppm-2;P49596,23.1804,22.8743,21.6253,23.9414,21.4046,21.4465,21.9036,21.8255
hsp-60;P50140,21.2031,19.9456,21.6819,20.0706,22.7511,22.8709,21.2395,23.1928
mel-32;P50432,19.5249,20.7777,21.6895,21.7966,21.6163,21.7665,21.2363,20.6017
mel-32;P50432,24.2732,23.9937,24.244,25.6451,24.9056,23.3036,23.8484,23.3859
sdn-1;Q8I4H9,21.0237,21.6003,21.4343,21.5634,20.994,21.602,21.2334,21.4873
rpl-3;P50880,20.465,20.3999,20.1557,20.0758,21.676,20.5614,21.4532,20.9267
rpl-3;P50880,21.691,22.4685,21.7741,23.2892,22.8938,24.0694,24.7997,21.88
rpl-3;P50880,21.1511,21.4842,21.3863,21.2504,21.7113,21.5751,21.2635,19.7137
rpl-3;P50880,23.8727,20.6595,22.7039,22.1798,21.7511,21.32,21.2577,21.289
rpl-3;P50880,22.5226,23.6478,24.5454,24.4832,23.6403,23.4441,24.5076,25.23
rpl-3;P50880,25.426,26.3676,26.1752,26.7177,25.683,24.9922,25.016,25.6859
rpl-3;P50880,21.2101,20.0924,20.9281,19.7343,21.8125,21.6196,21.4967,21.4264
rpl-3;P50880,24.6283,23.7342,23.8063,23.7113,21.7613,20.5884,21.2815,21.8169
rps-2;P51403,20.6976,20.0056,19.5442,21.8827,21.4328,21.4869,20.8714,21.6917
rps-2;P51403,22.9536,25.2351,24.9375,24.2602,27.2006,27.7435,26.2863,27.6458
rps-2;P51403,23.7841,23.555,23.9697,24.1455,23.6373,23.4648,22.6566,23.1038
rps-2;P51403,25.8088,25.8869,25.7559,26.4858,25.6802,23.2908,24.1906,24.572
rps-2;P51403,21.5762,19.6027,20.4808,21.7605,21.8731,21.0651,21.2717,21.8592
rps-2;P51403,25.5352,25.0317,25.6144,26.0986,26.7862,25.3232,26.1679,26.8149
rps-2;P51403,20.8511,20.2199,20.1534,18.9642,24.3628,24.0536,24.9458,24.9843
rps-13;P51404,21.2574,21.4572,21.5747,21.5952,21.1402,20.4842,21.3352,21.0912
rps-13;P51404,20.0509,20.9736,20.8676,21.486,21.3812,21.7304,21.0215,21.8342
cyn-3;cyn-7;P52011;P52015,23.7041,24.3103,24.4265,25.3837,26.1252,24.1884,24.9607,26.6406
cyn-3;cyn-7;P52011;P52015,23.2768,24.7499,24.5901,23.9074,24.8942,24.3195,23.2448,24.5451
cyn-3;P52011,21.4677,21.117,19.9134,20.3794,21.6003,20.4047,19.6153,21.0069
cyn-3;P52011,20.1233,20.847,20.3596,21.5039,25.0738,24.8448,24.5923,24.4001
cyn-3;P52011,21.2783,20.966,21.4418,20.6588,21.7712,20.7455,20.8805,20.7875
cyn-7;P52015,20.4588,20.5746,20.0569,21.9251,21.9196,21.339,19.9296,21.2134
cyn-7;P52015,29.8875,24.908,23.6882,26.3191,22.6381,23.3172,23.2144,23.3037
cyn-7;P52015,22.7094,23.3323,23.3565,24.4233,21.5891,21.3501,21.2254,21.6094
cyn-7;P52015,20.5053,21.7472,21.4688,21.5898,20.7266,20.3929,19.9977,21.7898
cyn-10;P52017,21.9468,22.1936,21.8104,21.5165,23.6207,23.5407,23.1611,23.6161
cyn-11;P52018,18.1468,20.9863,21.6426,20.2733,20.9773,21.123,19.7709,21.6245
tbb-2;P52275,21.3276,20.9737,20.9993,21.8338,20.8657,20.9275,21.3293,20.3239
tbb-2;P52275,20.2922,20.9465,20.309,19.6536,21.3198,21.0763,21.3491,20.7537
ubc-1;P52478,20.8555,21.3912,20.4586,20.5518,21.5481,21.5715,21.1249,21.6555
pfd-6;P52554,20.4606,19.4029,21.8386,20.4774,21.0463,21.2569,20.8462,20.0117
pfd-6;P52554,20.2681,21.4276,21.2688,21.2403,21.3661,18.7155,20.3502,20.9209
T24H10.1;P52652,21.0693,20.9937,20.2562,20.3999,20.8479,21.0524,21.4867,21.4937
tars-1;trs-1;Q86D21,19.9345,19.9775,21.1871,20.9224,21.8262,22.8426,22.3742,22.1211
tars-1;trs-1;Q86D21,29.4854,30.8084,30.8902,30.9324,28.8428,29.0821,29.1943,29.6122
F41C3.5;P52717,21.5192,21.0456,21.6888,20.6214,21.6541,20.7801,20.4373,21.4092
rpl-22;P52819,23.021,23.8246,24.379,25.6836,25.4726,24.6594,24.802,24.0466
rpl-22;P52819,24.3678,25.2319,24.0835,23.8964,25.1311,23.0341,24.3049,24.518
rpl-22;P52819,23.2725,22.9923,22.3866,23.6795,22.3212,23.2532,22.5322,22.8583
rpl-22;P52819,24.8024,23.429,22.1817,23.7084,25.7319,25.163,24.1813,25.3551
rpl-22;P52819,23.1119,22.3055,22.0823,23.7013,24.1065,24.5366,21.8215,23.3204
rpl-22;P52819,23.8874,22.8814,23.4849,25.7105,23.8022,23.2971,23.1476,25.1375
rpl-22;P52819,25.0041,25.6508,25.2564,23.8622,26.8337,25.0581,25.1294,26.4496
rpl-22;P52819,20.5841,20.8143,21.4273,19.5095,20.3665,21.3534,21.2701,21.8749
rps-25;P52821,22.5404,23.3888,24.355,24.529,25.2925,25.0659,24.8893,25.984
dad-1;P52872,20.4296,21.8154,21.8181,20.9854,25.4419,24.7084,24.795,25.1126
rer-1;P52879,22.8308,23.2752,22.1188,24.6554,23.7589,23.6029,23.2285,23.7802
eft-3;eef-1a.2;P53013;Q86NF3,24.9821,25.457,25.3303,25.9206,26.1566,26.5719,25.2069,26.3218
eft-3;eef-1a.2;P53013,21.7304,23.6629,22.7104,23.8073,21.5667,20.7839,21.0886,21.7529
eft-3;eef-1a.2;P53013,25.0212,23.5093,25.4423,25.3279,24.6774,24.5328,24.7536,25.0747
eft-3;eef-1a.2;P53013,23.7331,24.0034,22.5019,23.2644,23.5357,23.0362,24.4286,23.9826
eft-3;eef-1a.2;P53013,24.4438,23.8008,24.818,23.9817,23.71,23.963,24.5203,23.9792
eft-3;eef-1a.2;P53013,27.7701,26.6727,26.8863,27.4011,25.8551,25.4388,25.5861,25.7305
eft-3;eef-1a.2;P53013,27.0027,26.4678,25.9357,26.6479,26.8705,27.2759,26.7272,27.6304
eft-3;eef-1a.2;P53013,20.4106,20.2785,20.1635,21.295,23.755,23.4959,23.2386,23.6046
mlc-3;P53014,21.2083,21.4617,21.3953,20.9593,19.9392,20.1615,20.2021,21.6841
mlc-3;P53014,20.6486,20.3369,21.3959,20.5837,21.9292,21.3401,21.1475,21.0933
mlc-3;P53014,23.611,22.9547,23.1976,24.6449,21.8984,21.5565,20.6171,20.2677
mlc-3;P53014,22.8953,24.4939,24.0746,23.7726,20.4813,21.5912,21.2718,21.2612
mlc-3;P53014,23.2805,22.7171,22.6991,22.7499,24.2197,21.994,22.0001,24.1022
D1005.1;P53585,21.0022,20.0983,19.9539,19.7247,23.7504,24.1556,23.6532,24.1332
F47B10.1;P53588,22.5543,21.1511,24.2585,23.4847,21.4214,20.0604,21.2519,21.7484
hint-1;P53795,22.3551,24.0674,22.1783,23.1103,24.7904,25.8863,24.982,25.1103
hint-1;P53795,21.2578,21.4643,21.6836,21.4152,24.993,24.3265,22.7237,24.0544
F44G4.1;P54073,20.7532,19.8067,20.6206,21.0917,21.8978,20.301,20.5954,19.9815
aldo-1;P54216,24.0904,22.7809,23.6436,22.1874,21.5619,20.687,20.7085,21.3858
aldo-1;P54216,20.5858,21.2818,21.0674,19.7241,20.7852,21.4634,20.1267,21.3009
aldo-1;P54216,20.4569,21.5256,20.7503,21.824,21.9169,21.7895,19.7134,21.8268
aldo-1;P54216,21.3363,21.5084,21.058,21.833,21.3041,21.2789,20.4755,21.7711
cdc-48.1;P54811,23.0934,23.9075,23.1122,22.4597,23.0723,21.1608,23.0179,23.7991
cdc-48.1;P54811,25.777,26.4491,26.1316,27.6408,24.8997,25.0999,24.5413,24.9578
cdc-48.1;cdc-48.2;P54811;P54812,20.9223,20.2436,20.8299,18.9973,21.2855,20.5923,21.3436,21.1959
cdc-48.1;P54811,21.2485,19.7971,20.7031,21.116,21.2188,21.7741,21.5201,21.739
cdc-48.1;P54811,21.1448,21.6748,21.1051,21.7163,20.9043,21.6204,21.3704,21.8626
cdc-48.1;P54811,20.1017,20.1187,21.4593,21.1838,21.2291,19.4296,20.8707,21.3556
cdc-48.1;cdc-48.2;P54811;P54812,21.3644,20.6022,20.6333,20.63,21.9538,21.3943,20.0019,20.9756
cdc-48.1;cdc-48.2;P54811;P54812,21.4309,21.569,20.241,21.1654,21.636,21.0412,20.7956,20.1414
vit-1;P55155,25.5796,23.7682,22.6201,24.8209,21.2983,21.64,20.9132,20.7743
cth-2;P55216,26.6461,25.4459,24.9371,26.4284,25.2376,25.1465,24.4994,24.6788
cth-2;P55216,22.253,23.816,22.1866,21.3582,23.2841,23.9723,23.7871,24.5482
cth-2;P55216,20.914,19.5148,21.8396,21.8596,20.0992,20.7896,21.2573,21.8097
cth-2;P55216,19.9015,21.8472,21.8233,20.4279,26.1866,23.483,23.3692,25.0536
cth-2;P55216,25.4963,25.7003,25.6861,25.6142,24.5528,25.6345,23.878,24.4082
cth-2;P55216,20.0246,21.1381,19.8879,21.5099,19.5689,21.5618,21.4905,20.965
F13E6.1;P55326,25.4703,26.3147,26.0438,26.3544,27.4372,27.263,26.8282,27.5787
F13E6.1;P55326,21.0848,19.26,21.4502,21.6096,21.7428,21.4076,20.1272,21.1217
F13E6.1;P55326,24.8454,25.0675,25.2391,24.6326,25.202,26.9437,28.0269,21.3866
F13E6.1;P55326,19.9307,21.0204,20.1472,20.7882,21.1265,20.4326,21.206,21.9037
F13E6.1;P55326,21.3557,19.9414,21.0535,21.8504,19.7016,21.3977,20.8762,20.056
F13E6.1;P55326,19.5256,21.1474,20.4221,20.6584,23.9782,23.4889,23.5969,24.0261
F13E6.1;P55326,23.4076,22.9467,23.4158,21.6213,25.7776,24.5547,22.4268,24.6537
F13E6.1;P55326,21.7513,23.0625,23.3309,22.7741,25.792,26.0866,24.3818,24.3082
F13E6.1;P55326,25.8753,28.1436,26.4248,26.1986,30.3568,30.2463,29.9929,29.826
F13E6.1;P55326,23.4364,23.4567,23.2034,22.8701,24.6901,24.6116,23.9817,24.9816
smo-1;P55853,20.4362,20.1026,20.8161,20.6364,22.2767,22.8226,23.3618,23.2879
smo-1;P55853,21.5076,19.3203,21.1565,21.6231,22.3951,21.7266,21.7559,21.7579
smo-1;P55853,20.96,21.3271,20.3667,20.9824,23.5189,24.8742,23.07,25.5315
rpl-12;P61866,20.4168,20.4613,21.7065,19.4683,21.8211,21.1045,21.2814,20.4463
rpl-12;P61866,21.001,20.7693,20.6746,21.0683,21.9197,21.7254,20.3956,21.9172
rpl-12;P61866,21.2251,20.7673,20.8764,20.7676,22.7136,21.6528,21.4992,21.8026
rpl-12;P61866,21.2441,20.5428,20.8939,20.4676,22.9082,22.0998,22.1445,21.8243
his-1;P62784,24.7221,25.6445,24.1748,25.962,26.045,25.3094,25.3493,25.2804
his-1;P62784,21.0656,21.7802,21.0039,21.5116,22.6374,20.8826,21.1596,22.8436
acly-2;P90731,22.1122,22.5848,21.3696,22.6997,23.1711,22.2533,22.1144,24.5444
eat-6;P90735,20.7311,21.8469,20.0144,21.2547,21.8335,20.8538,20.2855,21.8416
eat-6;P90735,20.7311,20.4534,19.7025,20.7308,21.0538,20.8375,21.4171,21.1182
wht-2;P90746,21.3571,21.4781,20.6856,21.6274,22.3795,22.2406,22.7658,22.9387
;P90862,24.0217,23.0621,22.6329,22.6028,23.0672,22.3742,23.1836,22.3697
pbs-7;P90868,20.9609,21.6991,21.8288,21.135,21.9095,21.0534,20.4229,21.2034
;P90879,20.2238,20.6704,20.2506,19.8694,24.0907,23.5981,22.3457,23.9637
ifa-4;P90900,21.3036,20.3131,20.399,20.3499,21.3392,21.5654,20.1836,20.7312
ifa-4;P90900,23.0276,23.4025,24.2172,23.2379,22.8976,22.7641,22.7556,22.6577
ifa-4;P90900,24.8422,26.3701,26.8906,25.2868,24.2532,25.2146,24.6906,25.0614
ifa-4;P90900,21.6055,19.4209,21.0371,21.0603,21.5483,21.5258,20.2135,21.3962
clic-1;P90961,20.2777,21.0647,21.0694,20.4211,21.1186,21.541,20.4404,20.9754
clic-1;P90961,20.8274,19.9688,20.467,21.364,23.1704,23.6976,24.7837,24.7481
clic-1;P90961,20.6411,20.5951,20.8779,21.2414,20.8871,21.1959,20.6192,21.4298
clic-1;P90961,21.0029,19.4021,19.6639,21.4909,21.1844,21.1723,21.082,21.372
clic-1;P90961,21.3347,21.0696,19.6532,20.1943,20.5758,20.521,20.4628,21.7768
clic-1;P90961,20.5345,21.7301,21.7829,21.1674,21.1505,21.5779,20.0853,21.7818
clic-1;P90961,21.1631,19.6626,20.6143,21.7818,20.613,20.2074,20.2514,21.2359
csn-5;P91001,22.0236,23.5903,24.1593,23.664,24.0746,24.5795,24.1737,25.3468
;P91020,19.5401,20.8923,21.1821,21.6418,23.9975,23.1211,23.7558,23.6206
chdp-1;P91027,20.507,21.5098,21.0125,20.6302,20.4167,19.3123,20.9186,20.9339
chdp-1;P91027,21.4457,21.4658,20.88,20.5927,21.2785,20.4667,21.1024,21.5211
chdp-1;P91027,21.1073,20.2448,20.5011,21.0398,22.1225,23.1375,22.8817,23.896
chdp-1;P91027,20.9092,21.7705,21.6359,21.2695,21.51,20.7756,21.541,20.6813
chdp-1;P91027,19.7366,21.2216,20.9613,20.0952,20.6062,21.021,21.3826,21.661
chdp-1;P91027,19.8099,20.8894,20.8568,21.4151,21.2439,20.0039,20.3055,21.4557
chdp-1;P91027,23.9381,24.9993,25.6464,26.334,26.5354,27.3868,25.4975,26.7392
chdp-1;P91027,20.4443,20.483,19.6264,21.347,20.0255,20.4817,20.1969,21.7506
chdp-1;P91027,20.0889,21.6596,21.5725,20.4993,21.352,20.2448,20.7175,21.7428
chdp-1;P91027,21.1917,19.4889,21.4531,21.0206,26.0849,26.8284,27.6992,26.7214
;P91055,20.7617,20.1456,21.08,21.1236,20.6058,20.5883,21.3594,20.9535
fbxc-15;P91116,21.325,21.3368,19.4064,18.8847,21.0258,21.178,20.9004,21.8218
rpl-13;P91128,19.5603,20.283,20.6693,19.6644,23.4997,22.9023,23.2133,22.9619
rpl-13;P91128,19.9334,19.5674,21.0994,21.6113,21.8193,20.8933,20.031,20.2538
rpl-13;P91128,21.0765,21.4702,21.4136,21.4253,21.8761,21.3285,20.5294,21.6099
rpl-13;P91128,22.1811,21.3724,21.3479,22.0989,21.4085,19.8878,21.0232,20.1786
rpl-13;P91128,19.4196,20.7872,21.7941,20.6095,21.7076,20.6891,20.8837,21.7311
rpl-13;P91128,24.7675,24.9982,25.0528,25.8342,26.9859,27.811,25.6132,28.124
ptr-2;P91129,20.7752,20.4158,21.4192,20.7336,21.3384,20.4209,20.9515,20.2578
col-20;P91249,22.6951,25.6733,22.8171,25.4746,28.4126,27.0487,23.3852,26.1941
col-20;P91249,21.2242,27.8394,24.551,20.9506,23.263,24.4096,22.2524,24.9495
;P91269,25.8422,26.5246,27.0193,26.0363,24.743,26.124,24.1098,22.0851
;P91277,20.4611,20.6044,21.3123,21.5861,21.2152,21.6293,21.0109,21.6236
;P91280,21.5002,21.6864,20.9242,20.8666,24.9794,24.4218,22.1484,25.0302
;P91297,20.0716,21.3677,21.1664,21.0749,21.3801,21.7035,21.0857,21.9025
vha-10;P91303,23.6555,24.0417,23.5125,24.4992,22.8811,23.1806,22.6875,23.4204
vha-10;P91303,22.7043,21.7401,22.0903,21.8748,24.4521,24.3761,23.5533,24.045
vha-10;P91303,21.2539,20.1633,21.6198,21.6763,21.57,21.6187,20.6461,21.415
vha-10;P91303,20.8042,21.0172,20.6845,20.8268,23.143,22.5118,21.6983,23.8241
vha-10;P91303,23.2063,22.1068,22.354,22.7282,24.921,23.8814,24.7916,24.1301
cey-2;P91306,25.7837,23.4533,23.8496,23.6949,21.031,20.7636,20.9863,19.757
cey-2;P91306,23.9135,22.2849,23.9309,24.2867,23.8161,23.1437,22.5224,23.4546
cey-2;P91306,20.414,20.952,19.9159,20.3351,21.5787,20.6685,21.1907,21.3361
;P91354,23.5617,22.8827,24.1799,24.1015,21.9659,21.0164,20.9727,21.7687
cpd-1;P91359,21.1142,21.4785,20.1779,21.1499,20.6053,20.5262,20.8391,21.4019
rpl-15;P91374,24.6006,25.8549,25.9906,23.0712,25.1812,24.088,23.9291,24.9272
rpl-15;P91374,22.6022,23.0639,23.5897,23.8729,25.0283,24.6815,24.0039,24.6428
rpl-15;P91374,22.8714,23.3187,22.5889,23.1716,23.13,22.0556,21.9319,23.0642
rpl-15;P91374,22.6931,23.716,24.6042,24.4789,25.119,23.5071,24.5674,22.6686
rpl-15;P91374,26.9228,27.2701,28.1668,27.7108,26.9919,26.1138,26.1643,26.0622
rpl-15;P91374,26.9885,27.3609,26.4341,26.4671,26.4752,25.6975,25.0542,26.9362
rpl-15;P91374,21.5527,20.3296,21.2824,20.7396,22.9514,22.1904,23.9804,23.8077
rpl-15;P91374,19.2072,20.4861,20.0353,20.3643,21.7229,21.2765,19.926,20.8875
cey-3;P91398,24.5846,24.0637,22.8677,23.108,21.6855,20.4159,20.985,21.6134
;P91423,19.7216,21.1177,20.605,21.2619,19.7245,20.8034,20.4248,20.7208
;P91482,20.727,19.8889,20.0362,20.5193,22.9438,23.3247,22.73,23.0275
;P91482,21.4731,22.989,22.2234,21.4465,20.2572,21.062,21.011,21.6469
;P91491,29.8856,30.924,30.2204,29.8787,30.765,31.2988,29.9207,30.944
usp-5;P91502,21.5784,19.9639,21.2235,20.9176,20.1767,21.316,21.0927,21.7283
usp-5;P91502,27.5769,28.7271,28.353,27.9065,28.5341,27.8245,27.9966,28.4139
usp-5;P91502,20.4762,20.899,20.6762,20.902,24.0706,25.1163,24.3354,24.1903
usp-5;P91502,21.5429,20.8305,21.0096,21.8728,21.6817,20.2234,21.3751,21.8866
usp-5;P91502,20.1449,21.7607,20.8339,21.466,21.0006,21.4479,20.4625,21.6022
usp-5;P91502,23.6534,24.5716,23.8895,24.7065,24.2888,24.058,22.5974,23.1968
usp-5;P91502,20.534,20.2933,20.0311,21.1669,20.7789,21.1682,21.2448,21.5058
usp-5;P91502,23.3975,24.129,22.325,24.0992,24.4747,24.3643,23.4713,23.8824
usp-5;P91502,19.9044,21.2559,20.7904,20.8052,21.4649,21.4812,20.3678,21.3534
set-18;P91821,20.7489,20.7059,21.5502,21.0837,21.517,21.6682,20.5107,21.2709
F26H9.5;P91856,21.6716,21.4153,21.5812,23.0611,23.8405,23.7944,25.8485,24.7032
rab-5;P91857,22.0638,22.951,22.6508,22.4107,20.6255,20.1508,21.0018,21.4867
rla-1;P91913,21.0379,21.4714,21.0617,20.6657,19.6202,21.0997,21.2804,21.8599
rla-1;P91913,20.9862,21.2423,21.7359,19.967,20.9309,21.1432,19.6437,21.4806
rla-1;P91913,24.9213,23.5396,24.588,24.069,26.3572,25.671,25.2295,26.7974
rla-1;P91913,24.9213,23.7903,24.588,24.5415,26.3572,25.671,25.2295,26.7974
rpl-27;P91914,25.5167,24.1549,23.9252,23.6807,24.5224,21.6089,21.9659,22.1456
rpl-27;P91914,21.4597,20.7091,20.993,21.0469,21.9065,20.9108,20.3411,21.6133
rpl-27;P91914,19.3518,20.5179,20.5834,20.6862,23.4677,22.8879,22.2994,22.8554
ola-1;P91917,20.7396,20.8235,21.3175,19.8453,21.7169,21.73,20.2281,20.9196
snr-2;P91918,23.0583,24.2463,23.7833,21.8837,24.2713,25.2527,22.9431,23.6489
snr-2;P91918,20.8738,20.8383,20.2071,21.8959,23.5634,24.0692,22.772,23.9172
ZK370.8;Q02335,20.9754,19.8289,20.1442,21.7141,20.4603,19.0122,21.1699,21.4531
ZK370.8;Q02335,22.9059,23.7571,22.9094,22.7533,24.625,23.9152,23.3529,24.6223
ced-10;rac-2;Q03206,19.7508,19.8416,19.959,21.5584,21.6147,21.5621,20.4981,21.0881
bre-3;Q03562,19.6427,20.1574,20.3676,21.4533,21.6235,21.1243,21.4531,21.1534
B0464.6;Q03564,20.3593,20.9209,20.53,20.6008,20.6341,20.8834,20.8865,19.7532
C38C10.2;Q03567,23.9785,24.0713,22.4888,25.1186,20.5668,21.6133,21.0254,21.5694
C38C10.2;Q03567,27.0512,28.2446,27.0366,26.6817,26.8958,26.3438,25.9812,27.4918
nhl-1;Q03601,23.9438,25.7601,23.6659,24.2882,21.7609,21.057,20.5402,20.2329
lrp-1;Q04833,20.586,20.5159,21.3808,21.8626,21.8768,21.1432,21.1596,21.4247
C30C11.4;Q05036,21.5857,21.2214,21.6086,21.3833,21.219,20.215,20.9791,21.4629
C30C11.4;Q05036,21.3021,21.542,20.3342,18.9021,21.7127,20.484,20.9492,21.4838
cdc-42;Q05062,24.9148,22.6645,23.9796,23.5674,23.4053,26.762,25.7891,25.8203
cdc-42;Q05062,18.6372,21.1438,21.8266,21.8172,21.0937,20.9081,19.6078,20.5181
cdc-42;Q05062,20.0043,19.958,21.3151,21.6183,20.7181,21.7721,20.8766,21.6212
cdc-42;Q05062,20.7414,20.5341,20.0902,20.5578,20.6151,19.0118,19.9756,21.0055
;Q067X2,20.6153,21.1012,21.0816,21.1361,21.0679,21.6262,19.8885,20.5914
unc-60;Q07750,21.457,20.4513,21.03,21.5651,21.9171,21.0024,20.9463,19.3991
unc-60;Q07750,21.0585,19.1341,20.1019,20.246,23.8364,25.1532,23.319,22.8261
B0495.8;Q09217,20.2242,21.6222,21.5901,19.9976,21.2377,21.2195,20.9475,21.1903
C13B9.3;Q09236,21.4851,21.6123,21.5046,20.707,21.4927,20.1232,21.0048,21.5717
C13B9.3;Q09236,20.829,19.4963,21.1093,20.6335,21.7655,20.4269,21.4393,20.5944
C13B9.3;Q09236,19.3304,20.2622,20.8856,20.9587,21.3603,20.5569,20.5221,21.5378
C18H9.3/C18H9.2;Q09237,19.7201,20.9996,20.6204,21.4454,21.8171,20.7312,20.7334,21.3989
C18H9.3/C18H9.2;Q09237,21.3245,21.8047,20.777,19.4465,21.7873,20.1829,20.7815,21.4715
