geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
dnc-2;Q09248,18.1814,19.8255,20.6632,21.5471,20.7881,21.4053,20.8519,21.8162
C16C10.4;Q09250,20.4194,21.3236,20.9001,21.1435,19.4022,20.8983,20.8429,21.68
C34C12.4;Q09269,21.5995,23.4897,23.1959,23.2687,23.9435,23.0606,24.6165,24.1853
C56G2.7;Q09289,26.081,24.735,25.6779,24.7721,27.3436,26.5215,26.6384,28.0036
C56G2.7;Q09289,24.2407,25.6288,24.6978,23.845,25.8201,26.366,25.4153,25.4902
C56G2.7;Q09289,25.3152,25.8048,25.7336,25.7742,27.2236,27.0334,26.4603,27.3577
C56G2.7;Q09289,20.7321,20.517,20.6992,21.2639,21.8253,19.9633,21.4144,21.6235
C56G2.7;Q09289,25.5446,25.0124,25.3538,25.0356,25.0947,26.2323,25.1486,25.9832
C56G2.7;Q09289,20.7066,19.7431,19.8252,21.7684,25.1915,24.0685,25.0744,26.1693
C56G2.7;Q09289,22.3425,23.1658,23.6762,23.2059,24.4698,24.5817,23.7429,24.5389
C56G2.7;Q09289,21.1878,20.9786,21.2925,21.1871,19.7063,21.1614,20.9809,21.6906
T09B9.4;Q09350,20.0025,21.26,20.8138,21.4959,21.79,21.7042,20.2374,21.6356
K07E1.1;Q09407,20.9425,20.714,19.8238,21.4908,22.8648,21.7319,23.4378,22.3061
pgam-5;Q09422,24.4375,23.9014,24.0926,24.0823,23.2289,23.8667,24.2731,24.6017
pgam-5;Q09422,21.4542,21.7231,21.6857,20.8153,22.6661,23.3512,23.5767,23.32
pgam-5;Q09422,20.9956,20.1609,21.2227,20.6632,24.9441,25.053,24.3512,23.43
mex-6;mex-5;Q09436;Q9XUB2,20.5346,20.9631,20.9947,21.4743,21.5966,22.062,22.4209,21.7027
ubh-4;Q09444,20.6487,21.7541,21.4789,21.5708,21.7808,21.2577,20.8945,21.4368
ubh-4;Q09444,24.3753,26.1102,25.7545,24.7781,26.5123,26.2729,25.8947,25.4987
ubh-4;Q09444,26.1914,25.671,25.7545,24.7781,20.422,20.5756,20.5462,20.526
ubh-4;Q09444,23.2932,23.7034,24.7092,23.4623,24.5587,26.2242,24.8071,25.4893
;Q09489,20.5714,20.9571,20.6743,21.1701,21.8486,21.396,20.9305,21.2583
;Q09489,21.3584,20.8415,21.2553,20.5367,20.2207,21.4093,21.3975,21.155
lgg-1;Q09490,20.4323,20.6664,19.6674,20.648,21.778,20.9631,20.2899,21.3661
lgg-1;Q09490,23.4195,24.379,22.7458,24.3292,23.8512,24.5921,23.8083,23.2528
rpl-10;Q09533,19.972,21.2305,20.1076,21.1725,21.0084,22.2594,23.0647,22.7569
rpl-10;Q09533,22.5598,23.4255,22.6224,23.301,21.8724,22.3936,21.2062,22.8632
rpl-10;Q09533,23.8297,23.4609,26.4566,23.0467,21.4504,21.7381,20.5311,21.3715
rpl-10;Q09533,23.8919,23.248,23.4026,23.9995,24.4709,24.7254,23.6096,23.0352
F36G3.1;Q09560,21.1693,20.9333,20.9496,21.2749,21.6781,21.7403,20.6152,21.3579
F48E8.6;Q09568,24.6345,23.3634,25.6743,25.0108,25.0025,24.7122,25.4282,25.5567
lec-3;Q09581,21.1683,21.1108,20.875,21.5319,21.8224,21.1346,20.6016,21.7169
lec-3;Q09581,20.4512,20.009,20.7924,21.4081,20.8066,19.841,20.3305,19.0786
lec-3;Q09581,20.4584,21.6314,21.1092,19.7817,19.9673,20.5383,21.2747,21.1439
lec-3;Q09581,25.113,23.3298,24.6226,23.8579,24.1867,23.6514,23.5594,23.4557
lec-3;Q09581,20.6805,21.6995,19.7908,21.4825,20.8858,19.9747,21.4961,21.1585
ptc-1;Q09614,23.4725,24.6554,24.5983,22.9021,26.1895,25.6678,25.2964,25.804
tnc-2;Q09665,20.9313,21.7125,20.2124,21.0358,21.246,21.7005,19.8638,21.6449
ptr-13;Q09934,21.5924,20.5111,21.1382,20.6901,21.9493,20.3438,21.1078,21.1829
ptr-13;Q09934,24.7799,25.0275,25.7416,27.4397,23.9143,24.0775,24.5608,24.3775
ptr-13;Q09934,21.5006,23.4694,22.8084,23.3983,21.2838,22.2187,22.6419,22.3959
C53C9.2;Q09936,21.0526,19.572,20.9397,21.7884,20.6213,21.1532,19.6193,21.288
C53C9.2;Q09936,21.1258,21.055,21.0444,21.4767,21.813,21.5677,20.7655,21.6036
C53C9.2;Q09936,20.3059,21.1717,20.9744,21.5693,20.2802,21.2439,20.1239,21.1562
C53C9.2;Q09936,22.6865,22.7493,23.8542,23.8838,24.1134,23.3346,24.8635,24.6527
C53C9.2;Q09936,21.3431,20.1067,20.4801,21.4622,20.3589,20.1163,20.4932,21.2999
egg-1;Q09967,23.4247,24.9797,25.7142,24.518,24.3759,24.7269,26.4459,26.0786
egg-1;Q09967,27.1681,27.8007,27.6294,27.2576,30.1119,29.4823,28.6608,30.3245
;Q09EE6,26.9579,27.5317,27.1029,27.7181,26.2678,27.0152,27.1577,26.7887
;Q09EE6,24.905,24.5847,23.5654,24.5429,21.7718,21.2255,20.6632,21.4538
;Q09EE6,24.0412,24.5847,23.9067,24.5429,23.9147,24.0271,23.3001,24.9486
F13H10.3;Q0G831,20.2208,20.1414,21.8327,20.2185,20.9708,21.4652,19.4843,20.9462
mdt-9;Y62E10A.11;Q0KHC0,19.1391,21.147,21.3478,20.3521,23.2383,23.0789,23.0709,23.2482
T19C3.4;Q10010,26.8824,26.694,24.3106,24.7083,23.4753,22.834,22.7098,23.2051
T28D9.1;Q10020,21.1689,21.1007,21.6746,20.7105,20.8862,21.7265,20.6054,21.7422
T28D9.1;Q10020,21.4819,21.298,20.4643,19.0315,22.4183,23.5562,22.4471,23.5808
T28D9.1;Q10020,21.0522,21.4345,21.5405,21.9384,24.153,24.5647,22.7561,24.128
T28D9.1;Q10020,19.9376,20.2342,19.2657,20.7997,24.153,22.743,22.7561,24.128
F15G9.1;Q10033,20.8946,21.2181,20.3731,20.7155,21.1915,21.4483,21.3528,21.2486
R10H1.1;Q10043,20.4206,21.6769,21.825,21.4515,23.6207,25.1612,23.0959,22.7965
vglu-3;Q10046,21.413,20.7678,21.2366,20.8965,25.1906,23.6034,24.7227,23.1672
C23G10.2;Q10121,20.8449,21.0574,21.5457,21.0764,20.11,21.6499,20.7937,20.4679
C23G10.2;Q10121,21.1357,19.5567,20.3921,20.6286,21.7385,21.5572,21.4254,21.8852
C23G10.2;Q10121,20.7549,24.4833,23.7646,24.3216,24.6447,23.6836,25.0163,24.7012
C23G10.2;Q10121,21.492,21.4667,20.9553,21.9193,21.0974,19.7266,21.3048,21.3687
dhs-5;Q10130,21.0848,20.1631,21.6372,20.4525,21.6778,21.1002,19.5098,21.408
dhs-5;Q10130,21.0289,21.7649,21.3328,20.7839,21.0214,20.6112,20.0386,21.5781
F46H5.3;Q10454,21.4652,21.5869,20.2213,20.2625,20.4679,21.177,21.3491,21.6962
F46H5.3;Q10454,25.2169,24.9321,24.819,25.1106,21.6744,21.0516,21.5141,20.8159
F46H5.3;Q10454,18.8102,20.8056,20.6364,21.6719,21.6739,20.7674,21.4731,20.9648
F46H5.3;Q10454,26.5475,27.4088,27.4007,26.5379,28.0005,27.7453,26.3237,27.3986
F46H5.3;Q10454,19.8725,19.1787,21.2495,18.8339,21.8356,21.7717,21.3876,20.5017
F46H5.3;Q10454,23.4455,23.1341,22.8821,22.2316,19.4114,20.8034,20.6746,21.9228
F46H5.3;Q10454,23.7554,24.3625,23.4168,23.2038,21.347,21.2135,21.2534,21.2138
F46H5.3;Q10454,21.9403,23.2971,23.7195,22.7813,20.8696,21.1825,19.5977,21.2217
F46H5.3;Q10454,22.6014,23.4693,22.6802,23.0568,21.972,21.6945,20.1362,21.1147
B0286.3;Q10457,21.2821,18.6358,20.9419,21.0658,21.7333,20.5132,21.2536,21.144
rpb-2;Q10578,21.06,21.1593,21.1456,19.8001,23.5489,23.447,22.895,23.3589
rpb-2;Q10578,20.6224,20.7138,21.1973,21.1674,23.7059,23.7554,23.4672,23.7841
rpb-2;Q10578,24.6761,23.4902,23.3904,23.6691,24.7521,23.9724,22.7459,24.7656
rpb-2;Q10578,20.0675,21.4973,20.7838,20.5465,22.2376,21.1138,23.2306,22.8671
apl-1;Q10651,22.9688,21.6124,22.3407,23.2415,24.7173,23.6121,23.415,24.9424
elt-2;Q10655,21.4876,20.9693,20.5594,20.6338,20.8113,24.2367,23.101,24.6403
tpi-1;Q10657,25.7507,26.9032,24.7824,26.5552,28.2037,29.1149,28.1895,28.7289
glt-1;Q10901,26.4782,27.1434,27.0046,27.5905,25.2441,25.9425,26.4599,25.4915
arf-1.2;Q10943,20.1999,20.617,21.3026,20.7712,21.1179,21.5503,20.8131,21.6659
tmbi-4;Q11080,21.1906,22.1025,22.62,22.8465,24.9951,24.0019,23.707,25.3859
C02F12.5;Q11101,20.7931,20.9889,21.7039,21.7325,20.4168,20.7658,21.056,20.5961
unc-78;Q11176,21.3777,21.8012,21.7788,20.7582,25.6274,25.2491,24.2297,25.4774
sodh-1;Q17334,20.2487,20.0003,21.0713,21.2753,21.8372,21.5182,21.0002,21.7502
sodh-1;Q17334,23.2138,24.6687,24.0272,23.9612,21.7867,23.3336,22.6346,23.8513
sodh-1;Q17334,25.9284,26.0026,25.4827,25.0533,26.0621,26.3011,25.8968,27.1858
gld-1;Q17339,18.9803,20.878,21.3729,19.2579,23.2915,22.2697,22.2302,21.8081
snr-1;Q17348,18.3869,21.3716,20.0907,19.7538,21.8417,21.1592,21.1605,20.3946
usp-14;Q17361,25.9575,25.507,25.3831,23.0967,24.9383,23.5564,23.5212,24.9778
usp-14;Q17361,20.5511,21.4907,20.6839,20.923,24.2654,25.129,21.4495,22.5637
usp-14;Q17361,20.9638,20.8931,20.6801,21.3573,21.6676,20.842,19.9554,20.1156
usp-14;Q17361,20.9196,21.4817,21.1109,20.9631,21.1163,20.2731,21.5264,21.5603
cul-1;Q17389,21.2637,20.088,19.2067,20.4195,20.8058,20.3683,19.8033,21.5544
AC3.5;Q17405,26.019,25.8309,26.0027,25.9574,25.2854,24.9788,25.2658,25.2097
AC3.5;Q17405,20.998,20.6497,20.0073,20.8155,22.7273,22.4475,22.1667,23.5729
AC3.5;Q17405,24.102,22.5746,23.1453,23.2676,22.1225,22.7822,23.0369,22.5569
AC3.5;Q17405,24.7673,26.4527,25.8666,25.7169,25.1365,24.1352,24.539,24.4658
AC3.5;Q17405,28.089,27.6541,28.7126,28.1622,26.6302,25.3348,25.7952,25.8672
lin-24;Q17410,20.2757,21.381,21.7111,21.7089,20.3035,20.3853,20.9565,22.747
B0001.4;Q17413,19.7775,19.9438,20.8696,21.0651,21.653,21.6273,21.2192,20.6702
;Q17430,20.6725,21.0648,20.2088,21.8612,19.8627,20.7325,19.9033,21.908
pfd-4;Q17435,20.7083,21.3867,19.1775,21.0694,21.4222,20.7672,21.444,21.1234
pmk-1;Q17446,22.7293,23.2469,22.9298,23.9678,24.0026,24.8155,24.5174,24.5366
pitr-3;Q17455,25.2736,24.9979,26.2027,25.3072,24.9232,23.5283,22.4477,23.4507
unc-44;Q17489,19.7995,21.3038,20.0473,21.0685,20.8512,21.7666,21.1808,21.3537
;Q17542,26.6227,26.6842,26.3237,25.5616,28.6262,26.4375,27.5962,27.9533
;Q17543,27.0154,28.2746,28.4212,27.1226,24.1193,25.9248,24.6379,24.879
aly-1;Q17561,21.2076,19.6309,19.336,19.1431,21.0102,21.4859,21.2528,21.3691
;Q17569,25.4641,24.5619,26.2869,23.9065,24.7796,24.7158,24.0277,24.7002
;Q17569,25.7791,25.324,25.8217,24.5846,24.841,23.8033,23.6755,24.2301
;Q17569,21.0398,20.8735,20.0562,21.2161,26.5295,26.7531,24.7141,26.2802
;Q17569,21.6141,20.7985,20.8448,21.1879,24.0948,23.0404,23.7011,24.9816
;Q17569,24.1837,24.0159,24.1144,23.9567,25.4365,26.3677,25.0759,26.1862
aqp-2;Q17571,22.6396,23.6888,23.6471,21.9448,25.3165,25.0885,26.7052,26.3769
aqp-2;Q17571,21.6341,20.9977,21.3211,20.9087,21.4096,21.2616,21.0545,21.0742
rpl-24.2;Q17606,20.4966,21.1867,21.6893,21.4872,21.8354,21.0757,21.19,20.6229
arrd-25;Q17624,24.8274,26.6154,26.3379,27.4583,26.3975,25.8383,26.815,24.8267
arrd-25;Q17624,27.0033,28.4454,26.972,26.633,27.4086,26.0895,25.8001,24.9617
arrd-25;Q17624,25.365,25.9539,25.3679,25.7876,21.0173,21.5645,21.3069,21.0377
arrd-25;Q17624,21.5682,21.189,20.8814,19.8471,21.5169,20.2896,21.4739,21.7112
arrd-25;Q17624,21.586,21.114,20.9041,20.7313,21.4849,21.7484,21.3865,21.7413
arrd-25;Q17624,24.8975,24.2362,24.7789,24.6454,21.7897,20.8552,21.4305,20.2185
arrd-25;Q17624,20.2436,20.6599,20.3952,21.3558,21.9078,21.3863,21.0527,19.7627
;Q17644,21.4546,20.4182,21.6596,19.7851,24.7218,24.8361,24.2347,24.3893
;Q17649,22.2146,24.2765,22.636,23.223,20.5672,21.4799,20.5198,21.6896
;Q17649,24.1686,25.1654,24.7196,25.201,23.3292,23.976,23.8416,24.0884
;Q17649,21.3323,21.3725,20.7884,20.7313,20.8084,20.8386,20.5752,21.8637
amt-4;Q17663,21.1335,21.0295,21.2814,21.5634,21.4706,20.9539,20.1771,20.2015
amt-4;Q17663,21.1981,21.0991,20.2721,21.2331,20.8353,19.7321,21.2232,19.5389
mthf-1;Q17693,25.2073,23.9054,24.3173,24.428,20.5131,20.8863,20.9645,21.1939
;Q17698;Q23683,22.4408,24.613,25.4744,23.9023,26.5275,26.9999,26.3402,26.861
;Q17698,20.1852,20.1973,20.4074,21.2709,26.5765,26.6157,25.8323,27.1276
;Q17698,20.5326,20.8244,20.3886,21.3293,21.3252,20.7575,20.1872,20.8073
;Q17698,21.5687,20.8308,21.0015,20.6638,21.6465,20.406,21.1837,20.6347
;Q17698,21.097,20.9701,21.4007,21.0338,21.6775,21.6197,21.0708,21.6663
;Q17698,21.1171,20.5972,20.9853,21.2608,21.7622,21.336,21.1838,21.1751
;Q17698,21.443,21.465,21.7258,21.5321,21.5315,20.4684,20.6106,21.803
ain-1;Q17740,20.6466,21.3603,21.6662,21.3778,22.819,21.7557,21.4776,22.5084
atp-5;Q17763,20.8288,20.8492,20.8564,20.8426,21.9508,20.8767,20.9619,21.6488
pdi-2;Q17770,20.6699,21.4471,19.6863,20.7814,20.8471,20.6691,21.5061,20.5806
pdi-2;Q17770,24.751,22.5398,21.3717,22.0341,25.9532,24.3774,24.0211,24.3742
hgrs-1;Q17796,24.8132,24.1576,24.6686,24.9282,25.5909,25.5003,25.6421,26.0847
hgrs-1;Q17796,25.1234,27.08,26.1913,26.3967,26.3865,26.494,26.868,26.87
hgrs-1;Q17796,20.357,20.0895,21.546,20.8233,25.9717,26.1714,25.5531,25.8428
hgrs-1;Q17796,26.0834,26.503,26.4093,26.0694,26.8826,26.4288,27.2152,26.3716
pfd-1;Q17827,20.6953,19.895,21.2236,20.8725,21.9519,21.5698,21.1516,21.1801
pfd-1;Q17827,21.2319,21.3583,21.8049,21.729,21.5529,20.9127,19.803,21.6809
;Q17832,21.1312,21.3511,22.0154,21.7302,22.4399,21.4648,23.1911,22.5568
;Q17832,21.5953,21.3328,19.7837,20.9305,20.9371,21.0724,20.9683,20.1854
;Q17832,20.9905,20.219,20.9465,20.6691,20.465,20.8453,21.286,20.8164
hsp-25;Q86GU1,23.9774,24.5023,25.1394,24.9651,27.6594,28.1105,25.6261,27.4661
hsp-25;Q86GU1,20.1329,19.2034,20.9582,21.1118,25.5546,25.1737,25.316,25.6756
hsp-25;Q86GU1,22.7796,23.7666,22.8529,23.4289,27.6157,27.331,26.436,27.9946
hsp-25;Q86GU1,21.1287,20.8188,19.101,20.6521,20.9056,21.5705,20.7219,21.1434
hsp-25;Q86GU1,25.3115,24.6931,24.7527,25.157,26.4961,27.5453,25.5187,25.2223
cks-1;Q17868,19.3267,21.6252,21.1641,20.4725,21.3061,20.5605,21.526,20.8438
akt-1;Q17941,20.954,21.3279,20.3726,20.6358,21.9041,21.6989,19.6952,20.576
wdr-5.1;Q17963,21.2418,19.7726,20.6203,20.6507,21.6985,21.6021,21.0165,21.6195
pdi-1;Q17967,21.2461,20.7985,21.525,21.713,26.8358,27.9267,26.8404,27.6687
;Q18012,21.1191,21.716,21.3779,20.6151,22.864,22.5852,21.8622,23.4958
flu-2;Q18026,27.7431,27.2681,27.0843,27.2353,20.6365,21.538,21.1264,21.4213
nfx-1;Q18034,20.8691,21.3381,21.2933,19.0206,21.9083,23.1052,22.5156,22.6383
nfx-1;Q18034,28.1459,28.3297,27.8327,28.7113,24.2682,24.2239,24.8206,24.3872
dim-1;Q18066,21.3741,20.6765,20.1234,21.0876,21.5001,20.2612,19.6368,21.7326
dim-1;Q18066,19.9613,21.6554,21.1466,20.5461,21.0811,20.6679,20.7362,20.0263
;Q18068,19.7764,20.5247,21.7974,20.4178,21.8324,21.407,19.5729,20.014
;Q18070,24.8473,23.5327,22.4743,24.1175,21.9369,19.9023,20.9321,21.8846
;Q18091,22.1486,20.6871,21.0639,22.2327,25.3116,25.7633,25.1998,24.9053
;Q18099,26.6439,27.0722,27.1114,27.3124,26.1008,25.4094,25.5116,26.7005
;Q18099,27.2271,29.2847,29.1118,27.8508,27.0991,28.6891,26.3915,28.0798
;Q18099,26.0842,24.1394,25.8267,26.1016,25.8504,24.9725,25.1316,25.6406
rpn-2;Q18115,21.2929,21.7652,20.1676,21.2121,27.6932,26.937,27.2276,28.7905
;Q18124,29.8371,23.2435,27.0588,26.4343,20.614,23.1467,22.164,21.1364
;Q18152,21.2101,21.6448,20.0174,21.0126,21.6089,20.573,20.4979,21.3559
;Q18202,20.1985,20.0861,21.6505,21.1477,23.1478,23.2028,24.0535,23.2742
hel-1;Q18212,20.1714,21.0493,19.3001,20.3238,21.0177,21.4406,21.3455,20.9419
hel-1;Q18212,20.5621,20.1305,21.8119,20.0141,21.1519,20.677,21.2535,20.9754
ula-1;Q18217,20.3038,21.1737,20.894,21.75,21.6033,20.6008,20.7327,21.062
rps-30;Q18231,25.0332,24.4034,25.1659,25.66,24.2369,25.1604,24.2072,23.9171
rps-30;Q18231,24.2836,24.7061,24.6933,25.1709,24.7393,22.8774,22.4925,22.8202
sec-15;Q18286,19.8802,21.3639,21.6383,20.8284,21.528,20.2694,21.5029,20.3861
hil-1;Q18336,21.1662,21.1872,20.8345,21.2812,21.5853,21.3395,20.5898,19.3619
cyn-12;Q18445,22.6124,21.4234,22.2175,23.229,21.0504,21.1139,20.7339,21.704
C34D4.4;Q18449,25.6655,26.3332,25.0775,25.7269,25.7045,25.6362,27.6696,26.062
rsd-3;Q18453,21.5623,21.4698,21.6831,21.9126,21.5271,20.8524,20.3612,21.6409
;Q18476,21.2312,21.6509,20.9732,21.9203,21.9148,20.6798,21.216,21.2662
;Q18544,24.8263,23.6404,24.8309,24.8884,22.6011,22.645,21.9459,22.156
;Q18544,20.3982,21.1931,19.1317,21.3187,21.1158,20.3891,20.75,19.8384
spin-2;Q18545,21.5644,21.2821,20.7819,21.7163,24.1814,24.328,24.5821,23.5259
;Q18550,26.4195,23.3552,23.0509,23.3371,22.2892,22.3878,23.1263,23.5899
;Q18573,24.1111,24.565,23.9494,24.0865,25.7743,22.8055,24.5213,24.7767
;Q18582,23.7878,22.7351,24.0869,23.3023,21.705,21.209,21.4972,22.7256
;Q18582,23.2955,22.665,22.9652,23.5044,22.3188,21.7765,21.9535,22.8717
;Q18582,20.6655,21.5422,20.2261,21.0078,24.2893,21.6779,23.3986,23.0937
;Q18587,21.041,20.8581,19.102,21.8842,21.7744,19.5452,19.868,21.8488
pmp-1;Q18597,20.4697,19.9219,21.5983,20.3481,21.0905,21.0929,20.628,21.7082
pmp-1;Q18597,19.8171,21.837,21.441,19.3659,20.9227,21.2228,21.199,20.7159
pmp-1;Q18597,19.7937,19.9141,21.6415,21.7529,21.7519,21.3685,21.5001,21.8115
;Q18604,22.5286,23.1796,23.2602,24.2056,24.4475,22.8248,20.8033,21.9766
C44C1.5;Q18610,19.7653,21.3966,21.0126,21.9192,21.2091,20.136,21.0109,18.8661
col-180;Q18620,19.6012,21.1871,20.8506,20.8964,23.6457,22.1907,22.7196,22.4471
;Q18650,20.9105,21.6564,21.1409,20.7867,21.5132,21.7182,21.1048,21.2714
;Q18655,25.3779,25.0201,25.3662,22.7891,20.1026,20.4078,20.3752,21.8458
;Q18655,21.5479,22.4277,24.2805,24.6956,23.7642,23.8676,23.3068,23.9165
;Q18655,21.2138,20.1638,21.8164,21.7062,21.9705,20.9959,21.0552,21.8458
;Q18655,23.5107,24.6962,24.2677,25.0811,20.9096,21.2163,21.2353,21.0232
;Q18665,22.0879,23.0395,24.2137,24.1106,22.1517,22.3353,22.691,22.4069
srs-2;Q18678,20.6799,19.9412,21.1918,19.0962,21.8896,21.7667,21.4421,19.9714
pyp-1;Q18680,19.6511,20.6944,19.3677,21.4116,21.3837,21.6048,21.022,20.7834
daf-21;Q18688,24.4473,22.44,22.8749,24.2669,21.6592,21.2045,20.1189,21.1691
daf-21;Q18688,26.3104,25.1524,25.3752,24.5949,24.7087,25.3482,25.7167,25.4716
daf-21;Q18688,21.4692,21.437,20.8992,20.8094,21.415,21.1319,21.0721,21.2361
daf-21;Q18688,20.8941,20.831,21.6173,21.3751,21.0879,20.5906,20.7828,21.2272
daf-21;Q18688,20.542,21.8347,21.523,19.6622,20.2499,21.643,20.9735,21.1771
daf-21;Q18688,26.8257,26.0017,26.8232,27.8901,26.0917,27.3809,25.8839,27.0928
daf-21;Q18688,20.4815,19.8766,19.8441,20.9247,23.5006,24.656,22.3265,24.0407
daf-21;Q18688,26.6606,24.1042,24.5399,23.8946,21.4456,21.5022,21.3789,21.2191
daf-21;Q18688,21.617,21.1655,21.7174,19.7771,19.9275,19.9635,20.8324,21.6466
daf-21;Q18688,23.3726,24.7948,23.7751,24.5861,21.282,19.7855,20.9463,21.5279
daf-21;Q18688,19.7359,21.4591,21.6108,19.5454,21.8884,21.7007,20.5475,21.8525
pitr-1;W6RS06,23.6586,22.0022,21.2036,22.635,22.3767,20.9399,21.8532,23.572
pitr-1;W6RS06,20.3962,21.3721,20.5909,19.9216,21.8283,21.081,21.134,21.3957
;Q18739,21.4331,20.6664,20.9852,20.2417,21.719,22.0593,22.8436,21.1924
;Q18739,21.1074,20.8894,21.299,21.2521,20.8268,20.1871,21.1181,21.3872
;Q18739,19.5383,21.0229,21.5236,20.6703,21.9556,21.3147,20.399,20.3228
;Q18742,21.2221,21.5511,20.7082,18.7737,20.837,21.5711,20.7322,19.9842
;Q18742,19.6741,21.5672,21.4374,21.9713,24.5541,24.1354,23.8338,22.8749
;Q18771,20.374,24.041,24.7638,24.8224,25.4967,23.9194,23.7687,24.9543
;Q18773,25.037,26.7428,27.1532,24.9008,30.7047,30.2188,30.2238,28.8361
rpt-1;Q18787,19.4064,20.2233,21.83,21.8183,22.696,22.2856,24.0061,23.2013
rpt-1;Q18787,22.9974,22.1969,24.2513,22.8227,21.0377,20.3284,20.6408,21.4791
rpt-1;Q18787,21.3657,21.4827,21.2446,21.5504,23.7448,22.6631,21.8282,22.625
col-119;Q18799,21.5583,20.5306,21.1596,21.1,25.4676,24.4818,22.6808,24.5228
col-119;Q18799,21.352,21.6552,21.5065,20.7223,25.4676,25.8376,24.4388,24.8065
;Q18813,22.1162,22.9542,23.5459,23.965,20.8502,19.2558,20.9982,20.1497
;Q18813,27.2982,25.9364,25.5442,25.9541,25.6998,25.2826,23.4208,23.6481
rskn-2;Q18846,21.198,19.5058,21.171,21.2222,19.8484,21.5806,20.8752,21.9234
icd-1;Q18885,20.4699,20.3856,19.5833,21.2983,21.8318,21.5307,19.2309,20.6685
icd-1;Q18885,20.891,21.7595,20.788,21.1311,21.6613,21.1863,21.331,21.4714
icd-1;Q18885,22.7022,22.2633,20.5199,22.1641,25.2441,24.2077,22.4861,25.1361
icd-1;Q18885,21.1476,19.1582,21.5933,20.5567,21.3487,20.0024,21.5093,21.8109
icd-1;Q18885,22.3863,26.2885,24.1932,23.2743,20.8731,21.3916,21.0454,21.4876
icd-1;Q18885,21.3282,20.6198,18.6636,21.7478,24.3206,24.1149,24.6058,24.8444
icd-1;Q18885,20.3812,21.2465,20.9164,21.4953,22.507,23.6407,24.6304,24.8554
icd-1;Q18885,20.6097,21.024,20.6674,21.3443,21.3712,21.3563,20.8481,21.013
vps-32.1;Q18886,20.6518,20.0608,21.2192,20.8787,20.2217,20.8987,20.9575,20.5753
nap-1;Q19007,20.0263,20.8717,20.8171,20.6753,21.7225,20.6364,20.6819,20.8324
nap-1;Q19007,20.7893,21.5512,21.5946,21.4273,21.1154,21.6227,20.6808,21.8632
pgp-11;Q19015,20.4768,20.0385,21.2922,21.5364,27.7828,27.0373,25.7647,22.9885
pgp-11;Q19015,21.5407,20.094,20.7212,21.7283,27.7828,27.0373,23.644,22.9885
pgp-11;Q19015,22.9081,26.0492,26.1447,25.9427,20.7372,21.1392,20.2986,21.184
mrp-3;Q19048,21.4624,20.9088,21.8257,21.5104,21.7215,21.1236,20.8384,20.2483
;Q19056,21.0436,21.1586,20.4756,20.5926,21.304,21.1249,21.0552,21.1173
;Q19063,23.6989,23.8612,24.0248,23.7082,21.9477,21.26,21.0786,21.6177
;Q19064,20.5702,20.9834,21.6362,21.4423,24.0221,23.3203,24.2459,23.7586
ard-1;Q19102,19.8481,20.7171,20.6487,20.366,21.47,20.9922,20.839,21.8955
ard-1;Q19102,19.9935,19.8214,21.1302,21.0464,21.3219,19.8494,20.7579,20.7522
;Q19107,24.2379,25.0048,24.1332,24.4508,21.2289,20.6764,21.2686,20.265
;Q19107,24.0474,24.9453,24.7117,23.3643,27.3288,27.7886,24.438,24.9278
rpl-11.2;rpl-11.1;Q19162;Q94300,25.9567,23.9082,25.2111,25.6209,23.3137,24.1593,24.1392,23.6456
rpl-11.2;rpl-11.1;Q19162;Q94300,22.0389,24.4883,24.9442,23.9748,26.2615,25.8811,24.8542,26.2926
rpl-11.2;rpl-11.1;Q19162;Q94300,24.8533,23.2992,25.0329,24.4513,23.7234,25.3315,23.8277,23.0565
rpl-11.2;Q19162,22.4239,22.9163,22.8297,22.8438,22.4774,23.3898,23.4534,24.5901
rpl-11.2;rpl-11.1;Q19162;Q94300,24.2169,24.229,22.5521,24.2301,24.8481,24.9435,25.5444,26.1218
prmn-1;Q19188,25.4952,23.6322,24.5234,25.1572,25.3232,23.8879,23.9715,24.2664
numr-2;Q19209,25.8447,25.792,26.5272,26.6297,24.6418,24.2083,22.6702,22.302
unc-115;Q19240,21.298,20.7862,20.8883,21.9526,25.503,25.1177,24.7238,25.4713
unc-115;Q19240,20.497,21.4944,21.2411,20.519,21.4189,20.7634,20.2907,21.9226
;Q19257,21.0546,21.2971,19.1406,21.8365,21.3386,21.7618,20.6259,21.8447
;Q19257,23.1051,24.7975,26.0214,24.6294,23.8709,22.9817,23.4318,24.7671
;Q19276,20.3883,20.8009,21.1801,21.5215,21.1893,20.5148,20.5229,21.3868
ifb-1;Q19289,27.1381,29.0961,28.688,28.3516,29.852,29.6461,29.8727,29.5235
ifb-1;Q19289,26.5546,26.7567,26.8919,27.0364,28.605,27.5017,27.6018,28.0628
ifb-1;Q19289,24.0826,27.3907,26.7804,26.479,27.3034,25.0516,28.3317,26.4394
ifb-1;Q19289,21.6387,23.8082,24.6359,24.0491,22.0503,23.7174,20.9789,21.052
