geneName,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
sly-1,15.0145,14.9461,14.8569,14.7293,14.4503,14.5752,14.8006,14.4731
"B0393,9",14.5593,15.0219,14.6072,14.962,13.3019,14.9448,14.5423,13.4613
cisd-1,18.4001,17.7913,18.4195,18.4092,17.8053,18.3354,18.1713,18.1231
"CELE_F09E8,2",15.0054,14.9074,14.9185,15.1991,14.458,14.2843,14.1791,14.6819
lsy-22,14.3713,14.4334,13.9431,15.1512,13.377,13.2583,13.2143,13.1283
"C24H11,5",11.589,13.659,12.9947,11.5771,12.4559,13.2339,12.8121,12.9305
"CELE_F10A3,17",15.2377,14.1142,15.1789,15.2347,13.1422,14.7696,14.1531,15.1806
pnc-1,15.2759,14.5904,14.9831,15.5881,14.7789,14.7761,14.3224,15.038
"CELE_Y94H6A,12",14.6888,13.9926,13.319,14.0453,11.6805,11.4467,11.5949,12.0279
"CELE_F56C9,6",14.1465,15.1786,14.6447,13.9069,14.0667,13.6587,13.8529,13.7281
"CELE_T28D9,4;T28D9,4",14.5185,13.9334,13.6613,14.6451,12.9984,13.6995,13.7932,13.8411
"C28G1,5",13.7689,13.5299,13.7634,13.7381,14.4773,13.8987,13.9844,14.0987
gpx-7,17.5711,14.042,11.4599,11.7626,14.358,14.1993,14.0155,14.3187
"CELE_F41D9,2",14.8485,15.3133,15.4241,15.6724,14.8643,15.0976,15.0492,15.2909
"CELE_T04F8,8",15.7096,14.9384,13.4929,15.4548,13.8098,13.2427,13.1213,14.5437
"CELE_ZK856,16",15.1809,15.3016,14.2294,16.5685,12.9929,13.4236,13.5214,14.529
"CELE_F23B12,4",13.9083,12.6464,12.8699,12.7196,13.4876,14.3685,14.5362,12.8898
"CELE_K09A9,6",12.1615,12.4953,11.5399,12.4925,13.1426,12.309,12.4836,13.1397
"CELE_H14N18,4",11.0328,11.2223,11.0364,11.7101,11.4303,11.1645,11.5609,10.6135
"CELE_T12B5,15",11.3657,11.1951,11.2648,11.7018,11.2055,12.5851,11.7492,13.8229
"CELE_Y17G7B,20",14.0756,13.7817,14.1696,13.957,9.85731,9.87799,9.90167,9.61092
"CELE_E01A2,1",12.6138,14.1934,12.6726,12.5219,13.7286,13.9444,13.2135,13.2037
"CELE_T02H6,1",13.975,13.7147,13.8629,14.0815,14.5863,14.1016,14.1741,14.8389
"CELE_Y37E3,11",16.4862,15.1082,14.6326,15.4832,14.7166,14.5037,15.031,15.1267
"CELE_M03F8,3",13.8431,14.0846,13.4157,12.6564,14.6944,14.743,14.4499,14.3389
"CELE_F55B12,10",14.0504,14.5195,14.2264,13.4726,14.5527,14.3034,13.9385,12.1016
pptr-2,14.9798,14.4007,14.3091,14.0341,14.2601,14.5078,14.3429,14.2287
"maph-1,2",16.305,15.8908,15.7928,16.4358,15.0371,15.2104,15.3788,14.8064
"CELE_K09G1,1",12.2552,12.8451,12.5611,12.0781,13.9074,12.9143,12.9731,13.9855
"B0303,7",15.59,15.0902,14.845,15.0644,14.6485,14.0339,12.7628,14.2114
"C23H3,3",13.7357,12.6212,13.1505,13.6813,14.3149,14.3413,14.4969,14.2052
"C17C3,1",13.8795,14.3428,14.2842,14.3652,14.6908,14.7183,14.6748,14.7192
glna-1,11.4708,11.0175,11.2093,11.6717,11.9353,12.9477,11.405,13.1833
"CELE_Y61A9LA,11",13.5688,12.7531,13.5933,14.3852,13.288,12.6681,12.3175,12.5312
"CELE_F41E6,5",12.5618,11.7534,12.5495,12.7107,15.3765,12.9364,12.7312,13.3244
"CELE_T25B2,2",15.2928,12.8713,13.0416,16.0681,13.5756,14.0091,13.9469,13.6654
trpp-1,11.3641,11.1781,11.2525,11.5066,12.403,11.6782,11.9675,13.1933
tsp-10,12.3055,12.4856,12.4437,13.6292,12.9234,12.5222,12.8279,12.2444
ugt-26,16.4473,16.645,16.5788,16.9456,14.644,14.7264,14.9209,14.7448
"C14H10,3",13.8898,13.7291,13.4312,13.423,14.1806,14.1045,14.1304,13.9731
"CELE_D1086,10",19.3954,19.0315,18.9308,18.6272,19.0112,19.0841,18.8536,20.0424
poml-3,14.3338,14.2494,13.8992,15.5383,14.4277,14.2755,13.9416,14.6743
unc-57,16.209,16.0865,16.051,16.4387,15.4671,15.1045,15.2389,15.7581
szy-20,16.6646,15.8838,15.7374,15.7368,14.5756,14.2856,15.2343,14.0836
"CELE_T06E4,14",11.3308,10.9042,11.2195,11.4486,9.60603,9.85538,9.96232,9.82036
"CELE_F13G3,10",11.3141,11.1449,12.3911,11.3731,16.3229,15.3463,15.2767,15.8685
rmd-2,16.0437,16.0568,16.1528,16.1071,15.3707,15.3243,15.4278,15.7313
smc-3,14.6819,15.0386,15.1898,14.7674,14.4188,14.4406,14.2699,14.549
ntl-2,14.1789,14.4401,14.5377,14.1725,14.214,13.8943,13.7265,13.962
gcn-1,15.752,15.9117,15.9622,15.5573,16.0712,16.36,16.2725,16.4357
urm-1,17.8233,18.1964,17.9227,18.313,17.4415,17.3722,17.3423,17.4593
nono-1,15.3171,15.5952,15.4526,15.4454,15.4462,15.6163,15.5342,15.257
atf-7,10.2368,11.6118,11.8959,10.9052,10.6546,10.8814,10.5085,11.3664
vps-26,15.0507,15.1223,15.1306,15.18,14.3065,15.4272,14.8972,14.6155
ndx-9,15.5459,15.4328,15.3957,15.3698,15.1375,14.8531,14.9049,14.874
"C14F11,4",16.5888,16.4148,16.4312,16.3339,17.2075,16.8153,16.9587,17.0409
abts-1,14.6455,14.5903,14.3627,14.1869,15.0193,15.2007,15.0953,14.9414
"CELE_ZK858,6",14.978,14.4906,14.3168,14.3482,14.7419,14.9481,14.9253,14.8074
"C41G7,9",17.5717,16.7591,19.1556,17.2968,17.9506,16.4176,17.1945,17.3637
lin-10,14.8645,14.6701,14.8594,14.9565,14.5686,14.6224,14.1706,14.4257
"CELE_M04C9,3",11.3932,9.55992,11.2762,11.5651,13.8784,14.2127,14.2595,12.0472
"C31H5,6",11.4013,11.1343,11.1502,11.6101,12.5636,14.4135,13.7261,12.658
"CELE_ZK355,8",16.4887,16.4969,16.4243,16.1475,13.0473,13.7308,12.7778,12.7471
spds-1,14.4535,15.1165,16.4215,14.6654,15.0755,15.3035,15.4492,15.3802
nxf-1,14.6199,14.8511,14.5977,14.8824,15.3116,14.861,15.1002,15.1488
"CELE_F38A6,5",11.3654,11.9056,11.2762,11.553,11.6219,12.1587,12.1324,12.193
"CELE_T03D8,6",14.8574,14.4961,14.7442,14.9609,14.2211,13.8628,13.8523,13.6732
ret-1,17.0221,16.6113,16.354,16.939,15.6082,15.522,15.0505,16.0339
"CELE_D1086,12",15.021,15.9267,15.9276,15.2951,12.5471,12.7483,13.0072,12.9997
"CELE_F52C12,6",14.1678,14.6427,14.1178,14.2776,14.2246,13.6251,14.1052,14.231
"CELE_Y40B1A,3",14.4998,14.0117,14.5913,15.8046,12.2832,12.613,13.0245,13.4052
pals-37,18.7703,18.6688,17.8268,18.6663,16.0128,14.1834,14.3424,15.1042
"CELE_F59A2,2",14.0791,14.1075,14.2702,14.5037,13.4879,12.923,12.6014,13.9026
ptr-24,16.106,16.4935,16.4503,15.2753,14.9888,15.8907,15.1609,14.9482
"CELE_F11C1,5",13.2549,13.0517,12.9927,14.924,13.8563,13.7526,13.804,13.6602
"CELE_Y43F8B,1",18.637,18.5232,18.8916,19.0915,17.3394,17.5604,17.5079,17.5419
sam-10,15.0923,16.0562,14.8501,14.5637,13.5386,13.2246,12.9363,13.7197
dic-1,20.2252,20.0375,19.8693,19.7644,17.8546,17.1036,17.0343,17.2746
unc-68,11.5395,10.7791,12.6507,11.1341,12.8891,12.1874,12.9304,13.7018
"CELE_T05H10,4;T05H10,4",15.8117,16.2801,15.8871,14.0024,12.4766,14.5061,14.1411,13.2489
"CELE_M05D6,5",15.9978,16.0272,16.0805,16.0999,15.9202,16.2475,16.2376,16.2293
ctg-2,13.7307,13.8963,14.0126,14.2818,14.665,14.366,14.688,14.6547
rpl-32,19.3172,19.3598,19.8177,19.4186,20.2913,20.7725,20.763,20.4365
"CELE_F37H8,3",13.6714,13.2556,13.1719,12.6058,13.2514,14.3731,14.4148,14.4206
clec-146,13.7563,13.9413,14.1263,14.3478,13.7803,13.9726,14.2816,13.9072
tnt-3,16.6635,16.1828,16.3124,16.5355,16.6037,16.5545,17.15,16.465
mlt-11,13.7421,13.3203,12.9912,13.7728,14.8865,13.5589,13.2435,13.6621
hrpu-1,13.595,13.1477,13.9873,13.3873,13.3237,12.5824,12.4973,12.4141
kcc-2,13.8177,13.827,13.918,14.1821,13.6639,13.5344,13.5755,13.529
ced-7,14.0239,13.8928,14.5212,13.792,12.6082,12.2977,12.632,13.2073
"CELE_F17C8,9",14.8777,14.8453,15.0041,15.2278,15.2649,15.3113,15.3043,15.1945
unc-119,13.752,12.654,12.7119,13.3435,12.5318,13.5298,13.2314,12.5931
mrpl-46,15.7284,15.5221,15.2468,14.9413,16.2269,15.5994,15.6237,15.5581
"CELE_F40G9,5",12.1324,12.5133,13.0437,13.8124,13.3746,12.9191,13.1329,14.1414
"CELE_F40G9,17",14.9622,15.1769,14.38,13.3603,14.9904,14.713,15.0114,14.8478
"CELE_Y54G11A,17",13.1901,13.784,13.5532,14.3971,14.4921,13.5391,13.5945,14.3645
let-767,17.0774,16.9506,17.4799,16.7233,18.6408,18.9018,18.8453,18.5573
dnj-16,14.3745,14.7776,14.766,14.8344,14.9551,14.908,15.0638,14.8112
cfim-2,14.8777,15.3765,15.0308,15.0555,14.707,14.374,14.3363,14.5852
magi-1,15.402,15.4287,16.7742,14.5838,15.0793,17.3556,17.0544,15.9342
"CELE_F55D12,2",11.4504,11.2232,11.275,11.6811,10.181,12.6425,12.624,13.2473
"C39B5,5",15.1944,14.6267,14.9421,15.2778,16.0018,16.1526,16.4244,16.2374
"CELE_Y32H12A,2",13.974,12.5789,15.5809,13.8949,16.6999,13.4458,13.5887,13.5492
smg-3,16.5958,14.0011,14.102,14.8185,13.1537,12.2768,12.6756,13.2371
"CELE_F56B3,4",14.1506,15.4177,14.5521,15.6718,15.3986,16.3726,12.6674,15.8384
"CELE_Y34B4A,8",11.303,11.2284,10.7509,11.281,10.0169,9.77462,9.9676,9.98002
csn-6,14.5852,15.0057,14.3809,14.3183,14.7428,14.5738,15.1593,14.8797
marg-1,15.7532,15.2481,15.6792,15.9284,16.4412,16.5175,16.4985,16.4266
grsp-2,16.8976,16.7446,15.7425,16.9328,15.1404,15.4117,15.4934,15.5811
"CELE_T28C6,7",15.6556,14.9138,14.965,15.3995,13.8489,14.5301,14.7605,14.2535
"CELE_T20D3,3",15.2274,14.4608,14.129,15.0165,13.9282,14.5716,14.2844,14.1488
"CELE_R102,4;R102,4",17.451,17.1979,17.5262,17.7424,16.2748,16.3645,16.4753,16.444
sao-1,15.9227,15.543,15.4522,16.4398,14.1566,14.7679,15.1447,15.366
"CELE_D1086,11",18.622,18.5574,17.7402,18.7787,17.571,17.6379,17.7224,17.7897
sqrd-1,13.7139,13.885,14.0756,15.123,14.4936,14.5347,14.5397,14.5715
