geneName;Leading.proteins,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03
mct-2;Q9UAT3,25.9905,25.4278,25.3043,25.2208,25.3311,25.4069
let-805;Q9UB28,26.1683,25.9137,26.1287,25.3149,24.4006,24.9772
lem-2;Q9XTB5,25.8846,26.0014,26.0454,25.7877,25.8469,25.4798
rpt-6;Q9XTT9,21.4502,24.9484,24.6089,23.1127,22.7996,22.9371
;Q9XTZ4,24.7689,25.1715,24.061,23.005,23.0198,22.9238
rpl-14;Q9XVE9,28.098,28.6322,28.3926,28.6692,28.6115,28.5491
rpl-8;Q9XVF7,26.3587,25.9545,26.2842,26.8678,25.5505,25.9453
rpl-8;Q9XVF7,24.883,25.418,26.0952,23.615,24.457,24.3846
rps-15;Q9XVP0,22.4632,22.8627,22.6245,26.214,25.924,26.1045
otub-1;Q9XVR6,22.9808,23.02,22.6465,23.0096,22.857,23.5448
car-1;Q9XW17,25.8114,25.4424,25.3223,25.3188,24.9276,23.8718
car-1;Q9XW17,26.7283,26.1313,26.337,22.606,22.7424,23.069
car-1;Q9XW17,22.9878,23.9886,23.6989,23.0503,24.8011,24.4061
car-1;Q9XW17,22.9664,22.9049,22.874,24.7649,23.8247,24.0851
car-1;Q9XW17,27.1933,27.1896,27.1313,27.2714,27.1698,26.8735
;Q9XW20,23.5035,22.8439,22.5574,23.0083,23.1033,23.142
;Q9XWC5,22.9704,22.88,22.9657,25.2647,24.9575,25.443
eif-3.j;Q9XWP7,24.7389,24.3917,24.6213,24.8366,24.7769,24.5995
Y37D8A.10;Q9XWW1,24.0594,24.4046,24.5454,24.0752,23.7161,23.8733
;Q9XX62,24.9976,25.162,24.6946,23.1154,22.6833,22.8607
;Q9XX62,26.3037,25.4553,25.3564,23.2913,23.9582,24.7595
vha-11;Q9XXU9,24.7426,24.9627,23.6057,23.0996,23.0717,22.9792
icd-2;V6CKR1,25.4509,25.3596,25.5354,26.5047,27.2917,26.9457
;X5LX59,26.1089,26.3305,26.2664,25.7403,25.6605,25.5006
