geneName,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
"CELE_Y50D4B,4",15.8591,16.0364,16.3143,15.9072,12.8793,13.7637,13.5127,14.6463
cdf-1,13.1981,12.9418,12.8851,13.0385,15.0753,14.3218,15.2003,15.1188
unc-34,13.1527,13.0222,12.6769,13.2592,18.6095,19.2727,18.5954,18.8462
tbh-1,18.6965,19.0548,18.5569,18.7819,17.546,17.7325,17.6712,19.3978
lev-11,21.8933,21.9091,22.2696,21.7953,23.9041,24.1488,23.792,23.8759
imp-3,14.9406,15.3301,14.4438,14.9481,14.2619,16.3201,15.9757,15.4478
prdx-2,21.8193,21.3514,22.029,22.1654,22.1243,21.961,22.5156,22.2658
jhdm-1,13.3619,13.9144,13.2782,12.4277,14.17,14.0463,13.9909,14.4271
mrck-1,12.9324,12.8595,12.7296,13.1484,14.9463,15.0883,15.8627,15.26
nhr-86,13.2412,13.1367,12.723,13.0741,14.3783,14.425,13.8587,14.6482
aat-3,14.8507,12.5438,14.7044,14.9367,14.4877,13.4276,14.8521,14.2447
"CELE_M02H5,8",17.8814,18.3561,17.4129,17.281,18.3782,17.6726,17.7523,18.2971
"CELE_T08B1,1",16.8075,16.6283,16.2253,15.8527,17.1682,17.1618,18.0439,17.056
lipl-5,13.7875,13.0386,13.6151,13.8991,17.4404,17.3251,17.2111,19.3081
fln-2,17.2401,17.0084,17.1824,17.4893,18.5361,18.3068,18.1672,18.5688
"C14C6,5",17.8759,17.7461,16.8533,17.1726,18.169,16.7952,18.1042,17.4029
"CELE_T08B1,1",12.7405,13.151,12.721,13.194,14.5177,13.3085,14.4646,15.1285
zig-11,13.8044,13.0533,13.6798,14.5018,16.8464,16.7332,17.3151,17.1802
ilys-5,16.3846,16.399,15.7997,15.8194,16.6843,17.1937,16.9247,17.7038
irg-3,16.1604,17.0106,14.7837,16.0043,16.6299,15.221,16.7599,15.2772
tns-1,15.776,16.3484,15.637,15.4595,17.6292,16.934,16.8778,18.0926
ubr-4,14.2463,15.2113,14.8975,15.1344,14.8,15.1381,13.5592,15.8839
ccar-1,15.5799,15.5482,15.0462,15.6596,16.2876,16.5611,15.7444,17.1838
ulp-2,13.0063,12.9344,12.7092,13.3301,14.516,14.2873,13.9184,15.0274
"CELE_T23F4,2",15.8133,14.8054,15.3543,15.2055,16.228,15.9278,16.5846,16.8872
sago-1,14.2528,13.9308,13.39,13.9807,15.9689,15.7802,16.2823,16.1639
sago-2,15.9714,16.1316,15.8783,15.8794,14.4562,14.4209,13.5713,15.1045
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.1338,14.0937,14.6206,15.0443,14.3337,14.3133,14.3359,14.5867
daf-4,15.3938,15.8197,16.4897,15.9718,16.1254,17.9632,17.1751,16.2886
hpo-3,13.3048,13.2918,12.9594,13.2874,14.1363,13.1518,13.8659,13.9722
acs-22,14.7458,14.7142,15.1839,15.011,14.3847,14.3445,13.9106,15.1405
tag-10,16.1245,17.0136,15.4118,15.4037,16.7774,16.7127,16.4418,17.2602
imb-2,15.6993,16.2368,14.6958,15.4748,16.5141,15.4188,16.4522,16.2065
brf-1,13.0458,12.7342,12.9938,13.2471,13.5358,13.4215,13.2232,14.8229
"CELE_W09B6,4",15.68,15.5589,14.7706,14.3431,14.8901,15.7108,16.5247,16.4126
irg-7,19.4416,19.381,19.0262,19.1209,19.3271,19.0947,19.2671,20.1542
"CELE_F27B10,1",13.2298,13.2916,12.8022,13.3336,14.3632,13.6236,14.3735,14.8436
"CELE_T22F3,3",13.3209,13.3028,12.7684,13.2858,14.4646,14.27,14.2207,14.8722
die-1,13.1744,13.2054,12.5641,13.3621,14.4552,14.3986,13.9343,14.5848
dhs-11,13.765,13.5004,15.6562,15.5333,14.5057,14.1558,14.4594,15.0856
tbc-14,15.6906,15.8106,15.8825,15.8561,16.0316,16.81,15.7661,15.8938
cyp-34a6,15.1899,15.7969,15.5454,15.7498,13.8158,13.5077,14.4739,14.054
fipp-1,13.2832,13.113,12.8723,13.2821,15.9003,15.0766,15.7207,16.1953
unc-132,16.1923,15.5441,16.0539,15.6335,16.7321,16.7146,16.8607,17.0371
cdh-4,13.3397,12.9297,12.8374,13.2936,14.3364,14.0395,14.216,15.0928
ajm-1,13.0441,13.1996,12.6299,13.194,14.1897,13.9917,13.9553,15.072
"CELE_ZC412,3",18.8669,19.0285,18.0189,17.9431,19.361,19.3437,19.3241,20.1146
farl-11,13.3,13.0025,12.9875,12.5854,14.325,14.3164,14.4535,14.7686
let-711,15.9654,15.3583,15.7342,15.6397,16.6155,15.1614,16.2159,17.5791
"C40H1,7",14.5763,14.4699,15.9008,15.0706,14.4782,14.1286,14.43,14.6104
spat-2,15.5621,15.8213,15.0436,15.1316,16.2014,16.6957,17.0625,17.522
aakg-1,15.9258,16.2658,16.0502,15.7623,15.5354,16.2973,16.397,17.2766
grl-23,12.844,13.2261,12.9642,13.0982,14.0845,14.3953,14.0122,14.7374
spat-2,14.143,13.3995,15.8371,15.2707,17.1363,16.0308,17.3242,18.1571
"CELE_Y55F3BR,6",13.1881,13.2986,12.9785,13.1643,14.2976,14.1019,14.2455,15.0564
vab-10,19.3241,19.188,18.8759,19.0655,21.0819,20.3173,21.0967,21.7864
"eif-3,l;eif-3,L",18.3123,17.9605,18.9907,18.9457,17.3957,17.3569,17.3764,18.6601
"npp-25;npp-25;npp-25;Y37D8A,17",16.4943,15.8518,17.1822,17.0772,17.6128,16.3803,16.2,15.7966
cnt-1,15.9609,14.8263,14.0249,15.4226,14.4444,14.4314,14.475,14.9247
"C26G2,2",13.5636,13.5028,14.9584,13.9699,14.3312,15.4872,15.4595,16.0877
"CELE_F43B10,1",13.1894,13.1562,12.0314,13.3612,14.3564,14.2042,14.4094,15.0269
ubc-15,14.6706,14.6209,14.3081,14.6214,14.4648,14.4094,14.1878,13.6447
"CELE_Y55F3BR,10",15.7842,15.5107,13.9367,16.3988,14.2362,14.423,14.1566,15.1419
"CELE_Y38F2AR,12",14.3588,13.0704,14.4108,14.9409,14.1664,13.6575,14.7004,14.2198
ttr-42,17.0684,17.1944,19.1209,19.6243,17.8589,18.5957,19.0153,19.1432
"CELE_H29C22,1",19.1467,18.3187,18.7729,19.6119,19.7232,19.0382,19.4349,19.5799
"CELE_F07G6,10",13.2493,14.0597,16.8222,15.455,14.0299,13.6734,14.1505,14.6029
ttr-34,14.8987,14.5197,15.5224,14.9811,14.142,14.4011,14.2462,14.9528
"CELE_Y49E10,29",13.2316,12.9968,12.761,13.2022,14.3041,14.38,14.4774,14.8269
cnnm-1,13.2965,13.0206,12.7222,13.2602,16.0608,15.1779,15.6514,15.8142
col-138,13.2213,13.2175,12.6434,13.3066,18.6385,18.8246,19.4709,19.2545
oac-59,12.9371,12.9895,12.9224,13.205,14.2271,14.3903,14.249,14.3717
"C42C1,8",15.3276,15.8413,14.4709,15.0838,15.253,15.5304,15.5021,18.6603
"C42C1,11;AP-1",15.6315,15.2001,14.7115,14.7244,15.4008,15.534,15.8288,16.2848
rpl-34,18.3644,18.0717,18.3068,18.0725,17.3861,17.2681,16.3446,18.1643
erl-1,15.7567,15.806,15.591,15.6539,15.7318,15.4876,15.4696,16.0848
tag-335,15.8443,16.8781,14.0068,14.7557,14.2674,13.8168,14.0557,14.0625
fbxa-6,13.2911,13.2543,12.3078,13.1291,14.2727,14.1395,14.314,14.919
"CELE_cTel55X,1",16.3365,15.5901,16.5265,16.5262,14.4315,13.7603,14.3592,15.0578
"C44C10,9",15.6477,15.6407,15.3325,15.5629,16.9396,16.6029,16.3646,17.5186
"CELE_F14D7,12",13.2723,13.3002,12.8401,13.2989,14.4169,14.4439,13.7384,14.8879
"CELE_D1086,17",13.2886,13.3181,12.3891,13.2407,14.4628,14.4112,14.2741,14.84
"CELE_W06G6,15;CELE_Y70C5B,2",13.3462,13.2587,12.9831,12.9591,14.3863,14.4106,14.1874,15.09
"CELE_Y71F9AR,4",13.2802,13.0755,12.6632,12.4302,14.3003,14.3656,14.1799,15.1433
"CELE_Y47G6A,33",15.9346,15.6335,14.6115,14.3353,14.0678,13.8568,14.8909,13.7311
"CELE_ZK813,7",19.0258,18.3505,20.0342,19.9746,19.9048,21.3434,20.9199,21.4929
"CELE_T28A11,2",18.0888,18.208,17.377,17.5982,19.7567,19.4839,19.8566,20.3092
guk-1,17.1542,16.9726,15.7694,15.5239,16.549,17.1327,17.1646,17.1503
"CELE_Y53C10A,6",13.2496,13.2332,12.8141,13.3425,14.3978,14.3847,14.2994,13.8544
"CELE_Y48C3A,18",13.249,13.2403,12.6538,13.353,14.4792,14.3649,14.0998,14.5937
"CELE_Y39B6A,3",13.2745,11.3815,12.9004,13.3146,13.9212,14.3806,14.4219,15.1674
dab-1,14.7244,14.8236,14.6135,14.4728,14.8271,14.2647,15.8807,15.1402
"CELE_F25H8,1",15.363,15.4902,15.6418,15.7276,14.2443,14.3088,14.3442,14.1746
swsn-9,14.7196,14.4162,14.6171,14.4539,14.5044,13.1219,14.1506,14.9601
"CELE_ZC434,7",12.9067,13.1539,12.9886,13.2841,13.8976,14.4276,14.0451,15.0324
rad-50,13.1622,13.287,11.7532,13.2424,14.0474,14.4321,14.173,14.6315
"C25F9,11",16.1613,15.4073,15.437,15.4228,17.6768,17.0138,15.8545,19.0372
sin-3,16.9193,16.6461,17.4238,16.6188,17.9372,18.0293,17.74,16.5773
hmp-1,13.2991,13.7584,13.0805,13.3786,16.2607,15.5756,15.7103,17.1084
dhs-3,18.2615,17.1974,18.1243,17.4547,16.1222,17.1768,16.7072,17.5146
nra-2,14.4125,14.9271,15.7239,14.9251,15.692,16.2532,15.8641,17.5102
"CELE_Y37H2A,14",13.2445,14.6497,13.8039,11.0589,16.3432,17.7678,16.7697,16.901
"CELE_F27E5,7",15.6336,16.1167,14.4566,14.9204,14.2618,14.3444,13.9971,14.8109
saps-1,15.7251,15.3591,15.0136,15.7338,14.0547,14.2941,16.4338,14.4957
"CELE_ZK809,8",13.0224,13.2431,12.8933,13.3476,14.2695,12.9083,14.119,13.8433
"CELE_D1081,7",13.0732,13.2231,12.8649,12.6382,14.3655,14.2836,14.2186,14.6125
aph-2,13.0647,13.1952,12.7404,13.2218,14.4661,13.9806,14.3874,13.5701
"CELE_F15B9,10",16.6778,17.2347,15.4357,15.4306,16.8455,17.0401,17.0017,18.2177
"C27A7,5",14.291,14.4181,12.6798,13.8205,14.2037,14.2535,14.2594,15.0751
"CELE_F30A10,13",13.1104,12.517,12.886,13.2846,14.3055,14.4426,13.4924,14.4603
"CELE_F30A10,14",19.0092,18.3654,17.3947,18.6626,18.5721,18.008,18.6024,18.7602
"C04H5,7",13.8741,14.1481,13.9915,14.8128,14.157,14.3245,14.4457,14.2892
"C13B4,1",13.8441,14.8129,12.4156,12.998,13.3297,13.8143,14.4396,15.0292
"CELE_F02E9,10",15.0244,15.2558,15.228,15.298,15.6673,15.4918,15.6503,15.7946
"CELE_R13H4,2",16.7394,17.8288,17.4262,17.7185,14.1632,14.0152,13.9331,15.0071
"CELE_ZK228,4",16.5226,16.4706,16.0658,15.9434,13.784,13.6488,14.391,15.1275
"CELE_K02B7,3",18.0143,18.138,18.4982,18.3592,18.5571,19.1433,18.726,18.8657
nuo-3,17.2967,17.5721,17.2238,17.7254,14.3211,14.2314,14.4559,15.1531
"C44E4,5",15.9708,15.0515,15.0122,14.9761,16.0339,16.004,15.7184,16.2394
"CELE_F49E2,2",16.7756,16.5983,16.0999,16.1424,16.9516,15.8337,16.3127,16.9454
"T07A5,7",13.7135,14.0105,13.9004,14.6045,18.8922,18.1141,18.0676,19.6482
"CELE_T04F8,7",16.21,15.8824,15.4572,14.7422,17.2409,16.9135,17.3461,16.6587
"gpb5;CELE_T23B12,8",14.7254,15.7025,13.0426,13.9088,14.5027,13.486,14.2612,14.8979
"CELE_F49D11,10",14.6906,14.9247,15.303,14.7987,15.1902,15.7259,15.1396,17.0037
oxy-5,19.3162,19.4998,18.5043,17.7783,14.114,14.1387,14.0786,14.9661
mrg-1,16.5053,17.0573,16.5924,16.0781,17.029,16.9183,17.5271,18.5742
obr-1,13.4602,12.74,13.9437,14.2913,14.3501,14.2005,14.257,15.0693
igcm-3,13.3174,13.2912,12.7954,13.2015,14.5102,14.3944,14.3733,15.0574
unc-16,15.8483,15.0344,15.3239,15.1594,14.6116,14.9428,14.1768,16.0579
gpdh-2,18.7883,18.8951,19.0463,19.2666,18.779,19.1198,19.2772,20.1526
sly-1,16.6694,15.5723,15.6174,15.7063,14.2057,15.8866,15.4657,14.6305
"B0393,9",15.8752,15.8129,15.5988,16.0029,14.1744,14.2543,14.4518,14.6376
cisd-1,19.2043,19.1597,19.143,19.3533,20.5226,19.4723,19.6272,20.8033
"CELE_F09E8,2",15.5489,15.5364,15.1719,15.613,16.4812,16.1217,16.1351,17.643
lsy-22,13.0688,12.8285,11.8535,11.9519,13.6636,14.0056,14.445,14.8512
"C24H11,5",13.6891,13.9348,13.8979,13.704,14.5029,13.9383,14.1618,15.1105
"CELE_F10A3,17",15.8472,16.8581,16.5678,17.309,17.9344,18.8143,18.7017,17.803
pnc-1,13.3123,13.1974,12.7141,13.0614,15.9551,15.7123,15.8519,17.2375
"CELE_Y94H6A,12",12.969,13.1549,12.8098,13.2563,14.2524,14.4438,14.2535,14.7731
"CELE_F56C9,6",12.8536,13.3203,12.5109,13.3574,14.1626,14.2703,14.4654,15.083
"CELE_T28D9,4;T28D9,4",14.6577,13.9103,15.5948,15.5596,15.784,15.996,15.898,14.9872
"C28G1,5",14.2516,14.2197,14.3145,14.7259,15.8712,15.2782,16.1312,16.3225
gpx-7,13.9721,13.2056,12.1381,13.205,17.2533,17.2247,17.6494,20.3028
"CELE_F41D9,2",15.0944,14.4648,14.7166,14.3982,17.081,17.2559,16.4813,16.7586
"CELE_T04F8,8",13.1724,13.1355,12.8301,13.1684,13.5245,14.2877,14.3313,15.0935
"CELE_ZK856,16",13.0885,12.8471,12.9105,13.3463,14.2785,14.1676,14.1121,14.2561
"CELE_F23B12,4",13.2831,13.0581,12.7333,12.675,14.2737,13.491,14.0608,14.818
"CELE_K09A9,6",15.3902,15.5796,15.2034,17.2188,14.4367,14.1244,14.2327,14.6101
"CELE_H14N18,4",12.8771,13.3032,12.9525,12.8091,14.1973,14.4298,14.4162,14.9811
"CELE_T12B5,15",13.3286,13.0099,12.7709,12.2127,13.727,14.0866,13.7978,14.9127
"CELE_Y17G7B,20",13.0603,13.1315,12.8896,13.237,14.5012,14.4252,14.1581,15.0482
"CELE_E01A2,1",13.3334,13.2436,12.9994,12.9212,13.8381,14.3663,14.458,15.1609
"CELE_T02H6,1",15.0115,14.9353,14.8286,14.2428,15.4719,15.4694,14.3078,16.047
"CELE_Y37E3,11",16.6092,17.9941,16.0447,16.7355,17.6489,17.3456,16.8659,18.9839
"CELE_M03F8,3",12.9636,13.2735,11.8559,13.3451,16.0659,16.7486,16.4387,17.3221
"CELE_F55B12,10",16.2389,15.5294,16.2845,16.3225,13.7134,14.276,14.3275,14.9343
pptr-2,14.5079,15.321,15.2421,15.1676,15.6053,15.235,16.1117,17.0864
"maph-1,2",17.2143,17.006,16.5349,16.9159,17.7639,17.7668,17.9786,17.9028
"CELE_K09G1,1",14.747,13.8468,13.5559,14.4582,15.4568,14.9218,15.7713,14.5128
"B0303,7",15.8845,15.959,14.7376,14.5951,16.0238,16.6028,16.0195,18.1105
"C23H3,3",13.3244,12.9985,12.9698,13.0706,14.1985,14.3202,14.3127,14.9337
"C17C3,1",12.2734,12.5553,14.6729,13.454,13.4423,13.9603,13.8516,14.132
glna-1,14.5978,13.7007,15.7313,15.6276,14.3541,13.9953,14.388,15.0647
"CELE_Y61A9LA,11",13.3422,13.3383,12.5119,13.0764,14.3257,14.377,14.3595,15.081
"CELE_F41E6,5",15.0966,15.2645,14.5464,14.7235,14.2534,14.0422,13.6868,14.5821
"CELE_T25B2,2",14.2653,14.4033,15.0399,13.9912,17.3346,17.1986,16.5998,17.1168
trpp-1,13.2898,13.3296,12.9264,12.8315,14.3979,13.6496,14.3693,14.6734
tsp-10,13.1729,13.3499,12.5215,13.1911,14.0277,15.3214,15.1808,16.4819
ugt-26,18.653,18.5742,18.1368,18.7341,18.6183,18.3235,18.6116,19.9792
"C14H10,3",15.0018,15.0883,14.2528,15.0074,16.1249,16.643,15.5257,16.5495
"CELE_D1086,10",21.4035,21.846,20.4638,20.5053,18.0607,17.3709,18.6051,18.0486
poml-3,15.6342,15.8014,14.5952,15.6543,16.4037,16.7078,16.3703,17.7718
unc-57,16.4411,16.4026,16.0007,16.376,17.4061,17.3289,17.2885,17.7031
szy-20,15.2969,15.8034,14.747,14.4816,18.0854,17.5341,15.731,19.0954
"CELE_T06E4,14",13.2903,12.9705,12.9977,13.2881,14.0772,14.4255,14.1114,14.8202
"CELE_F13G3,10",18.0397,18.1535,17.408,17.6479,17.3659,17.0211,18.2661,18.4081
rmd-2,18.4506,18.2276,17.9317,17.9926,17.299,17.4412,17.5459,18.4901
smc-3,15.6497,15.5603,15.0198,15.061,15.7577,16.0919,15.5637,16.6309
ntl-2,14.1531,14.9312,13.3955,13.898,14.2249,13.8437,14.0575,14.7123
gcn-1,17.0974,17.0294,17.1469,16.8637,17.3856,17.6247,17.9469,17.8975
urm-1,18.6886,18.5994,18.3139,18.5302,16.6914,18.401,16.5479,17.4519
nono-1,15.7863,15.7696,16.0541,16.3739,17.5114,18.125,17.4754,18.319
atf-7,13.0479,13.3191,12.8217,13.3255,14.3131,13.3176,13.6268,15.0703
vps-26,15.8062,15.7659,15.2552,15.9705,15.718,15.7145,15.8663,15.7972
ndx-9,14.6786,14.7689,14.7314,14.1728,14.1909,14.3049,13.3116,14.5708
"C14F11,4",18.3731,18.087,17.6517,17.9118,18.1428,18.5035,17.6286,19.58
abts-1,16.435,16.6692,15.9936,16.3312,17.6418,17.0699,17.3032,18.5223
"CELE_ZK858,6",16.0748,16.0339,15.9059,16.2657,17.1198,17.0794,17.4683,18.0421
"C41G7,9",19.2168,19.2277,18.9312,19.0097,13.9498,14.2268,14.0189,15.0046
lin-10,14.3934,14.924,13.867,15.0565,14.4045,14.4022,14.3909,15.0847
"CELE_M04C9,3",13.2396,13.2522,12.7353,13.2999,14.3633,14.3881,13.8549,14.5373
"C31H5,6",12.7641,12.6991,12.8345,13.3301,14.2445,14.2562,14.4495,15.0169
"CELE_ZK355,8",13.2528,13.0506,12.9104,13.2479,15.3088,15.6173,15.5757,16.25
spds-1,16.459,17.0795,17.2249,17.2984,17.0095,17.1868,17.8677,17.3492
nxf-1,16.0614,15.7402,15.513,15.7579,17.0811,17.0026,16.7816,18.4895
"CELE_F38A6,5",14.3023,13.9959,14.7307,14.3146,14.3949,14.7423,14.0391,15.1387
"CELE_T03D8,6",15.7658,16.0048,15.1849,15.9346,17.5422,16.1444,16.6842,17.5562
ret-1,16.7831,16.871,16.327,16.6744,18.2012,17.8516,17.4279,18.4945
"CELE_D1086,12",16.8856,15.063,15.319,16.3479,16.6449,17.4097,16.8427,16.9181
"CELE_F52C12,6",15.8496,16.5564,15.7404,16.4978,16.4549,17.2858,16.6972,16.952
"CELE_Y40B1A,3",13.278,13.0097,13.2703,14.0958,15.0618,15.8357,15.7531,16.7415
pals-37,19.1403,19.0501,18.343,18.6617,20.3267,19.3036,18.9664,20.6946
"CELE_F59A2,2",14.0127,14.3277,13.85,14.0404,15.3469,15.7393,15.2466,15.4284
ptr-24,14.9313,14.5521,16.1566,15.7469,14.4966,13.6176,14.4375,14.7197
"CELE_F11C1,5",14.5944,14.0527,15.5803,14.4041,14.144,14.0507,14.3271,15.1306
"CELE_Y43F8B,1",19.5497,18.7917,19.1277,19.1939,20.0166,20.6057,20.0131,21.1529
sam-10,15.7428,16.1011,14.7689,14.5392,14.0256,14.3147,13.9179,14.7053
dic-1,13.0596,13.0909,12.6313,12.729,19.1238,19.7166,19.9244,17.6863
unc-68,14.5842,13.641,14.8762,13.3203,11.7635,13.6008,13.7255,13.9306
"CELE_T05H10,4;T05H10,4",15.3984,14.7384,16.4751,15.5862,17.0989,17.6394,17.28,17.8137
"CELE_M05D6,5",17.1004,16.2137,16.5914,16.6622,18.0157,18.2831,17.5571,18.7725
ctg-2,15.7739,16.0419,15.5322,15.4377,16.4208,16.5752,16.059,17.3186
rpl-32,19.1864,18.8718,17.7452,17.8529,19.0005,15.8897,17.8319,19.3238
"CELE_F37H8,3",14.0011,13.6884,13.4415,13.9327,13.7752,13.9001,14.2915,15.0662
clec-146,12.9768,13.3228,12.6203,12.9436,14.4808,14.4472,13.9742,14.9229
tnt-3,17.2886,17.3129,17.0911,17.2268,15.7648,16.5235,16.7173,17.7323
mlt-11,13.1648,12.8799,12.5264,12.747,14.3934,14.1151,14.1046,15.1334
hrpu-1,13.3021,13.2611,12.6354,13.1673,14.4172,14.4459,13.7718,14.5391
kcc-2,15.2744,14.0258,14.6775,14.7006,18.7132,18.0455,17.6258,18.0507
ced-7,13.1862,13.0505,12.8184,13.3169,14.4935,14.4208,14.1742,14.7707
"CELE_F17C8,9",15.9902,15.3966,16.3422,15.9277,16.4681,16.7434,16.4556,16.5297
unc-119,13.1908,13.1994,12.6625,12.8687,14.3059,14.2818,13.7176,15.1412
mrpl-46,15.0134,16.3072,15.5933,15.305,18.0242,17.8594,17.9185,18.7318
"CELE_F40G9,5",13.2332,13.1095,12.9983,12.5866,14.0922,14.1999,14.4401,14.9353
"CELE_F40G9,17",15.3598,15.4133,15.3645,15.3781,16.6831,17.2658,16.8257,17.738
"CELE_Y54G11A,17",14.6894,14.2249,14.362,14.15,14.1582,14.435,14.2659,15.1686
let-767,16.5775,16.7649,18.3217,17.2831,18.6648,19.2838,18.7666,20.1829
dnj-16,15.6636,15.6691,15.6098,15.3001,16.4958,16.5218,16.3293,16.9035
cfim-2,15.3136,15.138,15.2581,15.0419,15.6794,16.5148,15.6025,14.8555
magi-1,13.0513,9.35139,17.4675,15.6049,13.7275,14.2167,14.4729,14.4418
"CELE_F55D12,2",12.9781,13.1873,12.9968,13.267,13.8854,14.1983,14.2085,14.9719
"C39B5,5",14.9591,15.0505,14.7967,15.444,17.5991,16.894,17.4165,17.7695
"CELE_Y32H12A,2",19.9556,19.0843,13.3277,13.6902,14.0848,14.3043,14.3843,14.8564
smg-3,15.1979,15.3812,14.6918,14.7413,15.8907,15.2582,15.188,16.8551
"CELE_F56B3,4",13.2244,13.2979,13.3149,14.1822,13.9537,14.437,14.2124,15.0244
"CELE_Y34B4A,8",13.311,13.0081,12.8156,13.3359,13.7983,14.2026,14.4639,14.9044
csn-6,15.1432,14.4273,15.3331,14.8001,16.5592,15.8936,14.835,16.5917
marg-1,17.225,17.2099,16.54,16.1382,18.3717,18.3677,18.5529,18.873
grsp-2,15.5925,16.2726,15.6558,15.5108,17.9312,17.8045,17.8647,18.0515
"CELE_T28C6,7",16.1493,16.1083,15.8938,15.8402,17.6218,16.9991,17.7597,17.0401
"CELE_T20D3,3",16.5408,15.3045,14.2972,14.7627,15.9489,16.4196,16.8092,16.5726
"CELE_R102,4;R102,4",16.7357,16.6578,16.2827,16.4239,18.1852,17.9407,18.7807,19.6979
sao-1,15.8559,15.5854,15.5723,15.3951,17.2644,16.5865,16.3102,17.5104
"CELE_D1086,11",19.914,19.7262,19.5279,19.9075,19.8829,19.1746,19.7118,20.0325
sqrd-1,15.2788,14.738,14.9618,14.9447,16.3249,16.6094,16.1014,16.8442
