geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,,,,
;P91491,30.1601,22.7628,23.9641,24.4412,29.8856,30.924,30.2204,29.8787,,,,
usp-5;P91502,20.2327,20.5488,21.5317,20.1538,21.5784,19.9639,21.2235,20.9176,,,,
usp-5;P91502,26.9601,25.183,25.9052,26.672,27.5769,28.7271,28.353,27.9065,,,,
usp-5;P91502,21.9212,21.2802,20.9007,21.2207,20.4762,20.899,20.6762,20.902,,,,
usp-5;P91502,20.8627,20.4918,19.5211,20.3364,21.5429,20.8305,21.0096,21.8728,,,,
usp-5;P91502,21.725,20.7247,20.2544,20.5384,20.1449,21.7607,20.8339,21.466,,,,
usp-5;P91502,21.2662,20.4263,21.3234,19.6847,23.6534,24.5716,23.8895,24.7065,,,,
usp-5;P91502,21.4492,21.1143,20.3097,21.6896,20.534,20.2933,20.0311,21.1669,,,,
usp-5;P91502,21.8464,20.2746,20.1798,22.1513,23.3975,24.129,22.325,24.0992,,,,
usp-5;P91502,21.9098,20.5835,18.427,21.3069,19.9044,21.2559,20.7904,20.8052,,,,
set-18;P91821,21.8453,18.8404,21.3586,21.1384,20.7489,20.7059,21.5502,21.0837,,,,
F26H9.5;P91856,21.1225,21.5256,20.721,20.8718,21.6716,21.4153,21.5812,23.0611,,,,
rab-5;P91857,24.2538,23.2174,23.0247,24.0883,22.0638,22.951,22.6508,22.4107,,,,
rla-1;P91913,21.0968,19.5763,20.9913,20.8075,21.0379,21.4714,21.0617,20.6657,,,,
rla-1;P91913,24.968,21.7035,23.793,23.2154,20.9862,21.2423,21.7359,19.967,,,,
rla-1;P91913,26.8351,27.0838,28.0758,27.752,24.9213,23.5396,24.588,24.069,,,,
rla-1;P91913,26.8351,27.0767,25.6807,26.1081,24.9213,23.7903,24.588,24.5415,,,,
rpl-27;P91914,18.6432,20.1504,20.6022,19.5007,25.5167,24.1549,23.9252,23.6807,,,,
rpl-27;P91914,20.6194,20.3159,18.4243,20.7412,21.4597,20.7091,20.993,21.0469,,,,
rpl-27;P91914,24.5993,25.6878,24.8045,24.2105,19.3518,20.5179,20.5834,20.6862,,,,
ola-1;P91917,20.6286,19.2262,20.0434,20.8148,20.7396,20.8235,21.3175,19.8453,,,,
snr-2;P91918,21.1517,21.1129,20.838,20.719,23.0583,24.2463,23.7833,21.8837,,,,
snr-2;P91918,24.0285,24.4855,23.5306,22.3095,20.8738,20.8383,20.2071,21.8959,,,,
ZK370.8;Q02335,20.4913,21.0285,21.5745,21.0429,20.9754,19.8289,20.1442,21.7141,,,,
ZK370.8;Q02335,21.784,21.4687,20.6473,20.895,22.9059,23.7571,22.9094,22.7533,,,,
ced-10;rac-2;Q03206,22.9744,22.3297,24.4902,23.4874,19.7508,19.8416,19.959,21.5584,,,,
bre-3;Q03562,22.031,19.5594,19.4554,19.5387,19.6427,20.1574,20.3676,21.4533,,,,
B0464.6;Q03564,21.7389,20.5094,21.1434,20.7912,20.3593,20.9209,20.53,20.6008,,,,
C38C10.2;Q03567,23.1617,23.4208,23.2043,23.2984,23.9785,24.0713,22.4888,25.1186,,,,
C38C10.2;Q03567,27.0431,21.057,21.0831,22.4216,27.0512,28.2446,27.0366,26.6817,,,,
nhl-1;Q03601,21.8954,19.9028,21.2914,19.3142,23.9438,25.7601,23.6659,24.2882,,,,
lrp-1;Q04833,21.8982,20.6352,20.1266,20.0692,20.586,20.5159,21.3808,21.8626,,,,
C30C11.4;Q05036,21.0078,21.4859,21.6554,21.2625,21.5857,21.2214,21.6086,21.3833,,,,
C30C11.4;Q05036,20.52,21.0761,19.4832,21.3162,21.3021,21.542,20.3342,18.9021,,,,
cdc-42;Q05062,21.812,20.9131,19.6744,21.3712,24.9148,22.6645,23.9796,23.5674,,,,
cdc-42;Q05062,22.0577,21.2057,20.2706,20.2819,18.6372,21.1438,21.8266,21.8172,,,,
cdc-42;Q05062,21.8128,20.4626,20.2397,21.7381,20.0043,19.958,21.3151,21.6183,,,,
cdc-42;Q05062,21.5654,18.2651,20.9458,20.8626,20.7414,20.5341,20.0902,20.5578,,,,
;Q067X2,21.3956,21.43,19.822,20.3974,20.6153,21.1012,21.0816,21.1361,,,,
unc-60;Q07750,22.0452,21.2708,21.8352,21.414,21.457,20.4513,21.03,21.5651,,,,
unc-60;Q07750,21.063,21.2061,19.4537,20.1553,21.0585,19.1341,20.1019,20.246,,,,
B0495.8;Q09217,21.7494,19.6629,20.5742,20.6943,20.2242,21.6222,21.5901,19.9976,,,,
C13B9.3;Q09236,21.4988,19.7649,21.0054,19.6376,21.4851,21.6123,21.5046,20.707,,,,
C13B9.3;Q09236,20.9848,20.1119,21.2945,19.1028,20.829,19.4963,21.1093,20.6335,,,,
C13B9.3;Q09236,20.1768,21.542,21.0786,20.6544,19.3304,20.2622,20.8856,20.9587,,,,
C18H9.3/C18H9.2;Q09237,20.3491,20.2972,20.9373,20.7043,19.7201,20.9996,20.6204,21.4454,,,,
C18H9.3/C18H9.2;Q09237,21.2246,20.9655,21.4073,20.7754,21.3245,21.8047,20.777,19.4465,,,,
dnc-2;Q09248,22.4764,22.048,23.2473,22.7958,18.1814,19.8255,20.6632,21.5471,,,,
C16C10.4;Q09250,21.2259,18.7944,20.9622,21.1348,20.4194,21.3236,20.9001,21.1435,,,,
C34C12.4;Q09269,22.2043,22.6724,23.2337,23.5063,21.5995,23.4897,23.1959,23.2687,,,,
C56G2.7;Q09289,23.4707,26.2414,26.9922,26.0298,26.081,24.735,25.6779,24.7721,,,,
C56G2.7;Q09289,30.8394,24.7037,26.774,26.6944,24.2407,25.6288,24.6978,23.845,,,,
C56G2.7;Q09289,26.8879,31.6049,31.1391,29.7845,25.3152,25.8048,25.7336,25.7742,,,,
C56G2.7;Q09289,25.2981,24.2164,24.9743,25.4385,20.7321,20.517,20.6992,21.2639,,,,
C56G2.7;Q09289,20.6882,21.5436,19.5929,21.2219,25.5446,25.0124,25.3538,25.0356,,,,
C56G2.7;Q09289,20.481,21.2213,21.326,20.3108,20.7066,19.7431,19.8252,21.7684,,,,
C56G2.7;Q09289,25.5801,23.8683,24.5564,25.5722,22.3425,23.1658,23.6762,23.2059,,,,
C56G2.7;Q09289,25.0357,26.0487,26.9115,25.3586,21.1878,20.9786,21.2925,21.1871,,,,
T09B9.4;Q09350,18.9844,21.1388,20.1008,18.9089,20.0025,21.26,20.8138,21.4959,,,,
K07E1.1;Q09407,20.7134,21.1887,21.8499,21.4521,20.9425,20.714,19.8238,21.4908,,,,
pgam-5;Q09422,20.6988,20.8192,21.4037,19.4391,24.4375,23.9014,24.0926,24.0823,,,,
pgam-5;Q09422,21.2024,20.4754,20.2793,19.0334,21.4542,21.7231,21.6857,20.8153,,,,
pgam-5;Q09422,21.2614,20.377,21.4256,21.5845,20.9956,20.1609,21.2227,20.6632,,,,
mex-6;mex-5;Q09436;Q9XUB2,22.0556,20.5991,20.1535,20.7256,20.5346,20.9631,20.9947,21.4743,,,,
ubh-4;Q09444,21.7805,23.3524,22.8931,22.2484,20.6487,21.7541,21.4789,21.5708,,,,
ubh-4;Q09444,25.8769,25.6479,25.4524,23.6205,24.3753,26.1102,25.7545,24.7781,,,,
ubh-4;Q09444,20.7214,20.9433,21.6552,21.5026,26.1914,25.671,25.7545,24.7781,,,,
ubh-4;Q09444,24.1512,23.1851,23.9228,22.6746,23.2932,23.7034,24.7092,23.4623,,,,
;Q09489,24.9584,23.3129,22.2947,22.2897,20.5714,20.9571,20.6743,21.1701,,,,
;Q09489,21.3258,19.7597,21.5551,21.6712,21.3584,20.8415,21.2553,20.5367,,,,
lgg-1;Q09490,23.1602,21.9132,21.3904,21.7894,20.4323,20.6664,19.6674,20.648,,,,
lgg-1;Q09490,24.9743,21.9132,21.7802,21.7894,23.4195,24.379,22.7458,24.3292,,,,
rpl-10;Q09533,21.8101,19.9424,21.5063,21.7168,19.972,21.2305,20.1076,21.1725,,,,
rpl-10;Q09533,22.4559,25.088,27.5488,25.2772,22.5598,23.4255,22.6224,23.301,,,,
rpl-10;Q09533,26.1798,25.4958,26.3286,24.7526,23.8297,23.4609,26.4566,23.0467,,,,
rpl-10;Q09533,22.038,20.246,21.3449,20.8871,23.8919,23.248,23.4026,23.9995,,,,
F36G3.1;Q09560,22.8462,20.9268,21.9553,21.5602,21.1693,20.9333,20.9496,21.2749,,,,
F48E8.6;Q09568,23.1914,19.9968,20.261,23.6594,24.6345,23.3634,25.6743,25.0108,,,,
lec-3;Q09581,23.2563,23.0023,23.5468,23.2979,21.1683,21.1108,20.875,21.5319,,,,
lec-3;Q09581,23.6586,25.3014,25.9354,25.6656,20.4512,20.009,20.7924,21.4081,,,,
lec-3;Q09581,20.6251,20.6936,21.5835,20.7986,20.4584,21.6314,21.1092,19.7817,,,,
lec-3;Q09581,27.4886,25.9077,26.67,24.7856,25.113,23.3298,24.6226,23.8579,,,,
lec-3;Q09581,25.0539,24.6192,23.8885,24.5829,20.6805,21.6995,19.7908,21.4825,,,,
ptc-1;Q09614,22.0742,21.1707,21.2917,20.8409,23.4725,24.6554,24.5983,22.9021,,,,
tnc-2;Q09665,23.8973,23.5248,25.8094,25.2468,20.9313,21.7125,20.2124,21.0358,,,,
ptr-13;Q09934,21.2561,20.8723,21.7009,20.1079,21.5924,20.5111,21.1382,20.6901,,,,
ptr-13;Q09934,21.3465,19.3003,20.8725,21.6484,24.7799,25.0275,25.7416,27.4397,,,,
ptr-13;Q09934,20.5306,19.9518,20.7505,20.7907,21.5006,23.4694,22.8084,23.3983,,,,
C53C9.2;Q09936,23.486,26.9507,25.4176,26.8058,21.0526,19.572,20.9397,21.7884,,,,
C53C9.2;Q09936,23.1495,24.2218,24.3735,24.2699,21.1258,21.055,21.0444,21.4767,,,,
C53C9.2;Q09936,21.6883,24.8844,24.4425,21.9964,20.3059,21.1717,20.9744,21.5693,,,,
C53C9.2;Q09936,23.6844,26.6263,25.8981,25.4443,22.6865,22.7493,23.8542,23.8838,,,,
C53C9.2;Q09936,24.7691,24.1901,22.3742,22.9487,21.3431,20.1067,20.4801,21.4622,,,,
egg-1;Q09967,23.0412,24.7236,24.8431,25.551,23.4247,24.9797,25.7142,24.518,,,,
egg-1;Q09967,28.7799,23.7355,25.3842,24.0649,27.1681,27.8007,27.6294,27.2576,,,,
;Q09EE6,26.0727,25.289,25.5576,23.9553,26.9579,27.5317,27.1029,27.7181,,,,
;Q09EE6,20.7936,21.5378,20.6587,21.0049,24.905,24.5847,23.5654,24.5429,,,,
;Q09EE6,22.0413,19.6524,21.0485,20.5746,24.0412,24.5847,23.9067,24.5429,,,,
F13H10.3;Q0G831,23.2747,25.181,25.6583,23.8472,20.2208,20.1414,21.8327,20.2185,,,,
mdt-9;Y62E10A.11;Q0KHC0,21.8709,20.1424,20.6716,20.0509,19.1391,21.147,21.3478,20.3521,,,,
T19C3.4;Q10010,20.9365,19.7368,19.7133,20.0924,26.8824,26.694,24.3106,24.7083,,,,
T28D9.1;Q10020,24.1691,22.0328,23.8834,22.031,21.1689,21.1007,21.6746,20.7105,,,,
T28D9.1;Q10020,25.6308,22.1704,23.2049,23.7685,21.4819,21.298,20.4643,19.0315,,,,
T28D9.1;Q10020,25.9169,25.3333,26.6674,25.2274,21.0522,21.4345,21.5405,21.9384,,,,
T28D9.1;Q10020,25.9169,25.6923,25.471,25.8457,19.9376,20.2342,19.2657,20.7997,,,,
F15G9.1;Q10033,21.0197,21.4806,19.9887,21.7394,20.8946,21.2181,20.3731,20.7155,,,,
R10H1.1;Q10043,24.1407,21.2851,20.5301,22.8996,20.4206,21.6769,21.825,21.4515,,,,
vglu-3;Q10046,21.0405,19.4072,21.8224,21.5038,21.413,20.7678,21.2366,20.8965,,,,
C23G10.2;Q10121,20.8141,20.4932,19.1251,20.5573,20.8449,21.0574,21.5457,21.0764,,,,
C23G10.2;Q10121,20.9548,20.9046,20.251,21.468,21.1357,19.5567,20.3921,20.6286,,,,
C23G10.2;Q10121,27.6515,26.909,26.0176,26.4092,20.7549,24.4833,23.7646,24.3216,,,,
C23G10.2;Q10121,20.9592,21.4066,21.012,21.2017,21.492,21.4667,20.9553,21.9193,,,,
dhs-5;Q10130,21.4134,19.3565,21.1232,20.4095,21.0848,20.1631,21.6372,20.4525,,,,
dhs-5;Q10130,20.4075,21.0257,21.5721,20.7024,21.0289,21.7649,21.3328,20.7839,,,,
F46H5.3;Q10454,21.8569,20.7198,19.6231,21.1218,21.4652,21.5869,20.2213,20.2625,,,,
F46H5.3;Q10454,26.4045,20.0925,22.0109,23.0415,25.2169,24.9321,24.819,25.1106,,,,
F46H5.3;Q10454,20.329,20.3231,21.6274,21.1265,18.8102,20.8056,20.6364,21.6719,,,,
F46H5.3;Q10454,26.2179,26.0017,26.6382,24.2271,26.5475,27.4088,27.4007,26.5379,,,,
F46H5.3;Q10454,20.4594,18.5278,21.4446,20.9314,19.8725,19.1787,21.2495,18.8339,,,,
F46H5.3;Q10454,23.1615,24.546,23.4147,23.8274,23.4455,23.1341,22.8821,22.2316,,,,
F46H5.3;Q10454,21.8024,22.8483,24.6961,23.4769,23.7554,24.3625,23.4168,23.2038,,,,
F46H5.3;Q10454,24.9675,24.2279,24.2729,22.5284,21.9403,23.2971,23.7195,22.7813,,,,
F46H5.3;Q10454,20.9084,21.2628,20.0187,21.0985,22.6014,23.4693,22.6802,23.0568,,,,
B0286.3;Q10457,21.6091,20.8531,19.898,19.884,21.2821,18.6358,20.9419,21.0658,,,,
rpb-2;Q10578,22.0222,20.3109,21.7669,20.5566,21.06,21.1593,21.1456,19.8001,,,,
rpb-2;Q10578,20.8232,21.3792,21.5097,21.1076,20.6224,20.7138,21.1973,21.1674,,,,
rpb-2;Q10578,21.1492,21.1783,20.2692,20.6957,24.6761,23.4902,23.3904,23.6691,,,,
rpb-2;Q10578,18.6057,20.0191,20.9633,20.9993,20.0675,21.4973,20.7838,20.5465,,,,
apl-1;Q10651,25.2374,26.0374,24.1408,25.6779,22.9688,21.6124,22.3407,23.2415,,,,
elt-2;Q10655,21.3238,20.4731,21.5922,19.4399,21.4876,20.9693,20.5594,20.6338,,,,
tpi-1;Q10657,26.5294,24.2497,26.3212,24.6987,25.7507,26.9032,24.7824,26.5552,,,,
glt-1;Q10901,25.2778,21.0864,22.9689,22.7065,26.4782,27.1434,27.0046,27.5905,,,,
arf-1.2;Q10943,21.7105,19.8066,20.333,21.2075,20.1999,20.617,21.3026,20.7712,,,,
tmbi-4;Q11080,21.6008,21.275,20.7907,18.7697,21.1906,22.1025,22.62,22.8465,,,,
C02F12.5;Q11101,20.6528,21.1481,21.2785,20.9797,20.7931,20.9889,21.7039,21.7325,,,,
unc-78;Q11176,21.7694,20.5965,20.4459,19.7746,21.3777,21.8012,21.7788,20.7582,,,,
sodh-1;Q17334,20.1058,20.1872,20.5899,19.6451,20.2487,20.0003,21.0713,21.2753,,,,
sodh-1;Q17334,26.1035,23.2419,25.8443,24.7731,23.2138,24.6687,24.0272,23.9612,,,,
sodh-1;Q17334,21.9859,21.3509,20.2991,21.1289,25.9284,26.0026,25.4827,25.0533,,,,
gld-1;Q17339,21.647,20.0147,21.0621,21.0496,18.9803,20.878,21.3729,19.2579,,,,
snr-1;Q17348,21.006,20.1032,21.1709,20.3124,18.3869,21.3716,20.0907,19.7538,,,,
usp-14;Q17361,21.6099,19.2408,20.6702,21.0743,25.9575,25.507,25.3831,23.0967,,,,
usp-14;Q17361,20.5018,20.909,21.3751,21.1516,20.5511,21.4907,20.6839,20.923,,,,
usp-14;Q17361,20.3276,19.748,21.2525,21.0745,20.9638,20.8931,20.6801,21.3573,,,,
usp-14;Q17361,21.3176,21.3324,20.1477,21.3615,20.9196,21.4817,21.1109,20.9631,,,,
cul-1;Q17389,21.2222,21.5431,21.4695,21.243,21.2637,20.088,19.2067,20.4195,,,,
AC3.5;Q17405,27.4877,24.5246,26.2412,25.7148,26.019,25.8309,26.0027,25.9574,,,,
AC3.5;Q17405,21.0784,21.4924,21.501,21.316,20.998,20.6497,20.0073,20.8155,,,,
AC3.5;Q17405,21.2885,20.4816,21.6421,20.3067,24.102,22.5746,23.1453,23.2676,,,,
AC3.5;Q17405,27.3336,27.69,26.7272,27.6854,24.7673,26.4527,25.8666,25.7169,,,,
AC3.5;Q17405,23.2094,20.9073,21.1823,21.2883,28.089,27.6541,28.7126,28.1622,,,,
lin-24;Q17410,24.5448,26.032,25.2216,25.1293,20.2757,21.381,21.7111,21.7089,,,,
B0001.4;Q17413,21.4282,20.8084,20.4063,21.5427,19.7775,19.9438,20.8696,21.0651,,,,
;Q17430,21.3953,19.6237,19.8544,21.2428,20.6725,21.0648,20.2088,21.8612,,,,
pfd-4;Q17435,23.3552,22.7114,22.3383,20.996,20.7083,21.3867,19.1775,21.0694,,,,
pmk-1;Q17446,22.2327,20.476,23.0707,20.8919,22.7293,23.2469,22.9298,23.9678,,,,
pitr-3;Q17455,26.2018,26.5449,25.4504,24.6331,25.2736,24.9979,26.2027,25.3072,,,,
unc-44;Q17489,21.6049,20.6025,21.7624,20.3984,19.7995,21.3038,20.0473,21.0685,,,,
;Q17542,27.7197,28.0032,27.6154,26.1972,26.6227,26.6842,26.3237,25.5616,,,,
;Q17543,20.212,20.1286,20.8302,21.1314,27.0154,28.2746,28.4212,27.1226,,,,
aly-1;Q17561,20.8872,21.3837,21.3951,20.844,21.2076,19.6309,19.336,19.1431,,,,
;Q17569,20.0407,20.7198,20.5086,21.1852,25.4641,24.5619,26.2869,23.9065,,,,
;Q17569,20.6701,20.2898,21.4834,20.7457,25.7791,25.324,25.8217,24.5846,,,,
;Q17569,20.5731,20.3136,21.3799,21.2314,21.0398,20.8735,20.0562,21.2161,,,,
;Q17569,21.9004,20.7385,20.1937,20.9808,21.6141,20.7985,20.8448,21.1879,,,,
;Q17569,20.2217,20.3276,20.9557,21.0502,24.1837,24.0159,24.1144,23.9567,,,,
aqp-2;Q17571,28.1342,25.8217,25.7984,25.539,22.6396,23.6888,23.6471,21.9448,,,,
aqp-2;Q17571,26.7692,25.3054,25.6756,24.2274,21.6341,20.9977,21.3211,20.9087,,,,
rpl-24.2;Q17606,21.352,20.2989,20.7869,20.3353,20.4966,21.1867,21.6893,21.4872,,,,
arrd-25;Q17624,28.3787,25.0165,25.3126,26.0944,24.8274,26.6154,26.3379,27.4583,,,,
arrd-25;Q17624,28.5136,24.6656,26.3058,24.3111,27.0033,28.4454,26.972,26.633,,,,
arrd-25;Q17624,25.5763,22.0413,22.5286,22.8407,25.365,25.9539,25.3679,25.7876,,,,
arrd-25;Q17624,21.4023,19.0151,21.7463,21.441,21.5682,21.189,20.8814,19.8471,,,,
arrd-25;Q17624,21.8646,21.5337,21.1321,18.9663,21.586,21.114,20.9041,20.7313,,,,
arrd-25;Q17624,20.6958,20.7809,21.0688,21.5749,24.8975,24.2362,24.7789,24.6454,,,,
arrd-25;Q17624,19.9604,21.5245,20.753,19.3475,20.2436,20.6599,20.3952,21.3558,,,,
;Q17644,23.6439,23.963,25.52,25.8214,21.4546,20.4182,21.6596,19.7851,,,,
;Q17649,21.5826,21.0501,21.7329,20.1955,22.2146,24.2765,22.636,23.223,,,,
;Q17649,27.5201,22.5722,22.1985,23.2255,24.1686,25.1654,24.7196,25.201,,,,
;Q17649,20.4067,20.9356,20.8367,21.4474,21.3323,21.3725,20.7884,20.7313,,,,
amt-4;Q17663,25.3774,22.7344,23.238,23.253,21.1335,21.0295,21.2814,21.5634,,,,
amt-4;Q17663,26.1833,25.5487,26.4755,26.1771,21.1981,21.0991,20.2721,21.2331,,,,
mthf-1;Q17693,22.0955,19.1317,20.5408,21.2888,25.2073,23.9054,24.3173,24.428,,,,
;Q17698;Q23683,27.8285,23.9205,22.4865,22.6902,22.4408,24.613,25.4744,23.9023,,,,
;Q17698,29.3865,26.3333,26.7959,27.8792,20.1852,20.1973,20.4074,21.2709,,,,
;Q17698,23.162,25.5054,26.0586,25.4017,20.5326,20.8244,20.3886,21.3293,,,,
;Q17698,25.4001,25.4886,25.399,25.1001,21.5687,20.8308,21.0015,20.6638,,,,
;Q17698,23.162,21.1457,21.6628,21.7082,21.097,20.9701,21.4007,21.0338,,,,
;Q17698,25.7733,25.0457,25.2218,25.6476,21.1171,20.5972,20.9853,21.2608,,,,
;Q17698,21.4283,20.0141,21.2234,18.831,21.443,21.465,21.7258,21.5321,,,,
ain-1;Q17740,21.328,18.5167,21.4115,21.0691,20.6466,21.3603,21.6662,21.3778,,,,
atp-5;Q17763,21.0946,20.5646,21.4119,20.0338,20.8288,20.8492,20.8564,20.8426,,,,
pdi-2;Q17770,22.3487,21.0923,21.7447,20.4916,20.6699,21.4471,19.6863,20.7814,,,,
pdi-2;Q17770,24.0412,23.636,23.3313,22.2002,24.751,22.5398,21.3717,22.0341,,,,
hgrs-1;Q17796,21.7541,21.4156,20.9359,20.9472,24.8132,24.1576,24.6686,24.9282,,,,
hgrs-1;Q17796,22.025,20.6038,19.5742,18.801,25.1234,27.08,26.1913,26.3967,,,,
hgrs-1;Q17796,24.9644,24.785,26.6152,25.7311,20.357,20.0895,21.546,20.8233,,,,
hgrs-1;Q17796,28.2664,25.6637,26.8089,26.747,26.0834,26.503,26.4093,26.0694,,,,
pfd-1;Q17827,21.6275,19.1682,19.8239,20.5404,20.6953,19.895,21.2236,20.8725,,,,
pfd-1;Q17827,23.2808,24.6651,24.6374,24.8865,21.2319,21.3583,21.8049,21.729,,,,
;Q17832,21.5904,18.8166,20.6536,20.1984,21.1312,21.3511,22.0154,21.7302,,,,
;Q17832,20.9725,21.0507,20.8658,21.6037,21.5953,21.3328,19.7837,20.9305,,,,
;Q17832,21.9966,23.8571,25.1361,23.5669,20.9905,20.219,20.9465,20.6691,,,,
hsp-25;Q86GU1,25.9407,26.0138,26.5493,25.4122,23.9774,24.5023,25.1394,24.9651,,,,
hsp-25;Q86GU1,22.4487,24.9436,25.5907,25.3636,20.1329,19.2034,20.9582,21.1118,,,,
hsp-25;Q86GU1,24.7703,22.0007,22.6603,23.6351,22.7796,23.7666,22.8529,23.4289,,,,
hsp-25;Q86GU1,25.251,26.8487,27.4283,26.8983,21.1287,20.8188,19.101,20.6521,,,,
hsp-25;Q86GU1,26.7869,26.0926,25.738,26.1468,25.3115,24.6931,24.7527,25.157,,,,
cks-1;Q17868,21.4634,19.8733,19.2068,19.3499,19.3267,21.6252,21.1641,20.4725,,,,
akt-1;Q17941,21.0493,20.631,20.801,20.4246,20.954,21.3279,20.3726,20.6358,,,,
wdr-5.1;Q17963,21.1541,20.9847,21.8088,20.5465,21.2418,19.7726,20.6203,20.6507,,,,
pdi-1;Q17967,21.4566,20.5952,21.2034,21.5202,21.2461,20.7985,21.525,21.713,,,,
;Q18012,20.7085,20.4021,20.1479,21.3412,21.1191,21.716,21.3779,20.6151,,,,
flu-2;Q18026,18.4914,21.1222,21.6584,20.2208,27.7431,27.2681,27.0843,27.2353,,,,
nfx-1;Q18034,20.3129,21.1734,21.0712,21.252,20.8691,21.3381,21.2933,19.0206,,,,
nfx-1;Q18034,22.251,21.9885,22.1936,22.2958,28.1459,28.3297,27.8327,28.7113,,,,
dim-1;Q18066,20.2701,21.2202,20.3939,20.4321,21.3741,20.6765,20.1234,21.0876,,,,
dim-1;Q18066,23.6013,23.2226,24.9375,23.2806,19.9613,21.6554,21.1466,20.5461,,,,
;Q18068,20.7613,21.3866,21.5636,20.932,19.7764,20.5247,21.7974,20.4178,,,,
;Q18070,23.0118,23.4471,24.0002,22.293,24.8473,23.5327,22.4743,24.1175,,,,
;Q18091,22.6945,25.5942,26.9192,25.8085,22.1486,20.6871,21.0639,22.2327,,,,
;Q18099,24.2009,22.0166,21.3249,21.9919,26.6439,27.0722,27.1114,27.3124,,,,
;Q18099,26.4627,24.21,23.8394,23.0749,27.2271,29.2847,29.1118,27.8508,,,,
;Q18099,23.4028,21.407,22.318,22.4799,26.0842,24.1394,25.8267,26.1016,,,,
rpn-2;Q18115,24.9565,22.9585,22.8744,23.6162,21.2929,21.7652,20.1676,21.2121,,,,
;Q18124,21.8824,19.8368,20.6569,18.9094,29.8371,23.2435,27.0588,26.4343,,,,
;Q18152,19.4491,21.529,20.1419,20.2482,21.2101,21.6448,20.0174,21.0126,,,,
;Q18202,20.2867,21.3096,21.6688,20.0238,20.1985,20.0861,21.6505,21.1477,,,,
hel-1;Q18212,25.5687,24.7433,24.7357,26.3621,20.1714,21.0493,19.3001,20.3238,,,,
hel-1;Q18212,23.4178,22.0827,22.3969,23.6812,20.5621,20.1305,21.8119,20.0141,,,,
ula-1;Q18217,20.8062,19.0932,20.4585,21.108,20.3038,21.1737,20.894,21.75,,,,
rps-30;Q18231,23.8286,26.9168,28.1468,27.2804,25.0332,24.4034,25.1659,25.66,,,,
rps-30;Q18231,20.9775,20.4629,21.5724,20.8538,24.2836,24.7061,24.6933,25.1709,,,,
sec-15;Q18286,21.8198,19.2751,21.0751,20.4047,19.8802,21.3639,21.6383,20.8284,,,,
hil-1;Q18336,20.9035,20.7992,20.0616,20.7489,21.1662,21.1872,20.8345,21.2812,,,,
cyn-12;Q18445,23.5028,22.9546,22.9727,23.8904,22.6124,21.4234,22.2175,23.229,,,,
C34D4.4;Q18449,22.9354,25.2856,24.5209,22.7336,25.6655,26.3332,25.0775,25.7269,,,,
rsd-3;Q18453,21.5983,19.0707,20.5465,21.3152,21.5623,21.4698,21.6831,21.9126,,,,
;Q18476,21.9325,20.5012,21.4088,20.9693,21.2312,21.6509,20.9732,21.9203,,,,
;Q18544,21.1377,20.0158,21.7683,20.769,24.8263,23.6404,24.8309,24.8884,,,,
;Q18544,25.9729,25.345,24.0648,23.8881,20.3982,21.1931,19.1317,21.3187,,,,
spin-2;Q18545,24.203,22.9079,23.6352,23.7249,21.5644,21.2821,20.7819,21.7163,,,,
;Q18550,21.7665,21.4396,20.6749,19.4426,26.4195,23.3552,23.0509,23.3371,,,,
;Q18573,25.8814,25.7101,26.3102,26.9195,24.1111,24.565,23.9494,24.0865,,,,
;Q18582,23.7342,22.8531,22.4976,23.048,23.7878,22.7351,24.0869,23.3023,,,,
;Q18582,21.2461,20.3693,20.5387,20.2691,23.2955,22.665,22.9652,23.5044,,,,
;Q18582,21.6215,21.1854,20.7569,20.87,20.6655,21.5422,20.2261,21.0078,,,,
;Q18587,24.0689,23.8087,25.1145,23.0214,21.041,20.8581,19.102,21.8842,,,,
pmp-1;Q18597,21.8203,20.6843,20.9421,21.5838,20.4697,19.9219,21.5983,20.3481,,,,
pmp-1;Q18597,20.7363,20.8254,20.4254,21.0035,19.8171,21.837,21.441,19.3659,,,,
pmp-1;Q18597,22.0562,21.39,20.1344,20.2514,19.7937,19.9141,21.6415,21.7529,,,,
;Q18604,23.7967,22.2155,23.1036,21.1475,22.5286,23.1796,23.2602,24.2056,,,,
C44C1.5;Q18610,21.3519,20.8612,21.4177,21.2953,19.7653,21.3966,21.0126,21.9192,,,,
col-180;Q18620,21.5956,20.6653,20.8014,20.8274,19.6012,21.1871,20.8506,20.8964,,,,
;Q18650,20.8867,21.5671,20.0694,20.0294,20.9105,21.6564,21.1409,20.7867,,,,
;Q18655,20.0398,21.4879,20.7668,21.5116,25.3779,25.0201,25.3662,22.7891,,,,
;Q18655,25.528,25.0914,25.7092,25.763,21.5479,22.4277,24.2805,24.6956,,,,
;Q18655,25.6342,26.9637,26.4743,25.8819,21.2138,20.1638,21.8164,21.7062,,,,
;Q18655,19.2887,19.8745,20.9919,21.1541,23.5107,24.6962,24.2677,25.0811,,,,
;Q18665,27.7067,23.8691,25.1981,24.2425,22.0879,23.0395,24.2137,24.1106,,,,
