geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,,,,
unc-87;P37806,22.456,24.2595,22.9661,20.8813,20.576,20.1405,20.9074,19.8351,,,,
unc-87;P37806,28.9927,27.3442,25.7185,26.587,26.3547,25.6647,26.2512,26.4731,,,,
unc-87;P37806,25.2075,23.2504,23.7948,23.6735,21.1878,21.0348,19.1524,20.4866,,,,
unc-87;P37806,26.4831,24.7512,24.9678,23.5647,19.1659,23.9594,23.8141,23.8555,,,,
unc-87;P37806,25.7376,26.3302,26.3445,25.1074,24.9838,25.4091,25.3779,25.0493,,,,
mpk-1;P39745,21.5852,21.1471,21.0238,19.0632,20.611,21.4947,20.8932,20.5851,,,,
isw-1;P41877,27.6531,30.068,26.7428,29.2315,20.3091,20.8787,20.3638,20.2832,,,,
odc-1;P41931,21.2928,19.7194,21.1549,20.9075,21.0828,21.1074,20.6258,20.5253,,,,
par-5;P41932,23.6484,23.1494,22.9219,21.3132,20.7266,20.8831,20.6899,20.5274,,,,
par-5;ftt-2;P41932;Q20655,20.1888,20.9611,20.3961,20.6765,22.5197,23.7458,24.3483,24.6473,,,,
par-5;ftt-2;P41932;Q20655,26.0188,24.1266,23.9585,23.7429,24.4634,24.9019,24.6265,25.6246,,,,
par-5;P41932,25.9863,25.0973,25.6745,24.6582,22.0219,24.5087,23.7772,24.2482,,,,
par-5;ftt-2;P41932;Q20655,28.2627,28.7194,28.9672,28.7657,27.4229,27.7599,28.5547,27.9866,,,,
par-5;ftt-2;P41932;Q20655,28.3586,25.3033,24.7429,26.8519,27.0664,26.9236,26.6435,27.6839,,,,
par-5;ftt-2;P41932;Q20655,26.8548,27.7671,29.1331,27.7595,22.9921,24.6962,24.9896,24.0679,,,,
par-5;P41932,21.8657,20.1292,21.7167,20.9969,21.5496,22.3114,22.6597,23.3733,,,,
tbb-4;tbb-2;P41937;P52275,22.1014,21.3038,21.3753,21.2078,20.8874,20.6336,19.2153,21.4443,,,,
cct-1;P41988,22.3418,24.1105,22.4833,21.1416,19.9706,21.4589,21.8105,21.7686,,,,
kin-19;P42168,24.9887,22.4917,24.9364,22.5999,23.14,21.8596,21.6903,21.4277,,,,
kin-19;P42168,24.4064,19.3757,20.5672,19.5375,23.8964,23.9124,24.8523,23.6351,,,,
kin-19;P42168,23.4024,19.5072,20.7685,21.9704,25.2025,26.1565,24.3331,24.8937,,,,
kin-19;P42168,23.0396,23.1126,23.1765,22.2222,20.6275,20.0608,21.7535,21.1032,,,,
rnr-2;P42170,23.6872,25.894,26.2489,25.9412,20.9453,21.1893,21.4896,20.0936,,,,
rnr-2;P42170,22.0808,19.2957,20.3584,19.7313,23.1311,22.1044,22.9128,23.5582,,,,
rnr-2;P42170,23.2026,21.9816,22.342,22.5031,21.3986,21.4793,20.9711,20.2843,,,,
rpt-3;P46502,21.8197,21.396,20.7862,21.4677,20.1283,21.1475,20.4332,21.0308,,,,
cct-6;P46550,25.7426,25.7657,27.2248,27.3822,24.6426,24.7465,24.133,23.9725,,,,
cct-6;P46550,20.1392,20.7063,21.6216,19.4899,20.3972,20.3517,21.3662,20.5608,,,,
atp-2;P46561,23.377,21.9655,21.8825,20.4635,20.2268,18.6619,21.3282,20.7501,,,,
atp-2;P46561,23.4489,22.5448,23.7454,22.8565,21.0695,20.5418,20.4122,21.4727,,,,
alh-9;P46562,27.3831,24.1921,24.1639,25.3283,27.4222,26.3133,26.5768,26.5646,,,,
aldo-2;P46563,18.9457,20.2631,20.0919,21.2704,21.4176,20.3396,21.6432,20.7865,,,,
aldo-2;P46563,20.7541,20.8314,20.0965,21.0862,21.0032,21.6564,21.5132,21.7091,,,,
aldo-2;P46563,21.984,26.4665,25.3649,22.9718,19.8775,21.845,19.2752,21.9139,,,,
aldo-2;P46563,23.2163,26.3732,26.1225,24.8924,23.2518,21.4215,22.5558,23.7331,,,,
aldo-2;P46563,23.5679,23.2524,24.9652,23.2412,20.0265,19.6806,20.9142,20.5199,,,,
aldo-2;P46563,21.2835,23.3141,24.8913,26.5118,29.3603,32.035,31.6405,32.3332,,,,
aldo-2;P46563,20.5192,21.4916,21.4454,19.6023,23.1162,22.383,23.4513,21.4716,,,,
aldo-2;P46563,21.9689,20.7742,21.4257,20.0031,21.9928,23.4124,22.5131,21.2201,,,,
rps-0;P46769,21.2514,20.4467,21.5884,20.7895,20.39,20.2753,21.6674,20.9817,,,,
klc-2;P46822,21.2206,19.3783,21.2284,21.1703,20.554,21.7465,20.6145,20.1296,,,,
T12A2.2;P46975,19.72,20.8584,20.8282,21.1551,25.6276,24.2214,25.0074,24.6832,,,,
T12A2.2;P46975,23.6246,24.1787,24.6955,24.5442,22.0204,24.8541,25.5251,26.0522,,,,
cct-2;P47207,21.4257,20.9811,20.3497,19.0205,21.8875,22.4382,21.0464,23.2412,,,,
cct-2;P47207,23.673,20.5021,20.417,20.4508,24.1924,21.5296,23.6769,23.4614,,,,
rpl-6;P47991,21.0022,20.9724,21.0417,20.8073,21.3078,21.8123,20.6091,20.4664,,,,
rpl-6;P47991,21.8237,21.343,22.394,21.5674,25.284,23.966,22.9,24.223,,,,
rpl-6;P47991,25.0171,24.6673,24.8623,25.2538,25.6862,25.4239,25.1214,25.2577,,,,
rpl-6;P47991,21.5325,20.9509,21.1839,20.053,21.4044,20.6334,20.6863,20.8118,,,,
rpl-6;P47991,23.167,21.6478,23.251,23.5458,23.1695,25.0192,25.0998,24.8322,,,,
rps-14;P48150,20.4722,19.8905,20.6203,21.6989,21.3667,20.6118,19.2535,21.9111,,,,
rps-3;P48152,25.857,24.2863,24.7571,23.3086,23.732,22.4277,23.4268,23.0207,,,,
rps-3;P48152,26.5099,22.4355,24.7479,25.3069,25.5805,27.1606,27.1919,24.8297,,,,
rps-3;P48152,26.5099,24.3015,23.198,26.0597,27.0763,28.3613,28.0289,29.136,,,,
rps-3;P48152,21.7785,19.9654,21.6888,20.9527,24.2824,25.4624,24.4323,25.7434,,,,
rps-3;P48152,20.381,21.2259,20.823,20.1979,23.2483,23.6382,24.0213,24.2353,,,,
rps-3;P48152,21.4162,20.0172,20.4415,19.8139,18.298,20.6503,21.2332,20.8338,,,,
rps-1;P48154,22.0206,18.7283,21.222,19.9073,20.1459,20.3988,21.639,21.9536,,,,
rps-1;P48154,20.1845,20.6883,21.3271,19.8185,21.4714,20.865,20.8348,21.8604,,,,
rps-1;P48154,21.377,19.2838,19.3609,19.0504,23.0087,23.9387,23.205,23.5895,,,,
rps-1;P48154,21.3673,21.5367,21.8305,21.3463,22.869,23.1592,23.8433,23.9086,,,,
rps-8;P48156,21.0287,20.1379,20.9839,19.1715,21.533,21.2987,20.9069,20.7187,,,,
rps-8;P48156,26.2123,24.1861,24.4146,24.3801,23.9082,24.1324,24.4128,23.5876,,,,
rpl-23;P48158,21.6085,19.1542,20.835,20.6615,20.641,20.7611,19.902,18.3249,,,,
rpl-23;P48158,21.4986,20.8357,21.5566,19.6783,21.167,20.5575,20.9022,21.4322,,,,
mag-1;P49029,26.1838,23.6298,22.7606,23.1371,24.0009,23.3761,24.3136,23.9272,,,,
mag-1;P49029,21.9236,20.1259,21.1896,20.7385,21.0117,20.9014,20.2047,20.4596,,,,
mag-1;P49029,24.8719,23.0469,21.4821,22.3527,21.3322,21.4702,21.3236,21.095,,,,
mag-1;P49029,24.9425,22.2076,21.8781,21.8911,22.0972,23.7071,23.2392,23.2929,,,,
rpl-33;P49180,21.9735,19.0555,20.7309,19.7621,25.4782,25.3517,25.7913,24.5489,,,,
rpl-33;P49180,21.1729,20.6185,21.5429,20.9184,23.8614,24.335,24.0163,24.2634,,,,
rpl-36;P49181,21.2537,19.5663,20.2202,20.6736,24.3063,22.9205,23.0199,24.0314,,,,
rps-12;P49196,26.9178,25.6088,23.6096,24.6881,23.9533,23.9685,24.8741,24.3432,,,,
rps-21;P49197,21.2327,20.7287,21.3106,21.0358,22.7657,25.086,20.5755,23.914,,,,
rpl-5;P49405,25.2205,25.3929,26.5283,26.0601,24.0442,25.3568,24.2745,24.3812,,,,
rpl-5;P49405,23.2447,24.6839,23.8695,22.8004,20.027,21.4697,18.9636,21.7689,,,,
rpl-5;P49405,20.8332,19.839,20.5412,20.8868,21.2518,21.6034,20.8959,20.8203,,,,
pcyt-1;F08C6.2;Q3HKC4,21.4157,19.1979,21.0924,20.9335,20.9443,21.4339,20.7701,21.5945,,,,
pcyt-1;F08C6.2;Q3HKC4,25.0623,21.059,22.3035,21.0267,21.2277,19.2468,21.476,21.8065,,,,
pcyt-1;F08C6.2;Q3HKC4,23.9527,23.8019,22.1562,23.2776,25.8365,25.6054,26.101,27.24,,,,
pcyt-1;F08C6.2;Q3HKC4,20.2926,20.5075,21.8037,19.9676,21.1444,20.9918,20.7508,21.5182,,,,
F42G9.1;Q8MNS3,21.2825,20.3379,21.5597,21.4661,20.2654,19.7513,21.2738,21.794,,,,
ppm-2;P49596,20.3157,20.0199,20.3,21.1633,23.1804,22.8743,21.6253,23.9414,,,,
hsp-60;P50140,20.4342,20.2591,19.8868,19.3827,21.2031,19.9456,21.6819,20.0706,,,,
mel-32;P50432,21.8012,19.6843,21.7382,20.2493,19.5249,20.7777,21.6895,21.7966,,,,
mel-32;P50432,21.9697,21.2589,20.4283,21.1495,24.2732,23.9937,24.244,25.6451,,,,
sdn-1;Q8I4H9,25.4323,25.3115,25.3233,24.885,21.0237,21.6003,21.4343,21.5634,,,,
rpl-3;P50880,24.1826,24.0312,24.8952,22.7089,20.465,20.3999,20.1557,20.0758,,,,
rpl-3;P50880,21.5179,20.6619,21.4148,19.603,21.691,22.4685,21.7741,23.2892,,,,
rpl-3;P50880,21.1518,21.5168,21.36,20.7414,21.1511,21.4842,21.3863,21.2504,,,,
rpl-3;P50880,20.8304,20.7296,20.6321,20.3324,23.8727,20.6595,22.7039,22.1798,,,,
rpl-3;P50880,20.6072,21.2449,20.4121,19.4978,22.5226,23.6478,24.5454,24.4832,,,,
rpl-3;P50880,24.9002,23.4968,22.7526,22.0025,25.426,26.3676,26.1752,26.7177,,,,
rpl-3;P50880,21.3476,21.4119,20.1159,20.4233,21.2101,20.0924,20.9281,19.7343,,,,
rpl-3;P50880,18.4335,20.1703,21.3165,21.7202,24.6283,23.7342,23.8063,23.7113,,,,
rps-2;P51403,25.291,24.0625,24.7556,23.4862,20.6976,20.0056,19.5442,21.8827,,,,
rps-2;P51403,26.4375,24.986,24.3867,25.4911,22.9536,25.2351,24.9375,24.2602,,,,
rps-2;P51403,22.8031,26.1738,26.5598,26.43,23.7841,23.555,23.9697,24.1455,,,,
rps-2;P51403,27.0773,27.5378,26.4009,26.5391,25.8088,25.8869,25.7559,26.4858,,,,
rps-2;P51403,20.0398,19.704,19.9548,20.6523,21.5762,19.6027,20.4808,21.7605,,,,
rps-2;P51403,25.2392,22.7417,24.4291,23.419,25.5352,25.0317,25.6144,26.0986,,,,
rps-2;P51403,21.3631,21.2185,20.6872,21.4512,20.8511,20.2199,20.1534,18.9642,,,,
rps-13;P51404,21.4973,19.5637,21.6326,20.7926,21.2574,21.4572,21.5747,21.5952,,,,
rps-13;P51404,21.1693,19.3364,20.784,19.1329,20.0509,20.9736,20.8676,21.486,,,,
cyn-3;cyn-7;P52011;P52015,28.1618,27.3396,27.495,27.3859,23.7041,24.3103,24.4265,25.3837,,,,
cyn-3;cyn-7;P52011;P52015,23.9651,22.7218,21.763,23.0744,23.2768,24.7499,24.5901,23.9074,,,,
cyn-3;P52011,23.4117,26.1636,26.1522,25.8487,21.4677,21.117,19.9134,20.3794,,,,
cyn-3;P52011,21.6134,20.8438,21.8149,21.0499,20.1233,20.847,20.3596,21.5039,,,,
cyn-3;P52011,21.8195,25.2083,26.3348,24.7468,21.2783,20.966,21.4418,20.6588,,,,
cyn-7;P52015,21.0476,17.9152,21.4944,20.7126,20.4588,20.5746,20.0569,21.9251,,,,
cyn-7;P52015,26.6827,26.5453,25.0923,26.2659,29.8875,24.908,23.6882,26.3191,,,,
cyn-7;P52015,28.4589,25.6246,25.7477,26.6289,22.7094,23.3323,23.3565,24.4233,,,,
cyn-7;P52015,25.1685,24.3041,24.5409,26.5234,20.5053,21.7472,21.4688,21.5898,,,,
cyn-10;P52017,20.6685,19.7029,21.6662,20.3429,21.9468,22.1936,21.8104,21.5165,,,,
cyn-11;P52018,20.6019,20.3991,21.3314,20.8003,18.1468,20.9863,21.6426,20.2733,,,,
tbb-2;P52275,24.7522,25.9142,25.7,25.0092,21.3276,20.9737,20.9993,21.8338,,,,
tbb-2;P52275,23.8971,22.3523,23.052,26.5274,20.2922,20.9465,20.309,19.6536,,,,
ubc-1;P52478,21.2474,21.0836,21.4571,19.5797,20.8555,21.3912,20.4586,20.5518,,,,
pfd-6;P52554,19.8786,21.2534,21.0649,20.7939,20.4606,19.4029,21.8386,20.4774,,,,
pfd-6;P52554,20.2184,20.918,21.0234,20.5938,20.2681,21.4276,21.2688,21.2403,,,,
T24H10.1;P52652,23.3761,24.5192,23.9368,25.0022,21.0693,20.9937,20.2562,20.3999,,,,
tars-1;trs-1;Q86D21,20.6901,21.3009,20.107,19.9859,19.9345,19.9775,21.1871,20.9224,,,,
tars-1;trs-1;Q86D21,22.667,20.8222,21.5055,20.7162,29.4854,30.8084,30.8902,30.9324,,,,
F41C3.5;P52717,25.0681,24.5784,23.7628,23.0515,21.5192,21.0456,21.6888,20.6214,,,,
rpl-22;P52819,24.6923,25.5302,25.9333,25.251,23.021,23.8246,24.379,25.6836,,,,
rpl-22;P52819,19.6351,21.0667,21.2464,20.8765,24.3678,25.2319,24.0835,23.8964,,,,
rpl-22;P52819,21.3713,20.1546,20.4192,21.6044,23.2725,22.9923,22.3866,23.6795,,,,
rpl-22;P52819,20.9602,21.0745,20.9272,21.1438,24.8024,23.429,22.1817,23.7084,,,,
rpl-22;P52819,22.0083,21.2259,19.2376,20.9177,23.1119,22.3055,22.0823,23.7013,,,,
rpl-22;P52819,20.8972,21.5048,20.1935,21.2125,23.8874,22.8814,23.4849,25.7105,,,,
rpl-22;P52819,26.5155,24.9001,25.0602,22.8894,25.0041,25.6508,25.2564,23.8622,,,,
rpl-22;P52819,20.6847,21.4383,21.5105,20.072,20.5841,20.8143,21.4273,19.5095,,,,
rps-25;P52821,27.0852,22.237,22.2898,24.193,22.5404,23.3888,24.355,24.529,,,,
dad-1;P52872,21.5809,19.9059,19.9208,20.5479,20.4296,21.8154,21.8181,20.9854,,,,
rer-1;P52879,20.4977,21.0366,20.497,20.3981,22.8308,23.2752,22.1188,24.6554,,,,
eft-3;eef-1a.2;P53013;Q86NF3,26.5402,22.7407,23.952,23.4205,24.9821,25.457,25.3303,25.9206,,,,
eft-3;eef-1a.2;P53013,20.2808,19.2731,18.632,20.6544,21.7304,23.6629,22.7104,23.8073,,,,
eft-3;eef-1a.2;P53013,25.6934,26.5318,24.9186,24.8613,25.0212,23.5093,25.4423,25.3279,,,,
eft-3;eef-1a.2;P53013,22.9877,23.5899,24.0908,21.9037,23.7331,24.0034,22.5019,23.2644,,,,
eft-3;eef-1a.2;P53013,24.0444,22.9258,22.2877,24.2926,24.4438,23.8008,24.818,23.9817,,,,
eft-3;eef-1a.2;P53013,25.4183,26.1388,28.0181,27.4023,27.7701,26.6727,26.8863,27.4011,,,,
eft-3;eef-1a.2;P53013,26.6503,22.833,22.6435,21.722,27.0027,26.4678,25.9357,26.6479,,,,
eft-3;eef-1a.2;P53013,25.147,22.4274,23.0932,23.241,20.4106,20.2785,20.1635,21.295,,,,
mlc-3;P53014,24.9282,23.4658,25.3459,23.7713,21.2083,21.4617,21.3953,20.9593,,,,
mlc-3;P53014,25.7421,26.5708,27.0562,25.5052,20.6486,20.3369,21.3959,20.5837,,,,
mlc-3;P53014,24.991,24.9293,25.0941,25.0658,23.611,22.9547,23.1976,24.6449,,,,
mlc-3;P53014,27.0987,24.3401,25.8148,26.2085,22.8953,24.4939,24.0746,23.7726,,,,
mlc-3;P53014,24.6588,24.0209,22.4171,24.5775,23.2805,22.7171,22.6991,22.7499,,,,
D1005.1;P53585,21.6766,19.9664,21.1192,20.8214,21.0022,20.0983,19.9539,19.7247,,,,
F47B10.1;P53588,20.8662,19.236,21.2643,20.2726,22.5543,21.1511,24.2585,23.4847,,,,
hint-1;P53795,25.0452,23.0283,23.6979,23.3832,22.3551,24.0674,22.1783,23.1103,,,,
hint-1;P53795,20.9588,19.3866,21.4166,20.896,21.2578,21.4643,21.6836,21.4152,,,,
F44G4.1;P54073,21.8388,19.8291,21.7877,20.6511,20.7532,19.8067,20.6206,21.0917,,,,
aldo-1;P54216,23.497,20.6529,22.3607,21.358,24.0904,22.7809,23.6436,22.1874,,,,
aldo-1;P54216,21.0908,21.57,19.3684,21.4509,20.5858,21.2818,21.0674,19.7241,,,,
aldo-1;P54216,21.3868,20.4996,20.639,20.4346,20.4569,21.5256,20.7503,21.824,,,,
aldo-1;P54216,20.9992,21.3626,19.5869,19.7783,21.3363,21.5084,21.058,21.833,,,,
cdc-48.1;P54811,21.446,20.3625,20.4711,20.8633,23.0934,23.9075,23.1122,22.4597,,,,
cdc-48.1;P54811,24.9639,23.7021,24.0208,24.1137,25.777,26.4491,26.1316,27.6408,,,,
cdc-48.1;cdc-48.2;P54811;P54812,21.4679,20.2651,20.5786,20.846,20.9223,20.2436,20.8299,18.9973,,,,
cdc-48.1;P54811,22.9337,22.9461,22.0387,22.3355,21.2485,19.7971,20.7031,21.116,,,,
cdc-48.1;P54811,20.5556,20.1843,19.7755,19.894,21.1448,21.6748,21.1051,21.7163,,,,
cdc-48.1;P54811,21.3893,20.9193,21.0299,21.1496,20.1017,20.1187,21.4593,21.1838,,,,
cdc-48.1;cdc-48.2;P54811;P54812,21.5108,19.5382,21.0246,20.5761,21.3644,20.6022,20.6333,20.63,,,,
cdc-48.1;cdc-48.2;P54811;P54812,25.3247,25.0599,24.2633,23.7174,21.4309,21.569,20.241,21.1654,,,,
vit-1;P55155,23.0715,26.8843,26.6203,25.4354,25.5796,23.7682,22.6201,24.8209,,,,
cth-2;P55216,27.7514,25.2563,25.6278,24.4168,26.6461,25.4459,24.9371,26.4284,,,,
cth-2;P55216,21.1192,21.1417,20.8519,20.6619,22.253,23.816,22.1866,21.3582,,,,
cth-2;P55216,20.6661,20.5347,19.6147,20.7582,20.914,19.5148,21.8396,21.8596,,,,
cth-2;P55216,20.4166,20.4787,20.5359,20.5753,19.9015,21.8472,21.8233,20.4279,,,,
cth-2;P55216,24.923,23.7634,23.6118,23.1991,25.4963,25.7003,25.6861,25.6142,,,,
cth-2;P55216,21.9304,18.5655,20.5017,19.9653,20.0246,21.1381,19.8879,21.5099,,,,
F13E6.1;P55326,27.1885,21.7716,22.1474,22.8757,25.4703,26.3147,26.0438,26.3544,,,,
F13E6.1;P55326,21.5387,21.387,21.1111,21.6013,21.0848,19.26,21.4502,21.6096,,,,
F13E6.1;P55326,26.9834,27.427,28.3907,28.375,24.8454,25.0675,25.2391,24.6326,,,,
F13E6.1;P55326,23.5985,23.3173,24.8809,25.3094,19.9307,21.0204,20.1472,20.7882,,,,
F13E6.1;P55326,22.0583,21.0283,19.27,20.6623,21.3557,19.9414,21.0535,21.8504,,,,
F13E6.1;P55326,20.5441,20.4966,20.6481,19.5022,19.5256,21.1474,20.4221,20.6584,,,,
F13E6.1;P55326,25.1255,20.0561,21.5079,22.0591,23.4076,22.9467,23.4158,21.6213,,,,
F13E6.1;P55326,25.193,25.418,24.6914,25.776,21.7513,23.0625,23.3309,22.7741,,,,
F13E6.1;P55326,30.5276,23.784,22.8405,24.457,25.8753,28.1436,26.4248,26.1986,,,,
F13E6.1;P55326,26.2575,24.6287,25.9645,24.6115,23.4364,23.4567,23.2034,22.8701,,,,
smo-1;P55853,24.612,22.8084,22.8162,22.6826,20.4362,20.1026,20.8161,20.6364,,,,
smo-1;P55853,20.8574,21.4528,21.8513,21.2825,21.5076,19.3203,21.1565,21.6231,,,,
smo-1;P55853,25.2,25.2408,25.7454,23.516,20.96,21.3271,20.3667,20.9824,,,,
rpl-12;P61866,26.0688,26.1,25.1896,23.0175,20.4168,20.4613,21.7065,19.4683,,,,
rpl-12;P61866,21.8098,24.056,24.1379,24.0699,21.001,20.7693,20.6746,21.0683,,,,
rpl-12;P61866,20.6774,19.8555,21.4762,19.3124,21.2251,20.7673,20.8764,20.7676,,,,
rpl-12;P61866,19.8065,21.5537,20.4959,21.3393,21.2441,20.5428,20.8939,20.4676,,,,
his-1;P62784,21.5948,19.0346,21.7087,20.6045,24.7221,25.6445,24.1748,25.962,,,,
his-1;P62784,25.6059,24.6273,25.8,23.0978,21.0656,21.7802,21.0039,21.5116,,,,
acly-2;P90731,20.6953,21.5247,21.0797,21.4832,22.1122,22.5848,21.3696,22.6997,,,,
eat-6;P90735,24.4892,25.1773,24.7538,23.5669,20.7311,21.8469,20.0144,21.2547,,,,
eat-6;P90735,24.0533,22.1373,22.9517,22.1968,20.7311,20.4534,19.7025,20.7308,,,,
wht-2;P90746,23.975,24.2668,24.2797,23.5643,21.3571,21.4781,20.6856,21.6274,,,,
;P90862,26.7406,22.8309,24.0101,24.2097,24.0217,23.0621,22.6329,22.6028,,,,
pbs-7;P90868,22.0808,19.5687,19.3852,21.1034,20.9609,21.6991,21.8288,21.135,,,,
;P90879,21.7505,22.9926,22.7733,20.697,20.2238,20.6704,20.2506,19.8694,,,,
ifa-4;P90900,22.0944,20.9237,20.4889,20.0699,21.3036,20.3131,20.399,20.3499,,,,
ifa-4;P90900,23.5353,23.8642,25.0823,25.0977,23.0276,23.4025,24.2172,23.2379,,,,
ifa-4;P90900,21.4757,20.1651,20.8143,20.5476,24.8422,26.3701,26.8906,25.2868,,,,
ifa-4;P90900,21.4298,20.8363,20.6977,19.6796,21.6055,19.4209,21.0371,21.0603,,,,
clic-1;P90961,24.6878,22.5569,22.009,22.7358,20.2777,21.0647,21.0694,20.4211,,,,
clic-1;P90961,22.8728,22.7319,24.2022,24.5462,20.8274,19.9688,20.467,21.364,,,,
clic-1;P90961,21.0448,20.937,20.4611,18.931,20.6411,20.5951,20.8779,21.2414,,,,
clic-1;P90961,24.2334,25.6417,23.6778,24.6961,21.0029,19.4021,19.6639,21.4909,,,,
clic-1;P90961,20.6702,21.5142,20.8985,20.6095,21.3347,21.0696,19.6532,20.1943,,,,
clic-1;P90961,23.8918,25.939,27.2792,25.5016,20.5345,21.7301,21.7829,21.1674,,,,
clic-1;P90961,23.6127,27.4146,26.1127,24.3102,21.1631,19.6626,20.6143,21.7818,,,,
csn-5;P91001,25.5408,24.3358,25.4455,24.5677,22.0236,23.5903,24.1593,23.664,,,,
;P91020,21.9982,21.5294,22.691,22.9767,19.5401,20.8923,21.1821,21.6418,,,,
chdp-1;P91027,25.5796,27.3296,28.0999,29.0155,20.507,21.5098,21.0125,20.6302,,,,
chdp-1;P91027,23.4485,20.1461,20.2419,21.4243,21.4457,21.4658,20.88,20.5927,,,,
chdp-1;P91027,25.1345,24.6992,25.4027,24.2282,21.1073,20.2448,20.5011,21.0398,,,,
chdp-1;P91027,24.9683,26.0385,26.9652,25.4665,20.9092,21.7705,21.6359,21.2695,,,,
chdp-1;P91027,25.2465,22.7943,23.5337,24.1168,19.7366,21.2216,20.9613,20.0952,,,,
chdp-1;P91027,25.2039,24.7185,24.3454,23.3572,19.8099,20.8894,20.8568,21.4151,,,,
chdp-1;P91027,25.9798,22.9108,22.772,22.2587,23.9381,24.9993,25.6464,26.334,,,,
chdp-1;P91027,23.7658,26.6829,26.7513,26.6051,20.4443,20.483,19.6264,21.347,,,,
chdp-1;P91027,26.2555,22.6173,21.6396,22.4718,20.0889,21.6596,21.5725,20.4993,,,,
chdp-1;P91027,21.0441,20.5869,20.8222,21.644,21.1917,19.4889,21.4531,21.0206,,,,
;P91055,20.9091,20.3079,20.6184,21.2129,20.7617,20.1456,21.08,21.1236,,,,
fbxc-15;P91116,20.2462,20.9813,20.5786,20.3621,21.325,21.3368,19.4064,18.8847,,,,
rpl-13;P91128,21.9264,19.6961,19.284,21.4565,19.5603,20.283,20.6693,19.6644,,,,
rpl-13;P91128,20.5353,19.7629,20.3127,20.5711,19.9334,19.5674,21.0994,21.6113,,,,
rpl-13;P91128,20.4468,21.5552,21.6108,21.1248,21.0765,21.4702,21.4136,21.4253,,,,
rpl-13;P91128,23.3243,26.2526,24.6812,24.2683,22.1811,21.3724,21.3479,22.0989,,,,
rpl-13;P91128,20.4015,21.1799,19.8317,20.3839,19.4196,20.7872,21.7941,20.6095,,,,
rpl-13;P91128,20.0103,21.4864,21.3913,19.316,24.7675,24.9982,25.0528,25.8342,,,,
ptr-2;P91129,21.9917,20.7443,20.6397,21.5686,20.7752,20.4158,21.4192,20.7336,,,,
col-20;P91249,27.0208,27.0581,27.7674,27.5169,22.6951,25.6733,22.8171,25.4746,,,,
col-20;P91249,22.0161,20.564,20.5367,18.4893,21.2242,27.8394,24.551,20.9506,,,,
;P91269,26.6853,25.8061,26.5317,23.9303,25.8422,26.5246,27.0193,26.0363,,,,
;P91277,21.4682,20.4794,21.0321,18.9392,20.4611,20.6044,21.3123,21.5861,,,,
;P91280,21.6466,20.3363,18.8116,20.9777,21.5002,21.6864,20.9242,20.8666,,,,
;P91297,24.1388,26.1629,26.629,24.9127,20.0716,21.3677,21.1664,21.0749,,,,
vha-10;P91303,21.8231,21.2037,20.6596,20.6564,23.6555,24.0417,23.5125,24.4992,,,,
vha-10;P91303,25.7598,25.9086,26.9696,26.6949,22.7043,21.7401,22.0903,21.8748,,,,
vha-10;P91303,20.3522,20.4359,20.1089,20.957,21.2539,20.1633,21.6198,21.6763,,,,
vha-10;P91303,21.457,18.6133,20.3361,19.8453,20.8042,21.0172,20.6845,20.8268,,,,
vha-10;P91303,25.0523,26.1675,26.5149,24.6958,23.2063,22.1068,22.354,22.7282,,,,
cey-2;P91306,19.9405,21.3252,21.6779,21.1096,25.7837,23.4533,23.8496,23.6949,,,,
cey-2;P91306,21.1014,21.3481,21.1991,21.2453,23.9135,22.2849,23.9309,24.2867,,,,
cey-2;P91306,24.4995,25.2859,25.6952,25.9495,20.414,20.952,19.9159,20.3351,,,,
;P91354,23.155,25.3295,25.8605,22.5736,23.5617,22.8827,24.1799,24.1015,,,,
cpd-1;P91359,21.4408,20.0148,20.6004,21.6919,21.1142,21.4785,20.1779,21.1499,,,,
rpl-15;P91374,20.7977,20.3155,20.8724,21.4095,24.6006,25.8549,25.9906,23.0712,,,,
rpl-15;P91374,21.6492,20.7364,19.5567,19.6304,22.6022,23.0639,23.5897,23.8729,,,,
rpl-15;P91374,22.029,21.4057,20.9261,21.4951,22.8714,23.3187,22.5889,23.1716,,,,
rpl-15;P91374,21.331,20.9778,20.6406,21.0675,22.6931,23.716,24.6042,24.4789,,,,
rpl-15;P91374,26.4861,25.8447,25.9209,26.1277,26.9228,27.2701,28.1668,27.7108,,,,
rpl-15;P91374,19.9043,19.5735,19.7598,18.9187,26.9885,27.3609,26.4341,26.4671,,,,
rpl-15;P91374,19.6128,19.2054,21.165,19.797,21.5527,20.3296,21.2824,20.7396,,,,
rpl-15;P91374,21.7451,20.9687,21.7996,20.6211,19.2072,20.4861,20.0353,20.3643,,,,
cey-3;P91398,24.413,23.118,24.4427,23.6501,24.5846,24.0637,22.8677,23.108,,,,
;P91423,21.2302,21.544,21.8503,20.8346,19.7216,21.1177,20.605,21.2619,,,,
;P91482,21.7263,19.8753,19.4855,20.4613,20.727,19.8889,20.0362,20.5193,,,,
;P91482,22.0779,21.1582,19.8283,21.1126,21.4731,22.989,22.2234,21.4465,,,,
