geneName,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04
mrck-1,12.2878,11.9467,11.7135,11.4571,14.1914,12.9244,13.7289,13.7921
nhr-86,11.8844,12.058,10.8493,11.4062,10.471,10.8163,10.7526,10.6428
aat-3,12.7838,14.2457,13.8184,11.8336,13.7738,14.022,14.1976,15.0863
"CELE_M02H5,8",17.177,17.306,17.2586,17.621,16.5139,16.3679,16.3025,16.1643
"CELE_T08B1,1",14.5049,14.2596,14.5014,15.4723,15.0028,14.8971,15.1028,15.2087
lipl-5,13.65,11.7346,11.3934,10.8491,16.6334,12.451,12.7817,12.4426
fln-2,16.8634,16.9329,16.9231,17.082,16.6979,16.9687,16.7577,17.2056
"C14C6,5",17.1087,16.9448,16.2745,16.4609,17.2245,17.3291,16.9134,16.9622
"CELE_T08B1,1",11.1797,0,11.7027,11.9444,10.6035,10.8302,10.7831,0
zig-11,11.6281,11.721,12.6924,12.1074,12.0862,11.0736,13.7421,12.2774
ilys-5,12.4012,13.0067,12.079,12.7615,12.065,13.6606,13.2594,12.0087
irg-3,16.969,17.1551,16.6583,16.6533,15.9325,15.9699,15.4955,15.1808
tns-1,15.548,15.909,14.9418,15.2816,15.7823,15.7919,15.6604,15.6684
ubr-4,12.8848,11.3349,11.9022,11.0724,0,11.9561,10.7551,12.7516
ccar-1,14.3554,14.8698,15.2589,15.5152,15.023,15.0496,14.7465,14.3862
ulp-2,10.3791,12.9526,13.9639,12.0798,14.4602,15.024,14.2957,14.8033
"CELE_T23F4,2",15.6695,15.2273,15.0333,15.8729,14.5471,14.7748,14.0305,14.5973
sago-1,14.2199,14.5321,13.2238,13.2607,14.1362,14.0414,13.6342,13.658
sago-2,14.5608,13.9,15.9433,15.3709,10.6629,10.6147,10.7247,10.737
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",11.9446,14.1103,12.5545,11.976,13.2659,13.5931,13.3036,14.1517
daf-4,14.2522,14.2834,15.2578,15.1575,14.4753,14.0473,14.51,13.5032
hpo-3,12.1904,11.6131,12.4417,12.0958,10.6859,10.7691,10.5642,10.6948
acs-22,14.8595,14.4487,14.6613,15.687,13.6796,13.7942,13.5549,13.6508
tag-10,14.9965,15.5489,15.1183,15.4392,14.8294,14.9925,14.8679,15.2808
imb-2,13.7875,14.0472,14.1074,13.9659,13.8619,13.1635,13.9737,13.8219
brf-1,12.2141,11.9291,11.7245,12.0408,12.4864,12.8357,12.3836,12.6489
"CELE_W09B6,4",10.7789,10.776,11.2011,10.8951,12.4148,11.579,12.7699,12.7387
irg-7,18.2469,18.4921,18.0862,18.343,18.4573,18.483,17.9461,17.8792
"CELE_F27B10,1",14.1769,14.1706,13.6974,13.3656,14.1458,14.0031,14.2464,13.9139
"CELE_T22F3,3",12.2741,11.8514,11.6321,11.9399,10.5721,10.8726,10.7132,10.7171
die-1,14.1267,14.1581,13.718,14.0143,13.3717,13.4448,13.714,12.4583
dhs-11,15.2906,15.2906,14.9485,15.2859,16.7545,16.9089,14.8474,14.8397
tbc-14,14.6701,15.3405,14.7615,15.7224,14.6036,14.6016,14.5903,14.7006
cyp-34a6,15.7529,15.3083,15.6958,16.429,9.83085,9.20679,12.5598,14.2051
fipp-1,15.4699,14.4148,15.4962,14.9293,15.3189,15.3967,15.1668,14.7277
unc-132,14.0168,15.8241,14.2198,14.1418,14.8667,14.488,14.7824,14.8884
cdh-4,15.6143,15.803,15.3881,15.7427,13.652,14.7801,13.7688,14.6286
ajm-1,11.9171,12.2049,12.2413,12.078,12.9455,13.156,12.1875,11.4545
"CELE_ZC412,3",18.7993,19.158,18.5913,18.9076,18.597,18.6886,18.4328,18.5917
farl-11,11.6659,11.9376,11.7363,11.9968,10.7302,11.9712,11.1118,10.5329
let-711,14.317,14.6147,14.2337,13.9844,14.6028,13.8219,14.4322,14.5107
"C40H1,7",12.0296,11.8316,11.6299,11.6139,13.5665,12.9184,14.514,14.3156
spat-2,15.4036,15.1741,15.4845,14.2731,14.1855,14.3438,14.6448,14.1279
aakg-1,13.3827,13.5771,12.9542,11.7949,13.2727,12.6293,13.4365,13.2746
grl-23,15.0814,15.9583,15.9012,14.9412,12.011,8.21634,11.4746,10.7432
spat-2,13.5757,0,12.8483,12.9887,12.862,13.6701,12.6267,12.5273
"CELE_Y55F3BR,6",12.277,11.8445,11.4988,11.9791,13.5166,13.7825,12.9928,12.9953
vab-10,18.6546,18.747,18.9479,19.3414,18.0784,18.1301,18.1264,18.1399
"eif-3,l;eif-3,L",16.776,16.9279,16.7213,17.0443,16.5486,16.7697,16.9001,17.1028
"npp-25;npp-25;npp-25;Y37D8A,17",14.7991,13.8354,15.6027,14.8009,15.1151,14.8798,15.6263,15.6452
cnt-1,12.3188,12.009,11.6344,12.0701,13.211,12.924,13.2353,12.4004
"C26G2,2",12.1931,12.02,12.5006,11.8892,11.5342,10.4889,11.9452,11.6
"CELE_F43B10,1",12.2988,12.0911,11.7374,12.0829,14.458,14.8763,14.1917,12.8478
ubc-15,15.4607,14.5094,15.3042,16.102,14.3409,13.5595,13.3431,14.4728
"CELE_Y55F3BR,10",12.2833,11.8588,11.4381,11.8065,14.1099,14.0166,12.2744,13.5986
"CELE_Y38F2AR,12",14.2153,14.5405,14.2648,14.7663,13.5852,13.5163,13.611,13.5721
ttr-42,18.4719,18.5188,18.6231,18.8389,17.2967,17.275,17.1519,17.8419
"CELE_H29C22,1",17.4455,18.0514,18.6233,18.8419,16.1294,16.303,17.1634,17.2066
"CELE_F07G6,10",12.3149,12.0044,11.7213,12.0181,10.6033,10.7569,11.2922,10.2263
ttr-34,17.5609,17.4753,17.0124,16.7951,15.6434,15.1885,15.8131,15.2585
"CELE_Y49E10,29",12.606,12.878,12.2253,12.7557,10.6375,10.6754,10.8052,10.819
cnnm-1,15.029,14.6224,13.6074,13.6828,13.2688,11.0677,13.256,13.951
col-138,16.6624,16.6246,18.0332,17.0774,16.7407,16.2367,16.8639,16.3327
oac-59,12.2956,11.8041,11.475,11.9343,10.6554,10.5949,10.6706,10.649
"C42C1,8",13.5636,12.2958,13.6018,14.0679,12.5064,12.1099,12.1582,13.5714
"C42C1,11;AP-1",15.5672,15.6467,15.3658,15.2903,15.0463,15.5012,14.4777,14.7807
rpl-34,17.512,17.0712,17.28,17.8638,17.8199,17.7072,18.3771,17.7162
erl-1,14.8115,15.3765,14.7938,14.8954,15.0312,15.2968,14.8251,15.5592
tag-335,14.6081,14.7759,14.6536,14.6401,13.673,13.8144,13.6703,13.9568
fbxa-6,12.2935,12.0843,11.7668,11.9464,10.4076,10.8169,10.6549,10.104
"CELE_cTel55X,1",15.3395,15.1347,15.7461,15.1258,14.3083,13.7551,15.3687,15.0028
"C44C10,9",14.5494,14.6214,13.5333,14.217,15.4189,15.3607,15.1853,15.2345
"CELE_F14D7,12",12.105,12.051,11.7079,12.1104,16.0842,17.0168,14.782,17.064
"CELE_D1086,17",12.2267,11.5243,11.189,12.0329,10.6674,10.7817,10.7875,10.6035
"CELE_W06G6,15;CELE_Y70C5B,2",14.4207,13.799,14.3348,14.2994,11.583,12.3026,11.9184,11.5538
"CELE_Y71F9AR,4",13.8391,13.9435,13.2652,12.8191,13.6564,12.6287,13.1627,12.9211
"CELE_Y47G6A,33",17.2311,16.5109,18.7434,17.6686,15.1976,15.5841,15.0771,15.4751
"CELE_ZK813,7",18.5853,17.9223,18.8035,18.8608,17.0725,16.7068,17.7675,17.6655
"CELE_T28A11,2",18.5305,18.4795,18.2691,18.7642,17.5458,17.6282,17.4009,17.7909
guk-1,16.2173,16.4049,16.3813,16.8139,16.2231,16.0825,15.6822,16.6219
"CELE_Y53C10A,6",12.2577,11.7809,11.7758,11.8512,10.4579,10.8296,10.703,10.8259
"CELE_Y48C3A,18",11.3154,11.9978,11.6782,11.8088,10.669,10.7581,10.6016,10.7127
"CELE_Y39B6A,3",13.6777,14.5074,13.2002,12.8784,12.1348,12.4092,12.3944,13.4929
dab-1,14.6595,15.1608,14.8982,15.1911,15.0153,14.9748,14.7424,15.0209
"CELE_F25H8,1",14.3939,12.651,13.7199,14.0018,13.8318,14.0217,13.0876,13.3453
swsn-9,14.8536,15.5236,14.7472,15.1124,14.8845,15.2054,14.3167,14.9389
"CELE_ZC434,7",13.8901,14.4191,13.8698,13.8172,13.2935,13.5404,12.9317,13.1468
rad-50,11.9391,11.6458,11.429,12.101,8.83031,0,10.4373,10.7923
"C25F9,11",16.2772,16.1224,16.2639,16.5886,16.5789,17.0016,17.0212,13.9087
sin-3,12.2229,11.8124,11.7175,11.7053,10.3304,10.5745,10.6549,11.4573
hmp-1,17.3748,13.4242,18.5821,17.4359,15.6936,15.9511,15.6748,14.8951
dhs-3,16.9128,16.6235,16.857,17.0926,16.9293,17.0178,16.9637,17.076
nra-2,14.8733,14.8367,14.5416,14.6556,14.8552,14.8643,14.7143,14.6075
"CELE_Y37H2A,14",11.7999,11.6419,11.7698,11.7881,12.9878,15.3516,12.6733,12.9114
"CELE_F27E5,7",14.4255,14.2048,14.1811,14.5446,14.202,14.3069,13.5915,13.7017
saps-1,14.9972,14.5366,14.3054,15.2929,13.7874,14.1373,13.8294,13.7102
"CELE_ZK809,8",12.2053,12.4081,11.6583,11.705,10.6903,10.8089,10.6608,10.7692
"CELE_D1081,7",12.2964,11.7691,11.7578,11.9621,12.4648,11.7234,12.4018,12.8106
aph-2,12.5345,14.8785,12.7149,13.0568,13.5112,13.799,12.6994,10.3873
"CELE_F15B9,10",15.3191,15.6358,14.5398,14.6891,15.9077,16.0068,15.2947,15.1342
"C27A7,5",14.3292,14.0998,15.1131,14.8261,14.0155,13.9183,13.725,13.1569
"CELE_F30A10,13",15.6714,15.8957,15.0674,15.243,15.7141,16.0662,15.0562,15.0871
"CELE_F30A10,14",17.894,18.0955,16.8228,16.9758,17.0158,17.3673,16.8701,16.965
"C04H5,7",13.642,14.4742,13.2415,14.477,13.6585,12.0649,11.2556,14.3334
"C13B4,1",12.243,11.7716,11.5276,11.9632,13.2646,13.4733,12.9649,12.6609
"CELE_F02E9,10",15.5466,14.894,14.7668,15.0814,14.0445,14.1022,13.5843,13.7877
"CELE_R13H4,2",16.9431,16.8232,17.2015,17.5917,17.4818,17.4529,17.5816,17.8936
"CELE_ZK228,4",15.5987,15.7233,14.8575,15.5995,15.1305,15.0214,14.6808,15.1463
"CELE_K02B7,3",18.2381,18.2884,18.3855,18.4874,16.7497,16.8204,17.4846,16.9009
nuo-3,15.2404,13.5892,11.8615,13.1784,14.3175,15.3477,13.7404,13.8527
"C44E4,5",14.7417,12.2599,14.0417,14.0236,13.7961,13.7704,13.5072,14.2131
"CELE_F49E2,2",15.3063,16.9573,14.8622,15.3846,15.7506,15.8411,15.3595,15.399
"T07A5,7",12.2225,12.0746,11.6707,12.0115,12.7322,13.4579,13.3737,12.5896
"CELE_T04F8,7",12.31,12.0494,11.1482,12.0599,14.5507,14.1832,13.8707,14.2279
"gpb5;CELE_T23B12,8",12.1924,11.9816,11.7117,11.8277,10.6472,10.8665,10.5355,10.8043
"CELE_F49D11,10",15.1597,15.9936,14.0412,14.3802,14.4928,14.4135,14.2292,13.837
oxy-5,18.8682,19.045,18.3888,18.6401,18.3476,18.7038,18.2102,18.0355
mrg-1,15.761,15.9089,15.318,15.997,15.6184,15.6705,15.5293,15.9406
obr-1,12.0463,11.7881,11.7664,12.0141,10.6889,10.8552,10.2627,10.8234
igcm-3,17.0974,16.8359,16.4565,17.2569,14.7416,14.8516,14.7415,14.6944
unc-16,15.6545,15.8766,15.9252,16.2674,14.1091,12.8403,11.0675,14.4486
gpdh-2,17.8342,17.9706,18.0276,18.2294,17.7812,17.6901,17.8755,18.0597
sly-1,15.412,15.6111,14.7516,15.7376,14.5229,14.2945,14.5879,14.6917
"B0393,9",16.3979,16.3768,17.4094,16.9925,14.7314,15.2138,14.8086,14.6689
cisd-1,18.2306,18.212,18.2512,18.6388,17.647,17.6395,17.611,18.0627
"CELE_F09E8,2",14.6566,14.8952,14.5585,14.8311,14.2334,14.427,14.5085,14.6907
lsy-22,14.9535,15.33,14.9693,15.1808,14.4334,14.4369,13.9191,13.8471
"C24H11,5",11.9435,11.9813,10.6591,11.9359,11.4489,11.5484,12.4313,12.1009
"CELE_F10A3,17",15.0074,14.6477,15.7478,15.0624,15.0389,13.9185,14.444,15.3967
pnc-1,16.5728,17.1803,16.5096,17.0049,15.6325,15.5807,14.5562,16.2841
"CELE_Y94H6A,12",12.1622,12.0831,11.7787,11.7468,11.7654,11.467,10.7426,12.1749
"CELE_F56C9,6",14.2642,15.1898,13.9804,14.7164,13.4377,13.4021,13.6719,13.9255
"CELE_T28D9,4;T28D9,4",14.5191,13.828,14.8666,14.1217,12.7624,11.2791,13.2922,14.559
"C28G1,5",13.304,13.5934,14.0243,13.436,13.5785,13.6865,13.3766,13.1973
gpx-7,16.7116,17.7945,17.0093,17.2227,14.553,14.6866,14.5368,14.5027
"CELE_F41D9,2",14.0738,13.4048,14.3071,14.3769,14.5256,14.0338,14.6757,15.098
"CELE_T04F8,8",15.7203,14.5106,13.8264,14.9833,10.6828,10.6729,10.6384,10.5856
"CELE_ZK856,16",15.8281,16.0929,15.7194,16.7241,14.9627,15.227,14.8815,14.7923
"CELE_F23B12,4",12.2955,11.9865,11.5129,11.9302,12.5011,13.6572,12.0769,11.9466
"CELE_K09A9,6",15.9261,15.8466,16.434,15.8211,14.1828,14.235,13.8004,14.2985
"CELE_H14N18,4",13.984,14.4645,14.5739,13.874,12.7542,10.503,10.0652,11.2943
"CELE_T12B5,15",14.5042,15.3782,14.5013,15.3233,10.7187,10.8537,10.7561,10.7805
"CELE_Y17G7B,20",12.2937,11.58,11.7251,11.8351,12.5087,13.0675,12.3647,12.9599
"CELE_E01A2,1",14.2146,13.1544,14.5077,14.4678,12.7222,14.3368,12.7862,13.1676
"CELE_T02H6,1",13.995,13.5158,12.9306,13.2305,14.338,14.4176,14.0375,14.6654
"CELE_Y37E3,11",17.0325,15.6411,17.5124,17.3968,14.9545,14.8815,14.4403,15.1634
"CELE_M03F8,3",12.9999,12.141,13.1681,12.821,12.6373,12.7728,13.2635,12.4136
"CELE_F55B12,10",17.7188,17.518,17.4603,17.5216,17.7885,17.8613,17.4763,17.4445
pptr-2,13.7278,14.827,14.7624,14.6,14.0889,14.3745,14.458,14.3413
"maph-1,2",16.0029,16.0209,15.5035,15.813,15.4855,15.2556,15.1664,16.2439
"CELE_K09G1,1",12.4381,13.3186,13.4707,13.236,12.503,12.7928,12.5071,12.8549
"B0303,7",14.6689,14.7456,14.2943,15.8741,15.0195,13.7671,13.8992,13.5717
"C23H3,3",14.4044,13.9259,13.3902,13.7133,14.4125,14.8828,14.1226,14.9195
"C17C3,1",14.7081,15.7549,14.512,15.0412,14.2697,14.9136,14.9156,14.7399
glna-1,9.77481,11.9945,11.7347,11.8205,11.6903,11.8876,12.7151,11.2661
"CELE_Y61A9LA,11",11.8056,11.9138,11.7407,12.0543,12.8768,13.579,12.4713,12.7239
"CELE_F41E6,5",16.7119,15.975,15.1193,16.0961,12.3485,11.746,12.1374,12.811
"CELE_T25B2,2",14.3402,16.1052,13.7766,14.4037,13.9593,14.0549,12.1684,13.2026
trpp-1,12.0734,12.0534,11.7527,11.7332,14.1966,13.8102,13.0076,14.2076
tsp-10,11.9673,11.9419,11.765,12.0534,11.9547,11.6915,11.2479,12.8032
ugt-26,16.7255,16.8912,16.9778,16.6827,17.0391,17.1149,17.2038,17.303
"C14H10,3",13.7459,13.5908,13.8251,13.7747,14.1944,14.0609,14.0414,14.4162
"CELE_D1086,10",22.568,22.2263,20.6158,21.3815,20.3058,20.4037,18.866,19.4016
poml-3,14.8705,15.7066,15.1552,14.8473,15.4793,15.8018,15.1769,15.7905
unc-57,16.5005,16.6488,16.2658,16.1537,16.3516,16.5352,16.1279,16.5634
szy-20,14.1406,15.1518,14.6364,14.3952,14.3462,13.377,13.5983,13.0394
"CELE_T06E4,14",12.2209,12.0471,11.7263,12.0835,13.1811,11.9316,12.5748,11.4721
"CELE_F13G3,10",12.2769,12.0666,11.4002,12.012,10.4874,10.4441,10.7908,10.8115
rmd-2,15.9483,15.8675,16.1066,16.2368,15.5387,15.5086,15.7668,15.7614
smc-3,14.0905,14.8382,14.3363,16.7001,14.5495,14.7219,14.3965,14.9154
ntl-2,13.1325,13.5858,13.1848,13.1494,12.3602,13.7178,13.4293,13.6202
gcn-1,15.3476,15.2937,15.6422,15.8263,15.6725,15.6177,15.5372,15.9504
urm-1,17.1774,18.0315,17.2854,18.3447,17.4407,17.5451,17.3815,17.5188
nono-1,15.1702,14.8948,15.4025,15.4066,15.8923,15.3204,15.4278,16.0133
atf-7,12.2061,10.1152,10.7511,12.0843,11.4206,11.4993,11.7524,11.3973
vps-26,14.858,15.0131,15.2171,15.5669,14.4625,14.7184,14.5022,14.6179
ndx-9,13.7658,14.0527,14.4328,14.3923,14.7556,14.7325,14.5485,14.2404
"C14F11,4",16.6404,16.7444,16.0033,16.341,16.2462,16.342,15.6062,15.9984
abts-1,14.3159,15.2395,14.536,15.2902,15.6927,15.9798,15.6691,15.652
"CELE_ZK858,6",15.0086,15.2149,15.0919,14.681,14.5591,15.0077,14.8258,14.6235
"C41G7,9",17.9674,17.0747,18.113,18.2647,17.8841,17.4669,17.7681,19.2821
lin-10,13.6872,14.0007,13.1014,12.8084,13.7745,14.1221,13.4233,14.055
"CELE_M04C9,3",12.2473,11.5909,11.7042,12.0789,10.709,10.8037,6.92734,10.6387
"C31H5,6",11.8124,11.8665,11.7558,12.0602,12.0558,12.9468,11.6825,11.8066
"CELE_ZK355,8",19.0571,19.1291,19.3324,19.3871,17.4158,18.4069,17.5123,17.8091
spds-1,14.0927,13.9812,14.5702,14.689,14.5049,14.5959,14.745,14.5714
nxf-1,15.4755,15.8147,14.5494,15.1629,14.9664,15.4134,14.6032,15.0184
"CELE_F38A6,5",12.1775,11.8283,11.3341,11.947,12.4255,12.5548,11.9758,12.4527
"CELE_T03D8,6",15.5542,15.4394,15.0181,15.0947,15.372,15.4768,14.5271,15.167
ret-1,17.2402,14.9625,16.9881,17.0609,16.1268,16.2368,16.4849,16.6183
"CELE_D1086,12",15.1331,14.8652,15.6108,15.7044,13.5078,13.7603,14.5446,14.2997
"CELE_F52C12,6",13.8997,14.902,14.2135,15.2657,14.276,14.1875,14.4254,14.2524
"CELE_Y40B1A,3",14.9339,14.8026,14.2711,14.5763,14.3052,14.3194,13.3099,13.5879
pals-37,18.5081,18.1757,18.2629,18.3821,16.987,16.0142,16.8703,17.0332
"CELE_F59A2,2",14.7399,14.3949,14.5822,14.7969,13.7479,13.8503,13.3662,13.8044
ptr-24,15.8473,15.4508,16.5064,16.4586,15.4383,14.7154,16.27,16.6496
"CELE_F11C1,5",14.9744,12.9853,11.7292,11.1246,13.2841,12.3973,12.564,12.7708
"CELE_Y43F8B,1",19.2706,19.4666,19.5263,19.6806,18.3015,18.3566,18.6655,18.8722
sam-10,14.8285,14.3867,13.7602,15.1108,15.1308,15.1961,14.5891,14.389
dic-1,18.3925,18.7416,18.8066,18.7175,17.6041,17.4765,16.2057,17.9149
unc-68,10.8252,10.2688,11.9091,12.1162,13.1037,12.3606,12.8478,13.4831
"CELE_T05H10,4;T05H10,4",13.3531,11.8929,14.2782,13.8098,12.3184,12.5519,12.6867,12.5039
"CELE_M05D6,5",16.4771,16.3563,16.4808,16.4589,15.7517,16.102,15.9636,15.5923
ctg-2,14.6681,14.9702,15.0556,14.9742,14.3852,14.9278,14.12,14.8157
rpl-32,18.05,18.1982,18.297,18.2902,18.5002,18.6006,19.0452,19.0214
"CELE_F37H8,3",13.7809,13.1192,14.92,14.9638,14.1631,14.2376,14.1067,14.6598
clec-146,15.6902,15.5246,15.8598,15.8705,16.185,15.6193,16.5377,15.7201
tnt-3,16.6045,16.6623,16.2472,16.657,16.4191,16.4625,16.4014,16.574
mlt-11,14.5535,9.62702,11.1504,11.7021,12.1705,12.1054,11.7895,11.2612
hrpu-1,14.4662,14.6331,13.2404,14.411,10.73,10.6201,10.7656,10.5225
kcc-2,13.2126,13.3637,13.8645,15.0998,13.4525,14.2051,13.2571,13.5816
ced-7,11.9805,11.9369,11.5771,11.9576,14.9484,14.9581,14.0322,14.1898
"CELE_F17C8,9",15.289,15.298,15.1402,14.886,15.3054,15.4023,15.0142,15.1964
unc-119,12.1669,12.0411,11.3091,12.0876,10.6626,10.8183,11.5814,11.5281
mrpl-46,16.2775,15.2663,15.7424,14.8388,15.5308,15.5505,15.1067,15.163
"CELE_F40G9,5",12.1906,12.0549,11.6223,11.4529,12.6947,12.9318,12.9895,13.2311
"CELE_F40G9,17",13.1233,12.0998,13.6269,13.9439,13.7504,13.4185,14.8588,13.9028
"CELE_Y54G11A,17",13.4736,14.2475,13.914,13.671,13.8892,14.3333,14.048,14.2276
let-767,16.9736,17.0354,16.3044,16.9514,16.778,16.6699,16.997,17.0083
dnj-16,14.6183,14.7313,15.1385,14.5949,14.6364,14.3376,14.661,14.5521
cfim-2,14.8909,15.4346,14.7283,15.4105,15.2426,15.3696,15.1226,15.0972
magi-1,16.0256,14.4749,16.5853,15.8284,12.5842,14.7043,15.8981,13.5192
"CELE_F55D12,2",11.5205,11.6311,11.7519,12.0146,13.3068,13.6881,11.9003,12.7227
"C39B5,5",14.291,14.8803,14.8566,14.0974,13.2922,14.1158,13.0246,14.2569
"CELE_Y32H12A,2",12.3237,11.5264,11.73,12.1067,13.5411,13.8763,13.3985,13.1953
smg-3,12.0218,12.0225,11.7385,12.0221,12.9336,13.8798,13.2852,13.8298
"CELE_F56B3,4",17.0848,17.6045,14.5696,15.9333,17.2554,14.7601,15.7151,17.4288
"CELE_Y34B4A,8",12.2504,11.7576,11.766,12.0265,10.7131,10.7011,10.778,10.8017
csn-6,15.2457,14.9339,14.8288,15.0303,15.1266,15.3705,15.0733,15.1663
marg-1,16.347,16.0506,15.6001,15.9156,16.7406,16.756,16.8739,17.1931
grsp-2,15.8161,16.0187,15.9099,15.9159,15.287,15.5176,15.2322,15.6404
"CELE_T28C6,7",15.9593,17.1581,15.8869,16.0722,14.8194,14.5247,14.3254,14.5078
"CELE_T20D3,3",15.2128,15.984,15.042,15.5405,13.7877,14.6278,13.5552,13.957
"CELE_R102,4;R102,4",15.4655,16.0578,15.813,16.933,14.6254,14.615,14.4959,14.978
sao-1,15.5581,16.3136,15.5818,15.7192,13.8086,14.0753,14.0226,14.81
"CELE_D1086,11",19.6242,19.4868,19.6318,19.8581,17.8208,18.0287,17.8304,18.019
sqrd-1,16.0946,15.8705,15.5621,15.8351,15.6033,15.5486,15.2246,15.3331
