geneName,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
imp-3,13.22,13.9208,12.4619,13.1327,14.2619,16.3201,15.9757,15.4478
prdx-2,21.1967,21.7105,21.6292,21.7899,22.1243,21.961,22.5156,22.2658
jhdm-1,13.8697,14.0829,13.6371,14.7129,14.17,14.0463,13.9909,14.4271
mrck-1,12.4491,13.8097,13.2853,12.9935,14.9463,15.0883,15.8627,15.26
nhr-86,12.3474,11.9073,12.338,12.6526,14.3783,14.425,13.8587,14.6482
aat-3,13.7955,13.7154,14.1138,14.5997,14.4877,13.4276,14.8521,14.2447
"CELE_M02H5,8",16.7706,16.4557,16.8819,16.6453,18.3782,17.6726,17.7523,18.2971
"CELE_T08B1,1",15.2299,15.0815,15.4726,15.3896,17.1682,17.1618,18.0439,17.056
lipl-5,12.5115,12.7463,12.3242,11.6584,17.4404,17.3251,17.2111,19.3081
fln-2,16.5033,16.4151,16.1892,16.3794,18.5361,18.3068,18.1672,18.5688
"C14C6,5",17.5557,17.1518,17.0527,17.9023,18.169,16.7952,18.1042,17.4029
"CELE_T08B1,1",12.2605,7.56696,12.2317,12.6748,14.5177,13.3085,14.4646,15.1285
zig-11,16.2769,15.7868,16.4307,16.2501,16.8464,16.7332,17.3151,17.1802
ilys-5,15.3527,14.6582,14.8408,16.0504,16.6843,17.1937,16.9247,17.7038
irg-3,16.2616,16.172,15.862,16.0581,16.6299,15.221,16.7599,15.2772
tns-1,15.7967,15.0843,14.5449,14.6423,17.6292,16.934,16.8778,18.0926
ubr-4,14.6862,14.2663,14.7037,13.9764,14.8,15.1381,13.5592,15.8839
ccar-1,15.6838,15.4989,15.6726,16.6174,16.2876,16.5611,15.7444,17.1838
ulp-2,14.3568,14.8961,13.7463,15.2134,14.516,14.2873,13.9184,15.0274
"CELE_T23F4,2",13.7214,11.8686,13.9238,14.055,16.228,15.9278,16.5846,16.8872
sago-1,14.6002,14.504,13.5997,14.9181,15.9689,15.7802,16.2823,16.1639
sago-2,13.6746,16.7754,14.7026,15.4382,14.4562,14.4209,13.5713,15.1045
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.4848,13.7097,14.7137,14.3998,14.3337,14.3133,14.3359,14.5867
daf-4,14.2304,15.7894,15.0189,14.8508,16.1254,17.9632,17.1751,16.2886
hpo-3,12.5497,12.0427,12.3137,12.7951,14.1363,13.1518,13.8659,13.9722
acs-22,13.7891,14.413,14.9177,13.6723,14.3847,14.3445,13.9106,15.1405
tag-10,15.9353,15.9125,15.6252,16.0664,16.7774,16.7127,16.4418,17.2602
imb-2,14.6552,13.9765,15.2055,14.7292,16.5141,15.4188,16.4522,16.2065
brf-1,12.9838,12.6423,11.8547,11.9026,13.5358,13.4215,13.2232,14.8229
"CELE_W09B6,4",12.5637,13.6647,13.638,15.4934,14.8901,15.7108,16.5247,16.4126
irg-7,19.3032,18.6666,18.8452,19.1423,19.3271,19.0947,19.2671,20.1542
"CELE_F27B10,1",12.5327,12.146,11.8592,12.3906,14.3632,13.6236,14.3735,14.8436
"CELE_T22F3,3",12.4841,12.438,12.2738,12.7496,14.4646,14.27,14.2207,14.8722
die-1,12.5758,12.0228,12.2221,12.657,14.4552,14.3986,13.9343,14.5848
dhs-11,14.7328,14.5548,14.5467,15.3431,14.5057,14.1558,14.4594,15.0856
tbc-14,14.9593,15.0688,14.8847,14.875,16.0316,16.81,15.7661,15.8938
cyp-34a6,13.0764,11.5576,14.0873,14.0232,13.8158,13.5077,14.4739,14.054
fipp-1,14.9299,14.6095,14.5956,14.2408,15.9003,15.0766,15.7207,16.1953
unc-132,15.1687,14.3471,14.4985,14.8781,16.7321,16.7146,16.8607,17.0371
cdh-4,14.5779,13.0921,12.9828,14.2392,14.3364,14.0395,14.216,15.0928
ajm-1,12.0427,12.1788,12.2816,12.5187,14.1897,13.9917,13.9553,15.072
"CELE_ZC412,3",18.1896,17.836,18.1577,18.1301,19.361,19.3437,19.3241,20.1146
farl-11,12.5083,12.0778,12.1917,12.7921,14.325,14.3164,14.4535,14.7686
let-711,15.8793,15.3042,15.3884,16.0928,16.6155,15.1614,16.2159,17.5791
"C40H1,7",14.075,14.7573,13.61,15.2156,14.4782,14.1286,14.43,14.6104
spat-2,14.5529,14.9108,15.0863,12.9694,16.2014,16.6957,17.0625,17.522
aakg-1,14.7717,14.7973,13.9239,13.8926,15.5354,16.2973,16.397,17.2766
grl-23,12.3988,11.8428,12.335,12.7745,14.0845,14.3953,14.0122,14.7374
spat-2,12.8533,13.2564,13.5538,13.5393,17.1363,16.0308,17.3242,18.1571
"CELE_Y55F3BR,6",11.8997,12.0767,12.3249,12.6361,14.2976,14.1019,14.2455,15.0564
vab-10,19.1162,19.7155,19.0447,19.7817,21.0819,20.3173,21.0967,21.7864
"eif-3,l;eif-3,L",17.9479,18.6287,18.6657,18.5,17.3957,17.3569,17.3764,18.6601
"npp-25;npp-25;npp-25;Y37D8A,17",14.3938,16.0699,16.2536,14.9752,17.6128,16.3803,16.2,15.7966
cnt-1,14.7335,15.1038,14.2772,15.059,14.4444,14.4314,14.475,14.9247
"C26G2,2",12.0976,12.594,11.8982,12.6167,14.3312,15.4872,15.4595,16.0877
"CELE_F43B10,1",16.9676,12.6693,15.2697,15.0502,14.3564,14.2042,14.4094,15.0269
ubc-15,15.4401,14.7199,14.8632,15.5447,14.4648,14.4094,14.1878,13.6447
"CELE_Y55F3BR,10",15.0545,14.4322,13.3283,15.5359,14.2362,14.423,14.1566,15.1419
"CELE_Y38F2AR,12",13.4022,13.7541,13.7528,13.0202,14.1664,13.6575,14.7004,14.2198
ttr-42,17.5558,17.8404,18.4754,18.2763,17.8589,18.5957,19.0153,19.1432
"CELE_H29C22,1",18.1007,18.3741,18.7573,18.4946,19.7232,19.0382,19.4349,19.5799
"CELE_F07G6,10",16.8309,16.4265,16.4289,16.2402,14.0299,13.6734,14.1505,14.6029
ttr-34,16.0783,16.9299,16.5809,15.2911,14.142,14.4011,14.2462,14.9528
"CELE_Y49E10,29",12.546,11.825,12.2593,12.6475,14.3041,14.38,14.4774,14.8269
cnnm-1,12.3462,12.1309,12.0702,12.702,16.0608,15.1779,15.6514,15.8142
col-138,15.1857,14.0047,15.1862,15.6949,18.6385,18.8246,19.4709,19.2545
oac-59,12.5654,12.0116,12.3039,12.7241,14.2271,14.3903,14.249,14.3717
"C42C1,8",14.1514,14.0329,14.5125,14.6115,15.253,15.5304,15.5021,18.6603
"C42C1,11;AP-1",15.1013,15.2668,15.0298,15.087,15.4008,15.534,15.8288,16.2848
rpl-34,17.1815,18.1909,17.3123,18.0959,17.3861,17.2681,16.3446,18.1643
erl-1,16.0579,15.7364,15.3049,16.6432,15.7318,15.4876,15.4696,16.0848
tag-335,14.044,14.2656,14.3359,13.2588,14.2674,13.8168,14.0557,14.0625
fbxa-6,12.4653,12.1923,12.3116,12.6824,14.2727,14.1395,14.314,14.919
"CELE_cTel55X,1",13.4839,14.3274,14.8188,13.9572,14.4315,13.7603,14.3592,15.0578
"C44C10,9",14.9181,14.257,14.6569,15.2964,16.9396,16.6029,16.3646,17.5186
"CELE_F14D7,12",12.4819,12.1352,12.344,12.8021,14.4169,14.4439,13.7384,14.8879
"CELE_D1086,17",12.1066,12.1904,12.2786,12.7052,14.4628,14.4112,14.2741,14.84
"CELE_W06G6,15;CELE_Y70C5B,2",14.3447,13.8129,13.521,13.1292,14.3863,14.4106,14.1874,15.09
"CELE_Y71F9AR,4",12.476,11.9945,12.2783,12.7263,14.3003,14.3656,14.1799,15.1433
"CELE_Y47G6A,33",15.8908,16.1113,17.0054,17.122,14.0678,13.8568,14.8909,13.7311
"CELE_ZK813,7",18.7557,19.408,19.1065,19.2671,19.9048,21.3434,20.9199,21.4929
"CELE_T28A11,2",18.0505,17.75,17.6999,18.21,19.7567,19.4839,19.8566,20.3092
guk-1,16.1879,16.0291,15.5349,16.3943,16.549,17.1327,17.1646,17.1503
"CELE_Y53C10A,6",12.4888,12.1897,12.15,12.4858,14.3978,14.3847,14.2994,13.8544
"CELE_Y48C3A,18",12.5283,12.0756,12.0739,12.7532,14.4792,14.3649,14.0998,14.5937
"CELE_Y39B6A,3",13.8119,13.3581,13.8069,14.3687,13.9212,14.3806,14.4219,15.1674
dab-1,13.7589,13.3627,15.0522,15.4241,14.8271,14.2647,15.8807,15.1402
"CELE_F25H8,1",14.0337,13.4524,13.9045,13.8171,14.2443,14.3088,14.3442,14.1746
swsn-9,14.0027,13.955,14.9507,15.0034,14.5044,13.1219,14.1506,14.9601
"CELE_ZC434,7",13.476,12.7689,13.8219,14.614,13.8976,14.4276,14.0451,15.0324
rad-50,12.5602,12.3151,12.2945,12.6769,14.0474,14.4321,14.173,14.6315
"C25F9,11",15.3257,15.6399,17.1606,15.416,17.6768,17.0138,15.8545,19.0372
sin-3,12.5811,12.1598,12.2891,12.5239,17.9372,18.0293,17.74,16.5773
hmp-1,14.1905,16.2219,13.8397,14.1991,16.2607,15.5756,15.7103,17.1084
dhs-3,16.4057,15.9904,16.0572,16.7434,16.1222,17.1768,16.7072,17.5146
nra-2,15.9855,15.3394,15.6624,15.4951,15.692,16.2532,15.8641,17.5102
"CELE_Y37H2A,14",14.2317,14.3043,13.7684,14.6968,16.3432,17.7678,16.7697,16.901
"CELE_F27E5,7",15.364,14.1927,15.3127,14.3967,14.2618,14.3444,13.9971,14.8109
saps-1,14.8388,14.5853,14.2474,15.1382,14.0547,14.2941,16.4338,14.4957
"CELE_ZK809,8",12.5417,12.0897,12.1998,12.6929,14.2695,12.9083,14.119,13.8433
"CELE_D1081,7",13.6089,13.9373,14.5194,14.0003,14.3655,14.2836,14.2186,14.6125
aph-2,12.5743,12.0579,12.061,11.8722,14.4661,13.9806,14.3874,13.5701
"CELE_F15B9,10",16.21,14.6906,15.3106,16.1186,16.8455,17.0401,17.0017,18.2177
"C27A7,5",13.5618,13.8819,13.8849,13.8269,14.2037,14.2535,14.2594,15.0751
"CELE_F30A10,13",14.4908,13.788,13.5039,13.7218,14.3055,14.4426,13.4924,14.4603
"CELE_F30A10,14",17.1722,16.9819,16.6733,17.5439,18.5721,18.008,18.6024,18.7602
"C04H5,7",12.8166,13.2401,13.54,13.1034,14.157,14.3245,14.4457,14.2892
"C13B4,1",13.872,13.0346,13.0146,13.9005,13.3297,13.8143,14.4396,15.0292
"CELE_F02E9,10",14.8648,14.9753,15.0833,14.927,15.6673,15.4918,15.6503,15.7946
"CELE_R13H4,2",16.8461,16.1326,16.3792,16.1223,14.1632,14.0152,13.9331,15.0071
"CELE_ZK228,4",15.4596,14.9247,15.4581,16.141,13.784,13.6488,14.391,15.1275
"CELE_K02B7,3",17.8288,18.041,18.0494,17.8238,18.5571,19.1433,18.726,18.8657
nuo-3,14.1716,13.6143,13.5585,15.7738,14.3211,14.2314,14.4559,15.1531
"C44E4,5",14.0501,14.862,14.403,14.7882,16.0339,16.004,15.7184,16.2394
"CELE_F49E2,2",15.9513,14.5068,14.5496,15.6476,16.9516,15.8337,16.3127,16.9454
"T07A5,7",17.1156,16.3606,17.357,16.9722,18.8922,18.1141,18.0676,19.6482
"CELE_T04F8,7",15.6178,13.0398,14.5242,15.236,17.2409,16.9135,17.3461,16.6587
"gpb5;CELE_T23B12,8",12.5784,11.8879,12.3202,12.4689,14.5027,13.486,14.2612,14.8979
"CELE_F49D11,10",14.5411,14.7057,14.9127,15.3487,15.1902,15.7259,15.1396,17.0037
oxy-5,17.415,16.8817,16.6423,17.3359,14.114,14.1387,14.0786,14.9661
mrg-1,16.2077,15.884,15.8971,15.9421,17.029,16.9183,17.5271,18.5742
obr-1,12.3563,12.1546,12.3251,12.5108,14.3501,14.2005,14.257,15.0693
igcm-3,15.5079,14.7516,14.8187,15.9033,14.5102,14.3944,14.3733,15.0574
unc-16,13.1285,13.6099,13.9052,13.3783,14.6116,14.9428,14.1768,16.0579
gpdh-2,17.5496,17.77,17.8473,17.9645,18.779,19.1198,19.2772,20.1526
sly-1,15.2564,15.0551,15.1135,15.5388,14.2057,15.8866,15.4657,14.6305
"B0393,9",15.5,15.4986,16.4486,14.905,14.1744,14.2543,14.4518,14.6376
cisd-1,18.501,18.5544,18.4964,18.7821,20.5226,19.4723,19.6272,20.8033
"CELE_F09E8,2",14.6129,14.4309,14.2804,14.8791,16.4812,16.1217,16.1351,17.643
lsy-22,15.0079,13.5074,15.2968,15.7988,13.6636,14.0056,14.445,14.8512
"C24H11,5",12.398,12.1607,12.0517,12.5147,14.5029,13.9383,14.1618,15.1105
"CELE_F10A3,17",16.2764,15.3797,16.062,15.5882,17.9344,18.8143,18.7017,17.803
pnc-1,16.5154,16.1577,15.9196,15.2532,15.9551,15.7123,15.8519,17.2375
"CELE_Y94H6A,12",12.4894,12.191,12.2149,12.6309,14.2524,14.4438,14.2535,14.7731
"CELE_F56C9,6",13.3554,14.0909,13.9287,13.9303,14.1626,14.2703,14.4654,15.083
"CELE_T28D9,4;T28D9,4",13.636,15.0703,15.3714,14.8808,15.784,15.996,15.898,14.9872
"C28G1,5",14.2583,13.7223,13.7667,13.3677,15.8712,15.2782,16.1312,16.3225
gpx-7,18.0165,18.0134,17.8218,17.955,17.2533,17.2247,17.6494,20.3028
"CELE_F41D9,2",12.5317,12.12,12.2505,12.6723,17.081,17.2559,16.4813,16.7586
"CELE_T04F8,8",12.3856,12.166,12.3355,12.4497,13.5245,14.2877,14.3313,15.0935
"CELE_ZK856,16",12.4094,11.9641,12.0992,12.337,14.2785,14.1676,14.1121,14.2561
"CELE_F23B12,4",12.3736,12.0587,11.7517,12.7992,14.2737,13.491,14.0608,14.818
"CELE_K09A9,6",12.5208,11.8681,12.2462,12.6873,14.4367,14.1244,14.2327,14.6101
"CELE_H14N18,4",12.3263,9.21074,11.9059,12.6453,14.1973,14.4298,14.4162,14.9811
"CELE_T12B5,15",12.5688,12.0997,12.3393,12.7498,13.727,14.0866,13.7978,14.9127
"CELE_Y17G7B,20",12.3348,11.985,11.9415,12.4438,14.5012,14.4252,14.1581,15.0482
"CELE_E01A2,1",13.5063,14.6415,13.1017,13.4613,13.8381,14.3663,14.458,15.1609
"CELE_T02H6,1",14.8469,14.3982,14.5281,15.1594,15.4719,15.4694,14.3078,16.047
"CELE_Y37E3,11",14.7925,15.0166,14.4831,15.8356,17.6489,17.3456,16.8659,18.9839
"CELE_M03F8,3",14.6065,13.8259,14.5867,14.7022,16.0659,16.7486,16.4387,17.3221
"CELE_F55B12,10",14.0059,12.6624,12.7111,13.4368,13.7134,14.276,14.3275,14.9343
pptr-2,14.9886,14.7531,15.0268,15.008,15.6053,15.235,16.1117,17.0864
"maph-1,2",16.1288,16.188,16.2562,16.4243,17.7639,17.7668,17.9786,17.9028
"CELE_K09G1,1",13.8785,12.268,13.6672,13.9229,15.4568,14.9218,15.7713,14.5128
"B0303,7",15.4267,14.5694,14.1716,14.0789,16.0238,16.6028,16.0195,18.1105
"C23H3,3",12.313,11.9857,12.0919,12.794,14.1985,14.3202,14.3127,14.9337
"C17C3,1",14.713,15.0301,14.9335,15.2326,13.4423,13.9603,13.8516,14.132
glna-1,12.3866,13.5398,14.3451,12.63,14.3541,13.9953,14.388,15.0647
"CELE_Y61A9LA,11",12.4155,12.1587,12.0249,12.6821,14.3257,14.377,14.3595,15.081
"CELE_F41E6,5",12.5784,11.4851,12.2282,11.9884,14.2534,14.0422,13.6868,14.5821
"CELE_T25B2,2",14.4026,13.7691,14.3725,14.5838,17.3346,17.1986,16.5998,17.1168
trpp-1,11.8149,11.3409,12.2075,12.6438,14.3979,13.6496,14.3693,14.6734
tsp-10,12.5759,12.0735,12.0252,12.483,14.0277,15.3214,15.1808,16.4819
ugt-26,18.0284,17.7685,17.9088,18.645,18.6183,18.3235,18.6116,19.9792
"C14H10,3",12.772,13.591,14.4269,14.5811,16.1249,16.643,15.5257,16.5495
"CELE_D1086,10",20.8343,20.1885,20.2513,19.8619,18.0607,17.3709,18.6051,18.0486
poml-3,14.7657,14.1918,13.9001,15.0937,16.4037,16.7078,16.3703,17.7718
unc-57,16.4355,15.7936,15.7784,16.3274,17.4061,17.3289,17.2885,17.7031
szy-20,14.566,14.082,14.0349,14.8838,18.0854,17.5341,15.731,19.0954
"CELE_T06E4,14",12.5246,11.7917,12.3329,12.7441,14.0772,14.4255,14.1114,14.8202
"CELE_F13G3,10",12.5702,11.9189,12.2968,12.7069,17.3659,17.0211,18.2661,18.4081
rmd-2,16.4182,16.4345,16.4881,16.9181,17.299,17.4412,17.5459,18.4901
smc-3,15.4888,14.8274,15.2908,15.6941,15.7577,16.0919,15.5637,16.6309
ntl-2,14.2804,14.1794,14.358,13.7457,14.2249,13.8437,14.0575,14.7123
gcn-1,16.5938,16.6,16.6426,16.8312,17.3856,17.6247,17.9469,17.8975
urm-1,17.5769,17.0488,17.1785,16.7428,16.6914,18.401,16.5479,17.4519
nono-1,15.673,15.6498,15.7711,15.919,17.5114,18.125,17.4754,18.319
atf-7,12.2447,12.1667,12.2923,12.7511,14.3131,13.3176,13.6268,15.0703
vps-26,15.1176,15.115,15.879,15.6468,15.718,15.7145,15.8663,15.7972
ndx-9,14.1176,14.2149,14.7745,15.4022,14.1909,14.3049,13.3116,14.5708
"C14F11,4",17.0743,16.7466,16.7905,17.1877,18.1428,18.5035,17.6286,19.58
abts-1,15.5613,14.9492,14.6119,15.7683,17.6418,17.0699,17.3032,18.5223
"CELE_ZK858,6",15.4659,15.657,15.2002,15.696,17.1198,17.0794,17.4683,18.0421
"C41G7,9",18.2318,16.4168,16.9968,17.5397,13.9498,14.2268,14.0189,15.0046
lin-10,14.531,13.9606,13.8532,14.7755,14.4045,14.4022,14.3909,15.0847
"CELE_M04C9,3",12.4801,11.7592,12.2735,12.5928,14.3633,14.3881,13.8549,14.5373
"C31H5,6",14.2741,13.7518,14.1349,13.9263,14.2445,14.2562,14.4495,15.0169
"CELE_ZK355,8",15.0449,13.7903,17.8904,15.0507,15.3088,15.6173,15.5757,16.25
spds-1,15.6153,15.9737,15.711,15.2431,17.0095,17.1868,17.8677,17.3492
nxf-1,15.7102,14.8373,15.3226,15.1635,17.0811,17.0026,16.7816,18.4895
"CELE_F38A6,5",14.6245,14.7698,14.4548,14.7148,14.3949,14.7423,14.0391,15.1387
"CELE_T03D8,6",15.0982,14.852,14.8823,15.6493,17.5422,16.1444,16.6842,17.5562
ret-1,16.1296,16.8009,16.1411,16.155,18.2012,17.8516,17.4279,18.4945
"CELE_D1086,12",15.0935,15.2968,14.6281,16.1005,16.6449,17.4097,16.8427,16.9181
"CELE_F52C12,6",16.0818,15.4881,14.8347,15.8686,16.4549,17.2858,16.6972,16.952
"CELE_Y40B1A,3",13.5142,11.7001,13.9189,13.6842,15.0618,15.8357,15.7531,16.7415
pals-37,18.2574,17.4922,16.6841,19.0327,20.3267,19.3036,18.9664,20.6946
"CELE_F59A2,2",13.9858,13.2417,14.0713,14.0186,15.3469,15.7393,15.2466,15.4284
ptr-24,14.7664,15.5792,14.6456,15.1225,14.4966,13.6176,14.4375,14.7197
"CELE_F11C1,5",12.5164,11.391,11.8456,13.2837,14.144,14.0507,14.3271,15.1306
"CELE_Y43F8B,1",17.7428,18.1708,17.8004,18.1964,20.0166,20.6057,20.0131,21.1529
sam-10,14.9479,14.4477,14.5155,14.3486,14.0256,14.3147,13.9179,14.7053
dic-1,18.197,18.3481,17.927,18.3317,19.1238,19.7166,19.9244,17.6863
unc-68,10.0465,12.364,11.8275,13.0945,11.7635,13.6008,13.7255,13.9306
"CELE_T05H10,4;T05H10,4",16.8418,16.1891,14.8655,16.9858,17.0989,17.6394,17.28,17.8137
"CELE_M05D6,5",16.296,16.2261,15.923,16.5767,18.0157,18.2831,17.5571,18.7725
ctg-2,15.6346,14.6323,14.3843,15.3678,16.4208,16.5752,16.059,17.3186
rpl-32,17.885,18.7763,18.5146,18.6269,19.0005,15.8897,17.8319,19.3238
"CELE_F37H8,3",14.5876,13.7001,14.4765,14.2175,13.7752,13.9001,14.2915,15.0662
clec-146,15.5149,15.6863,16.0166,14.8442,14.4808,14.4472,13.9742,14.9229
tnt-3,15.5295,15.1868,15.6781,15.1789,15.7648,16.5235,16.7173,17.7323
mlt-11,14.412,13.7365,14.3783,13.9422,14.3934,14.1151,14.1046,15.1334
hrpu-1,7.76826,12.8303,8.64075,12.801,14.4172,14.4459,13.7718,14.5391
kcc-2,16.0706,13.8504,13.1924,14.6809,18.7132,18.0455,17.6258,18.0507
ced-7,12.4635,12.0263,12.3203,12.6762,14.4935,14.4208,14.1742,14.7707
"CELE_F17C8,9",14.6472,14.5612,14.9441,15.1241,16.4681,16.7434,16.4556,16.5297
unc-119,13.9214,13.1448,13.3374,12.9056,14.3059,14.2818,13.7176,15.1412
mrpl-46,16.6552,15.6461,15.6652,14.8976,18.0242,17.8594,17.9185,18.7318
"CELE_F40G9,5",12.4221,11.9443,11.6546,12.2135,14.0922,14.1999,14.4401,14.9353
"CELE_F40G9,17",14.7586,15.1781,14.747,14.5021,16.6831,17.2658,16.8257,17.738
"CELE_Y54G11A,17",13.0197,12.6694,12.4905,12.958,14.1582,14.435,14.2659,15.1686
let-767,16.7482,16.2701,18.5598,16.3673,18.6648,19.2838,18.7666,20.1829
dnj-16,15.4058,15.454,15.5792,15.8502,16.4958,16.5218,16.3293,16.9035
cfim-2,15.3783,15.3502,15.2616,15.5918,15.6794,16.5148,15.6025,14.8555
magi-1,10.246,15.0294,15.0309,9.09199,13.7275,14.2167,14.4729,14.4418
"CELE_F55D12,2",13.8462,13.626,14.1855,13.5106,13.8854,14.1983,14.2085,14.9719
"C39B5,5",14.1261,12.7317,14.3617,13.7601,17.5991,16.894,17.4165,17.7695
"CELE_Y32H12A,2",14.5057,16.1689,13.3735,15.1346,14.0848,14.3043,14.3843,14.8564
smg-3,13.5923,13.0195,13.3614,14.2868,15.8907,15.2582,15.188,16.8551
"CELE_F56B3,4",14.34,11.7704,13.2255,13.1388,13.9537,14.437,14.2124,15.0244
"CELE_Y34B4A,8",12.1254,12.0943,12.3093,12.7688,13.7983,14.2026,14.4639,14.9044
csn-6,15.6605,14.7843,15.067,15.9131,16.5592,15.8936,14.835,16.5917
marg-1,16.2844,15.6633,16.1479,16.2139,18.3717,18.3677,18.5529,18.873
grsp-2,15.169,15.9066,15.7664,16.1966,17.9312,17.8045,17.8647,18.0515
"CELE_T28C6,7",16.5984,16.1775,15.828,18.1129,17.6218,16.9991,17.7597,17.0401
"CELE_T20D3,3",14.8662,14.1865,14.2029,14.433,15.9489,16.4196,16.8092,16.5726
"CELE_R102,4;R102,4",15.4008,15.2958,15.4335,15.7229,18.1852,17.9407,18.7807,19.6979
sao-1,15.0947,14.4313,14.6079,14.5827,17.2644,16.5865,16.3102,17.5104
"CELE_D1086,11",20.0646,19.4587,19.7649,19.2179,19.8829,19.1746,19.7118,20.0325
sqrd-1,14.0319,14.9547,14.2772,13.2496,16.3249,16.6094,16.1014,16.8442
