geneName,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04
tln-1,14.5501,14.8535,14.223,15.8737,14.1918,13.9737,14.107,14.251
max-2,15.6531,14.5138,13.9053,16.096,15.5204,14.5985,13.4376,14.1562
egl-27,14.2126,14.6101,16.28,12.7153,12.576,13.1572,13.132,12.9809
cdc-14,11.742,11.9868,11.8271,12.8061,11.472,11.1757,11.0624,11.6847
daf-16,12.5541,12.0724,12.2682,12.7554,14.585,14.0713,13.2523,14.1532
"CELE_T16H12,3;T16H12,3",12.5835,12.0612,12.1027,12.7229,11.412,11.2337,10.9874,11.7267
lev-11,16.2472,15.6724,15.509,16.4352,15.1948,14.4688,14.6904,15.4279
gld-2,12.5522,11.2392,10.3677,12.7843,11.3677,11.1951,11.1271,11.6101
ncl-1,12.542,12.1807,12.316,12.7383,14.5409,15.7414,14.0072,14.7912
"CELE_D1069,3",12.3731,12.0944,12.3316,12.5939,13.2709,14.0571,14.3065,13.1438
lin-23,15.6396,15.0569,16.4845,15.7004,13.3327,12.299,12.7186,13.5858
"CELE_Y50D4B,1",12.4011,12.1045,12.01,12.4652,11.4711,11.1696,10.8206,11.7053
"CELE_Y39A1A,21",12.3942,12.0197,12.2596,12.778,11.4521,11.2233,11.1725,11.7425
dre-1,15.5708,18.1573,16.945,16.5466,17.0121,16.1905,15.7812,16.2351
gck-1,15.0399,14.6068,16.002,15.6756,15.9078,15.5024,15.404,15.9773
gly-7,13.0861,12.734,14.7532,15.4581,13.0441,13.3419,14.657,14.036
"CELE_F40A3,3;F40A3,3",17.5826,18.1105,18.1486,17.3012,19.056,18.863,18.8798,18.9224
"CELE_Y50D4B,4",14.7283,14.6614,15.269,15.3,13.0729,14.5398,14.8538,14.1061
cdf-1,12.5581,12.1584,12.2233,12.5177,11.2309,10.7954,11.1403,11.687
unc-34,15.5482,16.6145,16.3491,14.1947,15.7234,15.4259,16.9355,15.7449
tbh-1,17.2381,16.7317,16.769,17.7514,16.5062,16.1452,16.3245,17.1621
lev-11,21.3013,21.6226,21.6428,21.2067,21.9299,22.0167,22.0209,21.2885
imp-3,13.22,13.9208,12.4619,13.1327,8.93078,11.0402,10.6452,16.142
prdx-2,21.1967,21.7105,21.6292,21.7899,22.0854,22.1847,21.9447,21.9577
jhdm-1,13.8697,14.0829,13.6371,14.7129,15.3243,14.7986,14.6742,15.1245
mrck-1,12.4491,13.8097,13.2853,12.9935,11.7395,13.5955,13.2878,12.1785
nhr-86,12.3474,11.9073,12.338,12.6526,11.2685,11.0428,11.2468,11.4639
aat-3,13.7955,13.7154,14.1138,14.5997,12.9627,13.0532,12.2852,14.8411
"CELE_M02H5,8",16.7706,16.4557,16.8819,16.6453,19.1224,19.493,18.9658,18.9728
"CELE_T08B1,1",15.2299,15.0815,15.4726,15.3896,15.1187,14.4887,14.6688,14.6374
lipl-5,12.5115,12.7463,12.3242,11.6584,13.731,13.7747,12.2415,11.2462
fln-2,16.5033,16.4151,16.1892,16.3794,16.3907,16.6015,16.3384,16.6967
"C14C6,5",17.5557,17.1518,17.0527,17.9023,16.5878,15.9716,15.9966,16.4598
"CELE_T08B1,1",12.2605,7.56696,12.2317,12.6748,11.3308,11.1458,11.2457,11.7057
zig-11,16.2769,15.7868,16.4307,16.2501,12.3575,12.1928,12.7751,11.9676
ilys-5,15.3527,14.6582,14.8408,16.0504,16.4699,15.8699,15.9315,16.8144
irg-3,16.2616,16.172,15.862,16.0581,17.5753,17.0789,17.0426,17.1917
tns-1,15.7967,15.0843,14.5449,14.6423,15.5425,14.8938,14.7866,15.2415
ubr-4,14.6862,14.2663,14.7037,13.9764,10.9007,10.8419,12.2295,12.4937
ccar-1,15.6838,15.4989,15.6726,16.6174,15.0733,14.9261,14.6607,14.2776
ulp-2,14.3568,14.8961,13.7463,15.2134,13.9227,14.4907,14.8008,14.4837
"CELE_T23F4,2",13.7214,11.8686,13.9238,14.055,14.6301,13.4505,13.9936,14.9059
sago-1,14.6002,14.504,13.5997,14.9181,13.2114,12.9299,12.1103,13.2928
sago-2,13.6746,16.7754,14.7026,15.4382,16.7445,16.7038,16.0956,16.2426
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.4848,13.7097,14.7137,14.3998,13.6279,13.9799,13.589,9.34186
daf-4,14.2304,15.7894,15.0189,14.8508,13.9809,14.3527,13.3982,15.0507
hpo-3,12.5497,12.0427,12.3137,12.7951,11.2987,11.1394,11.1731,11.6731
acs-22,13.7891,14.413,14.9177,13.6723,14.1217,13.6942,13.6335,14.0711
tag-10,15.9353,15.9125,15.6252,16.0664,15.0082,14.5885,14.3784,14.6979
imb-2,14.6552,13.9765,15.2055,14.7292,13.9174,13.882,13.8402,13.8063
brf-1,12.9838,12.6423,11.8547,11.9026,13.4709,13.1394,12.7689,13.7489
"CELE_W09B6,4",12.5637,13.6647,13.638,15.4934,13.9775,12.4984,13.5548,13.8286
irg-7,19.3032,18.6666,18.8452,19.1423,18.4456,18.298,18.1992,18.5686
"CELE_F27B10,1",12.5327,12.146,11.8592,12.3906,14.3326,3.91271,14.0929,11.5426
"CELE_T22F3,3",12.4841,12.438,12.2738,12.7496,11.3367,11.033,11.168,11.5541
die-1,12.5758,12.0228,12.2221,12.657,15.0588,15.0866,13.8978,15.6883
dhs-11,14.7328,14.5548,14.5467,15.3431,15.0343,15.2846,15.3123,15.0999
tbc-14,14.9593,15.0688,14.8847,14.875,14.2654,13.9874,14.3445,14.9511
cyp-34a6,13.0764,11.5576,14.0873,14.0232,11.3622,11.0841,11.056,11.5117
fipp-1,14.9299,14.6095,14.5956,14.2408,15.5543,15.7114,15.2037,15.1199
unc-132,15.1687,14.3471,14.4985,14.8781,13.9565,14.3631,14.313,14.4141
cdh-4,14.5779,13.0921,12.9828,14.2392,15.3575,16.0375,16.173,15.8722
ajm-1,12.0427,12.1788,12.2816,12.5187,11.255,11.1898,11.2619,11.715
"CELE_ZC412,3",18.1896,17.836,18.1577,18.1301,18.137,18.0159,18.0333,18.2232
farl-11,12.5083,12.0778,12.1917,12.7921,11.2682,10.9403,11.2586,11.656
let-711,15.8793,15.3042,15.3884,16.0928,14.6299,14.5406,14.5097,14.7324
"C40H1,7",14.075,14.7573,13.61,15.2156,12.1926,14.3166,13.9831,12.2316
spat-2,14.5529,14.9108,15.0863,12.9694,15.2715,16.0483,15.169,14.849
aakg-1,14.7717,14.7973,13.9239,13.8926,12.2939,13.639,13.1443,13.0203
grl-23,12.3988,11.8428,12.335,12.7745,11.2154,11.1904,11.1949,11.6971
spat-2,12.8533,13.2564,13.5538,13.5393,15.3208,14.5097,14.693,14.9303
"CELE_Y55F3BR,6",11.8997,12.0767,12.3249,12.6361,11.9964,12.6013,12.7059,12.2536
vab-10,19.1162,19.7155,19.0447,19.7817,19.4632,20.1036,19.1478,19.1059
"eif-3,l;eif-3,L",17.9479,18.6287,18.6657,18.5,16.9735,17.242,16.8179,17.1523
"npp-25;npp-25;npp-25;Y37D8A,17",14.3938,16.0699,16.2536,14.9752,15.368,15.1084,15.3659,15.0904
cnt-1,14.7335,15.1038,14.2772,15.059,13.8988,14.717,14.2952,13.7935
"C26G2,2",12.0976,12.594,11.8982,12.6167,10.7174,11.7878,11.4483,10.9196
"CELE_F43B10,1",16.9676,12.6693,15.2697,15.0502,12.7073,13.758,14.0414,13.4339
ubc-15,15.4401,14.7199,14.8632,15.5447,13.9815,12.2419,14.0954,13.9793
"CELE_Y55F3BR,10",15.0545,14.4322,13.3283,15.5359,13.5168,14.3793,14.0736,14.0231
"CELE_Y38F2AR,12",13.4022,13.7541,13.7528,13.0202,13.7159,13.8113,12.9448,13.7027
ttr-42,17.5558,17.8404,18.4754,18.2763,16.6593,16.2092,16.0935,16.572
"CELE_H29C22,1",18.1007,18.3741,18.7573,18.4946,17.6766,17.1523,17.0689,18.1387
"CELE_F07G6,10",16.8309,16.4265,16.4289,16.2402,12.0488,11.8308,12.0437,13.1728
ttr-34,16.0783,16.9299,16.5809,15.2911,15.3741,15.2588,14.908,15.0004
"CELE_Y49E10,29",12.546,11.825,12.2593,12.6475,11.3481,11.0248,11.2461,11.6589
cnnm-1,12.3462,12.1309,12.0702,12.702,11.411,11.2274,11.1961,11.6333
col-138,15.1857,14.0047,15.1862,15.6949,15.8591,16.851,15.5253,18.1874
oac-59,12.5654,12.0116,12.3039,12.7241,12.6418,13.3357,13.0564,13.4907
"C42C1,8",14.1514,14.0329,14.5125,14.6115,14.9245,13.3711,12.8346,12.8782
"C42C1,11;AP-1",15.1013,15.2668,15.0298,15.087,14.9792,14.5922,14.6963,14.9191
rpl-34,17.1815,18.1909,17.3123,18.0959,17.6606,17.6059,17.3454,17.7866
erl-1,16.0579,15.7364,15.3049,16.6432,15.7521,14.6672,14.9154,15.4121
tag-335,14.044,14.2656,14.3359,13.2588,14.3896,13.9228,14.0622,14.2881
fbxa-6,12.4653,12.1923,12.3116,12.6824,13.7188,13.7581,13.604,14.1455
"CELE_cTel55X,1",13.4839,14.3274,14.8188,13.9572,13.1924,13.9341,13.8821,13.0292
"C44C10,9",14.9181,14.257,14.6569,15.2964,13.5845,13.4246,12.6757,13.02
"CELE_F14D7,12",12.4819,12.1352,12.344,12.8021,14.2732,14.205,13.8225,14.4493
"CELE_D1086,17",12.1066,12.1904,12.2786,12.7052,11.1719,11.1497,11.1886,11.6674
"CELE_W06G6,15;CELE_Y70C5B,2",14.3447,13.8129,13.521,13.1292,10.9531,10.6088,10.9725,11.5879
"CELE_Y71F9AR,4",12.476,11.9945,12.2783,12.7263,13.1568,13.1195,13.168,13.5543
"CELE_Y47G6A,33",15.8908,16.1113,17.0054,17.122,15.6643,15.3177,17.1308,16.2322
"CELE_ZK813,7",18.7557,19.408,19.1065,19.2671,19.179,19.4707,18.3275,18.8508
"CELE_T28A11,2",18.0505,17.75,17.6999,18.21,16.073,15.7607,16.2293,16.6729
guk-1,16.1879,16.0291,15.5349,16.3943,16.18,16.2084,15.9688,15.8316
"CELE_Y53C10A,6",12.4888,12.1897,12.15,12.4858,11.3442,11.2562,11.979,11.5487
"CELE_Y48C3A,18",12.5283,12.0756,12.0739,12.7532,11.4874,11.2284,11.2632,11.7162
"CELE_Y39B6A,3",13.8119,13.3581,13.8069,14.3687,13.5762,14.0513,13.1339,12.9822
dab-1,13.7589,13.3627,15.0522,15.4241,14.1127,14.3318,13.8559,14.6614
"CELE_F25H8,1",14.0337,13.4524,13.9045,13.8171,12.9333,13.4584,13.7355,13.1334
swsn-9,14.0027,13.955,14.9507,15.0034,14.7328,14.059,13.7612,15.4984
"CELE_ZC434,7",13.476,12.7689,13.8219,14.614,13.3508,13.2611,13.0395,14.1214
rad-50,12.5602,12.3151,12.2945,12.6769,12.3686,14.7136,13.4037,9.81631
"C25F9,11",15.3257,15.6399,17.1606,15.416,14.2888,13.252,12.746,15.2662
sin-3,12.5811,12.1598,12.2891,12.5239,15.1462,15.0276,16.9016,15.9831
hmp-1,14.1905,16.2219,13.8397,14.1991,16.6114,16.1213,15.5416,16.3904
dhs-3,16.4057,15.9904,16.0572,16.7434,16.3443,16.5117,16.6057,16.6913
nra-2,15.9855,15.3394,15.6624,15.4951,14.6302,14.7245,14.8715,14.9103
"CELE_Y37H2A,14",14.2317,14.3043,13.7684,14.6968,15.1477,14.3453,14.0399,15.5989
"CELE_F27E5,7",15.364,14.1927,15.3127,14.3967,15.2246,15.1412,14.7026,15.6364
saps-1,14.8388,14.5853,14.2474,15.1382,13.7714,13.9218,13.7667,14.057
"CELE_ZK809,8",12.5417,12.0897,12.1998,12.6929,11.606,12.2727,12.202,12.4795
"CELE_D1081,7",13.6089,13.9373,14.5194,14.0003,13.3906,12.1633,12.6221,12.9695
aph-2,12.5743,12.0579,12.061,11.8722,12.7342,12.2502,12.7658,13.2952
"CELE_F15B9,10",16.21,14.6906,15.3106,16.1186,13.942,14.2609,14.0652,14.2488
"C27A7,5",13.5618,13.8819,13.8849,13.8269,11.4729,13.152,13.2071,15.9312
"CELE_F30A10,13",14.4908,13.788,13.5039,13.7218,14.2622,14.0627,14.3729,14.7592
"CELE_F30A10,14",17.1722,16.9819,16.6733,17.5439,15.3249,15.077,15.024,15.2866
"C04H5,7",12.8166,13.2401,13.54,13.1034,14.225,13.9455,12.8637,12.9466
"C13B4,1",13.872,13.0346,13.0146,13.9005,14.3359,11.9927,12.8729,14.5257
"CELE_F02E9,10",14.8648,14.9753,15.0833,14.927,14.5463,14.4202,14.1601,15.15
"CELE_R13H4,2",16.8461,16.1326,16.3792,16.1223,15.1472,14.348,15.9832,15.8149
"CELE_ZK228,4",15.4596,14.9247,15.4581,16.141,14.2064,14.0838,14.2406,14.998
"CELE_K02B7,3",17.8288,18.041,18.0494,17.8238,17.0013,16.9305,17.4535,17.3347
nuo-3,14.1716,13.6143,13.5585,15.7738,15.9131,15.5007,14.9215,15.6052
"C44E4,5",14.0501,14.862,14.403,14.7882,13.4863,14.0119,14.5029,14.0746
"CELE_F49E2,2",15.9513,14.5068,14.5496,15.6476,15.1251,15.1949,14.9224,15.817
"T07A5,7",17.1156,16.3606,17.357,16.9722,11.4423,11.1743,11.2672,11.671
"CELE_T04F8,7",15.6178,13.0398,14.5242,15.236,14.102,14.1595,13.3515,13.4529
"gpb5;CELE_T23B12,8",12.5784,11.8879,12.3202,12.4689,11.4447,11.0988,11.0074,11.5973
"CELE_F49D11,10",14.5411,14.7057,14.9127,15.3487,14.4571,14.3022,14.6854,14.7936
oxy-5,17.415,16.8817,16.6423,17.3359,18.4646,18.2708,17.7188,18.3908
mrg-1,16.2077,15.884,15.8971,15.9421,15.661,15.4692,15.5499,15.747
obr-1,12.3563,12.1546,12.3251,12.5108,11.4452,11.1996,10.9888,11.5608
igcm-3,15.5079,14.7516,14.8187,15.9033,14.8029,13.817,14.2832,15.749
unc-16,13.1285,13.6099,13.9052,13.3783,12.5929,14.2998,14.3115,13.6789
gpdh-2,17.5496,17.77,17.8473,17.9645,18.375,18.5566,17.8789,18.2525
sly-1,15.2564,15.0551,15.1135,15.5388,15.0145,14.9461,14.8569,14.7293
"B0393,9",15.5,15.4986,16.4486,14.905,14.5593,15.0219,14.6072,14.962
cisd-1,18.501,18.5544,18.4964,18.7821,18.4001,17.7913,18.4195,18.4092
"CELE_F09E8,2",14.6129,14.4309,14.2804,14.8791,15.0054,14.9074,14.9185,15.1991
lsy-22,15.0079,13.5074,15.2968,15.7988,14.3713,14.4334,13.9431,15.1512
"C24H11,5",12.398,12.1607,12.0517,12.5147,11.589,13.659,12.9947,11.5771
"CELE_F10A3,17",16.2764,15.3797,16.062,15.5882,15.2377,14.1142,15.1789,15.2347
pnc-1,16.5154,16.1577,15.9196,15.2532,15.2759,14.5904,14.9831,15.5881
"CELE_Y94H6A,12",12.4894,12.191,12.2149,12.6309,14.6888,13.9926,13.319,14.0453
"CELE_F56C9,6",13.3554,14.0909,13.9287,13.9303,14.1465,15.1786,14.6447,13.9069
"CELE_T28D9,4;T28D9,4",13.636,15.0703,15.3714,14.8808,14.5185,13.9334,13.6613,14.6451
"C28G1,5",14.2583,13.7223,13.7667,13.3677,13.7689,13.5299,13.7634,13.7381
gpx-7,18.0165,18.0134,17.8218,17.955,17.5711,14.042,11.4599,11.7626
"CELE_F41D9,2",12.5317,12.12,12.2505,12.6723,14.8485,15.3133,15.4241,15.6724
"CELE_T04F8,8",12.3856,12.166,12.3355,12.4497,15.7096,14.9384,13.4929,15.4548
"CELE_ZK856,16",12.4094,11.9641,12.0992,12.337,15.1809,15.3016,14.2294,16.5685
"CELE_F23B12,4",12.3736,12.0587,11.7517,12.7992,13.9083,12.6464,12.8699,12.7196
"CELE_K09A9,6",12.5208,11.8681,12.2462,12.6873,12.1615,12.4953,11.5399,12.4925
"CELE_H14N18,4",12.3263,9.21074,11.9059,12.6453,11.0328,11.2223,11.0364,11.7101
"CELE_T12B5,15",12.5688,12.0997,12.3393,12.7498,11.3657,11.1951,11.2648,11.7018
"CELE_Y17G7B,20",12.3348,11.985,11.9415,12.4438,14.0756,13.7817,14.1696,13.957
"CELE_E01A2,1",13.5063,14.6415,13.1017,13.4613,12.6138,14.1934,12.6726,12.5219
"CELE_T02H6,1",14.8469,14.3982,14.5281,15.1594,13.975,13.7147,13.8629,14.0815
"CELE_Y37E3,11",14.7925,15.0166,14.4831,15.8356,16.4862,15.1082,14.6326,15.4832
"CELE_M03F8,3",14.6065,13.8259,14.5867,14.7022,13.8431,14.0846,13.4157,12.6564
"CELE_F55B12,10",14.0059,12.6624,12.7111,13.4368,14.0504,14.5195,14.2264,13.4726
pptr-2,14.9886,14.7531,15.0268,15.008,14.9798,14.4007,14.3091,14.0341
"maph-1,2",16.1288,16.188,16.2562,16.4243,16.305,15.8908,15.7928,16.4358
"CELE_K09G1,1",13.8785,12.268,13.6672,13.9229,12.2552,12.8451,12.5611,12.0781
"B0303,7",15.4267,14.5694,14.1716,14.0789,15.59,15.0902,14.845,15.0644
"C23H3,3",12.313,11.9857,12.0919,12.794,13.7357,12.6212,13.1505,13.6813
"C17C3,1",14.713,15.0301,14.9335,15.2326,13.8795,14.3428,14.2842,14.3652
glna-1,12.3866,13.5398,14.3451,12.63,11.4708,11.0175,11.2093,11.6717
"CELE_Y61A9LA,11",12.4155,12.1587,12.0249,12.6821,13.5688,12.7531,13.5933,14.3852
"CELE_F41E6,5",12.5784,11.4851,12.2282,11.9884,12.5618,11.7534,12.5495,12.7107
"CELE_T25B2,2",14.4026,13.7691,14.3725,14.5838,15.2928,12.8713,13.0416,16.0681
trpp-1,11.8149,11.3409,12.2075,12.6438,11.3641,11.1781,11.2525,11.5066
tsp-10,12.5759,12.0735,12.0252,12.483,12.3055,12.4856,12.4437,13.6292
ugt-26,18.0284,17.7685,17.9088,18.645,16.4473,16.645,16.5788,16.9456
"C14H10,3",12.772,13.591,14.4269,14.5811,13.8898,13.7291,13.4312,13.423
"CELE_D1086,10",20.8343,20.1885,20.2513,19.8619,19.3954,19.0315,18.9308,18.6272
poml-3,14.7657,14.1918,13.9001,15.0937,14.3338,14.2494,13.8992,15.5383
unc-57,16.4355,15.7936,15.7784,16.3274,16.209,16.0865,16.051,16.4387
szy-20,14.566,14.082,14.0349,14.8838,16.6646,15.8838,15.7374,15.7368
"CELE_T06E4,14",12.5246,11.7917,12.3329,12.7441,11.3308,10.9042,11.2195,11.4486
"CELE_F13G3,10",12.5702,11.9189,12.2968,12.7069,11.3141,11.1449,12.3911,11.3731
rmd-2,16.4182,16.4345,16.4881,16.9181,16.0437,16.0568,16.1528,16.1071
smc-3,15.4888,14.8274,15.2908,15.6941,14.6819,15.0386,15.1898,14.7674
ntl-2,14.2804,14.1794,14.358,13.7457,14.1789,14.4401,14.5377,14.1725
gcn-1,16.5938,16.6,16.6426,16.8312,15.752,15.9117,15.9622,15.5573
urm-1,17.5769,17.0488,17.1785,16.7428,17.8233,18.1964,17.9227,18.313
nono-1,15.673,15.6498,15.7711,15.919,15.3171,15.5952,15.4526,15.4454
atf-7,12.2447,12.1667,12.2923,12.7511,10.2368,11.6118,11.8959,10.9052
vps-26,15.1176,15.115,15.879,15.6468,15.0507,15.1223,15.1306,15.18
ndx-9,14.1176,14.2149,14.7745,15.4022,15.5459,15.4328,15.3957,15.3698
"C14F11,4",17.0743,16.7466,16.7905,17.1877,16.5888,16.4148,16.4312,16.3339
abts-1,15.5613,14.9492,14.6119,15.7683,14.6455,14.5903,14.3627,14.1869
"CELE_ZK858,6",15.4659,15.657,15.2002,15.696,14.978,14.4906,14.3168,14.3482
"C41G7,9",18.2318,16.4168,16.9968,17.5397,17.5717,16.7591,19.1556,17.2968
lin-10,14.531,13.9606,13.8532,14.7755,14.8645,14.6701,14.8594,14.9565
"CELE_M04C9,3",12.4801,11.7592,12.2735,12.5928,11.3932,9.55992,11.2762,11.5651
"C31H5,6",14.2741,13.7518,14.1349,13.9263,11.4013,11.1343,11.1502,11.6101
"CELE_ZK355,8",15.0449,13.7903,17.8904,15.0507,16.4887,16.4969,16.4243,16.1475
spds-1,15.6153,15.9737,15.711,15.2431,14.4535,15.1165,16.4215,14.6654
nxf-1,15.7102,14.8373,15.3226,15.1635,14.6199,14.8511,14.5977,14.8824
"CELE_F38A6,5",14.6245,14.7698,14.4548,14.7148,11.3654,11.9056,11.2762,11.553
"CELE_T03D8,6",15.0982,14.852,14.8823,15.6493,14.8574,14.4961,14.7442,14.9609
ret-1,16.1296,16.8009,16.1411,16.155,17.0221,16.6113,16.354,16.939
"CELE_D1086,12",15.0935,15.2968,14.6281,16.1005,15.021,15.9267,15.9276,15.2951
"CELE_F52C12,6",16.0818,15.4881,14.8347,15.8686,14.1678,14.6427,14.1178,14.2776
"CELE_Y40B1A,3",13.5142,11.7001,13.9189,13.6842,14.4998,14.0117,14.5913,15.8046
pals-37,18.2574,17.4922,16.6841,19.0327,18.7703,18.6688,17.8268,18.6663
"CELE_F59A2,2",13.9858,13.2417,14.0713,14.0186,14.0791,14.1075,14.2702,14.5037
ptr-24,14.7664,15.5792,14.6456,15.1225,16.106,16.4935,16.4503,15.2753
"CELE_F11C1,5",12.5164,11.391,11.8456,13.2837,13.2549,13.0517,12.9927,14.924
"CELE_Y43F8B,1",17.7428,18.1708,17.8004,18.1964,18.637,18.5232,18.8916,19.0915
sam-10,14.9479,14.4477,14.5155,14.3486,15.0923,16.0562,14.8501,14.5637
dic-1,18.197,18.3481,17.927,18.3317,20.2252,20.0375,19.8693,19.7644
unc-68,10.0465,12.364,11.8275,13.0945,11.5395,10.7791,12.6507,11.1341
"CELE_T05H10,4;T05H10,4",16.8418,16.1891,14.8655,16.9858,15.8117,16.2801,15.8871,14.0024
"CELE_M05D6,5",16.296,16.2261,15.923,16.5767,15.9978,16.0272,16.0805,16.0999
ctg-2,15.6346,14.6323,14.3843,15.3678,13.7307,13.8963,14.0126,14.2818
rpl-32,17.885,18.7763,18.5146,18.6269,19.3172,19.3598,19.8177,19.4186
"CELE_F37H8,3",14.5876,13.7001,14.4765,14.2175,13.6714,13.2556,13.1719,12.6058
clec-146,15.5149,15.6863,16.0166,14.8442,13.7563,13.9413,14.1263,14.3478
tnt-3,15.5295,15.1868,15.6781,15.1789,16.6635,16.1828,16.3124,16.5355
mlt-11,14.412,13.7365,14.3783,13.9422,13.7421,13.3203,12.9912,13.7728
hrpu-1,7.76826,12.8303,8.64075,12.801,13.595,13.1477,13.9873,13.3873
kcc-2,16.0706,13.8504,13.1924,14.6809,13.8177,13.827,13.918,14.1821
ced-7,12.4635,12.0263,12.3203,12.6762,14.0239,13.8928,14.5212,13.792
"CELE_F17C8,9",14.6472,14.5612,14.9441,15.1241,14.8777,14.8453,15.0041,15.2278
unc-119,13.9214,13.1448,13.3374,12.9056,13.752,12.654,12.7119,13.3435
mrpl-46,16.6552,15.6461,15.6652,14.8976,15.7284,15.5221,15.2468,14.9413
"CELE_F40G9,5",12.4221,11.9443,11.6546,12.2135,12.1324,12.5133,13.0437,13.8124
"CELE_F40G9,17",14.7586,15.1781,14.747,14.5021,14.9622,15.1769,14.38,13.3603
"CELE_Y54G11A,17",13.0197,12.6694,12.4905,12.958,13.1901,13.784,13.5532,14.3971
let-767,16.7482,16.2701,18.5598,16.3673,17.0774,16.9506,17.4799,16.7233
dnj-16,15.4058,15.454,15.5792,15.8502,14.3745,14.7776,14.766,14.8344
cfim-2,15.3783,15.3502,15.2616,15.5918,14.8777,15.3765,15.0308,15.0555
magi-1,10.246,15.0294,15.0309,9.09199,15.402,15.4287,16.7742,14.5838
"CELE_F55D12,2",13.8462,13.626,14.1855,13.5106,11.4504,11.2232,11.275,11.6811
"C39B5,5",14.1261,12.7317,14.3617,13.7601,15.1944,14.6267,14.9421,15.2778
"CELE_Y32H12A,2",14.5057,16.1689,13.3735,15.1346,13.974,12.5789,15.5809,13.8949
smg-3,13.5923,13.0195,13.3614,14.2868,16.5958,14.0011,14.102,14.8185
"CELE_F56B3,4",14.34,11.7704,13.2255,13.1388,14.1506,15.4177,14.5521,15.6718
"CELE_Y34B4A,8",12.1254,12.0943,12.3093,12.7688,11.303,11.2284,10.7509,11.281
csn-6,15.6605,14.7843,15.067,15.9131,14.5852,15.0057,14.3809,14.3183
marg-1,16.2844,15.6633,16.1479,16.2139,15.7532,15.2481,15.6792,15.9284
grsp-2,15.169,15.9066,15.7664,16.1966,16.8976,16.7446,15.7425,16.9328
"CELE_T28C6,7",16.5984,16.1775,15.828,18.1129,15.6556,14.9138,14.965,15.3995
"CELE_T20D3,3",14.8662,14.1865,14.2029,14.433,15.2274,14.4608,14.129,15.0165
"CELE_R102,4;R102,4",15.4008,15.2958,15.4335,15.7229,17.451,17.1979,17.5262,17.7424
sao-1,15.0947,14.4313,14.6079,14.5827,15.9227,15.543,15.4522,16.4398
"CELE_D1086,11",20.0646,19.4587,19.7649,19.2179,18.622,18.5574,17.7402,18.7787
sqrd-1,14.0319,14.9547,14.2772,13.2496,13.7139,13.885,14.0756,15.123
nid-1,16.0571,15.795,16.0172,15.8461,16.0706,15.871,15.8757,16.5361
