geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
pgp-2;G5EDF9,24.245,22.5821,22.8668,21.9342,22.0813,23.3163,22.4226,22.3875
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866;Q27249,22.5736,20.6851,21.604,20.2598,20.9403,21.7553,21.5142,19.7951
lev-11;A0A0K3AQS9;A0A0K3AWP0;K8FDX2;Q22866,19.919,19.8893,21.57,20.1973,21.7373,23.0522,23.4179,21.6485
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,20.699,21.5537,20.7858,20.5967,23.6735,24.7184,25.6456,24.6859
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,21.3461,21.3356,20.2074,21.4635,20.1117,21.2592,21.6426,21.1536
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,21.2255,20.8924,20.869,19.5424,23.0888,23.3046,23.0679,23.8624
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,22.6992,23.0176,23.1191,25.5379,22.9346,24.8838,25.3789,23.9325
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,23.3056,23.3663,23.6906,22.986,25.79,22.4392,23.0577,23.7932
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,20.6956,20.7265,20.4906,21.5442,20.2928,19.9698,20.1963,21.073
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,19.7726,21.2043,21.3274,20.6785,21.0963,20.912,20.8785,20.2299
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,23.5387,22.0954,23.6309,24.2179,24.1107,26.6339,26.9381,26.1947
;A0A0K3AUF2,24.1209,24.9183,24.6125,24.465,24.1314,24.3147,22.6413,26.1291
lev-11;A0A0K3ARB5;Q27249,20.7298,20.9154,21.1321,20.4242,20.0765,21.5337,21.419,20.832
lev-11;A0A0K3ARB5;Q27249,19.3772,20.8089,21.3365,21.7094,20.7941,19.6603,20.6867,20.8551
lev-11;A0A0K3ARB5;Q27249,21.1086,21.5403,21.744,20.9044,19.3907,20.4478,21.35,20.0251
egl-8;A0A0K3AS90,21.26,18.692,21.6605,21.9575,20.8704,20.3729,21.6243,20.9135
ubxn-3;A0A0K3AWX1,20.4063,21.2259,20.856,21.3477,20.9564,21.8743,21.1983,20.9949
ubxn-3;A0A0K3AWX1,20.2067,21.1319,21.5675,21.7429,20.1172,19.378,20.8477,20.3891
;A0A0K3AVS5,22.8618,22.8099,24.1874,22.8885,19.6512,20.623,20.637,21.3632
fln-2;A0A0K3AW96,19.4154,20.9411,20.6079,21.8058,20.224,21.7503,20.1577,18.8285
fln-2;A0A0K3AW96,21.1362,20.497,21.7356,21.356,20.8483,21.2299,21.6972,20.5487
fln-2;A0A0K3AW96,24.0847,23.4552,23.6388,24.5912,25.6721,25.3345,25.2425,24.467
fln-2;A0A0K3AW96,22.4343,22.7659,22.0583,23.4681,23.6612,24.9205,23.6158,23.5435
oac-14;A0A0K3AWB0,21.1207,20.9225,20.842,21.2514,21.4794,24.8791,22.9747,22.8663
oac-14;A0A0K3AWB0,19.3826,20.8933,20.0842,21.9123,20.3309,21.4537,20.4319,21.0258
;A0A0K3AWM6,26.0783,26.5827,24.6099,25.78,20.12,21.7507,20.0534,20.4033
lsy-13;A0A0K3AXE0,21.2874,20.3826,19.6053,20.6462,22.4303,22.7649,22.611,22.0671
;A0A0K3AXT9,22.5778,25.7959,23.12,22.9221,19.9877,21.6152,21.8766,20.4859
;A0A0K3AXT9,24.1256,23.1609,23.4014,22.7519,20.2089,21.3739,21.1602,21.372
;A0A0K3AXT9,20.6564,21.6875,20.5786,19.8244,20.4863,20.7412,20.8545,19.7058
;A0A0K3AXT9,23.5538,23.6715,25.0661,23.2446,22.5374,23.6676,22.9655,24.5416
;A0A0K3AY44;O44557,21.2727,21.6916,21.7379,21.0921,20.445,21.4865,21.4319,20.6497
;A0A0K3AY44;O44557,20.6647,20.7967,21.1714,21.5711,20.8052,21.4248,20.9981,20.3659
oig-6;A0A0K3AY85;Q9BPN5,27.2443,25.478,23.7824,26.8731,24.7656,24.4963,24.7206,24.5222
oig-6;A0A0K3AY85;Q9BPN5,21.5656,19.5303,21.5522,20.1419,21.0927,21.2122,21.3657,20.2574
;A0A0K3AYE8,20.0202,21.0251,20.72,21.2733,21.5262,22.4827,22.4416,24.4971
;A0A0M7RFG7,19.2147,21.5103,21.354,21.0584,20.6771,20.6611,20.3198,20.9856
;A0A0S4XRR1,20.4294,20.0904,21.6607,21.4177,21.0429,20.6115,19.8162,21.3312
;A0A0T7CIX3,26.7985,24.443,24.3687,26.0217,19.7109,21.4567,21.3905,20.6123
;A0A0T7CIX3,21.2652,21.0852,21.4821,20.4149,20.1268,21.1031,21.6238,20.4548
;A0A0T7CIX3,20.508,21.5313,20.7521,21.8189,21.5981,23.4093,23.2447,21.5807
rpl-11.1;A0A131MBQ6;Q94300,23.1669,25.2568,23.9282,24.4602,22.5722,24.5823,25.1195,24.4063
mdt-18;A0A131MCJ5,20.4518,21.3188,21.6377,20.9612,20.3938,20.5954,20.445,20.7507
rnf-5;A0A131MD51,22.2234,23.2742,23.5723,22.6911,21.9222,22.6273,23.9803,23.7033
fipp-1;O16293,20.3817,20.6603,20.7754,21.0525,20.6063,19.3543,20.9579,20.2706
;O02147,19.8363,22.7227,20.836,20.0648,22.3016,24.7085,25.9691,23.2469
spat-2;F3Y5Q3,21.1803,21.7271,19.6316,20.3644,20.7274,21.2712,21.8845,21.3061
;Q9N350,21.0391,21.4325,21.7888,20.7147,19.6511,20.5802,21.1492,20.5286
;Q9N350,22.4724,22.6956,23.5364,23.6952,20.1667,20.9368,21.2222,20.33
;A0A1N7SYR3,21.2378,19.8349,21.5523,21.7171,19.2409,21.6692,20.9466,20.7021
;A1IMB7,25.965,22.8421,23.3381,23.8852,21.5437,22.0336,22.2475,23.2573
;A3QMB7,21.206,21.5263,21.4968,21.7754,19.7862,20.3313,21.4998,21.0685
;J7SF86,20.2734,20.259,20.0158,21.6882,20.2106,20.7925,21.2625,21.3095
;U4PRJ1;Q95ZL3,21.582,20.1746,21.4126,21.197,20.1385,21.0131,18.542,21.257
dhs-3;A5JYX4,20.6948,21.3708,20.6507,21.9711,23.1305,23.9312,23.8744,22.6587
dhs-3;A5JYX4,24.1129,24.3753,24.8917,24.4856,22.0736,23.9466,24.1974,23.8034
dhs-3;A5JYX4,21.245,20.4202,20.87,20.6246,19.8675,20.7706,20.9515,20.5536
dhs-3;A5JYX4,19.3386,20.697,20.7156,21.6778,22.1988,22.4953,21.5202,22.1974
dhs-3;A5JYX4,20.2291,20.613,19.7949,19.4653,22.1074,22.4953,21.5202,23.1808
;A5PEY0,25.5355,25.6998,26.2741,26.2982,20.9131,21.3883,20.6974,20.9538
;I2HA81,24.7242,27.0789,27.0492,27.1398,22.8822,27.0794,27.0144,26.7743
;A5Z2W7,21.0167,20.4802,21.2138,21.5717,20.7838,21.5025,21.4989,21.2999
;A5Z2W7,20.2934,20.4612,21.815,19.0872,19.3226,20.2489,21.1835,20.6749
;A6PVA5,19.7895,20.7534,21.4499,21.8348,23.262,23.2864,21.0682,22.9927
;Q20621,21.1897,20.0253,19.5769,20.4429,23.2634,22.6777,22.0148,21.3952
tag-296;A7DT41,21.5836,19.9429,20.6132,20.6201,18.8158,21.5728,21.7393,21.1376
tag-296;A7DT41,21.4812,22.0996,22.6976,22.4475,20.3176,21.194,20.477,20.8339
tag-296;A7DT41,21.3677,19.7855,21.0483,21.2688,23.8283,24.7014,25.0748,23.9268
tag-296;A7DT41,21.2246,20.1147,20.8393,20.825,20.5484,21.5432,21.2107,20.8539
tag-296;A7DT41,24.3781,24.4253,24.7751,24.4764,24.615,23.7201,24.2872,23.7657
tag-296;A7DT41,19.7496,20.66,21.2118,21.2848,24.0827,23.2516,23.8585,22.1429
mrg-1;Q9XWW2,20.2102,21.101,20.1765,20.8463,20.7063,21.5031,21.8584,20.2812
mrg-1;Q9XWW2,20.859,20.453,21.4226,21.3102,19.1112,21.2878,21.6913,21.2726
igcm-3;A7LPD6,21.0587,21.2205,20.7406,20.6755,20.7658,20.7158,20.6376,20.3455
igcm-3;A7LPD6,25.6588,25.0256,24.5083,23.1772,20.8353,20.6443,20.6382,21.3902
gpdh-2;A7LPE6,20.9544,21.3599,20.9047,19.2858,20.5485,21.0322,21.4446,20.9136
;Q5FC71,24.3965,25.1333,27.012,24.9088,20.8513,21.8524,21.4673,19.8916
;Q5FC71,20.9745,20.879,21.0967,21.5458,20.0685,21.6842,20.4942,19.9995
;Q5FC71,25.0711,26.4664,26.7263,26.4932,26.5943,28.3036,28.7584,26.3827
;Q5FC71,25.3515,23.6736,24.0319,23.9483,24.122,24.0926,24.8296,27.9515
;Q5FC71,31.8013,33.8387,33.8163,32.9827,29.3594,31.1211,30.7817,29.4716
;Q5FC71,21.5985,21.2506,19.8359,21.6113,21.0924,21.1527,21.2322,20.7167
;A8WFH7,20.7843,20.805,20.5197,21.6989,23.4759,23.0125,22.4648,22.8125
;A8WFH7,20.9733,19.8367,20.9435,19.9778,20.7436,20.9297,21.8716,21.0238
;A8WFH7,21.101,24.1767,23.4194,22.271,20.3805,22.665,24.4235,21.918
;H2KYH9,21.5217,20.5166,20.5425,21.5172,20.1333,20.809,20.2668,20.3764
mdt-28;A8WHP8;Q65ZB1,24.2893,23.7657,24.4579,22.9699,23.8438,22.9258,22.5875,22.9949
mdt-28;A8WHP8;Q65ZB1,20.8294,21.5916,21.2137,19.1049,20.588,21.3695,21.0452,21.043
mdt-28;A8WHP8;Q65ZB1,21.2548,20.6183,20.8884,20.5537,19.6432,21.2902,21.5098,20.3485
mdt-28;A8WHP8;Q65ZB1,21.5384,21.3693,20.8242,20.6777,20.2697,21.5125,21.7887,21.1808
mdt-28;A8WHP8;Q65ZB1,21.1554,20.6325,21.1355,20.2765,20.8158,21.1233,21.6061,21.1029
mdt-28;A8WHP8;Q65ZB1,20.2544,21.6151,20.0617,21.1577,20.7415,20.7206,21.8826,21.3949
mdt-28;A8WHP8;Q65ZB1,20.8074,20.8022,21.4128,21.3674,21.4412,22.6873,22.6751,20.7767
mdt-28;A8WHP8;Q65ZB1,21.2695,23.6,22.7108,22.0169,21.4907,21.462,20.2302,20.822
mdt-28;A8WHP8;Q65ZB1,20.4923,20.5112,19.8218,21.6285,23.114,23.335,21.5291,23.5152
mdt-28;A8WHP8;Q65ZB1,21.0897,19.8147,20.7466,20.5453,20.9978,21.1914,21.0732,20.3696
;A9UJN7;Q7YXB8;Q18494,21.5432,21.1509,20.6708,20.7141,20.3034,21.7889,20.2967,20.51
;A9UJN7;Q7YXB8;Q18494,20.9299,20.9026,20.2859,21.8679,20.2461,21.3017,21.539,21.0835
;A9UJP1,20.3697,21.2713,21.0209,20.8613,19.0972,21.5018,21.4749,20.4262
;A9UJP1;Q95ZR6;Q9XVL1,20.3752,20.9983,20.3401,21.596,20.7754,21.2796,21.4993,21.2506
;A9UJP1;Q95ZR6,24.7759,21.6179,22.9029,22.9717,22.3508,24.0385,24.6726,22.9248
;A9UJP1;Q95ZR6;Q9XVL1,23.5517,24.5036,25.2843,25.071,23.7969,24.428,24.7722,23.5462
;A9Z1K9,25.7672,25.9749,25.6818,28.89,20.1415,21.4402,21.3336,21.2091
hsp-43;B0M0L8;H2KYS1,22.1166,23.2779,21.8406,23.467,22.2206,23.0069,22.2746,22.6231
hsp-43;B0M0L8;H2KYS1,25.229,24.3716,24.5296,23.2563,24.9529,25.1135,25.0916,24.3269
hsp-43;B0M0L8;H2KYS1,21.0146,20.967,21.408,20.6054,20.304,21.0669,20.6657,18.9223
hsp-43;B0M0L8;H2KYS1,22.8827,21.4374,21.4661,23.8239,22.9874,23.8159,23.6436,23.136
;B0M0N4,21.029,21.6173,21.7983,21.0978,18.7555,21.9056,20.2279,20.4692
;B0M0N4,23.7929,24.6363,24.2758,24.124,24.3454,23.7015,23.1392,21.4984
;B0M0N4,20.931,21.3061,21.7937,19.8725,20.7754,21.5527,21.8158,19.9556
aat-6;B2D6M4,25.5304,27.5923,26.6201,26.5127,24.9244,27.366,27.1777,25.6319
aat-6;B2D6M4,20.7468,20.9624,21.1756,20.5598,24.984,24.3233,25.3258,24.4813
rmd-2;B2D6P1,21.6003,20.9568,20.6863,21.0526,20.5095,21.199,20.8649,20.7348
rmd-2;B2D6P1,20.8261,20.4019,19.9709,20.3885,20.0498,21.5581,20.7946,20.5847
urm-1;B3CKG1,24.6014,25.6672,24.6381,24.9835,19.3419,21.7821,20.0069,20.6851
;B3WFT8,21.3531,19.5144,21.0243,21.69,24.8013,23.49,23.5209,23.1971
;E1B6S9,19.2882,20.5428,21.0318,21.5463,20.5692,21.8788,20.6257,19.418
abts-1;G5EC65,21.0863,21.0029,21.1349,20.951,20.4316,20.9295,20.2328,21.3291
;B3WFW7,20.2918,19.5298,20.0551,21.9286,21.7908,21.7776,21.8369,19.7096
;B3WFY5,20.6349,21.5405,21.2236,21.7733,20.2881,21.8965,21.6186,20.5289
;B3WFY5,23.2228,22.8943,24.2937,23.8111,21.9412,22.5069,22.4384,23.249
;B3WFY5,24.1499,24.4939,24.652,23.8111,23.5732,23.558,23.4256,22.1002
ifg-1;B5BM23,24.4894,28.4348,27.7537,24.8589,19.7499,21.7201,21.2273,19.1894
ret-1;B5U8N2,18.9469,19.8055,21.0633,20.5318,20.3902,21.6241,21.5243,21.2768
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,19.5044,20.8151,21.4949,20.1092,20.2006,21.8813,21.6502,21.3221
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,24.819,24.834,23.1623,23.0611,20.9247,22.208,23.6637,22.5598
pgp-5;B6VQ78,19.6568,22.6306,23.9513,23.6542,20.7402,21.5127,21.0615,19.8414
pgp-5;B6VQ78,21.3647,21.3349,20.829,20.8332,20.565,21.215,19.9568,20.3054
pgp-5;B6VQ78,24.1702,24.2232,22.9661,23.9612,20.8063,21.7547,21.7957,19.9784
pgp-5;B6VQ78,20.6392,21.7098,20.9488,20.2275,20.1589,18.8541,20.92,20.1963
;D9PTN8,20.5785,20.5149,21.7013,21.0948,20.4975,21.8731,21.6907,20.9261
T05H10.4;B7WN71,21.2807,21.2965,21.2213,20.4487,20.5753,21.8538,21.7585,20.5651
rpl-32;B7WN95;Q22716,20.3419,21.2027,20.3604,20.3478,22.1949,23.4438,24.3243,23.0751
;B7WNA1,21.7147,22.5178,22.0646,22.4565,25.9612,24.5155,26.1278,23.7499
ztf-18;B9ZSG9,21.5045,20.9024,21.5147,21.3549,19.8703,21.3079,21.6396,20.3982
uba-1;C1P636,21.471,20.7173,19.5881,21.9699,24.3829,27.3911,27.7469,24.7838
uba-1;C1P636,22.5521,21.6449,21.9665,23.5047,20.0767,20.7002,20.7928,20.7136
uba-1;C1P636,28.286,29.9323,29.7354,28.7573,26.7961,29.2473,28.5872,27.7194
uba-1;C1P636,20.1321,21.8338,21.1902,21.0473,20.095,21.0316,20.7677,21.2815
uba-1;C1P636,22.8085,23.5901,24.9533,24.3424,21.381,24.6498,24.5692,23.2222
;C6KRI9,21.458,21.5299,22.758,22.377,23.4178,22.6652,22.4566,21.8489
;C6KRJ1,22.732,24.4234,23.0384,24.1261,20.6147,24.5905,24.5901,23.698
;C6KRJ1,19.5567,21.5613,21.3932,20.3586,20.6628,21.0369,20.9473,20.4694
;C6KRL2,20.5165,20.4768,20.0589,21.1083,20.8262,20.981,21.7895,20.1363
;C6KRL2,20.7262,21.7809,21.8341,20.1589,22.9168,23.8624,23.4076,23.9452
;C6KRL2,21.3622,21.7378,21.3455,21.7891,20.2009,21.6174,21.8525,20.0957
sao-1;C6KRN1,20.1318,19.6751,21.7919,20.0726,23.1583,24.5248,25.9561,23.2362
sao-1;C6KRN1,20.3814,20.4836,21.7323,21.738,22.1506,23.3214,24.4259,21.7815
;C7GIK1,23.811,22.8812,22.466,22.9325,23.3502,23.4996,22.6015,23.7689
fln-1;D0IMZ5;U4PM01,21.5477,19.0419,20.7347,20.8467,20.9014,21.698,19.3266,20.3338
fln-1;D0IMZ5;U4PM01,20.606,21.0738,19.3191,21.881,19.5755,21.3665,21.3168,19.8443
laf-1;D0PV95,19.3101,21.5928,21.3521,20.4235,19.336,21.5063,21.0711,20.7198
sql-1;D0Z5P0,21.329,21.5462,21.6418,19.4906,20.5128,21.7192,21.6914,19.8671
sql-1;D0Z5P0,20.7662,21.4595,20.9881,21.0587,20.1461,21.3154,21.7611,20.5787
sql-1;D0Z5P0,20.4718,20.3956,21.7591,21.5323,20.8005,23.2358,22.5839,23.7822
;Q22832,24.509,25.7114,25.2927,25.8654,23.0661,24.3663,23.8804,23.8569
;Q22832,25.3073,26.7902,26.0234,27.1309,20.4505,20.5782,21.5406,21.0552
;Q22832,23.796,25.5118,25.5586,26.0285,22.5459,25.5605,25.091,24.0634
;Q8WQB8,20.462,19.6709,21.2049,21.2928,20.2351,19.5339,19.8739,19.2225
tag-349;D3NQB5,19.858,21.7673,21.5756,21.8638,19.1156,21.4079,20.5093,21.0382
cfp-1;D3YT77,23.0579,21.7964,24.7733,22.4304,26.9154,24.1033,23.6747,25.4848
cfp-1;D3YT77,20.4155,21.8365,20.9268,21.0737,20.6808,21.1046,21.0922,20.269
dct-16;D4YWC3;Q9XX57,21.4333,20.9433,22.0595,22.2341,20.5166,21.2539,21.2144,20.885
dct-16;D4YWC3;Q9XX57,22.7256,22.2712,23.2153,20.8154,22.4424,22.9434,21.4398,21.4046
dct-16;D4YWC3;Q9XX57,23.5316,24.951,24.5745,26.6976,22.8801,23.3068,27.7911,25.1851
dct-16;D4YWC3;Q9XX57,24.5724,24.1726,23.2585,23.9493,23.5754,24.7777,25.0008,23.6026
dct-16;D4YWC3;Q9XX57,24.5962,26.2509,27.3165,25.7321,26.1208,25.6806,26.0864,27.6045
dct-16;D4YWC3;Q9XX57,21.0199,19.8687,22.1953,21.7426,21.8896,23.0164,23.8282,21.933
dct-16;D4YWC3;Q9XX57,22.6413,23.6886,23.9567,23.1156,24.1722,24.9597,24.2955,24.4554
larp-1;D5MCN2,19.3632,21.6291,21.1927,20.2531,20.0091,21.4229,21.753,21.1571
sup-26;D5MCQ2,20.5531,23.5261,22.4428,23.3767,21.6908,21.6015,22.5819,20.5493
;O17698,21.8007,21.5575,23.2903,22.7348,23.0986,24.4448,22.2894,22.8749
mdt-9;D5SGZ9,21.4477,20.0657,21.1602,20.4018,21.7439,23.2456,22.6293,24.1669
mdt-9;D5SGZ9,21.3475,20.6855,20.406,21.129,20.4144,20.3889,21.4911,19.3456
mdt-9;D5SGZ9,20.6243,20.0165,20.829,21.0184,21.0305,21.5461,21.2657,20.4079
nstp-10;C50F4.14;D6R8W5,20.947,21.2828,20.7847,20.6311,20.5775,20.6584,20.4089,20.089
math-38;D6VPA0,24.2114,24.2647,22.7943,24.0267,20.1119,20.988,21.5651,20.6464
;D7SFI3,19.9579,21.7285,21.4936,21.9161,20.6607,21.3496,20.2431,21.1154
gsto-1;D7SFI3;P34345,20.7498,21.4681,19.2222,20.8547,20.6835,20.736,21.5539,19.5172
;D7SFI3,20.9727,20.3889,19.7809,20.9525,19.5614,21.8254,21.8673,18.672
;D7SFP5,21.0707,21.2785,21.7707,21.221,20.8534,21.5535,21.5379,21.2778
;D7SFP5,20.5736,20.6922,20.5006,21.3977,20.1464,20.9426,21.4599,20.0281
cup-5;D7UU24,21.193,20.4172,20.7645,20.2306,22.3934,22.9942,22.3499,23.3506
cup-5;D7UU24,19.4921,21.6242,20.4722,20.9809,20.6237,20.117,20.3076,19.5204
myrf-2;Q9U3I3,20.6532,20.3517,20.5951,21.28,20.8559,20.9348,20.5486,19.8233
snx-6;D9PTP5,20.342,20.5377,20.6389,21.5068,20.9855,21.3954,20.5594,20.7183
snx-6;D9PTP5,21.4286,21.0129,21.679,20.386,20.8272,20.816,21.7892,21.195
snx-6;D9PTP5,21.4505,21.0761,21.254,20.5541,19.7705,20.8345,21.7663,20.8192
;E0AHE1,22.5211,22.1282,22.0692,22.4583,20.1416,21.7248,19.8681,21.1995
ent-7;Q20396,21.1974,21.3968,19.7806,21.4882,20.933,20.9969,19.6464,21.2581
;E1B6S4,22.2587,21.7865,21.9052,22.6042,21.0927,21.6643,21.327,21.0267
C27A7.1;E1B6U2,24.9753,23.5905,23.234,23.2345,24.8068,22.1096,22.3523,22.1385
rsd-2;E1B6W0,26.8857,27.3456,28.2021,26.8622,25.7082,27.6887,27.6647,26.3795
hpo-34;E3W743;Q93636;Q93637,23.9948,23.9798,23.8844,24.2964,23.683,25.806,25.0407,23.0614
hpo-34;E3W743;Q93636,20.9469,21.0794,21.1528,20.3796,19.48,21.4577,21.0537,20.8928
hpo-34;E3W743;Q93636,20.7004,21.8429,20.1557,21.4727,23.8426,23.9153,24.3983,24.8814
hpo-34;E3W743;Q93636,21.5349,20.3886,20.8297,21.3889,22.7842,23.4928,22.6452,23.5871
hpo-34;E3W743;Q93636,23.6647,22.1125,23.5643,23.6853,20.7085,21.192,21.5474,20.3623
hpo-34;E3W743;Q93636,20.5891,21.3784,21.1348,19.8662,20.8697,19.7825,21.7638,21.0557
hpo-34;E3W743;Q93637,20.8026,20.0346,21.5004,21.3303,21.0332,21.2105,20.7529,19.7911
hpo-34;E3W743;Q93637,24.0117,22.4917,23.1279,23.4397,22.5866,23.5466,24.2028,22.9432
hpo-34;E3W743;Q93637,25.8399,23.9853,24.519,24.6093,23.5746,23.2003,23.0437,22.3095
hpo-34;E3W743;Q93636,19.3338,21.653,21.173,19.7927,20.225,21.1236,21.6591,21.0512
hpo-34;E3W743;Q93636,24.133,23.9784,23.5408,22.824,27.083,23.8738,23.1201,22.3789
hpo-34;E3W743;Q93636,21.1239,21.1843,20.187,21.4077,23.417,24.8483,24.9713,24.9752
hpo-34;E3W743;Q93636;Q93637,25.1225,26.934,26.0942,25.9881,26.1476,27.7598,25.699,26.599
hpo-34;E3W743;Q93636,24.6741,24.4559,24.6876,24.5936,19.5841,20.0197,21.4333,20.1896
;E3W759,19.4932,19.6884,21.2694,20.5696,20.7136,20.8377,21.7322,21.3593
dnj-14;Q21162,24.9527,23.2554,25.2079,23.8752,20.6212,21.3923,19.5863,21.4249
dnj-14;Q21162,20.78,19.8698,20.7167,20.467,20.7202,19.4023,21.1648,20.7119
dnj-14;Q21162,26.3238,23.832,24.4604,24.055,18.412,21.9761,22.437,20.9131
dnj-14;Q21162,20.5278,21.4068,20.3827,19.9293,21.3979,23.1015,23.6577,22.2046
mca-1;F5GU98,19.5326,21.7138,21.0434,19.7927,21.3739,22.7872,23.1814,22.0419
mca-1;F5GU98,27.3912,28.4887,27.9148,28.592,26.039,28.0582,27.9882,26.886
mca-1;F5GU98,25.0911,25.5619,25.5724,25.2545,26.3064,24.329,25.2574,25.1132
mca-1;F5GU98,21.4769,20.5813,21.3158,21.6724,19.8325,21.4652,19.5098,20.6719
mca-1;F5GU98,22.7896,23.7029,24.7076,23.9893,21.0236,21.0779,20.8861,21.0805
;F5GUH0,25.1575,25.0955,24.2949,23.5751,24.8774,26.1593,24.1917,25.0649
;F5GUH0,23.8221,24.0495,24.0552,24.246,22.6943,22.5066,23.945,23.1711
;F5GUH0,24.017,22.87,22.9795,23.435,19.8154,22.8482,22.7736,21.4886
lea-1;F5GUH5;H2FLK8;H2FLK9,21.1169,22.8593,21.6575,22.7,20.8572,21.1005,21.5266,20.4866
lea-1;F5GUH5,19.8039,21.1505,21.5344,22.3732,20.254,21.4854,19.9515,19.2787
lea-1;F5GUH5;H2FLK8;H2FLK9,20.8876,20.9442,18.7407,21.3473,19.821,19.2827,21.5172,20.6672
lea-1;F5GUH5,22.5941,22.6328,23.7112,22.7021,21.7975,22.704,21.4572,23.3792
lea-1;F5GUH5,19.8158,20.3572,21.4911,21.0262,20.9402,21.8762,21.1425,21.2165
lea-1;F5GUH5,20.8441,20.2515,19.305,21.4654,20.3627,21.5457,21.0648,20.2835
lea-1;F5GUH5;H2FLK8,20.849,19.9438,20.4795,20.2397,21.0545,21.8849,21.8216,20.093
lea-1;F5GUH5;H2FLK8,20.8574,20.2747,21.0775,19.8393,23.4186,24.4089,27.2696,24.4006
lea-1;F5GUH5,21.372,18.5707,21.0991,19.3778,20.8985,21.3318,20.4516,20.5618
lea-1;F5GUH5;H2FLK8;H2FLK9,25.5175,22.864,21.7071,21.3364,23.1031,22.9656,23.0712,20.7868
lea-1;F5GUH5;H2FLK8,21.164,20.8451,18.7523,21.7148,21.0137,19.8782,20.768,21.1812
lea-1;F5GUH5;H2FLK8,19.7469,21.2857,20.8301,21.4582,20.1489,21.6272,20.6154,20.4555
