geneName,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04
nhr-86,10.471,10.8163,10.7526,10.6428,11.6752,10.9989,11.4704,11.1694
aat-3,13.7738,14.022,14.1976,15.0863,13.6455,13.2998,12.6054,12.8474
"CELE_M02H5,8",16.5139,16.3679,16.3025,16.1643,18.0799,17.9544,17.8609,17.9541
"CELE_T08B1,1",15.0028,14.8971,15.1028,15.2087,14.2979,14.5233,14.602,14.4496
lipl-5,16.6334,12.451,12.7817,12.4426,13.2047,13.1923,13.5453,12.7198
fln-2,16.6979,16.9687,16.7577,17.2056,16.3382,16.225,16.1405,15.8562
"C14C6,5",17.2245,17.3291,16.9134,16.9622,14.6652,14.5774,14.5304,14.5023
"CELE_T08B1,1",10.6035,10.8302,10.7831,0,10.9633,10.7178,10.801,10.7331
zig-11,12.0862,11.0736,13.7421,12.2774,13.1376,12.9935,13.2651,12.7266
ilys-5,12.065,13.6606,13.2594,12.0087,14.6293,13.7522,14.0625,13.9497
irg-3,15.9325,15.9699,15.4955,15.1808,12.9895,13.6276,13.4423,13.8067
tns-1,15.7823,15.7919,15.6604,15.6684,15.3917,15.3103,15.3597,15.1448
ubr-4,0,11.9561,10.7551,12.7516,12.9748,12.0796,11.9757,12.4436
ccar-1,15.023,15.0496,14.7465,14.3862,15.1967,14.7468,14.4661,15.0081
ulp-2,14.4602,15.024,14.2957,14.8033,13.0999,13.0408,13.1241,12.4987
"CELE_T23F4,2",14.5471,14.7748,14.0305,14.5973,14.0388,12.8363,13.8535,13.3663
sago-1,14.1362,14.0414,13.6342,13.658,13.6706,13.845,13.8241,15.3813
sago-2,10.6629,10.6147,10.7247,10.737,12.7837,12.9861,13.3497,13.2385
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.2659,13.5931,13.3036,14.1517,13.075,11.9628,11.6702,11.7729
daf-4,14.4753,14.0473,14.51,13.5032,14.1946,13.8292,14.0122,13.5697
hpo-3,10.6859,10.7691,10.5642,10.6948,10.9269,10.6138,10.7563,10.5418
acs-22,13.6796,13.7942,13.5549,13.6508,14.9708,15.4404,14.7526,14.8316
tag-10,14.8294,14.9925,14.8679,15.2808,15.7694,15.8648,15.5982,15.5687
imb-2,13.8619,13.1635,13.9737,13.8219,13.2929,13.1286,13.3316,13.5981
brf-1,12.4864,12.8357,12.3836,12.6489,12.7211,11.6758,12.478,12.8654
"CELE_W09B6,4",12.4148,11.579,12.7699,12.7387,13.5935,13.3194,13.3481,12.9404
irg-7,18.4573,18.483,17.9461,17.8792,18.0058,17.6724,17.7368,17.5448
"CELE_F27B10,1",14.1458,14.0031,14.2464,13.9139,12.2768,12.5617,12.0353,11.7352
"CELE_T22F3,3",10.5721,10.8726,10.7132,10.7171,13.3505,12.5887,12.4551,11.8211
die-1,13.3717,13.4448,13.714,12.4583,14.5519,14.54,14.5911,15.048
dhs-11,16.7545,16.9089,14.8474,14.8397,15.8107,15.5416,15.5062,15.8157
tbc-14,14.6036,14.6016,14.5903,14.7006,14.7813,14.4442,14.3378,13.9264
cyp-34a6,9.83085,9.20679,12.5598,14.2051,15.1085,14.0355,14.4946,14.391
fipp-1,15.3189,15.3967,15.1668,14.7277,14.3778,14.7669,14.1293,14.376
unc-132,14.8667,14.488,14.7824,14.8884,13.7506,13.6741,13.4341,13.9941
cdh-4,13.652,14.7801,13.7688,14.6286,14.9862,13.8023,14.4912,14.11
ajm-1,12.9455,13.156,12.1875,11.4545,10.969,11.3314,10.6331,10.8396
"CELE_ZC412,3",18.597,18.6886,18.4328,18.5917,17.4613,17.1581,17.2477,17.3517
farl-11,10.7302,11.9712,11.1118,10.5329,11.582,10.7392,10.7965,10.1852
let-711,14.6028,13.8219,14.4322,14.5107,13.8113,13.8712,13.8529,14.8605
"C40H1,7",13.5665,12.9184,14.514,14.3156,14.1071,14.3282,14.2221,14.2521
spat-2,14.1855,14.3438,14.6448,14.1279,14.9535,14.736,14.9911,15.1045
aakg-1,13.2727,12.6293,13.4365,13.2746,14.6878,13.5791,13.241,13.2334
grl-23,12.011,8.21634,11.4746,10.7432,14.9117,15.0563,15.2123,14.7075
spat-2,12.862,13.6701,12.6267,12.5273,13.7267,13.3403,13.5444,13.8469
"CELE_Y55F3BR,6",13.5166,13.7825,12.9928,12.9953,13.717,12.9555,13.6063,13.3982
vab-10,18.0784,18.1301,18.1264,18.1399,18.3724,17.8631,17.8451,17.2892
"eif-3,l;eif-3,L",16.5486,16.7697,16.9001,17.1028,16.4586,16.0264,15.6961,15.7429
"npp-25;npp-25;npp-25;Y37D8A,17",15.1151,14.8798,15.6263,15.6452,16.394,15.6656,15.679,16.0636
cnt-1,13.211,12.924,13.2353,12.4004,11.0077,9.82459,10.7234,10.8321
"C26G2,2",11.5342,10.4889,11.9452,11.6,11.0941,10.412,10.7817,10.0716
"CELE_F43B10,1",14.458,14.8763,14.1917,12.8478,12.6899,12.8133,13.1171,12.7559
ubc-15,14.3409,13.5595,13.3431,14.4728,14.2381,13.6658,13.5398,13.3294
"CELE_Y55F3BR,10",14.1099,14.0166,12.2744,13.5986,13.0579,14.0221,14.0326,13.3238
"CELE_Y38F2AR,12",13.5852,13.5163,13.611,13.5721,13.9064,13.565,14.0213,13.8973
ttr-42,17.2967,17.275,17.1519,17.8419,16.8632,16.7681,16.7713,17.2911
"CELE_H29C22,1",16.1294,16.303,17.1634,17.2066,16.3388,15.9727,16.5541,16.7209
"CELE_F07G6,10",10.6033,10.7569,11.2922,10.2263,15.3754,17.584,13.229,15.8757
ttr-34,15.6434,15.1885,15.8131,15.2585,14.9816,14.0183,15.2852,14.3963
"CELE_Y49E10,29",10.6375,10.6754,10.8052,10.819,11.0338,10.7375,10.656,10.8375
cnnm-1,13.2688,11.0677,13.256,13.951,12.9483,12.6948,12.6783,12.9225
col-138,16.7407,16.2367,16.8639,16.3327,15.7824,15.0739,14.6229,14.6624
oac-59,10.6554,10.5949,10.6706,10.649,11.0661,10.8012,10.3498,10.7525
"C42C1,8",12.5064,12.1099,12.1582,13.5714,12.6456,12.9428,12.7097,12.9055
"C42C1,11;AP-1",15.0463,15.5012,14.4777,14.7807,14.6765,14.3188,14.3926,14.3582
rpl-34,17.8199,17.7072,18.3771,17.7162,19.5652,19.4955,19.399,19.6166
erl-1,15.0312,15.2968,14.8251,15.5592,14.4387,14.419,14.2626,14.5015
tag-335,13.673,13.8144,13.6703,13.9568,13.9153,13.5012,13.6391,13.7501
fbxa-6,10.4076,10.8169,10.6549,10.104,14.1002,13.482,14.2028,14.0387
"CELE_cTel55X,1",14.3083,13.7551,15.3687,15.0028,14.2225,14.3629,14.544,14.6483
"C44C10,9",15.4189,15.3607,15.1853,15.2345,15.1902,14.5167,15.212,14.454
"CELE_F14D7,12",16.0842,17.0168,14.782,17.064,12.9113,12.0042,12.782,12.9307
"CELE_D1086,17",10.6674,10.7817,10.7875,10.6035,11.0698,10.7264,10.7121,10.7648
"CELE_W06G6,15;CELE_Y70C5B,2",11.583,12.3026,11.9184,11.5538,12.7203,12.6388,12.7956,11.736
"CELE_Y71F9AR,4",13.6564,12.6287,13.1627,12.9211,13.1601,13.6086,12.8662,13.4453
"CELE_Y47G6A,33",15.1976,15.5841,15.0771,15.4751,15.6256,15.8359,15.3576,15.225
"CELE_ZK813,7",17.0725,16.7068,17.7675,17.6655,17.8415,17.9864,17.8462,17.6544
"CELE_T28A11,2",17.5458,17.6282,17.4009,17.7909,14.0736,13.6944,13.9573,14.3946
guk-1,16.2231,16.0825,15.6822,16.6219,16.5998,16.5146,16.4876,16.1897
"CELE_Y53C10A,6",10.4579,10.8296,10.703,10.8259,10.9374,10.7436,10.7154,10.7589
"CELE_Y48C3A,18",10.669,10.7581,10.6016,10.7127,11.0432,10.599,10.7511,10.7269
"CELE_Y39B6A,3",12.1348,12.4092,12.3944,13.4929,14.1434,14.1578,14.2195,14.6301
dab-1,15.0153,14.9748,14.7424,15.0209,14.1256,14.4991,14.5643,14.6989
"CELE_F25H8,1",13.8318,14.0217,13.0876,13.3453,13.3366,11.8957,12.4142,12.8967
swsn-9,14.8845,15.2054,14.3167,14.9389,13.474,13.4911,13.3346,13.9429
"CELE_ZC434,7",13.2935,13.5404,12.9317,13.1468,13.552,13.8637,13.7331,13.7471
rad-50,8.83031,0,10.4373,10.7923,10.9721,10.6103,10.7281,10.8314
"C25F9,11",16.5789,17.0016,17.0212,13.9087,13.4741,13.3233,13.2217,13.7609
sin-3,10.3304,10.5745,10.6549,11.4573,13.187,11.6217,15.2142,13.0748
hmp-1,15.6936,15.9511,15.6748,14.8951,15.0707,16.247,16.4734,14.7152
dhs-3,16.9293,17.0178,16.9637,17.076,16.9409,16.7647,16.7677,16.7128
nra-2,14.8552,14.8643,14.7143,14.6075,14.7414,14.776,14.5038,14.5177
"CELE_Y37H2A,14",12.9878,15.3516,12.6733,12.9114,12.7057,12.8296,12.8398,12.2515
"CELE_F27E5,7",14.202,14.3069,13.5915,13.7017,13.6331,13.4758,12.3074,13.6437
saps-1,13.7874,14.1373,13.8294,13.7102,14.3216,13.8438,13.6291,13.6957
"CELE_ZK809,8",10.6903,10.8089,10.6608,10.7692,13.1543,12.576,12.2292,12.4502
"CELE_D1081,7",12.4648,11.7234,12.4018,12.8106,13.252,12.1051,12.8852,12.5483
aph-2,13.5112,13.799,12.6994,10.3873,13.3522,12.0507,10.9389,13.0104
"CELE_F15B9,10",15.9077,16.0068,15.2947,15.1342,14.1555,14.3339,14.627,14.3633
"C27A7,5",14.0155,13.9183,13.725,13.1569,12.4841,12.9282,12.6733,13.0203
"CELE_F30A10,13",15.7141,16.0662,15.0562,15.0871,13.9482,13.6368,13.5306,13.0255
"CELE_F30A10,14",17.0158,17.3673,16.8701,16.965,13.8644,13.9001,13.7352,14.0697
"C04H5,7",13.6585,12.0649,11.2556,14.3334,12.201,12.6418,12.621,12.8181
"C13B4,1",13.2646,13.4733,12.9649,12.6609,13.2131,12.9238,12.6891,13.3037
"CELE_F02E9,10",14.0445,14.1022,13.5843,13.7877,13.7785,13.9841,13.231,14.028
"CELE_R13H4,2",17.4818,17.4529,17.5816,17.8936,13.4987,13.3026,15.2309,13.162
"CELE_ZK228,4",15.1305,15.0214,14.6808,15.1463,13.3276,12.8095,13.3328,13.4258
"CELE_K02B7,3",16.7497,16.8204,17.4846,16.9009,15.3166,15.5945,15.5352,15.5535
nuo-3,14.3175,15.3477,13.7404,13.8527,14.9476,14.6438,13.794,14.5605
"C44E4,5",13.7961,13.7704,13.5072,14.2131,12.2093,12.8376,12.8926,12.3777
"CELE_F49E2,2",15.7506,15.8411,15.3595,15.399,14.9962,14.738,14.7141,14.4689
"T07A5,7",12.7322,13.4579,13.3737,12.5896,15.466,14.5943,14.839,14.029
"CELE_T04F8,7",14.5507,14.1832,13.8707,14.2279,13.8782,13.4211,13.6128,13.867
"gpb5;CELE_T23B12,8",10.6472,10.8665,10.5355,10.8043,10.7624,10.419,10.6895,10.3945
"CELE_F49D11,10",14.4928,14.4135,14.2292,13.837,13.9478,14.2657,14.24,14.3678
oxy-5,18.3476,18.7038,18.2102,18.0355,17.4948,17.2857,17.2052,17.9088
mrg-1,15.6184,15.6705,15.5293,15.9406,15.3223,15.1584,15.1985,15.1915
obr-1,10.6889,10.8552,10.2627,10.8234,11.0492,10.7062,10.6238,10.5307
igcm-3,14.7416,14.8516,14.7415,14.6944,13.7174,13.5886,13.2598,12.9549
unc-16,14.1091,12.8403,11.0675,14.4486,13.1145,12.9692,12.7061,12.6746
gpdh-2,17.7812,17.6901,17.8755,18.0597,18.0555,17.834,18.2106,17.7454
sly-1,14.5229,14.2945,14.5879,14.6917,14.0864,14.436,14.2718,14.3005
"B0393,9",14.7314,15.2138,14.8086,14.6689,15.2155,15.1101,14.9456,14.9085
cisd-1,17.647,17.6395,17.611,18.0627,18.6432,18.2269,18.4732,17.9192
"CELE_F09E8,2",14.2334,14.427,14.5085,14.6907,14.1795,13.7306,13.9281,14.3406
lsy-22,14.4334,14.4369,13.9191,13.8471,14.3953,14.0322,13.9197,14.0495
"C24H11,5",11.4489,11.5484,12.4313,12.1009,13.644,13.6715,13.4762,12.9892
"CELE_F10A3,17",15.0389,13.9185,14.444,15.3967,14.9793,14.781,14.7792,14.5743
pnc-1,15.6325,15.5807,14.5562,16.2841,14.695,14.4949,13.4953,14.2289
"CELE_Y94H6A,12",11.7654,11.467,10.7426,12.1749,10.8975,10.7117,10.6244,10.6808
"CELE_F56C9,6",13.4377,13.4021,13.6719,13.9255,14.7381,14.876,15.3822,14.5868
"CELE_T28D9,4;T28D9,4",12.7624,11.2791,13.2922,14.559,14.4001,14.347,14.2851,14.17
"C28G1,5",13.5785,13.6865,13.3766,13.1973,13.9695,13.779,14.0849,14.4343
gpx-7,14.553,14.6866,14.5368,14.5027,13.5858,13.5105,13.5996,13.4334
"CELE_F41D9,2",14.5256,14.0338,14.6757,15.098,15.1638,14.78,14.9172,14.4964
"CELE_T04F8,8",10.6828,10.6729,10.6384,10.5856,16.3995,16.2506,15.8983,15.5812
"CELE_ZK856,16",14.9627,15.227,14.8815,14.7923,14.6105,13.9262,14.3213,15.032
"CELE_F23B12,4",12.5011,13.6572,12.0769,11.9466,15.0211,14.3646,14.8787,14.5395
"CELE_K09A9,6",14.1828,14.235,13.8004,14.2985,13.1505,13.7095,13.5203,13.456
"CELE_H14N18,4",12.7542,10.503,10.0652,11.2943,11.1903,12.5758,12.2474,12.8934
"CELE_T12B5,15",10.7187,10.8537,10.7561,10.7805,12.7115,13.5679,13.0404,14.2705
"CELE_Y17G7B,20",12.5087,13.0675,12.3647,12.9599,12.9785,12.9381,12.4669,13.1314
"CELE_E01A2,1",12.7222,14.3368,12.7862,13.1676,14.022,14.0249,13.6116,13.3781
"CELE_T02H6,1",14.338,14.4176,14.0375,14.6654,14.1397,13.6495,13.7438,13.6861
"CELE_Y37E3,11",14.9545,14.8815,14.4403,15.1634,15.3855,15.4338,15.3519,15.6178
"CELE_M03F8,3",12.6373,12.7728,13.2635,12.4136,13.5188,13.5085,13.326,12.9378
"CELE_F55B12,10",17.7885,17.8613,17.4763,17.4445,16.3103,15.348,16.0219,16.001
pptr-2,14.0889,14.3745,14.458,14.3413,14.5366,14.4084,14.2659,14.2909
"maph-1,2",15.4855,15.2556,15.1664,16.2439,15.2624,15.2391,15.3012,15.3769
"CELE_K09G1,1",12.503,12.7928,12.5071,12.8549,13.5487,13.4959,13.4155,12.2788
"B0303,7",15.0195,13.7671,13.8992,13.5717,13.6323,13.1551,13.6418,12.5017
"C23H3,3",14.4125,14.8828,14.1226,14.9195,13.386,13.8413,13.6312,14.1013
"C17C3,1",14.2697,14.9136,14.9156,14.7399,13.9212,13.7297,14.0825,14.0016
glna-1,11.6903,11.8876,12.7151,11.2661,14.3243,13.4045,13.541,14.4802
"CELE_Y61A9LA,11",12.8768,13.579,12.4713,12.7239,12.3233,12.5652,10.562,12.513
"CELE_F41E6,5",12.3485,11.746,12.1374,12.811,13.5182,14.1879,13.5641,13.3849
"CELE_T25B2,2",13.9593,14.0549,12.1684,13.2026,14.3139,14.0676,13.384,13.8438
trpp-1,14.1966,13.8102,13.0076,14.2076,11.5468,12.0543,12.109,12.0444
tsp-10,11.9547,11.6915,11.2479,12.8032,11.0296,10.5724,10.9716,10.8374
ugt-26,17.0391,17.1149,17.2038,17.303,14.2374,14.4072,14.2201,14.3813
"C14H10,3",14.1944,14.0609,14.0414,14.4162,14.5629,14.0832,14.3098,14.0185
"CELE_D1086,10",20.3058,20.4037,18.866,19.4016,19.0606,18.6365,18.5932,17.9868
poml-3,15.4793,15.8018,15.1769,15.7905,15.0236,14.8729,15.2785,14.8224
unc-57,16.3516,16.5352,16.1279,16.5634,15.8508,15.5103,15.6409,15.7983
szy-20,14.3462,13.377,13.5983,13.0394,14.7523,14.5845,14.966,14.3452
"CELE_T06E4,14",13.1811,11.9316,12.5748,11.4721,13.6381,11.9806,12.187,12.5953
"CELE_F13G3,10",10.4874,10.4441,10.7908,10.8115,11.0535,10.654,10.7677,10.7712
rmd-2,15.5387,15.5086,15.7668,15.7614,17.048,16.6238,16.6206,16.4927
smc-3,14.5495,14.7219,14.3965,14.9154,14.1992,14.0961,14.3852,14.2033
ntl-2,12.3602,13.7178,13.4293,13.6202,14.3545,13.5404,13.7936,14.1143
gcn-1,15.6725,15.6177,15.5372,15.9504,15.9975,15.9046,15.9043,16.004
urm-1,17.4407,17.5451,17.3815,17.5188,16.5223,16.365,16.2912,16.2962
nono-1,15.8923,15.3204,15.4278,16.0133,16.0672,15.7803,15.941,15.8021
atf-7,11.4206,11.4993,11.7524,11.3973,12.1542,11.5851,12.4554,11.7655
vps-26,14.4625,14.7184,14.5022,14.6179,14.0937,13.8686,13.8968,14.1038
ndx-9,14.7556,14.7325,14.5485,14.2404,14.7006,14.5652,14.6398,14.4495
"C14F11,4",16.2462,16.342,15.6062,15.9984,16.2963,16.124,16.1602,16.1137
abts-1,15.6927,15.9798,15.6691,15.652,14.9569,15.1018,14.9727,15.2814
"CELE_ZK858,6",14.5591,15.0077,14.8258,14.6235,14.5469,14.8052,15.0242,15.1452
"C41G7,9",17.8841,17.4669,17.7681,19.2821,18.0534,17.7467,18.1292,17.5874
lin-10,13.7745,14.1221,13.4233,14.055,13.1888,13.3974,13.6139,13.3455
"CELE_M04C9,3",10.709,10.8037,6.92734,10.6387,13.6648,14.3612,13.743,12.9402
"C31H5,6",12.0558,12.9468,11.6825,11.8066,15.0567,14.0759,13.9081,13.3779
"CELE_ZK355,8",17.4158,18.4069,17.5123,17.8091,17.1943,17.1733,17.1351,17.1767
spds-1,14.5049,14.5959,14.745,14.5714,14.9413,15.2559,14.8876,14.0936
nxf-1,14.9664,15.4134,14.6032,15.0184,14.9338,14.4403,14.5966,14.5602
"CELE_F38A6,5",12.4255,12.5548,11.9758,12.4527,12.4959,12.6887,13.2726,12.5096
"CELE_T03D8,6",15.372,15.4768,14.5271,15.167,14.7634,14.6414,14.6748,14.5718
ret-1,16.1268,16.2368,16.4849,16.6183,16.2783,16.0695,16.1009,15.9884
"CELE_D1086,12",13.5078,13.7603,14.5446,14.2997,14.0207,13.4326,13.0335,12.7755
"CELE_F52C12,6",14.276,14.1875,14.4254,14.2524,13.4759,13.3975,13.8272,13.4996
"CELE_Y40B1A,3",14.3052,14.3194,13.3099,13.5879,13.3224,13.3233,13.1558,13.9415
pals-37,16.987,16.0142,16.8703,17.0332,16.7302,16.1097,16.1813,15.5322
"CELE_F59A2,2",13.7479,13.8503,13.3662,13.8044,14.2548,13.7749,14.2605,14.4148
ptr-24,15.4383,14.7154,16.27,16.6496,16.4546,15.2917,16.1591,16.3991
"CELE_F11C1,5",13.2841,12.3973,12.564,12.7708,13.5519,13.1656,12.7553,13.242
"CELE_Y43F8B,1",18.3015,18.3566,18.6655,18.8722,18.3606,17.8679,17.8961,17.7207
sam-10,15.1308,15.1961,14.5891,14.389,12.5398,12.7169,12.7857,12.5558
dic-1,17.6041,17.4765,16.2057,17.9149,18.0828,17.6037,18.0075,17.787
unc-68,13.1037,12.3606,12.8478,13.4831,13.3129,12.6644,13.2767,13.1083
"CELE_T05H10,4;T05H10,4",12.3184,12.5519,12.6867,12.5039,14.9103,15.3823,15.2194,15.5609
"CELE_M05D6,5",15.7517,16.102,15.9636,15.5923,15.9185,16.0734,16.0548,15.9746
ctg-2,14.3852,14.9278,14.12,14.8157,14.406,14.3978,14.8199,13.9477
rpl-32,18.5002,18.6006,19.0452,19.0214,20.4185,20.3278,20.4358,20.2701
"CELE_F37H8,3",14.1631,14.2376,14.1067,14.6598,13.9035,14.6082,13.983,13.7726
clec-146,16.185,15.6193,16.5377,15.7201,15.0847,15.1447,14.4015,14.9989
tnt-3,16.4191,16.4625,16.4014,16.574,16.4588,16.2426,16.2004,16.2984
mlt-11,12.1705,12.1054,11.7895,11.2612,13.0696,12.8837,13.1357,13.3025
hrpu-1,10.73,10.6201,10.7656,10.5225,11.9291,14.4872,13.1592,12.62
kcc-2,13.4525,14.2051,13.2571,13.5816,14.2145,13.8797,14.5963,14.0579
ced-7,14.9484,14.9581,14.0322,14.1898,13.8636,13.1838,13.2636,12.4758
"CELE_F17C8,9",15.3054,15.4023,15.0142,15.1964,14.9144,14.576,14.6614,14.7743
unc-119,10.6626,10.8183,11.5814,11.5281,13.7482,13.8337,14.2917,13.2776
mrpl-46,15.5308,15.5505,15.1067,15.163,15.3442,15.2691,15.4186,15.5139
"CELE_F40G9,5",12.6947,12.9318,12.9895,13.2311,13.1061,12.8239,12.9646,12.9823
"CELE_F40G9,17",13.7504,13.4185,14.8588,13.9028,14.5196,14.8244,14.8007,14.2243
"CELE_Y54G11A,17",13.8892,14.3333,14.048,14.2276,14.3242,14.6794,14.5636,14.7817
let-767,16.778,16.6699,16.997,17.0083,18.3827,18.4976,18.538,18.6693
dnj-16,14.6364,14.3376,14.661,14.5521,14.775,14.7863,14.6674,14.4458
cfim-2,15.2426,15.3696,15.1226,15.0972,14.6911,14.3486,14.2773,14.3731
magi-1,12.5842,14.7043,15.8981,13.5192,16.4737,16.0604,16.0995,15.4772
"CELE_F55D12,2",13.3068,13.6881,11.9003,12.7227,13.1691,12.9089,13.2531,13.4495
"C39B5,5",13.2922,14.1158,13.0246,14.2569,15.8412,15.6527,15.9799,15.762
"CELE_Y32H12A,2",13.5411,13.8763,13.3985,13.1953,14.5873,13.5538,13.1651,13.3193
smg-3,12.9336,13.8798,13.2852,13.8298,13.9746,14.018,14.2354,14.1482
"CELE_F56B3,4",17.2554,14.7601,15.7151,17.4288,12.4518,12.6587,12.7483,13.8014
"CELE_Y34B4A,8",10.7131,10.7011,10.778,10.8017,10.9701,10.6883,10.7858,10.7712
csn-6,15.1266,15.3705,15.0733,15.1663,14.7055,14.5919,14.5038,14.4766
marg-1,16.7406,16.756,16.8739,17.1931,15.53,15.548,15.5799,15.6006
grsp-2,15.287,15.5176,15.2322,15.6404,16.105,15.8034,15.5936,16.2589
"CELE_T28C6,7",14.8194,14.5247,14.3254,14.5078,14.7601,14.2574,14.0531,15.2222
"CELE_T20D3,3",13.7877,14.6278,13.5552,13.957,14.984,14.2234,14.8031,14.3934
"CELE_R102,4;R102,4",14.6254,14.615,14.4959,14.978,15.7688,15.9853,16.4009,16.0228
sao-1,13.8086,14.0753,14.0226,14.81,15.1745,14.9672,14.989,14.8551
"CELE_D1086,11",17.8208,18.0287,17.8304,18.019,16.7282,16.7591,16.6606,16.9086
sqrd-1,15.6033,15.5486,15.2246,15.3331,15.6728,15.5437,15.7386,15.4955
