geneName;Leading.proteins,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
rab-10;Q94148,20.1648,21.3334,19.5718,20.7973,24.2513,22.8126,22.0135,24.0668
dnj-11;Q94216,24.9805,24.5035,23.7537,24.7503,21.4256,20.5625,20.928,21.046
dnj-11;Q94216,25.6996,22.3315,22.5049,23.0368,24.6226,23.2435,23.9422,22.8098
dnj-11;Q94216,22.9675,22.216,21.6959,22.3509,24.4713,23.4499,22.9451,24.5203
plp-1;Q94230,24.2245,23.8003,24.4654,24.0348,24.2071,21.9584,22.8293,24.1627
plp-1;Q94230,21.8732,21.5515,21.5151,20.818,21.9435,21.1422,20.7833,20.1514
plp-1;Q94230,21.0291,20.5446,20.0711,21.2099,24.9755,22.1704,22.7413,23.4241
plp-1;plp-2;Q94230,24.0014,24.9287,24.3948,24.9145,23.4275,22.8823,22.533,22.7376
fah-1;Q94272,21.135,20.763,19.9547,21.7916,21.449,21.0969,20.5664,21.1541
rpl-11.1;Q94300,24.9948,25.4241,25.9575,24.742,23.7482,24.5618,24.2787,23.9576
pas-4;Q95005,21.7828,21.0402,21.3729,20.9206,21.8797,20.945,21.227,20.5784
pas-5;Q95008,21.5956,21.2569,21.3755,21.9159,21.8775,20.5892,20.9362,21.2608
pas-5;Q95008,22.8753,22.6537,28.3058,28.7273,21.9522,20.6326,20.0896,20.8796
ubc-9;Q95017,20.226,21.5772,20.8592,21.7028,19.7733,21.1465,21.1682,21.164
;Q95PZ7,20.252,20.9602,21.5126,21.8503,24.9612,25.7897,24.0953,24.7909
;Q95PZ7,22.078,21.8973,22.4288,22.5096,23.4221,23.6021,23.0467,24.1706
Y53F4B.39;Q95Q18,21.8008,21.0623,21.4317,21.8134,21.8548,20.9126,20.3206,20.5754
Y53F4B.39;Q95Q18,21.4716,21.2337,21.4798,21.4089,21.8889,21.2699,20.9549,20.8986
;Q95Q93,25.4455,25.3031,25.2544,25.0847,25.0533,23.7901,25.1438,23.2683
;Q95Q93,24.56,22.8926,22.1216,22.0754,21.7275,20.9618,21.3708,20.8186
;Q95Q93,22.5024,23.3936,21.757,22.5159,20.5553,21.0773,21.0066,20.8367
pat-12;Q95QA6,24.17,23.7149,23.596,24.7787,22.9389,20.3953,23.0779,22.6609
pat-12;Q95QA6,25.2451,23.7598,22.2174,23.9838,21.761,20.7298,21.1255,20.3384
pat-12;Q95QA6,23.5282,22.5279,22.2419,22.1721,21.8264,21.0625,20.8247,20.9755
pat-12;Q95QA6,24.7535,23.7606,23.7424,25.1274,23.3273,24.2218,23.2401,23.4677
pat-12;Q95QA6,24.1544,22.9143,22.9783,24.8974,21.5302,21.0621,21.0436,20.677
pat-12;Q95QA6,20.4039,20.6804,20.8107,20.5962,21.9435,20.2826,20.2713,20.0515
pat-12;Q95QA6,22.5937,25.0439,23.0781,24.1235,20.7936,20.3571,20.9743,21.3439
pat-12;Q95QA6,24.2489,23.3168,22.7045,24.172,21.948,20.932,21.1953,20.4858
pat-12;Q95QA6,20.4265,20.7883,20.8116,19.8983,25.1913,22.4668,23.3298,22.8665
pat-12;Q95QA6,24.455,24.3647,25.7776,25.2199,21.7774,20.9448,21.321,21.3058
;Q95QC9,20.9323,20.6747,20.3751,20.9403,21.359,20.5619,21.3796,20.3744
tmem-135;Q95QD1,20.7137,21.1995,21.0671,20.5182,21.2211,21.1984,21.3466,20.5398
;Q95QF1,20.7432,21.3472,21.48,20.2622,24.3366,23.6822,23.9672,24.0022
;Q95QF1,21.0193,20.8401,20.9692,20.9359,26.7019,24.1612,22.517,24.3801
;Q95QF1,25.1788,26.4374,25.0595,26.6233,28.4626,27.8481,27.362,27.4021
otpl-3;Q95QL0,21.6327,20.6662,21.2851,21.5611,21.84,21.2501,21.1579,21.2327
;Q95QN5,21.6731,21.6396,20.2492,19.7935,21.5202,20.8968,21.3719,20.6464
brap-2;Q95QN6,28.0002,27.7545,27.6553,27.3203,27.4143,28.6373,27.6974,28.4472
brap-2;Q95QN6,30.7366,30.2172,28.3179,30.0421,30.0746,29.2091,29.5888,28.162
brap-2;Q95QN6,30.656,29.1851,29.0119,30.6654,29.6407,28.3009,27.8236,29.3947
brap-2;Q95QN6,26.1205,24.9294,24.2599,25.774,26.9388,26.2761,26.3178,27.0121
brap-2;Q95QN6,25.8293,23.8307,24.3471,24.9655,24.5872,23.9428,24.0853,25.3851
brap-2;Q95QN6,30.8545,31.0166,30.8253,30.7884,32.3131,31.1873,22.1178,30.8326
;Q95X11,23.003,21.1205,21.4411,23.6676,21.1525,21.0014,21.3665,21.0758
vha-8;Q95X44,25.0424,25.1825,24.0944,24.5081,26.396,24.9846,25.0596,24.9247
vha-8;Q95X44,21.3883,21.1165,20.6529,21.7424,24.275,23.2968,20.6172,23.2358
vha-8;Q95X44,22.621,23.1121,23.1972,23.9203,24.1915,25.9124,23.9893,23.6384
;Q95XC1,24.4107,26.1874,26.9097,24.9231,26.5604,26.1678,24.7141,27.3932
vamp-7;Q95XH1,25.7039,24.5532,24.8977,25.918,25.4888,24.1162,25.9649,23.2237
mppa-1;Q95XN2,21.1815,19.8206,21.303,21.8051,21.7077,21.1623,20.9692,20.8546
ubc-3;Q95XN7,20.7225,20.7841,19.6524,20.3354,21.8333,20.3261,19.8106,20.3829
ubc-3;Q95XN7,20.6876,20.5432,21.481,21.1541,22.9823,23.3346,24.4897,24.7639
tbca-1;Q95XR1,22.0257,22.3766,22.2634,22.2767,22.3688,19.3721,20.7201,19.783
tbca-1;Q95XR1,23.4701,22.4767,22.3293,22.721,19.556,20.9781,19.4597,20.8226
tbca-1;Q95XR1,22.8777,22.6669,23.3287,24.5227,21.4224,20.9527,21.2482,20.9666
epg-2;Q95XR4,24.8233,24.7606,25.3215,25.4225,25.7509,25.2665,22.1556,23.4848
wwp-1;Q95XU3,20.193,21.4211,20.8859,21.8859,25.5501,23.4212,24.6943,25.1884
wwp-1;Q95XU3,21.3526,20.8401,21.1042,20.6214,26.9278,24.7143,22.3208,25.0556
wwp-1;Q95XU3,26.797,26.7334,25.6436,27.545,27.6397,24.9755,24.9619,25.023
wwp-1;Q95XU3,22.6644,23.2886,24.3652,23.3592,22.8754,22.6316,21.7923,22.9029
wwp-1;Q95XU3,23.2659,23.1594,22.6048,24.0161,21.1581,20.9887,21.3273,21.0067
wwp-1;Q95XU3,26.7137,25.4239,24.4724,27.1429,25.8143,22.9745,23.9029,24.4676
sut-2;Q95XU6,21.8169,19.7687,20.4069,20.8489,21.9535,20.361,21.0706,21.2307
;Q95XV3,21.3398,21.5216,20.5702,21.5501,21.589,20.488,19.8977,20.8717
ubc-13;Q95XX0,25.4742,25.2094,24.1928,25.6802,27.9652,27.5934,27.4767,27.2831
ubc-13;Q95XX0,27.5933,28.5028,27.9284,29.3778,29.0423,28.8401,28.2993,28.9702
ubc-13;Q95XX0,27.1509,27.0604,26.2202,27.6121,30.0175,29.5892,29.4891,29.6174
ubc-13;Q95XX0,28.9535,26.5602,28.1066,29.3163,29.1199,27.5854,28.0086,27.1893
ubc-13;Q95XX0,21.7697,20.8126,21.3737,21.7697,21.6658,20.8457,20.9288,20.1313
ubc-13;Q95XX0,20.1902,21.4555,20.4905,20.6738,25.6102,23.9789,24.0968,23.8311
ubc-13;Q95XX0,20.0628,21.0761,20.6991,21.7749,24.782,23.9094,23.9472,23.1663
rps-28;Q95Y04,23.5505,22.7996,22.614,24.186,22.2779,20.2721,20.269,21.2304
;U4PC73,23.7796,24.3068,22.229,23.8594,21.8277,20.4309,21.2511,21.1636
;Q95Y68,21.9555,20.315,19.8415,20.6793,21.1599,20.107,20.7856,20.4309
dss-1;Q95Y72,21.8839,21.6953,20.9704,20.0614,21.0806,20.7914,19.952,20.9902
;Q95Y88,23.6764,23.2054,22.0821,23.3511,23.3484,20.9506,23.5172,22.9372
rpl-9;Q95Y90,23.7982,23.0981,22.9587,23.6546,23.9812,22.0595,22.0352,23.2545
rpl-9;Q95Y90,21.0681,21.061,21.439,21.0421,25.7722,25.4117,27.5995,25.9292
rpl-9;Q95Y90,27.7743,28.2227,26.2175,28.7174,28.0345,28.3524,26.7023,26.7031
rpl-9;Q95Y90,22.6028,21.7729,21.4953,21.6417,23.8521,22.6967,20.18,21.6822
rpa-2;Q95Y97,25.892,25.503,26.5839,25.6289,25.9877,24.1238,24.7014,24.1857
;Q95YC6,20.8962,21.7007,19.0967,20.9716,20.8536,20.4272,21.2933,20.9533
gln-1;Q95YD1,21.3471,21.0559,20.6996,20.6951,21.0712,21.1134,20.515,21.4131
;Q95YD9,25.3942,24.1884,24.7444,24.9616,23.6295,22.5541,23.2907,22.8878
cgh-1;Q95YF3,22.1857,23.2769,22.2905,23.2772,21.6815,20.9949,20.0226,21.3908
cgh-1;Q95YF3,21.2853,23.0362,22.2875,22.1241,24.2016,23.9139,23.75,23.041
cgh-1;Q95YF3,24.3174,22.0594,22.3798,23.2074,20.4306,21.173,21.2944,21.1891
cgh-1;Q95YF3,21.2644,20.3596,21.1638,20.7563,21.358,20.9783,20.4077,21.2154
ZK353.9;Q95ZI6,24.1849,24.2123,22.3417,22.6495,23.535,22.1774,23.3547,22.5648
;Q95ZJ9,23.747,23.5268,23.7928,23.7701,25.297,25.7791,25.6353,25.0891
act-4;Q95ZL1,26.5845,26.157,26.1541,26.7557,26.5562,26.5539,25.3271,24.7089
act-4;Q95ZL1,24.4718,23.1269,23.611,23.7651,24.9287,24.9208,24.9761,23.564
gos-28;Q95ZW1,21.8279,21.6145,21.3584,21.4545,20.9051,19.8493,20.1686,20.5858
;Q95ZW2,27.5746,27.4524,26.0343,26.3276,22.3121,21.7574,21.1492,21.4692
gad-3;Q960A1,25.2412,23.7385,23.3835,24.1427,20.281,20.8543,20.6274,21.4064
;Q965K0,24.9856,23.8473,25.0083,24.8514,25.1266,24.6689,24.2174,25.3248
;Q965K0,21.9722,21.7589,21.2048,23.2111,24.6958,24.8324,25.1469,24.0505
;Q965Q1,23.0139,22.9716,23.2039,22.5464,21.3705,19.6507,21.2885,21.0599
;Q965Q1,20.6089,21.5879,20.6092,20.6083,20.9787,19.8825,20.2406,21.3645
;Q965R9,26.5687,26.5968,25.7351,26.1329,25.75,24.8699,26.353,25.6833
;Q965R9,21.3961,21.6832,21.4377,21.5074,21.5979,21.1907,20.9549,20.7585
eif-3.I;Q965S8,23.0107,21.1641,23.4774,23.1447,24.6582,25.3693,24.9492,24.2347
eif-3.I;Q965S8,20.7563,20.8558,21.3566,21.5394,24.7734,24.124,25.7828,24.9615
xpo-2;Q965V4,21.7685,20.6738,20.5676,20.0756,21.7912,20.1808,21.3553,20.8545
ubh-3;Q965V9,26.9619,27.0896,25.6647,27.3955,27.6332,25.1113,25.5021,25.9867
;Q965W8,21.7436,20.7614,20.6834,20.7727,21.0525,20.6599,20.2288,20.8513
nape-1;Q965X7,21.2934,21.2999,21.0075,21.4522,19.6001,20.5183,21.3361,20.7091
;Q966A5,19.2926,21.7443,20.3323,23.1974,21.9506,20.8535,20.1612,20.1731
;Q966A5,23.8565,23.8367,23.6475,24.2621,20.6197,21.0657,21.1181,21.1557
;Q966A5,21.5474,21.5469,21.4248,21.7048,21.9448,21.1386,19.6865,20.9747
;Q966A5,26.2854,25.8203,25.0816,26.5373,24.6598,22.587,23.6861,23.5772
rpl-7A;Q966C6,21.8797,21.5948,20.5414,21.8302,23.9499,25.4359,27.008,24.034
rpl-7A;Q966C6,20.7973,21.0593,21.199,21.5619,24.5173,24.8234,23.0486,24.8336
rpl-7A;Q966C6,21.6607,20.5328,20.639,21.7472,26.346,24.2603,25.6919,25.7088
;Q966C7,21.5074,21.5894,20.8845,20.5413,19.9904,20.6416,21.2461,20.9865
;Q966C7,23.2714,22.006,21.8821,22.6996,22.5351,21.3459,22.2983,21.7377
;Q966C7,21.7443,19.9808,20.9694,20.6449,24.6118,23.5218,24.201,21.2448
pbs-1;Q966I8,22.1435,23.0991,22.9029,22.9815,23.6949,21.9515,23.1226,21.2599
col-165;Q966K5,20.6761,20.6267,21.1063,20.4492,21.5208,20.7726,21.3017,21.3695
E01A2.2;Q966L5,20.3584,21.732,21.2802,20.0463,21.5059,20.521,20.7764,21.3842
uri-1;Q966M4,20.3401,21.4846,20.9498,21.2924,21.183,21.261,20.608,20.3286
dbr-1;Q966M6,21.7264,20.7171,20.1769,20.7661,23.2055,23.2105,23.3881,22.9129
;Q9BI62,21.4983,21.5376,20.5098,21.3548,21.3926,20.2824,20.917,21.1782
epn-1;Q9BI71,27.8408,26.4504,27.2755,26.6784,27.8474,25.9743,25.2674,25.4123
epn-1;Q9BI71,27.1875,25.6964,24.8356,26.4719,26.9126,24.2829,24.062,22.6488
epn-1;Q9BI71,28.8503,28.9083,28.7464,29.1711,28.7489,23.6551,25.7772,26.1803
epn-1;Q9BI71,21.7646,21.6793,21.328,21.7449,21.5512,20.8138,20.8123,21.029
epn-1;Q9BI71,28.047,27.9426,27.1045,28.5041,26.6128,24.7598,24.9446,25.4819
epn-1;Q9BI71,25.1202,24.9947,24.9796,26.5449,25.1214,23.5187,24.5952,24.8486
;Q9BKR9,23.9456,22.9826,22.4288,24.5915,24.1804,24.6658,23.5737,23.2992
;Q9BKR9,25.0985,22.9277,23.1988,22.9847,21.6682,20.3026,21.0783,21.3603
;Q9BKU3,21.3856,21.157,20.0202,21.1002,21.676,22.7245,22.1491,22.6373
;Q9BKU5,21.8644,21.5894,20.0657,21.6885,24.3446,23.774,24.2239,23.764
moag-4;Q9BKU8,21.3997,20.674,20.3169,21.5978,20.9195,20.9961,21.3821,21.3525
rpl-17;Q9BL19,25.3861,25.044,25.0965,25.1923,27.1446,26.0734,21.8362,26.1224
rpl-17;Q9BL19,24.189,23.6469,24.3701,24.4314,25.6195,23.5749,22.4973,24.5806
rpl-17;Q9BL19,20.1082,28.5317,26.8231,27.7082,20.0596,27.4166,28.4036,28.3923
rpl-17;Q9BL19,24.347,22.7707,23.2022,23.2563,24.117,22.5357,22.5629,22.8051
rpl-17;Q9BL19,22.4076,23.4733,23.0114,24.3712,21.7433,21.8201,21.0401,21.5381
rpl-17;Q9BL19,20.3303,21.4303,21.1066,20.4612,20.8644,20.4615,20.7335,20.8992
rpl-17;Q9BL19,21.6424,21.6406,21.3898,21.2191,22.3878,22.5684,23.2288,23.7929
rpl-17;Q9BL19,22.0627,22.0339,22.779,24.2101,24.5704,24.2285,21.2033,23.9256
;Q9BL28,21.8614,21.6172,20.3493,20.7377,21.5373,20.6668,21.3061,21.0146
swsn-3;Q9BL39,20.5953,21.1607,20.5134,21.364,20.7567,20.8646,21.2932,20.9184
;Q9BL59,22.6961,22.5485,22.295,22,21.9478,20.3353,21.0019,21.0754
vps-4;Q9BL83,21.1333,21.7116,20.9019,20.9614,25.4499,21.7129,23.3883,23.2194
;Q9GRY9,21.2661,21.6668,20.9866,20.5778,21.9568,20.6935,20.9397,20.6641
;Q9GRY9,20.3118,19.9667,20.9948,20.9646,21.789,20.7993,21.0837,21.3
tcc-1;Q9GRZ9,23.761,22.6381,22.6148,23.4535,22.7084,21.5972,20.3381,23.0278
tcc-1;Q9GRZ9,22.3754,23.3254,23.4199,23.6404,22.9174,22.4279,22.0283,22.9107
tcc-1;Q9GRZ9,21.9498,21.4261,19.5145,20.8134,21.6635,19.95,21.1014,21.1428
;Q9GUE9,21.8623,21.6267,20.4641,20.1825,21.2739,21.238,21.2469,20.5109
cpx-1;Q9GUM7,20.2139,21.6007,19.6114,21.799,21.9292,20.6446,20.7282,19.7633
eel-1;Q9GUP2,21.3707,21.1315,20.9421,20.5189,20.8143,21.2007,21.2894,20.8803
eel-1;Q9GUP2,19.1153,20.6173,20.6892,21.4018,24.198,23.0189,24.6082,23.7277
unc-27;Q9GYF1,20.4572,21.3055,21.2533,21.6427,21.3795,21.1716,21.277,20.3408
unc-27;Q9GYF1,21.6938,21.633,20.5015,21.6808,22.5925,26.8661,25.2804,26.8288
unc-27;Q9GYF1,21.3905,20.4564,20.934,21.2641,21.7811,21.1088,21.1786,20.5096
unc-27;Q9GYF1,24.2661,24.2452,24.4034,23.1213,25.2663,25.2641,23.319,24.2441
hap-1;Q9GYG4,21.3051,21.1271,21.0242,21.3075,24.092,22.7717,23.9122,24.3778
snx-1;Q9GYJ9,20.8983,21.5102,22.4635,22.801,24.6859,21.5834,24.8628,23.0652
;Q9GYK1,24.6373,24.7107,25.7848,24.3152,23.4944,22.32,21.8689,20.5718
C05D9.3;Q9GYK2,21.0519,21.5013,21.4397,21.0208,21.831,20.6996,20.8886,20.6377
;Q9GYM4,21.5267,21.6227,20.8369,20.3988,21.3461,20.9506,20.8009,21.214
;Q9GYP5,23.5635,24.5891,24.496,24.6776,21.3536,20.9992,20.5066,21.2445
;W6RRW5,20.3246,20.6899,21.4862,20.1792,26.247,23.8552,24.0718,24.2285
;Q9GYR5,20.333,20.8717,20.1802,20.6622,24.0826,22.721,25.6051,23.7734
arrd-18;Q9GYT5,21.9388,21.0115,19.9542,21.7233,18.9236,21.2632,21.1006,20.9705
sid-1;Q9GZC8,23.4409,21.3774,21.2481,21.2976,22.4837,21.3699,21.1807,20.8228
;Q9GZE9,23.8333,21.3719,22.1921,24.197,24.3031,23.9916,23.6132,20.8535
;Q9GZE9,24.3117,25.4972,23.1797,23.4015,26.2849,24.594,24.9735,21.9157
ribo-1;Q9GZH4,20.7869,20.771,20.8173,21.5655,21.7003,21.2287,20.5384,21.1682
ribo-1;Q9GZH4,21.3926,20.4754,21.1132,21.0482,21.1867,20.8844,20.8423,21.3369
pbo-1;Q9N2Y1,24.2386,23.4906,23.2605,24.2636,24.3518,22.8915,24.2922,21.25
pbo-1;Q9N2Y1,20.6491,20.395,20.7941,20.792,21.5304,20.286,21.2489,20.7616
ptr-21;Q9N2Z6,21.3896,20.3636,20.2885,21.5371,21.7479,21.2047,20.5468,21.3003
ptr-21;Q9N2Z6,20.8559,21.0493,19.874,21.5783,23.7528,23.4647,23.8488,23.7099
acs-13;V6CK48,25.488,23.418,24.1266,24.1228,21.4161,21.2085,21.0996,21.0436
acs-13;V6CK48,24.6216,24.3143,24.4291,25.148,21.5533,19.957,20.3678,20.9291
deps-1;V6CLC9,23.339,22.8956,22.5609,23.2507,21.6365,21.1321,20.2017,20.5054
;Q9N321,23.3965,22.4897,23.2394,24.2169,25.1239,22.1889,23.3862,23.1021
cct-8;Q9N358,22.8575,22.6534,21.8089,23.0915,23.6877,21.1992,21.8507,20.8259
cct-8;Q9N358,21.8709,22.9207,22.7359,22.3318,22.231,21.5912,23.6718,23.201
;Q9N362,25.4729,27.5402,26.7673,27.5391,26.1892,24.4456,23.7458,25.0066
;Q9N370,24.3104,25.1162,24.2059,24.0682,25.2173,23.2429,24.8975,25.1333
;Q9N370,25.305,24.3629,23.9439,24.217,26.3953,24.1739,23.3884,26.0434
;Q9N370,21.0365,21.6478,19.9199,21.1602,24.249,22.4552,24.1331,23.1463
;Q9N370,24.9674,24.2777,24.1973,23.6802,25.8638,21.7302,23.7319,22.2208
;Q9N381,26.2732,26.411,24.9877,24.723,26.762,25.4363,25.1811,26.4734
;Q9N381,27.914,26.4154,27.764,28.3338,21.8396,20.8623,21.0883,21.2767
;Q9N393,20.5745,20.3017,21.1508,20.5979,21.0313,20.9575,20.7172,21.3844
;Q9N393,21.7253,19.8731,20.5955,20.1265,21.7082,19.8991,21.1555,20.4137
samt-1;Q9N3A9,24.5142,23.366,25.0424,25.2795,25.9241,22.7889,22.9236,20.8667
;Q9N3D0,21.0668,21.5687,20.6676,20.0802,24.6249,24.1359,23.4278,23.5462
;Q9N3D1,24.9715,23.5079,23.4882,24.2435,24.8309,26.223,27.3924,26.3194
;Q9N3F7,24.6285,23.1181,23.5822,23.8525,21.6812,20.6779,20.8557,19.7346
;Q9N3G2,21.5663,19.9638,21.5775,22.928,23.5983,24.0623,21.2839,22.3699
inx-22;Q9N3R5,24.836,23.2484,23.2984,22.9892,21.9207,20.9848,20.6018,20.8187
;Q9N3S8,20.6397,21.3235,20.0122,21.4103,21.1865,20.544,20.9691,20.2121
;Q9N3S8,21.4694,21.0438,21.3956,21.5606,21.6748,21.2316,20.8501,21.2669
skr-14;Q9N3U9,27.928,27.1516,27.2281,27.5821,27.5983,26.1492,25.8083,22.8395
skr-14;Q9N3U9,24.8379,24.356,25.6248,25.8591,21.9629,20.8877,20.6856,20.4544
rps-4;Q9N3X2,21.6282,21.5408,21.3946,20.8558,24.7892,21.5591,22.553,20.2729
rps-4;Q9N3X2,23.1885,22.7687,23.2158,22.882,24.0396,22.5056,21.406,22.5093
rps-4;Q9N3X2,22.9007,24.3272,23.1508,24.4213,25.9182,23.3203,23.0939,23.5122
rps-4;Q9N3X2,24.9671,25.1314,26.3815,27.3943,24.842,21.649,22.8083,22.6406
rps-4;Q9N3X2,24.9301,25.5535,23.9279,25.0917,26.2445,26.6432,26.2648,25.648
;Q9N3Y1,21.7035,20.3475,21.3531,21.0961,21.6891,20.7095,21.3572,21.27
glrx-10;Q9N456,20.8691,21.6173,19.3129,21.4632,22.4717,21.6452,21.4267,21.729
glrx-10;Q9N456,21.5152,19.7333,20.9185,21.9043,21.4096,21.0914,21.3746,21.1598
glrx-10;Q9N456,20.6043,20.3166,21.0918,21.294,21.3696,20.9655,20.0372,20.582
pinn-1;Q9N492,22.6484,22.2372,20.0605,20.7549,21.5598,19.5004,20.1101,21.4078
yop-1;Q9N4G8,25.5667,24.9216,25.027,26.3372,24.446,22.474,23.3448,23.5699
yop-1;Q9N4G8,21.5486,23.9585,24.5077,24.7943,25.3359,25.1313,24.3358,25.5392
snr-7;Q9N4G9,20.869,21.4723,20.7737,20.139,23.6381,22.4555,22.6918,22.8975
copa-1;Q9N4H7,26.0801,26.4088,27.4875,26.2835,21.8893,21.0795,20.8663,20.5812
copa-1;Q9N4H7,26.0801,26.4088,24.6068,24.9016,21.0911,20.8536,21.0436,21.2517
copa-1;Q9N4H7,21.5121,20.9359,19.5275,21.5538,23.3285,22.1229,22.4891,22.4057
;Q9N4I3,21.8624,19.9337,20.976,21.7761,21.5253,20.8347,20.5461,21.1494
;Q9N4I3,21.0008,20.8798,20.8059,21.8805,20.7988,19.5675,20.2785,21.3709
;Q9N4I3,20.9303,20.1243,19.7731,20.6367,20.9475,21.2109,20.4569,20.8574
;Q9N4I3,21.6146,23.7227,23.4728,21.8684,21.8098,20.9531,21.2228,20.7743
;Q9N4I3,21.13,20.8265,20.4674,20.4719,21.3358,20.5555,20.8845,20.9839
;Q9N4I3,21.473,21.3674,21.059,21.6889,21.0133,20.1274,21.1441,21.2413
rpl-10a;rpl-1;Q9N4I4,25.657,24.2292,25.4665,23.796,26.3103,23.4156,22.1405,23.6127
rpl-10a;rpl-1;Q9N4I4,22.8552,22.7247,23.038,23.4422,23.6642,21.288,21.3115,22.2308
rpl-10a;rpl-1;Q9N4I4,25.9034,25.9584,23.75,25.6953,26.9326,25.2208,25.2775,23.3032
rpl-10a;rpl-1;Q9N4I4,24.1431,24.8625,24.8226,25.6141,27.5209,25.0422,24.3578,24.6164
vit-3;Q9N4J2,23.5927,23.7801,22.4126,23.9289,22.8539,23.4303,23.0491,21.1903
cct-3;Q9N4J8,23.6189,23.6019,22.7059,23.5106,24.4432,24.1759,23.3684,23.8886
cct-3;Q9N4J8,21.9478,21.5935,21.3229,20.5852,22.9048,21.0954,21.6164,21.5694
cct-3;Q9N4J8,22.5485,21.6031,21.9026,21.726,23.4408,21.9524,23.1405,23.826
anc-1;Q9N4M4,22.2782,20.9575,22.2835,22.4421,20.791,21.2328,20.211,20.9782
anc-1;Q9N4M4,24.5146,24.0199,21.5389,22.7937,22.5613,23.9034,25.1896,23.5885
anc-1;Q9N4M4,21.3461,21.459,20.8149,20.6783,21.856,21.1013,21.2807,21.3392
anc-1;Q9N4M4,22.0843,22.0334,21.8324,23.2851,19.4242,21.2647,20.5386,21.3094
anc-1;Q9N4M4,21.8942,21.6297,20.9571,21.262,21.4254,20.9994,21.1584,21.3532
anc-1;Q9N4M4,21.9684,21.6228,20.9215,21.6056,21.3322,21.161,21.0088,20.8064
;Q9N4P0,23.7768,23.1413,24.3603,23.8839,21.9171,19.8726,20.7045,21.3151
aakg-3;Q9N501,20.7228,21.3134,21.0481,21.5904,27.6081,25.8489,26.0569,25.7243
szy-2;Q9N537,21.7088,21.7812,20.1518,21.6093,21.7766,21.2539,20.3526,21.0791
szy-2;Q9N537,20.4543,21.1239,20.071,21.811,21.8867,20.4137,20.7814,21.21
dhs-9;Q9N538,23.6183,25.6394,25.3313,24.709,25.302,22.861,24.9212,23.4538
tyms-1;Q9N588,24.9135,24.1716,24.7643,25.1102,21.6882,21.1779,21.2524,21.2111
pas-3;Q9N599,21.4168,20.6749,21.1667,21.1937,21.8654,20.9938,21.2986,21.0985
rme-1;Q9N5B7,20.6957,21.0884,20.0902,21.8903,21.7752,20.4773,21.0685,20.8758
rme-1;Q9N5B7,21.0792,21.496,20.8285,21.7469,21.7514,20.9434,21.3519,21.382
pme-4;Q9N5L4,25.1095,24.2621,21.9812,24.808,24.0615,22.0999,22.6782,23.2296
pdf-2;Q9N5M2,21.1836,21.2274,20.2497,21.9146,20.6689,20.8781,21.0443,21.1127
;Q9N5M3,21.9499,20.8431,21.076,21.7095,23.3561,22.2102,22.1175,23.0948
odd-2;Q9N5X6,20.8402,21.763,19.3138,21.0048,21.6473,20.6841,21.3052,20.4207
ccg-1;Q9NA39,21.4152,21.408,21.4704,21.774,21.5814,19.8708,21.2317,21.028
ccg-1;Q9NA39,23.5111,23.7642,21.8236,23.6005,24.5428,23.9973,21.7897,23.7504
;Q9NA82,22.521,23.6003,23.5924,22.0217,22.7982,21.2118,21.3184,21.7393
aat-9;Q9NA91,25.927,26.2317,25.1955,25.5485,26.1942,24.2189,25.1544,25.0819
arp-1;Q9NA98,21.6157,21.2051,21.2415,21.2755,22.9347,22.6485,21.6646,21.669
arp-1;Q9NA98,21.3218,21.0775,21.3855,21.6925,23.9449,25.2677,23.0267,26.0133
pinn-4;Q9NAF9,21.7225,20.9215,20.2235,20.5641,21.57,21.2195,21.2141,21.1267
;Q9NEI8,21.1871,21.724,20.7545,21.6307,24.0232,23.3189,21.3742,23.0172
rps-6;Q9NEN6,21.9139,21.1835,21.4144,21.4055,23.456,23.7822,21.1394,23.3866
rps-6;Q9NEN6,25.3744,22.4643,23.1883,23.8227,23.8294,20.4337,23.0126,23.5177
rps-6;Q9NEN6,21.9168,21.3915,21.3762,21.3205,24.1858,24.4834,24.0944,24.5686
rps-6;Q9NEN6,28.3119,27.2525,26.9922,26.5673,28.7878,24.9437,26.0648,24.3291
rps-6;Q9NEN6,24.0124,23.3712,25.1038,25.9664,24.2056,21.0876,24.1722,22.2648
fat-1;Q9NEQ0,27.9199,26.9935,26.7196,27.8409,30.4865,29.6186,29.8989,26.19
fat-1;Q9NEQ0,24.3059,22.3983,23.4038,23.9246,27.0179,25.6879,25.4433,25.2885
rsp-3;Q9NEW6,21.7125,21.629,20.3594,21.7618,25.3364,22.8386,22.4207,21.037
rsp-3;Q9NEW6,21.8028,20.4768,20.7319,21.7122,21.494,20.5898,20.6842,20.9078
rsp-3;Q9NEW6,21.6931,21.6999,20.8851,21.3783,21.0112,21.1711,20.8653,21.2139
rsp-3;Q9NEW6,22.2342,22.5881,21.2811,21.6338,24.8394,22.6883,23.056,22.3552
ech-7;Q9NEZ8,24.9126,24.7741,25.1004,25.5557,24.6598,21.962,24.7193,22.6552
clc-5;Q9NGJ7,21.4615,21.7327,20.397,21.8655,21.6871,20.7912,21.1125,21.3852
mdf-2;Q9NGT3,23.8317,23.3227,22.5164,24.9501,22.0595,21.404,23.313,21.2687
