geneName,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04
unc-132,16.7321,16.7146,16.8607,17.0371,13.9565,14.3631,14.313,14.4141
cdh-4,14.3364,14.0395,14.216,15.0928,15.3575,16.0375,16.173,15.8722
ajm-1,14.1897,13.9917,13.9553,15.072,11.255,11.1898,11.2619,11.715
"CELE_ZC412,3",19.361,19.3437,19.3241,20.1146,18.137,18.0159,18.0333,18.2232
farl-11,14.325,14.3164,14.4535,14.7686,11.2682,10.9403,11.2586,11.656
let-711,16.6155,15.1614,16.2159,17.5791,14.6299,14.5406,14.5097,14.7324
"C40H1,7",14.4782,14.1286,14.43,14.6104,12.1926,14.3166,13.9831,12.2316
spat-2,16.2014,16.6957,17.0625,17.522,15.2715,16.0483,15.169,14.849
aakg-1,15.5354,16.2973,16.397,17.2766,12.2939,13.639,13.1443,13.0203
grl-23,14.0845,14.3953,14.0122,14.7374,11.2154,11.1904,11.1949,11.6971
spat-2,17.1363,16.0308,17.3242,18.1571,15.3208,14.5097,14.693,14.9303
"CELE_Y55F3BR,6",14.2976,14.1019,14.2455,15.0564,11.9964,12.6013,12.7059,12.2536
vab-10,21.0819,20.3173,21.0967,21.7864,19.4632,20.1036,19.1478,19.1059
"eif-3,l;eif-3,L",17.3957,17.3569,17.3764,18.6601,16.9735,17.242,16.8179,17.1523
"npp-25;npp-25;npp-25;Y37D8A,17",17.6128,16.3803,16.2,15.7966,15.368,15.1084,15.3659,15.0904
cnt-1,14.4444,14.4314,14.475,14.9247,13.8988,14.717,14.2952,13.7935
"C26G2,2",14.3312,15.4872,15.4595,16.0877,10.7174,11.7878,11.4483,10.9196
"CELE_F43B10,1",14.3564,14.2042,14.4094,15.0269,12.7073,13.758,14.0414,13.4339
ubc-15,14.4648,14.4094,14.1878,13.6447,13.9815,12.2419,14.0954,13.9793
"CELE_Y55F3BR,10",14.2362,14.423,14.1566,15.1419,13.5168,14.3793,14.0736,14.0231
"CELE_Y38F2AR,12",14.1664,13.6575,14.7004,14.2198,13.7159,13.8113,12.9448,13.7027
ttr-42,17.8589,18.5957,19.0153,19.1432,16.6593,16.2092,16.0935,16.572
"CELE_H29C22,1",19.7232,19.0382,19.4349,19.5799,17.6766,17.1523,17.0689,18.1387
"CELE_F07G6,10",14.0299,13.6734,14.1505,14.6029,12.0488,11.8308,12.0437,13.1728
ttr-34,14.142,14.4011,14.2462,14.9528,15.3741,15.2588,14.908,15.0004
"CELE_Y49E10,29",14.3041,14.38,14.4774,14.8269,11.3481,11.0248,11.2461,11.6589
cnnm-1,16.0608,15.1779,15.6514,15.8142,11.411,11.2274,11.1961,11.6333
col-138,18.6385,18.8246,19.4709,19.2545,15.8591,16.851,15.5253,18.1874
oac-59,14.2271,14.3903,14.249,14.3717,12.6418,13.3357,13.0564,13.4907
"C42C1,8",15.253,15.5304,15.5021,18.6603,14.9245,13.3711,12.8346,12.8782
"C42C1,11;AP-1",15.4008,15.534,15.8288,16.2848,14.9792,14.5922,14.6963,14.9191
rpl-34,17.3861,17.2681,16.3446,18.1643,17.6606,17.6059,17.3454,17.7866
erl-1,15.7318,15.4876,15.4696,16.0848,15.7521,14.6672,14.9154,15.4121
tag-335,14.2674,13.8168,14.0557,14.0625,14.3896,13.9228,14.0622,14.2881
fbxa-6,14.2727,14.1395,14.314,14.919,13.7188,13.7581,13.604,14.1455
"CELE_cTel55X,1",14.4315,13.7603,14.3592,15.0578,13.1924,13.9341,13.8821,13.0292
"C44C10,9",16.9396,16.6029,16.3646,17.5186,13.5845,13.4246,12.6757,13.02
"CELE_F14D7,12",14.4169,14.4439,13.7384,14.8879,14.2732,14.205,13.8225,14.4493
"CELE_D1086,17",14.4628,14.4112,14.2741,14.84,11.1719,11.1497,11.1886,11.6674
"CELE_W06G6,15;CELE_Y70C5B,2",14.3863,14.4106,14.1874,15.09,10.9531,10.6088,10.9725,11.5879
"CELE_Y71F9AR,4",14.3003,14.3656,14.1799,15.1433,13.1568,13.1195,13.168,13.5543
"CELE_Y47G6A,33",14.0678,13.8568,14.8909,13.7311,15.6643,15.3177,17.1308,16.2322
"CELE_ZK813,7",19.9048,21.3434,20.9199,21.4929,19.179,19.4707,18.3275,18.8508
"CELE_T28A11,2",19.7567,19.4839,19.8566,20.3092,16.073,15.7607,16.2293,16.6729
guk-1,16.549,17.1327,17.1646,17.1503,16.18,16.2084,15.9688,15.8316
"CELE_Y53C10A,6",14.3978,14.3847,14.2994,13.8544,11.3442,11.2562,11.979,11.5487
"CELE_Y48C3A,18",14.4792,14.3649,14.0998,14.5937,11.4874,11.2284,11.2632,11.7162
"CELE_Y39B6A,3",13.9212,14.3806,14.4219,15.1674,13.5762,14.0513,13.1339,12.9822
dab-1,14.8271,14.2647,15.8807,15.1402,14.1127,14.3318,13.8559,14.6614
"CELE_F25H8,1",14.2443,14.3088,14.3442,14.1746,12.9333,13.4584,13.7355,13.1334
swsn-9,14.5044,13.1219,14.1506,14.9601,14.7328,14.059,13.7612,15.4984
"CELE_ZC434,7",13.8976,14.4276,14.0451,15.0324,13.3508,13.2611,13.0395,14.1214
rad-50,14.0474,14.4321,14.173,14.6315,12.3686,14.7136,13.4037,9.81631
"C25F9,11",17.6768,17.0138,15.8545,19.0372,14.2888,13.252,12.746,15.2662
sin-3,17.9372,18.0293,17.74,16.5773,15.1462,15.0276,16.9016,15.9831
hmp-1,16.2607,15.5756,15.7103,17.1084,16.6114,16.1213,15.5416,16.3904
dhs-3,16.1222,17.1768,16.7072,17.5146,16.3443,16.5117,16.6057,16.6913
nra-2,15.692,16.2532,15.8641,17.5102,14.6302,14.7245,14.8715,14.9103
"CELE_Y37H2A,14",16.3432,17.7678,16.7697,16.901,15.1477,14.3453,14.0399,15.5989
"CELE_F27E5,7",14.2618,14.3444,13.9971,14.8109,15.2246,15.1412,14.7026,15.6364
saps-1,14.0547,14.2941,16.4338,14.4957,13.7714,13.9218,13.7667,14.057
"CELE_ZK809,8",14.2695,12.9083,14.119,13.8433,11.606,12.2727,12.202,12.4795
"CELE_D1081,7",14.3655,14.2836,14.2186,14.6125,13.3906,12.1633,12.6221,12.9695
aph-2,14.4661,13.9806,14.3874,13.5701,12.7342,12.2502,12.7658,13.2952
"CELE_F15B9,10",16.8455,17.0401,17.0017,18.2177,13.942,14.2609,14.0652,14.2488
"C27A7,5",14.2037,14.2535,14.2594,15.0751,11.4729,13.152,13.2071,15.9312
"CELE_F30A10,13",14.3055,14.4426,13.4924,14.4603,14.2622,14.0627,14.3729,14.7592
"CELE_F30A10,14",18.5721,18.008,18.6024,18.7602,15.3249,15.077,15.024,15.2866
"C04H5,7",14.157,14.3245,14.4457,14.2892,14.225,13.9455,12.8637,12.9466
"C13B4,1",13.3297,13.8143,14.4396,15.0292,14.3359,11.9927,12.8729,14.5257
"CELE_F02E9,10",15.6673,15.4918,15.6503,15.7946,14.5463,14.4202,14.1601,15.15
"CELE_R13H4,2",14.1632,14.0152,13.9331,15.0071,15.1472,14.348,15.9832,15.8149
"CELE_ZK228,4",13.784,13.6488,14.391,15.1275,14.2064,14.0838,14.2406,14.998
"CELE_K02B7,3",18.5571,19.1433,18.726,18.8657,17.0013,16.9305,17.4535,17.3347
nuo-3,14.3211,14.2314,14.4559,15.1531,15.9131,15.5007,14.9215,15.6052
"C44E4,5",16.0339,16.004,15.7184,16.2394,13.4863,14.0119,14.5029,14.0746
"CELE_F49E2,2",16.9516,15.8337,16.3127,16.9454,15.1251,15.1949,14.9224,15.817
"T07A5,7",18.8922,18.1141,18.0676,19.6482,11.4423,11.1743,11.2672,11.671
"CELE_T04F8,7",17.2409,16.9135,17.3461,16.6587,14.102,14.1595,13.3515,13.4529
"gpb5;CELE_T23B12,8",14.5027,13.486,14.2612,14.8979,11.4447,11.0988,11.0074,11.5973
"CELE_F49D11,10",15.1902,15.7259,15.1396,17.0037,14.4571,14.3022,14.6854,14.7936
oxy-5,14.114,14.1387,14.0786,14.9661,18.4646,18.2708,17.7188,18.3908
mrg-1,17.029,16.9183,17.5271,18.5742,15.661,15.4692,15.5499,15.747
obr-1,14.3501,14.2005,14.257,15.0693,11.4452,11.1996,10.9888,11.5608
igcm-3,14.5102,14.3944,14.3733,15.0574,14.8029,13.817,14.2832,15.749
unc-16,14.6116,14.9428,14.1768,16.0579,12.5929,14.2998,14.3115,13.6789
gpdh-2,18.779,19.1198,19.2772,20.1526,18.375,18.5566,17.8789,18.2525
sly-1,14.2057,15.8866,15.4657,14.6305,15.0145,14.9461,14.8569,14.7293
"B0393,9",14.1744,14.2543,14.4518,14.6376,14.5593,15.0219,14.6072,14.962
cisd-1,20.5226,19.4723,19.6272,20.8033,18.4001,17.7913,18.4195,18.4092
"CELE_F09E8,2",16.4812,16.1217,16.1351,17.643,15.0054,14.9074,14.9185,15.1991
lsy-22,13.6636,14.0056,14.445,14.8512,14.3713,14.4334,13.9431,15.1512
"C24H11,5",14.5029,13.9383,14.1618,15.1105,11.589,13.659,12.9947,11.5771
"CELE_F10A3,17",17.9344,18.8143,18.7017,17.803,15.2377,14.1142,15.1789,15.2347
pnc-1,15.9551,15.7123,15.8519,17.2375,15.2759,14.5904,14.9831,15.5881
"CELE_Y94H6A,12",14.2524,14.4438,14.2535,14.7731,14.6888,13.9926,13.319,14.0453
"CELE_F56C9,6",14.1626,14.2703,14.4654,15.083,14.1465,15.1786,14.6447,13.9069
"CELE_T28D9,4;T28D9,4",15.784,15.996,15.898,14.9872,14.5185,13.9334,13.6613,14.6451
"C28G1,5",15.8712,15.2782,16.1312,16.3225,13.7689,13.5299,13.7634,13.7381
gpx-7,17.2533,17.2247,17.6494,20.3028,17.5711,14.042,11.4599,11.7626
"CELE_F41D9,2",17.081,17.2559,16.4813,16.7586,14.8485,15.3133,15.4241,15.6724
"CELE_T04F8,8",13.5245,14.2877,14.3313,15.0935,15.7096,14.9384,13.4929,15.4548
"CELE_ZK856,16",14.2785,14.1676,14.1121,14.2561,15.1809,15.3016,14.2294,16.5685
"CELE_F23B12,4",14.2737,13.491,14.0608,14.818,13.9083,12.6464,12.8699,12.7196
"CELE_K09A9,6",14.4367,14.1244,14.2327,14.6101,12.1615,12.4953,11.5399,12.4925
"CELE_H14N18,4",14.1973,14.4298,14.4162,14.9811,11.0328,11.2223,11.0364,11.7101
"CELE_T12B5,15",13.727,14.0866,13.7978,14.9127,11.3657,11.1951,11.2648,11.7018
"CELE_Y17G7B,20",14.5012,14.4252,14.1581,15.0482,14.0756,13.7817,14.1696,13.957
"CELE_E01A2,1",13.8381,14.3663,14.458,15.1609,12.6138,14.1934,12.6726,12.5219
"CELE_T02H6,1",15.4719,15.4694,14.3078,16.047,13.975,13.7147,13.8629,14.0815
"CELE_Y37E3,11",17.6489,17.3456,16.8659,18.9839,16.4862,15.1082,14.6326,15.4832
"CELE_M03F8,3",16.0659,16.7486,16.4387,17.3221,13.8431,14.0846,13.4157,12.6564
"CELE_F55B12,10",13.7134,14.276,14.3275,14.9343,14.0504,14.5195,14.2264,13.4726
pptr-2,15.6053,15.235,16.1117,17.0864,14.9798,14.4007,14.3091,14.0341
"maph-1,2",17.7639,17.7668,17.9786,17.9028,16.305,15.8908,15.7928,16.4358
"CELE_K09G1,1",15.4568,14.9218,15.7713,14.5128,12.2552,12.8451,12.5611,12.0781
"B0303,7",16.0238,16.6028,16.0195,18.1105,15.59,15.0902,14.845,15.0644
"C23H3,3",14.1985,14.3202,14.3127,14.9337,13.7357,12.6212,13.1505,13.6813
"C17C3,1",13.4423,13.9603,13.8516,14.132,13.8795,14.3428,14.2842,14.3652
glna-1,14.3541,13.9953,14.388,15.0647,11.4708,11.0175,11.2093,11.6717
"CELE_Y61A9LA,11",14.3257,14.377,14.3595,15.081,13.5688,12.7531,13.5933,14.3852
"CELE_F41E6,5",14.2534,14.0422,13.6868,14.5821,12.5618,11.7534,12.5495,12.7107
"CELE_T25B2,2",17.3346,17.1986,16.5998,17.1168,15.2928,12.8713,13.0416,16.0681
trpp-1,14.3979,13.6496,14.3693,14.6734,11.3641,11.1781,11.2525,11.5066
tsp-10,14.0277,15.3214,15.1808,16.4819,12.3055,12.4856,12.4437,13.6292
ugt-26,18.6183,18.3235,18.6116,19.9792,16.4473,16.645,16.5788,16.9456
"C14H10,3",16.1249,16.643,15.5257,16.5495,13.8898,13.7291,13.4312,13.423
"CELE_D1086,10",18.0607,17.3709,18.6051,18.0486,19.3954,19.0315,18.9308,18.6272
poml-3,16.4037,16.7078,16.3703,17.7718,14.3338,14.2494,13.8992,15.5383
unc-57,17.4061,17.3289,17.2885,17.7031,16.209,16.0865,16.051,16.4387
szy-20,18.0854,17.5341,15.731,19.0954,16.6646,15.8838,15.7374,15.7368
"CELE_T06E4,14",14.0772,14.4255,14.1114,14.8202,11.3308,10.9042,11.2195,11.4486
"CELE_F13G3,10",17.3659,17.0211,18.2661,18.4081,11.3141,11.1449,12.3911,11.3731
rmd-2,17.299,17.4412,17.5459,18.4901,16.0437,16.0568,16.1528,16.1071
smc-3,15.7577,16.0919,15.5637,16.6309,14.6819,15.0386,15.1898,14.7674
ntl-2,14.2249,13.8437,14.0575,14.7123,14.1789,14.4401,14.5377,14.1725
gcn-1,17.3856,17.6247,17.9469,17.8975,15.752,15.9117,15.9622,15.5573
urm-1,16.6914,18.401,16.5479,17.4519,17.8233,18.1964,17.9227,18.313
nono-1,17.5114,18.125,17.4754,18.319,15.3171,15.5952,15.4526,15.4454
atf-7,14.3131,13.3176,13.6268,15.0703,10.2368,11.6118,11.8959,10.9052
vps-26,15.718,15.7145,15.8663,15.7972,15.0507,15.1223,15.1306,15.18
ndx-9,14.1909,14.3049,13.3116,14.5708,15.5459,15.4328,15.3957,15.3698
"C14F11,4",18.1428,18.5035,17.6286,19.58,16.5888,16.4148,16.4312,16.3339
abts-1,17.6418,17.0699,17.3032,18.5223,14.6455,14.5903,14.3627,14.1869
"CELE_ZK858,6",17.1198,17.0794,17.4683,18.0421,14.978,14.4906,14.3168,14.3482
"C41G7,9",13.9498,14.2268,14.0189,15.0046,17.5717,16.7591,19.1556,17.2968
lin-10,14.4045,14.4022,14.3909,15.0847,14.8645,14.6701,14.8594,14.9565
"CELE_M04C9,3",14.3633,14.3881,13.8549,14.5373,11.3932,9.55992,11.2762,11.5651
"C31H5,6",14.2445,14.2562,14.4495,15.0169,11.4013,11.1343,11.1502,11.6101
"CELE_ZK355,8",15.3088,15.6173,15.5757,16.25,16.4887,16.4969,16.4243,16.1475
spds-1,17.0095,17.1868,17.8677,17.3492,14.4535,15.1165,16.4215,14.6654
nxf-1,17.0811,17.0026,16.7816,18.4895,14.6199,14.8511,14.5977,14.8824
"CELE_F38A6,5",14.3949,14.7423,14.0391,15.1387,11.3654,11.9056,11.2762,11.553
"CELE_T03D8,6",17.5422,16.1444,16.6842,17.5562,14.8574,14.4961,14.7442,14.9609
ret-1,18.2012,17.8516,17.4279,18.4945,17.0221,16.6113,16.354,16.939
"CELE_D1086,12",16.6449,17.4097,16.8427,16.9181,15.021,15.9267,15.9276,15.2951
"CELE_F52C12,6",16.4549,17.2858,16.6972,16.952,14.1678,14.6427,14.1178,14.2776
"CELE_Y40B1A,3",15.0618,15.8357,15.7531,16.7415,14.4998,14.0117,14.5913,15.8046
pals-37,20.3267,19.3036,18.9664,20.6946,18.7703,18.6688,17.8268,18.6663
"CELE_F59A2,2",15.3469,15.7393,15.2466,15.4284,14.0791,14.1075,14.2702,14.5037
ptr-24,14.4966,13.6176,14.4375,14.7197,16.106,16.4935,16.4503,15.2753
"CELE_F11C1,5",14.144,14.0507,14.3271,15.1306,13.2549,13.0517,12.9927,14.924
"CELE_Y43F8B,1",20.0166,20.6057,20.0131,21.1529,18.637,18.5232,18.8916,19.0915
sam-10,14.0256,14.3147,13.9179,14.7053,15.0923,16.0562,14.8501,14.5637
dic-1,19.1238,19.7166,19.9244,17.6863,20.2252,20.0375,19.8693,19.7644
unc-68,11.7635,13.6008,13.7255,13.9306,11.5395,10.7791,12.6507,11.1341
"CELE_T05H10,4;T05H10,4",17.0989,17.6394,17.28,17.8137,15.8117,16.2801,15.8871,14.0024
"CELE_M05D6,5",18.0157,18.2831,17.5571,18.7725,15.9978,16.0272,16.0805,16.0999
ctg-2,16.4208,16.5752,16.059,17.3186,13.7307,13.8963,14.0126,14.2818
rpl-32,19.0005,15.8897,17.8319,19.3238,19.3172,19.3598,19.8177,19.4186
"CELE_F37H8,3",13.7752,13.9001,14.2915,15.0662,13.6714,13.2556,13.1719,12.6058
clec-146,14.4808,14.4472,13.9742,14.9229,13.7563,13.9413,14.1263,14.3478
tnt-3,15.7648,16.5235,16.7173,17.7323,16.6635,16.1828,16.3124,16.5355
mlt-11,14.3934,14.1151,14.1046,15.1334,13.7421,13.3203,12.9912,13.7728
hrpu-1,14.4172,14.4459,13.7718,14.5391,13.595,13.1477,13.9873,13.3873
kcc-2,18.7132,18.0455,17.6258,18.0507,13.8177,13.827,13.918,14.1821
ced-7,14.4935,14.4208,14.1742,14.7707,14.0239,13.8928,14.5212,13.792
"CELE_F17C8,9",16.4681,16.7434,16.4556,16.5297,14.8777,14.8453,15.0041,15.2278
unc-119,14.3059,14.2818,13.7176,15.1412,13.752,12.654,12.7119,13.3435
mrpl-46,18.0242,17.8594,17.9185,18.7318,15.7284,15.5221,15.2468,14.9413
"CELE_F40G9,5",14.0922,14.1999,14.4401,14.9353,12.1324,12.5133,13.0437,13.8124
"CELE_F40G9,17",16.6831,17.2658,16.8257,17.738,14.9622,15.1769,14.38,13.3603
"CELE_Y54G11A,17",14.1582,14.435,14.2659,15.1686,13.1901,13.784,13.5532,14.3971
let-767,18.6648,19.2838,18.7666,20.1829,17.0774,16.9506,17.4799,16.7233
dnj-16,16.4958,16.5218,16.3293,16.9035,14.3745,14.7776,14.766,14.8344
cfim-2,15.6794,16.5148,15.6025,14.8555,14.8777,15.3765,15.0308,15.0555
magi-1,13.7275,14.2167,14.4729,14.4418,15.402,15.4287,16.7742,14.5838
"CELE_F55D12,2",13.8854,14.1983,14.2085,14.9719,11.4504,11.2232,11.275,11.6811
"C39B5,5",17.5991,16.894,17.4165,17.7695,15.1944,14.6267,14.9421,15.2778
"CELE_Y32H12A,2",14.0848,14.3043,14.3843,14.8564,13.974,12.5789,15.5809,13.8949
smg-3,15.8907,15.2582,15.188,16.8551,16.5958,14.0011,14.102,14.8185
"CELE_F56B3,4",13.9537,14.437,14.2124,15.0244,14.1506,15.4177,14.5521,15.6718
"CELE_Y34B4A,8",13.7983,14.2026,14.4639,14.9044,11.303,11.2284,10.7509,11.281
csn-6,16.5592,15.8936,14.835,16.5917,14.5852,15.0057,14.3809,14.3183
marg-1,18.3717,18.3677,18.5529,18.873,15.7532,15.2481,15.6792,15.9284
grsp-2,17.9312,17.8045,17.8647,18.0515,16.8976,16.7446,15.7425,16.9328
"CELE_T28C6,7",17.6218,16.9991,17.7597,17.0401,15.6556,14.9138,14.965,15.3995
"CELE_T20D3,3",15.9489,16.4196,16.8092,16.5726,15.2274,14.4608,14.129,15.0165
"CELE_R102,4;R102,4",18.1852,17.9407,18.7807,19.6979,17.451,17.1979,17.5262,17.7424
sao-1,17.2644,16.5865,16.3102,17.5104,15.9227,15.543,15.4522,16.4398
"CELE_D1086,11",19.8829,19.1746,19.7118,20.0325,18.622,18.5574,17.7402,18.7787
sqrd-1,16.3249,16.6094,16.1014,16.8442,13.7139,13.885,14.0756,15.123
