geneName,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04
gly-7,14.1129,14.3868,14.857,15.1964,13.0861,12.734,14.7532,15.4581
"CELE_F40A3,3;F40A3,3",19.443,19.5954,19.7306,19.5887,17.5826,18.1105,18.1486,17.3012
"CELE_Y50D4B,4",12.8441,15.5238,13.2333,14.9485,14.7283,14.6614,15.269,15.3
cdf-1,14.6911,14.6039,14.2977,14.9354,12.5581,12.1584,12.2233,12.5177
unc-34,17.5071,18.1994,18.1953,18.0443,15.5482,16.6145,16.3491,14.1947
tbh-1,18.8977,19.9425,19.2313,19.9725,17.2381,16.7317,16.769,17.7514
lev-11,22.9724,24.6822,24.2346,24.7799,21.3013,21.6226,21.6428,21.2067
imp-3,16.4129,17.053,16.6976,16.9933,13.22,13.9208,12.4619,13.1327
prdx-2,22.4809,23.0663,22.5501,22.7704,21.1967,21.7105,21.6292,21.7899
jhdm-1,14.7536,15.4294,14.4854,14.7113,13.8697,14.0829,13.6371,14.7129
mrck-1,14.904,14.5921,14.4733,15.3829,12.4491,13.8097,13.2853,12.9935
nhr-86,14.3599,14.1527,14.3449,15.146,12.3474,11.9073,12.338,12.6526
aat-3,13.5977,15.3824,14.9495,15.245,13.7955,13.7154,14.1138,14.5997
"CELE_M02H5,8",17.6104,18.1733,17.6761,18.3232,16.7706,16.4557,16.8819,16.6453
"CELE_T08B1,1",18.8259,19.1867,18.758,18.8376,15.2299,15.0815,15.4726,15.3896
lipl-5,14.3911,15.2,14.2999,15.2366,12.5115,12.7463,12.3242,11.6584
fln-2,18.6103,18.663,18.4095,18.5762,16.5033,16.4151,16.1892,16.3794
"C14C6,5",18.1679,16.9759,18.0635,17.7752,17.5557,17.1518,17.0527,17.9023
"CELE_T08B1,1",14.5274,14.9106,14.1329,14.1151,12.2605,7.56696,12.2317,12.6748
zig-11,17.0251,16.7949,16.5392,16.7802,16.2769,15.7868,16.4307,16.2501
ilys-5,18.2089,18.0073,17.8211,18.1223,15.3527,14.6582,14.8408,16.0504
irg-3,14.2564,13.9323,14.303,14.672,16.2616,16.172,15.862,16.0581
tns-1,16.6829,16.1602,16.4987,17.0321,15.7967,15.0843,14.5449,14.6423
ubr-4,14.9076,14.8515,14.3097,14.7577,14.6862,14.2663,14.7037,13.9764
ccar-1,16.9135,18.0429,17.0148,18.1154,15.6838,15.4989,15.6726,16.6174
ulp-2,14.5088,15.3408,14.8214,15.0466,14.3568,14.8961,13.7463,15.2134
"CELE_T23F4,2",14.4437,14.7402,14.5769,15.2609,13.7214,11.8686,13.9238,14.055
sago-1,14.2698,14.6345,14.9513,14.3684,14.6002,14.504,13.5997,14.9181
sago-2,14.7205,15.3466,14.1093,15.1959,13.6746,16.7754,14.7026,15.4382
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",15.0152,15.4174,14.0271,14.1608,15.4848,13.7097,14.7137,14.3998
daf-4,16.7812,17.1397,16.4086,17.1083,14.2304,15.7894,15.0189,14.8508
hpo-3,14.2153,15.2885,14.9233,15.5025,12.5497,12.0427,12.3137,12.7951
acs-22,17.4286,17.1168,17.8944,17.1989,13.7891,14.413,14.9177,13.6723
tag-10,15.4904,16.1751,15.6821,17.814,15.9353,15.9125,15.6252,16.0664
imb-2,17.0963,17.2883,17.1651,17.6089,14.6552,13.9765,15.2055,14.7292
brf-1,13.5014,14.8787,14.9912,14.9658,12.9838,12.6423,11.8547,11.9026
"CELE_W09B6,4",15.1018,15.8048,14.7287,16.1082,12.5637,13.6647,13.638,15.4934
irg-7,18.486,19.0949,18.6693,19.0721,19.3032,18.6666,18.8452,19.1423
"CELE_F27B10,1",14.9512,15.1653,14.7827,14.5216,12.5327,12.146,11.8592,12.3906
"CELE_T22F3,3",14.8386,15.4973,14.6679,15.2853,12.4841,12.438,12.2738,12.7496
die-1,14.7368,15.4125,14.7582,15.2962,12.5758,12.0228,12.2221,12.657
dhs-11,14.8537,13.8747,14.1222,14.9647,14.7328,14.5548,14.5467,15.3431
tbc-14,16.0663,16.2508,15.9408,16.1495,14.9593,15.0688,14.8847,14.875
cyp-34a6,14.3041,15.4268,14.617,15.3927,13.0764,11.5576,14.0873,14.0232
fipp-1,15.029,15.2687,14.1828,14.5604,14.9299,14.6095,14.5956,14.2408
unc-132,17.5211,17.356,17.34,16.814,15.1687,14.3471,14.4985,14.8781
cdh-4,14.5094,15.4919,14.6169,14.9703,14.5779,13.0921,12.9828,14.2392
ajm-1,14.2628,14.8545,15.0037,14.8676,12.0427,12.1788,12.2816,12.5187
"CELE_ZC412,3",18.4237,18.5668,18.2106,18.6,18.1896,17.836,18.1577,18.1301
farl-11,14.6816,15.437,14.9032,15.1038,12.5083,12.0778,12.1917,12.7921
let-711,15.8234,15.3592,16.4145,14.9125,15.8793,15.3042,15.3884,16.0928
"C40H1,7",14.9823,14.6351,14.665,15.3349,14.075,14.7573,13.61,15.2156
spat-2,15.9712,16.3456,16.4401,16.5278,14.5529,14.9108,15.0863,12.9694
aakg-1,14.8144,15.4542,15.0403,14.6875,14.7717,14.7973,13.9239,13.8926
grl-23,16.6746,17.4854,16.6199,18.2509,12.3988,11.8428,12.335,12.7745
spat-2,14.5589,15.4747,14.7881,14.9943,12.8533,13.2564,13.5538,13.5393
"CELE_Y55F3BR,6",14.8097,14.4842,14.6116,15.4395,11.8997,12.0767,12.3249,12.6361
vab-10,20.7031,21.3275,20.7838,21.3111,19.1162,19.7155,19.0447,19.7817
"eif-3,l;eif-3,L",19.6491,18.0783,17.8849,20.1577,17.9479,18.6287,18.6657,18.5
"npp-25;npp-25;npp-25;Y37D8A,17",14.5257,15.4335,14.6882,14.9133,14.3938,16.0699,16.2536,14.9752
cnt-1,14.0825,15.3217,14.0565,14.8301,14.7335,15.1038,14.2772,15.059
"C26G2,2",17.2878,17.3288,17.0572,17.7547,12.0976,12.594,11.8982,12.6167
"CELE_F43B10,1",14.0703,15.0618,15.034,15.124,16.9676,12.6693,15.2697,15.0502
ubc-15,13.7413,14.6593,15.0532,15.3199,15.4401,14.7199,14.8632,15.5447
"CELE_Y55F3BR,10",14.062,14.6214,13.781,15.1548,15.0545,14.4322,13.3283,15.5359
"CELE_Y38F2AR,12",14.9567,14.8565,15.0333,15.1966,13.4022,13.7541,13.7528,13.0202
ttr-42,19.7982,20.5462,20.1392,20.5977,17.5558,17.8404,18.4754,18.2763
"CELE_H29C22,1",19.5576,19.7935,19.4083,19.8309,18.1007,18.3741,18.7573,18.4946
"CELE_F07G6,10",14.7525,15.1287,15.0067,15.0204,16.8309,16.4265,16.4289,16.2402
ttr-34,14.7474,14.6052,13.9862,15.4864,16.0783,16.9299,16.5809,15.2911
"CELE_Y49E10,29",14.7712,14.7025,14.572,15.1692,12.546,11.825,12.2593,12.6475
cnnm-1,14.9991,15.1938,13.8776,14.742,12.3462,12.1309,12.0702,12.702
col-138,16.99,16.2425,15.7647,16.7174,15.1857,14.0047,15.1862,15.6949
oac-59,14.2221,15.157,14.7275,15.3156,12.5654,12.0116,12.3039,12.7241
"C42C1,8",16.7035,16.8553,16.3854,16.0278,14.1514,14.0329,14.5125,14.6115
"C42C1,11;AP-1",15.8529,16.3428,16.3156,17.1644,15.1013,15.2668,15.0298,15.087
rpl-34,14.3029,15.2179,13.6977,15.4859,17.1815,18.1909,17.3123,18.0959
erl-1,14.968,15.4456,14.9555,15.0266,16.0579,15.7364,15.3049,16.6432
tag-335,14.7459,15.2314,15.0486,14.7146,14.044,14.2656,14.3359,13.2588
fbxa-6,13.1855,14.7881,13.2804,15.2455,12.4653,12.1923,12.3116,12.6824
"CELE_cTel55X,1",14.832,15.4162,14.3882,14.3906,13.4839,14.3274,14.8188,13.9572
"C44C10,9",16.9422,18.8453,16.1912,18.3191,14.9181,14.257,14.6569,15.2964
"CELE_F14D7,12",15.0067,15.4976,14.0725,14.9913,12.4819,12.1352,12.344,12.8021
"CELE_D1086,17",14.4222,15.0016,14.8909,15.2818,12.1066,12.1904,12.2786,12.7052
"CELE_W06G6,15;CELE_Y70C5B,2",14.7898,15.0756,14.5281,14.6389,14.3447,13.8129,13.521,13.1292
"CELE_Y71F9AR,4",14.4764,14.9598,14.6973,14.9592,12.476,11.9945,12.2783,12.7263
"CELE_Y47G6A,33",14.3879,15.2903,13.8855,14.6774,15.8908,16.1113,17.0054,17.122
"CELE_ZK813,7",21.7595,22.3501,21.9872,22.2117,18.7557,19.408,19.1065,19.2671
"CELE_T28A11,2",18.8885,19.2838,19.0265,19.4784,18.0505,17.75,17.6999,18.21
guk-1,17.8259,17.438,18.0347,17.1486,16.1879,16.0291,15.5349,16.3943
"CELE_Y53C10A,6",14.7941,14.6765,14.2597,14.4428,12.4888,12.1897,12.15,12.4858
"CELE_Y48C3A,18",14.1563,14.7917,14.6092,13.757,12.5283,12.0756,12.0739,12.7532
"CELE_Y39B6A,3",14.9775,15.2683,14.2817,15.1995,13.8119,13.3581,13.8069,14.3687
dab-1,14.1811,14.6769,14.8414,14.5232,13.7589,13.3627,15.0522,15.4241
"CELE_F25H8,1",14.5139,15.1227,14.4295,15.4503,14.0337,13.4524,13.9045,13.8171
swsn-9,14.9356,14.1599,13.9732,15.4948,14.0027,13.955,14.9507,15.0034
"CELE_ZC434,7",14.3757,14.7684,14.4657,15.1673,13.476,12.7689,13.8219,14.614
rad-50,14.5377,14.6946,13.3789,15.4091,12.5602,12.3151,12.2945,12.6769
"C25F9,11",16.9136,17.5095,16.7911,16.8524,15.3257,15.6399,17.1606,15.416
sin-3,18.2632,18.495,18.3579,18.7011,12.5811,12.1598,12.2891,12.5239
hmp-1,15.0417,15.481,14.469,14.2981,14.1905,16.2219,13.8397,14.1991
dhs-3,16.882,16.9376,16.7771,17.6717,16.4057,15.9904,16.0572,16.7434
nra-2,14.6014,15.0606,13.5442,15.4152,15.9855,15.3394,15.6624,15.4951
"CELE_Y37H2A,14",15.224,15.494,15.0439,15.4732,14.2317,14.3043,13.7684,14.6968
"CELE_F27E5,7",15.0448,15.0833,15.0428,15.3635,15.364,14.1927,15.3127,14.3967
saps-1,14.9982,15.343,14.9369,15.3594,14.8388,14.5853,14.2474,15.1382
"CELE_ZK809,8",14.3328,14.9222,14.9536,15.4288,12.5417,12.0897,12.1998,12.6929
"CELE_D1081,7",14.4219,15.3128,14.6311,15.456,13.6089,13.9373,14.5194,14.0003
aph-2,14.8476,15.5506,14.0281,14.9462,12.5743,12.0579,12.061,11.8722
"CELE_F15B9,10",15.752,16.646,16.5761,16.4877,16.21,14.6906,15.3106,16.1186
"C27A7,5",14.976,15.5309,14.0684,15.0651,13.5618,13.8819,13.8849,13.8269
"CELE_F30A10,13",13.8843,15.2561,14.4971,14.3596,14.4908,13.788,13.5039,13.7218
"CELE_F30A10,14",18.7434,19.297,18.7806,19.4055,17.1722,16.9819,16.6733,17.5439
"C04H5,7",14.6542,15.1207,15.0478,15.4889,12.8166,13.2401,13.54,13.1034
"C13B4,1",14.4622,14.1809,14.7376,14.2143,13.872,13.0346,13.0146,13.9005
"CELE_F02E9,10",15.0543,14.9438,14.5349,15.4154,14.8648,14.9753,15.0833,14.927
"CELE_R13H4,2",14.1236,15.1019,14.7599,15.1637,16.8461,16.1326,16.3792,16.1223
"CELE_ZK228,4",14.8309,14.7663,14.5387,15.3263,15.4596,14.9247,15.4581,16.141
"CELE_K02B7,3",19.3269,19.5563,18.8695,19.0644,17.8288,18.041,18.0494,17.8238
nuo-3,14.6928,15.5357,14.993,15.0193,14.1716,13.6143,13.5585,15.7738
"C44E4,5",14.9522,14.0762,14.9164,14.6683,14.0501,14.862,14.403,14.7882
"CELE_F49E2,2",15.0867,16.3946,15.5429,16.7642,15.9513,14.5068,14.5496,15.6476
"T07A5,7",17.6397,18.4758,18.4772,18.0022,17.1156,16.3606,17.357,16.9722
"CELE_T04F8,7",13.9724,14.9411,14.9308,14.6761,15.6178,13.0398,14.5242,15.236
"gpb5;CELE_T23B12,8",14.7946,14.935,13.9673,15.405,12.5784,11.8879,12.3202,12.4689
"CELE_F49D11,10",14.4212,15.5512,14.7071,14.7319,14.5411,14.7057,14.9127,15.3487
oxy-5,14.2446,14.2293,14.4945,15.507,17.415,16.8817,16.6423,17.3359
mrg-1,16.6786,14.3018,17.2016,16.1517,16.2077,15.884,15.8971,15.9421
obr-1,14.6995,15.4452,15.0334,14.9991,12.3563,12.1546,12.3251,12.5108
igcm-3,14.4757,14.1401,14.4937,15.1601,15.5079,14.7516,14.8187,15.9033
unc-16,14.6848,15.0214,14.1118,15.2189,13.1285,13.6099,13.9052,13.3783
gpdh-2,19.6233,20.4551,19.5614,20.6663,17.5496,17.77,17.8473,17.9645
sly-1,16.2432,16.0816,16.1206,15.7111,15.2564,15.0551,15.1135,15.5388
"B0393,9",15.038,14.9672,14.4019,14.174,15.5,15.4986,16.4486,14.905
cisd-1,19.4625,21.6777,19.5835,21.4465,18.501,18.5544,18.4964,18.7821
"CELE_F09E8,2",16.6134,16.5889,16.4383,16.7906,14.6129,14.4309,14.2804,14.8791
lsy-22,13.9078,14.8434,14.6176,15.3325,15.0079,13.5074,15.2968,15.7988
"C24H11,5",14.9052,14.8763,14.9957,14.6754,12.398,12.1607,12.0517,12.5147
"CELE_F10A3,17",18.9285,19.1877,19.1551,18.9992,16.2764,15.3797,16.062,15.5882
pnc-1,14.5175,14.7298,14.8358,15.4713,16.5154,16.1577,15.9196,15.2532
"CELE_Y94H6A,12",14.4519,15.3854,14.6902,15.5107,12.4894,12.191,12.2149,12.6309
"CELE_F56C9,6",14.7877,14.7951,14.8405,14.0604,13.3554,14.0909,13.9287,13.9303
"CELE_T28D9,4;T28D9,4",15.8891,15.2633,16.0932,15.5059,13.636,15.0703,15.3714,14.8808
"C28G1,5",14.7955,14.707,14.3759,14.764,14.2583,13.7223,13.7667,13.3677
gpx-7,17.5841,16.9092,16.5502,16.4934,18.0165,18.0134,17.8218,17.955
"CELE_F41D9,2",14.6225,14.9535,14.0126,15.2519,12.5317,12.12,12.2505,12.6723
"CELE_T04F8,8",14.218,15.3352,14.5615,14.6291,12.3856,12.166,12.3355,12.4497
"CELE_ZK856,16",14.4504,14.8734,14.9851,14.9652,12.4094,11.9641,12.0992,12.337
"CELE_F23B12,4",14.0469,14.6311,14.2773,13.9423,12.3736,12.0587,11.7517,12.7992
"CELE_K09A9,6",14.3091,15.1863,14.4891,14.7059,12.5208,11.8681,12.2462,12.6873
"CELE_H14N18,4",14.8063,15.0393,14.5079,15.1609,12.3263,9.21074,11.9059,12.6453
"CELE_T12B5,15",14.8109,15.5414,13.3514,13.8669,12.5688,12.0997,12.3393,12.7498
"CELE_Y17G7B,20",14.7184,14.8622,14.5253,14.1913,12.3348,11.985,11.9415,12.4438
"CELE_E01A2,1",14.9249,14.4406,14.7667,15.3111,13.5063,14.6415,13.1017,13.4613
"CELE_T02H6,1",15.1008,15.6495,15.0623,14.7642,14.8469,14.3982,14.5281,15.1594
"CELE_Y37E3,11",17.48,16.9874,17.6836,17.0912,14.7925,15.0166,14.4831,15.8356
"CELE_M03F8,3",16.0075,16.9219,16.6293,16.3096,14.6065,13.8259,14.5867,14.7022
"CELE_F55B12,10",14.8927,15.3413,14.1751,14.4255,14.0059,12.6624,12.7111,13.4368
pptr-2,16.5952,16.3914,16.2982,16.6937,14.9886,14.7531,15.0268,15.008
"maph-1,2",17.8579,18.2199,17.8032,17.788,16.1288,16.188,16.2562,16.4243
"CELE_K09G1,1",14.708,15.2566,14.8628,14.8993,13.8785,12.268,13.6672,13.9229
"B0303,7",14.9251,15.1912,15.037,14.5508,15.4267,14.5694,14.1716,14.0789
"C23H3,3",14.2365,15.2152,14.9493,14.9987,12.313,11.9857,12.0919,12.794
"C17C3,1",14.9903,15.3629,14.5287,14.4826,14.713,15.0301,14.9335,15.2326
glna-1,13.9504,14.9346,14.2388,13.3785,12.3866,13.5398,14.3451,12.63
"CELE_Y61A9LA,11",14.7313,15.514,14.9426,14.3934,12.4155,12.1587,12.0249,12.6821
"CELE_F41E6,5",14.5776,15.0198,14.6069,14.923,12.5784,11.4851,12.2282,11.9884
"CELE_T25B2,2",16.9741,17.321,16.1014,16.6465,14.4026,13.7691,14.3725,14.5838
trpp-1,14.7963,14.6621,14.9774,14.3701,11.8149,11.3409,12.2075,12.6438
tsp-10,14.9913,15.2612,14.9342,15.4788,12.5759,12.0735,12.0252,12.483
ugt-26,18.0699,18.1958,17.4791,18.2811,18.0284,17.7685,17.9088,18.645
"C14H10,3",16.693,17.3416,16.52,17.1721,12.772,13.591,14.4269,14.5811
"CELE_D1086,10",18.7074,18.076,18.1411,18.2092,20.8343,20.1885,20.2513,19.8619
poml-3,14.86,15.2344,14.1178,15.4095,14.7657,14.1918,13.9001,15.0937
unc-57,17.7561,17.6988,17.675,17.4706,16.4355,15.7936,15.7784,16.3274
szy-20,15.0405,15.1033,14.9562,14.4606,14.566,14.082,14.0349,14.8838
"CELE_T06E4,14",15.0454,14.1054,14.7059,15.1988,12.5246,11.7917,12.3329,12.7441
"CELE_F13G3,10",17.4085,18.9534,18.8462,19.2329,12.5702,11.9189,12.2968,12.7069
rmd-2,17.0642,17.673,17.2134,17.6937,16.4182,16.4345,16.4881,16.9181
smc-3,16.1521,16.9569,16.4016,16.5737,15.4888,14.8274,15.2908,15.6941
ntl-2,14.3777,14.5764,14.5429,14.7363,14.2804,14.1794,14.358,13.7457
gcn-1,18.3538,17.9968,18.1898,18.3469,16.5938,16.6,16.6426,16.8312
urm-1,17.1371,17.2383,16.854,17.5778,17.5769,17.0488,17.1785,16.7428
nono-1,18.2295,18.3985,18.3702,19.384,15.673,15.6498,15.7711,15.919
atf-7,14.3542,13.2081,14.1275,15.3629,12.2447,12.1667,12.2923,12.7511
vps-26,15.1977,15.3966,15.4195,15.3296,15.1176,15.115,15.879,15.6468
ndx-9,14.9628,15.3467,14.0072,15.4094,14.1176,14.2149,14.7745,15.4022
"C14F11,4",19.3452,19.5339,19.3795,20.0034,17.0743,16.7466,16.7905,17.1877
abts-1,16.7694,17.6623,17.1598,17.8204,15.5613,14.9492,14.6119,15.7683
"CELE_ZK858,6",18.7459,17.6976,17.6105,17.6557,15.4659,15.657,15.2002,15.696
"C41G7,9",14.814,15.5012,14.9587,15.342,18.2318,16.4168,16.9968,17.5397
lin-10,15.0438,14.0448,15.0102,15.2284,14.531,13.9606,13.8532,14.7755
"CELE_M04C9,3",15.0133,14.8799,15.0106,14.6399,12.4801,11.7592,12.2735,12.5928
"C31H5,6",15.0183,14.4117,14.5813,15.5043,14.2741,13.7518,14.1349,13.9263
"CELE_ZK355,8",15.0209,15.3277,14.688,14.9431,15.0449,13.7903,17.8904,15.0507
spds-1,17.4041,17.2087,17.4926,17.7071,15.6153,15.9737,15.711,15.2431
nxf-1,17.1638,17.4569,17.2677,17.8124,15.7102,14.8373,15.3226,15.1635
"CELE_F38A6,5",16.8589,16.2899,15.2576,17.7686,14.6245,14.7698,14.4548,14.7148
"CELE_T03D8,6",15.9131,15.9575,16.1638,15.9911,15.0982,14.852,14.8823,15.6493
ret-1,17.8121,19.2062,18.0993,18.4257,16.1296,16.8009,16.1411,16.155
"CELE_D1086,12",17.5666,18.2112,17.5171,17.1478,15.0935,15.2968,14.6281,16.1005
"CELE_F52C12,6",15.0188,15.4504,14.286,15.4112,16.0818,15.4881,14.8347,15.8686
"CELE_Y40B1A,3",15.3422,14.8271,15.5171,15.3044,13.5142,11.7001,13.9189,13.6842
pals-37,19.2692,19.5765,18.9774,19.3505,18.2574,17.4922,16.6841,19.0327
"CELE_F59A2,2",15.9753,16.4807,16.1163,16.3585,13.9858,13.2417,14.0713,14.0186
ptr-24,14.1455,14.5124,14.0538,14.8893,14.7664,15.5792,14.6456,15.1225
"CELE_F11C1,5",14.9617,15.4115,14.7471,14.2688,12.5164,11.391,11.8456,13.2837
"CELE_Y43F8B,1",19.3143,20.0965,19.1204,19.3221,17.7428,18.1708,17.8004,18.1964
sam-10,14.9509,14.0493,14.7701,14.7757,14.9479,14.4477,14.5155,14.3486
dic-1,20.3405,19.3799,19.8186,19.52,18.197,18.3481,17.927,18.3317
unc-68,14.8391,14.9151,14.4326,15.3129,10.0465,12.364,11.8275,13.0945
"CELE_T05H10,4;T05H10,4",18.081,18.191,17.5332,17.8319,16.8418,16.1891,14.8655,16.9858
"CELE_M05D6,5",18.0991,18.5648,18.3212,18.4801,16.296,16.2261,15.923,16.5767
ctg-2,13.9646,15.4276,13.8358,14.7217,15.6346,14.6323,14.3843,15.3678
rpl-32,19.9946,21.7055,21.2478,22.0431,17.885,18.7763,18.5146,18.6269
"CELE_F37H8,3",14.2048,13.9595,14.0725,14.7635,14.5876,13.7001,14.4765,14.2175
clec-146,14.834,15.462,14.7622,15.161,15.5149,15.6863,16.0166,14.8442
tnt-3,15.1794,18.2925,18.2519,17.6898,15.5295,15.1868,15.6781,15.1789
mlt-11,14.6081,15.5482,15.0377,15.195,14.412,13.7365,14.3783,13.9422
hrpu-1,18.7607,18.9436,18.7178,19.0249,7.76826,12.8303,8.64075,12.801
kcc-2,14.0591,15.0025,14.3927,15.2432,16.0706,13.8504,13.1924,14.6809
ced-7,14.158,15.4711,14.3533,15.2469,12.4635,12.0263,12.3203,12.6762
"CELE_F17C8,9",17.171,17.5428,17.1708,17.2215,14.6472,14.5612,14.9441,15.1241
unc-119,14.7836,14.8304,14.9887,14.6216,13.9214,13.1448,13.3374,12.9056
mrpl-46,13.7016,14.3463,15.0171,14.883,16.6552,15.6461,15.6652,14.8976
"CELE_F40G9,5",14.7594,15.0188,15.0358,14.8912,12.4221,11.9443,11.6546,12.2135
"CELE_F40G9,17",16.9312,17.6087,16.9431,16.626,14.7586,15.1781,14.747,14.5021
"CELE_Y54G11A,17",13.7622,14.7277,14.3263,14.9447,13.0197,12.6694,12.4905,12.958
let-767,19.4069,19.2477,18.0882,19.2584,16.7482,16.2701,18.5598,16.3673
dnj-16,16.7393,16.0806,16.7163,15.8833,15.4058,15.454,15.5792,15.8502
cfim-2,14.8936,14.8481,14.553,14.9648,15.3783,15.3502,15.2616,15.5918
magi-1,14.6208,15.4447,14.3032,14.4607,10.246,15.0294,15.0309,9.09199
"CELE_F55D12,2",14.8446,15.519,14.8858,15.4906,13.8462,13.626,14.1855,13.5106
"C39B5,5",16.6753,17.0135,16.9535,17.4548,14.1261,12.7317,14.3617,13.7601
"CELE_Y32H12A,2",14.2415,15.1263,14.2931,15.1412,14.5057,16.1689,13.3735,15.1346
smg-3,15.6862,17.0267,16.0143,17.1948,13.5923,13.0195,13.3614,14.2868
"CELE_F56B3,4",14.3531,14.8201,14.4034,14.671,14.34,11.7704,13.2255,13.1388
"CELE_Y34B4A,8",14.6901,15.5502,14.9616,15.4782,12.1254,12.0943,12.3093,12.7688
csn-6,14.8595,14.6522,14.8518,15.1137,15.6605,14.7843,15.067,15.9131
marg-1,17.1741,17.3366,17.7882,17.4874,16.2844,15.6633,16.1479,16.2139
grsp-2,16.6935,16.3801,16.5733,15.727,15.169,15.9066,15.7664,16.1966
"CELE_T28C6,7",18.194,12.7469,16.962,13.8538,16.5984,16.1775,15.828,18.1129
"CELE_T20D3,3",16.4785,17.3668,15.5827,17.8382,14.8662,14.1865,14.2029,14.433
"CELE_R102,4;R102,4",17.8536,17.7654,17.6086,17.7609,15.4008,15.2958,15.4335,15.7229
sao-1,17.7513,17.7343,17.6434,17.9103,15.0947,14.4313,14.6079,14.5827
"CELE_D1086,11",19.9114,20.0802,20.1684,20.5886,20.0646,19.4587,19.7649,19.2179
sqrd-1,17.0276,16.9434,16.435,17.748,14.0319,14.9547,14.2772,13.2496
