geneName;Leading.proteins,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,18.8794,21.5318,19.37,18.701,19.8502,19.0791,15.407,19.3083
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,23.0312,24.175,23.9764,23.6184,24.8825,26.8821,24.532,25.1322
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,24.4388,25.6619,25.4762,24.7688,23.0096,24.039,23.7708,23.1221
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,19.3892,20.6914,19.4052,21.3583,16.5639,18.1063,20.4177,16.4886
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,21.3553,20.8135,19.1609,20.4094,19.0277,16.4604,19.6502,20.205
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,23.4273,25.6183,23.5469,25.7808,24.0873,26.5782,24.8889,25.4078
;A0A0K3AUF2,24.989,25.0697,25.7064,25.695,18.1795,16.7184,16.7635,17.5669
lev-11;A0A0K3ARB5;Q27249,21.4239,18.5816,17.1574,20.7084,18.875,19.2089,18.8931,21.167
lev-11;A0A0K3ARB5;Q27249,18.1528,21.1239,20.0021,20.3468,16.8625,16.3362,20.4867,17.3409
lev-11;A0A0K3ARB5;Q27249,18.9491,21.0836,19.6106,20.2593,21.7176,17.9259,19.594,17.9442
egl-8;A0A0K3AS90,21.8841,23.3941,23.9261,21.9732,19.9853,19.1169,16.5842,19.7021
ubxn-3;A0A0K3AWX1,18.5279,20.4503,19.7802,18.1208,18.2363,16.0893,18.828,18.8605
ubxn-3;A0A0K3AWX1,19.6015,18.2769,19.8578,20.4266,16.5286,16.7494,20.1453,17.2836
;A0A0K3AVS5,19.2328,21.4122,18.5684,18.7992,19.7771,15.4372,16.464,14.9265
fln-2;A0A0K3AW96,19.2064,18.6786,18.9338,20.2821,20.2924,19.9187,19.4777,18.0573
fln-2;A0A0K3AW96,18.0195,19.2893,19.6365,19.7068,17.9081,17.6823,19.0514,19.7005
fln-2;A0A0K3AW96,24.8451,24.9791,24.6071,24.6526,24.7155,24.497,24.1469,24.3428
fln-2;A0A0K3AW96,21.5887,21.6373,19.3148,18.6676,18.9353,20.0953,19.3601,19.4865
oac-14;A0A0K3AWB0,24.6823,24.4977,22.9433,23.3859,19.7813,20.4972,18.563,17.0901
oac-14;A0A0K3AWB0,24.4477,24.918,24.3882,25.4792,24.101,23.3889,22.388,23.7281
;A0A0K3AWM6,22.1893,22.7417,22.4606,22.9553,23.678,22.2101,23.4154,23.2864
lsy-13;A0A0K3AXE0,23.3135,23.6569,22.9244,23.761,16.7014,15.822,17.09,19.8284
;A0A0K3AXT9,22.8458,24.3326,25.3286,23.9543,18.2074,18.5787,18.5314,16.7152
;A0A0K3AXT9,24.5952,25.5464,24.8092,25.0119,18.4025,16.9469,18.6828,19.5663
;A0A0K3AXT9,23.2431,22.989,24.3828,21.292,20.0542,20.9535,20.8621,19.8291
;A0A0K3AXT9,24.6719,25.561,26.1103,24.7853,23.535,22.6793,21.5477,22.4001
;A0A0K3AY44;O44557,23.1223,24.6297,23.0697,24.6748,19.1045,16.4947,17.6107,18.1739
;A0A0K3AY44;O44557,19.8204,19.5473,19.4607,19.7054,19.1986,21.4812,20.9665,18.1993
oig-6;A0A0K3AY85;Q9BPN5,23.2743,24.0641,22.5811,24.3463,25.9454,24.3814,26.0678,24.6328
oig-6;A0A0K3AY85;Q9BPN5,19.0112,19.4806,18.4926,20.359,14.3948,18.3315,17.3173,20.3628
;A0A0K3AYE8,25.8169,25.5543,26.3048,24.9971,18.3668,17.5142,20.8139,20.5446
;A0A0M7RFG7,18.7192,18.4608,19.2622,20.5113,17.2354,17.7319,21.8939,15.7625
;A0A0S4XRR1,19.7892,19.8407,21.4249,21.3841,18.2786,19.8257,18.9918,19.0622
;A0A0T7CIX3,19.8783,19.0894,19.6309,19.0376,17.6419,15.7369,19.1335,17.8152
;A0A0T7CIX3,22.4476,23.5894,22.6929,22.9612,17.928,15.8865,18.2257,19.0344
;A0A0T7CIX3,18.2339,19.4477,20.3417,20.6335,22.3153,23.6387,25.56,21.9732
rpl-11.1;A0A131MBQ6;Q94300,19.7154,19.1922,19.439,19.0004,18.819,18.9241,19.1981,16.4408
mdt-18;A0A131MCJ5,18.7225,18.876,17.3808,18.9988,19.0749,17.2805,17.6864,17.6319
rnf-5;A0A131MD51,19.5739,21.4356,19.0641,19.958,17.2094,21.3529,18.6864,19.1835
fipp-1;O16293,19.1007,21.2447,19.289,19.7215,20.4288,16.8812,15.7731,17.6074
;O02147,18.6832,19.1102,20.6793,18.719,16.6471,16.5986,17.5232,15.7265
spat-2;F3Y5Q3,16.6789,20.1247,20.0422,18.748,23.5195,24.0505,23.9401,24.3921
;Q9N350,19.1539,20.3531,20.2152,20.2314,17.9925,18.1336,17.8698,16.0204
;Q9N350,18.8699,18.4687,20.1066,19.228,18.223,16.7634,18.7061,18.8272
;A0A1N7SYR3,19.6278,19.8636,20.2616,21.3335,19.9284,16.0746,17.4457,21.3675
;A1IMB7,20.4523,22.2048,22.1832,21.3616,17.6137,16.2196,17.9873,18.0177
;A3QMB7,17.6319,18.2987,18.4044,18.7888,18.2404,19.1517,18.5459,17.1143
;J7SF86,19.0076,20.0814,20.6708,19.6542,18.5131,15.9295,16.7924,18.8893
;U4PRJ1;Q95ZL3,20.6165,20.7691,19.0239,21.702,17.6739,20.5709,18.6834,17.1073
dhs-3;A5JYX4,18.7163,20.0395,19.5082,19.2127,15.8591,18.2536,18.2596,17.0309
dhs-3;A5JYX4,25.44,25.662,25.8266,24.9303,17.6546,18.8981,15.447,18.3201
dhs-3;A5JYX4,20.132,21.7808,18.9932,19.2551,18.6665,18.1172,18.8853,17.6799
dhs-3;A5JYX4,16.0522,20.3897,19.817,19.9238,19.0056,15.6309,19.8691,17.671
dhs-3;A5JYX4,18.5103,21.7444,19.5785,19.3377,16.4654,17.3029,19.1918,17.068
;A5PEY0,25.0144,26.2196,26.6622,25.2368,17.3816,17.7264,17.8202,16.5209
;I2HA81,26.1084,25.2943,24.7101,27.3164,24.0944,26.341,25.3171,25.1258
;A5Z2W7,24.85,26.1873,25.1369,25.3771,18.647,20.0237,17.5179,17.5502
;A5Z2W7,17.2929,20.6773,19.6286,20.7095,17.4493,16.6851,19.2948,20.4206
;A6PVA5,17.8576,20.0067,20.2908,18.2716,19.5992,17.1533,20.0019,17.3718
;Q20621,21.1221,21.2677,21.1657,22.8519,16.7016,18.5542,17.5189,17.9472
tag-296;A7DT41,20.1947,19.2356,20.6366,20.3541,16.0578,19.7925,18.7766,19.1982
tag-296;A7DT41,22.6025,22.2099,23.0785,21.3064,19.3238,17.7215,19.1374,17.0103
tag-296;A7DT41,18.2015,18.3157,18.3216,18.69,21.955,21.9151,22.3214,22.7479
tag-296;A7DT41,22.9246,23.9797,23.2708,22.5694,17.7618,18.0225,19.0974,18.7176
tag-296;A7DT41,21.6223,21.3458,19.3817,18.9936,17.0682,18.5915,19.2448,17.8919
tag-296;A7DT41,19.8265,18.5372,16.9959,20.3545,21.7963,23.2136,24.5772,21.9635
mrg-1;Q9XWW2,20.4138,20.6969,18.6047,19.3115,17.3944,16.3736,16.7751,17.9778
mrg-1;Q9XWW2,18.2866,19.8391,21.5308,20.9095,19.3277,15.9895,18.3958,19.0922
igcm-3;A7LPD6,20.8021,18.6108,21.4502,19.943,15.9451,19.6048,19.3003,18.7618
igcm-3;A7LPD6,22.5658,23.7734,23.3864,24.543,23.7459,23.6288,24.0346,22.4553
gpdh-2;A7LPE6,17.7102,19.6702,19.2313,19.1203,18.0096,18.2239,17.8341,18.1462
;Q5FC71,19.8956,19.9982,19.3812,20.4882,19.1099,19.8583,21.344,18.6697
;Q5FC71,18.2681,18.1544,19.9249,17.3854,18.3516,17.533,18.6161,17.6739
;Q5FC71,20.9254,20.1818,20.987,18.1146,15.6631,18.0475,17.4507,18.2885
;Q5FC71,26.1607,25.7528,26.0474,26.7204,17.8397,18.9099,16.8287,18.0884
;Q5FC71,27.1809,28.337,30.6158,29.3041,27.0045,28.323,25.8017,27.5357
;Q5FC71,20.2073,20.0412,19.5822,18.7399,16.2716,17.2125,17.2737,16.6483
;A8WFH7,23.3037,24.2573,24.3991,24.1401,22.5643,24.0001,21.6725,22.8817
;A8WFH7,26.8728,24.5494,23.3343,26.4388,19.6347,17.606,15.6609,17.1459
;A8WFH7,20.0259,21.6593,20.1693,19.1683,17.1084,18.2615,19.0927,17.0435
;H2KYH9,18.8725,17.3345,19.6855,21.5193,15.9268,18.8791,19.0479,18.6844
mdt-28;A8WHP8;Q65ZB1,22.8864,23.2635,23.3742,24.8535,18.0862,20.7003,16.6657,18.8695
mdt-28;A8WHP8;Q65ZB1,18.645,21.2241,20.125,21.0957,17.2651,17.8724,19.9237,16.5159
mdt-28;A8WHP8;Q65ZB1,24.3083,24.876,23.5463,23.2606,16.4139,14.4741,17.503,17.3345
mdt-28;A8WHP8;Q65ZB1,18.0383,18.5571,21.2864,18.0249,17.5167,16.6113,17.5731,17.7571
mdt-28;A8WHP8;Q65ZB1,18.8674,19.2016,18.9095,20.8581,20.4217,17.8456,19.3533,15.5039
mdt-28;A8WHP8;Q65ZB1,19.7459,21.7575,18.216,17.467,19.6349,16.4658,19.1677,17.4659
mdt-28;A8WHP8;Q65ZB1,22.4921,22.6352,23.1711,21.9737,23.4111,24.0388,23.8164,23.4749
mdt-28;A8WHP8;Q65ZB1,20.4846,20.8112,20.4014,19.4404,20.7419,22.2576,23.8703,21.1095
mdt-28;A8WHP8;Q65ZB1,20.5093,19.9838,20.6276,18.1366,16.7429,18.0243,17.0813,19.0057
mdt-28;A8WHP8;Q65ZB1,19.1594,19.6987,20.5422,20.1382,17.7038,18.3006,19.4744,16.9199
;A9UJN7;Q7YXB8;Q18494,20.6753,21.1221,18.6594,19.9755,18.9899,17.6018,18.5144,16.8416
;A9UJN7;Q7YXB8;Q18494,20.0487,21.1655,20.9676,19.7518,17.7153,19.6786,19.7675,18.5137
;A9UJP1,19.2747,18.6067,19.4322,21.4711,18.6,18.5502,19.3091,19.1397
;A9UJP1;Q95ZR6;Q9XVL1,19.8878,20.8049,19.208,19.1284,19.1098,16.4962,18.655,16.5827
;A9UJP1;Q95ZR6,23.8331,23.0792,22.2913,23.8028,14.5825,16.8062,20.0231,17.7743
;A9UJP1;Q95ZR6;Q9XVL1,22.5704,22.2897,24.597,21.7233,22.6034,22.3056,20.3255,23.733
;A9Z1K9,20.758,19.4392,19.2736,18.3697,18.3866,19.1054,17.9877,16.3741
hsp-43;B0M0L8;H2KYS1,23.1719,23.0548,23.6366,21.5808,17.857,18.7975,19.9887,20.9355
hsp-43;B0M0L8;H2KYS1,27.1923,27.8825,26.3383,23.7252,22.7903,24.7255,23.5835,23.3055
hsp-43;B0M0L8;H2KYS1,21.5333,19.4082,19.8641,19.915,19.0626,19.5735,18.7121,19.4029
hsp-43;B0M0L8;H2KYS1,26.6421,26.3261,25.1795,25.3638,16.3137,17.1336,17.7465,17.0591
;B0M0N4,19.1738,20.5474,19.5135,16.1275,16.9701,19.1055,18.118,18.2541
;B0M0N4,18.0847,18.9521,20.2411,17.3731,23.2087,23.6756,25.4263,24.2614
;B0M0N4,19.5514,20.8068,19.826,16.4835,16.6639,18.6498,17.8201,19.4437
aat-6;B2D6M4,22.7578,23.1097,24.3148,22.9021,23.673,25.2946,26.4505,24.4428
aat-6;B2D6M4,17.253,18.1076,20.2682,18.1702,16.5856,17.4055,20.2348,19.3342
rmd-2;B2D6P1,18.2705,21.3844,18.7737,19.5105,17.5904,20.1226,17.9621,17.7316
rmd-2;B2D6P1,20.158,20.9217,20.3969,20.0411,18.9014,17.8063,20.1686,18.9247
urm-1;B3CKG1,20.266,21.0645,20.6188,20.4849,19.2642,16.4014,19.5197,20.0294
;B3WFT8,18.4821,19.8177,20.006,19.644,18.0307,16.8844,17.1375,16.373
;E1B6S9,19.9847,18.3855,19.8987,19.0092,18.6026,16.8641,20.0172,19.0598
abts-1;G5EC65,20.3845,19.0909,20.7047,19.6353,18.1164,16.0998,18.1509,19.4079
;B3WFW7,19.7862,20.9401,20.1099,19.6194,21.3602,17.5718,18.9167,18.854
;B3WFY5,23.4149,23.7315,27.1289,24.315,16.4401,19.6351,17.1878,16.9072
;B3WFY5,19.3582,20.4076,20.0051,18.2451,18.1912,17.2033,17.195,18.0567
;B3WFY5,21.9279,21.1901,21.2037,22.1223,17.9842,19.554,16.4702,21.4069
ifg-1;B5BM23,17.7966,19.0075,19.8149,20.4367,17.8374,16.927,18.273,18.5831
ret-1;B5U8N2,19.3527,18.7334,19.0145,19.3477,19.4225,17.1692,17.3141,17.4451
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,20.2633,18.4588,20.4388,17.5074,18.1712,18.5284,18.0341,20.4115
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,20.5519,19.1668,21.1441,18.3377,18.2079,18.1186,17.2369,19.1808
pgp-5;B6VQ78,19.6435,19.7078,19.4343,20.7515,14.8644,20.2146,18.2068,19.258
pgp-5;B6VQ78,19.0605,19.6628,21.3169,19.7396,20.5131,18.4541,17.9577,20.2613
pgp-5;B6VQ78,18.7448,19.4361,20.5701,19.7201,20.3277,18.1062,19.0267,18.2347
pgp-5;B6VQ78,20.5243,22.2868,22.6806,21.9646,18.1222,17.6773,19.499,18.2741
;D9PTN8,18.5618,19.1817,19.889,19.9538,18.1468,15.2071,17.0486,17.6624
T05H10.4;B7WN71,18.3699,20.2467,18.182,19.4032,17.925,16.6742,18.5905,19.6352
rpl-32;B7WN95;Q22716,20.4706,19.6986,18.1941,19.7211,21.7326,22.8559,27.0028,22.218
;B7WNA1,19.2965,18.9987,19.1889,19.6038,17.7647,18.5871,18.2033,17.8967
ztf-18;B9ZSG9,19.674,20.0255,18.6412,18.8489,16.1226,19.1411,16.9976,16.6789
uba-1;C1P636,27.7008,26.7488,27.4769,27.3912,25.7144,26.3304,25.4538,25.8301
uba-1;C1P636,22.9692,26.3648,25.376,24.413,15.9196,19.7251,17.0032,19.9054
uba-1;C1P636,25.8866,25.6956,26.2341,24.5328,25.064,24.3155,24.5389,24.8321
uba-1;C1P636,19.2177,20.1429,19.4047,20.8035,16.7576,21.2111,17.4887,18.5936
uba-1;C1P636,17.9553,21.2553,16.7793,21.7272,17.6087,20.229,17.1308,19.6554
;C6KRI9,20.7414,21.158,19.3679,21.1913,18.1693,15.0907,16.4394,17.5768
;C6KRJ1,22.949,22.8606,24.4534,24.4054,24.4326,24.4605,26.4846,24.3524
;C6KRJ1,21.2327,21.8295,18.2657,17.4938,19.424,20.1725,20.1467,18.7584
;C6KRL2,21.0431,20.7774,19.4863,20.2261,16.7956,21.8184,19.1989,18.2664
;C6KRL2,17.5634,20.2593,20.2766,20.7387,20.7082,20.0066,18.1155,17.9902
;C6KRL2,19.5013,20.1225,18.5821,19.3218,18.1465,19.0307,16.6751,18.8534
sao-1;C6KRN1,20.4915,21.1809,20.6294,18.8108,19.3306,15.8292,18.8088,20.5486
sao-1;C6KRN1,18.7834,21.633,19.4782,20.5855,17.6828,17.5006,16.4275,16.0409
;C7GIK1,22.2957,22.4606,23.6504,22.941,25.3592,25.4251,28.9871,25.2176
fln-1;D0IMZ5;U4PM01,17.2497,19.7816,18.6444,18.6436,17.1889,18.2264,18.7215,17.5709
fln-1;D0IMZ5;U4PM01,20.4579,18.016,20.0986,16.2599,19.2803,16.9583,16.9882,19.263
laf-1;D0PV95,19.026,18.8259,19.7958,20.6101,17.8211,16.5464,17.4694,17.8589
sql-1;D0Z5P0,19.0256,19.215,18.7473,20.3153,17.411,17.9014,18.6556,19.2248
sql-1;D0Z5P0,17.7092,20.7841,18.4649,19.1874,16.9003,18.0781,19.6056,17.9194
sql-1;D0Z5P0,19.2621,19.6182,17.6342,18.4357,16.6548,16.6767,20.199,18.4508
;Q22832,23.0937,23.0485,24.3155,23.4028,17.5687,16.2136,16.8627,19.8625
;Q22832,19.5397,19.2291,20.6574,16.6171,20.3867,20.2048,20.7456,22.3366
;Q22832,19.6961,20.9385,20.2637,19.0692,22.8951,23.158,24.4768,22.887
;Q8WQB8,18.7886,18.4448,21.4132,19.2394,17.5912,18.6467,20.4481,18.8304
tag-349;D3NQB5,20.3307,20.9601,19.4805,18.2813,19.1845,17.8981,18.4627,16.621
cfp-1;D3YT77,24.1438,24.3426,22.5823,23.975,23.5158,24.3109,24.0186,24.4625
cfp-1;D3YT77,21.8203,22.5435,24.0178,22.5739,25.8061,25.2083,24.9314,26.4041
dct-16;D4YWC3;Q9XX57,18.9142,20.1141,19.4961,19.7609,16.8579,18.9977,18.1094,21.1243
dct-16;D4YWC3;Q9XX57,23.2902,25.0463,23.4214,24.1096,16.4288,18.1891,18.497,18.7978
dct-16;D4YWC3;Q9XX57,25.9447,26.3349,26.0917,25.0399,24.3716,25.1142,25.2045,24.4069
dct-16;D4YWC3;Q9XX57,18.6027,18.8599,16.9611,18.9917,17.2904,19.5027,19.6754,18.4348
dct-16;D4YWC3;Q9XX57,24.7816,26.302,25.8095,24.7181,17.8019,21.0595,16.7837,16.963
dct-16;D4YWC3;Q9XX57,18.081,19.5854,18.5083,19.1319,17.0746,16.2047,18.3316,16.5852
dct-16;D4YWC3;Q9XX57,20.3074,18.3537,18.1087,19.952,17.9078,18.8007,17.1994,17.885
larp-1;D5MCN2,21.1467,19.5556,19.0781,18.9934,18.4817,18.8316,15.6772,19.5832
sup-26;D5MCQ2,18.8687,19.5902,20.3204,20.0103,18.3212,17.9172,16.3847,18.5122
;O17698,18.7278,20.6151,17.9973,19.6184,21.9131,23.5392,22.5392,23.2833
mdt-9;D5SGZ9,19.629,20.1536,18.6924,18.8233,19.1785,17.4938,18.295,18.9011
mdt-9;D5SGZ9,21.2519,20.2825,19.9894,20.569,16.3839,17.2058,19.7448,17.9061
mdt-9;D5SGZ9,18.5031,21.0808,19.748,20.0726,17.9832,17.359,18.4486,20.0378
nstp-10;C50F4.14;D6R8W5,18.7895,19.6993,19.6063,21.8178,16.2043,19.325,18.8588,18.2469
math-38;D6VPA0,18.5305,18.1271,20.5708,18.6003,22.7379,22.7649,23.5545,21.8104
;D7SFI3,19.3525,18.9399,18.8102,17.7072,18.0334,18.1742,16.4381,18.748
gsto-1;D7SFI3;P34345,25.0042,24.7764,26.0137,25.5909,17.7077,19.1202,18.0992,17.8227
;D7SFI3,20.0314,19.9788,20.57,20.0117,21.5865,20.8103,17.4299,19.4012
;D7SFP5,19.2452,20.4627,18.8628,21.1228,18.7318,19.6653,18.0283,16.7016
;D7SFP5,18.698,19.2478,21.2026,20.6352,18.3499,18.5536,18.3749,16.3886
cup-5;D7UU24,19.3703,21.7601,19.0059,20.1663,18.8284,20.5203,20.2781,17.8555
cup-5;D7UU24,21.2234,17.7946,19.5148,20.2606,17.3079,19.172,20.3262,16.5919
myrf-2;Q9U3I3,21.0144,17.4525,20.1776,20.5172,17.7135,17.859,19.0451,19.3164
snx-6;D9PTP5,19.6057,19.7345,20.7807,19.4985,18.8612,17.8201,18.1309,16.5825
snx-6;D9PTP5,21.5702,18.5996,19.8316,18.8321,20.2684,17.699,20.4096,18.5692
snx-6;D9PTP5,19.1157,20.9234,19.1571,20.6332,19.5603,18.3735,16.5895,19.2143
;E0AHE1,19.9896,19.5121,19.4418,18.0267,19.6904,19.4901,17.4837,16.7939
ent-7;Q20396,23.9415,23.2762,24.6398,24.7561,19.1852,18.9676,17.9874,17.431
;E1B6S4,19.254,16.5689,19.9233,21.1081,18.79,17.7108,16.7027,19.9953
C27A7.1;E1B6U2,18.7058,20.7953,17.9807,18.6959,18.7191,17.4653,18.7946,18.8198
rsd-2;E1B6W0,25.0146,25.102,26.5504,26.5668,22.3618,24.9835,22.7879,23.3868
hpo-34;E3W743;Q93636;Q93637,19.5499,21.6473,18.6618,20.9563,19.7766,18.6456,17.8215,16.8302
hpo-34;E3W743;Q93636,19.9794,20.2368,19.4848,19.1537,17.452,17.753,20.014,18.877
hpo-34;E3W743;Q93636,18.396,19.0015,20.027,19.0836,16.9017,18.4499,19.4578,18.3241
hpo-34;E3W743;Q93636,17.5359,21.2635,21.499,15.8072,16.1404,19.4136,15.8382,20.2118
hpo-34;E3W743;Q93636,19.8804,18.3062,20.1295,18.8133,20.216,18.1136,18.836,20.9645
hpo-34;E3W743;Q93636,19.3468,20.1755,20.9784,20.2805,16.8635,17.0633,18.9258,18.2023
hpo-34;E3W743;Q93637,21.4912,20.587,20.5222,18.9356,17.6605,18.4434,17.3271,18.2196
hpo-34;E3W743;Q93637,19.5206,21.0762,20.2064,20.29,19.1205,19.3037,17.3643,17.8703
hpo-34;E3W743;Q93637,21.0054,18.6208,20.1056,21.2682,17.4035,19.2976,18.9258,16.5597
hpo-34;E3W743;Q93636,18.6865,19.8835,21.5346,18.9204,17.811,18.8737,18.0861,17.3906
hpo-34;E3W743;Q93636,21.1284,19.3044,17.7394,21.4766,18.2107,16.8014,17.9402,16.2531
hpo-34;E3W743;Q93636,18.3581,19.8799,19.9208,19.2471,16.7619,18.1636,18.8676,19.0882
hpo-34;E3W743;Q93636;Q93637,17.9663,21.1354,17.0379,21.597,17.3845,18.7381,19.742,16.8438
hpo-34;E3W743;Q93636,20.5544,20.0705,20.3062,19.4749,16.1093,16.8926,17.9966,17.0052
;E3W759,23.0788,23.7842,23.5999,23.6614,18.4991,16.1048,18.2855,16.7717
dnj-14;Q21162,17.8676,19.9636,20.303,21.3869,18.359,19.9653,18.6789,18.5958
dnj-14;Q21162,21.4918,20.1998,20.3549,19.7311,18.4185,21.5596,20.1891,20.575
dnj-14;Q21162,23.6846,24.1238,22.4931,24.9414,22.0138,22.84,22.497,21.7357
dnj-14;Q21162,21.7689,21.9148,22.5964,22.9578,18.4382,18.3235,16.863,19.6889
mca-1;F5GU98,18.4269,19.0028,21.1149,20.5721,18.5784,19.4521,19.9061,19.4451
mca-1;F5GU98,26.9491,25.9999,26.1526,25.8082,18.5796,18.3756,18.0061,17.7713
mca-1;F5GU98,23.4423,23.7714,23.2042,23.9621,23.7159,22.7109,25.3643,24.1949
mca-1;F5GU98,18.7056,18.9468,17.2448,20.6488,20.0394,19.3792,18.7638,18.2218
mca-1;F5GU98,19.7189,20.4488,17.1987,18.8627,15.9018,19.2946,19.1418,17.5319
;F5GUH0,20.1698,19.8744,19.3804,21.0512,23.0027,22.3128,23.279,22.3053
;F5GUH0,24.1658,24.5072,23.6697,24.2302,19.0854,18.5705,18.8809,18.8093
;F5GUH0,18.9796,18.4124,21.3902,20.7015,18.0343,15.6677,19.2851,19.5863
lea-1;F5GUH5;H2FLK8;H2FLK9,18.5171,21.1316,19.7788,20.392,19.3211,18.6283,17.7929,17.7645
lea-1;F5GUH5,24.7026,23.7067,22.6129,23.8248,24.3025,24.7055,23.9551,25.6974
lea-1;F5GUH5;H2FLK8;H2FLK9,19.7152,19.9118,17.7812,18.2245,18.6445,16.2897,16.7828,18.1681
lea-1;F5GUH5,19.1642,21.0579,19.0703,19.428,19.6396,18.3529,19.7333,15.466
lea-1;F5GUH5,23.8943,24.171,23.9042,24.0252,23.8217,25.7395,23.8625,22.5737
lea-1;F5GUH5,18.6259,18.3051,21.0723,19.0431,15.5349,16.9526,17.845,20.0357
lea-1;F5GUH5;H2FLK8,18.7506,20.7393,20.2374,18.1614,17.0325,16.7836,16.8474,17.6723
lea-1;F5GUH5;H2FLK8,19.2348,19.1243,20.9028,19.877,15.5414,21.0327,19.098,15.3359
lea-1;F5GUH5,22.2501,23.3514,23.4734,22.6677,17.5096,17.3465,18.3804,20.5667
lea-1;F5GUH5;H2FLK8;H2FLK9,18.6415,20.6048,18.9005,18.9321,17.5646,19.2346,18.5736,20.376
lea-1;F5GUH5;H2FLK8,24.0202,24.2891,24.2304,23.7033,18.3403,18.8694,20.1627,19.1008
lea-1;F5GUH5;H2FLK8,20.0296,19.3506,20.352,21.8211,17.6824,20.5169,17.7661,18.259
