geneName,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04
daf-4,16.7812,17.1397,16.4086,17.1083,15.3938,15.8197,16.4897,15.9718
hpo-3,14.2153,15.2885,14.9233,15.5025,13.3048,13.2918,12.9594,13.2874
acs-22,17.4286,17.1168,17.8944,17.1989,14.7458,14.7142,15.1839,15.011
tag-10,15.4904,16.1751,15.6821,17.814,16.1245,17.0136,15.4118,15.4037
imb-2,17.0963,17.2883,17.1651,17.6089,15.6993,16.2368,14.6958,15.4748
brf-1,13.5014,14.8787,14.9912,14.9658,13.0458,12.7342,12.9938,13.2471
"CELE_W09B6,4",15.1018,15.8048,14.7287,16.1082,15.68,15.5589,14.7706,14.3431
irg-7,18.486,19.0949,18.6693,19.0721,19.4416,19.381,19.0262,19.1209
"CELE_F27B10,1",14.9512,15.1653,14.7827,14.5216,13.2298,13.2916,12.8022,13.3336
"CELE_T22F3,3",14.8386,15.4973,14.6679,15.2853,13.3209,13.3028,12.7684,13.2858
die-1,14.7368,15.4125,14.7582,15.2962,13.1744,13.2054,12.5641,13.3621
dhs-11,14.8537,13.8747,14.1222,14.9647,13.765,13.5004,15.6562,15.5333
tbc-14,16.0663,16.2508,15.9408,16.1495,15.6906,15.8106,15.8825,15.8561
cyp-34a6,14.3041,15.4268,14.617,15.3927,15.1899,15.7969,15.5454,15.7498
fipp-1,15.029,15.2687,14.1828,14.5604,13.2832,13.113,12.8723,13.2821
unc-132,17.5211,17.356,17.34,16.814,16.1923,15.5441,16.0539,15.6335
cdh-4,14.5094,15.4919,14.6169,14.9703,13.3397,12.9297,12.8374,13.2936
ajm-1,14.2628,14.8545,15.0037,14.8676,13.0441,13.1996,12.6299,13.194
"CELE_ZC412,3",18.4237,18.5668,18.2106,18.6,18.8669,19.0285,18.0189,17.9431
farl-11,14.6816,15.437,14.9032,15.1038,13.3,13.0025,12.9875,12.5854
let-711,15.8234,15.3592,16.4145,14.9125,15.9654,15.3583,15.7342,15.6397
"C40H1,7",14.9823,14.6351,14.665,15.3349,14.5763,14.4699,15.9008,15.0706
spat-2,15.9712,16.3456,16.4401,16.5278,15.5621,15.8213,15.0436,15.1316
aakg-1,14.8144,15.4542,15.0403,14.6875,15.9258,16.2658,16.0502,15.7623
grl-23,16.6746,17.4854,16.6199,18.2509,12.844,13.2261,12.9642,13.0982
spat-2,14.5589,15.4747,14.7881,14.9943,14.143,13.3995,15.8371,15.2707
"CELE_Y55F3BR,6",14.8097,14.4842,14.6116,15.4395,13.1881,13.2986,12.9785,13.1643
vab-10,20.7031,21.3275,20.7838,21.3111,19.3241,19.188,18.8759,19.0655
"eif-3,l;eif-3,L",19.6491,18.0783,17.8849,20.1577,18.3123,17.9605,18.9907,18.9457
"npp-25;npp-25;npp-25;Y37D8A,17",14.5257,15.4335,14.6882,14.9133,16.4943,15.8518,17.1822,17.0772
cnt-1,14.0825,15.3217,14.0565,14.8301,15.9609,14.8263,14.0249,15.4226
"C26G2,2",17.2878,17.3288,17.0572,17.7547,13.5636,13.5028,14.9584,13.9699
"CELE_F43B10,1",14.0703,15.0618,15.034,15.124,13.1894,13.1562,12.0314,13.3612
ubc-15,13.7413,14.6593,15.0532,15.3199,14.6706,14.6209,14.3081,14.6214
"CELE_Y55F3BR,10",14.062,14.6214,13.781,15.1548,15.7842,15.5107,13.9367,16.3988
"CELE_Y38F2AR,12",14.9567,14.8565,15.0333,15.1966,14.3588,13.0704,14.4108,14.9409
ttr-42,19.7982,20.5462,20.1392,20.5977,17.0684,17.1944,19.1209,19.6243
"CELE_H29C22,1",19.5576,19.7935,19.4083,19.8309,19.1467,18.3187,18.7729,19.6119
"CELE_F07G6,10",14.7525,15.1287,15.0067,15.0204,13.2493,14.0597,16.8222,15.455
ttr-34,14.7474,14.6052,13.9862,15.4864,14.8987,14.5197,15.5224,14.9811
"CELE_Y49E10,29",14.7712,14.7025,14.572,15.1692,13.2316,12.9968,12.761,13.2022
cnnm-1,14.9991,15.1938,13.8776,14.742,13.2965,13.0206,12.7222,13.2602
col-138,16.99,16.2425,15.7647,16.7174,13.2213,13.2175,12.6434,13.3066
oac-59,14.2221,15.157,14.7275,15.3156,12.9371,12.9895,12.9224,13.205
"C42C1,8",16.7035,16.8553,16.3854,16.0278,15.3276,15.8413,14.4709,15.0838
"C42C1,11;AP-1",15.8529,16.3428,16.3156,17.1644,15.6315,15.2001,14.7115,14.7244
rpl-34,14.3029,15.2179,13.6977,15.4859,18.3644,18.0717,18.3068,18.0725
erl-1,14.968,15.4456,14.9555,15.0266,15.7567,15.806,15.591,15.6539
tag-335,14.7459,15.2314,15.0486,14.7146,15.8443,16.8781,14.0068,14.7557
fbxa-6,13.1855,14.7881,13.2804,15.2455,13.2911,13.2543,12.3078,13.1291
"CELE_cTel55X,1",14.832,15.4162,14.3882,14.3906,16.3365,15.5901,16.5265,16.5262
"C44C10,9",16.9422,18.8453,16.1912,18.3191,15.6477,15.6407,15.3325,15.5629
"CELE_F14D7,12",15.0067,15.4976,14.0725,14.9913,13.2723,13.3002,12.8401,13.2989
"CELE_D1086,17",14.4222,15.0016,14.8909,15.2818,13.2886,13.3181,12.3891,13.2407
"CELE_W06G6,15;CELE_Y70C5B,2",14.7898,15.0756,14.5281,14.6389,13.3462,13.2587,12.9831,12.9591
"CELE_Y71F9AR,4",14.4764,14.9598,14.6973,14.9592,13.2802,13.0755,12.6632,12.4302
"CELE_Y47G6A,33",14.3879,15.2903,13.8855,14.6774,15.9346,15.6335,14.6115,14.3353
"CELE_ZK813,7",21.7595,22.3501,21.9872,22.2117,19.0258,18.3505,20.0342,19.9746
"CELE_T28A11,2",18.8885,19.2838,19.0265,19.4784,18.0888,18.208,17.377,17.5982
guk-1,17.8259,17.438,18.0347,17.1486,17.1542,16.9726,15.7694,15.5239
"CELE_Y53C10A,6",14.7941,14.6765,14.2597,14.4428,13.2496,13.2332,12.8141,13.3425
"CELE_Y48C3A,18",14.1563,14.7917,14.6092,13.757,13.249,13.2403,12.6538,13.353
"CELE_Y39B6A,3",14.9775,15.2683,14.2817,15.1995,13.2745,11.3815,12.9004,13.3146
dab-1,14.1811,14.6769,14.8414,14.5232,14.7244,14.8236,14.6135,14.4728
"CELE_F25H8,1",14.5139,15.1227,14.4295,15.4503,15.363,15.4902,15.6418,15.7276
swsn-9,14.9356,14.1599,13.9732,15.4948,14.7196,14.4162,14.6171,14.4539
"CELE_ZC434,7",14.3757,14.7684,14.4657,15.1673,12.9067,13.1539,12.9886,13.2841
rad-50,14.5377,14.6946,13.3789,15.4091,13.1622,13.287,11.7532,13.2424
"C25F9,11",16.9136,17.5095,16.7911,16.8524,16.1613,15.4073,15.437,15.4228
sin-3,18.2632,18.495,18.3579,18.7011,16.9193,16.6461,17.4238,16.6188
hmp-1,15.0417,15.481,14.469,14.2981,13.2991,13.7584,13.0805,13.3786
dhs-3,16.882,16.9376,16.7771,17.6717,18.2615,17.1974,18.1243,17.4547
nra-2,14.6014,15.0606,13.5442,15.4152,14.4125,14.9271,15.7239,14.9251
"CELE_Y37H2A,14",15.224,15.494,15.0439,15.4732,13.2445,14.6497,13.8039,11.0589
"CELE_F27E5,7",15.0448,15.0833,15.0428,15.3635,15.6336,16.1167,14.4566,14.9204
saps-1,14.9982,15.343,14.9369,15.3594,15.7251,15.3591,15.0136,15.7338
"CELE_ZK809,8",14.3328,14.9222,14.9536,15.4288,13.0224,13.2431,12.8933,13.3476
"CELE_D1081,7",14.4219,15.3128,14.6311,15.456,13.0732,13.2231,12.8649,12.6382
aph-2,14.8476,15.5506,14.0281,14.9462,13.0647,13.1952,12.7404,13.2218
"CELE_F15B9,10",15.752,16.646,16.5761,16.4877,16.6778,17.2347,15.4357,15.4306
"C27A7,5",14.976,15.5309,14.0684,15.0651,14.291,14.4181,12.6798,13.8205
"CELE_F30A10,13",13.8843,15.2561,14.4971,14.3596,13.1104,12.517,12.886,13.2846
"CELE_F30A10,14",18.7434,19.297,18.7806,19.4055,19.0092,18.3654,17.3947,18.6626
"C04H5,7",14.6542,15.1207,15.0478,15.4889,13.8741,14.1481,13.9915,14.8128
"C13B4,1",14.4622,14.1809,14.7376,14.2143,13.8441,14.8129,12.4156,12.998
"CELE_F02E9,10",15.0543,14.9438,14.5349,15.4154,15.0244,15.2558,15.228,15.298
"CELE_R13H4,2",14.1236,15.1019,14.7599,15.1637,16.7394,17.8288,17.4262,17.7185
"CELE_ZK228,4",14.8309,14.7663,14.5387,15.3263,16.5226,16.4706,16.0658,15.9434
"CELE_K02B7,3",19.3269,19.5563,18.8695,19.0644,18.0143,18.138,18.4982,18.3592
nuo-3,14.6928,15.5357,14.993,15.0193,17.2967,17.5721,17.2238,17.7254
"C44E4,5",14.9522,14.0762,14.9164,14.6683,15.9708,15.0515,15.0122,14.9761
"CELE_F49E2,2",15.0867,16.3946,15.5429,16.7642,16.7756,16.5983,16.0999,16.1424
"T07A5,7",17.6397,18.4758,18.4772,18.0022,13.7135,14.0105,13.9004,14.6045
"CELE_T04F8,7",13.9724,14.9411,14.9308,14.6761,16.21,15.8824,15.4572,14.7422
"gpb5;CELE_T23B12,8",14.7946,14.935,13.9673,15.405,14.7254,15.7025,13.0426,13.9088
"CELE_F49D11,10",14.4212,15.5512,14.7071,14.7319,14.6906,14.9247,15.303,14.7987
oxy-5,14.2446,14.2293,14.4945,15.507,19.3162,19.4998,18.5043,17.7783
mrg-1,16.6786,14.3018,17.2016,16.1517,16.5053,17.0573,16.5924,16.0781
obr-1,14.6995,15.4452,15.0334,14.9991,13.4602,12.74,13.9437,14.2913
igcm-3,14.4757,14.1401,14.4937,15.1601,13.3174,13.2912,12.7954,13.2015
unc-16,14.6848,15.0214,14.1118,15.2189,15.8483,15.0344,15.3239,15.1594
gpdh-2,19.6233,20.4551,19.5614,20.6663,18.7883,18.8951,19.0463,19.2666
sly-1,16.2432,16.0816,16.1206,15.7111,16.6694,15.5723,15.6174,15.7063
"B0393,9",15.038,14.9672,14.4019,14.174,15.8752,15.8129,15.5988,16.0029
cisd-1,19.4625,21.6777,19.5835,21.4465,19.2043,19.1597,19.143,19.3533
"CELE_F09E8,2",16.6134,16.5889,16.4383,16.7906,15.5489,15.5364,15.1719,15.613
lsy-22,13.9078,14.8434,14.6176,15.3325,13.0688,12.8285,11.8535,11.9519
"C24H11,5",14.9052,14.8763,14.9957,14.6754,13.6891,13.9348,13.8979,13.704
"CELE_F10A3,17",18.9285,19.1877,19.1551,18.9992,15.8472,16.8581,16.5678,17.309
pnc-1,14.5175,14.7298,14.8358,15.4713,13.3123,13.1974,12.7141,13.0614
"CELE_Y94H6A,12",14.4519,15.3854,14.6902,15.5107,12.969,13.1549,12.8098,13.2563
"CELE_F56C9,6",14.7877,14.7951,14.8405,14.0604,12.8536,13.3203,12.5109,13.3574
"CELE_T28D9,4;T28D9,4",15.8891,15.2633,16.0932,15.5059,14.6577,13.9103,15.5948,15.5596
"C28G1,5",14.7955,14.707,14.3759,14.764,14.2516,14.2197,14.3145,14.7259
gpx-7,17.5841,16.9092,16.5502,16.4934,13.9721,13.2056,12.1381,13.205
"CELE_F41D9,2",14.6225,14.9535,14.0126,15.2519,15.0944,14.4648,14.7166,14.3982
"CELE_T04F8,8",14.218,15.3352,14.5615,14.6291,13.1724,13.1355,12.8301,13.1684
"CELE_ZK856,16",14.4504,14.8734,14.9851,14.9652,13.0885,12.8471,12.9105,13.3463
"CELE_F23B12,4",14.0469,14.6311,14.2773,13.9423,13.2831,13.0581,12.7333,12.675
"CELE_K09A9,6",14.3091,15.1863,14.4891,14.7059,15.3902,15.5796,15.2034,17.2188
"CELE_H14N18,4",14.8063,15.0393,14.5079,15.1609,12.8771,13.3032,12.9525,12.8091
"CELE_T12B5,15",14.8109,15.5414,13.3514,13.8669,13.3286,13.0099,12.7709,12.2127
"CELE_Y17G7B,20",14.7184,14.8622,14.5253,14.1913,13.0603,13.1315,12.8896,13.237
"CELE_E01A2,1",14.9249,14.4406,14.7667,15.3111,13.3334,13.2436,12.9994,12.9212
"CELE_T02H6,1",15.1008,15.6495,15.0623,14.7642,15.0115,14.9353,14.8286,14.2428
"CELE_Y37E3,11",17.48,16.9874,17.6836,17.0912,16.6092,17.9941,16.0447,16.7355
"CELE_M03F8,3",16.0075,16.9219,16.6293,16.3096,12.9636,13.2735,11.8559,13.3451
"CELE_F55B12,10",14.8927,15.3413,14.1751,14.4255,16.2389,15.5294,16.2845,16.3225
pptr-2,16.5952,16.3914,16.2982,16.6937,14.5079,15.321,15.2421,15.1676
"maph-1,2",17.8579,18.2199,17.8032,17.788,17.2143,17.006,16.5349,16.9159
"CELE_K09G1,1",14.708,15.2566,14.8628,14.8993,14.747,13.8468,13.5559,14.4582
"B0303,7",14.9251,15.1912,15.037,14.5508,15.8845,15.959,14.7376,14.5951
"C23H3,3",14.2365,15.2152,14.9493,14.9987,13.3244,12.9985,12.9698,13.0706
"C17C3,1",14.9903,15.3629,14.5287,14.4826,12.2734,12.5553,14.6729,13.454
glna-1,13.9504,14.9346,14.2388,13.3785,14.5978,13.7007,15.7313,15.6276
"CELE_Y61A9LA,11",14.7313,15.514,14.9426,14.3934,13.3422,13.3383,12.5119,13.0764
"CELE_F41E6,5",14.5776,15.0198,14.6069,14.923,15.0966,15.2645,14.5464,14.7235
"CELE_T25B2,2",16.9741,17.321,16.1014,16.6465,14.2653,14.4033,15.0399,13.9912
trpp-1,14.7963,14.6621,14.9774,14.3701,13.2898,13.3296,12.9264,12.8315
tsp-10,14.9913,15.2612,14.9342,15.4788,13.1729,13.3499,12.5215,13.1911
ugt-26,18.0699,18.1958,17.4791,18.2811,18.653,18.5742,18.1368,18.7341
"C14H10,3",16.693,17.3416,16.52,17.1721,15.0018,15.0883,14.2528,15.0074
"CELE_D1086,10",18.7074,18.076,18.1411,18.2092,21.4035,21.846,20.4638,20.5053
poml-3,14.86,15.2344,14.1178,15.4095,15.6342,15.8014,14.5952,15.6543
unc-57,17.7561,17.6988,17.675,17.4706,16.4411,16.4026,16.0007,16.376
szy-20,15.0405,15.1033,14.9562,14.4606,15.2969,15.8034,14.747,14.4816
"CELE_T06E4,14",15.0454,14.1054,14.7059,15.1988,13.2903,12.9705,12.9977,13.2881
"CELE_F13G3,10",17.4085,18.9534,18.8462,19.2329,18.0397,18.1535,17.408,17.6479
rmd-2,17.0642,17.673,17.2134,17.6937,18.4506,18.2276,17.9317,17.9926
smc-3,16.1521,16.9569,16.4016,16.5737,15.6497,15.5603,15.0198,15.061
ntl-2,14.3777,14.5764,14.5429,14.7363,14.1531,14.9312,13.3955,13.898
gcn-1,18.3538,17.9968,18.1898,18.3469,17.0974,17.0294,17.1469,16.8637
urm-1,17.1371,17.2383,16.854,17.5778,18.6886,18.5994,18.3139,18.5302
nono-1,18.2295,18.3985,18.3702,19.384,15.7863,15.7696,16.0541,16.3739
atf-7,14.3542,13.2081,14.1275,15.3629,13.0479,13.3191,12.8217,13.3255
vps-26,15.1977,15.3966,15.4195,15.3296,15.8062,15.7659,15.2552,15.9705
ndx-9,14.9628,15.3467,14.0072,15.4094,14.6786,14.7689,14.7314,14.1728
"C14F11,4",19.3452,19.5339,19.3795,20.0034,18.3731,18.087,17.6517,17.9118
abts-1,16.7694,17.6623,17.1598,17.8204,16.435,16.6692,15.9936,16.3312
"CELE_ZK858,6",18.7459,17.6976,17.6105,17.6557,16.0748,16.0339,15.9059,16.2657
"C41G7,9",14.814,15.5012,14.9587,15.342,19.2168,19.2277,18.9312,19.0097
lin-10,15.0438,14.0448,15.0102,15.2284,14.3934,14.924,13.867,15.0565
"CELE_M04C9,3",15.0133,14.8799,15.0106,14.6399,13.2396,13.2522,12.7353,13.2999
"C31H5,6",15.0183,14.4117,14.5813,15.5043,12.7641,12.6991,12.8345,13.3301
"CELE_ZK355,8",15.0209,15.3277,14.688,14.9431,13.2528,13.0506,12.9104,13.2479
spds-1,17.4041,17.2087,17.4926,17.7071,16.459,17.0795,17.2249,17.2984
nxf-1,17.1638,17.4569,17.2677,17.8124,16.0614,15.7402,15.513,15.7579
"CELE_F38A6,5",16.8589,16.2899,15.2576,17.7686,14.3023,13.9959,14.7307,14.3146
"CELE_T03D8,6",15.9131,15.9575,16.1638,15.9911,15.7658,16.0048,15.1849,15.9346
ret-1,17.8121,19.2062,18.0993,18.4257,16.7831,16.871,16.327,16.6744
"CELE_D1086,12",17.5666,18.2112,17.5171,17.1478,16.8856,15.063,15.319,16.3479
"CELE_F52C12,6",15.0188,15.4504,14.286,15.4112,15.8496,16.5564,15.7404,16.4978
"CELE_Y40B1A,3",15.3422,14.8271,15.5171,15.3044,13.278,13.0097,13.2703,14.0958
pals-37,19.2692,19.5765,18.9774,19.3505,19.1403,19.0501,18.343,18.6617
"CELE_F59A2,2",15.9753,16.4807,16.1163,16.3585,14.0127,14.3277,13.85,14.0404
ptr-24,14.1455,14.5124,14.0538,14.8893,14.9313,14.5521,16.1566,15.7469
"CELE_F11C1,5",14.9617,15.4115,14.7471,14.2688,14.5944,14.0527,15.5803,14.4041
"CELE_Y43F8B,1",19.3143,20.0965,19.1204,19.3221,19.5497,18.7917,19.1277,19.1939
sam-10,14.9509,14.0493,14.7701,14.7757,15.7428,16.1011,14.7689,14.5392
dic-1,20.3405,19.3799,19.8186,19.52,13.0596,13.0909,12.6313,12.729
unc-68,14.8391,14.9151,14.4326,15.3129,14.5842,13.641,14.8762,13.3203
"CELE_T05H10,4;T05H10,4",18.081,18.191,17.5332,17.8319,15.3984,14.7384,16.4751,15.5862
"CELE_M05D6,5",18.0991,18.5648,18.3212,18.4801,17.1004,16.2137,16.5914,16.6622
ctg-2,13.9646,15.4276,13.8358,14.7217,15.7739,16.0419,15.5322,15.4377
rpl-32,19.9946,21.7055,21.2478,22.0431,19.1864,18.8718,17.7452,17.8529
"CELE_F37H8,3",14.2048,13.9595,14.0725,14.7635,14.0011,13.6884,13.4415,13.9327
clec-146,14.834,15.462,14.7622,15.161,12.9768,13.3228,12.6203,12.9436
tnt-3,15.1794,18.2925,18.2519,17.6898,17.2886,17.3129,17.0911,17.2268
mlt-11,14.6081,15.5482,15.0377,15.195,13.1648,12.8799,12.5264,12.747
hrpu-1,18.7607,18.9436,18.7178,19.0249,13.3021,13.2611,12.6354,13.1673
kcc-2,14.0591,15.0025,14.3927,15.2432,15.2744,14.0258,14.6775,14.7006
ced-7,14.158,15.4711,14.3533,15.2469,13.1862,13.0505,12.8184,13.3169
"CELE_F17C8,9",17.171,17.5428,17.1708,17.2215,15.9902,15.3966,16.3422,15.9277
unc-119,14.7836,14.8304,14.9887,14.6216,13.1908,13.1994,12.6625,12.8687
mrpl-46,13.7016,14.3463,15.0171,14.883,15.0134,16.3072,15.5933,15.305
"CELE_F40G9,5",14.7594,15.0188,15.0358,14.8912,13.2332,13.1095,12.9983,12.5866
"CELE_F40G9,17",16.9312,17.6087,16.9431,16.626,15.3598,15.4133,15.3645,15.3781
"CELE_Y54G11A,17",13.7622,14.7277,14.3263,14.9447,14.6894,14.2249,14.362,14.15
let-767,19.4069,19.2477,18.0882,19.2584,16.5775,16.7649,18.3217,17.2831
dnj-16,16.7393,16.0806,16.7163,15.8833,15.6636,15.6691,15.6098,15.3001
cfim-2,14.8936,14.8481,14.553,14.9648,15.3136,15.138,15.2581,15.0419
magi-1,14.6208,15.4447,14.3032,14.4607,13.0513,9.35139,17.4675,15.6049
"CELE_F55D12,2",14.8446,15.519,14.8858,15.4906,12.9781,13.1873,12.9968,13.267
"C39B5,5",16.6753,17.0135,16.9535,17.4548,14.9591,15.0505,14.7967,15.444
"CELE_Y32H12A,2",14.2415,15.1263,14.2931,15.1412,19.9556,19.0843,13.3277,13.6902
smg-3,15.6862,17.0267,16.0143,17.1948,15.1979,15.3812,14.6918,14.7413
"CELE_F56B3,4",14.3531,14.8201,14.4034,14.671,13.2244,13.2979,13.3149,14.1822
"CELE_Y34B4A,8",14.6901,15.5502,14.9616,15.4782,13.311,13.0081,12.8156,13.3359
csn-6,14.8595,14.6522,14.8518,15.1137,15.1432,14.4273,15.3331,14.8001
marg-1,17.1741,17.3366,17.7882,17.4874,17.225,17.2099,16.54,16.1382
grsp-2,16.6935,16.3801,16.5733,15.727,15.5925,16.2726,15.6558,15.5108
"CELE_T28C6,7",18.194,12.7469,16.962,13.8538,16.1493,16.1083,15.8938,15.8402
"CELE_T20D3,3",16.4785,17.3668,15.5827,17.8382,16.5408,15.3045,14.2972,14.7627
"CELE_R102,4;R102,4",17.8536,17.7654,17.6086,17.7609,16.7357,16.6578,16.2827,16.4239
sao-1,17.7513,17.7343,17.6434,17.9103,15.8559,15.5854,15.5723,15.3951
"CELE_D1086,11",19.9114,20.0802,20.1684,20.5886,19.914,19.7262,19.5279,19.9075
