geneName;Leading.proteins,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04
;A0A0K3AXT9,24.6719,25.561,26.1103,24.7853,24.4766,26.1682,26.4029,26.1487
;A0A0K3AY44;O44557,23.1223,24.6297,23.0697,24.6748,25.3899,26.5551,26.9841,26.9997
;A0A0K3AY44;O44557,19.8204,19.5473,19.4607,19.7054,22.0035,20.5391,20.5605,20.4148
oig-6;A0A0K3AY85;Q9BPN5,23.2743,24.0641,22.5811,24.3463,24.5809,26.7236,25.768,26.3321
oig-6;A0A0K3AY85;Q9BPN5,19.0112,19.4806,18.4926,20.359,19.8134,20.591,20.7853,20.8305
;A0A0K3AYE8,25.8169,25.5543,26.3048,24.9971,19.5271,20.8876,21.2137,21.3042
;A0A0M7RFG7,18.7192,18.4608,19.2622,20.5113,22.0768,20.8755,21.3311,21.0708
;A0A0S4XRR1,19.7892,19.8407,21.4249,21.3841,21.2132,21.1193,21.1607,21.0533
;A0A0T7CIX3,19.8783,19.0894,19.6309,19.0376,21.9368,18.5195,18.4005,21.0016
;A0A0T7CIX3,22.4476,23.5894,22.6929,22.9612,19.9278,21.4489,20.543,21.0004
;A0A0T7CIX3,18.2339,19.4477,20.3417,20.6335,21.146,20.5567,20.5375,20.7377
rpl-11.1;A0A131MBQ6;Q94300,19.7154,19.1922,19.439,19.0004,21.7223,18.9888,20.0508,21.2503
mdt-18;A0A131MCJ5,18.7225,18.876,17.3808,18.9988,20.2832,19.4886,19.8333,20.2595
rnf-5;A0A131MD51,19.5739,21.4356,19.0641,19.958,21.5559,21.5134,21.337,20.255
fipp-1;O16293,19.1007,21.2447,19.289,19.7215,21.9782,18.3985,20.9695,21.0961
;O02147,18.6832,19.1102,20.6793,18.719,21.4841,21.3722,20.0657,21.2176
spat-2;F3Y5Q3,16.6789,20.1247,20.0422,18.748,23.8072,23.2767,21.9531,23.8411
;Q9N350,19.1539,20.3531,20.2152,20.2314,21.9322,24.0387,25.3652,24.8307
;Q9N350,18.8699,18.4687,20.1066,19.228,24.381,27.1767,26.3585,26.0858
;A0A1N7SYR3,19.6278,19.8636,20.2616,21.3335,21.6527,18.7842,20.7236,20.6829
;A1IMB7,20.4523,22.2048,22.1832,21.3616,20.1651,21.4032,20.405,20.527
;A3QMB7,17.6319,18.2987,18.4044,18.7888,20.7373,20.1265,19.4449,20.363
;J7SF86,19.0076,20.0814,20.6708,19.6542,21.6992,19.8334,20.528,19.015
;U4PRJ1;Q95ZL3,20.6165,20.7691,19.0239,21.702,20.3424,21.1414,21.6776,21.4089
dhs-3;A5JYX4,18.7163,20.0395,19.5082,19.2127,25.0451,23.9429,23.8379,23.3846
dhs-3;A5JYX4,25.44,25.662,25.8266,24.9303,25.7235,27.2136,26.6909,26.9276
dhs-3;A5JYX4,20.132,21.7808,18.9932,19.2551,21.1575,20.7076,21.5962,20.9997
dhs-3;A5JYX4,16.0522,20.3897,19.817,19.9238,22.7036,24.2487,23.7622,25.1969
dhs-3;A5JYX4,18.5103,21.7444,19.5785,19.3377,22.7036,23.7003,24.2314,22.5855
;A5PEY0,25.0144,26.2196,26.6622,25.2368,23.403,24.0328,25.7259,23.9859
;I2HA81,26.1084,25.2943,24.7101,27.3164,21.0581,20.2849,19.3281,20.9725
;A5Z2W7,24.85,26.1873,25.1369,25.3771,21.1554,22.6265,22.7661,22.033
;A5Z2W7,17.2929,20.6773,19.6286,20.7095,24.0147,24.2679,25.58,22.7831
;A6PVA5,17.8576,20.0067,20.2908,18.2716,21.8409,23.5633,24.0965,23.1731
;Q20621,21.1221,21.2677,21.1657,22.8519,23.8934,23.9373,24.0824,24.923
tag-296;A7DT41,20.1947,19.2356,20.6366,20.3541,20.992,20.3824,19.657,21.681
tag-296;A7DT41,22.6025,22.2099,23.0785,21.3064,21.2066,20.6973,21.3437,21.2599
tag-296;A7DT41,18.2015,18.3157,18.3216,18.69,20.9432,18.7387,21.3275,21.4523
tag-296;A7DT41,22.9246,23.9797,23.2708,22.5694,20.8964,19.8609,20.8022,19.31
tag-296;A7DT41,21.6223,21.3458,19.3817,18.9936,20.6043,20.8339,20.6146,21.1435
tag-296;A7DT41,19.8265,18.5372,16.9959,20.3545,20.8753,18.8561,21.3432,21.0917
mrg-1;Q9XWW2,20.4138,20.6969,18.6047,19.3115,20.8231,21.5212,20.6574,21.6754
mrg-1;Q9XWW2,18.2866,19.8391,21.5308,20.9095,21.3114,18.261,20.5507,20.9375
igcm-3;A7LPD6,20.8021,18.6108,21.4502,19.943,25.3577,24.5915,22.9995,24.3284
igcm-3;A7LPD6,22.5658,23.7734,23.3864,24.543,25.6671,23.456,21.6948,23.5304
gpdh-2;A7LPE6,17.7102,19.6702,19.2313,19.1203,23.2776,26.6366,26.8808,25.5553
;Q5FC71,19.8956,19.9982,19.3812,20.4882,21.18,20.5198,20.3911,21.6162
;Q5FC71,18.2681,18.1544,19.9249,17.3854,20.7639,20.5807,21.0098,19.4139
;Q5FC71,20.9254,20.1818,20.987,18.1146,21.8289,21.485,21.1998,21.5596
;Q5FC71,26.1607,25.7528,26.0474,26.7204,29.9646,29.1614,28.4394,27.7251
;Q5FC71,27.1809,28.337,30.6158,29.3041,31.1305,32.3033,32.1706,23.7038
;Q5FC71,20.2073,20.0412,19.5822,18.7399,22.0454,21.1911,20.4814,21.1949
;A8WFH7,23.3037,24.2573,24.3991,24.1401,23.8858,24.9999,24.9737,23.5204
;A8WFH7,26.8728,24.5494,23.3343,26.4388,20.907,20.2394,20.6324,21.4894
;A8WFH7,20.0259,21.6593,20.1693,19.1683,21.2492,24.6939,25.122,25.553
;H2KYH9,18.8725,17.3345,19.6855,21.5193,21.2969,20.7897,20.8244,19.1231
mdt-28;A8WHP8;Q65ZB1,22.8864,23.2635,23.3742,24.8535,23.1619,22.8317,22.1447,22.7106
mdt-28;A8WHP8;Q65ZB1,18.645,21.2241,20.125,21.0957,21.4583,20.6505,21.4453,21.1883
mdt-28;A8WHP8;Q65ZB1,24.3083,24.876,23.5463,23.2606,23.1303,22.6735,23.4692,21.9141
mdt-28;A8WHP8;Q65ZB1,18.0383,18.5571,21.2864,18.0249,21.4823,19.5476,21.7658,21.1653
mdt-28;A8WHP8;Q65ZB1,18.8674,19.2016,18.9095,20.8581,21.9637,22.0137,22.2861,22.9176
mdt-28;A8WHP8;Q65ZB1,19.7459,21.7575,18.216,17.467,21.7561,20.04,21.5093,19.5039
mdt-28;A8WHP8;Q65ZB1,22.4921,22.6352,23.1711,21.9737,26.4881,21.3335,23.9101,25.2886
mdt-28;A8WHP8;Q65ZB1,20.4846,20.8112,20.4014,19.4404,21.0801,20.5858,21.0352,20.3379
mdt-28;A8WHP8;Q65ZB1,20.5093,19.9838,20.6276,18.1366,22.5417,21.4511,22.0691,21.6776
mdt-28;A8WHP8;Q65ZB1,19.1594,19.6987,20.5422,20.1382,24.6815,23.962,26.0082,23.7266
;A9UJN7;Q7YXB8;Q18494,20.6753,21.1221,18.6594,19.9755,23.215,23.0289,23.0514,22.1979
;A9UJN7;Q7YXB8;Q18494,20.0487,21.1655,20.9676,19.7518,20.7697,21.3594,21.3015,19.535
;A9UJP1,19.2747,18.6067,19.4322,21.4711,21.5906,21.499,20.7047,21.494
;A9UJP1;Q95ZR6;Q9XVL1,19.8878,20.8049,19.208,19.1284,20.2506,21.0321,20.7145,21.4523
;A9UJP1;Q95ZR6,23.8331,23.0792,22.2913,23.8028,21.5028,21.5451,19.4138,19.8022
;A9UJP1;Q95ZR6;Q9XVL1,22.5704,22.2897,24.597,21.7233,21.5209,19.799,21.7202,20.2947
;A9Z1K9,20.758,19.4392,19.2736,18.3697,22.0807,20.7789,20.4122,20.0691
hsp-43;B0M0L8;H2KYS1,23.1719,23.0548,23.6366,21.5808,22.2482,23.2929,23.418,22.296
hsp-43;B0M0L8;H2KYS1,27.1923,27.8825,26.3383,23.7252,25.0547,24.0391,23.9533,24.3759
hsp-43;B0M0L8;H2KYS1,21.5333,19.4082,19.8641,19.915,21.3568,20.6489,21.7948,21.1252
hsp-43;B0M0L8;H2KYS1,26.6421,26.3261,25.1795,25.3638,21.1448,18.6417,19.8242,20.6551
;B0M0N4,19.1738,20.5474,19.5135,16.1275,21.0359,20.9745,19.6175,20.3549
;B0M0N4,18.0847,18.9521,20.2411,17.3731,20.7542,20.0336,20.038,18.9517
;B0M0N4,19.5514,20.8068,19.826,16.4835,21.7548,20.1904,21.3833,20.5938
aat-6;B2D6M4,22.7578,23.1097,24.3148,22.9021,27.6548,27.3311,27.584,27.434
aat-6;B2D6M4,17.253,18.1076,20.2682,18.1702,20.8768,20.2682,20.2449,20.1922
rmd-2;B2D6P1,18.2705,21.3844,18.7737,19.5105,24.4981,23.0686,23.1787,23.9531
rmd-2;B2D6P1,20.158,20.9217,20.3969,20.0411,24.4506,20.9849,22.1507,22.6162
urm-1;B3CKG1,20.266,21.0645,20.6188,20.4849,27.2999,25.661,25.3296,26.1432
;B3WFT8,18.4821,19.8177,20.006,19.644,22.0012,22.6959,22.1929,22.1263
;E1B6S9,19.9847,18.3855,19.8987,19.0092,24.249,23.6046,24.2913,24.2745
abts-1;G5EC65,20.3845,19.0909,20.7047,19.6353,22.0556,21.381,21.2617,21.2197
;B3WFW7,19.7862,20.9401,20.1099,19.6194,21.101,20.6637,21.735,20.5653
;B3WFY5,23.4149,23.7315,27.1289,24.315,20.4862,20.2767,21.8412,21.2993
;B3WFY5,19.3582,20.4076,20.0051,18.2451,24.8655,21.8924,26.0785,25.781
;B3WFY5,21.9279,21.1901,21.2037,22.1223,21.9788,21.8769,23.0364,22.7919
ifg-1;B5BM23,17.7966,19.0075,19.8149,20.4367,21.4004,18.4321,21.0326,20.8444
ret-1;B5U8N2,19.3527,18.7334,19.0145,19.3477,25.606,24.3541,24.7975,23.9565
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,20.2633,18.4588,20.4388,17.5074,21.8163,18.9145,21.0268,20.94
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,20.5519,19.1668,21.1441,18.3377,22.7242,23.1932,23.5548,25.4057
pgp-5;B6VQ78,19.6435,19.7078,19.4343,20.7515,25.0628,26.0294,25.7148,26.3512
pgp-5;B6VQ78,19.0605,19.6628,21.3169,19.7396,22.895,26.3524,26.1879,24.1823
pgp-5;B6VQ78,18.7448,19.4361,20.5701,19.7201,21.0986,21.2985,21.5946,21.1327
pgp-5;B6VQ78,20.5243,22.2868,22.6806,21.9646,19.8899,18.6924,20.4361,21.3514
;D9PTN8,18.5618,19.1817,19.889,19.9538,20.9566,18.7733,20.8016,21.1581
T05H10.4;B7WN71,18.3699,20.2467,18.182,19.4032,23.1489,25.845,24.9966,23.8267
rpl-32;B7WN95;Q22716,20.4706,19.6986,18.1941,19.7211,22.8597,21.9995,21.2783,20.3977
;B7WNA1,19.2965,18.9987,19.1889,19.6038,23.4342,26.3625,27.8663,27.7608
ztf-18;B9ZSG9,19.674,20.0255,18.6412,18.8489,21.9632,20.988,21.3919,20.4921
uba-1;C1P636,27.7008,26.7488,27.4769,27.3912,27.3936,22.2508,24.0562,23.2087
uba-1;C1P636,22.9692,26.3648,25.376,24.413,21.5017,20.6155,20.9376,20.8148
uba-1;C1P636,25.8866,25.6956,26.2341,24.5328,27.3016,27.091,26.9855,27.1379
uba-1;C1P636,19.2177,20.1429,19.4047,20.8035,20.7915,18.6303,21.4809,21.2311
uba-1;C1P636,17.9553,21.2553,16.7793,21.7272,21.5846,20.2994,20.0581,19.0028
;C6KRI9,20.7414,21.158,19.3679,21.1913,21.9266,19.3904,20.3025,21.3167
;C6KRJ1,22.949,22.8606,24.4534,24.4054,25.9445,23.7488,23.1183,23.9353
;C6KRJ1,21.2327,21.8295,18.2657,17.4938,20.6562,21.2023,20.4001,21.4084
;C6KRL2,21.0431,20.7774,19.4863,20.2261,22.8889,21.835,24.3561,22.8322
;C6KRL2,17.5634,20.2593,20.2766,20.7387,25.5941,21.7457,22.4191,22.735
;C6KRL2,19.5013,20.1225,18.5821,19.3218,21.2868,21.1702,20.1776,21.2708
sao-1;C6KRN1,20.4915,21.1809,20.6294,18.8108,21.2725,20.4811,20.8668,19.7007
sao-1;C6KRN1,18.7834,21.633,19.4782,20.5855,22.4722,21.5802,20.6416,21.6901
;C7GIK1,22.2957,22.4606,23.6504,22.941,23.2566,25.7555,25.0678,24.4368
fln-1;D0IMZ5;U4PM01,17.2497,19.7816,18.6444,18.6436,20.9664,21.1219,21.2973,20.5326
fln-1;D0IMZ5;U4PM01,20.4579,18.016,20.0986,16.2599,21.7955,19.2461,21.4775,21.4753
laf-1;D0PV95,19.026,18.8259,19.7958,20.6101,22.0229,19.7411,21.0967,21.6996
sql-1;D0Z5P0,19.0256,19.215,18.7473,20.3153,21.4557,20.0335,20.3962,20.3614
sql-1;D0Z5P0,17.7092,20.7841,18.4649,19.1874,20.359,19.1344,21.2743,20.7016
sql-1;D0Z5P0,19.2621,19.6182,17.6342,18.4357,20.301,21.1824,21.586,21.3731
;Q22832,23.0937,23.0485,24.3155,23.4028,21.7678,20.4897,21.5053,21.0149
;Q22832,19.5397,19.2291,20.6574,16.6171,21.2276,21.5547,20.6354,20.5055
;Q22832,19.6961,20.9385,20.2637,19.0692,25.435,25.4003,25.6343,25.4797
;Q8WQB8,18.7886,18.4448,21.4132,19.2394,22.0855,20.489,19.631,21.2149
tag-349;D3NQB5,20.3307,20.9601,19.4805,18.2813,20.7621,21.519,19.6622,20.0074
cfp-1;D3YT77,24.1438,24.3426,22.5823,23.975,19.7032,20.6854,20.0644,20.4718
cfp-1;D3YT77,21.8203,22.5435,24.0178,22.5739,19.9694,20.6495,20.7197,20.3783
dct-16;D4YWC3;Q9XX57,18.9142,20.1141,19.4961,19.7609,23.604,24.0338,23.7666,24.081
dct-16;D4YWC3;Q9XX57,23.2902,25.0463,23.4214,24.1096,24.4575,22.9531,21.5042,23.3842
dct-16;D4YWC3;Q9XX57,25.9447,26.3349,26.0917,25.0399,29.6367,25.1263,25.927,26.0358
dct-16;D4YWC3;Q9XX57,18.6027,18.8599,16.9611,18.9917,26.3752,24.0211,24.3202,23.3132
dct-16;D4YWC3;Q9XX57,24.7816,26.302,25.8095,24.7181,28.3872,26.1729,26.5648,25.0929
dct-16;D4YWC3;Q9XX57,18.081,19.5854,18.5083,19.1319,26.3976,23.2654,24.2041,23.7284
dct-16;D4YWC3;Q9XX57,20.3074,18.3537,18.1087,19.952,22.0872,20.3755,21.199,21.0296
larp-1;D5MCN2,21.1467,19.5556,19.0781,18.9934,20.7793,19.1281,18.2763,20.6026
sup-26;D5MCQ2,18.8687,19.5902,20.3204,20.0103,23.4853,24.8378,25.0097,24.0681
;O17698,18.7278,20.6151,17.9973,19.6184,22.1082,23.4655,25.0932,23.4196
mdt-9;D5SGZ9,19.629,20.1536,18.6924,18.8233,25.0401,23.4298,22.9621,21.7778
mdt-9;D5SGZ9,21.2519,20.2825,19.9894,20.569,21.6599,21.139,21.8208,20.6356
mdt-9;D5SGZ9,18.5031,21.0808,19.748,20.0726,22.1737,27.9752,27.8341,27.1099
nstp-10;C50F4.14;D6R8W5,18.7895,19.6993,19.6063,21.8178,21.4111,19.8683,20.5899,20.0127
math-38;D6VPA0,18.5305,18.1271,20.5708,18.6003,24.6351,22.9607,23.1795,24.7299
;D7SFI3,19.3525,18.9399,18.8102,17.7072,21.7864,20.9101,20.8262,20.7634
gsto-1;D7SFI3;P34345,25.0042,24.7764,26.0137,25.5909,22.043,20.7618,20.7598,21.2172
;D7SFI3,20.0314,19.9788,20.57,20.0117,21.2841,21.0327,20.8541,21.3301
;D7SFP5,19.2452,20.4627,18.8628,21.1228,20.7459,21.1784,20.0593,20.0774
;D7SFP5,18.698,19.2478,21.2026,20.6352,21.7601,19.6512,21.4424,20.87
cup-5;D7UU24,19.3703,21.7601,19.0059,20.1663,21.0685,20.3292,21.7643,19.8816
cup-5;D7UU24,21.2234,17.7946,19.5148,20.2606,21.1658,20.3953,20.8076,21.2648
myrf-2;Q9U3I3,21.0144,17.4525,20.1776,20.5172,21.3365,20.1142,21.5621,20.1326
snx-6;D9PTP5,19.6057,19.7345,20.7807,19.4985,21.1895,21.3824,20.7794,20.8273
snx-6;D9PTP5,21.5702,18.5996,19.8316,18.8321,21.9078,21.0749,20.6752,21.6477
snx-6;D9PTP5,19.1157,20.9234,19.1571,20.6332,23.4527,23.6869,25.4489,23.7594
;E0AHE1,19.9896,19.5121,19.4418,18.0267,21.3898,18.491,20.1687,19.5341
ent-7;Q20396,23.9415,23.2762,24.6398,24.7561,26.3412,24.9138,25.5935,25.8107
;E1B6S4,19.254,16.5689,19.9233,21.1081,20.6296,20.8935,19.8945,21.0667
C27A7.1;E1B6U2,18.7058,20.7953,17.9807,18.6959,24.3201,24.1817,24.6763,23.9232
rsd-2;E1B6W0,25.0146,25.102,26.5504,26.5668,24.9578,24.3201,24.1971,22.7185
hpo-34;E3W743;Q93636;Q93637,19.5499,21.6473,18.6618,20.9563,21.9386,23.4778,24.4359,24.2272
hpo-34;E3W743;Q93636,19.9794,20.2368,19.4848,19.1537,19.5082,20.8382,21.6014,21.2696
hpo-34;E3W743;Q93636,18.396,19.0015,20.027,19.0836,20.0967,20.5342,21.3376,19.9676
hpo-34;E3W743;Q93636,17.5359,21.2635,21.499,15.8072,21.0965,20.3727,20.8975,19.7538
hpo-34;E3W743;Q93636,19.8804,18.3062,20.1295,18.8133,20.3161,20.8165,18.9292,21.2438
hpo-34;E3W743;Q93636,19.3468,20.1755,20.9784,20.2805,22.7731,22.9649,23.0483,23.8142
hpo-34;E3W743;Q93637,21.4912,20.587,20.5222,18.9356,19.8778,19.6808,20.2872,19.5568
hpo-34;E3W743;Q93637,19.5206,21.0762,20.2064,20.29,20.3463,20.7011,20.9954,19.0019
hpo-34;E3W743;Q93637,21.0054,18.6208,20.1056,21.2682,23.3805,21.5589,22.1562,23.5521
hpo-34;E3W743;Q93636,18.6865,19.8835,21.5346,18.9204,21.6621,20.3521,21.3111,21.1318
hpo-34;E3W743;Q93636,21.1284,19.3044,17.7394,21.4766,20.8658,19.8694,20.6688,19.3774
hpo-34;E3W743;Q93636,18.3581,19.8799,19.9208,19.2471,21.0205,21.1301,19.5903,20.2084
hpo-34;E3W743;Q93636;Q93637,17.9663,21.1354,17.0379,21.597,27.0915,24.7179,25.0206,26.8758
hpo-34;E3W743;Q93636,20.5544,20.0705,20.3062,19.4749,20.9259,19.2507,20.5517,20.661
;E3W759,23.0788,23.7842,23.5999,23.6614,20.5132,20.7883,21.8488,21.4643
dnj-14;Q21162,17.8676,19.9636,20.303,21.3869,22.0285,24.4394,23.5579,22.3935
dnj-14;Q21162,21.4918,20.1998,20.3549,19.7311,23.2265,25.4416,24.7661,24.9221
dnj-14;Q21162,23.6846,24.1238,22.4931,24.9414,24.9493,23.3104,23.4371,24.8981
dnj-14;Q21162,21.7689,21.9148,22.5964,22.9578,23.992,22.54,24.1117,23.0936
mca-1;F5GU98,18.4269,19.0028,21.1149,20.5721,21.3846,20.9293,21.5155,21.2786
mca-1;F5GU98,26.9491,25.9999,26.1526,25.8082,26.8549,23.2062,22.7867,23.1564
mca-1;F5GU98,23.4423,23.7714,23.2042,23.9621,21.6217,21.2926,20.385,20.6937
mca-1;F5GU98,18.7056,18.9468,17.2448,20.6488,20.8656,21.1248,20.5603,20.9503
mca-1;F5GU98,19.7189,20.4488,17.1987,18.8627,20.4508,19.8037,19.5303,21.0572
;F5GUH0,20.1698,19.8744,19.3804,21.0512,21.3352,19.8311,20.9052,21.5067
;F5GUH0,24.1658,24.5072,23.6697,24.2302,23.0706,24.9485,25.6519,24.0355
;F5GUH0,18.9796,18.4124,21.3902,20.7015,24.4989,24.3886,24.4009,25.7436
lea-1;F5GUH5;H2FLK8;H2FLK9,18.5171,21.1316,19.7788,20.392,22.3971,21.7024,23.008,23.2716
lea-1;F5GUH5,24.7026,23.7067,22.6129,23.8248,24.7102,23.6755,24.8627,25.3188
lea-1;F5GUH5;H2FLK8;H2FLK9,19.7152,19.9118,17.7812,18.2245,23.3103,23.708,22.3517,22.6862
lea-1;F5GUH5,19.1642,21.0579,19.0703,19.428,26.8608,26.5936,26.7202,26.0229
lea-1;F5GUH5,23.8943,24.171,23.9042,24.0252,26.9483,24.938,24.9145,24.8782
lea-1;F5GUH5,18.6259,18.3051,21.0723,19.0431,21.0351,20.2858,21.4442,21.1238
lea-1;F5GUH5;H2FLK8,18.7506,20.7393,20.2374,18.1614,28.0274,23.7744,23.6518,23.4601
lea-1;F5GUH5;H2FLK8,19.2348,19.1243,20.9028,19.877,23.6029,25.8141,26.6963,25.9984
lea-1;F5GUH5,22.2501,23.3514,23.4734,22.6677,25.3681,21.7453,22.5474,24.1038
lea-1;F5GUH5;H2FLK8;H2FLK9,18.6415,20.6048,18.9005,18.9321,26.5153,25.2969,25.8824,25.8314
lea-1;F5GUH5;H2FLK8,24.0202,24.2891,24.2304,23.7033,24.3787,26.0296,26.4646,26.0389
lea-1;F5GUH5;H2FLK8,20.0296,19.3506,20.352,21.8211,23.1722,23.9112,24.355,23.9757
