geneName,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
"CELE_Y39A1A,21",10.6527,10.4638,10.6992,7.86698,14.5117,14.1148,13.8624,15.0471
dre-1,16.7971,16.1175,16.858,15.1961,18.8041,18.8026,15.9709,20.6601
gck-1,14.8571,14.8287,14.8672,15.2236,15.7454,13.3462,16.5441,17.5934
gly-7,13.9867,14.2007,14.251,14.5712,17.6391,17.7547,17.8132,17.9318
"CELE_F40A3,3;F40A3,3",18.3115,18.3569,18.4892,18.2786,19.9898,20.3698,19.8862,21.0196
"CELE_Y50D4B,4",13.0031,12.7598,13.2396,12.9808,12.8793,13.7637,13.5127,14.6463
cdf-1,10.698,10.8586,10.7126,10.8259,15.0753,14.3218,15.2003,15.1188
unc-34,15.0819,14.8671,14.7745,15.3677,18.6095,19.2727,18.5954,18.8462
tbh-1,16.6736,16.5867,16.3346,16.5949,17.546,17.7325,17.6712,19.3978
lev-11,21.2103,20.8595,21.0874,20.8664,23.9041,24.1488,23.792,23.8759
imp-3,12.9046,13.0004,13.0576,12.5168,14.2619,16.3201,15.9757,15.4478
prdx-2,21.1287,20.9678,21.3437,21.5406,22.1243,21.961,22.5156,22.2658
jhdm-1,14.0335,14.1637,13.4546,13.3101,14.17,14.0463,13.9909,14.4271
mrck-1,14.1914,12.9244,13.7289,13.7921,14.9463,15.0883,15.8627,15.26
nhr-86,10.471,10.8163,10.7526,10.6428,14.3783,14.425,13.8587,14.6482
aat-3,13.7738,14.022,14.1976,15.0863,14.4877,13.4276,14.8521,14.2447
"CELE_M02H5,8",16.5139,16.3679,16.3025,16.1643,18.3782,17.6726,17.7523,18.2971
"CELE_T08B1,1",15.0028,14.8971,15.1028,15.2087,17.1682,17.1618,18.0439,17.056
lipl-5,16.6334,12.451,12.7817,12.4426,17.4404,17.3251,17.2111,19.3081
fln-2,16.6979,16.9687,16.7577,17.2056,18.5361,18.3068,18.1672,18.5688
"C14C6,5",17.2245,17.3291,16.9134,16.9622,18.169,16.7952,18.1042,17.4029
"CELE_T08B1,1",10.6035,10.8302,10.7831,0,14.5177,13.3085,14.4646,15.1285
zig-11,12.0862,11.0736,13.7421,12.2774,16.8464,16.7332,17.3151,17.1802
ilys-5,12.065,13.6606,13.2594,12.0087,16.6843,17.1937,16.9247,17.7038
irg-3,15.9325,15.9699,15.4955,15.1808,16.6299,15.221,16.7599,15.2772
tns-1,15.7823,15.7919,15.6604,15.6684,17.6292,16.934,16.8778,18.0926
ubr-4,0,11.9561,10.7551,12.7516,14.8,15.1381,13.5592,15.8839
ccar-1,15.023,15.0496,14.7465,14.3862,16.2876,16.5611,15.7444,17.1838
ulp-2,14.4602,15.024,14.2957,14.8033,14.516,14.2873,13.9184,15.0274
"CELE_T23F4,2",14.5471,14.7748,14.0305,14.5973,16.228,15.9278,16.5846,16.8872
sago-1,14.1362,14.0414,13.6342,13.658,15.9689,15.7802,16.2823,16.1639
sago-2,10.6629,10.6147,10.7247,10.737,14.4562,14.4209,13.5713,15.1045
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.2659,13.5931,13.3036,14.1517,14.3337,14.3133,14.3359,14.5867
daf-4,14.4753,14.0473,14.51,13.5032,16.1254,17.9632,17.1751,16.2886
hpo-3,10.6859,10.7691,10.5642,10.6948,14.1363,13.1518,13.8659,13.9722
acs-22,13.6796,13.7942,13.5549,13.6508,14.3847,14.3445,13.9106,15.1405
tag-10,14.8294,14.9925,14.8679,15.2808,16.7774,16.7127,16.4418,17.2602
imb-2,13.8619,13.1635,13.9737,13.8219,16.5141,15.4188,16.4522,16.2065
brf-1,12.4864,12.8357,12.3836,12.6489,13.5358,13.4215,13.2232,14.8229
"CELE_W09B6,4",12.4148,11.579,12.7699,12.7387,14.8901,15.7108,16.5247,16.4126
irg-7,18.4573,18.483,17.9461,17.8792,19.3271,19.0947,19.2671,20.1542
"CELE_F27B10,1",14.1458,14.0031,14.2464,13.9139,14.3632,13.6236,14.3735,14.8436
"CELE_T22F3,3",10.5721,10.8726,10.7132,10.7171,14.4646,14.27,14.2207,14.8722
die-1,13.3717,13.4448,13.714,12.4583,14.4552,14.3986,13.9343,14.5848
dhs-11,16.7545,16.9089,14.8474,14.8397,14.5057,14.1558,14.4594,15.0856
tbc-14,14.6036,14.6016,14.5903,14.7006,16.0316,16.81,15.7661,15.8938
cyp-34a6,9.83085,9.20679,12.5598,14.2051,13.8158,13.5077,14.4739,14.054
fipp-1,15.3189,15.3967,15.1668,14.7277,15.9003,15.0766,15.7207,16.1953
unc-132,14.8667,14.488,14.7824,14.8884,16.7321,16.7146,16.8607,17.0371
cdh-4,13.652,14.7801,13.7688,14.6286,14.3364,14.0395,14.216,15.0928
ajm-1,12.9455,13.156,12.1875,11.4545,14.1897,13.9917,13.9553,15.072
"CELE_ZC412,3",18.597,18.6886,18.4328,18.5917,19.361,19.3437,19.3241,20.1146
farl-11,10.7302,11.9712,11.1118,10.5329,14.325,14.3164,14.4535,14.7686
let-711,14.6028,13.8219,14.4322,14.5107,16.6155,15.1614,16.2159,17.5791
"C40H1,7",13.5665,12.9184,14.514,14.3156,14.4782,14.1286,14.43,14.6104
spat-2,14.1855,14.3438,14.6448,14.1279,16.2014,16.6957,17.0625,17.522
aakg-1,13.2727,12.6293,13.4365,13.2746,15.5354,16.2973,16.397,17.2766
grl-23,12.011,8.21634,11.4746,10.7432,14.0845,14.3953,14.0122,14.7374
spat-2,12.862,13.6701,12.6267,12.5273,17.1363,16.0308,17.3242,18.1571
"CELE_Y55F3BR,6",13.5166,13.7825,12.9928,12.9953,14.2976,14.1019,14.2455,15.0564
vab-10,18.0784,18.1301,18.1264,18.1399,21.0819,20.3173,21.0967,21.7864
"eif-3,l;eif-3,L",16.5486,16.7697,16.9001,17.1028,17.3957,17.3569,17.3764,18.6601
"npp-25;npp-25;npp-25;Y37D8A,17",15.1151,14.8798,15.6263,15.6452,17.6128,16.3803,16.2,15.7966
cnt-1,13.211,12.924,13.2353,12.4004,14.4444,14.4314,14.475,14.9247
"C26G2,2",11.5342,10.4889,11.9452,11.6,14.3312,15.4872,15.4595,16.0877
"CELE_F43B10,1",14.458,14.8763,14.1917,12.8478,14.3564,14.2042,14.4094,15.0269
ubc-15,14.3409,13.5595,13.3431,14.4728,14.4648,14.4094,14.1878,13.6447
"CELE_Y55F3BR,10",14.1099,14.0166,12.2744,13.5986,14.2362,14.423,14.1566,15.1419
"CELE_Y38F2AR,12",13.5852,13.5163,13.611,13.5721,14.1664,13.6575,14.7004,14.2198
ttr-42,17.2967,17.275,17.1519,17.8419,17.8589,18.5957,19.0153,19.1432
"CELE_H29C22,1",16.1294,16.303,17.1634,17.2066,19.7232,19.0382,19.4349,19.5799
"CELE_F07G6,10",10.6033,10.7569,11.2922,10.2263,14.0299,13.6734,14.1505,14.6029
ttr-34,15.6434,15.1885,15.8131,15.2585,14.142,14.4011,14.2462,14.9528
"CELE_Y49E10,29",10.6375,10.6754,10.8052,10.819,14.3041,14.38,14.4774,14.8269
cnnm-1,13.2688,11.0677,13.256,13.951,16.0608,15.1779,15.6514,15.8142
col-138,16.7407,16.2367,16.8639,16.3327,18.6385,18.8246,19.4709,19.2545
oac-59,10.6554,10.5949,10.6706,10.649,14.2271,14.3903,14.249,14.3717
"C42C1,8",12.5064,12.1099,12.1582,13.5714,15.253,15.5304,15.5021,18.6603
"C42C1,11;AP-1",15.0463,15.5012,14.4777,14.7807,15.4008,15.534,15.8288,16.2848
rpl-34,17.8199,17.7072,18.3771,17.7162,17.3861,17.2681,16.3446,18.1643
erl-1,15.0312,15.2968,14.8251,15.5592,15.7318,15.4876,15.4696,16.0848
tag-335,13.673,13.8144,13.6703,13.9568,14.2674,13.8168,14.0557,14.0625
fbxa-6,10.4076,10.8169,10.6549,10.104,14.2727,14.1395,14.314,14.919
"CELE_cTel55X,1",14.3083,13.7551,15.3687,15.0028,14.4315,13.7603,14.3592,15.0578
"C44C10,9",15.4189,15.3607,15.1853,15.2345,16.9396,16.6029,16.3646,17.5186
"CELE_F14D7,12",16.0842,17.0168,14.782,17.064,14.4169,14.4439,13.7384,14.8879
"CELE_D1086,17",10.6674,10.7817,10.7875,10.6035,14.4628,14.4112,14.2741,14.84
"CELE_W06G6,15;CELE_Y70C5B,2",11.583,12.3026,11.9184,11.5538,14.3863,14.4106,14.1874,15.09
"CELE_Y71F9AR,4",13.6564,12.6287,13.1627,12.9211,14.3003,14.3656,14.1799,15.1433
"CELE_Y47G6A,33",15.1976,15.5841,15.0771,15.4751,14.0678,13.8568,14.8909,13.7311
"CELE_ZK813,7",17.0725,16.7068,17.7675,17.6655,19.9048,21.3434,20.9199,21.4929
"CELE_T28A11,2",17.5458,17.6282,17.4009,17.7909,19.7567,19.4839,19.8566,20.3092
guk-1,16.2231,16.0825,15.6822,16.6219,16.549,17.1327,17.1646,17.1503
"CELE_Y53C10A,6",10.4579,10.8296,10.703,10.8259,14.3978,14.3847,14.2994,13.8544
"CELE_Y48C3A,18",10.669,10.7581,10.6016,10.7127,14.4792,14.3649,14.0998,14.5937
"CELE_Y39B6A,3",12.1348,12.4092,12.3944,13.4929,13.9212,14.3806,14.4219,15.1674
dab-1,15.0153,14.9748,14.7424,15.0209,14.8271,14.2647,15.8807,15.1402
"CELE_F25H8,1",13.8318,14.0217,13.0876,13.3453,14.2443,14.3088,14.3442,14.1746
swsn-9,14.8845,15.2054,14.3167,14.9389,14.5044,13.1219,14.1506,14.9601
"CELE_ZC434,7",13.2935,13.5404,12.9317,13.1468,13.8976,14.4276,14.0451,15.0324
rad-50,8.83031,0,10.4373,10.7923,14.0474,14.4321,14.173,14.6315
"C25F9,11",16.5789,17.0016,17.0212,13.9087,17.6768,17.0138,15.8545,19.0372
sin-3,10.3304,10.5745,10.6549,11.4573,17.9372,18.0293,17.74,16.5773
hmp-1,15.6936,15.9511,15.6748,14.8951,16.2607,15.5756,15.7103,17.1084
dhs-3,16.9293,17.0178,16.9637,17.076,16.1222,17.1768,16.7072,17.5146
nra-2,14.8552,14.8643,14.7143,14.6075,15.692,16.2532,15.8641,17.5102
"CELE_Y37H2A,14",12.9878,15.3516,12.6733,12.9114,16.3432,17.7678,16.7697,16.901
"CELE_F27E5,7",14.202,14.3069,13.5915,13.7017,14.2618,14.3444,13.9971,14.8109
saps-1,13.7874,14.1373,13.8294,13.7102,14.0547,14.2941,16.4338,14.4957
"CELE_ZK809,8",10.6903,10.8089,10.6608,10.7692,14.2695,12.9083,14.119,13.8433
"CELE_D1081,7",12.4648,11.7234,12.4018,12.8106,14.3655,14.2836,14.2186,14.6125
aph-2,13.5112,13.799,12.6994,10.3873,14.4661,13.9806,14.3874,13.5701
"CELE_F15B9,10",15.9077,16.0068,15.2947,15.1342,16.8455,17.0401,17.0017,18.2177
"C27A7,5",14.0155,13.9183,13.725,13.1569,14.2037,14.2535,14.2594,15.0751
"CELE_F30A10,13",15.7141,16.0662,15.0562,15.0871,14.3055,14.4426,13.4924,14.4603
"CELE_F30A10,14",17.0158,17.3673,16.8701,16.965,18.5721,18.008,18.6024,18.7602
"C04H5,7",13.6585,12.0649,11.2556,14.3334,14.157,14.3245,14.4457,14.2892
"C13B4,1",13.2646,13.4733,12.9649,12.6609,13.3297,13.8143,14.4396,15.0292
"CELE_F02E9,10",14.0445,14.1022,13.5843,13.7877,15.6673,15.4918,15.6503,15.7946
"CELE_R13H4,2",17.4818,17.4529,17.5816,17.8936,14.1632,14.0152,13.9331,15.0071
"CELE_ZK228,4",15.1305,15.0214,14.6808,15.1463,13.784,13.6488,14.391,15.1275
"CELE_K02B7,3",16.7497,16.8204,17.4846,16.9009,18.5571,19.1433,18.726,18.8657
nuo-3,14.3175,15.3477,13.7404,13.8527,14.3211,14.2314,14.4559,15.1531
"C44E4,5",13.7961,13.7704,13.5072,14.2131,16.0339,16.004,15.7184,16.2394
"CELE_F49E2,2",15.7506,15.8411,15.3595,15.399,16.9516,15.8337,16.3127,16.9454
"T07A5,7",12.7322,13.4579,13.3737,12.5896,18.8922,18.1141,18.0676,19.6482
"CELE_T04F8,7",14.5507,14.1832,13.8707,14.2279,17.2409,16.9135,17.3461,16.6587
"gpb5;CELE_T23B12,8",10.6472,10.8665,10.5355,10.8043,14.5027,13.486,14.2612,14.8979
"CELE_F49D11,10",14.4928,14.4135,14.2292,13.837,15.1902,15.7259,15.1396,17.0037
oxy-5,18.3476,18.7038,18.2102,18.0355,14.114,14.1387,14.0786,14.9661
mrg-1,15.6184,15.6705,15.5293,15.9406,17.029,16.9183,17.5271,18.5742
obr-1,10.6889,10.8552,10.2627,10.8234,14.3501,14.2005,14.257,15.0693
igcm-3,14.7416,14.8516,14.7415,14.6944,14.5102,14.3944,14.3733,15.0574
unc-16,14.1091,12.8403,11.0675,14.4486,14.6116,14.9428,14.1768,16.0579
gpdh-2,17.7812,17.6901,17.8755,18.0597,18.779,19.1198,19.2772,20.1526
sly-1,14.5229,14.2945,14.5879,14.6917,14.2057,15.8866,15.4657,14.6305
"B0393,9",14.7314,15.2138,14.8086,14.6689,14.1744,14.2543,14.4518,14.6376
cisd-1,17.647,17.6395,17.611,18.0627,20.5226,19.4723,19.6272,20.8033
"CELE_F09E8,2",14.2334,14.427,14.5085,14.6907,16.4812,16.1217,16.1351,17.643
lsy-22,14.4334,14.4369,13.9191,13.8471,13.6636,14.0056,14.445,14.8512
"C24H11,5",11.4489,11.5484,12.4313,12.1009,14.5029,13.9383,14.1618,15.1105
"CELE_F10A3,17",15.0389,13.9185,14.444,15.3967,17.9344,18.8143,18.7017,17.803
pnc-1,15.6325,15.5807,14.5562,16.2841,15.9551,15.7123,15.8519,17.2375
"CELE_Y94H6A,12",11.7654,11.467,10.7426,12.1749,14.2524,14.4438,14.2535,14.7731
"CELE_F56C9,6",13.4377,13.4021,13.6719,13.9255,14.1626,14.2703,14.4654,15.083
"CELE_T28D9,4;T28D9,4",12.7624,11.2791,13.2922,14.559,15.784,15.996,15.898,14.9872
"C28G1,5",13.5785,13.6865,13.3766,13.1973,15.8712,15.2782,16.1312,16.3225
gpx-7,14.553,14.6866,14.5368,14.5027,17.2533,17.2247,17.6494,20.3028
"CELE_F41D9,2",14.5256,14.0338,14.6757,15.098,17.081,17.2559,16.4813,16.7586
"CELE_T04F8,8",10.6828,10.6729,10.6384,10.5856,13.5245,14.2877,14.3313,15.0935
"CELE_ZK856,16",14.9627,15.227,14.8815,14.7923,14.2785,14.1676,14.1121,14.2561
"CELE_F23B12,4",12.5011,13.6572,12.0769,11.9466,14.2737,13.491,14.0608,14.818
"CELE_K09A9,6",14.1828,14.235,13.8004,14.2985,14.4367,14.1244,14.2327,14.6101
"CELE_H14N18,4",12.7542,10.503,10.0652,11.2943,14.1973,14.4298,14.4162,14.9811
"CELE_T12B5,15",10.7187,10.8537,10.7561,10.7805,13.727,14.0866,13.7978,14.9127
"CELE_Y17G7B,20",12.5087,13.0675,12.3647,12.9599,14.5012,14.4252,14.1581,15.0482
"CELE_E01A2,1",12.7222,14.3368,12.7862,13.1676,13.8381,14.3663,14.458,15.1609
"CELE_T02H6,1",14.338,14.4176,14.0375,14.6654,15.4719,15.4694,14.3078,16.047
"CELE_Y37E3,11",14.9545,14.8815,14.4403,15.1634,17.6489,17.3456,16.8659,18.9839
"CELE_M03F8,3",12.6373,12.7728,13.2635,12.4136,16.0659,16.7486,16.4387,17.3221
"CELE_F55B12,10",17.7885,17.8613,17.4763,17.4445,13.7134,14.276,14.3275,14.9343
pptr-2,14.0889,14.3745,14.458,14.3413,15.6053,15.235,16.1117,17.0864
"maph-1,2",15.4855,15.2556,15.1664,16.2439,17.7639,17.7668,17.9786,17.9028
"CELE_K09G1,1",12.503,12.7928,12.5071,12.8549,15.4568,14.9218,15.7713,14.5128
"B0303,7",15.0195,13.7671,13.8992,13.5717,16.0238,16.6028,16.0195,18.1105
"C23H3,3",14.4125,14.8828,14.1226,14.9195,14.1985,14.3202,14.3127,14.9337
"C17C3,1",14.2697,14.9136,14.9156,14.7399,13.4423,13.9603,13.8516,14.132
glna-1,11.6903,11.8876,12.7151,11.2661,14.3541,13.9953,14.388,15.0647
"CELE_Y61A9LA,11",12.8768,13.579,12.4713,12.7239,14.3257,14.377,14.3595,15.081
"CELE_F41E6,5",12.3485,11.746,12.1374,12.811,14.2534,14.0422,13.6868,14.5821
"CELE_T25B2,2",13.9593,14.0549,12.1684,13.2026,17.3346,17.1986,16.5998,17.1168
trpp-1,14.1966,13.8102,13.0076,14.2076,14.3979,13.6496,14.3693,14.6734
tsp-10,11.9547,11.6915,11.2479,12.8032,14.0277,15.3214,15.1808,16.4819
ugt-26,17.0391,17.1149,17.2038,17.303,18.6183,18.3235,18.6116,19.9792
"C14H10,3",14.1944,14.0609,14.0414,14.4162,16.1249,16.643,15.5257,16.5495
"CELE_D1086,10",20.3058,20.4037,18.866,19.4016,18.0607,17.3709,18.6051,18.0486
poml-3,15.4793,15.8018,15.1769,15.7905,16.4037,16.7078,16.3703,17.7718
unc-57,16.3516,16.5352,16.1279,16.5634,17.4061,17.3289,17.2885,17.7031
szy-20,14.3462,13.377,13.5983,13.0394,18.0854,17.5341,15.731,19.0954
"CELE_T06E4,14",13.1811,11.9316,12.5748,11.4721,14.0772,14.4255,14.1114,14.8202
"CELE_F13G3,10",10.4874,10.4441,10.7908,10.8115,17.3659,17.0211,18.2661,18.4081
rmd-2,15.5387,15.5086,15.7668,15.7614,17.299,17.4412,17.5459,18.4901
smc-3,14.5495,14.7219,14.3965,14.9154,15.7577,16.0919,15.5637,16.6309
ntl-2,12.3602,13.7178,13.4293,13.6202,14.2249,13.8437,14.0575,14.7123
gcn-1,15.6725,15.6177,15.5372,15.9504,17.3856,17.6247,17.9469,17.8975
urm-1,17.4407,17.5451,17.3815,17.5188,16.6914,18.401,16.5479,17.4519
nono-1,15.8923,15.3204,15.4278,16.0133,17.5114,18.125,17.4754,18.319
atf-7,11.4206,11.4993,11.7524,11.3973,14.3131,13.3176,13.6268,15.0703
vps-26,14.4625,14.7184,14.5022,14.6179,15.718,15.7145,15.8663,15.7972
ndx-9,14.7556,14.7325,14.5485,14.2404,14.1909,14.3049,13.3116,14.5708
"C14F11,4",16.2462,16.342,15.6062,15.9984,18.1428,18.5035,17.6286,19.58
abts-1,15.6927,15.9798,15.6691,15.652,17.6418,17.0699,17.3032,18.5223
"CELE_ZK858,6",14.5591,15.0077,14.8258,14.6235,17.1198,17.0794,17.4683,18.0421
"C41G7,9",17.8841,17.4669,17.7681,19.2821,13.9498,14.2268,14.0189,15.0046
lin-10,13.7745,14.1221,13.4233,14.055,14.4045,14.4022,14.3909,15.0847
"CELE_M04C9,3",10.709,10.8037,6.92734,10.6387,14.3633,14.3881,13.8549,14.5373
"C31H5,6",12.0558,12.9468,11.6825,11.8066,14.2445,14.2562,14.4495,15.0169
"CELE_ZK355,8",17.4158,18.4069,17.5123,17.8091,15.3088,15.6173,15.5757,16.25
spds-1,14.5049,14.5959,14.745,14.5714,17.0095,17.1868,17.8677,17.3492
nxf-1,14.9664,15.4134,14.6032,15.0184,17.0811,17.0026,16.7816,18.4895
"CELE_F38A6,5",12.4255,12.5548,11.9758,12.4527,14.3949,14.7423,14.0391,15.1387
"CELE_T03D8,6",15.372,15.4768,14.5271,15.167,17.5422,16.1444,16.6842,17.5562
ret-1,16.1268,16.2368,16.4849,16.6183,18.2012,17.8516,17.4279,18.4945
"CELE_D1086,12",13.5078,13.7603,14.5446,14.2997,16.6449,17.4097,16.8427,16.9181
"CELE_F52C12,6",14.276,14.1875,14.4254,14.2524,16.4549,17.2858,16.6972,16.952
"CELE_Y40B1A,3",14.3052,14.3194,13.3099,13.5879,15.0618,15.8357,15.7531,16.7415
pals-37,16.987,16.0142,16.8703,17.0332,20.3267,19.3036,18.9664,20.6946
"CELE_F59A2,2",13.7479,13.8503,13.3662,13.8044,15.3469,15.7393,15.2466,15.4284
ptr-24,15.4383,14.7154,16.27,16.6496,14.4966,13.6176,14.4375,14.7197
"CELE_F11C1,5",13.2841,12.3973,12.564,12.7708,14.144,14.0507,14.3271,15.1306
"CELE_Y43F8B,1",18.3015,18.3566,18.6655,18.8722,20.0166,20.6057,20.0131,21.1529
sam-10,15.1308,15.1961,14.5891,14.389,14.0256,14.3147,13.9179,14.7053
dic-1,17.6041,17.4765,16.2057,17.9149,19.1238,19.7166,19.9244,17.6863
unc-68,13.1037,12.3606,12.8478,13.4831,11.7635,13.6008,13.7255,13.9306
"CELE_T05H10,4;T05H10,4",12.3184,12.5519,12.6867,12.5039,17.0989,17.6394,17.28,17.8137
"CELE_M05D6,5",15.7517,16.102,15.9636,15.5923,18.0157,18.2831,17.5571,18.7725
ctg-2,14.3852,14.9278,14.12,14.8157,16.4208,16.5752,16.059,17.3186
rpl-32,18.5002,18.6006,19.0452,19.0214,19.0005,15.8897,17.8319,19.3238
"CELE_F37H8,3",14.1631,14.2376,14.1067,14.6598,13.7752,13.9001,14.2915,15.0662
clec-146,16.185,15.6193,16.5377,15.7201,14.4808,14.4472,13.9742,14.9229
tnt-3,16.4191,16.4625,16.4014,16.574,15.7648,16.5235,16.7173,17.7323
mlt-11,12.1705,12.1054,11.7895,11.2612,14.3934,14.1151,14.1046,15.1334
hrpu-1,10.73,10.6201,10.7656,10.5225,14.4172,14.4459,13.7718,14.5391
kcc-2,13.4525,14.2051,13.2571,13.5816,18.7132,18.0455,17.6258,18.0507
ced-7,14.9484,14.9581,14.0322,14.1898,14.4935,14.4208,14.1742,14.7707
"CELE_F17C8,9",15.3054,15.4023,15.0142,15.1964,16.4681,16.7434,16.4556,16.5297
unc-119,10.6626,10.8183,11.5814,11.5281,14.3059,14.2818,13.7176,15.1412
mrpl-46,15.5308,15.5505,15.1067,15.163,18.0242,17.8594,17.9185,18.7318
"CELE_F40G9,5",12.6947,12.9318,12.9895,13.2311,14.0922,14.1999,14.4401,14.9353
"CELE_F40G9,17",13.7504,13.4185,14.8588,13.9028,16.6831,17.2658,16.8257,17.738
"CELE_Y54G11A,17",13.8892,14.3333,14.048,14.2276,14.1582,14.435,14.2659,15.1686
let-767,16.778,16.6699,16.997,17.0083,18.6648,19.2838,18.7666,20.1829
dnj-16,14.6364,14.3376,14.661,14.5521,16.4958,16.5218,16.3293,16.9035
cfim-2,15.2426,15.3696,15.1226,15.0972,15.6794,16.5148,15.6025,14.8555
magi-1,12.5842,14.7043,15.8981,13.5192,13.7275,14.2167,14.4729,14.4418
"CELE_F55D12,2",13.3068,13.6881,11.9003,12.7227,13.8854,14.1983,14.2085,14.9719
"C39B5,5",13.2922,14.1158,13.0246,14.2569,17.5991,16.894,17.4165,17.7695
"CELE_Y32H12A,2",13.5411,13.8763,13.3985,13.1953,14.0848,14.3043,14.3843,14.8564
smg-3,12.9336,13.8798,13.2852,13.8298,15.8907,15.2582,15.188,16.8551
"CELE_F56B3,4",17.2554,14.7601,15.7151,17.4288,13.9537,14.437,14.2124,15.0244
"CELE_Y34B4A,8",10.7131,10.7011,10.778,10.8017,13.7983,14.2026,14.4639,14.9044
csn-6,15.1266,15.3705,15.0733,15.1663,16.5592,15.8936,14.835,16.5917
marg-1,16.7406,16.756,16.8739,17.1931,18.3717,18.3677,18.5529,18.873
grsp-2,15.287,15.5176,15.2322,15.6404,17.9312,17.8045,17.8647,18.0515
"CELE_T28C6,7",14.8194,14.5247,14.3254,14.5078,17.6218,16.9991,17.7597,17.0401
"CELE_T20D3,3",13.7877,14.6278,13.5552,13.957,15.9489,16.4196,16.8092,16.5726
"CELE_R102,4;R102,4",14.6254,14.615,14.4959,14.978,18.1852,17.9407,18.7807,19.6979
sao-1,13.8086,14.0753,14.0226,14.81,17.2644,16.5865,16.3102,17.5104
"CELE_D1086,11",17.8208,18.0287,17.8304,18.019,19.8829,19.1746,19.7118,20.0325
sqrd-1,15.6033,15.5486,15.2246,15.3331,16.3249,16.6094,16.1014,16.8442
