geneName,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
aos-1,15.1704,14.967,15.6567,15.3512,18.1696,19.2318,17.6994,18.5738
pfd-1,16.7414,16.5328,16.8977,16.5814,18.0972,17.9353,18.1423,18.6065
"C08F8,2",14.585,14.9778,14.2189,14.6973,16.8222,14.6754,16.9858,15.8172
"C08F8,3",12.6781,14.0176,14.1294,14.2447,15.3428,14.9198,13.947,15.4073
vgln-1,17.5881,17.4718,17.8745,17.8199,19.1401,19.3878,19.3209,20.5287
ipp-5,14.5498,14.5907,14.0278,14.6771,16.3445,15.6683,15.7998,16.9501
hsp-25,17.9845,17.9672,17.9319,17.7001,19.0906,19.24,18.9887,21.2281
pak-1,12.9848,13.3372,11.9071,13.5246,14.4681,14.309,14.1052,14.9937
cks-1,13.9828,14.7276,15.8662,14.6112,15.5395,15.8275,15.2098,15.0964
npp-23,14.4756,14.7449,14.3899,14.6009,17.0915,17.028,17.1296,16.8194
nuo-1,15.377,15.1483,16.276,16.011,16.7848,15.8274,16.6695,18.762
nasp-1,15.8672,15.9467,16.0243,15.8033,17.2624,17.4952,17.6832,17.7336
"C10C5,2",13.7115,13.7961,16.0775,19.4145,19.8017,20.1607,21.256,20.9161
"C10C5,4",14.4186,15.119,14.9833,14.6452,16.7829,16.9473,16.888,20.2359
egal-1,13.3629,13.0905,12.956,13.4648,16.7312,15.7472,15.9958,16.5361
"C12D8,1",16.8197,16.7049,16.8688,17.1156,19.1003,19.4967,18.7677,19.6985
daf-36,11.9921,12.9914,11.8156,12.0331,14.4887,14.4181,14.2852,14.4914
akt-1,15.2668,15.2106,14.9404,15.0019,16.6303,16.9563,16.8778,15.9137
dohh-1,15.8354,16.1727,15.2541,15.6127,18.2988,17.6793,17.9525,18.0682
"wdr-5,1",15.0175,14.9269,14.6212,15.4899,16.1053,15.7934,16.1877,17.1596
"C14B1,8",12.8694,12.8988,12.1843,11.6785,14.3753,14.4051,14.0972,15.0242
pdi-1,17.9815,18.0649,18.0116,18.2469,19.278,19.3047,19.1242,19.3014
mma-1,13.4094,13.413,13.5251,13.9721,16.3018,14.8567,14.5013,16.7959
"C14F11,6",14.8937,14.9278,15.4258,15.8693,17.8086,14.4584,11.3994,16.0627
"got-2,2",17.6676,17.5019,17.8841,17.9565,19.5495,18.3933,18.7294,20.4478
"C15B12,1",10.5356,10.8524,10.6313,10.8082,13.9808,13.9362,14.272,14.5164
"C15C7,4",14.4244,14.8503,14.4747,14.8527,13.7806,14.4367,13.8616,14.2762
"C15C7,5",15.1917,15.6492,14.7466,14.8414,17.3429,16.653,17.1426,18.8037
gcc-1,10.6912,10.7498,10.6568,10.8071,14.2568,14.1926,13.8474,14.7746
"C15C7,7",10.6412,10.8599,10.7913,10.6531,14.443,14.3997,14.0854,14.6958
asp-10,14.5064,14.0182,14.0204,14.993,16.7508,17.1447,17.559,17.0747
"C15H9,4",14.0395,14.1337,15.1736,14.1619,17.4242,16.8166,16.7032,17.8149
flu-2,16.6371,16.6166,16.2546,16.5613,18.0148,18.1404,18.1757,18.5203
prx-3,12.7501,13.481,12.7858,12.1121,13.9648,14.3999,14.4467,14.8011
nnt-1,14.8276,14.8487,14.8708,14.8282,16.3692,15.8048,16.4097,17.0459
"C15H9,9",18.0875,18.1749,18.2441,18.0433,19.9522,21.0043,20.9919,20.3084
thoc-2,14.088,15.2558,13.9908,13.8635,13.8589,13.928,14.4502,15.0661
nfx-1,13.8867,12.7573,14.5325,15.3939,16.7234,17.236,17.2976,16.7236
"C16A3,6",13.2529,13.3351,12.225,13.5503,14.5581,13.0567,14.4342,14.1548
"C16A3,5",17.4286,17.4587,17.1231,17.7315,18.8841,17.5105,17.7291,18.4899
"C16A3,4",16.1927,16.3122,16.1408,16.4324,15.4363,14.1305,16.9632,15.561
let-716,14.7991,17.0696,14.3036,14.8644,15.4688,15.8707,17.6921,15.7903
oatr-1,18.5451,18.4328,18.3819,18.672,19.1345,18.8686,19.0014,19.7157
"C16E9,1",10.7373,10.8512,0,10.3201,13.8293,14.4194,14.2551,14.7884
dim-1,20.1606,19.9901,20.2904,20.4473,21.6042,21.819,21.6737,22.2238
"C18B2,3",16.3774,16.4767,16.5167,16.5672,14.1132,14.2353,12.7368,14.9104
"C18B2,4",15.5792,15.4827,15.6973,16.0476,14.3876,13.3798,14.0796,15.1373
"C18B2,5",16.8145,17.0298,16.4929,16.581,18.213,17.8101,17.6716,17.9324
ugt-48,12.7072,13.5462,12.8627,12.272,14.9166,14.646,15.1178,13.1614
"C18E9,9",15.5268,15.1963,14.2181,15.2371,13.8213,13.9575,14.2649,14.8426
tomm-40,17.3428,17.4137,16.923,17.3616,18.2833,17.8218,17.841,17.5018
"C18E9,5",15.1898,15.4953,14.9308,15.3785,17.3748,17.1258,17.547,18.2985
"C18E9,2",13.8132,13.5988,13.8865,14.2284,15.7538,16.422,15.6679,16.4303
"C18E9,4",16.3505,16.2904,16.735,16.7171,14.0734,16.8428,16.9064,15.3826
rpn-2,16.4033,16.3291,16.6983,17.0799,17.8996,18.3506,18.3904,18.215
twk-18,16.6007,16.6658,16.7885,16.8646,18.2409,18.4989,17.1687,17.423
"C24A3,1",13.345,13.8547,12.798,13.6177,14.9475,14.922,15.397,16.4402
cal-5,15.6786,16.1131,15.1916,16.3151,18.0775,18.0113,17.6262,18.2343
cht-3,16.0442,15.9409,16.6056,16.6288,20.498,21.068,19.9773,20.7222
"C25E10,8",17.1076,17.5388,17.0176,17.2172,16.2246,16.6956,17.0282,17.8071
swm-1,16.705,16.9098,16.8438,16.3549,17.7916,17.662,19.3319,18.69
"C25E10,10",13.5705,13.602,12.7993,13.4066,17.1136,16.4012,16.1387,16.6222
dpyd-1,16.4589,16.539,16.4764,16.6854,18.116,18.2302,18.053,18.453
smz-1,12.214,12.7577,12.4318,12.7472,14.3837,13.4465,14.3985,15.025
"C25H3,8",10.6808,10.6325,10.8058,10.7799,14.4888,13.9255,14.427,14.9806
"C25H3,3",14.3166,15.3355,16.0535,15.8379,17.2476,17.2134,16.5742,16.5654
dnc-4,12.6273,12.8983,12.3701,12.1466,13.9208,13.1437,14.4021,15.1076
elpc-4,13.5558,13.8526,12.9533,12.8422,14.0285,14.4285,14.3017,14.8638
"C26B9,5",16.5124,16.6442,16.3899,16.7522,18.7515,18.2449,17.5849,19.3386
"C26B9,3",10.7184,10.8107,10.8035,9.71149,14.1853,13.8544,14.3987,15.174
ran-3,16.9294,16.947,17.1327,16.8007,18.2003,18.9779,18.2313,18.7163
hel-1,17.8742,17.7927,17.7935,17.8327,18.8849,18.512,18.6091,18.91
ula-1,15.3211,15.3546,14.9913,15.1824,16.0042,15.4375,14.831,16.604
mmab-1,15.1685,15.2058,13.6713,14.1705,14.5614,14.7701,15.3445,15.3889
ntl-9,14.8585,14.9753,14.7977,15.1196,17.6559,17.132,16.1593,18.7478
hint-3,15.4803,15.556,14.8925,14.8403,16.8043,16.3848,17.1903,16.2555
rps-30,18.636,18.1181,18.0391,19.9965,20.8269,20.9176,20.4058,21.1423
"C26F1,3",13.9936,14.5245,13.6451,14.4313,14.311,14.1517,13.4356,14.7116
spr-2,16.8388,16.8165,16.7667,17.1133,19.2114,19.6148,19.4798,19.945
"C27B7,5",13.8385,14.5078,13.3239,13.8487,16.1376,16.2571,15.8267,16.8141
rap-1,15.5684,15.4723,15.642,15.3629,16.8958,17.1489,16.8219,16.5721
dpf-2,14.492,14.693,14.7481,15.0565,15.7254,16.7569,15.4742,17.1655
"C27F2,4",11.6272,12.5633,12.8792,13.121,15.8596,15.4224,15.3379,16.689
vps-22,14.1583,14.1004,14.0415,17.4189,16.0148,15.5011,17.7263,15.1452
fust-1,16.9606,17.2071,15.6924,16.7695,18.3233,18.5444,17.4688,18.5157
spp-10,17.5535,17.6871,17.6558,17.7533,18.1494,17.6584,18.3707,19.5617
"C29F5,1",14.6868,14.3721,14.8396,15.1357,14.6039,14.2597,16.1609,17.1874
"C29H12,2",17.1805,17.2123,17.1884,17.3391,18.1385,19.1251,18.2748,18.7325
"C30B5,4",10.6518,10.8342,10.4557,10.7631,14.2993,14.1478,14.3287,15.1328
hil-1,16.6023,16.5234,16.2828,16.6977,16.4041,16.9146,15.4288,17.283
"C33A12,3",13.8162,14.3901,13.4957,14.184,15.2708,14.3214,15.0868,15.0338
"C33A12,4",14.4463,14.4818,13.6858,13.2967,17.6847,16.4394,17.254,17.5897
"C33A12,1",17.819,17.6499,18.0162,18.2691,19.2003,19.4948,19.192,20.134
ugt-21,13.0028,12.8984,12.9713,13.2903,14.4834,14.2762,14.2091,14.9701
"C33F10,12;CELE_T05F1,8",12.7846,12.0883,11.0221,11.8936,14.3959,14.4003,14.1257,14.6917
"C33G8,4",14.4254,13.6039,12.6783,13.0449,14.3209,14.2228,14.3194,14.7291
sec-10,15.2128,15.3139,15.4304,15.6188,15.269,15.0644,16.2437,15.3291
tag-322,14.3931,13.9242,13.1912,14.4978,16.3835,14.5187,15.0468,16.8842
rsp-6,17.0674,16.7628,17.2743,17.7164,18.3074,18.3187,18.7184,19.8527
"C34C12,8",15.9486,16.021,15.802,16.459,17.1892,17.6793,17.7984,17.7671
"C34C6,4",12.9059,13.196,12.2654,13.8722,14.4323,14.3629,13.9568,14.3845
grsp-3,15.2882,15.0601,15.2901,15.3318,17.5232,17.8478,16.859,18.9707
cyn-12,15.2642,15.5987,15.1064,15.2781,16.7814,16.1188,16.4984,16.9822
mutd-1,14.0043,14.0413,14.104,14.8513,21.1114,19.2481,20.6746,21.0842
"C34D4,4",14.0781,14.427,13.7768,13.3861,13.6925,14.2497,14.3603,14.4117
rsd-3,14.4246,14.6392,13.4086,14.0533,15.6393,14.378,14.9579,16.4287
"C34F11,5",15.309,15.5896,15.672,15.8943,16.7683,16.6344,17.6424,18.2952
ugt-33,10.721,10.8469,9.98644,10.7316,14.4126,13.8277,14.3551,15.0076
"C35A5,8",15.6409,15.7896,15.465,15.6059,17.8361,17.3898,17.2609,16.7832
"C35D10,6",15.862,15.7291,15.5702,15.5933,17.708,16.3793,17.5346,17.3801
"C35D10,10",13.7535,13.1239,13.7794,13.8715,14.3112,14.1758,13.9194,14.5799
"C35D10,5",14.0802,13.9221,13.5834,13.5115,14.3891,14.2495,13.4028,14.3235
coq-8,13.6197,13.5292,14.2628,13.7077,16.7924,16.5168,16.2739,18.2607
"C35D10,13",15.1783,15.3254,14.9374,15.1471,16.907,17.0589,17.1367,17.5633
"C36A4,4",14.8524,14.8868,15.0507,15.0598,16.8621,16.7546,16.5954,18.2057
"maph-1,3",15.8832,15.9108,15.6626,15.9727,18.0693,18.0162,17.9,19.1196
acs-19,13.8655,13.6853,13.7149,14.2783,14.4738,14.5091,14.4829,14.748
flp-9,13.3946,13.1919,12.1627,13.5756,14.0383,13.936,14.4291,14.5323
mel-28,13.8101,13.8257,14.1144,14.3075,15.6986,15.5615,15.9474,15.2393
"C38H2,2",12.7387,12.3456,13.0672,12.9427,13.5301,13.8066,14.0905,14.4917
"C39D10,7",18.8203,18.7857,18.742,18.7248,19.8759,19.3809,20.4718,20.4109
"C39E9,8",18.271,18.0842,18.4271,18.5069,17.6548,17.2312,17.3525,19.1191
"C39E9,12",14.5336,14.1037,14.5927,14.9635,13.5088,14.1748,14.0724,15.09
rfc-3,15.0425,14.108,14.3303,14.9056,14.4041,14.4321,14.1633,14.8064
"C39H7,4",16.039,16.3597,15.7833,16.0276,17.383,16.9787,16.4919,18.1294
rpc-1,13.1422,15.3479,12.2391,0,13.6634,13.9684,12.452,15.0708
"C42D4,1",18.8517,18.8547,19.3088,19.2971,21.7881,21.9265,21.6525,22.3007
"C43H6,3",15.4559,15.732,15.5118,15.5678,14.1215,14.1415,14.3881,14.8858
"C44B7,5",18.2275,17.982,18.7217,18.7398,20.4221,20.8278,21.0291,20.1505
"C44B7,7",13.892,13.8236,14.1979,13.6365,16.967,17.0024,16.4674,17.3522
pmp-1,13.6027,13.2917,14.8751,14.5591,16.1846,14.3061,14.0815,15.5414
pmp-2,13.9115,13.9502,13.7855,13.8531,14.2469,12.3263,14.4016,13.9173
acer-1,18.5829,18.1413,19.2214,18.8556,18.9533,18.6569,18.9517,19.7092
"C44B7,11",13.8785,13.7085,13.2705,14.0331,13.9567,14.331,14.1823,13.6723
chil-10,14.0786,14.2549,14.2273,14.1762,15.5198,15.7078,15.8968,16.9961
"C44E12,1",13.5814,13.3853,13.1262,13.2293,14.1885,14.4297,14.0646,14.8432
lec-4,18.3646,18.4601,18.2034,18.3609,18.9053,18.4471,18.8906,19.2731
dhs-18,13.7199,14.8188,13.902,13.7551,12.6247,13.9535,14.0503,14.489
"C45E5,1",13.0353,13.0407,14.0067,12.9894,14.5146,13.9964,14.1017,14.6565
"C46A5,6",12.1228,11.7258,11.3351,11.5474,14.359,14.2811,13.902,14.8665
"C46C2,2",15.5954,15.6073,15.3907,15.6995,19.0116,17.2536,17.399,19.604
acs-17,15.6778,15.7898,15.8959,16.0803,16.4683,16.2001,16.3935,16.9365
"C47D12,2",11.752,11.949,12.281,11.8889,13.3054,14.1579,13.5465,14.5879
nep-1,14.7237,14.8229,14.0524,14.6885,16.3349,15.5349,15.8186,16.6817
"C47E12,7",14.4627,14.059,14.3921,14.7336,12.9709,14.1277,13.3156,15.1456
dhp-2,15.7578,15.3828,15.6233,15.9437,16.8092,16.3628,15.9513,16.9897
srs-2,17.3549,17.3292,16.9375,16.92,18.9805,19.2991,19.356,19.3106
pyp-1,19.1196,19.1722,19.069,19.3016,21.0109,20.9204,20.9907,21.7726
unc-112,16.7272,16.7736,16.3144,16.6806,17.2951,17.2765,17.3518,18.472
daf-21,18.8851,18.7793,18.6185,18.9128,20.3192,20.2878,20.1611,20.6807
"C47E8,4",13.3568,14.5308,12.858,11.7246,14.8212,14.6538,14.5298,15.2784
pitr-1,13.2254,12.1028,13.7758,13.2671,14.5079,15.3809,15.2906,15.3405
"C49C8,5",15.706,15.6281,14.9985,15.5959,17.7211,17.1566,16.7199,18.4212
"C49F8,3",16.622,16.8746,16.3486,16.2823,14.1598,14.4138,13.7938,15.118
"C50F4,1",14.6449,13.674,13.9925,15.1116,16.2261,16.3072,15.8864,17.012
"C50F4,6",14.4627,15.2914,14.6517,13.787,13.8167,14.3179,13.9743,15.1174
klo-1,15.5473,15.7648,15.9479,15.8405,16.0218,16.4023,16.3671,18.6198
"C52E12,1",14.1719,14.6332,14.0711,14.3097,16.7425,17.2323,16.2708,16.5408
snr-4,16.0243,15.8422,16.0515,16.5459,18.9374,18.952,19.2115,18.9191
rpt-1,16.9387,16.9643,16.6867,16.9557,18.2596,18.3962,18.1514,18.7755
"C52E4,5",14.2898,14.2385,14.1266,14.4236,15.9634,16.1556,15.9733,16.3997
col-119,15.3085,14.8041,16.1849,14.9978,17.296,17.9723,18.5249,19.0201
bre-1,15.6503,15.4589,15.7545,15.7998,16.7398,16.1067,17.006,17.8134
asg-2,19.384,19.2953,19.5637,19.4887,21.0966,21.4749,20.4501,22.0035
"C53B7,2",16.0672,16.1075,16.0005,16.0891,14.3843,13.6706,13.9958,14.4691
rig-3,14.0328,14.3215,13.8924,14.1514,13.9212,14.1403,14.8337,15.3643
"C53D6,7",14.0398,14.0399,12.9063,13.9864,15.9091,16.4857,17.2672,16.7154
ben-1,17.8544,17.7406,17.8107,17.9669,14.9592,13.8903,18.6124,16.5135
alh-10,14.4259,14.7585,14.0185,14.37,14.7673,14.8766,14.4094,17.5379
lam-2,16.3337,16.3869,16.1346,16.3442,18.3076,18.1531,18.0534,18.3383
rskn-2,14.1556,13.4494,14.1388,13.8502,15.6885,15.8314,15.7446,15.5233
dod-18,14.8653,14.7273,14.6713,15.2124,15.4375,15.0479,16.1145,18.4054
cyc-1,17.6053,17.7025,17.4467,17.5687,18.6916,18.3356,19.0788,19.1027
"C54G4,9",10.5651,10.7516,10.7679,10.6777,14.3629,13.8486,14.029,15.1451
sft-4,16.1113,15.9335,16.1095,16.4814,17.3835,17.0745,17.3665,18.4812
"C56A3,5",15.379,14.9702,15.1935,15.5947,15.4261,16.0341,15.7781,16.5983
icd-1,19.135,19.3676,19.6521,19.304,20.489,21.3936,21.087,21.2714
"vps-32,1",16.6337,16.7976,16.6009,16.6099,18.423,17.829,18.0531,18.3804
aipr-1,10.6784,10.7694,10.222,10.3563,14.443,14.2307,13.3993,14.9276
cgp-1,15.65,15.6777,15.9025,16.1621,14.3556,14.1764,14.0021,14.9742
cebp-1,14.5189,15.2366,14.0741,13.8501,14.1657,13.4177,14.1739,15.1451
"CELE_D1005,2",10.3614,10.6794,10.7219,10.8202,13.7881,14.0604,14.3744,14.9959
snap-1,16.0804,16.1119,15.8938,16.2462,17.9044,17.9558,17.4678,18.7383
"CELE_D1022,4",15.3102,15.1535,15.1459,15.9369,14.7604,15.3104,14.9524,15.8523
gst-42,16.479,16.868,16.4822,16.5634,17.0629,17.3077,17.6892,18.5395
"CELE_D1054,10",20.3007,20.2456,20.2832,20.5648,21.2831,20.7793,20.9343,21.0598
"CELE_D1054,8",14.7852,14.0593,13.7787,14.326,14.3964,13.8239,14.4791,14.191
ule-3,19.2385,19.1238,19.405,19.2419,22.8272,22.2543,21.9948,24.1317
"CELE_D1054,3",14.7595,14.6022,14.3711,15.0908,15.9593,15.896,16.096,16.7539
wdfy-2,14.7682,14.8581,14.5639,15.4214,15.057,15.6735,15.4656,15.4802
eat-3,14.9115,15.0477,15.0081,15.0583,16.0498,16.2258,16.7903,17.434
"CELE_D2013,6",16.5908,16.7039,16.2834,16.502,14.381,14.4328,13.9319,15.1381
"eif-3,F",16.1256,15.5704,15.4447,15.4585,17.2865,16.9042,16.7268,17.0043
gstk-2,15.2142,14.854,14.9153,15.2123,15.2971,14.993,15.0237,15.319
"CELE_D2045,2",13.5589,13.2875,13.4704,13.3553,15.1399,15.0148,16.6563,16.1496
"CELE_D2045,8",10.6216,10.778,10.6297,10.8224,14.2622,14.4307,14.3102,14.9217
pyr-1,15.5168,15.5276,15.427,15.2983,16.9558,16.5618,16.6433,16.8846
eif-2bepsilon,14.1886,14.5559,14.359,14.52,14.3156,14.3573,14.4723,14.3334
aagr-1,14.9343,14.9564,15.0935,15.2426,16.8109,18.6683,16.8899,16.2319
nap-1,19.0319,18.9339,19.0461,18.8218,20.1066,20.6201,20.0761,21.0732
dhc-1,15.394,15.5365,15.1548,15.636,16.5842,16.4797,16.6447,16.7817
"CELE_E02C12,6",13.2777,12.4717,13.4183,12.639,14.4873,14.168,13.7568,13.9512
mrp-3,13.337,13.6496,13.9532,14.3082,14.0896,14.2679,13.8667,15.0261
"E04D5,1",15.8161,15.7118,15.8963,15.7797,17.4663,17.9007,17.9256,18.3373
"CELE_E04F6,4",15.1325,15.6389,14.1624,14.7255,15.6947,15.325,15.3874,16.2667
acdh-12,16.8985,16.9168,16.903,17.0264,17.6996,17.6223,17.3473,17.8869
maoc-1,15.4413,15.4928,14.8922,15.0118,15.1029,16.0317,15.2488,15.2949
"CELE_E04F6,6",13.4475,13.729,12.8397,12.7611,14.2356,14.0832,14.0146,14.8462
"CELE_E04F6,8",18.5333,18.5349,18.2428,18.5815,19.7722,19.7019,19.5133,21.2289
"CELE_E04F6,9",19.639,19.4528,19.999,20.1123,18.0415,18.1341,18.7097,19.0477
pho-1,13.3163,14.2624,12.9537,13.4748,13.6502,14.6677,14.5575,14.6283
dpf-4,16.11,16.198,16.104,16.4196,17.1743,16.993,16.8108,17.4085
dnpp-1,17.7745,17.724,17.6811,17.9252,20.8129,19.9314,20.8733,21.1089
rabn-5,13.9733,14.904,14.9174,13.8552,13.6706,14.258,14.3002,14.9799
"CELE_F01F1,2",14.707,14.6129,14.5616,15.0067,17.0606,17.7453,17.4541,18.4321
eat-17,13.3135,14.1495,12.3787,13.264,14.9906,15.8611,17.0766,17.3778
ard-1,18.6514,18.5568,18.9548,19.1206,18.8901,18.6773,18.9449,20.2204
skih-2,12.6204,13.0317,12.1581,13.8307,14.1848,14.0965,14.2894,14.9487
"CELE_F02C12,1",13.3356,12.2522,13.31,11.9547,14.3119,13.846,13.969,15.1488
aps-2,14.2047,14.0585,13.8409,13.1529,14.261,14.3672,14.1771,14.6207
asb-2,18.2026,18.2982,18.3928,18.3806,18.9798,18.9967,19.5076,20.5212
ncam-1,13.7903,13.4467,13.7531,14.2418,16.3733,15.823,16.2274,16.9282
gfat-1,12.8995,13.5273,13.1677,13.6633,15.0184,15.4995,16.2427,16.9601
npp-5,14.5178,14.3663,14.0675,14.1622,16.2456,15.9143,15.8365,16.5261
"CELE_F07A11,4",13.3543,14.3344,13.5288,13.4596,14.4747,14.3674,13.3334,15.0316
"CELE_F07A11,5",15.321,15.1455,15.5409,15.4772,14.0364,12.7903,12.7404,14.4235
"CELE_F07A5,2",10.7039,9.94656,10.7769,10.8186,15.3076,14.9101,15.3071,15.7839
"CELE_F07C3,2",16.1849,16.6039,16.2996,16.4331,14.3239,14.1128,14.3435,14.42
"rpl-11,2",17.5494,17.5786,16.7072,16.276,14.1397,14.0477,14.2771,14.3545
sgn-1,12.7426,12.9756,12.776,13.0213,14.2928,14.0191,14.4052,15.0685
prx-12,16.999,16.9258,16.293,16.933,14.0649,14.1229,13.9733,15.0611
"F08B12,4",21.2539,21.1269,21.185,21.1031,22.951,21.6063,22.9227,22.6428
sto-1,17.681,17.7089,17.7989,17.7691,18.0343,17.9228,18.3215,18.0026
apy-1,14.2841,13.9375,14.8906,14.6017,15.4166,17.7571,15.4927,16.9377
unc-98,14.3687,14.2006,13.2973,13.2242,16.4087,15.9407,14.6776,16.804
numr-2,17.4219,17.6376,17.3334,17.5718,14.2313,13.5385,13.8735,15.1221
"CELE_F08G12,2",14.2297,14.592,14.6184,14.3378,13.4382,13.7573,13.9587,15.0884
irg-4,16.1944,16.1107,16.0938,13.7641,14.4566,14.2187,14.4948,14.6314
clec-57,13.82,14.1633,13.8066,14.2126,14.5073,14.2115,13.8881,15.1534
clec-56,16.5664,16.7749,15.3587,16.2039,12.5853,14.3902,14.393,14.3596
unc-115,15.6931,15.6822,15.6201,16.0733,16.9796,17.0715,17.0833,17.2218
dhs-25,15.2605,15.2282,14.8044,15.3896,15.6337,14.9574,15.7086,15.5738
toca-1,14.0598,13.8917,13.5892,14.4683,14.5961,15.254,14.6882,15.9897
"CELE_F09E5,7",16.057,15.9368,15.978,16.305,17.0127,16.3837,17.7653,15.1969
sec-6,14.0993,14.4119,13.4687,13.6854,14.5147,14.1516,14.4213,15.1005
"F09E5,3",16.0483,15.9081,16.0557,16.3771,16.8899,16.7814,17.2228,18.5843
algn-2,13.2987,13.2824,13.0914,13.4802,15.1539,14.5298,12.3661,14.6289
pkc-3,13.2459,12.2759,13.3532,13.7544,12.9185,14.1427,12.93,14.6905
"CELE_F09F7,6",15.2729,16.329,14.956,15.993,14.9204,15.2759,15.7592,15.7106
hach-1,14.6925,14.7153,14.8539,14.6727,16.4955,16.3008,16.3823,17.5599
ifb-1,20.2113,20.0314,20.3704,20.4078,22.3163,22.2367,22.1317,22.3739
"CELE_F10C5,2",12.9748,13.011,12.7391,12.2338,15.2698,14.6653,14.6063,16.5849
"F10D7,3",15.3159,15.5699,15.7377,15.6158,20.8651,21.5531,20.104,21.5388
"CELE_F10E7,5",15.7969,15.7623,15.9008,16.0024,18.0058,17.858,17.0269,18.0633
"CELE_F10E7,6",13.5114,13.5451,13.4574,14.0895,14.1947,14.2686,14.3531,15.0598
spon-1,12.992,13.2313,12.8429,13.0394,15.6313,15.2799,15.7065,16.6106
"F10F2,2",15.5514,15.3831,16.1275,15.9862,16.4589,17.3311,16.8316,18.2727
sel-2,13.0226,13.2304,13.2363,14.139,14.3218,13.7039,14.981,14.9424
rpn-5,18.9444,16.3721,16.6218,16.4568,17.896,18.0157,18.0663,18.7558
asf-1,15.1779,15.236,15.1768,15.3078,17.5253,17.5899,16.9799,18.763
tsn-1,17.7396,17.6719,17.8808,17.9874,17.8858,18.0011,18.4092,18.6461
tag-151,14.3308,14.3226,14.3231,15.0465,16.5815,16.8042,16.9918,16.8671
repo-1,15.2163,16.3812,15.0062,14.1594,17.4456,16.9451,17.7533,16.1359
mon-2,10.9339,11.8594,11.5381,10.7017,12.372,11.9934,12.17,14.7699
acs-14,15.6774,15.3409,15.8069,15.9725,16.425,17.3724,17.1838,16.9487
haao-1,15.3452,15.3355,15.5212,15.857,18.3427,18.3104,18.1446,19.4479
rfl-1,15.2051,15.0243,15.0678,15.1173,14.3599,14.444,14.256,14.6786
"F12F6,7",14.3111,14.6834,14.7637,14.3013,15.7285,17.4378,15.1502,15.2813
"sec-24,1",15.2196,15.1774,15.0344,15.3937,15.716,15.6805,15.8021,16.1471
"F13B12,4",17.4762,18.0236,17.6347,17.0639,14.4861,13.5327,14.4176,14.5808
iws-1,17.1999,16.2138,17.157,20.525,14.4623,14.4159,14.1934,14.9813
"CELE_F13D11,3",12.0059,12.0573,12.3849,12.7589,14.3742,14.2246,14.1948,15.0899
acp-5,14.8094,14.5344,14.684,14.6878,16.6797,16.2163,15.3191,17.3665
"CELE_F13D12,5",14.0599,14.2954,13.5111,13.3212,17.2442,15.8668,16.9406,16.7291
"CELE_F13E6,5",12.8385,12.2463,12.5829,12.5069,14.061,14.4288,14.3234,14.7154
yap-1,14.25,14.399,13.6598,13.8309,14.4482,14.1151,14.2685,15.0438
dylt-1,15.0876,15.1161,15.5264,15.0914,17.059,22.6438,21.7136,21.8892
ttx-7,17.6293,17.5022,17.6267,17.845,18.0129,17.5965,18.2493,18.7419
mogs-1,13.8664,15.9088,13.5008,18.8801,14.8298,16.0041,15.8369,15.9328
"CELE_F13H8,3",13.9972,14.0683,14.0864,14.6361,15.7262,15.7638,15.9963,15.8776
"CELE_F13H8,2",13.8073,13.8709,13.9175,14.212,14.2436,14.1237,13.9498,14.3824
upb-1,17.3692,17.7287,17.7259,17.615,17.7012,17.4361,17.9153,18.5507
pes-23,14.0111,14.0982,13.4755,13.6837,15.8949,15.6023,15.4638,16.0893
sid-5,15.352,15.5402,14.9772,15.9445,18.5971,18.0181,18.3996,20.0685
"CELE_F14D7,7;CELE_F14D7,10",14.5,14.6557,17.7304,14.2894,14.4172,13.7971,14.3268,15.0858
"F14E5,2",15.4352,16.0311,16.2673,16.4607,18.2947,18.5325,18.6641,19.6261
mboa-7,14.4736,15.2233,13.371,14.6454,14.4976,13.1471,14.3163,14.7659
far-3,16.9192,16.4025,17.2076,16.9161,18.3352,18.9308,18.5618,18.3986
far-5,12.7918,12.9868,13.3757,13.5417,13.3967,14.8476,13.8241,13.5616
rsd-6,12.9688,12.692,12.7969,13.073,13.761,14.3002,14.3727,14.8823
col-153,16.3708,16.2267,15.9508,16.6287,14.1934,14.3548,14.1859,15.0305
"CELE_F17C11,7",16.7232,16.7866,15.6257,17.121,13.623,14.448,14.3294,14.9738
vps-36,14.4698,13.9287,13.6297,13.7591,16.4436,16.4366,16.8158,16.0923
"CELE_F17C8,3",12.5939,12.4922,11.9558,11.6875,16.2573,15.6817,15.4345,17.2661
"CELE_F17H10,2",15.4242,15.1252,15.646,15.7768,17.577,16.9275,17.1862,16.8979
"CELE_F18A1,7",13.9045,14.5507,13.7862,13.904,15.5913,15.0018,14.7593,15.7852
rpa-1,16.3729,16.174,15.9856,16.1355,17.5443,17.1454,17.4652,17.6709
utp-20,15.7424,16.6062,15.401,16.8954,13.8487,14.1227,14.4348,14.6518
abcf-1,18.8533,18.9063,19.2886,19.1864,20.2543,20.3103,20.2962,20.48
scc-3,12.4905,14.021,13.3923,14.0439,15.9062,16.8609,16.8959,15.5301
ddo-2,12.9512,13.1302,14.7295,14.6721,15.3792,14.7086,15.5435,15.7048
