geneName,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04
"CELE_D1069,3",11.9118,12.1038,12.8008,12.5522,10.3262,12.131,7.60835,10.4998
lin-23,13.1779,13.241,12.8194,13.2696,16.7725,16.4028,16.1503,16.3081
"CELE_Y50D4B,1",13.1414,13.1551,12.9483,13.5493,14.6389,14.1407,15.2596,15.4452
"CELE_Y39A1A,21",10.8572,9.59846,10.5046,10.6183,11.3144,12.1267,12.0295,10.6682
dre-1,17.5411,16.747,16.9177,17.0942,16.4058,17.7578,17.2062,16
gck-1,14.3503,14.2965,14.0295,14.1474,15.0427,14.7422,14.8521,14.9281
gly-7,15.2911,13.9644,14.1441,13.7363,13.2416,13.7346,13.7728,14.3512
"CELE_F40A3,3;F40A3,3",18.5411,18.4763,18.5505,18.2987,17.7456,17.9368,17.8551,17.4634
"CELE_Y50D4B,4",14.9002,14.9816,14.9892,14.9089,14.9787,15.6712,15.6459,15.6076
cdf-1,10.9376,10.6472,10.7921,10.746,10.5696,10.3252,10.3024,10.6677
unc-34,16.7764,16.3451,13.3088,15.1487,13.8518,14.466,14.6832,13.4427
tbh-1,15.3663,15.3492,15.5883,15.0892,14.5926,15.0296,14.5775,14.9913
lev-11,21.7474,22.1143,22.0065,21.4276,21.1675,21.4134,20.9223,20.7806
imp-3,13.3818,13.1706,12.9138,13.224,12.6899,13.082,12.4051,13.601
prdx-2,21.9418,21.7497,21.7763,21.7001,20.8942,21.3648,21.233,21.3462
jhdm-1,14.5113,14.5323,14.7196,14.1443,13.7639,13.4889,13.5012,13.6998
mrck-1,13.0162,11.8051,12.8231,12.0398,12.765,13.044,13.4002,13.11
nhr-86,11.6752,10.9989,11.4704,11.1694,12.1407,12.7157,12.5374,11.5439
aat-3,13.6455,13.2998,12.6054,12.8474,12.9043,13.3256,12.9065,13.1466
"CELE_M02H5,8",18.0799,17.9544,17.8609,17.9541,18.1582,18.0209,17.6519,17.7006
"CELE_T08B1,1",14.2979,14.5233,14.602,14.4496,15.6044,15.5163,15.4616,15.5904
lipl-5,13.2047,13.1923,13.5453,12.7198,14.0593,14.0521,14.0562,13.4379
fln-2,16.3382,16.225,16.1405,15.8562,15.7683,15.5146,15.573,15.6207
"C14C6,5",14.6652,14.5774,14.5304,14.5023,13.3778,12.4916,14.7746,12.5963
"CELE_T08B1,1",10.9633,10.7178,10.801,10.7331,10.6738,10.3378,10.406,10.3975
zig-11,13.1376,12.9935,13.2651,12.7266,11.4791,11.9132,11.7059,11.4122
ilys-5,14.6293,13.7522,14.0625,13.9497,16.3559,16.2442,16.7785,16.5289
irg-3,12.9895,13.6276,13.4423,13.8067,12.0239,13.6031,14.0724,13.2157
tns-1,15.3917,15.3103,15.3597,15.1448,15.3103,15.0886,14.9067,15.0705
ubr-4,12.9748,12.0796,11.9757,12.4436,12.175,13.4889,12.5708,12.6153
ccar-1,15.1967,14.7468,14.4661,15.0081,15.1376,15.0373,15.1087,15.0186
ulp-2,13.0999,13.0408,13.1241,12.4987,14.6588,13.6319,13.6467,14.3612
"CELE_T23F4,2",14.0388,12.8363,13.8535,13.3663,13.3763,12.8645,13.2779,12.2445
sago-1,13.6706,13.845,13.8241,15.3813,13.6895,13.542,13,13.434
sago-2,12.7837,12.9861,13.3497,13.2385,14.5988,14.3745,14.9379,12.6879
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",13.075,11.9628,11.6702,11.7729,13.6059,13.0851,13.4806,12.171
daf-4,14.1946,13.8292,14.0122,13.5697,14.3909,13.1758,13.5505,13.6891
hpo-3,10.9269,10.6138,10.7563,10.5418,11.1086,11.7108,11.3353,11.1251
acs-22,14.9708,15.4404,14.7526,14.8316,14.7618,14.6566,14.8523,14.5628
tag-10,15.7694,15.8648,15.5982,15.5687,15.3004,15.4845,15.367,16.1844
imb-2,13.2929,13.1286,13.3316,13.5981,14.1157,14.0364,13.76,14.1524
brf-1,12.7211,11.6758,12.478,12.8654,12.86,10.1685,12.0832,12.4267
"CELE_W09B6,4",13.5935,13.3194,13.3481,12.9404,12.7675,13.888,13.6697,13.2255
irg-7,18.0058,17.6724,17.7368,17.5448,17.7776,17.5662,17.9636,17.7546
"CELE_F27B10,1",12.2768,12.5617,12.0353,11.7352,13.8266,4.00029,13.1449,13.4906
"CELE_T22F3,3",13.3505,12.5887,12.4551,11.8211,10.6188,9.99572,10.4122,10.5953
die-1,14.5519,14.54,14.5911,15.048,10.2499,12.8387,12.2804,12.0761
dhs-11,15.8107,15.5416,15.5062,15.8157,15.1228,15.1509,15.364,15.081
tbc-14,14.7813,14.4442,14.3378,13.9264,14.8343,15.0339,14.9136,15.0513
cyp-34a6,15.1085,14.0355,14.4946,14.391,13.4694,13.5735,13.0709,12.9564
fipp-1,14.3778,14.7669,14.1293,14.376,14.2437,13.3246,14.3555,13.8089
unc-132,13.7506,13.6741,13.4341,13.9941,14.6151,14.4978,14.8069,14.7951
cdh-4,14.9862,13.8023,14.4912,14.11,11.7879,11.5006,11.1287,11.4683
ajm-1,10.969,11.3314,10.6331,10.8396,10.9694,9.90974,11.0537,11.2009
"CELE_ZC412,3",17.4613,17.1581,17.2477,17.3517,16.173,16.0842,16.1339,16.3324
farl-11,11.582,10.7392,10.7965,10.1852,11.4386,12.1576,11.4889,11.3118
let-711,13.8113,13.8712,13.8529,14.8605,14.7561,14.9078,15.0526,15.1894
"C40H1,7",14.1071,14.3282,14.2221,14.2521,15.6414,15.1485,14.5656,15.8509
spat-2,14.9535,14.736,14.9911,15.1045,14.0406,14.6327,14.1608,14.6439
aakg-1,14.6878,13.5791,13.241,13.2334,13.0576,12.9201,12.9037,13.4031
grl-23,14.9117,15.0563,15.2123,14.7075,14.5158,14.7975,15.1834,14.9063
spat-2,13.7267,13.3403,13.5444,13.8469,13.7933,13.2742,12.9591,13.3979
"CELE_Y55F3BR,6",13.717,12.9555,13.6063,13.3982,13.2224,12.0115,13.2091,12.6604
vab-10,18.3724,17.8631,17.8451,17.2892,16.7322,16.2592,16.5955,17.0891
"eif-3,l;eif-3,L",16.4586,16.0264,15.6961,15.7429,17.1061,16.5901,16.7168,17.0278
"npp-25;npp-25;npp-25;Y37D8A,17",16.394,15.6656,15.679,16.0636,16.0175,16.6041,15.9879,16.0504
cnt-1,11.0077,9.82459,10.7234,10.8321,14.2779,12.7615,12.6716,13.297
"C26G2,2",11.0941,10.412,10.7817,10.0716,12.4263,12.8725,12.6666,10.847
"CELE_F43B10,1",12.6899,12.8133,13.1171,12.7559,13.6452,13.6701,13.5638,13.571
ubc-15,14.2381,13.6658,13.5398,13.3294,14.4611,14.8595,14.681,14.7091
"CELE_Y55F3BR,10",13.0579,14.0221,14.0326,13.3238,10.305,10.3478,10.3067,10.5818
"CELE_Y38F2AR,12",13.9064,13.565,14.0213,13.8973,14.4601,13.7661,14.0696,14.0969
ttr-42,16.8632,16.7681,16.7713,17.2911,15.9733,16.3299,16.4235,16.1323
"CELE_H29C22,1",16.3388,15.9727,16.5541,16.7209,16.1022,16.0613,15.7707,16.5717
"CELE_F07G6,10",15.3754,17.584,13.229,15.8757,12.6363,15.1037,13.9715,14.0265
ttr-34,14.9816,14.0183,15.2852,14.3963,14.8517,15.1234,14.4223,14.0291
"CELE_Y49E10,29",11.0338,10.7375,10.656,10.8375,10.5597,10.2041,9.77207,10.3405
cnnm-1,12.9483,12.6948,12.6783,12.9225,14.2811,12.4529,12.7964,13.2143
col-138,15.7824,15.0739,14.6229,14.6624,16.1102,15.5075,18.3774,13.5785
oac-59,11.0661,10.8012,10.3498,10.7525,10.6963,10.3258,10.3678,10.6429
"C42C1,8",12.6456,12.9428,12.7097,12.9055,13.3195,12.0299,12.1654,12.6484
"C42C1,11;AP-1",14.6765,14.3188,14.3926,14.3582,14.6941,14.6105,14.6021,14.6435
rpl-34,19.5652,19.4955,19.399,19.6166,19.0439,19.3361,19.5833,18.9555
erl-1,14.4387,14.419,14.2626,14.5015,14.8018,14.0277,14.5356,14.4034
tag-335,13.9153,13.5012,13.6391,13.7501,13.5656,13.8849,13.7872,13.7949
fbxa-6,14.1002,13.482,14.2028,14.0387,10.5923,10.3045,10.3159,10.6458
"CELE_cTel55X,1",14.2225,14.3629,14.544,14.6483,14.3041,14.6434,14.5889,14.7497
"C44C10,9",15.1902,14.5167,15.212,14.454,14.7321,14.4771,14.3639,14.3644
"CELE_F14D7,12",12.9113,12.0042,12.782,12.9307,13.9293,13.276,13.5475,13.205
"CELE_D1086,17",11.0698,10.7264,10.7121,10.7648,11.8296,11.0529,11.4152,11.6521
"CELE_W06G6,15;CELE_Y70C5B,2",12.7203,12.6388,12.7956,11.736,15.1267,14.1488,14.1702,14.43
"CELE_Y71F9AR,4",13.1601,13.6086,12.8662,13.4453,10.7357,12.6205,11.9691,12.6464
"CELE_Y47G6A,33",15.6256,15.8359,15.3576,15.225,16.0929,16.4841,16.2114,16.5278
"CELE_ZK813,7",17.8415,17.9864,17.8462,17.6544,16.7235,14.8446,16.2023,16.5034
"CELE_T28A11,2",14.0736,13.6944,13.9573,14.3946,12.8823,13.3753,13.9887,13.0954
guk-1,16.5998,16.5146,16.4876,16.1897,15.9572,15.88,15.5812,15.9583
"CELE_Y53C10A,6",10.9374,10.7436,10.7154,10.7589,13.5094,12.8852,13.1171,12.2812
"CELE_Y48C3A,18",11.0432,10.599,10.7511,10.7269,10.6638,10.1959,10.3733,10.6592
"CELE_Y39B6A,3",14.1434,14.1578,14.2195,14.6301,14.0284,13.758,13.6189,13.7695
dab-1,14.1256,14.4991,14.5643,14.6989,14.6896,14.2851,14.5171,14.8341
"CELE_F25H8,1",13.3366,11.8957,12.4142,12.8967,13.9641,12.892,13.8615,12.3012
swsn-9,13.474,13.4911,13.3346,13.9429,14.1767,13.0573,13.8529,14.0262
"CELE_ZC434,7",13.552,13.8637,13.7331,13.7471,13.4018,12.2559,13.0467,12.9439
rad-50,10.9721,10.6103,10.7281,10.8314,10.9103,11.2107,11.6395,11.5499
"C25F9,11",13.4741,13.3233,13.2217,13.7609,12.1809,15.9549,12.2829,14.9333
sin-3,13.187,11.6217,15.2142,13.0748,13.8219,14.5731,13.5208,13.762
hmp-1,15.0707,16.247,16.4734,14.7152,16.0128,13.731,15.2885,15.442
dhs-3,16.9409,16.7647,16.7677,16.7128,16.7584,16.858,16.4362,16.7242
nra-2,14.7414,14.776,14.5038,14.5177,15.1212,15.0026,14.8978,15.2622
"CELE_Y37H2A,14",12.7057,12.8296,12.8398,12.2515,14.0479,13.3101,13.8347,14.0059
"CELE_F27E5,7",13.6331,13.4758,12.3074,13.6437,13.6336,11.7394,12.4874,12.8576
saps-1,14.3216,13.8438,13.6291,13.6957,13.9915,14.1557,13.9287,14.2969
"CELE_ZK809,8",13.1543,12.576,12.2292,12.4502,10.6701,10.3067,10.4248,10.6623
"CELE_D1081,7",13.252,12.1051,12.8852,12.5483,12.5917,12.4924,12.1442,12.4883
aph-2,13.3522,12.0507,10.9389,13.0104,13.4327,12.7216,13.3868,12.4918
"CELE_F15B9,10",14.1555,14.3339,14.627,14.3633,14.5167,13.8277,14.1797,14.2066
"C27A7,5",12.4841,12.9282,12.6733,13.0203,12.9634,12.8777,12.6239,13.1413
"CELE_F30A10,13",13.9482,13.6368,13.5306,13.0255,12.6635,13.1972,12.9804,12.5853
"CELE_F30A10,14",13.8644,13.9001,13.7352,14.0697,12.7221,13.8213,13.9917,10.9773
"C04H5,7",12.201,12.6418,12.621,12.8181,12.8932,12.4018,12.4954,11.9418
"C13B4,1",13.2131,12.9238,12.6891,13.3037,12.3982,11.5847,11.9832,12.3725
"CELE_F02E9,10",13.7785,13.9841,13.231,14.028,13.3974,13.0325,13.1028,13.9701
"CELE_R13H4,2",13.4987,13.3026,15.2309,13.162,16.3344,16.0602,16.5181,16.5702
"CELE_ZK228,4",13.3276,12.8095,13.3328,13.4258,13.1751,13.9021,13.5712,15.0491
"CELE_K02B7,3",15.3166,15.5945,15.5352,15.5535,15.7565,16.0033,15.6358,15.7121
nuo-3,14.9476,14.6438,13.794,14.5605,14.3083,14.3834,13.5637,14.4151
"C44E4,5",12.2093,12.8376,12.8926,12.3777,13.6755,14.5557,13.7481,13.7079
"CELE_F49E2,2",14.9962,14.738,14.7141,14.4689,14.9819,14.3219,14.3954,14.5737
"T07A5,7",15.466,14.5943,14.839,14.029,15.1832,14.7164,14.2565,13.9634
"CELE_T04F8,7",13.8782,13.4211,13.6128,13.867,14.6461,14.1639,14.1503,14.1423
"gpb5;CELE_T23B12,8",10.7624,10.419,10.6895,10.3945,10.6006,10.3315,10.3419,10.5037
"CELE_F49D11,10",13.9478,14.2657,14.24,14.3678,15.4155,14.9338,15.0904,15.2746
oxy-5,17.4948,17.2857,17.2052,17.9088,18.5664,16.8377,17.4497,18.0028
mrg-1,15.3223,15.1584,15.1985,15.1915,15.2148,15.1732,14.8721,15.2399
obr-1,11.0492,10.7062,10.6238,10.5307,13.2743,12.7411,12.1934,12.3281
igcm-3,13.7174,13.5886,13.2598,12.9549,11.2742,13.3371,12.7991,13.6297
unc-16,13.1145,12.9692,12.7061,12.6746,12.4178,13.1082,13.6549,13.1219
gpdh-2,18.0555,17.834,18.2106,17.7454,17.484,17.517,17.3885,17.6947
sly-1,14.0864,14.436,14.2718,14.3005,14.6065,14.8507,14.7371,14.8221
"B0393,9",15.2155,15.1101,14.9456,14.9085,13.2761,14.3273,13.4256,13.6166
cisd-1,18.6432,18.2269,18.4732,17.9192,17.9831,18.442,18.0016,18.2029
"CELE_F09E8,2",14.1795,13.7306,13.9281,14.3406,12.4846,13.126,13.7698,13.9416
lsy-22,14.3953,14.0322,13.9197,14.0495,13.0932,13.0451,12.7254,13.1482
"C24H11,5",13.644,13.6715,13.4762,12.9892,12.3162,13.0069,12.944,11.8597
"CELE_F10A3,17",14.9793,14.781,14.7792,14.5743,13.694,14.61,14.0542,14.4201
pnc-1,14.695,14.4949,13.4953,14.2289,14.4576,14.2347,14.3011,14.2408
"CELE_Y94H6A,12",10.8975,10.7117,10.6244,10.6808,12.0115,11.5923,11.7327,11.9419
"CELE_F56C9,6",14.7381,14.876,15.3822,14.5868,13.7523,12.9408,11.8587,12.4539
"CELE_T28D9,4;T28D9,4",14.4001,14.347,14.2851,14.17,13.803,14.5472,13.3944,13.3969
"C28G1,5",13.9695,13.779,14.0849,14.4343,14.5426,14.0033,14.0111,14.3013
gpx-7,13.5858,13.5105,13.5996,13.4334,15.6278,15.1309,15.5908,14.8096
"CELE_F41D9,2",15.1638,14.78,14.9172,14.4964,14.7547,14.9756,14.6038,15.2205
"CELE_T04F8,8",16.3995,16.2506,15.8983,15.5812,14.4201,13.1793,13.3436,12.8142
"CELE_ZK856,16",14.6105,13.9262,14.3213,15.032,13.9347,13.4871,13.6938,14.1347
"CELE_F23B12,4",15.0211,14.3646,14.8787,14.5395,14.7474,14.9327,14.0667,14.14
"CELE_K09A9,6",13.1505,13.7095,13.5203,13.456,12.5152,10.9781,11.9327,13.1064
"CELE_H14N18,4",11.1903,12.5758,12.2474,12.8934,13.2187,13.1397,10.8647,13.694
"CELE_T12B5,15",12.7115,13.5679,13.0404,14.2705,13.1174,13.2241,12.6044,13.4306
"CELE_Y17G7B,20",12.9785,12.9381,12.4669,13.1314,12.228,11.8761,11.9852,12.5892
"CELE_E01A2,1",14.022,14.0249,13.6116,13.3781,13.0609,13.7983,13.4246,13.1852
"CELE_T02H6,1",14.1397,13.6495,13.7438,13.6861,14.5744,13.5984,14.1325,13.5587
"CELE_Y37E3,11",15.3855,15.4338,15.3519,15.6178,15.4347,14.8144,14.7462,15.3366
"CELE_M03F8,3",13.5188,13.5085,13.326,12.9378,14.3696,13.8958,13.0379,12.3637
"CELE_F55B12,10",16.3103,15.348,16.0219,16.001,13.7011,12.2319,11.8776,16.3806
pptr-2,14.5366,14.4084,14.2659,14.2909,14.5493,14.4817,14.4267,14.4715
"maph-1,2",15.2624,15.2391,15.3012,15.3769,15.0458,14.9822,14.8209,15.3212
"CELE_K09G1,1",13.5487,13.4959,13.4155,12.2788,13.8053,13.6181,12.7595,13.672
"B0303,7",13.6323,13.1551,13.6418,12.5017,14.5757,14.0276,13.6939,14.2257
"C23H3,3",13.386,13.8413,13.6312,14.1013,14.3563,14.2929,13.6198,14.305
"C17C3,1",13.9212,13.7297,14.0825,14.0016,14.5323,14.3924,14.4798,14.2535
glna-1,14.3243,13.4045,13.541,14.4802,12.6717,13.6548,13.3535,13.5035
"CELE_Y61A9LA,11",12.3233,12.5652,10.562,12.513,13.2282,13.4479,12.4081,12.7582
"CELE_F41E6,5",13.5182,14.1879,13.5641,13.3849,15.3216,14.2548,15.1559,15.4319
"CELE_T25B2,2",14.3139,14.0676,13.384,13.8438,12.9689,13.9956,13.5853,12.6808
trpp-1,11.5468,12.0543,12.109,12.0444,12.4713,11.3503,11.6095,11.565
tsp-10,11.0296,10.5724,10.9716,10.8374,10.7153,10.3526,10.4173,10.6454
ugt-26,14.2374,14.4072,14.2201,14.3813,15.0767,14.5413,14.8126,15.1607
"C14H10,3",14.5629,14.0832,14.3098,14.0185,14.906,14.3494,14.2636,14.2888
"CELE_D1086,10",19.0606,18.6365,18.5932,17.9868,18.3463,17.9138,18.7138,18.0646
poml-3,15.0236,14.8729,15.2785,14.8224,15.0793,14.2961,14.8533,14.6556
unc-57,15.8508,15.5103,15.6409,15.7983,15.5501,15.411,15.3379,15.284
szy-20,14.7523,14.5845,14.966,14.3452,14.7388,13.3014,13.9342,14.1121
"CELE_T06E4,14",13.6381,11.9806,12.187,12.5953,10.6791,10.2561,10.3008,10.6679
"CELE_F13G3,10",11.0535,10.654,10.7677,10.7712,10.5888,10.3229,10.4133,10.6415
rmd-2,17.048,16.6238,16.6206,16.4927,15.8833,15.8394,15.8814,16.1702
smc-3,14.1992,14.0961,14.3852,14.2033,14.8699,14.3248,14.4135,14.5555
ntl-2,14.3545,13.5404,13.7936,14.1143,14.8042,13.9369,13.6554,13.6595
gcn-1,15.9975,15.9046,15.9043,16.004,15.9965,16.2318,15.9591,16.2126
urm-1,16.5223,16.365,16.2912,16.2962,17.2508,17.0218,17.015,17.2427
nono-1,16.0672,15.7803,15.941,15.8021,15.675,15.5121,15.3713,15.7385
atf-7,12.1542,11.5851,12.4554,11.7655,9.62718,10.4046,10.1515,9.98424
vps-26,14.0937,13.8686,13.8968,14.1038,14.5956,14.6644,14.3754,14.5849
ndx-9,14.7006,14.5652,14.6398,14.4495,15.0765,15.2722,14.9842,15.3404
"C14F11,4",16.2963,16.124,16.1602,16.1137,17.323,16.641,16.5411,17.0106
abts-1,14.9569,15.1018,14.9727,15.2814,15.1568,15.075,15.1786,14.7681
"CELE_ZK858,6",14.5469,14.8052,15.0242,15.1452,15.1147,14.6566,14.7559,14.2474
"C41G7,9",18.0534,17.7467,18.1292,17.5874,19.017,17.1824,18.7096,18.0839
lin-10,13.1888,13.3974,13.6139,13.3455,15.0344,14.4154,14.2248,14.4367
"CELE_M04C9,3",13.6648,14.3612,13.743,12.9402,13.84,12.8068,13.5561,13.6161
"C31H5,6",15.0567,14.0759,13.9081,13.3779,13.7417,12.7318,12.7128,12.294
"CELE_ZK355,8",17.1943,17.1733,17.1351,17.1767,12.8953,14.7318,14.5926,13.924
spds-1,14.9413,15.2559,14.8876,14.0936,15.2218,15.3932,15.3917,15.6274
nxf-1,14.9338,14.4403,14.5966,14.5602,14.9194,14.4754,14.8734,15.1125
"CELE_F38A6,5",12.4959,12.6887,13.2726,12.5096,10.7116,10.2777,10.3619,10.6278
"CELE_T03D8,6",14.7634,14.6414,14.6748,14.5718,14.1072,13.9993,14.4653,14.1119
ret-1,16.2783,16.0695,16.1009,15.9884,15.5487,15.1032,15.415,15.6914
"CELE_D1086,12",14.0207,13.4326,13.0335,12.7755,12.9106,13.4247,12.8512,13.4962
"CELE_F52C12,6",13.4759,13.3975,13.8272,13.4996,14.3574,13.3797,13.9505,14.0353
"CELE_Y40B1A,3",13.3224,13.3233,13.1558,13.9415,12.5036,12.8055,12.669,12.6518
pals-37,16.7302,16.1097,16.1813,15.5322,15.058,14.8873,14.4676,13.9602
"CELE_F59A2,2",14.2548,13.7749,14.2605,14.4148,13.8193,12.9463,12.947,13.361
ptr-24,16.4546,15.2917,16.1591,16.3991,14.751,15.465,15.2602,16.4192
"CELE_F11C1,5",13.5519,13.1656,12.7553,13.242,14.1048,13.8993,13.6022,13.8722
"CELE_Y43F8B,1",18.3606,17.8679,17.8961,17.7207,16.6442,17.2674,16.9504,17.0824
sam-10,12.5398,12.7169,12.7857,12.5558,12.9771,12.5744,12.8044,12.1815
dic-1,18.0828,17.6037,18.0075,17.787,19.7635,19.118,17.1997,19.2217
unc-68,13.3129,12.6644,13.2767,13.1083,13.0234,13.3497,13.0112,12.6907
"CELE_T05H10,4;T05H10,4",14.9103,15.3823,15.2194,15.5609,12.3888,14.2215,12.4273,13.682
"CELE_M05D6,5",15.9185,16.0734,16.0548,15.9746,16.7364,16.0974,16.1468,15.9906
ctg-2,14.406,14.3978,14.8199,13.9477,15.0444,14.2409,14.6588,14.9541
rpl-32,20.4185,20.3278,20.4358,20.2701,20.3814,20.4868,20.2484,20.3974
"CELE_F37H8,3",13.9035,14.6082,13.983,13.7726,14.6313,14.6492,14.6533,14.9434
clec-146,15.0847,15.1447,14.4015,14.9989,14.2306,13.7209,14.341,14.4466
tnt-3,16.4588,16.2426,16.2004,16.2984,16.5423,16.0209,15.8668,16.3223
mlt-11,13.0696,12.8837,13.1357,13.3025,9.76089,13.4835,12.6857,13.3588
hrpu-1,11.9291,14.4872,13.1592,12.62,13.7653,12.3899,11.4997,13.5354
kcc-2,14.2145,13.8797,14.5963,14.0579,13.8457,13.943,13.7093,13.9046
ced-7,13.8636,13.1838,13.2636,12.4758,13.3784,13.128,13.4347,12.0287
"CELE_F17C8,9",14.9144,14.576,14.6614,14.7743,15.7392,15.6341,15.3839,15.8712
unc-119,13.7482,13.8337,14.2917,13.2776,8.86716,13.408,13.3585,12.6417
mrpl-46,15.3442,15.2691,15.4186,15.5139,16.245,15.5144,15.7233,15.7335
"CELE_F40G9,5",13.1061,12.8239,12.9646,12.9823,13.4016,13.3359,12.7453,12.8192
"CELE_F40G9,17",14.5196,14.8244,14.8007,14.2243,15.0653,14.5404,14.7583,15.2717
"CELE_Y54G11A,17",14.3242,14.6794,14.5636,14.7817,14.6622,13.4388,14.2754,14.4041
let-767,18.3827,18.4976,18.538,18.6693,18.5532,18.4825,18.3916,18.7639
dnj-16,14.775,14.7863,14.6674,14.4458,15.3222,14.937,14.7956,14.9043
cfim-2,14.6911,14.3486,14.2773,14.3731,14.7672,14.3933,14.5547,14.5145
magi-1,16.4737,16.0604,16.0995,15.4772,13.8279,16.4665,16.3751,14.82
"CELE_F55D12,2",13.1691,12.9089,13.2531,13.4495,12.8116,12.453,12.1658,13.3911
"C39B5,5",15.8412,15.6527,15.9799,15.762,15.8747,15.8476,15.8051,16.5176
"CELE_Y32H12A,2",14.5873,13.5538,13.1651,13.3193,13.0937,12.8866,13.1152,13.1342
smg-3,13.9746,14.018,14.2354,14.1482,13.3392,12.8755,12.9694,13.2644
"CELE_F56B3,4",12.4518,12.6587,12.7483,13.8014,12.5426,12.0105,12.4902,12.5596
"CELE_Y34B4A,8",10.9701,10.6883,10.7858,10.7712,10.6784,10.2619,10.4153,10.5952
csn-6,14.7055,14.5919,14.5038,14.4766,15.0696,14.9895,14.7764,14.9304
marg-1,15.53,15.548,15.5799,15.6006,15.9073,16.0433,15.7617,15.9324
grsp-2,16.105,15.8034,15.5936,16.2589,15.1349,15.2803,14.9376,14.9601
"CELE_T28C6,7",14.7601,14.2574,14.0531,15.2222,14.0636,14.2933,13.3915,14.0175
"CELE_T20D3,3",14.984,14.2234,14.8031,14.3934,13.6097,12.4082,13.0779,12.4864
"CELE_R102,4;R102,4",15.7688,15.9853,16.4009,16.0228,16.4847,16.5726,16.4861,16.7854
sao-1,15.1745,14.9672,14.989,14.8551,15.4378,14.7832,15.2937,14.8555
"CELE_D1086,11",16.7282,16.7591,16.6606,16.9086,16.2098,16.2474,16.4149,16.4804
