geneName;Leading.proteins,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
rps-13;P51404,20.5234,21.9342,20.8075,20.5834,21.8565,20.9549,20.9944,21.3124
rps-13;P51404,25.1718,23.8255,23.1982,23.9879,23.8859,21.63,21.4877,20.5643
cyn-3;cyn-7;P52011;P52015,21.0293,22.7864,24.6542,21.6077,27.2499,24.0211,24.8461,24.5319
cyn-3;cyn-7;P52011;P52015,21.0334,21.4896,21.3279,21.3995,24.1715,21.958,22.7912,22.7218
cyn-3;P52011,18.8062,21.2457,21.8237,21.3971,21.5161,21.255,21.3245,21.055
cyn-3;P52011,22.9677,24.204,24.874,24.8125,26.1095,24.786,24.7463,24.845
cyn-3;P52011,19.6908,21.0928,21.024,20.3187,21.439,21.1126,21.1215,20.1834
cyn-7;P52015,18.2552,21.1488,20.2688,21.2161,20.7365,21.2074,21.0923,20.5476
cyn-7;P52015,26.4457,25.3143,24.9007,24.3828,26.5647,24.2224,24.2113,24.057
cyn-7;P52015,24.1609,22.3313,26.3384,21.4768,28.0159,26.7754,27.1147,26.7484
cyn-7;P52015,20.9141,20.5544,21.7643,20.8185,21.9602,21.052,21.1321,21.0062
cyn-10;P52017,24.8001,22.8673,24.7943,24.7062,22.415,21.5199,24.0203,21.725
cyn-11;P52018,20.4403,21.3743,20.9944,20.0617,21.6585,19.9457,19.2761,20.3565
tbb-2;P52275,21.0374,20.828,21.1,20.6396,21.739,20.1993,21.0005,20.5354
tbb-2;P52275,18.7366,20.5716,20.0573,19.6901,21.4156,20.7833,21.3341,21.1428
ubc-1;P52478,20.3522,21.3698,20.934,21.376,20.9196,20.9623,20.9359,20.9486
pfd-6;P52554,18.6831,21.0246,20.5127,20.4863,21.5585,20.2252,21.388,20.3488
pfd-6;P52554,20.8312,21.4638,21.6498,20.9754,21.3297,20.6917,21.3429,20.4814
T24H10.1;P52652,20.3547,21.5286,20.8994,21.2229,22.3088,23.4439,24.0061,22.5048
tars-1;trs-1;Q86D21,20.7312,21.7272,19.8352,21.0904,24.1679,23.2325,21.024,24.0842
tars-1;trs-1;Q86D21,29.3267,29.881,30.5136,29.9881,29.8043,30.0202,20.6434,30.1378
F41C3.5;P52717,19.225,21.0827,21.344,20.6404,20.7296,21.0152,20.365,20.7377
rpl-22;P52819,23.0273,24.5219,24.982,23.9779,25.7637,25.1045,21.8143,24.5821
rpl-22;P52819,19.6632,21.2242,21.5907,21.4301,24.2835,24.1408,26.9791,25.5709
rpl-22;P52819,19.9469,22.5371,23.0272,22.6006,23.9118,22.2104,24.4706,22.9031
rpl-22;P52819,21.0001,21.1935,20.4944,21.1832,24.9677,23.7065,24.314,23.9699
rpl-22;P52819,23.4474,22.1933,20.5655,21.1943,23.2804,21.3913,22.4285,20.9588
rpl-22;P52819,19.9343,21.7024,20.8977,21.0228,24.8356,22.8867,23.5891,23.2008
rpl-22;P52819,24.0615,24.1905,26.1619,23.2959,28.0144,25.4131,24.0881,26.0731
rpl-22;P52819,21.0821,21.827,21.0969,21.3514,21.8316,19.15,20.8976,19.7145
rps-25;P52821,26.6651,27.8419,27.0427,27.6127,27.8431,27.2866,28.112,27.6805
dad-1;P52872,25.5809,22.9224,23.3496,22.8828,25.0272,21.7493,23.8179,22.3127
rer-1;P52879,19.1303,21.4308,21.4797,20.631,24.8284,22.576,24.2635,25.3935
eft-3;eef-1a.2;P53013;Q86NF3,24.0564,24.5088,23.7589,24.5732,25.4432,25.4216,24.3658,24.5547
eft-3;eef-1a.2;P53013,20.7096,20.5794,21.732,20.6128,24.4126,24.2781,25.024,24.5461
eft-3;eef-1a.2;P53013,24.3801,26.8152,27.0913,25.6949,28.1732,25.141,25.2435,25.465
eft-3;eef-1a.2;P53013,20.432,21.1193,20.5915,21.3466,22.5918,21.8044,22.2821,22.3028
eft-3;eef-1a.2;P53013,22.9648,23.6156,24.2783,24.2621,24.9564,26.3079,26.1907,24.839
eft-3;eef-1a.2;P53013,25.8331,26.4225,26.0503,25.2005,27.657,24.5963,24.6534,25.6627
eft-3;eef-1a.2;P53013,20.6376,21.0519,21.5585,20.5691,24.947,25.8366,24.1833,25.5482
eft-3;eef-1a.2;P53013,24.979,26.1235,25.6518,25.9566,22.8003,24.013,24.3301,23.9629
mlc-3;P53014,23.1034,23.1572,23.1348,22.0747,23.2087,22.2618,21.0162,22.0012
mlc-3;P53014,21.0617,20.9674,21.2905,19.9813,24.9708,24.3606,23.0473,23.226
mlc-3;P53014,23.7852,25.6431,25.2622,22.8088,21.401,21.659,19.9381,20.722
mlc-3;P53014,26.2579,25.2487,25.5166,24.358,21.5135,25.2465,24.1284,24.7651
mlc-3;P53014,21.0728,21.8566,21.6577,19.8275,24.1937,25.7423,24.9027,24.621
D1005.1;P53585,23.5558,22.742,23.9756,23.0687,21.2334,20.783,20.767,20.7974
F47B10.1;P53588,25.1551,25.2203,23.6675,23.7391,23.2838,24.9729,24.159,23.5816
hint-1;P53795,18.6604,21.6312,21.4158,20.4604,24.2602,23.0299,22.5124,23.186
hint-1;P53795,20.132,20.4815,19.8567,21.3695,21.3974,20.9631,21.3789,21.3307
F44G4.1;P54073,20.7119,20.5443,21.8264,20.8618,23.3713,23.2925,24.1079,23.395
aldo-1;P54216,19.9269,21.3976,20.8492,19.9645,23.159,22.547,23.1026,21.6794
aldo-1;P54216,20.9383,21.1035,21.1048,20.4827,21.5928,20.8768,20.6657,21.3399
aldo-1;P54216,20.1784,21.8377,20.4565,21.3033,24.6665,23.3276,22.9422,22.8768
aldo-1;P54216,20.9366,21.6596,21.3255,21.3855,21.1147,21.0325,21.2992,20.5307
cdc-48.1;P54811,22.0337,21.0678,21.0777,22.3389,23.2931,22.4032,24.3083,24.3286
cdc-48.1;P54811,24.6937,24.8277,24.1997,24.318,26.1534,21.6673,23.4326,23.3853
cdc-48.1;cdc-48.2;P54811;P54812,22.5211,22.934,24.4092,22.2128,24.1132,24.0468,22.8924,24.5938
cdc-48.1;P54811,23.8859,23.4981,23.4011,22.71,25.6028,22.9977,25.2127,24.6128
cdc-48.1;P54811,22.2696,22.8864,22.7157,23.2367,20.6905,20.6133,19.1483,21.2581
cdc-48.1;P54811,20.3204,20.3209,20.4651,21.0975,26.0951,24.7214,22.3746,24.7148
cdc-48.1;cdc-48.2;P54811;P54812,20.493,20.6608,20.7177,20.9953,21.6325,19.1207,21.2653,20.6157
cdc-48.1;cdc-48.2;P54811;P54812,20.9167,21.5766,21.5996,20.8468,22.9478,21.8166,22.4273,22.2379
vit-1;P55155,22.4469,24.4345,23.3488,23.2866,24.8443,23.6959,23.4401,22.0803
cth-2;P55216,25.6424,27.5994,27.9295,27.0204,28.4464,27.0942,27.0963,27.6647
cth-2;P55216,22.0585,24.0769,23.3958,22.4475,24.331,24.0721,24.47,22.4352
cth-2;P55216,19.9551,23.0365,23.0832,21.2268,23.5594,23.901,22.5924,21.1126
cth-2;P55216,19.5671,21.2971,21.0344,21.1917,26.3095,26.6624,25.054,27.2942
cth-2;P55216,23.6258,25.8057,26.1109,25.0758,28.097,25.294,25.3197,25.516
cth-2;P55216,19.9032,21.1676,20.5839,20.8808,19.763,21.0299,20.2664,20.4819
F13E6.1;P55326,23.8804,25.2844,25.3086,24.0016,26.7914,25.2052,25.0651,25.4618
F13E6.1;P55326,20.6934,21.8227,21.4902,20.0403,21.8445,22.4032,22.4199,22.7507
F13E6.1;P55326,22.4524,21.4914,26.6485,24.7991,27.1361,24.0072,24.7799,24.6009
F13E6.1;P55326,19.5677,20.83,21.2386,19.3366,21.8835,20.9898,21.1768,20.9445
F13E6.1;P55326,20.6175,21.7112,21.8231,21.1546,21.8791,21.1881,20.6586,21.3701
F13E6.1;P55326,21.6281,23.2671,22.3621,24.1433,24.153,22.5971,22.2775,21.1331
F13E6.1;P55326,23.4099,22.5767,22.9845,23.5365,24.7579,23.822,25.0922,22.245
F13E6.1;P55326,21.2709,23.9341,22.1988,21.8159,25.0958,23.1858,22.3477,23.2413
F13E6.1;P55326,25.1883,26.5224,26.5804,25.2134,30.4078,25.4606,26.5643,27.6417
F13E6.1;P55326,22.0746,22.8108,23.6648,23.9148,24.2256,21.8179,21.909,20.599
smo-1;P55853,22.8693,21.8946,22.1068,21.9818,23.3968,22.0904,21.3276,21.1682
smo-1;P55853,20.525,21.5057,21.6247,21.1247,22.9111,21.1615,22.2837,21.2698
smo-1;P55853,23.5839,23.9021,23.2211,23.1017,23.4121,22.7669,22.2828,20.8467
rpl-12;P61866,24.8204,26.9639,26.2457,26.9803,23.711,25.4915,25.2537,24.4425
rpl-12;P61866,19.3653,20.6382,21.1725,21.0988,20.471,20.7483,20.4662,19.9756
rpl-12;P61866,20.3532,20.9643,21.2364,20.01,22.418,20.9374,20.4023,21.3178
rpl-12;P61866,20.6092,21.0309,21.0764,19.3322,22.3976,21.5512,23.4415,23.3734
his-1;P62784,23.5121,26.1989,26.3157,25.5785,25.6684,25.7051,25.3213,25.9977
his-1;P62784,21.0005,20.8185,20.9454,21.1867,21.0391,20.3031,21.3454,21.2743
acly-2;P90731,21.2483,21.3238,22.8569,22.6224,22.7069,23.478,20.8393,23.0145
eat-6;P90735,24.0291,24.1534,24.7229,22.3345,25.0333,25.4318,26.6582,25.0044
eat-6;P90735,19.8099,21.7422,20.302,20.9859,21.5713,20.6658,20.8957,20.3578
wht-2;P90746,22.8465,23.2626,23.5271,22.668,23.2833,25.3281,23.2802,22.7364
;P90862,23.8563,22.0455,21.9429,22.222,22.92,24.4651,25.2444,26.1644
pbs-7;P90868,20.8119,21.3296,21.0495,20.7635,24.4632,21.0006,21.1247,22.3309
;P90879,22.7789,23.997,23.2441,22.4003,22.9846,23.7552,24.7796,23.2532
ifa-4;P90900,20.653,20.3077,19.2528,21.1596,24.8257,22.6562,23.4808,23.8854
ifa-4;P90900,20.1696,22.8917,22.8465,22.4393,24.3171,21.2156,23.9911,21.9181
ifa-4;P90900,24.5108,24.9033,23.7865,23.0949,25.7315,24.6877,23.8358,23.4595
ifa-4;P90900,24.975,24.5405,22.8632,23.6938,23.5596,24.9569,24.6836,25.102
clic-1;P90961,19.3523,21.9004,21.3122,20.4671,21.6638,20.2457,21.0064,19.7631
clic-1;P90961,18.5858,20.8231,20.6382,20.936,22.2987,25.1497,23.2761,25.1621
clic-1;P90961,20.0069,20.6757,21.6311,20.2868,21.4053,20.2985,20.3935,19.8464
clic-1;P90961,20.7859,21.2908,20.0864,19.4014,20.209,19.9329,21.1887,20.7799
clic-1;P90961,20.6605,20.8772,19.7708,20.5039,21.8477,20.8537,20.7091,20.9525
clic-1;P90961,19.5345,20.1692,21.7612,20.1692,20.13,20.1338,19.867,20.6909
clic-1;P90961,20.1634,21.6817,21.5559,21.2221,21.1673,19.727,21.2584,19.2317
csn-5;P91001,26.3081,25.1113,25.2549,24.2803,24.896,25.7166,23.1935,24.1908
;P91020,18.4538,20.8913,21.3733,21.1779,23.0959,24.0379,22.652,24.1535
chdp-1;P91027,21.106,19.7814,21.5289,19.806,21.611,21.1567,19.9356,21.3568
chdp-1;P91027,20.7086,21.9279,20.6659,20.1467,21.5876,21.2566,20.9273,21.1814
chdp-1;P91027,20.3855,22.1891,22.8863,22.101,22.9694,23.1021,24.0135,21.2604
chdp-1;P91027,19.4284,21.0499,20.1287,19.5509,22.7037,23.8754,24.2804,22.8298
chdp-1;P91027,19.158,21.0821,21.0941,18.8488,20.959,20.6031,20.2682,20.7678
chdp-1;P91027,21.0741,21.7729,21.788,20.1233,21.4496,21.0314,20.8939,20.308
chdp-1;P91027,23.2906,24.3119,24.4816,23.2432,25.4297,25.5063,25.4115,23.1457
chdp-1;P91027,20.5167,21.8603,21.4641,20.0739,21.5871,20.4174,21.1176,20.585
chdp-1;P91027,20.2616,21.4862,19.6394,20.5181,21.0775,20.025,19.5331,20.377
chdp-1;P91027,20.7894,21.6181,21.7447,19.9088,21.0867,20.9364,21.2932,21.4142
;P91055,20.1355,21.4097,21.3724,19.5383,23.8115,24.0279,25.1869,24.7551
fbxc-15;P91116,20.5988,21.7848,21.7081,20.2363,25.2646,25.2893,25.8905,25.3545
rpl-13;P91128,24.7277,26.6018,26.7769,25.6263,26.4814,25.7931,23.7644,25.8634
rpl-13;P91128,25.3666,24.5258,24.6392,23.9749,20.9848,20.8394,20.9411,21.0192
rpl-13;P91128,20.4465,21.6214,21.1487,20.7821,21.2894,20.6911,20.7743,21.1139
rpl-13;P91128,21.0315,20.4513,19.9293,20.3903,25.6122,26.2705,24.4174,24.4905
rpl-13;P91128,20.197,21.3189,21.6249,19.9988,20.9508,21.2298,21.2463,20.8953
rpl-13;P91128,24.5922,25.6169,23.1221,24.9011,25.4207,25.7887,24.5425,28.0388
ptr-2;P91129,20.044,23.9314,22.2361,22.1752,21.1988,20.7464,20.3053,20.411
col-20;P91249,26.4303,28.8102,29.1035,28.0606,30.7024,29.5002,29.9921,28.5657
col-20;P91249,24.5089,25.2086,26.7442,23.8522,25.863,22.4117,23.1074,25.4527
;P91269,24.2257,26.11,27.3069,27.8968,27.2628,26.3665,24.9881,25.6599
;P91277,20.661,21.1754,20.0693,21.388,24.7882,25.1004,25.1607,23.7393
;P91280,20.352,21.8491,21.8538,19.6301,25.3994,21.4437,22.3999,21.9803
;P91297,20.0363,21.7456,20.7165,20.8941,20.8195,20.5699,21.1246,20.0576
vha-10;P91303,20.7439,21.1851,20.9003,19.5362,21.9525,20.981,20.3539,21.291
vha-10;P91303,22.3435,23.4637,23.6027,23.3688,25.0136,24.655,24.3149,24.971
vha-10;P91303,19.8146,21.5508,21.1954,20.3886,21.4648,20.2382,20.5623,20.9982
vha-10;P91303,20.0774,21.7541,22.0035,20.2866,23.2589,22.0105,23.6897,22.5009
vha-10;P91303,22.6067,22.942,24.024,23.0527,25.3001,23.773,25.1528,23.2437
cey-2;P91306,22.4671,22.5818,23.4535,23.3283,25.5842,24.4297,25.0789,25.7461
cey-2;P91306,20.924,22.1442,22.5529,22.0105,23.9897,22.5637,22.104,23.8094
cey-2;P91306,21.0507,21.3019,21.84,20.2462,21.889,20.1237,20.4133,21.2634
;P91354,23.2271,22.5,23.0821,21.6929,21.785,20.5412,21.3174,21.2861
cpd-1;P91359,20.144,20.5229,21.4698,20.2713,21.8983,20.8514,20.0029,20.8846
rpl-15;P91374,20.7321,24.3693,24.8004,23.9508,26.6914,23.7713,25.135,24.3298
rpl-15;P91374,20.579,20.4102,19.8672,19.7402,23.9508,22.8152,23.0284,22.9221
rpl-15;P91374,20.8031,21.8384,21.4453,18.7302,21.3933,20.75,20.9025,21.0803
rpl-15;P91374,20.1336,23.117,23.8654,23.7154,25.1956,23.4963,22.9865,24.4544
rpl-15;P91374,25.4865,27.1991,27.1432,26.4068,28.3319,27.2349,27.364,28.0464
rpl-15;P91374,22.8097,26.0314,25.3111,22.8398,27.8393,25.8857,25.9763,25.3124
rpl-15;P91374,20.5061,21.0419,21.2878,20.4759,23.0349,21.5766,24.4663,22.3429
rpl-15;P91374,20.7145,20.161,20.2844,21.0843,23.2054,20.8054,23.6109,22.097
cey-3;P91398,20.1065,21.0395,20.7275,19.5693,25.8996,23.0357,25.82,25.3097
;P91423,21.0767,20.4518,20.4441,20.688,21.517,21.264,20.9455,20.9955
;P91482,21.1296,21.4877,23.0181,21.7545,22.3332,23.5259,24.7684,24.1537
;P91482,23.6379,23.1645,22.1839,23.2823,22.6213,23.7247,21.8957,23.0513
;P91491,27.0012,28.6586,28.4084,27.8409,30.1574,27.7651,27.4164,27.9297
usp-5;P91502,23.9646,25.3568,25.8693,25.0597,21.6491,19.6356,21.3725,21.2459
usp-5;P91502,27.4055,29.5484,28.6273,28.0123,28.7738,26.4682,25.499,25.1319
usp-5;P91502,20.6463,21.7186,20.6466,20.5688,25.2157,25.1848,23.6312,23.9744
usp-5;P91502,23.909,24.2451,25.8536,25.3862,21.673,19.9353,21.1537,21.1252
usp-5;P91502,20.8416,21.1503,20.9809,21.4095,23.2926,23.1207,21.7655,21.311
usp-5;P91502,23.5139,25.204,24.8321,23.3046,25.2426,27.1306,23.9494,26.0245
usp-5;P91502,20.7234,21.1682,20.0955,20.5568,21.9374,21.2363,20.6704,20.897
usp-5;P91502,21.9575,24.5509,25.0199,23.189,24.8773,22.9895,25.4873,23.9997
usp-5;P91502,20.6611,21.4233,21.2751,21.2738,21.8147,20.9236,21.0228,20.988
set-18;P91821,19.7069,21.793,21.2571,20.9892,21.5167,20.5606,20.4518,21.3944
F26H9.5;P91856,20.2663,22.5699,23.3397,21.9949,21.4942,21.2097,21.3089,20.7795
rab-5;P91857,19.8386,21.5142,21.6177,20.3525,23.265,22.5785,22.1847,22.7001
rla-1;P91913,25.7495,27.0746,27.6094,27.0281,21.8462,20.2738,20.7846,19.9764
rla-1;P91913,20.7164,21.8029,19.7503,21.2166,21.6155,20.5294,20.7192,21.2538
rla-1;P91913,20.7685,20.7972,20.9216,19.0761,21.8494,20.5528,20.9402,20.0697
rla-1;P91913,20.4675,20.8949,21.6416,20.413,21.7698,20.9146,20.9159,21.2251
rpl-27;P91914,25.2031,25.335,26.9238,25.0658,21.5391,20.2047,20.7664,21.1741
rpl-27;P91914,19.5475,21.2887,21.1686,21.4463,23.5707,22.0012,23.4248,22.7959
rpl-27;P91914,21.5504,22.5553,23.479,20.675,24.218,28.0843,26.8989,26.4979
ola-1;P91917,20.9701,20.7437,20.0839,19.0284,21.4567,20.1323,21.1922,20.8148
snr-2;P91918,19.2914,21.7735,21.7398,20.7007,24.7366,23.5979,24.3526,24.7527
snr-2;P91918,19.7944,20.4293,19.2808,19.3385,23.6137,24.183,22.9953,26.3087
ZK370.8;Q02335,20.7474,21.8663,21.4809,21.2128,21.4502,19.2257,21.3567,20.9839
ZK370.8;Q02335,21.5502,21.7305,23.1902,21.8905,24.5379,23.1298,23.867,24.7448
ced-10;rac-2;Q03206,20.9899,21.0526,21.7968,20.9859,21.9637,20.8951,20.1333,20.1775
bre-3;Q03562,24.4401,25.3681,25.12,24.0025,21.2317,20.7158,20.1504,21.02
B0464.6;Q03564,21.0241,20.5517,21.5282,21.4465,21.8648,20.5821,21.2409,20.6575
C38C10.2;Q03567,22.1413,24.0755,23.7262,22.9368,21.1465,21.0405,20.3297,21.1115
C38C10.2;Q03567,26.7161,26.959,27.6812,25.495,27.1943,25.5514,24.498,26.5363
nhl-1;Q03601,22.7212,21.6267,22.2412,22.0458,23.5761,24.1623,25.0362,23.5319
lrp-1;Q04833,24.1495,23.5812,23.8876,23.2998,23.7065,23.2247,22.3736,22.4862
C30C11.4;Q05036,19.882,20.9948,21.2146,21.3932,22.8825,23.1512,22.8564,21.3217
C30C11.4;Q05036,22.3658,22.9353,25.9193,24.0312,24.1717,22.6449,21.2559,21.8615
cdc-42;Q05062,24.4235,25.1928,24.9954,25.5385,24.1441,24.5907,27.3143,24.7248
cdc-42;Q05062,20.8636,20.1157,21.263,21.179,22.6185,22.7715,23.8502,22.049
cdc-42;Q05062,20.214,21.4505,21.5573,21.3295,21.8965,19.9396,20.9075,20.9753
cdc-42;Q05062,19.4505,20.6346,20.7303,19.6412,21.7039,21.1943,21.3081,20.7338
;Q067X2,20.6132,21.6489,21.7127,20.3202,25.4006,23.2181,23.4322,22.4652
unc-60;Q07750,21.0663,21.6907,21.4655,21.4301,21.1745,20.7744,21.0914,21.097
unc-60;Q07750,19.5615,21.1465,20.8048,20.8445,23.5686,21.0938,22.4124,21.758
B0495.8;Q09217,18.7867,21.8376,19.8171,20.3611,21.3083,20.6497,21.1991,20.4889
C13B9.3;Q09236,20.8666,21.7888,21.4948,20.7559,21.0572,20.9573,20.0542,20.4983
C13B9.3;Q09236,20.1129,21.3848,20.3441,20.9851,21.4082,20.4659,20.9685,20.2601
C13B9.3;Q09236,19.5471,21.2146,21.0705,20.1407,20.7227,21.1478,20.9615,20.3276
C18H9.3/C18H9.2;Q09237,20.7795,21.4932,19.3873,20.347,21.5997,21.0939,21.206,20.8658
C18H9.3/C18H9.2;Q09237,20.2275,20.1167,21.0814,20.81,21.5805,20.8707,21.1243,21.3659
dnc-2;Q09248,19.5359,21.0371,20.3851,21.423,21.7075,20.4446,19.6889,21.2133
C16C10.4;Q09250,19.7738,20.8704,20.9305,20.7133,21.7205,20.5225,20.4686,20.8785
C34C12.4;Q09269,22.6095,23.2304,23.1732,22.8184,23.6864,21.7762,22.6682,22.2965
C56G2.7;Q09289,23.2245,24.5436,24.8642,23.3875,26.2646,24.8,24.7392,23.7369
C56G2.7;Q09289,24.1895,23.5673,23.3086,23.2408,24.651,24.3363,22.2878,24.6745
C56G2.7;Q09289,23.6121,25.1962,24.6602,23.5107,25.4483,23.069,25.2369,24.4829
C56G2.7;Q09289,19.9734,21.6586,21.7009,21.1063,21.4516,20.7007,21.3692,21.2323
C56G2.7;Q09289,22.7261,24.4015,23.806,25.1388,22.9073,23.5665,24.0676,23.6632
C56G2.7;Q09289,23.7082,23.0044,24.1194,21.6036,24.1315,20.7301,21.1025,24.3751
C56G2.7;Q09289,23.3997,25.264,24.8388,24.9985,25.2535,23.6595,24.0248,24.0182
C56G2.7;Q09289,19.4052,21.3959,21.8334,21.2349,20.7277,20.9463,20.9371,21.3307
T09B9.4;Q09350,20.2068,20.9508,19.8635,21.202,21.0308,20.0312,20.4782,21.1257
K07E1.1;Q09407,24.2594,23.1602,24.1926,22.7884,24.512,20.5385,20.9274,20.4961
pgam-5;Q09422,20.1506,20.8749,21.7876,20.7494,23.3762,23.2401,24.1974,22.0695
pgam-5;Q09422,20.8441,21.8055,20.0846,20.7574,25.102,22.3433,24.113,23.8372
pgam-5;Q09422,20.121,19.3125,20.7077,21.269,21.6093,19.3828,21.2232,21.4038
mex-6;mex-5;Q09436;Q9XUB2,20.4355,21.511,21.1431,20.4895,22.5424,22.4017,21.4879,22.6085
ubh-4;Q09444,19.8224,21.6513,21.4625,19.9583,20.7582,20.7609,20.0678,20.1739
ubh-4;Q09444,27.3035,24.9972,25.5309,24.5715,26.6007,27.3781,24.6505,27.5832
ubh-4;Q09444,25.2062,25.8484,25.0904,24.5715,25.8324,25.0599,23.0177,25.5969
ubh-4;Q09444,23.3618,24.1767,24.5116,22.922,23.9468,23.5599,24.1922,25.3641
;Q09489,20.2243,21.7529,21.4695,20.0151,20.417,21.0494,21.2091,19.741
;Q09489,20.6617,20.1953,20.9677,19.9857,27.3108,22.2334,23.9462,21.786
lgg-1;Q09490,20.5439,20.7143,21.5627,21.4076,24.1488,23.7812,23.684,24.0104
lgg-1;Q09490,22.1092,23.0204,21.1313,21.9206,25.3949,25.5426,24.3808,23.0514
rpl-10;Q09533,20.0438,21.7437,20.6698,20.5606,22.5697,24.2385,23.0738,23.445
rpl-10;Q09533,23.3261,23.3045,24.7922,23.6443,24.564,23.6382,20.4333,23.4747
rpl-10;Q09533,24.0974,22.254,23.4016,22.9528,20.9469,21.1273,20.6588,20.1526
rpl-10;Q09533,22.4809,23.8143,23.7757,22.2461,25.0459,23.8839,24.1816,23.834
F36G3.1;Q09560,20.8493,21.2199,21.2558,20.6898,21.6341,20.7794,20.4328,20.5805
F48E8.6;Q09568,22.9006,24.2118,24.6115,24.5173,19.2468,22.9715,20.8018,20.8674
lec-3;Q09581,19.1288,21.8501,21.8691,20.5578,25.1859,24.0435,21.4341,23.1423
lec-3;Q09581,19.9202,21.1104,21.7035,21.168,26.57,23.4126,22.5922,23.7409
lec-3;Q09581,21.2076,23.3522,22.6081,23.8759,24.6027,24.4919,24.2513,25.4822
lec-3;Q09581,25.1238,27.6707,27.1199,26.3675,27.4836,25.8391,23.8152,25.7289
lec-3;Q09581,23.0001,25.3606,25.2158,24.7383,25.4812,21.9659,24.1612,23.9915
ptc-1;Q09614,20.105,24.2083,25.5836,23.4627,27.7261,23.9747,23.83,23.2096
tnc-2;Q09665,20.9883,21.4074,20.1754,20.3778,21.7746,21.0042,20.892,21.1147
ptr-13;Q09934,30.7584,29.5713,29.1358,29.2918,21.9311,20.9901,20.8553,21.3808
ptr-13;Q09934,23.227,22.9785,22.0543,23.2159,26.6142,24.4622,23.7807,25.0644
ptr-13;Q09934,18.7485,21.1137,21.3707,20.9487,21.6874,21.0482,20.2449,21.1963
C53C9.2;Q09936,20.7582,21.2099,20.0921,21.1684,21.9493,21.171,20.3008,20.4199
C53C9.2;Q09936,20.561,21.8536,20.1156,19.8005,21.919,21.0942,20.1581,20.6618
C53C9.2;Q09936,20.4255,19.8515,21.6429,21.2847,20.9764,20.2446,21.29,21.2483
C53C9.2;Q09936,22.6315,25.0758,24.7442,24.4182,25.134,24.433,24.49,23.1321
C53C9.2;Q09936,20.2297,21.1852,21.3254,19.5301,20.995,19.5567,21.1805,19.8735
egg-1;Q09967,19.9785,21.8905,21.1234,20.5458,25.2544,19.6185,24.085,21.4416
egg-1;Q09967,25.5455,27.6356,26.4379,26.4458,29.1597,27.5802,26.9283,27.5818
;Q09EE6,24.6441,26.1382,26.1701,25.4587,27.3521,23.7584,26.753,25.1764
;Q09EE6,20.2794,21.1327,20.6987,21.4459,21.9728,21.0592,20.7497,20.378
;Q09EE6,20.4913,21.4786,21.5443,20.2272,23.0426,23.6511,24.0411,22.5432
F13H10.3;Q0G831,20.3016,21.376,21.505,20.7658,20.5117,21.0833,21.1741,20.8535
mdt-9;Y62E10A.11;Q0KHC0,20.7708,21.6517,20.6067,20.5537,21.5333,20.7788,20.8551,20.396
T19C3.4;Q10010,18.387,20.8368,21.1855,20.3356,21.887,22.7174,23.8121,22.5258
T28D9.1;Q10020,21.0262,21.5589,20.5083,20.3649,22.357,22.5429,24.285,22.3965
T28D9.1;Q10020,20.8913,20.349,21.3992,20.2511,23.1888,23.3887,23.0225,23.6675
T28D9.1;Q10020,20.6482,19.7097,21.6977,20.9003,23.877,21.21,20.2881,22.972
T28D9.1;Q10020,20.5978,21.6197,19.8044,21.3663,23.877,24.014,24.6509,22.2831
F15G9.1;Q10033,20.8008,20.5192,21.3361,21.2257,20.6334,21.1567,21.147,20.7986
R10H1.1;Q10043,19.4325,21.4653,18.9683,20.4155,23.6001,23.6219,21.9376,23.2882
vglu-3;Q10046,20.6752,21.9242,21.0716,20.4573,20.8039,21.0925,21.2373,20.8213
C23G10.2;Q10121,19.319,20.9838,20.6577,21.2047,21.3971,20.8389,21.1042,20.2955
C23G10.2;Q10121,20.8074,21.4038,21.8197,20.1825,21.8446,21.2709,20.33,21.0325
C23G10.2;Q10121,23.6821,24.8583,24.203,23.0202,25.3064,23.9894,25.913,24.5866
C23G10.2;Q10121,18.7256,20.8922,21.4685,21.1738,20.5506,21.1361,20.7751,20.5213
dhs-5;Q10130,20.7967,21.286,21.5011,20.4352,21.4815,20.9604,20.9989,20.6024
dhs-5;Q10130,20.4316,21.1755,21.812,20.5882,21.9478,21.1547,21.2792,20.7494
F46H5.3;Q10454,20.0666,20.407,20.7485,21.0237,21.7233,19.7491,21.1373,20.4329
F46H5.3;Q10454,20.361,20.7011,21.0937,20.6022,21.6247,20.4108,20.8597,21.0792
F46H5.3;Q10454,25.0116,24.3819,22.39,23.1511,22.3452,22.0056,22.1263,20.5063
F46H5.3;Q10454,25.7906,27.7555,27.2651,27.3079,27.918,26.5284,24.9916,26.9786
F46H5.3;Q10454,19.5762,20.3293,21.8166,20.3017,21.6101,19.6388,21.3419,20.7477
F46H5.3;Q10454,20.9822,21.1054,21.246,20.0514,26.1085,25.8902,22.9565,25.8331
F46H5.3;Q10454,21.5079,22.3834,19.8683,23.7574,22.73,22.3024,22.916,22.4061
F46H5.3;Q10454,19.1533,19.9614,21.0105,20.1996,24.6141,23.1939,25.7196,23.3712
