geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866;Q27249,21.6466,21.084,20.5156,19.8864,20.8617,19.5611,17.9838,21.4556
lev-11;A0A0K3AQS9;A0A0K3AWP0;K8FDX2;Q22866,20.922,19.9403,21.0624,21.5466,22.9261,21.746,22.1229,21.9687
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,25.4485,22.6639,24.3064,25.0223,25.3449,25.5837,26.722,24.2789
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,24.2264,23.5739,24.9054,23.2206,19.2675,19.9202,21.1537,19.4419
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,25.0452,23.174,22.6811,24.166,20.1862,20.9037,20.0813,19.2361
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,26.767,25.9117,25.99,26.6959,25.1908,23.3092,23.1749,26.0765
lev-11;A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,25.2813,24.0705,24.6979,22.9127,19.098,19.5447,18.8981,20.5491
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,23.3782,23.6285,24.0569,23.3793,20.4802,18.4788,21.3274,21.0578
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,22.6481,25.086,25.3506,24.9068,18.2384,20.1402,20.3167,19.8738
lev-11;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,25.216,23.437,23.4736,22.1196,25.0909,25.2353,24.7327,23.3769
;A0A0K3AUF2,24.6902,23.4674,22.0641,23.1463,23.4842,24.3237,24.7313,27.0153
lev-11;A0A0K3ARB5;Q27249,23.1416,22.6612,23.7309,23.5633,18.6965,17.5702,18.7603,19.4817
lev-11;A0A0K3ARB5;Q27249,23.1416,24.762,25.0833,24.8576,21.1914,20.9461,20.577,20.3822
lev-11;A0A0K3ARB5;Q27249,23.2863,21.656,20.6174,22.6982,19.7377,19.6367,19.8774,19.9885
egl-8;A0A0K3AS90,23.6604,22.5202,22.852,22.2183,19.667,20.9756,19.7515,18.3044
ubxn-3;A0A0K3AWX1,19.8885,21.5349,21.2998,21.2814,26.2291,24.6718,23.6286,23.842
ubxn-3;A0A0K3AWX1,21.5456,21.1286,21.0404,21.5365,20.8702,19.9484,17.7743,20.3774
;A0A0K3AVS5,21.6481,21.4494,20.6691,21.1544,19.427,20.3006,18.7168,18.6917
fln-2;A0A0K3AW96,22.5114,22.1148,20.7902,22.8784,21.8962,22.2889,22.2839,28.1374
fln-2;A0A0K3AW96,20.7289,20.2022,21.8042,21.5686,18.9513,19.1075,21.3324,20.6168
fln-2;A0A0K3AW96,26.7722,25.6859,27.8765,27.4224,24.1065,24.0419,22.2003,22.2459
fln-2;A0A0K3AW96,26.696,23.4355,22.1419,22.4113,22.0646,22.4318,21.0279,24.6043
oac-14;A0A0K3AWB0,25.8509,22.0571,22.9232,25.1645,25.6774,25.3331,25.09,26.0825
oac-14;A0A0K3AWB0,24.4604,24.1179,24.1296,24.6268,24.3862,23.1534,20.8381,20.9396
;A0A0K3AWM6,21.2875,19.9649,20.0605,20.9046,25.9493,25.6012,25.5754,23.1712
lsy-13;A0A0K3AXE0,20.4498,21.3899,20.9074,19.486,21.0886,21.4999,20.7911,20.251
;A0A0K3AXT9,25.7905,26.8828,27.7092,25.4412,24.5488,24.5753,24.4112,25.4191
;A0A0K3AXT9,21.9727,20.2349,20.6954,21.0619,26.5519,23.7382,23.6251,26.7241
;A0A0K3AXT9,24.8458,27.2829,26.6816,26.9848,24.0563,23.932,20.6189,24.8547
;A0A0K3AXT9,24.4766,26.1682,26.4029,26.1487,26.2573,25.6321,28.665,26.7989
;A0A0K3AY44;O44557,25.3899,26.5551,26.9841,26.9997,19.5968,20.9882,20.0661,16.4617
;A0A0K3AY44;O44557,22.0035,20.5391,20.5605,20.4148,20.3783,19.1438,21.3597,19.1152
oig-6;A0A0K3AY85;Q9BPN5,24.5809,26.7236,25.768,26.3321,26.0559,26.5591,24.9241,25.4423
oig-6;A0A0K3AY85;Q9BPN5,19.8134,20.591,20.7853,20.8305,23.5871,23.9683,25.3567,24.4127
;A0A0K3AYE8,19.5271,20.8876,21.2137,21.3042,24.4572,24.8878,25.6251,27.91
;A0A0M7RFG7,22.0768,20.8755,21.3311,21.0708,25.3281,26.0452,24.9236,26.9336
;A0A0S4XRR1,21.2132,21.1193,21.1607,21.0533,24.5958,24.8698,26.0051,27.4777
;A0A0T7CIX3,21.9368,18.5195,18.4005,21.0016,22.9383,22.0394,22.2281,23.7173
;A0A0T7CIX3,19.9278,21.4489,20.543,21.0004,19.4471,20.2607,17.7943,21.2995
;A0A0T7CIX3,21.146,20.5567,20.5375,20.7377,19.5696,19.6583,19.65,20.2479
rpl-11.1;A0A131MBQ6;Q94300,21.7223,18.9888,20.0508,21.2503,20.793,20.0731,19.8897,20.7316
mdt-18;A0A131MCJ5,20.2832,19.4886,19.8333,20.2595,19.6294,19.1603,19.5919,20.5718
rnf-5;A0A131MD51,21.5559,21.5134,21.337,20.255,23.4268,22.3253,22.5068,23.375
fipp-1;O16293,21.9782,18.3985,20.9695,21.0961,19.0945,21.2773,19.7128,19.6396
;O02147,21.4841,21.3722,20.0657,21.2176,21.308,20.1025,21.1362,21.2724
spat-2;F3Y5Q3,23.8072,23.2767,21.9531,23.8411,21.9463,17.9953,20.3673,20.0127
;Q9N350,21.9322,24.0387,25.3652,24.8307,17.9309,19.3761,19.6897,21.1699
;Q9N350,24.381,27.1767,26.3585,26.0858,25.5189,23.3498,23.9741,25.3303
;A0A1N7SYR3,21.6527,18.7842,20.7236,20.6829,19.2228,20.559,18.641,19.5258
;A1IMB7,20.1651,21.4032,20.405,20.527,19.5254,20.1955,21.6526,20.884
;A3QMB7,20.7373,20.1265,19.4449,20.363,21.3972,18.4257,19.7594,20.2966
;J7SF86,21.6992,19.8334,20.528,19.015,20.7093,18.3312,19.9624,19.0831
;U4PRJ1;Q95ZL3,20.3424,21.1414,21.6776,21.4089,17.6405,20.0444,20.1618,19.7342
dhs-3;A5JYX4,25.0451,23.9429,23.8379,23.3846,19.3751,18.7574,18.2992,21.2439
dhs-3;A5JYX4,25.7235,27.2136,26.6909,26.9276,26.0653,24.4665,24.5951,22.2333
dhs-3;A5JYX4,21.1575,20.7076,21.5962,20.9997,19.6341,18.7559,17.1171,19.9607
dhs-3;A5JYX4,22.7036,24.2487,23.7622,25.1969,20.3104,19.1644,20.2899,20.6981
dhs-3;A5JYX4,22.7036,23.7003,24.2314,22.5855,19.9937,19.1796,18.7537,19.0696
;A5PEY0,23.403,24.0328,25.7259,23.9859,24.4365,24.4373,22.4575,22.6709
;I2HA81,21.0581,20.2849,19.3281,20.9725,26.4672,26.8578,25.2635,27.0423
;A5Z2W7,21.1554,22.6265,22.7661,22.033,19.471,19.3592,17.832,17.7603
;A5Z2W7,24.0147,24.2679,25.58,22.7831,19.3769,19.325,21.6318,20.2849
;A6PVA5,21.8409,23.5633,24.0965,23.1731,20.6991,21.6252,19.4246,21.1426
;Q20621,23.8934,23.9373,24.0824,24.923,23.3649,21.8957,23.5654,23.609
tag-296;A7DT41,20.992,20.3824,19.657,21.681,20.5935,21.7645,19.3712,19.1424
tag-296;A7DT41,21.2066,20.6973,21.3437,21.2599,22.4544,21.8561,19.5834,24.9286
tag-296;A7DT41,20.9432,18.7387,21.3275,21.4523,17.7756,20.1566,18.4736,21.3917
tag-296;A7DT41,20.8964,19.8609,20.8022,19.31,19.091,17.5619,18.9025,20.811
tag-296;A7DT41,20.6043,20.8339,20.6146,21.1435,19.1749,18.4957,18.0406,18.3972
tag-296;A7DT41,20.8753,18.8561,21.3432,21.0917,20.5073,20.3168,21.9282,22.0797
mrg-1;Q9XWW2,20.8231,21.5212,20.6574,21.6754,19.2066,20.0383,21.0622,20.329
mrg-1;Q9XWW2,21.3114,18.261,20.5507,20.9375,23.1948,24.4294,22.7508,22.6426
igcm-3;A7LPD6,25.3577,24.5915,22.9995,24.3284,18.926,20.0805,18.5009,19.5047
igcm-3;A7LPD6,25.6671,23.456,21.6948,23.5304,26.0879,24.9093,24.6182,25.1035
gpdh-2;A7LPE6,23.2776,26.6366,26.8808,25.5553,20.3762,19.4208,20.2701,21.31
;Q5FC71,21.18,20.5198,20.3911,21.6162,24.7144,23.6264,24.8191,26.0258
;Q5FC71,20.7639,20.5807,21.0098,19.4139,24.6505,24.6861,24.9436,24.4827
;Q5FC71,21.8289,21.485,21.1998,21.5596,26.0837,25.0074,23.2823,23.3559
;Q5FC71,29.9646,29.1614,28.4394,27.7251,25.5513,25.8081,27.8173,23.9464
;Q5FC71,31.1305,32.3033,32.1706,23.7038,32.2679,33.0049,29.3953,29.1028
;Q5FC71,22.0454,21.1911,20.4814,21.1949,17.368,19.1597,20.3166,20.673
;A8WFH7,23.8858,24.9999,24.9737,23.5204,25.063,23.6007,22.0982,25.3421
;A8WFH7,20.907,20.2394,20.6324,21.4894,25.7008,24.2427,25.4262,25.9514
;A8WFH7,21.2492,24.6939,25.122,25.553,24.6478,24.9616,23.6429,24.1458
;H2KYH9,21.2969,20.7897,20.8244,19.1231,19.3879,20.8717,19.7479,19.0681
mdt-28;A8WHP8;Q65ZB1,23.1619,22.8317,22.1447,22.7106,24.0634,23.4967,23.0104,24.4816
mdt-28;A8WHP8;Q65ZB1,21.4583,20.6505,21.4453,21.1883,17.1354,20.8986,20.093,20.5329
mdt-28;A8WHP8;Q65ZB1,23.1303,22.6735,23.4692,21.9141,21.3205,20.2522,20.2152,19.3479
mdt-28;A8WHP8;Q65ZB1,21.4823,19.5476,21.7658,21.1653,20.9376,20.4717,20.1587,20.062
mdt-28;A8WHP8;Q65ZB1,21.9637,22.0137,22.2861,22.9176,24.5639,23.7705,23.2198,25.8315
mdt-28;A8WHP8;Q65ZB1,21.7561,20.04,21.5093,19.5039,20.4907,19.6433,20.3711,19.3644
mdt-28;A8WHP8;Q65ZB1,26.4881,21.3335,23.9101,25.2886,21.0831,19.973,19.809,20.0161
mdt-28;A8WHP8;Q65ZB1,21.0801,20.5858,21.0352,20.3379,23.7258,23.0494,24.1707,24.1196
mdt-28;A8WHP8;Q65ZB1,22.5417,21.4511,22.0691,21.6776,20.4522,19.4025,21.5374,19.0613
mdt-28;A8WHP8;Q65ZB1,24.6815,23.962,26.0082,23.7266,21.5143,19.4221,18.579,17.8617
;A9UJN7;Q7YXB8;Q18494,23.215,23.0289,23.0514,22.1979,23.5053,23.7493,23.0876,21.2754
;A9UJN7;Q7YXB8;Q18494,20.7697,21.3594,21.3015,19.535,19.2311,20.6968,18.6077,19.3129
;A9UJP1,21.5906,21.499,20.7047,21.494,21.3933,19.4812,18.0198,17.034
;A9UJP1;Q95ZR6;Q9XVL1,20.2506,21.0321,20.7145,21.4523,19.2506,20.6364,20.4422,19.6897
;A9UJP1;Q95ZR6,21.5028,21.5451,19.4138,19.8022,21.3871,21.2699,20.2688,21.9666
;A9UJP1;Q95ZR6;Q9XVL1,21.5209,19.799,21.7202,20.2947,25.6334,26.8699,24.638,23.9589
;A9Z1K9,22.0807,20.7789,20.4122,20.0691,21.5394,23.5686,23.0814,24.5124
hsp-43;B0M0L8;H2KYS1,22.2482,23.2929,23.418,22.296,25.3746,24.7047,25.5014,22.9531
hsp-43;B0M0L8;H2KYS1,25.0547,24.0391,23.9533,24.3759,24.8394,24.8236,23.7881,25.6991
hsp-43;B0M0L8;H2KYS1,21.3568,20.6489,21.7948,21.1252,21.5699,21.4254,18.283,17.4387
hsp-43;B0M0L8;H2KYS1,21.1448,18.6417,19.8242,20.6551,23.7064,23.9818,24.5245,24.5644
;B0M0N4,21.0359,20.9745,19.6175,20.3549,22.921,23.0128,23.1922,22.0914
;B0M0N4,20.7542,20.0336,20.038,18.9517,24.8491,24.2209,23.299,23.6631
;B0M0N4,21.7548,20.1904,21.3833,20.5938,20.8989,20.4911,20.9516,19.9531
aat-6;B2D6M4,27.6548,27.3311,27.584,27.434,25.0242,24.7169,22.3951,25.4842
aat-6;B2D6M4,20.8768,20.2682,20.2449,20.1922,20.3312,18.7969,18.3435,20.3708
rmd-2;B2D6P1,24.4981,23.0686,23.1787,23.9531,19.6455,19.1665,20.5828,19.0339
rmd-2;B2D6P1,24.4506,20.9849,22.1507,22.6162,20.9456,18.1367,19.7739,19.7587
urm-1;B3CKG1,27.2999,25.661,25.3296,26.1432,25.5169,24.6765,24.299,25.4706
;B3WFT8,22.0012,22.6959,22.1929,22.1263,18.8906,21.6798,19.3382,21.1018
;E1B6S9,24.249,23.6046,24.2913,24.2745,18.5055,19.5159,20.471,20.5876
abts-1;G5EC65,22.0556,21.381,21.2617,21.2197,20.0137,18.961,20.0984,20.9006
;B3WFW7,21.101,20.6637,21.735,20.5653,21.6492,20.9017,20.363,19.6692
;B3WFY5,20.4862,20.2767,21.8412,21.2993,20.1471,19.9224,20.5159,20.0643
;B3WFY5,24.8655,21.8924,26.0785,25.781,20.6087,19.3633,18.5213,19.5588
;B3WFY5,21.9788,21.8769,23.0364,22.7919,20.3188,20.6144,18.0508,19.5831
ifg-1;B5BM23,21.4004,18.4321,21.0326,20.8444,24.6554,28.001,26.9035,24.9911
ret-1;B5U8N2,25.606,24.3541,24.7975,23.9565,20.9275,18.458,19.2809,19.8195
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,21.8163,18.9145,21.0268,20.94,18.5891,19.3945,18.1408,19.2951
ret-1;B5U8N2;Q23187;Q23188;Q7JLB0,22.7242,23.1932,23.5548,25.4057,20.2823,22.04,22.2431,20.3698
pgp-5;B6VQ78,25.0628,26.0294,25.7148,26.3512,20.4379,21.6183,19.0797,21.4703
pgp-5;B6VQ78,22.895,26.3524,26.1879,24.1823,20.8038,20.1511,20.7912,16.8367
pgp-5;B6VQ78,21.0986,21.2985,21.5946,21.1327,24.3378,23.3053,24.5415,24.1716
pgp-5;B6VQ78,19.8899,18.6924,20.4361,21.3514,19.6729,20.173,19.3842,21.3401
;D9PTN8,20.9566,18.7733,20.8016,21.1581,18.6103,21.5009,19.9923,20.8981
T05H10.4;B7WN71,23.1489,25.845,24.9966,23.8267,21.3051,20.4612,21.3318,20.9079
rpl-32;B7WN95;Q22716,22.8597,21.9995,21.2783,20.3977,18.6339,18.9948,20.5597,19.0219
;B7WNA1,23.4342,26.3625,27.8663,27.7608,18.9649,19.6399,16.1957,20.7917
ztf-18;B9ZSG9,21.9632,20.988,21.3919,20.4921,19.2492,21.4031,20.1159,21.6253
uba-1;C1P636,27.3936,22.2508,24.0562,23.2087,19.3069,20.02,20.2565,18.1938
uba-1;C1P636,21.5017,20.6155,20.9376,20.8148,19.9231,20.8242,19.1974,20.7405
uba-1;C1P636,27.3016,27.091,26.9855,27.1379,29.0672,29.0811,26.665,28.3934
uba-1;C1P636,20.7915,18.6303,21.4809,21.2311,24.2992,24.5216,22.8176,21.8888
uba-1;C1P636,21.5846,20.2994,20.0581,19.0028,23.1656,24.346,23.0557,21.3466
;C6KRI9,21.9266,19.3904,20.3025,21.3167,20.5404,19.9961,19.447,21.0194
;C6KRJ1,25.9445,23.7488,23.1183,23.9353,25.8227,24.1202,22.8888,23.3619
;C6KRJ1,20.6562,21.2023,20.4001,21.4084,20.4345,20.0403,21.2073,19.0621
;C6KRL2,22.8889,21.835,24.3561,22.8322,18.5006,18.7205,21.3008,19.9102
;C6KRL2,25.5941,21.7457,22.4191,22.735,23.4956,24.7054,24.6075,27.8132
;C6KRL2,21.2868,21.1702,20.1776,21.2708,19.3605,18.5214,20.1183,21.3487
sao-1;C6KRN1,21.2725,20.4811,20.8668,19.7007,20.1329,17.7984,19.8138,19.1514
sao-1;C6KRN1,22.4722,21.5802,20.6416,21.6901,20.8556,18.1967,20.8979,20.3967
;C7GIK1,23.2566,25.7555,25.0678,24.4368,23.5984,23.4143,23.2184,24.3659
fln-1;D0IMZ5;U4PM01,20.9664,21.1219,21.2973,20.5326,19.2979,19.2886,19.6966,19.6906
fln-1;D0IMZ5;U4PM01,21.7955,19.2461,21.4775,21.4753,19.5925,16.6559,21.1961,19.1623
laf-1;D0PV95,22.0229,19.7411,21.0967,21.6996,18.8704,21.7591,20.52,18.4742
sql-1;D0Z5P0,21.4557,20.0335,20.3962,20.3614,20.5393,20.9306,21.6536,21.1374
sql-1;D0Z5P0,20.359,19.1344,21.2743,20.7016,20.1201,21.1421,19.0406,18.0569
sql-1;D0Z5P0,20.301,21.1824,21.586,21.3731,19.8864,19.7668,21.1806,16.021
;Q22832,21.7678,20.4897,21.5053,21.0149,24.0439,23.8433,25.3622,24.9494
;Q22832,21.2276,21.5547,20.6354,20.5055,19.7646,17.9543,20.127,21.2347
;Q22832,25.435,25.4003,25.6343,25.4797,25.3624,25.2572,25.1702,23.4636
;Q8WQB8,22.0855,20.489,19.631,21.2149,18.4305,20.9784,19.6773,20.6198
tag-349;D3NQB5,20.7621,21.519,19.6622,20.0074,23.4123,24.1932,22.8003,21.5
cfp-1;D3YT77,19.7032,20.6854,20.0644,20.4718,19.3097,18.3441,18.0231,20.7098
cfp-1;D3YT77,19.9694,20.6495,20.7197,20.3783,21.7809,22.3597,22.0871,25.3584
dct-16;D4YWC3;Q9XX57,23.604,24.0338,23.7666,24.081,23.8583,21.5727,23.4534,24.4968
dct-16;D4YWC3;Q9XX57,24.4575,22.9531,21.5042,23.3842,20.9687,18.2309,18.6762,20.0852
dct-16;D4YWC3;Q9XX57,29.6367,25.1263,25.927,26.0358,21.6598,18.83,21.4326,19.1028
dct-16;D4YWC3;Q9XX57,26.3752,24.0211,24.3202,23.3132,19.5009,19.2418,20.1568,19.9743
dct-16;D4YWC3;Q9XX57,28.3872,26.1729,26.5648,25.0929,22.4403,21.7384,23.933,21.8328
dct-16;D4YWC3;Q9XX57,26.3976,23.2654,24.2041,23.7284,21.0613,17.9171,20.3933,21.3056
dct-16;D4YWC3;Q9XX57,22.0872,20.3755,21.199,21.0296,18.6294,18.1736,18.6854,19.27
larp-1;D5MCN2,20.7793,19.1281,18.2763,20.6026,20.6012,18.8223,19.3996,21.9045
sup-26;D5MCQ2,23.4853,24.8378,25.0097,24.0681,21.3981,22.3766,22.0579,20.421
;O17698,22.1082,23.4655,25.0932,23.4196,20.2875,19.6054,21.3499,18.9482
mdt-9;D5SGZ9,25.0401,23.4298,22.9621,21.7778,19.6164,20.7472,18.8844,19.2969
mdt-9;D5SGZ9,21.6599,21.139,21.8208,20.6356,19.8607,21.7844,19.5964,17.5752
mdt-9;D5SGZ9,22.1737,27.9752,27.8341,27.1099,20.7988,21.0275,19.3295,18.8729
nstp-10;C50F4.14;D6R8W5,21.4111,19.8683,20.5899,20.0127,21.4353,19.3251,21.4841,18.4386
math-38;D6VPA0,24.6351,22.9607,23.1795,24.7299,22.0731,22.3152,22.4858,22.2023
;D7SFI3,21.7864,20.9101,20.8262,20.7634,21.8938,17.2162,21.0041,19.49
gsto-1;D7SFI3;P34345,22.043,20.7618,20.7598,21.2172,24.4046,24.112,23.997,23.4052
;D7SFI3,21.2841,21.0327,20.8541,21.3301,21.9387,21.7323,19.3936,19.951
;D7SFP5,20.7459,21.1784,20.0593,20.0774,19.7503,20.4103,21.265,20.8852
;D7SFP5,21.7601,19.6512,21.4424,20.87,16.4054,18.4077,21.2229,20.6242
cup-5;D7UU24,21.0685,20.3292,21.7643,19.8816,19.7748,19.8578,19.3836,19.3676
cup-5;D7UU24,21.1658,20.3953,20.8076,21.2648,21.6993,19.5355,17.6714,20.4648
myrf-2;Q9U3I3,21.3365,20.1142,21.5621,20.1326,20.0896,19.7406,19.8324,20.4793
snx-6;D9PTP5,21.1895,21.3824,20.7794,20.8273,19.9042,18.9178,16.2128,17.788
snx-6;D9PTP5,21.9078,21.0749,20.6752,21.6477,20.4092,19.2159,19.3386,18.297
snx-6;D9PTP5,23.4527,23.6869,25.4489,23.7594,19.6739,20.1947,19.1326,21.3461
;E0AHE1,21.3898,18.491,20.1687,19.5341,23.0031,22.3217,24.0063,24.4271
ent-7;Q20396,26.3412,24.9138,25.5935,25.8107,26.2846,24.8903,25.8383,25.5543
;E1B6S4,20.6296,20.8935,19.8945,21.0667,21.5491,22.9226,24.871,22.5627
C27A7.1;E1B6U2,24.3201,24.1817,24.6763,23.9232,23.929,24.0364,25.0964,23.1027
rsd-2;E1B6W0,24.9578,24.3201,24.1971,22.7185,28.5413,28.261,26.5334,22.6261
hpo-34;E3W743;Q93636;Q93637,21.9386,23.4778,24.4359,24.2272,19.4698,19.407,19.8275,17.5268
hpo-34;E3W743;Q93636,19.5082,20.8382,21.6014,21.2696,20.0074,19.5519,17.5674,20.1372
hpo-34;E3W743;Q93636,20.0967,20.5342,21.3376,19.9676,20.0883,21.5449,20.3009,19.5996
hpo-34;E3W743;Q93636,21.0965,20.3727,20.8975,19.7538,18.2948,17.7425,18.9372,20.7214
hpo-34;E3W743;Q93636,20.3161,20.8165,18.9292,21.2438,20.0467,21.0779,19.7661,20.8193
hpo-34;E3W743;Q93636,22.7731,22.9649,23.0483,23.8142,21.3542,19.4475,18.4206,21.3112
hpo-34;E3W743;Q93637,19.8778,19.6808,20.2872,19.5568,19.6761,20.3826,19.1973,18.5781
hpo-34;E3W743;Q93637,20.3463,20.7011,20.9954,19.0019,19.756,21.5578,19.0442,19.5797
hpo-34;E3W743;Q93637,23.3805,21.5589,22.1562,23.5521,24.9955,23.1551,25.5042,22.7257
hpo-34;E3W743;Q93636,21.6621,20.3521,21.3111,21.1318,20.4887,20.0819,19.0151,19.1537
hpo-34;E3W743;Q93636,20.8658,19.8694,20.6688,19.3774,21.0101,20.7695,19.9182,20.6416
hpo-34;E3W743;Q93636,21.0205,21.1301,19.5903,20.2084,24.619,24.5307,24.2829,21.9412
hpo-34;E3W743;Q93636;Q93637,27.0915,24.7179,25.0206,26.8758,17.693,20.8738,20.3564,19.5591
hpo-34;E3W743;Q93636,20.9259,19.2507,20.5517,20.661,20.1254,19.8166,20.7007,19.3465
;E3W759,20.5132,20.7883,21.8488,21.4643,20.9392,20.129,21.0024,19.7439
dnj-14;Q21162,22.0285,24.4394,23.5579,22.3935,20.8982,19.6229,19.7787,20.8728
dnj-14;Q21162,23.2265,25.4416,24.7661,24.9221,20.3904,19.6184,18.7218,20.7842
dnj-14;Q21162,24.9493,23.3104,23.4371,24.8981,27.0644,26.1601,23.7526,25.3785
dnj-14;Q21162,23.992,22.54,24.1117,23.0936,24.6941,23.3203,22.6984,25.1834
mca-1;F5GU98,21.3846,20.9293,21.5155,21.2786,27.0809,25.4645,23.4729,22.9605
mca-1;F5GU98,26.8549,23.2062,22.7867,23.1564,30.9591,30.2948,28.2682,29.8961
mca-1;F5GU98,21.6217,21.2926,20.385,20.6937,25.3941,24.5854,26.4025,23.3723
mca-1;F5GU98,20.8656,21.1248,20.5603,20.9503,18.6861,18.8268,20.0567,20.0492
mca-1;F5GU98,20.4508,19.8037,19.5303,21.0572,18.4593,18.1113,19.8684,20.0161
;F5GUH0,21.3352,19.8311,20.9052,21.5067,19.3909,18.9897,19.9869,18.8528
;F5GUH0,23.0706,24.9485,25.6519,24.0355,23.1278,23.3311,21.8899,21.1776
;F5GUH0,24.4989,24.3886,24.4009,25.7436,21.5083,20.5109,20.4935,20.2051
lea-1;F5GUH5;H2FLK8;H2FLK9,22.3971,21.7024,23.008,23.2716,19.5375,20.9479,20.4123,17.4598
lea-1;F5GUH5,24.7102,23.6755,24.8627,25.3188,22.6418,22.1889,22.694,23.9997
lea-1;F5GUH5;H2FLK8;H2FLK9,23.3103,23.708,22.3517,22.6862,20.5658,19.7671,19.987,19.5756
lea-1;F5GUH5,26.8608,26.5936,26.7202,26.0229,23.2363,22.515,23.1371,23.6215
lea-1;F5GUH5,26.9483,24.938,24.9145,24.8782,24.5193,23.2254,22.3751,25.3901
lea-1;F5GUH5,21.0351,20.2858,21.4442,21.1238,18.2586,21.1681,17.886,21.283
lea-1;F5GUH5;H2FLK8,28.0274,23.7744,23.6518,23.4601,21.46,19.4497,20.4328,19.4021
lea-1;F5GUH5;H2FLK8,23.6029,25.8141,26.6963,25.9984,20.0819,20.4092,21.3217,21.2655
lea-1;F5GUH5,25.3681,21.7453,22.5474,24.1038,19.8339,21.0678,19.5667,19.569
lea-1;F5GUH5;H2FLK8;H2FLK9,26.5153,25.2969,25.8824,25.8314,19.7619,20.4334,19.9032,19.1691
lea-1;F5GUH5;H2FLK8,24.3787,26.0296,26.4646,26.0389,20.2409,20.0189,20.2749,20.0735
lea-1;F5GUH5;H2FLK8,23.1722,23.9112,24.355,23.9757,20.3171,19.7158,19.5914,20.5238
