geneName;Leading.proteins,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04
clh-5;G5EGT4,18.3787,21.6865,21.3045,19.5653,20.3697,20.0625,21.0643,21.6234
B0252.3;G8JXY5,20.1788,17.7006,18.5741,19.6892,20.3822,20.6697,19.6604,18.9888
B0416.5;G8JXY9,21.0891,18.5979,18.834,18.4393,21.1089,19.6898,18.6272,18.9668
B0416.5;G8JXY9,17.2138,19.3069,21.126,20.1924,20.1707,19.501,20.1473,19.4349
B0416.5;G8JXY9,21.4295,20.2157,21.578,19.0892,20.8738,21.5632,21.7548,21.6552
B0416.5;G8JXY9,18.1389,19.4923,19.7839,19.9736,25.2012,24.869,24.2657,25.5825
K07C11.7;G8JY31,21.1128,18.6617,21.8692,19.5903,17.4423,20.1189,17.5998,19.385
K07C11.7;G8JY31,24.1319,23.7493,22.4029,24.0561,24.0109,22.9947,22.1982,21.7765
cpr-6;G8JY40,23.2774,24.3191,23.8567,23.6003,24.3983,24.3362,24.7847,24.6193
sto-1;G8JY63,18.8865,19.8982,20.327,18.5139,18.9838,21.8456,20.5498,20.4692
ubq-1;ubq-2;G8JY83,23.2791,24.2244,22.8081,23.1774,24.6039,24.6673,25.3623,24.5224
ubq-1;ubq-2;G8JY83,24.0597,24.7865,25.5793,25.1945,26.6424,26.4483,24.1816,27.3845
ubq-1;ubq-2;G8JY83,35.9996,35.0685,34.8177,35.2056,36.7533,36.5035,35.5543,34.6399
ubq-1;ubq-2;G8JY83,34.0337,33.5569,32.9152,33.6759,29.3765,29.4475,29.2238,25.7998
ubq-1;ubq-2;G8JY83,27.801,30.3343,30.9667,29.9543,31.6871,31.6063,29.643,27.4696
ubq-1;ubq-2;G8JY83,31.7729,30.0171,31.8606,31.8291,30.9889,30.6883,28.4718,27.4293
ubq-1;ubq-2;G8JY83,27.2068,26.9676,28.7018,27.3667,26.4014,26.4056,26.6977,21.539
ubq-1;G8JY83,27.9391,26.588,28.3411,27.216,28.9168,28.188,27.0246,28.1535
ifc-2;G8JY94,23.8426,24.8664,24.9866,24.0395,23.6737,24.5692,23.2692,24.137
;H2FLI6,18.9415,20.2268,17.8182,19.7442,18.7801,20.6031,19.1596,19.033
lea-1;H2FLK8;H2FLK9,23.3802,24.5677,21.6624,24.0786,21.1525,18.7813,19.9577,19.7128
lea-1;H2FLK8;H2FLK9,18.2704,19.9888,19.1509,19.3354,23.2363,22.515,23.1371,23.6215
lea-1;H2FLK8,19.8359,18.9305,19.0495,20.2717,17.5828,19.0639,20.9388,19.9383
lea-1;H2FLK8;H2FLK9,24.0422,24.171,25.0592,23.4326,23.9683,23.2254,23.6472,20.9451
lea-1;H2FLK8;H2FLK9,18.8788,19.8895,19.9046,20.9837,20.7978,21.0296,21.4729,18.2396
lea-1;H2FLK8;H2FLK9,19.0426,21.1294,20.5326,17.9282,19.4331,21.7255,20.3758,18.4755
lea-1;H2FLK8;H2FLK9,22.2501,22.0348,22.5754,22.6677,19.4377,21.7367,16.9954,19.3151
lea-1;H2FLK8;H2FLK9,19.0603,17.8581,20.2021,20.3134,20.9631,18.0649,19.2672,20.9523
lea-1;H2FLK8;H2FLK9,21.1637,19.109,18.33,18.4105,20.9069,20.3066,20.9257,20.091
lea-1;H2FLK8;H2FLK9,24.1598,23.3492,22.6484,22.58,18.3404,21.5406,20.3852,20.3212
lea-1;H2FLK8;H2FLK9,22.2402,22.7312,21.2448,23.8931,20.3686,19.8879,18.5685,16.3563
lea-1;H2FLK8;H2FLK9,19.8946,20.7791,20.0493,20.8256,17.3039,20.23,20.3212,21.6249
lea-1;H2FLK8;H2FLK9,19.6465,18.6324,21.1078,18.5728,19.6847,20.3175,19.6184,18.5462
lea-1;H2FLK8;H2FLK9,22.6746,23.0792,24.6586,22.2937,19.0511,20.2162,20.5344,19.5053
lea-1;H2FLK8;H2FLK9,18.4424,21.2145,19.9951,18.7493,20.0417,21.1431,20.1567,20.2918
lea-1;H2FLK8;H2FLK9,22.3864,23.5189,22.0132,23.9977,22.8428,22.8764,23.8018,25.419
lea-1;H2FLK8;H2FLK9,19.8456,19.8439,19.9614,19.7233,25.9043,25.1432,23.8737,25.4702
lea-1;H2FLK8;H2FLK9,23.586,23.7067,22.6129,24.96,22.6418,22.1889,21.6613,23.9997
lea-1;H2FLK8;H2FLK9,19.2448,20.8331,20.4923,18.8852,19.1061,17.5652,18.6614,21.5557
lea-1;H2FLK8;H2FLK9,25.5633,25.8418,26.207,26.1176,19.8075,21.8818,17.4084,20.1224
lea-1;H2FLK8;H2FLK9,22.5611,23.6311,23.1157,23.4266,20.0899,19.5625,20.8747,20.4457
lea-1;H2FLK8;H2FLK9,21.2223,20.782,22.9317,21.2984,20.5268,19.7266,20.7547,20.6236
lea-1;H2FLK8;H2FLK9,20.4255,21.8391,21.111,21.8797,18.7137,20.7357,19.3652,19.325
lea-1;H2FLK8;H2FLK9,18.654,19.463,20.0096,18.1686,18.6317,20.8775,20.7696,18.9478
lea-1;H2FLK8;H2FLK9,23.7357,23.3361,23.4357,22.8499,20.3226,19.8333,19.6372,21.5769
lea-1;H2FLK8;H2FLK9,21.0856,19.9867,20.0578,19.0821,20.4941,20.24,20.3909,20.091
lea-1;H2FLK8;H2FLK9,19.5532,19.4716,19.6762,21.273,18.717,19.689,20.0921,18.4745
lea-1;H2FLK8;H2FLK9,23.2164,22.4766,22.888,24.7204,17.9502,19.9065,16.4487,19.3885
lea-1;H2FLK8;H2FLK9,19.2672,18.0442,20.0837,20.0241,20.5287,20.4733,19.5159,19.8945
lea-1;H2FLK8;H2FLK9,22.2886,22.7399,23.3715,23.5446,19.316,19.3233,19.4595,21.9342
lea-1;H2FLK8;H2FLK9,22.8728,23.9055,23.8118,22.6567,18.8249,21.1808,19.5617,21.1253
lea-1;H2FLK8;H2FLK9,24.6816,24.7241,23.6424,25.3717,23.1663,22.2757,22.3388,24.2653
lea-1;H2FLK8;H2FLK9,19.6128,20.5369,18.901,17.3869,18.7647,20.2476,19.7758,18.3366
lea-1;H2FLK8,22.5414,24.4066,24.506,25.0531,21.0499,20.4837,19.9579,19.4567
lea-1;H2FLK8;H2FLK9,23.6631,24.7007,23.6148,24.7437,23.1656,24.1415,24.4428,24.2898
lea-1;H2FLK8;H2FLK9,19.4519,20.2992,18.5635,19.6434,20.2892,18.7648,20.2962,20.5172
lea-1;H2FLK8;H2FLK9,20.2099,20.336,20.2535,18.3816,19.2066,18.3997,18.6516,21.2971
lea-1;H2FLK8;H2FLK9,22.9736,23.5378,24.2119,24.0029,20.7277,20.0549,20.0722,19.547
lea-1;H2FLK8;H2FLK9,22.4037,22.2995,22.9123,21.5974,19.8496,20.547,20.786,18.457
lea-1;H2FLK8;H2FLK9,20.7131,20.815,22.0457,21.9159,20.3494,21.7611,19.2499,19.9485
lea-1;H2FLK8;H2FLK9,20.8319,19.588,17.2077,20.343,19.8213,21.5768,20.6722,18.6802
lea-1;H2FLK8;H2FLK9,20.5449,19.6292,20.0003,20.6052,19.2195,19.611,20.4628,18.7298
lea-1;H2FLK8;H2FLK9,19.7139,19.21,20.1032,18.9907,20.4079,20.5177,17.7859,20.0013
lea-1;H2FLK8;H2FLK9,23.2533,23.318,22.2725,21.8463,20.0755,20.7175,18.6971,20.6202
lea-1;H2FLK8;H2FLK9,22.1026,22.4108,20.8401,23.2168,19.8215,21.5616,17.5695,20.2503
lea-1;H2FLK8;H2FLK9,20.9793,18.675,20.2369,20.0998,17.799,20.2131,19.0617,20.8017
lea-1;H2FLK8;H2FLK9,23.3749,22.8341,25.0775,24.8591,20.9258,18.6787,19.2374,18.3503
lea-1;H2FLK8;H2FLK9,19.787,19.6796,20.4474,19.5562,20.1139,17.9509,20.647,20.2726
lea-1;H2FLK8;H2FLK9,23.7084,23.8072,23.3234,23.1418,17.4472,21.7165,19.3294,19.8332
lea-1;H2FLK8;H2FLK9,19.949,21.0307,19.6574,18.777,19.4257,21.0617,19.8189,21.2478
lea-1;H2FLK8;H2FLK9,19.1692,19.6218,20.9657,18.8798,20.8382,21.0348,19.5255,19.0001
lea-1;H2FLK8;H2FLK9,17.1271,17.2385,20.292,20.8334,21.284,21.1032,20.1277,20.1117
lea-1;H2FLK8;H2FLK9,24.1803,24.7264,24.3867,25.3071,24.4246,24.7707,24.1487,23.0159
lea-1;H2FLK8;H2FLK9,20.8499,18.3718,19.3549,20.0487,18.938,18.6818,17.6245,20.1154
lea-1;H2FLK8;H2FLK9,20.0538,20.5314,20.1008,20.9771,17.9339,18.8916,20.8358,19.4062
lea-1;H2FLK8;H2FLK9,20.2961,18.6531,19.7282,18.2414,19.7527,20.7915,20.0011,18.7875
lea-1;H2FLK8;H2FLK9,24.7235,25.2989,23.4828,25.6628,23.9617,22.3567,24.5032,24.2944
lea-1;H2FLK8,19.6617,19.3831,19.4748,20.0679,19.9301,19.9335,20.3441,19.2611
lea-1;H2FLK8;H2FLK9,23.1571,22.1961,22.6376,22.5317,27.2051,28.1537,24.7675,26.5657
lea-1;H2FLK8;H2FLK9,21.7148,22.099,22.6764,22.7565,18.934,21.8092,21.0032,19.598
lea-1;H2FLK8;H2FLK9,20.5015,18.9144,19.78,19.1428,18.493,20.1333,19.6659,18.6474
lea-1;H2FLK8;H2FLK9,19.3344,18.5834,19.1651,20.6084,22.309,22.372,21.1508,24.858
lea-1;H2FLK8;H2FLK9,17.7476,19.0088,20.9686,20.0282,18.3429,17.421,20.0485,18.4659
lea-1;H2FLK8;H2FLK9,19.2023,20.7096,21.5025,17.6705,18.3252,20.8939,19.5093,20.1879
lea-1;H2FLK9,19.808,20.3923,19.0442,19.5874,20.8075,20.116,20.1977,18.9993
lea-1;H2FLK9,18.658,21.3683,18.1283,19.9545,20.4248,20.2577,20.0768,20.7771
lea-1;H2FLK9,24.5354,24.572,24.7571,25.1411,24.3462,24.1,21.2067,24.268
;H2KYH5,28.8162,28.7947,28.1331,28.2213,23.4842,22.0543,24.3293,25.951
;H2KYH5,24.8635,25.8133,24.3938,24.6611,24.0961,25.4059,22.6545,26.6069
;H2KYH5,24.1374,25.6059,24.6894,24.9257,23.028,22.4036,21.5827,26.3467
;H2KYH5,26.2923,26.7819,26.5807,26.8309,28.0553,24.2538,25.0932,23.9791
;H2KYH5,26.5085,26.4728,26.611,26.2395,26.4279,25.9433,23.7043,25.9351
;H2KYH5,27.9373,27.6693,27.2496,27.9932,23.5676,24.4692,24.4763,20.8128
;H2KYH5,25.7787,27.1884,27.2493,26.0516,23.1303,21.9394,23.7757,24.2183
;H2KYH5,26.3525,25.9778,27.0045,26.6112,18.9922,20.3767,19.3644,19.456
;H2KYH5,19.5607,20.792,19.9355,18.6347,24.3001,24.4906,24.7854,20.81
;H2KYH5,19.6303,18.754,21.8663,21.5923,21.2157,20.1507,17.8947,19.8155
;H2KYH5,28.6942,28.0075,29.0408,29.1087,29.6402,27.7301,26.773,27.2253
;H2KYH5,25.0169,25.484,25.9603,25.8643,23.855,23.4009,21.5418,23.8691
;H2KYH5,25.9563,24.8699,24.078,24.3093,20.8027,19.5006,19.5127,20.5627
;H2KYH5,25.1523,25.4089,24.0997,25.8603,23.842,24.599,23.1858,22.5532
;H2KYH5,27.9231,28.1579,28.0585,28.8797,28.0827,26.7899,26.6781,26.5034
;H2KYH5,23.7627,23.8078,25.597,25.1531,23.6652,23.5506,23.665,24.7934
;H2KYH5,19.7325,20.1609,18.5923,18.7279,17.6153,20.7185,19.6397,19.6628
;Q86NI2,19.4945,20.4146,18.9261,19.3512,19.6932,18.8233,20.5818,18.7302
;Q86NI2,24.8553,25.6079,24.1921,24.6404,19.9683,19.7351,20.2992,19.6281
mtch-1;H2KYJ5,18.3559,20.1551,19.6201,19.654,19.8888,20.3592,18.7287,18.9913
pkg-2;Q8MQE2,20.0032,20.8669,19.8423,19.5053,18.9189,20.8095,20.8737,20.4149
smk-1;H2KYN7,20.1872,21.244,20.1309,19.3913,20.1804,20.742,21.0772,17.91
smk-1;H2KYN7,18.4911,17.2966,19.3778,18.8953,20.2596,18.4621,20.0789,20.5275
ncx-2;H2KYP4,19.1378,19.1075,20.1522,18.3551,22.2845,22.9203,22.5453,23.407
ncx-2;H2KYP4,18.7419,20.5804,18.7656,17.5759,22.6529,22.983,22.0147,23.6963
ncx-2;H2KYP4,17.1926,20.1544,18.5491,19.0063,19.3403,21.7887,19.0993,20.042
vig-1;H2KYR1,19.9152,19.8343,21.134,17.4135,20.003,20.8077,18.3697,19.3715
vig-1;H2KYR1,24.347,22.7929,22.9191,24.6727,20.4835,21.2419,22.6768,23.1886
vig-1;H2KYR1,20.9568,19.2418,20.8893,19.725,21.119,21.2745,19.8864,18.5731
vig-1;H2KYR1,20.7151,19.7441,19.8856,19.9323,20.4362,19.1333,20.8284,18.9371
vig-1;H2KYR1,19.3792,19.0219,20.714,18.6123,21.6501,21.3138,15.9893,20.2228
vig-1;H2KYR1,20.0588,19.6144,18.1974,20.4101,22.9714,23.0425,21.8959,21.1821
vig-1;H2KYR1,19.6231,20.4178,20.637,18.284,19.4224,20.4987,21.5237,20.9114
vig-1;H2KYR1,21.321,21.7694,20.2634,22.4046,19.9152,21.8468,18.6368,18.7682
vig-1;H2KYR1,19.4674,20.3113,20.5222,18.0154,21.9967,19.9558,18.2284,20.8097
vig-1;H2KYR1,18.6728,20.7135,16.3576,19.3029,20.5815,19.5923,20.3343,20.546
vig-1;H2KYR1,20.946,19.4105,21.5604,20.1069,20.4614,21.3063,20.7129,20.3039
vig-1;H2KYR1,18.153,18.8293,19.6268,20.4334,20.172,21.2658,19.8551,20.7471
srr-4;O44618,19.8451,21.2924,19.8468,21.1015,25.0522,22.2536,24.7656,24.125
daf-9;H2KYS3,17.5267,19.5808,19.4912,19.4256,20.7253,21.2773,18.5595,20.678
;Q8MNV5,19.8031,18.8351,17.9209,20.6796,19.9958,19.0557,20.4468,21.7278
ppw-1;Q86NJ8,19.5698,18.0133,20.1219,19.8259,19.5403,18.5892,19.5672,19.5554
nab-1;Q5R3Y6,20.4288,20.2289,21.855,19.2518,19.4243,21.4271,19.6111,18.6071
clec-266;H2KZ06,18.4366,20.7067,18.6557,19.5315,19.7861,21.2778,19.4695,19.4412
tat-4;H2KZ37,19.3394,20.6167,19.7149,21.3242,18.9606,20.6024,19.7321,21.1969
;H2KZ48,17.9936,20.2984,19.4869,20.8059,18.3973,20.5473,19.0467,19.5141
;H2KZ48,19.9631,20.5723,20.3711,20.115,20.7456,20.6223,19.8541,18.8779
;H2KZ89,17.3944,19.5929,20.1426,19.8188,18.3908,19.9081,20.2215,19.1096
;Q95Q55,25.4431,24.4255,24.6099,25.3268,24.9687,23.8028,24.2151,26.1923
;Q95Q55,22.0304,22.3689,22.0089,24.1584,23.9876,24.4694,24.2769,24.7661
;H2KZA9,19.9886,20.0509,18.7524,18.4407,24.0328,22.5082,22.7204,24.4777
;H2KZA9,21.9359,21.1909,20.9997,22.9703,23.295,23.1073,23.8006,24.5529
;H2KZC4,24.0551,24.6733,24.293,25.1533,27.6392,25.8703,24.8425,27.229
;H2KZD2,17.2806,17.9771,17.6884,21.1841,20.9715,21.3243,20.0768,18.7419
pmt-1;Q86NB3,18.8892,18.8247,19.5038,19.5403,21.6889,23.5527,22.6693,22.888
aka-1;Q18930,18.3696,20.0169,20.0752,18.8203,22.0665,22.4242,21.5767,23.5403
praf-3;Q4TTA9,19.1937,19.415,18.6465,17.2243,20.3277,21.5689,19.2026,20.0997
dpf-3;Q965K3,23.4984,23.0413,21.6304,24.2647,19.8759,18.5683,18.534,21.8392
;Q688A5,23.3305,23.4276,22.1504,22.348,20.0521,21.6493,19.5542,21.5515
;Q9BL66,17.65,21.1578,20.1509,21.7717,25.1446,24.551,24.3396,23.8906
;H2KZN1,20.8195,20.2777,20.2666,19.7847,21.0829,21.8814,21.0036,21.049
slc-17.6;X5M917,19.6586,19.9113,20.8787,21.249,21.0338,18.7133,18.1452,21.3539
ifc-2;H2KZR4,17.6828,19.0686,20.083,21.7195,20.3862,19.091,19.707,19.9784
ifc-2;H2KZR4,20.0892,19.0256,20.6763,21.121,20.1475,18.3259,19.7977,17.9706
ifc-2;H2KZR4,21.5241,22.13,20.4596,22.8602,20.7825,19.5775,19.7071,20.9992
;H2KZT9,26.5951,26.8936,26.6479,27.4938,27.8351,26.812,27.0608,26.2701
cas-1;H2L023,23.6423,24.8028,25.0514,24.8901,22.4402,23.6888,24.438,23.287
cas-1;H2L023,25.1232,25.5839,23.2654,26.0778,24.1085,22.2136,22.5727,24.2474
cas-1;H2L023,24.1611,24.5363,25.3706,25.2144,26.1288,25.602,24.8178,26.3104
cas-1;H2L023,19.9583,21.6526,21.6848,21.6194,19.3593,19.7562,21.2387,21.0032
wht-7;H2L028,19.5721,19.709,21.4518,19.2456,19.93,20.4762,19.3811,18.9381
pmp-5;H2L034,19.3232,19.9374,19.2588,20.8689,18.4511,20.4556,20.23,21.6632
pmp-5;H2L034,17.652,19.4951,20.5489,19.1645,21.1597,20.7274,17.5989,19.8437
pmp-5;H2L034,17.7266,19.5079,20.31,20.1432,24.9351,25.1726,23.917,25.4615
;H2L048,18.879,20.8847,19.5968,18.3914,20.4611,20.3537,19.583,21.0674
;H2L048,25.0665,23.3216,23.239,23.3177,23.227,21.7127,21.3368,24.0281
;H2L048,21.0299,21.2931,19.6551,21.3105,19.2163,21.076,19.2603,19.9138
;H2L048,19.5499,18.7726,21.1424,17.6883,20.2949,20.1018,20.9616,19.6114
;Q8MXS5,20.2646,19.1856,19.2226,18.875,18.0588,20.6711,20.1329,19.6327
;H2L0B6,19.4433,19.3692,20.9956,18.6576,20.1834,21.225,21.3925,19.1647
abts-4;H2L0C4,22.0372,22.6119,22.8771,21.0602,20.4109,18.9661,20.96,21.5075
;H2L0D1,18.6378,18.0912,18.0763,21.3397,21.8144,20.6933,19.0111,19.7189
;H2L0D3,19.4187,20.8572,19.4659,19.6987,21.0209,20.6847,20.139,20.768
mis-12;H2L0D9,25.9462,26.3114,24.8629,23.71,24.5967,23.3504,23.4873,26.1437
mis-12;H2L0D9,25.9462,25.9979,26.0938,23.71,24.5095,23.3504,23.4898,24.5135
mct-4;H2L0E5,17.6807,19.0856,21.0506,16.6824,19.3894,20.5046,18.728,20.1525
mct-4;H2L0E5;H2L0E6,20.1275,20.1804,18.6272,21.263,20.5102,20.3109,18.928,19.6753
mct-4;H2L0E5;H2L0E6,19.6357,20.2542,20.5705,18.3135,19.3354,21.4179,18.9822,19.9796
;Q9N5G9,25.9657,24.9667,25.1866,24.7155,25.8508,25.7013,25.2181,23.4253
ptc-3;H2L0G5,21.4885,22.5974,22.4939,21.6314,24.0252,23.9836,24.6455,25.6211
chat-1;H2L0H3,19.2662,15.7167,19.203,19.1382,18.583,17.9979,18.5615,19.1957
lfi-1;H2L0I2;H2L0I3,20.2774,22.1631,22.504,21.3031,19.3189,20.5852,17.8424,21.0951
lfi-1;H2L0I2;H2L0I3,19.0348,19.5891,18.2171,20.5346,21.7586,19.7169,18.8317,20.6998
lfi-1;H2L0I2;H2L0I3,18.4611,20.1274,19.8492,18.2213,23.912,23.3939,21.8676,22.4895
lfi-1;H2L0I2;H2L0I3,21.2197,20.7902,21.5943,19.3373,19.8365,20.6935,21.4422,19.3237
lfi-1;H2L0I2;H2L0I3,22.3879,22.2334,22.5306,22.5737,19.4196,19.6421,20.9024,19.9325
lfi-1;H2L0I2;H2L0I3,17.0512,19.4985,21.3076,19.9978,17.9785,20.1788,19.0689,21.886
lfi-1;H2L0I2;H2L0I3,18.4668,18.6478,17.8327,20.3758,21.3313,21.9332,23.5841,21.9462
;Q22095,19.8865,19.5057,19.8868,18.5391,21.3622,20.4144,20.521,18.9835
dhs-30;H2L0K8;Q65ZI3,20.6047,18.9901,21.185,21.1424,20.4449,20.1227,21.1981,18.9742
pod-2;Q9GZI3,17.1752,19.4988,19.7358,18.9694,21.4468,21.2727,20.7582,19.3127
;H2L0R6,20.3851,20.033,20.769,17.4614,18.7791,20.3609,19.973,20.3765
;H2L0R6,19.8058,19.8663,20.0709,20.2192,19.7767,19.063,17.4492,18.202
;H2L0R6,20.4044,20.9851,18.6377,18.3793,18.9235,21.1463,18.3807,17.7128
;U4PC11,19.8437,19.1449,19.4518,20.3314,19.7897,19.3815,21.1801,19.7956
tba-1;tba-2;O18688;P34690,18.8674,20.7827,19.8269,17.2622,18.8386,21.2188,20.278,19.0033
tba-1;tba-2;O18688;P34690,18.9518,19.5127,18.4496,20.0129,20.8491,20.562,21.5983,20.7415
;H8W3X0,19.6689,21.113,18.6318,19.7436,21.7501,21.5937,21.4585,19.711
F08B12.4;H9G2R5;Q19191,18.187,20.3838,20.3815,20.9144,20.5162,21.5339,19.431,20.488
F08B12.4;H9G2R5;Q19191,20.7208,20.1168,18.9086,20.8079,19.4731,20.3306,20.2791,21.7071
idh-1;Q21032,17.778,20.2097,18.972,19.4138,20.1343,18.0189,19.0225,20.8164
idh-1;Q21032,23.0745,23.533,23.5963,23.0414,18.3952,19.7573,20.2611,21.7258
pah-1;I2HA98,17.8828,19.0469,20.6099,19.8953,19.6004,21.9029,19.0008,19.4865
pah-1;I2HA98,20.5668,18.3992,21.2152,19.587,21.6378,20.6554,21.5001,20.8599
pah-1;I2HA98,17.3131,21.6376,20.3109,20.4566,21.5024,18.5653,19.9252,19.6255
brp-1;I2HAF4,26.2181,28.4154,27.3053,28.3778,29.0358,26.8495,26.5226,28.5791
brp-1;I2HAF4,27.8267,28.5499,28.0735,29.2389,29.6276,29.1112,28.6807,29.0805
brp-1;I2HAF4,25.8365,24.8745,25.5177,26.3763,27.3357,27.3295,27.6961,26.933
rpl-30;I2HAJ2;Q9XWS4,17.6955,19.0329,19.4734,17.7951,21.2496,19.5145,20.1857,20.1648
rpl-30;I2HAJ2,20.1712,19.3393,18.2317,20.1086,20.0665,18.3097,19.1222,18.9494
his-40;his-2;his-74;K7ZUH9;Q27532,20.6926,20.6999,21.0877,20.2743,25.6692,25.0302,25.971,25.754
his-40;his-2;K7ZUH9,19.1537,18.6852,21.2741,18.8903,21.2593,21.3895,21.2235,17.4404
zbp-1;Q6A582,19.9393,18.6513,19.1537,21.03,21.4781,20.6192,19.2952,19.864
cdh-12;K8F801,18.4542,20.8282,19.9165,18.41,18.8653,19.3457,18.3619,20.3757
lev-11;K8FDX2,24.2798,24.4669,24.1243,23.1685,19.5494,21.2769,20.1634,21.2451
;K8FDZ1,26.748,25.331,25.1704,25.0372,18.0084,19.4614,21.4522,20.8655
;K8FDZ1,23.7557,25.331,22.4582,23.943,18.3357,18.4254,20.4056,20.71
;L8E833;Q23179,18.518,21.103,19.8015,19.8109,19.3605,21.0966,20.8708,19.6716
;L8E833;Q23179,28.3724,28.8247,28.8893,28.2001,31.0056,30.4705,29.9988,30.4131
;L8E833;Q23179,24.3313,23.6279,23.3914,22.16,22.5523,23.3938,24.1864,24.7677
;L8E833;Q23179,20.5398,21.5232,19.6063,21.1032,23.342,23.3938,24.4293,24.7677
;L8E833;Q23179,24.5926,26.1593,26.0794,24.9893,24.5805,25.3487,24.9102,26.1107
;L8E833;Q23179,27.5429,27.4925,27.3448,26.7771,26.534,26.1866,25.8315,26.4144
;L8E833;Q23179,24.2134,25.5373,25.9334,25.6917,25.2796,24.1843,25.5491,26.0952
;L8E833;Q23179,23.8268,22.5317,24.5768,23.4875,19.3188,19.7659,18.9946,17.8667
ZK688.5;L8EC34,19.4005,19.0113,20.697,20.6135,24.3853,23.1271,25.0663,24.1671
ifb-2;M1Z854,23.1041,22.993,23.4671,23.3365,24.7684,25.5516,22.643,24.078
ifb-2;M1Z854,19.3326,20.1118,19.8598,19.4513,19.9321,20.4272,18.4628,21.6141
ifb-2;M1Z854,17.5804,18.3544,18.6482,18.3882,18.9395,21.236,18.7842,19.8453
;N1NSD4,18.4863,19.2732,21.3229,20.227,17.3884,20.1696,21.2298,19.3101
;O01477,20.5912,20.7378,19.0526,20.4617,21.4721,20.1075,19.8276,21.7543
soap-1;O01485,20.7408,18.3603,21.1553,20.2669,18.9393,20.3502,21.5734,19.2112
stam-1;O01498,26.0452,27.8578,29.3101,28.2448,29.113,28.2956,27.664,23.697
stam-1;O01498,19.7,21.2139,18.511,18.0708,18.6269,20.315,20.4946,20.3825
stam-1;O01498,28.2966,27.9215,27.4533,26.3342,20.8952,18.6835,17.9781,19.0145
rpa-2;O01504,19.2598,20.6648,18.8104,20.7046,21.6765,19.5926,19.2372,18.3913
rpa-2;O01504,20.8738,21.3742,21.741,21.1239,20.3136,19.7885,20.6632,17.3686
rpa-2;O01504,21.7479,22.3003,20.9068,22.2943,18.8245,18.5145,19.35,21.3475
rpa-2;O01504,24.9356,25.3104,26.0907,24.3547,20.7869,20.7215,17.4114,20.7655
aars-2;O01541,19.0149,19.4036,20.9518,19.447,21.3029,21.2511,22.3679,22.8424
cpn-3;O01542,19.994,21.1446,21.6129,21.4626,19.7191,18.5067,19.9731,20.0351
npp-11;O01576,18.2973,20.129,19.9895,17.7934,19.7343,18.4284,18.5753,19.2311
npp-11;O01576,19.7315,21.7453,20.3737,18.1859,20.6996,21.2783,21.5629,20.3827
unc-108;O01577,20.9835,20.064,21.3739,19.2417,25.8803,26.8299,26.419,24.4778
;O01591,18.1504,20.5118,19.8908,21.3251,21.3425,19.1416,19.8257,19.3734
T19H12.2;O01615,18.8816,20.2332,21.5728,19.1165,21.1526,21.3663,18.0885,19.2664
T19H12.2;O01615,21.2707,20.1903,19.5376,19.3298,17.4268,20.9684,20.4297,17.2577
T19H12.2;O01615,17.3629,20.9198,19.6126,20.5228,20.8312,19.7386,18.3303,19.6241
inx-12;O01634,17.552,21.5146,18.6874,19.5274,23.4737,23.6457,23.6813,23.221
inx-12;O01634,25.0122,25.292,24.7044,23.6404,27.4116,27.097,26.2607,28.3488
inx-12;O01634,19.2952,21.0302,20.3881,20.1994,22.066,22.5942,21.9004,20.3068
;O01681,25.3782,25.7224,24.8989,25.5976,25.5804,25.2241,24.834,25.4806
rps-17;O01692,19.1552,21.9707,20.9874,21.0906,21.4694,21.1221,19.8831,20.2246
rps-17;O01692,18.0005,19.0824,19.451,19.9282,18.9032,18.8655,19.358,20.1329
rps-17;O01692,19.783,22.21,22.3456,21.4323,19.7138,21.141,18.2546,19.848
rps-17;O01692,18.6629,18.5962,20.9925,19.9857,20.5101,20.1661,19.1933,19.7041
rps-17;O01692,24.5845,24.8399,24.0104,24.6519,21.3848,19.612,19.8023,20.0266
unc-89;O01761,19.8374,20.0731,19.6612,18.6588,24.59,26.6407,24.8797,25.6587
rpl-7;O01802,20.1083,18.8431,18.9351,21.292,20.5798,19.6873,21.4184,20.8292
rpl-7;O01802,18.8516,18.8163,18.1779,17.6173,20.2663,20.0631,20.2118,20.5083
rpl-7;O01802,20.5422,20.2262,19.5981,20.7808,18.6875,19.811,20.7563,20.8184
rpl-7;O01802,20.9987,20.1406,20.577,18.892,21.5627,21.081,19.3516,19.7787
rpl-7;O01802,18.8768,19.3604,20.6596,21.3788,19.8265,18.2381,19.7614,20.1758
rpl-7;O01802,18.2124,21.3419,19.8834,20.8539,29.0759,28.863,26.3556,27.4044
rpl-7;O01802,19.8519,21.5865,18.7225,20.5476,19.6433,19.6253,21.2774,21.4863
acbp-1;O01805,18.7071,20.9846,20.0932,20.0939,19.2014,18.8291,18.1303,20.509
acbp-1;O01805,19.3283,18.9489,20.3216,18.37,20.412,21.6915,18.4612,19.9285
acbp-1;O01805,21.0732,20.3272,21.4366,19.7185,21.4675,19.5963,18.6587,19.9371
;O01806,23.7027,23.7239,23.1991,23.2659,25.5,25.1731,23.4925,24.6291
